DLiP-ID,J100HK
MPC2,38
MPC3,47
MPC4,65
MPC5,77
MPC6,92
MPC7,104
MPC8,114
MPC9,113
Mare,0.9894999999999999
NaaN,6
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,2
NtCH,0
NtsC,0
RNCG,0.3715587142115728
RPCG,0.12900556302740773
SIC0,0.32131822166698043
SIC1,0.6551806081739912
SIC2,0.8367101931258676
SIC3,0.8367101931258676
SIC4,0.8367101931258676
SIC5,0.8367101931258676
SaaN,25.62051705252553
SaaO,0
SaaS,0
Sare,47.495999999999995
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,3.0977957463211787
StCH,0
StsC,0
TIC0,86.13841050280769
TIC1,175.63963813686826
TIC2,224.3037625237981
TIC3,224.3037625237981
TIC4,224.3037625237981
TIC5,224.3037625237981
Vabc,324.86854285782294
WPol,34
apol,55.929445999999984
bpol,33.83055400000001
nRot,7
ABCGG,16.35728042591517
ATS0Z,1768.0
ATS0d,152.0
ATS0i,8127.288937300578
ATS0m,7120.205242999999
ATS0p,81.28848390667801
ATS0v,10500.43199291261
ATS1Z,1475.0
ATS1d,181.0
ATS1i,7613.1265435592
ATS1m,5646.122466999999
ATS1p,88.94430281
ATS1v,12194.879181057018
ATS2Z,2308.0
ATS2d,293.0
ATS2i,14226.634217991665
ATS2m,8788.62261
ATS2p,131.72052828243298
ATS2v,17559.030349656103
ATS3Z,2265.0
ATS3d,286.0
ATS3i,16132.967862059795
ATS3m,8289.941474
ATS3p,151.172454787282
ATS3v,18662.745633589024
ATS4Z,2174.0
ATS4d,306.0
ATS4i,18133.817446150977
ATS4m,8094.350284
ATS4p,139.92412612971498
ATS4v,17737.504992973976
ATS5Z,2197.0
ATS5d,288.0
ATS5i,15692.65759454264
ATS5m,8090.681455
ATS5p,128.766160808188
ATS5v,16991.084426896046
ATS6Z,2070.0
ATS6d,283.0
ATS6i,13825.282543392063
ATS6m,7638.258054
ATS6p,128.95515344
ATS6v,17334.700518413585
ATS7Z,1889.0
ATS7d,251.0
ATS7i,14337.130002046499
ATS7m,6652.679464999999
ATS7p,129.972500479698
ATS7v,16444.175357558597
ATS8Z,1412.0
ATS8d,221.0
ATS8i,12785.208264579827
ATS8m,4821.991244999999
ATS8p,113.845988584547
ATS8v,13837.60834675414
C1SP1,0
C1SP2,1
C1SP3,5
C2SP1,0
C2SP2,2
C2SP3,1
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.5714285714285714
GGI10,0.1542781348841955
JGI10,0.009642383430262219
JGT10,0.4826424123009688
Kier1,22.290809327846365
Kier2,9.97229916897507
Kier3,5.9972838388411045
MPC10,112
MWC01,27.0
MWC02,4.875197323201151
MWC03,5.707110264748875
MWC04,6.594413459749778
MWC05,7.455298485683291
MWC06,8.350666240520924
MWC07,9.226115291091546
MWC08,10.12523012293471
MWC09,11.009025801274971
MWC10,11.91004249127173
NaaCH,1
NaaNH,0
NaaSe,0
NaaaC,1
NaasC,4
NaasN,2
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,5
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-2.780579999999996
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.332718793265369
SRW05,3.044522437723423
SRW06,6.816735880594968
SRW07,5.351858133476067
SRW08,8.389132521348719
SRW09,7.40184157874383
SRW10,10.017931686926996
SaaCH,1.9785548941798943
SaaNH,0
SaaSe,0
SaaaC,0.599454128873772
SaasC,3.2560886826417135
SaasN,3.581909354791299
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,10.398887746715788
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2500001570
Xc-3d,2.112045290909091
Xc-4d,0.0
Xc-5d,0.21941609682128765
Xc-6d,0.0
Xp-1d,11.91872399336994
Xp-2d,11.385531542951592
Xp-3d,8.204357101965515
Xp-4d,7.299943136837854
Xp-5d,5.45073896128568
Xp-6d,4.311830376632127
Xp-7d,3.164707681380673
ZMIC0,91.51941008513423
ZMIC1,36.4013523438273
ZMIC2,30.9609653680539
ZMIC3,30.9609653680539
ZMIC4,30.9609653680539
ZMIC5,30.9609653680539
nAcid,3
nAtom,48
nBase,1
nRing,3
piPC1,3.56953269648137
piPC2,4.197201947661808
piPC3,4.774912960575186
piPC4,5.432629704155631
piPC5,5.874755153641502
piPC6,6.297828444359064
piPC7,6.70411751250388
piPC8,7.10940383425169
piPC9,7.251015252598557
AATS0Z,36.833333333333336
AATS0d,3.1666666666666665
AATS0i,169.3185195270954
AATS0m,148.33760922916665
AATS0p,1.6935100813891253
AATS0v,218.75899985234605
AATS1Z,30.102040816326532
AATS1d,3.693877551020408
AATS1i,155.36992946039186
AATS1m,115.22698912244897
AATS1p,1.8151898532653061
AATS1v,248.87508532769425
AATS2Z,26.837209302325583
AATS2d,3.4069767441860463
AATS2i,165.42597927897285
AATS2m,102.1932861627907
AATS2p,1.5316340497957324
AATS2v,204.1747715076291
AATS3Z,22.65
AATS3d,2.86
AATS3i,161.32967862059795
AATS3m,82.89941474
AATS3p,1.5117245478728198
AATS3v,186.62745633589023
AATS4Z,20.12962962962963
AATS4d,2.8333333333333335
AATS4i,167.90571709399052
AATS4m,74.94768781481481
AATS4p,1.2955937604603238
AATS4v,164.23615734235162
AATS5Z,24.41111111111111
AATS5d,3.2
AATS5i,174.36286216158487
AATS5m,89.89646061111111
AATS5p,1.430735120090978
AATS5v,188.78982696551162
AATS6Z,24.93975903614458
AATS6d,3.4096385542168677
AATS6i,166.56966919749473
AATS6m,92.02720546987952
AATS6p,1.5536765474698795
AATS6v,208.85181347486247
AATS7Z,21.96511627906977
AATS7d,2.9186046511627906
AATS7i,166.71081397728486
AATS7m,77.35673796511627
AATS7p,1.5113081451127675
AATS7v,191.21134136696043
AATS8Z,17.65
AATS8d,2.7625
AATS8i,159.81510330724785
AATS8m,60.27489056249999
AATS8p,1.4230748573068375
AATS8v,172.97010433442674
ATS0dv,321.67901234567904
ATS0pe,303.98780000000005
ATS0se,374.7514789999999
ATS1dv,350.0
ATS1pe,327.5714
ATS1se,390.29786
ATS2dv,465.0
ATS2pe,553.9822
ATS2se,676.978216
ATS3dv,365.66666666666663
ATS3pe,618.445
ATS3se,768.037336
ATS4dv,374.3333333333333
ATS4pe,657.3654
ATS4se,821.6276620000001
ATS5dv,403.1111111111111
ATS5pe,599.6261999999999
ATS5se,730.338619
ATS6dv,399.66666666666663
ATS6pe,558.7741
ATS6se,671.982258
ATS7dv,275.0
ATS7pe,564.1724
ATS7se,689.6791800000001
ATS8dv,133.0
ATS8pe,495.321
ATS8se,613.099706
ATSC0Z,777.9166666666665
ATSC0c,1.7226333968811316
ATSC0d,31.666666666666664
ATSC0i,85.22067167945264
ATSC0m,3515.513214479167
ATSC0p,16.119672867783912
ATSC0v,2428.3279390197586
ATSC1Z,33.21006944444441
ATSC1c,-0.4581326794145335
ATSC1d,14.090277777777779
ATSC1i,-12.384891072423159
ATSC1m,147.68865111501685
ATSC1p,-0.6299712483563761
ATSC1v,-216.58703787717852
ATSC2Z,280.5243055555555
ATSC2c,0.14426293404502566
ATSC2d,11.430555555555559
ATSC2i,8.731518367400891
ATSC2m,1286.4616233081595
ATSC2p,3.438629210575107
ATSC2v,900.8552531201831
ATSC3Z,-45.95138888888887
ATSC3c,0.21650569401285416
ATSC3d,15.777777777777779
ATSC3i,-28.853778862837498
ATSC3m,-184.97029185243076
ATSC3p,-3.6250259200418276
ATSC3v,-168.32180296113796
ATSC4Z,386.8541666666667
ATSC4c,0.35901942410835375
ATSC4d,13.083333333333334
ATSC4i,-27.830923434177677
ATSC4m,1799.233402692709
ATSC4p,4.8284247009511905
ATSC4v,1274.074040364515
ATSC5Z,-61.34375000000006
ATSC5c,-0.13432949998349644
ATSC5d,-5.70833333333333
ATSC5i,40.15218244411092
ATSC5m,-290.05765975260465
ATSC5p,5.200047550959696
ATSC5v,566.2768345356319
ATSC6Z,-201.02256944444446
ATSC6c,0.05334635252354432
ATSC6d,-18.756944444444436
ATSC6i,4.319895679771237
ATSC6m,-928.427534661893
ATSC6p,-1.4242273002569839
ATSC6v,-724.1353836099124
ATSC7Z,-538.1423611111111
ATSC7c,0.021134130539467694
ATSC7d,-19.486111111111107
ATSC7i,20.076269101951898
ATSC7m,-2428.6763852960075
ATSC7p,-7.175662957575145
ATSC7v,-1114.302746429907
ATSC8Z,-394.0694444444444
ATSC8c,-0.1311354291101755
ATSC8d,-18.611111111111107
ATSC8i,-35.14732370218703
ATSC8m,-1830.2652575486113
ATSC8p,-10.867605715227738
ATSC8v,-1920.5370408392932
AXp-1d,0.44143422197666443
AXp-2d,0.299619251130305
AXp-3d,0.1745607894035216
AXp-4d,0.11230681748981314
AXp-5d,0.0707888176790348
AXp-6d,0.04686772148513181
AXp-7d,0.03042988155173724
GATS1Z,0.6004787774777829
GATS1c,0.7527641765373374
GATS1d,0.7421052631578947
GATS1i,1.45336044311691
GATS1m,0.596298961379605
GATS1p,0.9400987606090635
GATS1v,1.0289588086006642
GATS2Z,0.6326303857699831
GATS2c,0.4870813967615
GATS2d,0.9492044063647491
GATS2i,1.0774389130561537
GATS2m,0.618295974351138
GATS2p,0.8697065256639751
GATS2v,0.739303035757097
GATS3Z,1.0449255490091058
GATS3c,0.4416859056329158
GATS3d,0.6456315789473684
GATS3i,1.296136505426155
GATS3m,1.0165725730843156
GATS3p,1.322671196033265
GATS3v,1.0708783967705389
GATS4Z,0.5935487710527884
GATS4c,0.3262359949410263
GATS4d,0.7833333333333334
GATS4i,1.1005111827137395
GATS4m,0.5834955381480419
GATS4p,0.8094128361316498
GATS4v,0.7467309717517217
GATS5Z,0.917678985895376
GATS5c,0.537433327665266
GATS5d,1.1543859649122807
GATS5i,0.8838622818290612
GATS5m,0.9055631633319108
GATS5p,0.7661878403124259
GATS5v,0.7202262053706621
GATS6Z,0.858587644633166
GATS6c,0.49463344682096455
GATS6d,1.51997463538364
GATS6i,1.1883878637465017
GATS6m,0.8560392625605397
GATS6p,0.9018465663428915
GATS6v,1.0283850624421573
GATS7Z,1.4236818176156254
GATS7c,0.3443454990123917
GATS7d,1.2339657282741738
GATS7i,1.1047308216850882
GATS7m,1.3928399866543553
GATS7p,1.4297241206834295
GATS7v,1.1904280560775653
GATS8Z,1.1513363685056242
GATS8c,0.3961422506253818
GATS8d,1.354342105263158
GATS8i,1.374828522351615
GATS8m,1.1460923562505858
GATS8p,1.464778672657178
GATS8v,1.4804392663291286
MATS1Z,0.04181979165528018
MATS1c,-0.2605214979045465
MATS1d,0.4358754027926961
MATS1i,-0.14236144768991846
MATS1m,0.04115319391056896
MATS1p,-0.03828332605314897
MATS1v,-0.08737159871935472
MATS2Z,0.20127053723795169
MATS2c,0.046741719424825266
MATS2d,0.20146878824969408
MATS2i,0.0571857215434834
MATS2m,0.2042447427367586
MATS2p,0.11906165366815026
MATS2v,0.20705726104564848
MATS3Z,-0.028353508302088905
MATS3c,0.06032782907513843
MATS3d,0.23915789473684215
MATS3i,-0.16251706987544545
MATS3m,-0.02525541355483729
MATS3p,-0.10794340901902491
MATS3v,-0.03327164511971166
MATS4Z,0.2210200559423913
MATS4c,0.09262805933142618
MATS4d,0.18362573099415205
MATS4i,-0.14514435359773517
MATS4m,0.2274658751934517
MATS4p,0.1331271764233455
MATS4v,0.23318725611643515
MATS5Z,-0.04205677557579009
MATS5c,-0.041588883694527436
MATS5d,-0.09614035087719296
MATS5i,0.2512828974649941
MATS5m,-0.044004220464192265
MATS5p,0.1720480754536829
MATS5v,0.12437130376807792
MATS6Z,-0.14944276301779164
MATS6c,0.017909151604789904
MATS6d,-0.3425491439441977
MATS6i,0.02931510482149304
MATS6m,-0.1527293214387254
MATS6p,-0.05109592048150643
MATS6v,-0.1724549154121347
MATS7Z,-0.38610630161557535
MATS7c,0.006847535761716278
MATS7d,-0.3434516523867809
MATS7i,0.1314864020423527
MATS7m,-0.38558817031015413
MATS7p,-0.24845548780506585
MATS7v,-0.2561171440720226
MATS8Z,-0.30394215318693096
MATS8c,-0.04567498668524572
MATS8d,-0.35263157894736835
MATS8i,-0.2474563249235314
MATS8m,-0.3123752031442334
MATS8p,-0.40450966236221586
MATS8v,-0.474533198744455
MAXaaN,4.581575465062569
MAXssS,1.6205749413325168
MINaaN,3.8111471648908517
MINssS,1.477220804988662
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,1
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.7069140468017636
SssNH2,0
SsssAs,0
SsssCH,0.41244847317975575
SsssNH,1.3474298739693071
SssssB,0
SssssC,0
SssssN,0
TMPC10,815
TMWC10,128.25309948047698
TSRW10,76.36207421731184
Xc-3dv,1.8129494114793785
Xc-4dv,0.0
Xc-5dv,0.08408517252140155
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.41386054126573213
Xch-7d,0.6231851212115248
Xp-0dv,17.73412304850464
Xp-1dv,9.96791267045257
Xp-2dv,9.008941270282264
Xp-3dv,5.172421994493832
Xp-4dv,3.7737011997367196
Xp-5dv,2.4792961674684375
Xp-6dv,1.8232111713344232
Xp-7dv,1.1797656082727637
Xpc-4d,3.4089672043429085
Xpc-5d,5.645145912512343
Xpc-6d,7.796213631566838
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,49
nFRing,1
nHBAcc,10
nHBDon,1
nHRing,3
nSpiro,0
naRing,3
piPC10,7.469651945877197
AATS0dv,6.70164609053498
AATS0pe,6.333079166666668
AATS0se,7.807322479166665
AATS1dv,7.142857142857143
AATS1pe,6.6851306122448975
AATS1se,7.965262448979592
AATS2dv,5.406976744186046
AATS2pe,6.4416534883720935
AATS2se,7.871839720930232
AATS3dv,3.6566666666666663
AATS3pe,6.184450000000001
AATS3se,7.68037336
AATS4dv,3.466049382716049
AATS4pe,6.086716666666667
AATS4se,7.607663537037038
AATS5dv,4.479012345679012
AATS5pe,6.662513333333332
AATS5se,8.114873544444444
AATS6dv,4.815261044176706
AATS6pe,6.7322180722891565
AATS6se,8.09617178313253
AATS7dv,3.197674418604651
AATS7pe,6.560144186046512
AATS7se,8.01952534883721
AATS8dv,1.6625
AATS8pe,6.1915125
AATS8se,7.663746325
AATSC0Z,16.206597222222218
AATSC0c,0.03588819576835691
AATSC0d,0.6597222222222222
AATSC0i,1.7754306599885965
AATSC0m,73.23985863498264
AATSC0p,0.3358265180788315
AATSC0v,50.59016539624497
AATSC1Z,0.6777565192743756
AATSC1c,-0.009349646518663948
AATSC1d,0.28755668934240364
AATSC1i,-0.25275287902904403
AATSC1m,3.014054104388099
AATSC1p,-0.012856556088905634
AATSC1v,-4.420143630146501
AATSC2Z,3.2619105297157613
AATSC2c,0.0016774759772677401
AATSC2d,0.1329134366925065
AATSC2i,0.10152928334187084
AATSC2m,14.9588560849786
AATSC2p,0.03998406058808264
AATSC2v,10.475061082792827
AATSC3Z,-0.4595138888888887
AATSC3c,0.0021650569401285417
AATSC3d,0.1577777777777778
AATSC3i,-0.288537788628375
AATSC3m,-1.8497029185243077
AATSC3p,-0.03625025920041827
AATSC3v,-1.6832180296113797
AATSC4Z,3.581983024691358
AATSC4c,0.0033242539269292015
AATSC4d,0.12114197530864199
AATSC4i,-0.25769373550164515
AATSC4m,16.65956854345101
AATSC4p,0.04470763611991843
AATSC4v,11.79698185522699
AATSC5Z,-0.6815972222222229
AATSC5c,-0.0014925499998166272
AATSC5d,-0.0634259259259259
AATSC5i,0.4461353604901213
AATSC5m,-3.2228628861400517
AATSC5p,0.057778306121774405
AATSC5v,6.291964828173688
AATSC6Z,-2.421958668005355
AATSC6c,0.0006427271388378834
AATSC6d,-0.22598728246318597
AATSC6i,0.05204693590085828
AATSC6m,-11.185873911589072
AATSC6p,-0.017159365063337154
AATSC6v,-8.72452269409533
AATSC7Z,-6.257469315245478
AATSC7c,0.00024574570394729874
AATSC7d,-0.22658268733850126
AATSC7i,0.2334449895575802
AATSC7m,-28.240423084837296
AATSC7p,-0.08343794136715285
AATSC7v,-12.957008679417525
AATSC8Z,-4.925868055555555
AATSC8c,-0.0016391928638771938
AATSC8d,-0.23263888888888884
AATSC8i,-0.4393415462773379
AATSC8m,-22.87831571935764
AATSC8p,-0.13584507144034672
AATSC8v,-24.006713010491165
ATS0are,298.7202
ATS1are,321.6286
ATS2are,546.3413
ATS3are,607.153
ATS4are,649.1481000000001
ATS5are,595.1207999999999
ATS6are,552.5984000000001
ATS7are,556.6781000000001
ATS8are,486.6905
ATSC0dv,187.6039094650206
ATSC0pe,5.086791666666665
ATSC0se,2.8814454791666657
ATSC1dv,116.39765517832645
ATSC1pe,1.10955434027778
ATSC1se,0.5289096358506936
ATSC2dv,128.62067043895743
ATSC2pe,2.2102232638888903
ATSC2se,1.3117768289930543
ATSC3dv,83.43424211248285
ATSC3pe,0.38435902777777675
ATSC3se,0.1724175225694447
ATSC4dv,55.951388888888886
ATSC4pe,2.605497916666662
ATSC4se,1.0262065677083334
ATSC5dv,-61.92708333333337
ATSC5pe,-2.149767708333328
ATSC5se,-1.4004889817708346
ATSC6dv,-103.3084062071331
ATSC6pe,-1.6476147569444382
ATSC6se,-0.8957404327256955
ATSC7dv,-133.80216906721537
ATSC7pe,-2.9962975694444385
ATSC7se,-1.471290191840278
ATSC8dv,-141.5877914951989
ATSC8pe,-2.082086111111109
ATSC8se,-0.7318551111111102
AXp-0dv,0.6820816557117169
AXp-1dv,0.3691819507575026
AXp-2dv,0.23707740184953327
AXp-3dv,0.1100515317977411
AXp-4dv,0.05805694153441107
AXp-5dv,0.03219865152556412
AXp-6dv,0.019817512731895904
AXp-7dv,0.011343900079545804
BertzCT,861.3448434322053
ECIndex,5400000000
GATS1dv,0.3649980263450204
GATS1pe,0.6036863177894864
GATS1se,0.6071243219076967
GATS2dv,0.6394285847649045
GATS2pe,0.7172627695721306
GATS2se,0.6499597150454405
GATS3dv,0.7156744958897948
GATS3pe,0.7696045477257275
GATS3se,0.7212116418739283
