DLiP-ID,C003DX
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,192
TMWC10,90.6363124806844
TSRW10,55.561244330280175
VE1_Dt,3.3125539508319948
VE2_Dt,0.3011412682574541
VE3_Dt,1.2930296580276541
VR1_Dt,40.45063159568816
VR2_Dt,3.6773301450625597
VR3_Dt,3.7953924374190176
Xc-3dv,0.3651621517097559
Xc-4dv,0.0
Xc-5dv,0.015214515486254614
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3003491900968691
Xch-7d,0.4358579450277261
Xp-0dv,6.298756381750007
Xp-1dv,3.4491176017850593
Xp-2dv,2.6005855586423117
Xp-3dv,1.6012531579381264
Xp-4dv,1.084744796470192
Xp-5dv,0.6745882557794014
Xp-6dv,0.3183591756820513
Xp-7dv,0.134247040292605
Xpc-4d,1.5820549308155338
Xpc-5d,2.5209658650145887
Xpc-6d,3.358307638920233
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,17
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,0.0
AATS0dv,10.100308641975309
AATS0pe,6.87624375
AATS0se,8.2629090625
AATS1dv,10.359477124183007
AATS1pe,6.945823529411763
AATS1se,8.180939882352943
AATS2dv,9.602564102564102
AATS2pe,6.963876923076922
AATS2se,8.239267384615385
AATS3dv,5.765873015873017
AATS3pe,6.869732142857144
AATS3se,8.30809457142857
AATS4dv,4.181818181818182
AATS4pe,6.672881818181819
AATS4se,8.139732909090908
AATS5dv,2.213675213675214
AATS5pe,6.722030769230769
AATS5se,8.224970461538462
AATS6dv,0.23333333333333334
AATS6pe,5.80944
AATS6se,7.472238200000001
AATS7dv,0.0
AATS7pe,5.896000000000001
AATS7se,7.862832
AATSC0Z,15.359375
AATSC0c,0.03375050838155791
AATSC0d,0.65234375
AATSC0i,1.6346229894230262
AATSC0m,71.48692131250002
AATSC0p,0.25271279221365234
AATSC0s,0.7959877436271148
AATSC0v,44.89573678047534
AATSC1Z,-0.38143382352941174
AATSC1c,-0.028331193668003636
AATSC1d,0.12706801470588236
AATSC1i,0.016181241828774156
AATSC1m,-1.5904107316176466
AATSC1p,0.015284390436862375
AATSC1s,-0.3167024223884226
AATSC1v,3.803275007493647
AATSC2Z,1.2079326923076923
AATSC2c,0.017262579246134852
AATSC2d,-0.012920673076923076
AATSC2i,0.1639678474361172
AATSC2m,5.598869370192309
AATSC2p,0.005978123568809202
AATSC2s,0.35054190270963037
AATSC2v,0.0825005391112463
AATSC3Z,-4.676339285714286
AATSC3c,-0.011116234063416284
AATSC3d,-0.13225446428571427
AATSC3i,-0.0959159428915229
AATSC3m,-21.525358366071433
AATSC3p,-0.005132002368732708
AATSC3s,-0.19719807129384676
AATSC3v,-4.542838492138066
AATSC4Z,-2.4900568181818183
AATSC4c,0.002964776324260644
AATSC4d,-0.26029829545454547
AATSC4i,-0.5558802033953594
AATSC4m,-11.784620801136366
AATSC4p,-0.07090998468723472
AATSC4s,-0.08076896201815828
AATSC4v,-15.356311649250426
AATSC5Z,1.8425480769230769
AATSC5c,-0.002735838987914248
AATSC5d,-0.15234375
AATSC5i,-0.4415548022404838
AATSC5m,8.03032394711539
AATSC5p,-0.05759586403904177
AATSC5s,-0.3895120510145909
AATSC5v,-11.104402059801064
AATSC6Z,7.740625
AATSC6c,0.005092203707663508
AATSC6d,0.17265625
AATSC6i,0.06652876799529103
AATSC6m,36.0342269625
AATSC6p,0.0398233492213539
AATSC6s,-0.0004930591278006879
AATSC6v,14.543801232303654
AATSC7Z,-15.859375
AATSC7c,-0.0016318726719339108
AATSC7d,0.66015625
AATSC7i,0.5936766412553776
AATSC7m,-73.29844518750002
AATSC7p,-0.09568492954680866
AATSC7s,0.5672500440576893
AATSC7v,9.497741282416342
ATS0are,107.05869999999999
ATS1are,115.108
ATS2are,176.75490000000002
ATS3are,187.25400000000002
ATS4are,142.7581
ATS5are,84.932
ATS6are,56.80210000000001
ATS7are,22.132000000000005
ATS8are,0.0
ATSC0dv,62.71296296296296
ATSC0pe,2.2235937499999996
ATSC0se,1.6816324374999998
ATSC1dv,15.722415123456788
ATSC1pe,-0.44859335937500033
ATSC1se,-0.3739849648437499
ATSC2dv,13.693287037037035
ATSC2pe,1.0963851562499998
ATSC2se,0.6663117890624999
ATSC3dv,-36.201388888888886
ATSC3pe,-1.9105640625
ATSC3se,-1.3829360156249995
ATSC4dv,-38.86612654320988
ATSC4pe,-0.6183664062499995
ATSC4se,-0.37692341406249985
ATSC5dv,-19.045331790123456
ATSC5pe,0.1295988281250003
