DLiP-ID,T007RH
nS,1
nX,0
ABC,20.79382593911353
AMW,7.5323679142745235
IC0,1.5737458635827666
IC1,3.617273500537508
IC2,4.6624297536513595
IC3,5.201837106677377
IC4,5.241052792951887
IC5,5.319484165500907
MID,54.772919207839344
Mpe,0.9637062668204537
Mse,1.0009639689816203
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,106.73450000000003
SdO,23.35833003015518
SdS,0
Spe,49.14901960784314
SsF,0
SsI,0
Sse,51.049162418062636
StN,0
fMF,0.43137254901960786
nBr,0
nCl,0
AMID,2.028626637327383
BIC0,0.26535416660847516
BIC1,0.6099196937330479
BIC2,0.786146728185283
BIC3,0.8770978734349015
BIC4,0.8837101518148819
BIC5,0.8969347085748429
CIC0,4.098679478388728
CIC1,2.0551518414339873
CIC2,1.0099955883201357
CIC3,0.47058823529411775
CIC4,0.4313725490196081
CIC5,0.35294117647058787
GGI1,5.5
GGI2,1.7777777777777786
GGI3,1.4097222222222223
GGI4,1.0883333333333334
GGI5,0.8544444444444445
GGI6,0.4734240362811792
GGI7,0.27260487528344673
GGI8,0.2504566641471403
GGI9,0.11655864197530866
JGI1,0.1896551724137931
JGI2,0.04678362573099416
JGI3,0.04146241830065359
JGI4,0.0310952380952381
JGI5,0.023093093093093098
JGI6,0.01392423636121115
JGI7,0.009400168113222298
JGI8,0.012522833207357014
JGI9,0.006856390704429922
MIC0,16.826818482037506
MIC1,34.60266502306537
MIC2,40.8846933962553
MIC3,41.42841600810552
MIC4,41.89943561594866
MIC5,41.97849443947808
MPC2,38
MPC3,45
MPC4,57
MPC5,64
MPC6,62
MPC7,68
MPC8,70
MPC9,76
Mare,0.975529411764706
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,1
NtCH,0
NtsC,0
RNCG,0.2151520617918903
RPCG,0.13607242115732676
SIC0,0.27743791565457593
SIC1,0.63769433398665
SIC2,0.8219464290086004
SIC3,0.9170393249934672
SIC4,0.923952714577345
SIC5,0.9377794937451005
SaaN,4.089496317046544
SaaO,0
SaaS,0
Sare,49.752
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.202251880155504
SsSH,0
SssO,0
SssS,1.4903500456273722
StCH,0
StsC,0
TIC0,80.2610390427211
TIC1,184.4809485274129
TIC2,237.78391743621933
TIC3,265.29369244054624
TIC4,267.29369244054624
TIC5,271.2936924405463
Vabc,358.6843267478111
WPol,34
apol,58.579031999999984
bpol,29.982967999999996
nRot,8
ABCGG,16.274979434025315
ATS0Z,1326.0
ATS0d,158.0
ATS0i,8186.868916699577
ATS0m,5242.071778000001
ATS0p,81.99722171637599
ATS0s,236.61454046639233
ATS0v,11372.442717181333
ATS1Z,1371.0
ATS1d,199.0
ATS1i,7635.385509957249
ATS1m,5201.473999
ATS1p,102.59623510600001
ATS1s,158.75000000000003
ATS1v,14361.228933557819
ATS2Z,2034.0
ATS2d,311.0
ATS2i,13860.696204490427
ATS2m,7523.954913999999
ATS2p,158.325383989094
ATS2s,274.73765432098764
ATS2v,20908.963583255467
ATS3Z,2113.0
ATS3d,347.0
ATS3i,20290.677282162
ATS3m,7427.537485
ATS3p,181.01776664437602
ATS3s,309.0246913580247
ATS3v,22377.518357236386
ATS4Z,2142.0
ATS4d,322.0
ATS4i,20003.889813221784
ATS4m,7738.511433999999
ATS4p,163.80209844741302
ATS4s,302.33950617283955
ATS4v,20755.968125736155
ATS5Z,1984.0
ATS5d,302.0
ATS5i,17583.535920071237
ATS5m,7186.807819
ATS5p,150.914308802678
ATS5s,356.212962962963
ATS5v,20419.096055937927
ATS6Z,1841.0
ATS6d,287.0
ATS6i,17391.60571268049
ATS6m,6532.934317
ATS6p,147.65047317243298
ATS6s,385.9876543209877
ATS6v,19840.14266827253
ATS7Z,1654.0
ATS7d,262.0
ATS7i,16695.187909426677
ATS7m,5884.730355
ATS7p,134.884070662678
ATS7s,309.81481481481484
ATS7v,17734.500093150025
ATS8Z,1214.0
ATS8d,223.0
ATS8i,14912.66007329284
ATS8m,4100.269410999999
ATS8p,114.23329132298001
ATS8s,233.77160493827162
ATS8v,14215.390537523803
C1SP1,0
C1SP2,4
C1SP3,0
C2SP1,0
C2SP2,8
C2SP3,7
C3SP2,1
C3SP3,1
C4SP3,0
FCSP3,0.38095238095238093
GGI10,0.1232547699214366
JGI10,0.007250280583613917
JGT10,0.3820434566036064
Kier1,21.702734839476815
Kier2,11.253462603878116
Kier3,7.395555555555555
MAXdO,12.14889466927578
MID_C,43.481455008190615
MID_N,4.038740698952285
MID_O,5.179763941318481
MID_X,0.0
MID_h,11.291464199648734
MINdO,11.209435360879402
MPC10,72
MWC01,29.0
MWC02,4.90527477843843
MWC03,5.707110264748875
MWC04,6.54965074223381
MWC05,7.368339686311381
MWC06,8.213652703029998
MWC07,9.039670667922676
MWC08,9.88506896701211
MWC09,10.715106420466313
MWC10,11.560066651275031
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.908500000000004
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.351858133476067
SRW05,2.3978952727983707
SRW06,6.794586580876499
SRW07,4.442651256490317
SRW08,8.314587291319576
SRW09,6.259581464064923
SRW10,9.877092241176596
SaaCH,14.666911963563557
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.621525125765782
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.7698462867289166
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.9609342963667458
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.574270348845752
VE1_D,5.115725166893982
VE2_A,0.16941742032762044
VE2_D,0.18947130247755486
VE3_A,2.5136989724273366
VE3_D,2.6255709349738807
VR1_A,217.56885429572193
VR1_D,160.77585755936437
VR2_A,8.058105714656367
VR2_D,5.954661391087569
VR3_A,6.37576714491543
VR3_D,6.073262978926886
WPath,2177
Xc-3d,1.642629194087804
Xc-4d,0.0
Xc-5d,0.08333333333333333
Xc-6d,0.0
Xp-0d,19.06226716449869
Xp-1d,13.09735678832402
Xp-2d,11.637231159071833
Xp-3d,8.639209182732742
Xp-4d,7.303597908497445
Xp-5d,5.392745672454596
Xp-6d,3.3864315783265253
Xp-7d,2.490793777923884
ZMIC0,88.8123174580577
ZMIC1,46.09603200047765
ZMIC2,29.10101983248521
ZMIC3,26.120409559700054
ZMIC4,25.256309479236172
ZMIC5,24.837105504024958
nAcid,1
nAtom,51
nBase,0
nRing,3
piPC1,3.6375861597263857
piPC2,4.110873864173311
piPC3,4.48863636973214
piPC4,4.969813299576001
piPC5,5.423848088995246
piPC6,5.404084049708674
piPC7,5.717438801103687
piPC8,5.985666520993011
piPC9,6.258146400436675
AATS0Z,26.0
AATS0d,3.0980392156862746
AATS0i,160.5268415039133
AATS0m,102.78572113725492
AATS0p,1.6077886611054115
AATS0s,4.639500793458673
AATS0v,222.98907288590848
AATS1Z,25.867924528301888
AATS1d,3.7547169811320753
AATS1i,144.0638775463632
AATS1m,98.14101884905661
AATS1p,1.9357780208679247
AATS1s,2.995283018867925
AATS1v,270.96658365203433
AATS2Z,21.870967741935484
AATS2d,3.3440860215053765
AATS2i,149.03974413430566
AATS2m,80.90274101075268
AATS2p,1.702423483753699
AATS2s,2.9541683260321254
AATS2v,224.8275654113491
AATS3Z,16.37984496124031
AATS3d,2.689922480620155
AATS3i,157.2920719547442
AATS3m,57.577809961240305
AATS3p,1.403238501119194
AATS3s,2.395540243085463
AATS3v,173.46913455222005
AATS4Z,17.136
AATS4d,2.576
AATS4i,160.03111850577426
AATS4m,61.908091471999995
AATS4p,1.310416787579304
AATS4s,2.4187160493827164
AATS4v,166.04774500588925
AATS5Z,17.873873873873872
AATS5d,2.720720720720721
AATS5i,158.4102335141553
AATS5m,64.74601638738739
AATS5p,1.3595883675916935
AATS5s,3.209125792459126
AATS5v,183.95582032376512
AATS6Z,16.736363636363638
AATS6d,2.609090909090909
AATS6i,158.10550647891355
AATS6m,59.390311972727275
AATS6p,1.3422770288402999
AATS6s,3.5089786756453427
AATS6v,180.36493334793207
AATS7Z,15.752380952380953
AATS7d,2.4952380952380953
AATS7i,159.0017896135874
AATS7m,56.045050999999994
AATS7p,1.2846101967874095
AATS7s,2.9506172839506175
AATS7v,168.9000008871431
AATS8Z,13.053763440860216
AATS8d,2.3978494623655915
AATS8i,160.35118358379398
AATS8m,44.088918397849454
AATS8p,1.2283149604621506
AATS8s,2.513673171379265
AATS8v,152.85366169380433
AMID_C,1.6104242595626153
AMID_N,0.14958298885008464
AMID_O,0.19184310893772152
AMID_X,0.0
AMID_h,0.41820237776476793
ATS0dv,332.44444444444446
ATS0pe,313.3529
ATS0se,388.79624099999995
ATS1dv,306.66666666666663
ATS1pe,338.208
ATS1se,406.57263199999994
ATS2dv,378.0
ATS2pe,575.8951999999999
ATS2se,704.3740320000002
ATS3dv,341.66666666666663
ATS3pe,772.5809999999999
ATS3se,968.81611
ATS4dv,358.33333333333337
ATS4pe,740.3796
ATS4se,934.2627779999999
ATS5dv,430.6666666666667
ATS5pe,686.2506999999999
ATS5se,851.44256
ATS6dv,414.6666666666667
ATS6pe,686.0007
ATS6se,849.7900940000001
ATS7dv,306.3333333333333
ATS7pe,635.1167
ATS7se,793.3241879999999
ATS8dv,224.0
ATS8pe,552.255
ATS8se,695.2543420000001
ATSC0Z,510.0
ATSC0c,0.9077671720100847
ATSC0d,26.156862745098042
ATSC0i,77.21923242684524
ATSC0m,2343.3338165098044
ATSC0p,14.712849362316707
ATSC0s,91.09486538099465
ATSC0v,2682.224327739352
ATSC1Z,23.0
ATSC1c,-0.5662326533778828
ATSC1d,3.189926951172624
ATSC1i,1.5875230894135026
ATSC1m,108.42271866628221
ATSC1p,1.2834741382376165
ATSC1s,-1.6147035618357182
ATSC1v,148.41896152927092
ATSC2Z,-2.0
ATSC2c,0.31145050937987573
ATSC2d,-6.501730103806231
ATSC2i,-12.16789623520671
ATSC2m,-29.225273400230527
ATSC2p,-1.3148662235221136
ATSC2s,29.558236148489904
ATSC2v,-534.5994729240659
ATSC3Z,-131.0
ATSC3c,-0.3373939495084095
ATSC3d,-1.2399077277970014
ATSC3i,-6.817201960325336
ATSC3m,-603.0671726424453
ATSC3p,-0.7631627410180215
ATSC3s,-21.653332130883502
ATSC3v,-525.048655726608
ATSC4Z,194.0
ATSC4c,0.12278721145207955
ATSC4d,3.6155324875048054
ATSC4i,0.14466708371321646
ATSC4m,898.6591205544022
ATSC4p,0.31071686540632926
ATSC4s,-5.686707760917107
ATSC4v,811.1702004024144
ATSC5Z,20.0
ATSC5c,0.01485986906362345
ATSC5d,-2.733564013840831
ATSC5i,-3.2900787327140084
ATSC5m,105.52816036101497
ATSC5p,-0.3558046683713011
ATSC5s,-9.652617385209554
ATSC5v,238.2850819512871
ATSC6Z,-127.0
ATSC6c,0.1148106822187159
ATSC6d,-2.6324490580545943
ATSC6i,0.2232993561538898
ATSC6m,-581.8875279427142
ATSC6p,-1.46511437965417
ATSC6s,-8.944814408724305
ATSC6v,-411.31281309981847
ATSC7Z,38.0
ATSC7c,-0.06090251199182437
ATSC7d,-1.970011534025375
ATSC7i,-10.433983532729993
ATSC7m,152.59801210726638
ATSC7p,-1.1086735585890997
ATSC7s,-12.422831990861384
ATSC7v,-177.73472038585487
ATSC8Z,-126.0
ATSC8c,-0.28836775410282245
ATSC8d,0.3610149942329881
ATSC8i,-15.592607351075975
ATSC8m,-586.3195289492503
ATSC8p,-2.7170597400681102
ATSC8s,-17.664033143314615
ATSC8v,-630.3252663567152
AXp-0d,0.706009894981433
AXp-1d,0.4516329927008283
AXp-2d,0.3062429252387324
AXp-3d,0.19198242628294981
AXp-4d,0.12813329664030607
AXp-5d,0.08426165113210306
AXp-6d,0.05461986416655686
AXp-7d,0.03662932026358653
GATS1Z,0.78708842027377
GATS1c,1.5280746700916468
GATS1d,1.0279058583915588
GATS1i,1.1136937528496242
GATS1m,0.7900229680250114
GATS1p,0.9275987393636375
GATS1s,0.6212634034165601
GATS1v,0.9441861606687315
GATS2Z,0.9830276196500106
GATS2c,0.5791820105234762
GATS2d,1.346302655124051
GATS2i,1.1768732393722712
GATS2m,0.9808951884690994
GATS2p,1.1270092274884687
GATS2s,0.41547092865679075
GATS2v,1.1224551943909842
GATS3Z,1.2703298373613012
GATS3c,0.9180111366879857
GATS3d,1.0372720616435966
GATS3i,1.0576471227171282
GATS3m,1.251325506649825
GATS3p,1.153648688951219
GATS3s,0.9261041865705684
GATS3v,1.0899044773119764
GATS4Z,1.0545098039215688
GATS4c,0.8165350143903617
GATS4d,0.9710644677661169
GATS4i,1.0022641292143344
GATS4m,1.0324420130647134
GATS4p,1.1295512374893615
GATS4s,0.8318353137578186
GATS4v,0.8953171022640037
GATS5Z,0.9428546193252075
GATS5c,1.0908082227100644
GATS5d,1.102151626889258
GATS5i,1.0227901589820065
GATS5m,0.9413358710304132
GATS5p,0.9650353751328853
GATS5s,1.2572391499623596
GATS5v,0.9157528501564076
GATS6Z,1.0213903743315509
GATS6c,1.098363272457879
GATS6d,0.9992163009404388
GATS6i,0.9804223054368729
GATS6m,1.027156279285845
GATS6p,0.9596331916817924
GATS6s,1.3967470580305836
GATS6v,1.0133812322209435
GATS7Z,0.80765639589169
GATS7c,1.0953206230262225
GATS7d,0.937566930820304
GATS7i,1.022748550800862
GATS7m,0.8252853344050486
GATS7p,0.9204405836853377
GATS7s,1.0432014169060262
GATS7v,0.9962732429798719
GATS8Z,1.0694707990723171
GATS8c,1.1424227878959259
GATS8d,0.8427237993906271
GATS8i,1.0756310481058162
GATS8m,1.076268208770912
GATS8p,1.0445655705415378
GATS8s,0.918388808630384
GATS8v,1.1085630586333888
MATS1Z,0.043396226415094344
MATS1c,-0.6002259172168452
MATS1d,0.11735170150773662
MATS1i,0.019782850848520557
MATS1m,0.044522591952254296
MATS1p,0.08394302976092972
MATS1s,-0.017056629322153787
MATS1v,0.05324619739029636
MATS2Z,-0.0021505376344086026
MATS2c,0.18814895040705037
MATS2d,-0.13631087681965473
MATS2i,-0.0864126342695279
MATS2m,-0.00683929994073784
MATS2p,-0.04900856749138912
MATS2s,0.17793928603376805
MATS2v,-0.10930012447576737
MATS3Z,-0.10155038759689923
MATS3c,-0.14694109870071606
MATS3d,-0.018740629685157426
MATS3i,-0.034902870480989424
MATS3m,-0.1017447466440788
MATS3p,-0.020506938855481504
MATS3s,-0.09397477721546356
MATS3v,-0.07739001297284234
MATS4Z,0.1552
MATS4c,0.055187259263316815
MATS4d,0.05639580209895051
MATS4i,0.0007643713657851976
MATS4m,0.15646636369217526
MATS4p,0.008616446615057342
MATS4s,-0.025469896209300992
MATS4v,0.12338917306112297
MATS5Z,0.018018018018018018
MATS5c,0.007521209863199288
MATS5d,-0.04801653227440334
MATS5i,-0.019576182624502683
MATS5m,0.02069099638114672
MATS5p,-0.01111122778309264
MATS5s,-0.04868536055933011
MATS5v,0.04081773989533005
MATS6Z,-0.11545454545454546
MATS6c,0.0586388325682967
MATS6d,-0.04666076052882649
MATS6i,0.0013407243019102927
MATS6m,-0.1151283763328835
MATS6p,-0.046169187664900115
MATS6s,-0.045525521208227344
MATS6v,-0.07109754952650425
MATS7Z,0.03619047619047619
MATS7c,-0.032586792100900146
MATS7d,-0.036581709145427285
MATS7i,-0.06563047442301048
MATS7m,0.03162973791010911
MATS7p,-0.036600564060667244
MATS7s,-0.06623805789441008
MATS7v,-0.032185336575335406
MATS8Z,-0.13548387096774192
MATS8c,-0.1742045321220148
MATS8d,0.007568796247037787
MATS8i,-0.11073387299591733
MATS8m,-0.13721052544762216
MATS8p,-0.1012720558693587
MATS8s,-0.10633670528269315
MATS8v,-0.12887148896010214
MAXaaN,4.089496317046544
MAXsOH,9.202251880155504
MAXssS,1.4903500456273722
MINaaN,4.089496317046544
MINsOH,9.202251880155504
MINssS,1.4903500456273722
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.736735492393755
SpAD_D,334.20064370360996
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.398476921325618
SssNH2,0
SsssAs,0
SsssCH,0.3149030400559417
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,608
TMWC10,129.9439408814386
TSRW10,74.51578968410807
VE1_Dt,5.109563796850621
VE2_Dt,0.18924310358706004
VE3_Dt,2.624365810930756
VR1_Dt,161.8711946097995
VR2_Dt,5.995229429992573
VR3_Dt,6.080052696985753
Xc-3dv,0.9745251747476277
Xc-4dv,0.0
Xc-5dv,0.08333333333333333
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.2874574785652648
Xch-7d,0.23570226039551584
Xp-0dv,15.95181202233478
Xp-1dv,10.161891303129533
Xp-2dv,8.194017063527774
Xp-3dv,6.049126727442628
Xp-4dv,4.545550485435501
Xp-5dv,2.778577887095366
Xp-6dv,1.623343731566187
Xp-7dv,1.0261375666383423
Xpc-4d,2.688171259022985
Xpc-5d,4.310103033600492
Xpc-6d,5.790514863240233
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,53
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.41468771013785
AATS0dv,6.518518518518519
AATS0pe,6.144174509803921
AATS0se,7.623455705882352
AATS1dv,5.786163522012578
AATS1pe,6.381283018867925
AATS1se,7.671181735849055
AATS2dv,4.064516129032258
AATS2pe,6.192421505376343
AATS2se,7.573914322580647
AATS3dv,2.6485788113695086
AATS3pe,5.988999999999999
AATS3se,7.5102024031007755
AATS4dv,2.866666666666667
AATS4pe,5.9230368
AATS4se,7.474102223999999
AATS5dv,3.87987987987988
AATS5pe,6.182438738738738
AATS5se,7.670653693693693
AATS6dv,3.76969696969697
AATS6pe,6.236370000000001
AATS6se,7.725364490909092
AATS7dv,2.9174603174603173
AATS7pe,6.048730476190476
AATS7se,7.555468457142856
AATS8dv,2.4086021505376345
AATS8pe,5.938225806451613
AATS8se,7.475853139784947
AATSC0Z,10.0
AATSC0c,0.01779935631392323
AATSC0d,0.5128796616685891
AATSC0i,1.5141025966048085
AATSC0m,45.94772189234911
AATSC0p,0.2884872423983668
AATSC0s,1.7861738309998951
AATSC0v,52.59263387724219
AATSC1Z,0.4339622641509434
AATSC1c,-0.010683634969394014
AATSC1d,0.06018730096552121
AATSC1i,0.029953265837990614
AATSC1m,2.045711672948721
AATSC1p,0.02421649317429465
AATSC1s,-0.03046610494029657
AATSC1v,2.8003577647032247
AATSC2Z,-0.021505376344086023
AATSC2c,0.0033489302083857604
AATSC2d,-0.06991107638501325
AATSC2i,-0.13083759392695388
AATSC2m,-0.314250251615382
AATSC2p,-0.014138346489485093
AATSC2s,0.31783049622032156
AATSC2v,-5.748381429291031
AATSC3Z,-1.0155038759689923
AATSC3c,-0.002615456972933407
AATSC3d,-0.009611687812379857
AATSC3i,-0.05284652682422741
AATSC3m,-4.674939322809653
AATSC3p,-0.005915990240449779
AATSC3s,-0.1678552878363062
AATSC3v,-4.070144618035721
AATSC4Z,1.552
AATSC4c,0.0009822976916166364
AATSC4d,0.028924259900038444
AATSC4i,0.0011573366697057318
AATSC4m,7.189272964435218
AATSC4p,0.0024857349232506342
AATSC4s,-0.04549366208733686
AATSC4v,6.489361603219315
AATSC5Z,0.18018018018018017
