DLiP-ID,J000DR
AATSC5v,-6.207122878068794
AATSC6Z,-0.5336742214851667
AATSC6c,0.0007339728117179129
AATSC6d,-0.1033259627786991
AATSC6i,-0.13394396952633192
AATSC6m,-2.6482779448590374
AATSC6p,-0.02942745170413592
AATSC6s,-0.0306684171733923
AATSC6v,-6.547466154032806
AATSC7Z,-0.4642857142857143
AATSC7c,4.273101924402799e-06
AATSC7d,-0.07716049382716049
AATSC7i,-0.3584331312064865
AATSC7m,-2.351321207671955
AATSC7p,-0.05081842183663447
AATSC7s,-0.006430041152263374
AATSC7v,-8.72586184804617
AATSC8Z,-1.3899176954732508
AATSC8c,-0.0013335296010089583
AATSC8d,-0.09259259259259257
AATSC8i,0.10227280508182825
AATSC8m,-6.509863870370369
AATSC8p,-0.000537269803049442
AATSC8s,-0.14891975308641978
AATSC8v,-3.697815216315203
ATS0are,211.96980000000002
ATS1are,236.125
ATS2are,416.74690000000004
ATS3are,507.193
ATS4are,430.544
ATS5are,372.04200000000003
ATS6are,385.813
ATS7are,356.72299999999996
ATS8are,316.0279999999999
ATSC0dv,124.55555555555557
ATSC0pe,2.9321638888888875
ATSC0se,1.6267315555555548
ATSC1dv,61.30246913580247
ATSC1pe,0.3206964506172827
ATSC1se,0.061999802469136805
ATSC2dv,34.06172839506173
ATSC2pe,0.6467654320987636
ATSC2se,0.16818528395061894
ATSC3dv,-42.962962962962976
ATSC3pe,-1.9581018518518523
ATSC3se,-1.0915536296296264
ATSC4dv,-17.086419753086414
ATSC4pe,-0.18441188271604975
ATSC4se,-0.17782953086419748
ATSC5dv,-21.138888888888893
ATSC5pe,0.13454652777777795
ATSC5se,0.2570715555555559
ATSC6dv,-21.53395061728395
ATSC6pe,0.3416894290123462
ATSC6se,0.3737524938271599
ATSC7dv,-39.916666666666664
ATSC7pe,0.20586041666666713
ATSC7se,0.1186435555555545
ATSC8dv,-69.61111111111111
ATSC8pe,-1.3282597222222212
ATSC8se,-0.6695919999999987
AXp-0dv,0.6048943022311766
AXp-1dv,0.32766848616273203
AXp-2dv,0.1797770129190852
AXp-3dv,0.08778203861381478
AXp-4dv,0.048874821754578926
AXp-5dv,0.02542563669783437
AXp-6dv,0.01396853350285064
AXp-7dv,0.007858469589389565
BertzCT,535.8712866289352
ECIndex,303
ETA_eta,13.566456909781182
GATS1dv,0.48065636884360763
GATS1pe,0.7836833973033807
GATS1se,0.8717573949523498
GATS2dv,0.9587028388518654
GATS2pe,1.015565725484475
GATS2se,1.163969570114545
GATS3dv,1.351471900089206
GATS3pe,1.6838886525783483
GATS3se,1.9112336980546678
GATS4dv,1.1145032186513006
GATS4pe,0.9572086260946118
GATS4se,0.9364747169072463
GATS5dv,1.0927743086529884
GATS5pe,0.8643881699048576
GATS5se,0.7835117779454701
GATS6dv,1.0023699522015257
GATS6pe,0.7612774671177489
GATS6se,0.6577440398328128
GATS7dv,1.0526315789473684
GATS7pe,0.7349710443273308
GATS7se,0.6417906553454426
GATS8dv,1.451828724353256
GATS8pe,1.637068376691844
GATS8se,1.742837239279526
LogEE_A,3.840978397908108
LogEE_D,72.33504201708331
MATS1dv,0.46626602187896143
MATS1pe,0.10361552135941722
MATS1se,0.03610715902704775
MATS2dv,0.1447761977226216
MATS2pe,0.11677561068659084
MATS2se,0.054735071481077126
MATS3dv,-0.14782719510641013
MATS3pe,-0.2862004102555498
MATS3se,-0.2875758429933038
MATS4dv,-0.06673578127637
MATS4pe,-0.030596478330849778
MATS4se,-0.05318127835426327
MATS5dv,-0.09697973747929146
MATS5pe,0.02622081611811423
MATS5se,0.09030256482352671
MATS6dv,-0.09289413769688575
MATS6pe,0.06261393531311323
MATS6se,0.12345136774618984
MATS7dv,-0.18312730979992353
MATS7pe,0.04011867285293539
MATS7se,0.04167640151122742
MATS8dv,-0.37258400237882844
MATS8pe,-0.30199760826364797
MATS8se,-0.27441200432988155
MAXaaCH,2.149623960695389
MAXaasC,1.2085009343243474
MAXaasN,2.2552673847316704
MAXsCH3,2.0395177714234354
MDEC-11,0.4999999999999999
MDEC-12,2.5105388456917876
MDEC-13,2.682461519999418
MDEC-22,8.470720255027711
MDEC-23,13.109009732731304
MDEC-33,3.3865457448640486
MDEN-23,0.4999999999999999
MINaaCH,1.9933227828168305
MINaasC,0.9126476284958429
MINaasN,2.2552673847316704
MINsCH3,2.0395177714234354
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.5357142857142858
SM1_Dzi,0.6236333567935969
SM1_Dzm,0.5342659360630688
SM1_Dzp,-2.118657900702788
SM1_Dzv,-1.0376437345448832
SddssSe,0
SpAD_Dt,285.5346302348556
SpAbs_A,22.919406663568555
SpAbs_D,144.6700840341666
SpMAD_A,1.273300370198253
SpMAD_D,8.037226890787034
SpMax_A,2.4395239441552974
SpMax_D,72.33504201708331
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,27.05
TpiPC10,8.18560276932413
VAdjMat,5.321928094887363
VE1_DzZ,4.164958434914343
VE1_Dzi,4.162915055487121
VE1_Dzm,4.164944332490444
VE1_Dzp,4.143718244149771
VE1_Dzv,4.154481909043608
VE2_DzZ,0.23138657971746351
VE2_Dzi,0.23127305863817338
VE2_Dzm,0.23138579624946912
VE2_Dzp,0.23020656911943174
VE2_Dzv,0.23080455050242266
VE3_DzZ,2.0144929608587256
VE3_Dzi,2.014002228267606
VE3_Dzm,2.0144895748830924
VE3_Dzp,2.00938017627119
VE3_Dzv,2.011974394470732
VR1_DzZ,91.95888432620957
VR1_Dzi,92.10411881725103
VR1_Dzm,91.95977624095714
VR1_Dzp,93.2142050311569
VR1_Dzv,92.58796876906834
VR2_DzZ,5.108826907011643
VR2_Dzi,5.11689548984728
VR2_Dzm,5.108876457830952
VR2_Dzp,5.178566946175383
VR2_Dzv,5.143776042726019
VR3_DzZ,5.109128232559624
VR3_Dzi,5.11070632830621
VR3_Dzm,5.1091379315727075
VR3_Dzp,5.122686789477147
VR3_Dzv,5.115945871213112
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10792445496369077
Xch-6dv,0.16403524907199596
Xch-7dv,0.16652132784087226
Xpc-4dv,0.9330247147704996
Xpc-5dv,1.3365250485402143
Xpc-6dv,1.3828399747376994
Zagreb1,96.0
Zagreb2,112.0
fragCpx,94.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,0
nBondsM,11
nBondsO,20
nBondsS,27
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,3
naHRing,1
AATS0are,5.888050000000001
AATS1are,6.213815789473684
AATS2are,6.128630882352942
AATS3are,6.0380119047619045
AATS4are,5.818162162162162
AATS5are,5.905428571428572
AATS6are,5.758402985074627
AATS7are,5.662269841269841
AATS8are,5.852370370370369
AATSC0dv,3.459876543209877
AATSC0pe,0.08144899691358021
AATSC0se,0.04518698765432097
AATSC1dv,1.6132228719948019
AATSC1pe,0.008439380279402177
AATSC1se,0.0016315737491878106
AATSC2dv,0.5009077705156136
AATSC2pe,0.009511256354393581
AATSC2se,0.002473312999273808
AATSC3dv,-0.5114638447971783
AATSC3pe,-0.02331073633156967
AATSC3se,-0.012994686067019362
AATSC4dv,-0.2308975642308975
AATSC4pe,-0.0024920524691358073
AATSC4se,-0.002403101768435101
AATSC5dv,-0.3355379188712523
AATSC5pe,0.0021356591710758404
AATSC5se,0.00408050088183422
AATSC6dv,-0.3214022480191634
AATSC6pe,0.005099842224064869
AATSC6se,0.005578395430256118
AATSC7dv,-0.6335978835978836
AATSC7pe,0.0032676256613756688
AATSC7se,0.0018832310405643572
AATSC8dv,-1.2890946502057614
AATSC8pe,-0.024597402263374465
AATSC8se,-0.012399851851851829
AETA_eta,0.753692050543399
ATSC0are,2.9745888888888867
ATSC1are,0.2618061728395059
ATSC2are,0.5689154320987652
ATSC3are,-2.03505185185185
ATSC4are,-0.26734382716049365
ATSC5are,0.27676944444444446
ATSC6are,0.5013373456790123
ATSC7are,0.233647222222222
ATSC8are,-1.3440222222222213
BCUTZ-1h,8.010082422666924
BCUTZ-1l,5.691448416623725
BCUTc-1h,0.37602462450861757
BCUTc-1l,-0.5240413331069965
BCUTd-1h,3.189271034661967
BCUTd-1l,0.9889093739028368
BCUTi-1h,14.55773159964499
BCUTi-1l,10.952420779321647
BCUTm-1h,16.004032848787144
BCUTm-1l,11.703146040748154
BCUTp-1h,1.987076867848033
BCUTp-1l,0.7786470688473759
BCUTs-1h,3.51020319106593
BCUTs-1l,1.2945103234051707
BCUTv-1h,20.89272366174306
BCUTv-1l,14.706817545108432
BalabanJ,1.5296676924681014
Diameter,10
ETA_beta,22.25
GATS1are,0.8119543080993846
GATS2are,1.0676302332985654
GATS3are,1.7609436224613677
GATS4are,0.965236723352691
GATS5are,0.8320757677064619
GATS6are,0.7111167054538412
GATS7are,0.696501477328333
GATS8are,1.6895689911708938
HybRatio,0.4
Lipinski,True
LogEE_Dt,142.76731511742784
MATS1are,0.0833819091812186
MATS2are,0.10125450411008632
MATS3are,-0.2932052501852997
MATS4are,-0.043723406499961995
MATS5are,0.053168344992051766
MATS6are,0.0905588302376164
MATS7are,0.04488442046946863
MATS8are,-0.3012230759557188
MAXssCH2,1.221342806023542
MAXsssCH,0.20115924456202205
MINssCH2,1.0993896709918536
MINsssCH,0.20115924456202205
NsssssAs,0
RotRatio,0.15
SM1_Dzpe,0.5810893512851898
SM1_Dzse,0.5290207864431083
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,39.33784043889414
SMR_VSA6,0.0
SMR_VSA7,36.286716343459446
SMR_VSA8,0.0
SMR_VSA9,17.00689131982936
SpAD_DzZ,109.71780284800819
SpAD_Dzi,109.80349582685147
SpAD_Dzm,109.74430403239631
SpAD_Dzp,158.7595485241551
SpAD_Dzv,136.54145577893553
SpAbs_Dt,285.5346302348556
SpDiam_A,4.734623606178808
SpDiam_D,109.27856767052677
SpMAD_Dt,15.863035013047535
SpMax_Dt,142.76731511742784
SsssssAs,0
VE1_Dzpe,4.165072195772392
VE1_Dzse,4.16493651781451
VE2_Dzpe,0.23139289976513291
VE2_Dzse,0.23138536210080612
VE3_Dzpe,2.014520274289636
VE3_Dzse,2.014487698583521
VMcGowan,193.9599999999997
VR1_Dzpe,91.95408128079765
VR1_Dzse,91.95995433780725
VR2_Dzpe,5.108560071155425
VR2_Dzse,5.108886352100402
VR3_Dzpe,5.109076000837982
VR3_Dzse,5.109139868252906
mZagreb1,5.166666666666667
mZagreb2,3.888888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,33
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.0826274691358024
AATSC1are,0.006889636127355419
AATSC2are,0.008366403413217136
AATSC3are,-0.02422680776014107
AATSC4are,-0.003612754421087752
AATSC5are,0.004393165784832452
AATSC6are,0.0074826469504330195
AATSC7are,0.003708686067019397
AATSC8are,-0.024889300411522618
AETA_beta,1.2361111111111112
BCUTdv-1h,6.008372347435989
BCUTdv-1l,0.9889470491827869
BCUTpe-1h,3.463126481226861
BCUTpe-1l,2.2401652043081883
BCUTse-1h,3.676643737579005
BCUTse-1l,2.4360749822880536
ETA_alpha,8.633333333333333
ETA_dBeta,-1.25
ETA_eta_B,0.19386687176082162
ETA_eta_F,12.668650754366352
ETA_eta_L,4.678949221008191
ETA_eta_R,26.235107664147534
ETA_psi_1,0.6094117647058825
LabuteASA,107.42464397647441
LogEE_DzZ,54.888663328766
LogEE_Dzi,54.93639421102537
LogEE_Dzm,54.90183345709055
LogEE_Dzp,79.02666461196041
LogEE_Dzv,68.09778726704364
PEOE_VSA1,9.303962601591405
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,32.40103015923048
PEOE_VSA8,24.725873092148657
PEOE_VSA9,11.797894382596763
SM1_Dzare,0.6570497906002791
SpAD_Dzpe,109.08520749353688
SpAD_Dzse,109.81416417949757
SpAbs_DzZ,109.24161237181778
SpAbs_Dzi,109.24915506525723
SpAbs_Dzm,109.26940097811803
SpAbs_Dzp,160.17198712462366
SpAbs_Dzv,137.23321826863213
SpDiam_Dt,205.9670327443714
SpMAD_DzZ,6.095433491556011
SpMAD_Dzi,6.10019421260286
SpMAD_Dzm,6.096905779577573
SpMAD_Dzp,8.819974918008617
SpMAD_Dzv,7.585636432163085
SpMax_DzZ,54.888663328766
SpMax_Dzi,54.93639421102537
SpMax_Dzm,54.90183345709055
SpMax_Dzp,79.02666461196041
SpMax_Dzv,68.09778726704364
VE1_Dzare,4.165548034793338
VE2_Dzare,0.23141933526629657
VE3_Dzare,2.0146345128477012
VR1_Dzare,91.92591797901002
VR2_Dzare,5.106995443278334
VR3_Dzare,5.108769678213213
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47962962962962963
AETA_dBeta,-0.06944444444444445
AETA_eta_B,0.01077038176449009
AETA_eta_F,0.7038139307981307
AETA_eta_L,0.2599416233893439
AETA_eta_R,1.4575059813415296
BCUTare-1h,3.5204795452122886
BCUTare-1l,2.1904420390896737
ETA_beta_s,11.75
ETA_dPsi_A,0.10458823529411743
ETA_dPsi_B,0.0
ETA_eta_BR,0.45186687176082163
ETA_eta_FL,4.0413974696040835
ETA_eta_RL,8.720346690612274
LogEE_Dzpe,54.57488648850651
LogEE_Dzse,54.93647213344006
PEOE_VSA10,11.573916331283833
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,15.655044556486864
SlogP_VSA3,12.965578028838586
SlogP_VSA4,0.0
SlogP_VSA5,26.092700520307186
SlogP_VSA6,30.462311845459517
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,107.8553880375461
SpAbs_Dzpe,108.56868362572789
SpAbs_Dzse,109.34392348043704
SpDiam_DzZ,82.2832317147221
SpDiam_Dzi,82.35610766436355
SpDiam_Dzm,82.30226812689133
SpDiam_Dzp,118.95227313106261
SpDiam_Dzv,101.73971045890575
SpMAD_Dzpe,6.060289305196494
SpMAD_Dzse,6.100786898860976
SpMax_Dzpe,54.57488648850651
SpMax_Dzse,54.93647213344006
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,18
AETA_beta_s,0.6527777777777778
AETA_eta_BR,0.025103715097823425
AETA_eta_FL,0.2245220816446713
AETA_eta_RL,0.48446370503401526
DetourIndex,1259
EState_VSA1,0.0
EState_VSA2,6.103966387748303
EState_VSA3,0.0
EState_VSA4,29.972469348667946
EState_VSA5,12.245226120925937
EState_VSA6,0.0
EState_VSA7,25.980208536304467
EState_VSA8,27.880655877274858
EState_VSA9,4.736862953800049
ETA_beta_ns,10.5
ETA_shape_p,0.11583011583011583
ETA_shape_x,0.0
ETA_shape_y,0.3359073359073359
GhoseFilter,True
LogEE_Dzare,53.964196784917505
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,107.27134377923471
SpDiam_Dzpe,81.82623055506706
SpDiam_Dzse,82.3528203218909
SpMAD_Dzare,5.991966002085895
SpMax_Dzare,53.964196784917505
TopoPSA(NO),27.05
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2552673847316704
VSA_EState9,32.74473261526834
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5833333333333334
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.020370370370370396
FilterItLogS,-3.569910627120769
SpDiam_Dzare,80.9416391722743
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5435185185185187
ETA_epsilon_2,0.7870370370370368
ETA_epsilon_3,0.44400000000000034
ETA_epsilon_4,0.49924242424242454
ETA_epsilon_5,0.7870370370370368
AETA_beta_ns_d,0.027777777777777776
ETA_dEpsilon_A,0.0995185185185184
ETA_dEpsilon_B,0.04427609427609419
ETA_dEpsilon_C,-0.055242424242424204
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7777777777777778
MDEDescriptor,"0.4999999999999999,2.5105388456917876,2.682461519999418,0.0,8.470720255027711,13.109009732731304,0.0,3.3865457448640486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,41.404273999999994
BCUTDescriptor,"11.850000000000003,15.994919419732891,-0.3427960398903389,0.18518685601830306,5.619458984375001,9.80857597746705"
BPolDescriptor,24.893725999999997
TPSADescriptor,27.05
ALOGPDescriptor,"1.7557000000000018,3.0824824900000065,71.3123"
XLogPDescriptor,3.5420000000000003
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,242.14191334
ChiPathDescriptor,"12.535169427003234,8.720346690612274,8.104807236593032,6.322268978651522,5.634562754941416,4.051465811193357,2.9054632260975994,2.155371942922957,10.888097440161179,6.553369723254641,5.033756361734385,3.160153390097333,2.394866265974368,1.3984100183808894,0.8520805436738887,0.5422344016678798"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.44163831904350986,0.5636611050562481,0.0,0.0,0.10792445496369077,0.16403524907199596,0.16652132784087226"
AtomCountDescriptor,36
BondCountDescriptor,20
SmallRingDescriptor,"3,2,2,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.2790391023624612,0.0,0.16666666666666666,0.0,0.613624468945799,0.0,0.050384087605078044,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,6,1,3,3,0,0"
ZagrebIndexDescriptor,96.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"36.99805801818299,2.0554476676768325,9.573081983762126,2.9617832724095696,6.611298711352557"
FractionalPSADescriptor,0.11171134987282495
WienerNumbersDescriptor,"629.0,23.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.3932297445884627,3.9679513694660025,4.64805884827424,0.9330247147704996,1.3365250485402136,1.2608189456001566"
FractionalCSP3Descriptor,0.4
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.005,5.551020408163265,2.962962962962963"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1138.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.4
AutocorrelationDescriptorMass,"19.49442963809391,21.495093620167363,30.68543980888942,24.495093620167363,21.328911686986913"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.2772514471168101,-0.14130728882768265,-0.00443239464325634,7.810539281388048E-4,-0.03715606867269504"
EccentricConnectivityIndexDescriptor,303
AutocorrelationDescriptorPolarizability,"1130.5218755771255,1321.2376963516692,1839.0390679674715,1530.3680913819273,1277.109502322235"
