DLiP-ID,I0009A
GGI3,1.9375
GGI4,1.7022222222222227
GGI5,1.0972222222222223
GGI6,0.586122448979592
GGI7,0.3194444444444444
GGI8,0.29906777525825134
GGI9,0.08562500000000003
JGI1,0.1607142857142857
JGI2,0.07777777777777782
JGI3,0.045058139534883725
JGI4,0.043646723646723645
JGI5,0.03227124183006536
JGI6,0.01953741496598639
JGI7,0.012777777777777779
JGI8,0.01759222207401479
JGI9,0.006116071428571429
MIC0,14.39681069890658
MIC1,33.41186259485057
MIC2,40.85825922055576
MIC3,41.99235096351675
MIC4,42.04035096351675
MIC5,42.04035096351675
MPC2,40
MPC3,55
MPC4,74
MPC5,97
MPC6,107
MPC7,127
MPC8,145
MPC9,167
Mare,1.0044761904761905
NaaN,0
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.19082694412178758
RPCG,0.11012147253615483
SIC0,0.28554822561694093
SIC1,0.6614626555852372
SIC2,0.8255464478592052
SIC3,0.9028600353538543
SIC4,0.9116909412307765
SIC5,0.9116909412307765
SaaN,0
SaaO,5.640170304232804
SaaS,0
Sare,42.188
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,19.809083329496872
SsSH,0
SssO,5.335738931285329
SssS,0
StCH,0
StsC,0
TIC0,64.67020022558722
TIC1,149.80629729365083
TIC2,186.967556752381
TIC3,204.4773317567079
TIC4,206.4773317567079
TIC5,206.4773317567079
Vabc,288.91056618330157
WPol,43
apol,48.17548099999999
bpol,23.104519
nRot,2
ABCGG,14.79273032070372
ATS0Z,1070.0
ATS0d,153.0
ATS0i,6691.189341944733
ATS0m,4234.327441000001
ATS0p,64.97353938243299
ATS0s,225.72222222222223
ATS0v,9900.512846606547
ATS1Z,1216.0
ATS1d,195.0
ATS1i,6513.883456300798
ATS1m,4660.476636000002
ATS1p,82.85928062200003
ATS1s,158.72222222222223
ATS1v,12590.518396223564
ATS2Z,1806.0
ATS2d,307.0
ATS2i,11489.243930334642
ATS2m,6812.997675999998
ATS2p,124.80093987939604
ATS2s,257.94444444444446
ATS2v,18723.198598070972
ATS3Z,2050.0
ATS3d,350.0
ATS3i,15511.695227565195
ATS3m,7577.262086999997
ATS3p,147.13998896648997
ATS3s,339.55555555555543
ATS3v,21516.970448367294
ATS4Z,1992.0
ATS4d,318.0
ATS4i,16086.399079839633
ATS4m,7315.698703000002
ATS4p,142.89856350588593
ATS4s,410.11111111111103
ATS4v,20265.065838922146
ATS5Z,1724.0
ATS5d,298.0
ATS5i,16418.30072376702
ATS5m,6246.032705999999
ATS5p,127.906259821527
ATS5s,332.0555555555556
ATS5v,18141.348198848387
ATS6Z,1556.0
ATS6d,260.0
ATS6i,13527.344854231485
ATS6m,5612.728978
ATS6p,108.23865472333898
ATS6s,304.2222222222222
ATS6v,15831.20984837027
ATS7Z,1376.0
ATS7d,211.0
ATS7i,11647.098907805943
ATS7m,4935.711821000001
ATS7p,95.67399919509398
ATS7s,324.30555555555543
ATS7v,13692.411253257338
ATS8Z,957.0
ATS8d,174.0
ATS8i,10989.806858962384
ATS8m,3323.012308999999
ATS8p,76.90838181673502
ATS8s,213.50000000000009
ATS8v,10451.529974886656
C1SP1,0
C1SP2,1
C1SP3,4
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.21052631578947367
GGI10,0.02887460463218039
JGI10,0.0026249640574709443
JGT10,0.41811661880755757
Kier1,18.367346938775512
Kier2,7.935
Kier3,3.84
MAXdO,12.806131267321742
MID_C,40.105930636579004
MID_N,2.234740621002106
MID_O,9.436746332617767
MID_X,0.0
MID_h,11.671486953619874
MINdO,12.806131267321742
MPC10,171
MWC01,28.0
MWC02,4.919980925828125
MWC03,5.7899601708972535
MWC04,6.683360945766275
MWC05,7.569927655242652
MWC06,8.470730317005897
MWC07,9.365033761652663
MWC08,10.270177181692885
MWC09,11.169124438253162
MWC10,12.077176209167025
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.707800000000001
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.37989735354046
SRW05,0.0
SRW06,6.930494765951626
SRW07,0.0
SRW08,8.577911926450943
SRW09,0.0
SRW10,10.275981710307592
SaaCH,11.006918921290453
SaaNH,0
SaaSe,0
SaaaC,0.4968561297975984
SaasC,1.7649620370954597
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.079900984957803
SsssP,0
VE1_A,4.287430032517365
VE1_D,4.911692658710678
VE2_A,0.17149720130069462
VE2_D,0.19646770634842714
VE3_A,2.3719782252866706
VE3_D,2.50790935128072
VR1_A,222.47780137417766
VR1_D,150.9386841844444
VR2_A,8.899112054967107
VR2_D,6.037547367377776
VR3_A,6.321118059398362
VR3_D,5.933164421218681
WPath,1514
Xc-3d,1.6306880259859362
Xc-4d,0.0
Xc-5d,0.42821514080650164
Xc-6d,0.0
Xp-0d,17.388540578131757
Xp-1d,12.131030293135238
Xp-2d,11.064561626695065
Xp-3d,9.617198471060831
Xp-4d,8.323676273984232
Xp-5d,6.808737257239611
Xp-6d,4.686603918684731
Xp-7d,3.5337625311705723
ZMIC0,83.51608583855794
ZMIC1,45.96506403736706
ZMIC2,29.438960090843306
ZMIC3,26.51067553317994
ZMIC4,26.34913660828571
ZMIC5,26.34913660828571
nAcid,0
nAtom,42
nBase,0
nRing,4
piPC1,3.6506582412937387
piPC2,4.31748811353631
piPC3,4.985317486111966
piPC4,5.64456311499623
piPC5,6.249733900397566
piPC6,6.674561391814426
piPC7,7.159389100695974
piPC8,7.61983920962378
piPC9,8.049196297329976
AATS0Z,25.476190476190474
AATS0d,3.642857142857143
AATS0i,159.3140319510651
AATS0m,100.81732002380956
AATS0p,1.546989032915071
AATS0s,5.374338624338624
AATS0v,235.72649634777494
AATS1Z,27.022222222222222
AATS1d,4.333333333333333
AATS1i,144.7529656955733
AATS1m,103.56614746666672
AATS1p,1.8413173471555562
AATS1s,3.527160493827161
AATS1v,279.789297693857
AATS2Z,23.763157894736842
AATS2d,4.0394736842105265
AATS2i,151.1742622412453
AATS2m,89.64470626315787
AATS2p,1.6421176299920532
AATS2s,3.3940058479532165
AATS2v,246.35787629040752
AATS3Z,20.5
AATS3d,3.5
AATS3i,155.11695227565195
AATS3m,75.77262086999997
AATS3p,1.4713998896648997
AATS3s,3.3955555555555543
AATS3v,215.16970448367294
AATS4Z,19.153846153846153
AATS4d,3.0576923076923075
AATS4i,154.67691422922724
AATS4m,70.3432567596154
AATS4p,1.374024649095057
AATS4s,3.9433760683760677
AATS4v,194.85640229732832
AATS5Z,16.737864077669904
AATS5d,2.8932038834951457
AATS5i,159.4009779006507
AATS5m,60.6410942330097
AATS5p,1.2418083477818156
AATS5s,3.223840345199569
AATS5v,176.12959416357657
AATS6Z,18.305882352941175
AATS6d,3.0588235294117645
AATS6i,159.14523357919396
AATS6m,66.03210562352942
AATS6p,1.273395937921635
AATS6s,3.5790849673202607
AATS6v,186.24952762788553
AATS7Z,18.594594594594593
AATS7d,2.8513513513513513
AATS7i,157.3932284838641
AATS7m,66.6988083918919
AATS7p,1.2928918810147836
AATS7s,4.382507507507506
AATS7v,185.03258450347755
AATS8Z,14.073529411764707
AATS8d,2.5588235294117645
AATS8i,161.6148067494468
AATS8m,48.867828073529395
AATS8p,1.1310056149519856
AATS8s,3.1397058823529425
AATS8v,153.69897021892143
AMID_C,1.60423722546316
AMID_N,0.08938962484008424
AMID_O,0.3774698533047107
AMID_X,0.0
AMID_h,0.466859478144795
ATS0dv,390.0
ATS0pe,274.23709999999994
ATS0se,334.44390799999996
ATS1dv,384.0
ATS1pe,300.99100000000004
ATS1se,357.9854639999998
ATS2dv,548.0
ATS2pe,503.04450000000014
ATS2se,605.0191439999999
ATS3dv,627.0
ATS3pe,649.7671000000004
ATS3se,790.755676
ATS4dv,610.0
ATS4pe,663.4590000000001
ATS4se,812.5500359999999
ATS5dv,463.0
ATS5pe,645.3950000000001
ATS5se,800.3774320000001
ATS6dv,415.0
ATS6pe,558.0415999999999
ATS6se,685.0396320000001
ATS7dv,380.0
ATS7pe,490.5613999999999
ATS7se,600.205972
ATS8dv,236.0
ATS8pe,421.10999999999996
ATS8se,526.2963
ATSC0Z,315.6190476190476
ATSC0c,1.4618413817551796
ATSC0d,26.11904761904762
ATSC0i,59.9205970232196
ATSC0m,1492.50871697619
ATSC0p,9.714563916210118
ATSC0s,79.6243386243386
ATSC0v,2030.1202798321592
ATSC1Z,6.931972789115659
ATSC1c,-0.5883264569317287
ATSC1d,9.396258503401365
ATSC1i,-4.71767500987756
ATSC1m,37.01169285884377
ATSC1p,0.1501303317778287
ATSC1s,-9.268140589569162
ATSC1v,88.15282849715932
ATSC2Z,-15.977324263038547
ATSC2c,-0.19712580796200768
ATSC2d,-0.477324263038551
ATSC2i,4.021383471591166
ATSC2m,-65.01274757596353
ATSC2p,0.8189994647202645
ATSC2s,-3.0186444948349704
ATSC2v,191.04815434620505
ATSC3Z,-44.426303854875286
ATSC3c,-0.569215891834046
ATSC3d,-6.640589569160997
ATSC3i,12.143378211739416
ATSC3m,-201.2979403956916
ATSC3p,0.4851018178061236
ATSC3s,-11.37540942302847
ATSC3v,55.7938211073752
ATSC4Z,45.70521541950113
ATSC4c,1.115257101333778
ATSC4d,-2.2233560090702955
ATSC4i,-19.253990586256037
ATSC4m,185.47535474943322
ATSC4p,-3.932250121471792
ATSC4s,42.32042076089695
ATSC4v,-644.6469967954206
ATSC5Z,69.12471655328797
ATSC5c,-0.44694916812792895
ATSC5d,0.8270975056689348
ATSC5i,-3.4466558752815986
ATSC5m,335.88551896315175
ATSC5p,0.541386743410826
ATSC5s,-15.278470647518267
ATSC5v,438.48600127933196
ATSC6Z,-91.60997732426304
ATSC6c,-0.45246678631517134
ATSC6d,-9.859977324263037
ATSC6i,2.6043664058165445
ATSC6m,-419.1664478565758
ATSC6p,0.21507105958582962
ATSC6s,-30.189468379944575
ATSC6v,-121.8253353033369
ATSC7Z,-108.94784580498862
ATSC7c,0.698005560442156
ATSC7d,-3.4478458049886616
ATSC7i,-7.312472617520898
ATSC7m,-528.2750503151926
ATSC7p,-1.6324496233184234
ATSC7s,9.447593852355746
ATSC7v,-760.9418884851771
ATSC8Z,-25.43083900226756
ATSC8c,-0.46920941922065845
ATSC8d,-1.2165532879818581
ATSC8i,-11.734987348733345
ATSC8m,-116.34263796145132
ATSC8p,-0.9545972282512413
ATSC8s,-26.177500629881585
ATSC8v,-141.1806155578646
AXp-0d,0.6955416231252702
AXp-1d,0.4332510818976871
AXp-2d,0.2766140406673766
AXp-3d,0.17485815401928784
AXp-4d,0.11248211181059772
AXp-5d,0.07019316760040836
AXp-6d,0.04380003662322178
AXp-7d,0.027824901820240725
GATS1Z,0.7274592637296319
GATS1c,1.267931738822261
GATS1d,0.6802187784867821
GATS1i,1.1637431912410685
GATS1m,0.729107861288457
GATS1p,1.0026702259011187
GATS1s,0.8022548563581192
GATS1v,0.8660377539157259
GATS2Z,0.864883429152241
GATS2c,0.9842579313628057
GATS2d,1.146320107470134
GATS2i,1.0500483763297883
GATS2m,0.8629624147744468
GATS2p,0.9323095834822419
GATS2s,0.6387541924450305
GATS2v,0.8603438766373515
GATS3Z,0.9664815932407969
GATS3c,1.108104232032622
GATS3d,1.200847766636281
GATS3i,0.9586371097854365
GATS3m,0.9649781820456705
GATS3p,0.9499718043381196
GATS3s,0.8933826167851687
GATS3v,0.9287887195362963
GATS4Z,0.8706028619841234
GATS4c,0.5405156432894326
GATS4d,0.9735379706892925
GATS4i,1.105170275589856
GATS4m,0.8811995966777869
GATS4p,1.1596825828559245
GATS4s,0.7912874833237068
GATS4v,1.1128865104785577
GATS5Z,0.9200442664541721
GATS5c,0.9916495241656564
GATS5d,0.9906098715826925
GATS5i,0.9681732716741015
GATS5m,0.9180238071955771
GATS5p,0.9586825144289314
GATS5s,1.1092676544646713
GATS5v,0.916293425016416
GATS6Z,1.1622537186268596
GATS6c,1.4014822980876016
GATS6d,1.2650222532039253
GATS6i,0.9346682902430167
GATS6m,1.151915969289218
GATS6p,0.9457956713723087
GATS6s,1.3378611242490221
GATS6v,0.9616461423720819
GATS7Z,1.1972181898253111
GATS7c,1.1049891474521893
GATS7d,0.9757816157086895
GATS7i,1.0125676698083768
GATS7m,1.1963696453782173
GATS7p,1.0623062192110666
GATS7s,1.220707288622931
GATS7v,1.1399054240144921
GATS8Z,1.0946275160637582
GATS8c,1.1345011079636573
GATS8d,1.004169124349831
GATS8i,1.0462742984561992
GATS8m,1.0928926734563005
GATS8p,1.0322069064305373
GATS8s,1.4572514100995575
GATS8v,1.0573457142499012
MATS1Z,0.020498893582780165
MATS1c,-0.3756253585303421
MATS1d,0.33576420540869045
MATS1i,-0.0734833022582558
MATS1m,0.023145088718972803
MATS1p,0.01442387370150784
MATS1s,-0.10863844773739124
MATS1v,0.0405276347817271
MATS2Z,-0.027975415303497123
MATS2c,-0.0745210443930122
MATS2d,-0.010099313918341936
MATS2i,0.03708814010309517
MATS2m,-0.02407228643689361
MATS2p,0.04659035354023192
MATS2s,-0.020950858773620212
MATS2v,0.05200639796576617
MATS3Z,-0.05911888955944478
MATS3c,-0.16354077641669704
MATS3d,-0.1067821330902461
MATS3i,0.08511628892739817
MATS3m,-0.05664632574976058
MATS3p,0.020972919138305162
MATS3s,-0.06000265798391921
MATS3v,0.01154286526660132
MATS4Z,0.058481500394596354
MATS4c,0.3080992893924558
MATS4d,-0.03437697216184
MATS4i,-0.12976589738310587
MATS4m,0.050186312345674895
MATS4p,-0.16346838635418443
MATS4s,0.21464466077480238
MATS4v,-0.1282378255271791
MATS5Z,0.08930632620656115
MATS5c,-0.12467229302394396
MATS5d,0.012912532856599206
MATS5i,-0.023454914714695844
MATS5m,0.09176698641164989
MATS5p,0.022724606564773514
MATS5s,-0.07824311133791428
MATS5v,0.08807365691716852
MATS6Z,-0.14342007171003585
MATS6c,-0.15293849703302656
MATS6d,-0.18653010885302157
MATS6i,0.021476144505410195
MATS6m,-0.1387714098987071
MATS6p,0.010939287324639557
MATS6s,-0.18734408774473982
MATS6v,-0.029651468748055552
MATS7Z,-0.19591740201275498
MATS7c,0.2710043121184119
MATS7d,-0.07492177683608858
MATS7i,-0.06926370067411886
MATS7m,-0.20089114515959738
MATS7p,-0.09537488968880954
MATS7s,0.06734307568250016
MATS7v,-0.21273908792414484
MATS8Z,-0.04976658738329367
MATS8c,-0.19824710216232683
MATS8d,-0.028768298568287814
MATS8i,-0.12096141863319222
MATS8m,-0.048146243526299926
MATS8p,-0.06069280880499792
MATS8s,-0.2030592222269997
MATS8v,-0.042953017527325894
MAXaaO,5.640170304232804
MAXsOH,10.421073291971108
MAXssO,5.335738931285329
MINaaO,5.640170304232804
MINsOH,9.388010037525765
MINssO,5.335738931285329
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.11053983536684
SpAD_D,252.47167993869
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.7010091220687564
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1036
TMWC10,129.31547160550596
TSRW10,60.20733702408517
VE1_Dt,4.96619602776961
VE2_Dt,0.1986478411107844
VE3_Dt,2.5189448921580184
VR1_Dt,146.05322104523881
VR2_Dt,5.8421288418095525
VR3_Dt,5.900261814865524
Xc-3dv,0.6533830382006641
Xc-4dv,0.0
Xc-5dv,0.11968203307686369
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2965065170604102
Xch-7d,0.5083500119275476
Xp-0dv,13.436264666965037
Xp-1dv,8.0393196233526
Xp-2dv,5.962828031692552
Xp-3dv,4.396091873394053
Xp-4dv,3.0626294081298746
Xp-5dv,2.1049302867460518
Xp-6dv,1.1363652456349005
Xp-7dv,0.7168171057863141
Xpc-4d,4.067174079658519
Xpc-5d,6.991809208385136
Xpc-6d,11.108185620815817
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,45
nFRing,1
nHBAcc,6
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,8.338429516597271
AATS0dv,9.285714285714286
AATS0pe,6.529454761904761
AATS0se,7.96295019047619
AATS1dv,8.533333333333333
AATS1pe,6.68868888888889
AATS1se,7.955232533333329
AATS2dv,7.2105263157894735
AATS2pe,6.619006578947371
AATS2se,7.960778210526314
AATS3dv,6.27
AATS3pe,6.497671000000004
AATS3se,7.90755676
AATS4dv,5.865384615384615
AATS4pe,6.379413461538462
AATS4se,7.8129811153846145
AATS5dv,4.495145631067961
AATS5pe,6.265970873786409
AATS5se,7.770654679611652
AATS6dv,4.882352941176471
AATS6pe,6.565195294117646
AATS6se,8.059289788235295
AATS7dv,5.135135135135135
AATS7pe,6.629208108108107
AATS7se,8.110891513513513
AATS8dv,3.4705882352941178
AATS8pe,6.1927941176470584
AATS8se,7.739651470588235
AATSC0Z,7.514739229024943
AATSC0c,0.034805747184647136
AATSC0d,0.6218820861678005
AATSC0i,1.4266808815052285
AATSC0m,35.53592183276643
AATSC0p,0.23129914086214565
AATSC0s,1.8958175862937763
AATSC0v,48.33619713886093
AATSC1Z,0.15404383975812574
AATSC1c,-0.013073921265149526
AATSC1d,0.2088057445200303
AATSC1i,-0.10483722244172355
AATSC1m,0.8224820635298616
AATSC1p,0.00333622959506286
AATSC1s,-0.20595867976820362
AATSC1v,1.9589517443813182
AATSC2Z,-0.21022795082945456
AATSC2c,-0.0025937606310790485
AATSC2d,-0.006280582408401987
AATSC2i,0.05291294041567324
AATSC2m,-0.8554308891574148
AATSC2p,0.01077630874631927
AATSC2s,-0.039719006510986456
AATSC2v,2.51379150455533
AATSC3Z,-0.4442630385487529
AATSC3c,-0.005692158918340459
AATSC3d,-0.06640589569160997
AATSC3i,0.12143378211739415
AATSC3m,-2.012979403956916
AATSC3p,0.004851018178061236
AATSC3s,-0.11375409423028471
AATSC3v,0.557938211073752
AATSC4Z,0.43947322518751086
AATSC4c,0.01072362597436325
AATSC4d,-0.021378423164137458
AATSC4i,-0.1851345248678465
AATSC4m,1.783416872590704
AATSC4p,-0.037810097321844156
AATSC4s,0.40692712270093223
AATSC4v,-6.198528815340582
AATSC5Z,0.6711137529445433
AATSC5c,-0.00433931231192164
AATSC5d,0.008030072870572183
AATSC5i,-0.03346267840079222
