DLiP-ID,C001OS
AATSC6i,0.10891174496971971
AATSC6m,1.5020290475118876
AATSC6p,0.024695082900656213
AATSC6s,-0.1295289855072465
AATSC6v,5.905581584145829
AATSC7Z,-2.2581845238095237
AATSC7c,-0.001317561187906825
AATSC7d,-0.03771391369047619
AATSC7i,0.3128928454478378
AATSC7m,-10.448760753859748
AATSC7p,0.029421621986835417
AATSC7s,-0.5403439153439155
AATSC7v,-2.0740461430994634
AATSC8Z,-2.2276182432432434
AATSC8c,-0.0013594444427043485
AATSC8d,-0.13458086993243243
AATSC8i,0.0499059685267209
AATSC8m,-10.467828753457558
AATSC8p,-0.0033505836439038134
AATSC8s,-0.15371621621621617
AATSC8v,-7.771827996619162
ATS0are,196.8449
ATS1are,214.35399999999998
ATS2are,343.54
ATS3are,418.578
ATS4are,407.01800000000003
ATS5are,323.026
ATS6are,292.578
ATS7are,261.76800000000003
ATS8are,219.32
ATSC0dv,121.5
ATSC0pe,3.254349999999998
ATSC0se,2.1557948749999993
ATSC1dv,37.15625
ATSC1pe,-0.02810937499999934
ATSC1se,-0.08362817968749998
ATSC2dv,15.609375
ATSC2pe,0.8797484375000004
ATSC2se,0.45890680859374977
ATSC3dv,-8.203125
ATSC3pe,0.5998046875000017
ATSC3se,0.7584891054687499
ATSC4dv,7.671875
ATSC4pe,-0.1865203125000005
ATSC4se,-0.38149464453125
ATSC5dv,-2.1875
ATSC5pe,-0.5461437499999996
ATSC5se,-0.5132327968749999
ATSC6dv,-20.53125
ATSC6pe,-0.7475406249999992
ATSC6se,-0.6953896328124998
ATSC7dv,-83.34375
ATSC7pe,-1.9777468749999978
ATSC7se,-1.0530247734374996
ATSC8dv,-50.171875
ATSC8pe,-1.1352671874999989
ATSC8se,-0.4801321992187497
AXp-0dv,0.5532973159807558
AXp-1dv,0.28992572281528406
AXp-2dv,0.15420966782415568
AXp-3dv,0.07906096248444551
AXp-4dv,0.04186020605913046
AXp-5dv,0.022031988143482603
AXp-6dv,0.0112550734928528
AXp-7dv,0.005686336166246102
BertzCT,710.0985646883607
ECIndex,331
ETA_eta,10.80694395839334
GATS1dv,0.48402323892519966
GATS1pe,0.7049166771353096
GATS1se,0.7447483365312404
GATS2dv,0.811821922933034
GATS2pe,0.6631887110538762
GATS2se,0.7165739104173182
GATS3dv,0.9977274123211105
GATS3pe,0.9859964699372529
GATS3se,0.9609927123419406
GATS4dv,1.0415207911061972
GATS4pe,1.1700701861962488
GATS4se,1.245080106906199
GATS5dv,1.1088952200063311
GATS5pe,1.3622683721551394
GATS5se,1.4667758970057212
GATS6dv,1.2812667740203971
GATS6pe,1.6488282238956427
GATS6se,1.8788407706683254
GATS7dv,1.6341367822849304
GATS7pe,1.7686184864653687
GATS7se,1.818773977300423
GATS8dv,1.1998665331998666
GATS8pe,1.07555583607637
GATS8se,0.9596145905190613
LogEE_A,3.887012902233239
LogEE_D,80.75206374258411
MATS1dv,0.2878237714839022
MATS1pe,-0.008129390616541114
MATS1se,-0.0365103730010491
MATS2dv,0.07474747474747474
MATS2pe,0.15728290944847262
MATS2se,0.1238523795080457
MATS3dv,-0.03224617652478349
MATS3pe,0.08802798733910487
MATS3se,0.16804170821595865
MATS4dv,0.03015785271174989
MATS4pe,-0.02737392362782407
MATS4se,-0.08451935733823458
MATS5dv,-0.011079455523899969
MATS5pe,-0.10327360656919554
MATS5se,-0.14650538925123494
MATS6dv,-0.11755233494363929
MATS6pe,-0.1597948164363283
MATS6se,-0.2243948695641132
MATS7dv,-0.522633744855967
MATS7pe,-0.4630278740469714
MATS7se,-0.37216184090135856
MATS8dv,-0.35713491269046826
MATS8pe,-0.30170470376655933
MATS8se,-0.19262012096331496
MAXaaCH,1.9829807833627278
MAXaaaC,0.9276779940371211
MAXaasC,1.0994500083984213
MAXdssC,-0.23444444444444446
MAXsCH3,1.9829807833627278
MAXssNH,2.8273063114134542
MDEC-12,1.734850406038383
MDEC-13,1.417144611621026
MDEC-22,8.840447865659227
MDEC-23,15.704462365692825
MDEC-33,5.102479520724751
MDEO-12,0.33333333333333337
MINaaCH,1.7504601284958428
MINaaaC,0.7193446607037879
MINaasC,0.32195011337868484
MINdssC,-0.23444444444444446
MINsCH3,1.9829807833627278
MINssNH,2.8273063114134542
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.6428571428571429
SM1_Dzi,0.5715179572142502
SM1_Dzm,0.641031336679575
SM1_Dzp,-2.682770346860122
SM1_Dzv,-1.1173135843594801
SddssSe,0
SpAD_Dt,322.3646520037788
SpAbs_A,24.647893710069784
SpAbs_D,161.50412748516828
SpMAD_A,1.2972575636878834
SpMAD_D,8.500217236061488
SpMax_A,2.409838842536296
SpMax_D,80.75206374258411
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,42.24
TpiPC10,8.348142868435433
VAdjMat,5.392317422778761
VE1_DzZ,4.304073895504327
VE1_Dzi,4.303467257493262
VE1_Dzm,4.304091762334958
VE1_Dzp,4.319186788048531
VE1_Dzv,4.315194661150061
VE2_DzZ,0.22653020502654356
VE2_Dzi,0.22649827671017167
VE2_Dzm,0.22653114538605043
VE2_Dzp,0.22732562042360688
VE2_Dzv,0.22711550848158216
VE3_DzZ,2.1014158779143077
VE3_Dzi,2.1012749229072303
VE3_Dzm,2.101420029049716
VE3_Dzp,2.1049210272010965
VE3_Dzv,2.103996322355376
VR1_DzZ,96.70028673906306
VR1_Dzi,96.79787698685232
VR1_Dzm,96.69921425658404
VR1_Dzp,95.85895474325173
VR1_Dzv,95.95839324704654
VR2_DzZ,5.089488775740161
VR2_Dzi,5.094625104571175
VR2_Dzm,5.0894323292938966
VR2_Dzp,5.04520814438167
VR2_Dzv,5.050441749844555
VR3_DzZ,5.213470253870919
VR3_Dzi,5.214478948260412
VR3_Dzm,5.2134591630203895
VR3_Dzp,5.204731775851648
VR3_Dzv,5.205768580017113
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02946278254943948
Xch-6dv,0.10430763770226388
Xch-7dv,0.12889729336167136
Xpc-4dv,0.8026977344343881
Xpc-5dv,1.0212643244783306
Xpc-6dv,1.0959281165828783
Zagreb1,100.0
Zagreb2,116.0
fragCpx,99.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,21
nBondsS,17
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,3
naHRing,1
AATS0are,6.151403125
AATS1are,6.3045294117647055
AATS2are,6.246181818181818
AATS3are,6.247432835820895
AATS4are,6.0748955223880605
AATS5are,6.212038461538461
AATS6are,6.360391304347826
AATS7are,6.232571428571429
AATS8are,5.927567567567567
AATSC0dv,3.796875
AATSC0pe,0.10169843749999993
AATSC0se,0.06736858984374998
AATSC1dv,1.0928308823529411
AATSC1pe,-0.0008267463235293924
AATSC1se,-0.0024596523437499995
AATSC2dv,0.2838068181818182
AATSC2pe,0.015995426136363643
AATSC2se,0.008343760156249996
AATSC3dv,-0.12243470149253731
AATSC3pe,0.008952308768656742
AATSC3se,0.011320732917444029
AATSC4dv,0.11450559701492537
AATSC4pe,-0.0027838852611940376
AATSC4se,-0.005693949918376865
AATSC5dv,-0.042067307692307696
AATSC5pe,-0.010502764423076915
AATSC5se,-0.009869861478365383
AATSC6dv,-0.44633152173913043
AATSC6pe,-0.016250883152173896
AATSC6se,-0.015117165930706517
AATSC7dv,-1.984375
AATSC7pe,-0.04708921130952376
AATSC7se,-0.02507201841517856
AATSC8dv,-1.3559966216216217
AATSC8pe,-0.03068289695945943
AATSC8se,-0.012976545924831074
AETA_eta,0.5687865241259653
ATSC0are,3.4396218749999985
ATSC1are,-0.07860136718749998
ATSC2are,0.9175530273437494
ATSC3are,0.8779448242187502
ATSC4are,-0.35661767578125014
ATSC5are,-0.7041230468749997
ATSC6are,-0.9394626953124997
ATSC7are,-1.9870037109374987
ATSC8are,-1.0489596679687494
BCUTZ-1h,8.024361321682193
BCUTZ-1l,5.679450558226375
BCUTc-1h,0.44998640366932213
BCUTc-1l,-0.5230603633451563
BCUTd-1h,3.19770839080621
BCUTd-1l,0.9780001455987894
BCUTi-1h,14.540291513595829
BCUTi-1l,10.939848854300116
BCUTm-1h,16.011521394939784
BCUTm-1l,11.690742266022264
BCUTp-1h,2.005951390690815
BCUTp-1l,0.7471975761024545
BCUTs-1h,7.008269603399862
BCUTs-1l,1.4423207631252375
BCUTv-1h,20.909432570516667
BCUTv-1l,14.70162873939679
BalabanJ,1.4868942216944179
Diameter,10
ETA_beta,27.75
GATS1are,0.7271990343073257
GATS2are,0.6742749620089882
GATS3are,0.9774924685905889
GATS4are,1.2048256833810849
GATS5are,1.418395512084953
GATS6are,1.7421391704575084
GATS7are,1.7911291899947996
GATS8are,1.0206181574945763
HybRatio,0.0625
Lipinski,True
LogEE_Dt,161.1823260018894
MATS1are,-0.02150752612972645
MATS2are,0.15520573292403225
MATS3are,0.12190785679607573
MATS4are,-0.049518483793985935
MATS5are,-0.12597503624860376
MATS6are,-0.1900032300220058
MATS7are,-0.4401377954620997
MATS8are,-0.2637523525711635
NsssssAs,0
RotRatio,0.09523809523809523
SM1_Dzpe,0.6786260709914321
SM1_Dzse,0.6372525935499613
SMR_VSA1,9.211688121125169
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,5.316788604006331
SMR_VSA7,65.92100252672593
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,118.37363412360929
SpAD_Dzi,116.40978342961444
SpAD_Dzm,118.39611158152567
SpAD_Dzp,156.0585113916282
SpAD_Dzv,144.3380697659142
SpAbs_Dt,322.3646520037787
SpDiam_A,4.6701549731731955
SpDiam_D,123.87294350339867
SpMAD_Dt,16.96656063177783
SpMax_Dt,161.1823260018894
SsssssAs,0
VE1_Dzpe,4.3035756804976195
VE1_Dzse,4.3041475229610375
VE2_Dzpe,0.22650398318408524
VE2_Dzse,0.2265340801558441
VE3_Dzpe,2.1013001169268595
VE3_Dzse,2.101432984225387
VMcGowan,191.03999999999976
VR1_Dzpe,96.73731803261659
VR1_Dzse,96.69493225293756
VR2_Dzpe,5.091437791190347
VR2_Dzse,5.089206960680924
VR3_Dzpe,5.213853129724346
VR3_Dzse,5.213414880360087
mZagreb1,5.416666666666666
mZagreb2,4.1388888888888875
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,8
nBondsKS,26
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.10748818359374995
AATSC1are,-0.002311804917279411
AATSC2are,0.0166827823153409
AATSC3are,0.013103654092817166
AATSC4are,-0.005322651877332092
AATSC5are,-0.013540827824519226
AATSC6are,-0.020423102072010865
AATSC7are,-0.04730961216517854
AATSC8are,-0.028350261296452687
AETA_beta,1.4605263157894737
BCUTdv-1h,6.0242801323677435
BCUTdv-1l,0.9959463244425883
BCUTpe-1h,3.4952613363858056
BCUTpe-1l,2.2288142776236923
BCUTse-1h,3.708068010934521
BCUTse-1l,2.424831852311037
ETA_alpha,9.066666666666668
ETA_dBeta,4.25
ETA_eta_B,0.19386687176082162
ETA_eta_F,17.639693939691636
ETA_eta_L,3.522896170879271
ETA_eta_R,28.446637898084976
ETA_psi_1,0.5951859956236327
LabuteASA,110.40575963381808
LogEE_DzZ,59.22065164827082
LogEE_Dzi,58.234971607292174
LogEE_Dzm,59.23179428216702
LogEE_Dzp,77.32326349927196
LogEE_Dzv,71.87500499233619
PEOE_VSA1,9.733939541059678
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,36.75265696523406
PEOE_VSA8,11.073610489148358
PEOE_VSA9,0.0
SM1_Dzare,0.7570963238715681
SpAD_Dzpe,117.59834359577506
SpAD_Dzse,118.48693677797729
SpAbs_DzZ,117.79844615368458
SpAbs_Dzi,115.89842525737018
SpAbs_Dzm,117.82255722765441
SpAbs_Dzp,157.32929734540411
SpAbs_Dzv,144.86732356903187
SpDiam_Dt,230.25768884178274
SpMAD_DzZ,6.230191269663647
SpMAD_Dzi,6.126830706821813
SpMAD_Dzm,6.231374293764509
SpMAD_Dzp,8.213605862717273
SpMAD_Dzv,7.596740513995485
SpMax_DzZ,59.22065164827082
SpMax_Dzi,58.234971607292174
SpMax_Dzm,59.23179428216702
SpMax_Dzp,77.32326349927196
SpMax_Dzv,71.87500499233619
VE1_Dzare,4.30265089330049
VE2_Dzare,0.22645531017371
VE3_Dzare,2.101085205736047
VR1_Dzare,96.79868010942137
VR2_Dzare,5.094667374180072
VR3_Dzare,5.214487245128715
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47719298245614045
AETA_dBeta,0.2236842105263158
AETA_eta_B,0.010203519566359032
AETA_eta_F,0.9284049441942966
AETA_eta_L,0.18541558794101426
AETA_eta_R,1.4971914683202618
BCUTare-1h,3.549064163607322
BCUTare-1l,2.178932578615295
ETA_beta_s,11.75
ETA_dPsi_A,0.11881400437636724
ETA_dPsi_B,0.0
ETA_eta_BR,0.45186687176082163
ETA_eta_FL,5.697450519733003
ETA_eta_RL,9.220346690612274
LogEE_Dzpe,58.83488895951866
LogEE_Dzse,59.277007999175495
PEOE_VSA10,5.583020141642242
PEOE_VSA11,5.760247418874442
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,5.907179729351506
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,16.118236094643258
SlogP_VSA6,59.01445455320784
SlogP_VSA7,0.0
SlogP_VSA8,10.969244356107037
SlogP_VSA9,0.0
SpAD_Dzare,116.36343849065571
SpAbs_Dzpe,116.99115184804594
SpAbs_Dzse,117.91676340480112
SpDiam_DzZ,92.5686965060778
SpDiam_Dzi,90.61355106748816
SpDiam_Dzm,92.58796293303516
SpDiam_Dzp,123.85630148095086
SpDiam_Dzv,114.84712695180684
SpMAD_Dzpe,6.189386505040793
SpMAD_Dzse,6.236154567261963
SpMax_Dzpe,58.83488895951866
SpMax_Dzse,59.277007999175495
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.618421052631579
AETA_eta_BR,0.023782466934780085
AETA_eta_FL,0.2998658168280528
AETA_eta_RL,0.48528140476906706
DetourIndex,1490
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,5.760247418874442
EState_VSA4,22.220082122487597
EState_VSA5,0.0
EState_VSA6,6.06636706846161
EState_VSA7,55.4546737473835
EState_VSA8,5.316788604006331
EState_VSA9,4.417150937053347
ETA_beta_ns,16.0
ETA_shape_p,0.09191176470588233
ETA_shape_x,0.0
ETA_shape_y,0.3308823529411764
GhoseFilter,True
LogEE_Dzare,58.22156642026847
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,115.68603651666533
SpDiam_Dzpe,91.87077320409895
SpDiam_Dzse,92.67026919155464
SpMAD_Dzare,6.124391499508195
SpMax_Dzare,58.22156642026847
TopoPSA(NO),42.24
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.520226284958428
VSA_EState9,37.47977371504157
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8421052631578947
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.022807017543859567
FilterItLogS,-4.834120923406374
SpDiam_Dzare,90.78609892010559
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5979166666666668
ETA_epsilon_2,0.801754385964912
ETA_epsilon_3,0.4433962264150947
ETA_epsilon_4,0.5072463768115945
ETA_epsilon_5,0.7766666666666665
AETA_beta_ns_d,0.02631578947368421
ETA_dEpsilon_A,0.15452044025157208
ETA_dEpsilon_B,0.0906702898550723
ETA_dEpsilon_C,-0.06385015039649977
ETA_dEpsilon_D,0.025087719298245492
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8947368421052632
MDEDescriptor,"0.0,1.734850406038383,1.417144611621026,0.0,8.840447865659227,15.704462365692825,0.0,5.102479520724751,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,39.532309
BCUTDescriptor,"11.849999999999989,15.995923709113022,-0.3042749755651344,0.25892321047096534,5.120117594751328,9.115910701288373"
BPolDescriptor,17.745690999999997
TPSADescriptor,42.24
ALOGPDescriptor,"3.6813999999999996,13.552705959999997,72.8456"
XLogPDescriptor,3.486000000000001
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,251.09462876
ChiPathDescriptor,"13.242276208189782,9.220346690612274,8.38688972139836,6.832348634037367,5.735672951223162,4.438374663452267,2.92392199201502,1.8063189383795175,10.51264900363436,6.0884401791209655,4.472080366900515,2.9252556119244826,2.0092898908382617,1.2558233241785088,0.6302841155997569,0.3184348253097818"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.35830498571017655,0.5778542816806902,0.0,0.0,0.029462782549439483,0.10430763770226388,0.12889729336167136"
AtomCountDescriptor,32
BondCountDescriptor,21
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.2285015402222603,0.0,0.20118446353109126,0.0,0.5022154998390741,0.0,0.031669985641076856,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,2,1,0,0,0"
ZagrebIndexDescriptor,100.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"39.03723718905884,2.054591431003097,8.772375110464182,5.710655955211254,3.0617191552529293"
FractionalPSADescriptor,0.16822343117651323
WienerNumbersDescriptor,"745.0,26.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.5967714939235305,3.956603583913721,5.140496786149863,0.8026977344343882,1.0212643244783302,1.0271685535950144"
FractionalCSP3Descriptor,0.0625
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.959183673469388,6.185493460166469,3.3659605551497442"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,814.03
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.0625
AutocorrelationDescriptorMass,"20.90891837235837,22.32863979775858,31.71246728227077,29.15484434067915,23.657279595517164"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.298210854965467,-0.14080131591408795,-0.08994306004974319,0.14943405191737805,-0.06906950679264391"
EccentricConnectivityIndexDescriptor,331
AutocorrelationDescriptorPolarizability,"1141.7133630035555,1320.38025765205,1794.7036464088628,1568.8257459188158,1242.9505118456575"
