DLiP-ID,C000DV
ATSC4i,2.1592574539145692
ATSC4m,113.2089459367225
ATSC4p,-1.27730625254692
ATSC4s,-3.4524067063277464
ATSC4v,-78.66667997208654
ATSC5Z,-113.0
ATSC5c,-0.32093362815120374
ATSC5d,-2.8231476473769623
ATSC5i,5.039844662941046
ATSC5m,-511.2007403845322
ATSC5p,2.4192785654773497
ATSC5s,-45.56602668108888
ATSC5v,96.17881827535226
ATSC6Z,-111.0
ATSC6c,0.09030596180181583
ATSC6d,-1.0113574905354246
ATSC6i,-4.2542544156851525
ATSC6m,-541.587247135749
ATSC6p,-3.5540258985007522
ATSC6s,0.27001081665765303
ATSC6v,-899.5456746448144
ATSC7Z,112.0
ATSC7c,0.20609414404992826
ATSC7d,5.99188750676041
ATSC7i,-1.422911033265157
ATSC7m,531.1635975143317
ATSC7p,1.3491534763308313
ATSC7s,5.357685836187728
ATSC7v,502.45168367649717
ATSC8Z,0.0
ATSC8c,-0.4751195954349857
ATSC8d,3.7463493780421846
ATSC8i,1.5440788132932788
ATSC8m,14.787450820984251
ATSC8p,1.492441655741706
ATSC8s,-17.076347575265913
ATSC8v,347.95714355454453
AXp-0d,0.738381008008519
AXp-1d,0.454031441896472
AXp-2d,0.30113416010722915
AXp-3d,0.19242291119322738
AXp-4d,0.12155728696376887
AXp-5d,0.076134695440528
AXp-6d,0.05262164779856214
AXp-7d,0.034159579918906724
GATS1Z,0.8045454545454545
GATS1c,1.7576651048092176
GATS1d,0.8656334877776005
GATS1i,1.8253798528907577
GATS1m,0.8097725872738863
GATS1p,1.4055906735900485
GATS1s,0.778448275862069
GATS1v,1.1042476419834857
GATS2Z,0.8115789473684211
GATS2c,0.9587899342398238
GATS2d,1.284212838775322
GATS2i,0.9947688863620271
GATS2m,0.8121884712000319
GATS2p,0.9578650360596209
GATS2s,0.603277417119731
GATS2v,0.8914721931669036
GATS3Z,0.9354838709677419
GATS3c,1.1232713588791836
GATS3d,1.134786552525654
GATS3i,1.299109289018925
GATS3m,0.9394776189408056
GATS3p,1.2198872810948833
GATS3s,0.7847487808821082
GATS3v,1.1116586855275619
GATS4Z,0.9805714285714284
GATS4c,0.9683664361321103
GATS4d,0.9521968365553607
GATS4i,0.8968512696792381
GATS4m,0.9794253349050347
GATS4p,0.9966284426563389
GATS4s,1.1342299349240779
GATS4v,0.9686274361244025
GATS5Z,1.2161797752808987
GATS5c,1.1505324740648493
GATS5d,0.9004857723978599
GATS5i,0.7703753375775348
GATS5m,1.203102862611661
GATS5p,0.7740622280080568
GATS5s,1.644666220108401
GATS5v,0.9074753676774415
GATS6Z,1.135
GATS6c,0.8436114864515891
GATS6d,0.7714557703573524
GATS6i,1.0648062362211064
GATS6m,1.1433034232248402
GATS6p,1.2792706842855468
GATS6s,0.7545263295684044
GATS6v,1.2849219164450207
GATS7Z,0.8360526315789473
GATS7c,0.7572381873480217
GATS7d,0.668208306354639
GATS7i,0.802582611880819
GATS7m,0.8348802798977878
GATS7p,0.8635403824708162
GATS7s,0.673932329702257
GATS7v,0.8523428923438993
GATS8Z,1.0179999999999998
GATS8c,1.249202656238842
GATS8d,0.8463971880492095
GATS8i,0.8625416871970283
GATS8m,1.0089727398237456
GATS8p,0.809388161158146
GATS8s,1.099621512454185
GATS8v,0.8271080347093689
MATS1Z,0.019545454545454546
MATS1c,-0.646202124026212
MATS1d,0.3886203866432338
MATS1i,-0.38805146372641525
MATS1m,0.020712481789456328
MATS1p,-0.16811312018160424
MATS1s,-0.1378157746210705
MATS1v,-0.03354535243278129
MATS2Z,0.1212406015037594
MATS2c,0.118264978976108
MATS2d,-0.006636758856719928
MATS2i,0.17158176830779365
MATS2m,0.12143017185898662
MATS2p,0.11675013317703618
MATS2s,0.09402752243013099
MATS2v,0.10936207751875396
MATS3Z,0.006605222734254993
MATS3c,-0.05993496526261754
MATS3d,-0.0768940038172988
MATS3i,-0.20064740766336991
MATS3m,0.003351398066324559
MATS3p,-0.17119731661708398
MATS3s,0.06709994313598225
MATS3v,-0.11506340296738901
MATS4Z,0.029251700680272108
MATS4c,0.09348654862617305
MATS4d,-0.04060590844422129
MATS4i,0.014232080752595178
MATS4m,0.028091917896334116
MATS4p,-0.06384463723146204
MATS4s,-0.016370922069179242
MATS4v,-0.017100092581106143
MATS5Z,-0.15598715890850723
MATS5c,-0.10432154881195106
MATS5d,-0.051539266602160363
MATS5i,0.039190464877797926
MATS5m,-0.14965506166480044
MATS5p,0.14266405224619289
MATS5s,-0.2549127992731802
MATS5v,0.024665298128122605
MATS6Z,-0.1894047619047619
MATS6c,0.03628546834584052
MATS6d,-0.022822690880687373
MATS6i,-0.040892553704673804
MATS6m,-0.19598637295634022
MATS6p,-0.2590638267447442
MATS6s,0.0018671927593686907
MATS6v,-0.28515938032183796
MATS7Z,0.18105263157894735
MATS7c,0.07845143043517736
MATS7d,0.12809869577282398
MATS7i,-0.012957386862137925
MATS7m,0.18209778120542955
MATS7p,0.09316793055581028
MATS7s,0.03509975945923601
MATS7v,0.1508959739843232
MATS8Z,0.0
MATS8c,-0.22908702854164928
MATS8d,0.10144991212653781
MATS8i,0.017810310233646546
MATS8m,0.006421433740182303
MATS8p,0.13054636884648801
MATS8s,-0.1417046899543721
MATS8v,0.13236447628798706
MAXaaN,3.94828881063955
MAXssO,5.378163737717309
MINaaN,3.5555311865517285
MINssO,5.008618774670362
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.210047164235768
SpAD_D,257.7999773896097
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.38571593915343927
SssNH2,0
SsssAs,0
SsssCH,-0.6344754584515175
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,479
TMWC10,120.48135931369987
TSRW10,70.88763350146318
VE1_Dt,4.743175525706215
VE2_Dt,0.20622502285679198
VE3_Dt,2.38961597646315
VR1_Dt,120.76826673757515
VR2_Dt,5.250794205981528
VR3_Dt,5.62678268135634
Xc-3dv,0.7909546613188111
Xc-4dv,0.0
Xc-5dv,0.15779053283340574
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.24719387459906544
Xch-7d,0.49138527681618005
Xp-0dv,12.9827056378631
Xp-1dv,7.104168050226855
Xp-2dv,5.313412382773099
Xp-3dv,3.2015443421119647
Xp-4dv,1.8118106935039016
Xp-5dv,1.009716241461679
Xp-6dv,0.547204552772111
Xp-7dv,0.2792305398550008
Xpc-4d,3.9487474017981405
Xpc-5d,5.51076058852073
Xpc-6d,7.181777757361216
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,44
nFRing,1
nHBAcc,9
nHBDon,3
nHRing,2
nSpiro,0
naRing,2
piPC10,6.009954655953052
AATS0dv,8.69767441860465
AATS0pe,6.607360465116277
AATS0se,8.070062046511625
AATS1dv,7.818181818181818
AATS1pe,6.841170454545455
AATS1se,8.12780909090909
AATS2dv,6.657894736842105
AATS2pe,6.730411842105265
AATS2se,8.143256157894736
AATS3dv,5.301075268817204
AATS3pe,6.613974193548385
AATS3se,8.06298172043011
AATS4dv,3.780952380952381
AATS4pe,6.4707685714285725
AATS4se,8.011591923809522
AATS5dv,2.7865168539325844
AATS5pe,6.497014606741573
AATS5se,8.10173671910112
AATS6dv,3.4166666666666665
AATS6pe,6.406991666666666
AATS6se,7.912356166666667
AATS7dv,2.8815789473684212
AATS7pe,6.118385526315788
AATS7se,7.7274737894736845
AATS8dv,3.75
AATS8pe,6.401035000000003
AATS8se,7.967111866666666
AATSC0Z,8.13953488372093
AATSC0c,0.03456616454596325
AATSC0d,0.6154678204434827
AATSC0i,1.4449297373610268
AATSC0m,38.380449546782046
AATSC0p,0.19053787413225523
AATSC0s,2.008443002223424
AATSC0v,43.81300699812762
AATSC1Z,0.1590909090909091
AATSC1c,-0.022336728949040995
AATSC1d,0.23918334234721464
AATSC1i,-0.5607070995647712
AATSC1m,0.7949543623088705
AATSC1p,-0.032031916533143204
AATSC1s,-0.27679512813368956
AATSC1v,-1.4697227608921042
AATSC2Z,0.9868421052631579
AATSC2c,0.004087966723313034
AATSC2d,-0.004084711508354395
AATSC2i,0.2479235994169208
AATSC2m,4.660544584490909
AATSC2p,0.022245322180210154
AATSC2s,0.18884891944120263
AATSC2v,4.791481467658943
AATSC3Z,0.053763440860215055
AATSC3c,-0.0020717218713242292
AATSC3d,-0.04732578493460573
AATSC3i,-0.28992140605720396
AATSC3m,0.12862816439575264
AATSC3p,-0.03261957276536579
AATSC3s,0.1347664112410532
AATSC3v,-5.041273679438594
AATSC4Z,0.23809523809523808
AATSC4c,0.003231471422646492
AATSC4d,-0.024991629967292487
AATSC4i,0.020564356703948277
AATSC4m,1.0781804374925952
AATSC4p,-0.012164821452827811
AATSC4s,-0.03288006386978806
AATSC4v,-0.7492064759246337
AATSC5Z,-1.2696629213483146
