DLiP-ID,J000DW
SaasN,2.2376179190812127
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.046230351772379
SdssS,0
SsCH3,1.9885749966400565
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.9955246913580247
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.8093022687201086
VE1_D,4.934418630636057
VE2_A,0.15237209074880434
VE2_D,0.1973767452254423
VE3_A,2.253736772672606
VE3_D,2.512525592477768
VR1_A,628.2109399996399
VR1_D,147.5906491617878
VR2_A,25.128437599985595
VR2_D,5.9036259664715125
VR3_A,7.359166733662531
VR3_D,5.910733289471255
WPath,1693
Xc-3d,1.5618348735555938
Xc-4d,0.0
Xc-5d,0.2845177968644246
Xc-6d,0.0
Xp-0d,17.225403871315223
Xp-1d,12.18667318580106
Xp-2d,11.061749570549306
Xp-3d,9.329482476449542
Xp-4d,7.748159854082268
Xp-5d,5.949980918030785
Xp-6d,3.9341458332028143
Xp-7d,2.8886519419778542
ZMIC0,82.27113338183871
ZMIC1,45.44700724949989
ZMIC2,28.383968534223285
ZMIC3,23.688768440553957
ZMIC4,22.309983327314256
ZMIC5,22.15678498139874
nAcid,0
nAtom,46
nBase,0
nRing,4
piPC1,3.6506582412937387
piPC2,4.2520603082138555
piPC3,4.823301195478757
piPC4,5.376724121395563
piPC5,5.822305976840308
piPC6,6.007737668706825
piPC7,6.353935163643291
piPC8,6.573199953911451
piPC9,6.909862432374279
AATS0Z,21.47826086956522
AATS0d,3.369565217391304
AATS0i,160.11138357895064
AATS0m,84.68347897826085
AATS0p,1.5690646739528036
AATS0s,3.4281400966183577
AATS0v,228.1075405742363
AATS1Z,24.26530612244898
AATS1d,4.0
AATS1i,144.7945064997815
AATS1m,92.06885232653069
AATS1p,1.897565275510205
AATS1s,2.914399092970522
AATS1v,273.50691239383264
AATS2Z,20.50588235294118
AATS2d,3.6705882352941175
AATS2i,151.89192835917459
AATS2m,76.31890299999999
AATS2p,1.6571399808699185
AATS2s,2.783333333333334
AATS2v,232.4178817458135
AATS3Z,15.99074074074074
AATS3d,3.0277777777777777
AATS3i,155.70365150576515
AATS3m,56.99403899074074
AATS3p,1.4201864311470918
AATS3s,2.6553497942386826
AATS3v,189.96006841212824
AATS4Z,14.05607476635514
AATS4d,2.7289719626168223
AATS4i,161.38391368250356
AATS4m,49.11869526168224
AATS4p,1.2611061670156822
AATS4s,2.6723779854620973
AATS4v,166.3558161058149
AATS5Z,15.97752808988764
AATS5d,2.955056179775281
AATS5i,157.98503657918184
AATS5m,57.51694657303372
AATS5p,1.3531050375104827
AATS5s,2.779650436953809
AATS5v,182.80125116024627
AATS6Z,15.149425287356323
AATS6d,2.839080459770115
AATS6i,159.30854138497918
AATS6m,53.08261947126435
AATS6p,1.3584298852205514
AATS6s,2.840996168582376
AATS6v,181.96516785498048
AATS7Z,13.885057471264368
AATS7d,2.7241379310344827
AATS7i,157.7933696985888
AATS7m,48.68053259770114
AATS7p,1.3354617225664598
AATS7s,2.3959131545338455
AATS7v,173.43327604839376
AATS8Z,13.397590361445783
AATS8d,2.6626506024096384
AATS8i,158.06464269857682
AATS8m,47.097505566265056
AATS8p,1.2905028321425178
AATS8s,2.43942436412316
AATS8v,165.95456925530547
AMID_C,1.7450366550665084
AMID_N,0.25301274134448176
AMID_O,0.07112751019259297
AMID_X,0.0
AMID_h,0.3241402515370747
ATS0dv,312.0
ATS0pe,277.7508999999999
ATS0se,343.39520399999986
ATS1dv,337.0
ATS1pe,311.97400000000005
ATS1se,372.8707599999997
ATS2dv,464.0
ATS2pe,530.6172
ATS2se,643.6296119999996
ATS3dv,395.0
ATS3pe,653.8954999999999
ATS3se,806.9508679999999
ATS4dv,353.0
ATS4pe,644.6290000000001
ATS4se,803.4166359999999
ATS5dv,329.0
ATS5pe,538.5045
ATS5se,666.9217799999999
ATS6dv,287.0
ATS6pe,534.5115999999999
ATS6se,661.3495919999996
ATS7dv,272.0
ATS7pe,512.7550999999999
ATS7se,640.466064
ATS8dv,257.0
ATS8pe,483.3535999999999
ATS8se,606.7436879999999
ATSC0Z,314.608695652174
ATSC0c,0.5599383329878377
ATSC0d,26.108695652173918
ATSC0i,70.88142580289832
ATSC0m,1507.6453903695644
ATSC0p,10.708633226385329
ATSC0s,41.317028985507235
ATSC0v,2383.7337322524
ATSC1Z,20.04725897920602
ATSC1c,-0.31877309273100074
ATSC1d,8.55812854442344
ATSC1i,-8.82770808455461
ATSC1m,95.30408225850711
ATSC1p,-0.10047715529714657
ATSC1s,-1.2398787019533728
ATSC1v,52.841447179287016
ATSC2Z,22.092627599243848
ATSC2c,0.062416413945282724
ATSC2d,-3.896502835538758
ATSC2i,4.679298395536761
ATSC2m,102.11563731710815
ATSC2p,0.2717647897207285
ATSC2s,6.531335328712455
ATSC2v,61.43455128187299
ATSC3Z,-78.08128544423442
ATSC3c,0.03648586554595978
ATSC3d,-6.472589792060494
ATSC3i,-26.0346788015676
ATSC3m,-378.5609162372399
ATSC3p,-3.8366843508358723
ATSC3s,-1.1978313379542136
ATSC3v,-763.6683301795606
ATSC4Z,-51.7202268431002
ATSC4c,-0.09532206935280005
ATSC4d,-4.100661625708884
ATSC4i,-3.2100237267104967
ATSC4m,-241.4499222292061
ATSC4p,-0.350017880244326
ATSC4s,-12.7791036546944
ATSC4v,-153.22397098836785
ATSC5Z,23.64839319470699
ATSC5c,0.09589585857484795
ATSC5d,-4.862476370510399
ATSC5i,-17.571280060549753
ATSC5m,108.88034302410219
ATSC5p,-1.3917730393571306
ATSC5s,7.0442265280403245
ATSC5v,-88.9813333935302
ATSC6Z,-121.1077504725898
ATSC6c,-0.05521257663200417
ATSC6d,0.31616257088846755
ATSC6i,19.11994309272491
ATSC6m,-567.2860322641774
ATSC6p,0.4449658247115348
ATSC6s,-19.710709409787864
ATSC6v,-283.87848441522306
ATSC7Z,-20.672967863894137
ATSC7c,-0.034829886255807845
ATSC7d,-2.988185255198488
ATSC7i,6.331732282236683
ATSC7m,-100.50927426417768
ATSC7p,-0.5872704603821169
ATSC7s,-0.11167559336273747
ATSC7v,-152.73773354895874
ATSC8Z,39.03213610586011
ATSC8c,-0.016070608725349225
ATSC8d,-0.065689981096408
ATSC8i,-8.014704491881556
ATSC8m,180.45018935491478
ATSC8p,-0.37904168060911064
ATSC8s,11.631471854652384
ATSC8v,14.388656583404934
AXp-0d,0.6890161548526089
AXp-1d,0.4352383280643236
AXp-2d,0.28363460437305915
AXp-3d,0.18293102894999103
AXp-4d,0.11739636142548891
AXp-5d,0.07727247945494525
AXp-6d,0.04917682291503518
AXp-7d,0.03209613268864282
GATS1Z,0.7983678546045282
GATS1c,1.6050722606067047
GATS1d,0.7386701558225287
GATS1i,1.236020480069171
GATS1m,0.8022639104020759
GATS1p,1.0009799969140678
GATS1s,0.572045102515071
GATS1v,0.9267790589520629
GATS2Z,0.8775607257828504
GATS2c,1.0975546399859752
GATS2d,1.267326247734731
GATS2i,1.0545918402026286
GATS2m,0.880136124675471
GATS2p,0.9541058232234901
GATS2s,0.5379849839703498
GATS2v,0.9317244424611103
GATS3Z,1.0575306338676982
GATS3c,1.0182276576317129
GATS3d,1.1171246183735775
GATS3i,1.1700231476230214
GATS3m,1.059251506240163
GATS3p,1.1253375425237793
GATS3s,0.8937497259613278
GATS3v,1.100762900876693
GATS4Z,1.0867973218022038
GATS4c,1.2308617070599788
GATS4d,1.0631327476324246
GATS4i,1.0109912577962585
GATS4m,1.0813599674660508
GATS4p,0.9637430858767658
GATS4s,1.5044938244488801
GATS4v,0.9787972788586787
GATS5Z,0.9466012633461902
GATS5c,1.2093619965349967
GATS5d,1.171635996220378
GATS5i,1.1221793210535254
GATS5m,0.9465012226137712
GATS5p,1.0341990425226568
GATS5s,1.0840403325807226
GATS5v,0.981204287169349
GATS6Z,1.2157960199004973
GATS6c,1.3098386866988483
GATS6d,0.9212150793878663
GATS6i,0.8648283369832319
GATS6m,1.2057768533327105
GATS6p,0.9297688525533161
GATS6s,2.002145439316121
GATS6v,0.9984192703722962
GATS7Z,0.9979556241779606
GATS7c,0.932946902786631
GATS7d,1.000459387292199
GATS7i,0.9126731462163055
GATS7m,1.0002381964309508
GATS7p,1.0231146668094513
GATS7s,0.8170283473162354
GATS7v,1.028985073856105
GATS8Z,0.8995684229455132
GATS8c,0.7244881782288041
GATS8d,0.9448451591545198
GATS8i,0.9862854850224096
GATS8m,0.9044300708501953
GATS8p,1.0275660859255809
GATS8s,0.6903714300354838
GATS8v,1.0090869647323208
MATS1Z,0.05981994787964927
MATS1c,-0.5344452328724176
MATS1d,0.30771975734506946
MATS1i,-0.11691689419531381
MATS1m,0.0593436221927694
MATS1p,-0.008808359641594788
MATS1s,-0.028171622926366192
MATS1v,0.02081031780709167
MATS2Z,0.03800279647514061
MATS2c,0.060325026196083105
MATS2d,-0.08076602830974199
MATS2i,0.03572623098140656
MATS2m,0.036654892820383006
MATS2p,0.013734031843470072
MATS2s,0.08554838254852959
MATS2v,0.013947419204191404
MATS3Z,-0.10570859693303031
MATS3c,0.02775354918629817
MATS3d,-0.10559101982915474
MATS3i,-0.15644217859805434
MATS3m,-0.10694750224267877
MATS3p,-0.15260055135597167
MATS3s,-0.012348114911655371
MATS3v,-0.13645237982376907
MATS4Z,-0.07067466406286324
MATS4c,-0.07318588280681565
MATS4d,-0.06752161360859718
MATS4i,-0.019469278229609706
MATS4m,-0.0688496789817543
MATS4p,-0.014051744361070803
MATS4s,-0.13296745670393878
MATS4v,-0.027633953673788396
MATS5Z,0.03885069036838279
MATS5c,0.08851716109250854
MATS5d,-0.09625873569777998
MATS5i,-0.12812644634277873
MATS5m,0.03732657150852754
MATS5p,-0.06717415317615719
MATS5s,0.08811950598648255
MATS5v,-0.019293409942888886
MATS6Z,-0.2035353246538698
MATS6c,-0.052135842270793924
MATS6d,0.0064027103850239474
MATS6i,0.14262403844081367
MATS6m,-0.19894886477567267
MATS6p,0.021970057397184935
MATS6s,-0.2522387174603752
MATS6v,-0.06296704530789422
MATS7Z,-0.03474326960345144
MATS7c,-0.03288898231005409
MATS7d,-0.06051470517863467
MATS7i,0.04723116716609248
MATS7m,-0.035248895401981124
MATS7p,-0.028996307144780735
MATS7s,-0.0014291169260227277
MATS7v,-0.033878734446585
MATS8Z,0.0687592825697483
MATS8c,-0.01590639879675932
MATS8d,-0.00139442031239027
MATS8i,-0.06266640896218739
MATS8m,0.06633425825293883
MATS8p,-0.019617003255849568
MATS8s,0.15602181603161017
MATS8v,0.0033453552596327376
MAXaaN,4.730269721193242
MINaaN,4.730269721193242
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.88515202643409
SpAD_D,279.18532731236985
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.8220635676914814
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,752
TMWC10,128.28830008048536
TSRW10,75.54044356133247
VE1_Dt,4.927770858386496
VE2_Dt,0.19711083433545984
VE3_Dt,2.5111774591319627
VR1_Dt,148.23350354603616
VR2_Dt,5.929340141841447
VR3_Dt,5.915079488997523
Xc-3dv,0.7287629933120469
Xc-4dv,0.0
Xc-5dv,0.06739443304107234
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.5249716523768432
Xch-7d,0.69510696082205
Xp-0dv,14.327255028916605
Xp-1dv,8.69144091071234
Xp-2dv,6.591853734927908
Xp-3dv,4.614646140929692
Xp-4dv,3.3052885337108857
Xp-5dv,2.0441018161796096
Xp-6dv,1.1768470437564214
Xp-7dv,0.7218513316014427
Xpc-4d,3.553398705118313
Xpc-5d,5.302963517983042
Xpc-6d,7.213753850599173
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.17655313039857
AATS0dv,6.782608695652174
AATS0pe,6.0380630434782585
AATS0se,7.46511313043478
AATS1dv,6.877551020408164
AATS1pe,6.366816326530613
AATS1se,7.609607346938769
AATS2dv,5.458823529411765
AATS2pe,6.242555294117647
AATS2se,7.572113082352937
AATS3dv,3.6574074074074074
AATS3pe,6.0545879629629615
AATS3se,7.471767296296296
AATS4dv,3.2990654205607477
AATS4pe,6.024570093457945
AATS4se,7.5085666915887845
AATS5dv,3.696629213483146
AATS5pe,6.050612359550562
AATS5se,7.493503146067415
AATS6dv,3.2988505747126435
AATS6pe,6.143811494252873
AATS6se,7.601719448275857
AATS7dv,3.1264367816091956
AATS7pe,5.893736781609194
AATS7se,7.361678896551724
AATS8dv,3.0963855421686746
AATS8pe,5.823537349397589
AATS8se,7.310164915662649
AATSC0Z,6.839319470699435
AATSC0c,0.01217257245625734
AATSC0d,0.5675803402646504
AATSC0i,1.540900560932572
AATSC0m,32.774899790642706
AATSC0p,0.2327963744866376
AATSC0s,0.8981962822936356
AATSC0v,51.820298527226086
AATSC1Z,0.4091277342695106
AATSC1c,-0.006505573321040832
AATSC1d,0.1746556845800702
AATSC1i,-0.18015730784805326
AATSC1m,1.9449812705817777
AATSC1p,-0.002050554189737685
AATSC1s,-0.02530364697864026
AATSC1v,1.0783968812099392
AATSC2Z,0.25991326587345703
AATSC2c,0.0007343107522974438
AATSC2d,-0.045841209829867745
AATSC2i,0.05505056935925601
AATSC2m,1.2013604390248018
AATSC2p,0.0031972328202438645
AATSC2s,0.076839239161323
AATSC2v,0.7227594268455646
AATSC3Z,-0.7229748652243928
AATSC3c,0.00033783208838851644
AATSC3d,-0.05993138696352309
AATSC3i,-0.24106184075525558
AATSC3m,-3.5051936688633325
AATSC3p,-0.03552485510033215
AATSC3s,-0.011091030906983459
AATSC3v,-7.071003057218154
AATSC4Z,-0.48336660601028225
AATSC4c,-0.000890860461241122
AATSC4d,-0.038323940427185836
AATSC4i,-0.030000221744957912
AATSC4m,-2.2565413292449166
AATSC4p,-0.0032711951424703365
AATSC4s,-0.11943087527751775
AATSC4v,-1.4319997288632509
