DLiP-ID,C000UO
ATSC8v,-378.7433810799722
AXp-0d,0.7082462969500078
AXp-1d,0.4345672761463249
AXp-2d,0.28772586382681453
AXp-3d,0.17832864115131755
AXp-4d,0.11480001050874747
AXp-5d,0.07613826286891924
AXp-6d,0.049266970605443376
AXp-7d,0.03036693249133702
GATS1Z,0.5639164912624212
GATS1c,1.636056013396845
GATS1d,1.0091692443658864
GATS1i,1.0583497129860744
GATS1m,0.5400984743536422
GATS1p,0.8998600680145207
GATS1s,0.7692772483472159
GATS1v,0.6976344857621646
GATS2Z,0.5014491654021246
GATS2c,0.9964701887727945
GATS2d,1.084520547945206
GATS2i,1.0085138579529782
GATS2m,0.4993030459488126
GATS2p,0.6624452883680099
GATS2s,0.5564740141686884
GATS2v,0.8149949340697779
GATS3Z,0.8592004776238218
GATS3c,0.9081439121997446
GATS3d,1.1282843027172698
GATS3i,1.2010827878982375
GATS3m,0.8381992063261444
GATS3p,1.090194031854763
GATS3s,1.0349980972432522
GATS3v,1.0088058212997957
GATS4Z,0.6321047307190588
GATS4c,1.5680910808836042
GATS4d,1.2928382600336463
GATS4i,1.2041644154432296
GATS4m,0.6113393433759591
GATS4p,0.9129241578245939
GATS4s,1.2406070039717279
GATS4v,0.9765477964006974
GATS5Z,0.7666427808688813
GATS5c,1.2417494889514438
GATS5d,0.9269406392694067
GATS5i,0.8517996745540388
GATS5m,0.7643367258083493
GATS5p,0.884285001021891
GATS5s,1.5571927192811585
GATS5v,0.9406454772835094
GATS6Z,0.8630339327801635
GATS6c,0.7822303543389447
GATS6d,1.0206208102594
GATS6i,0.9743081801385385
GATS6m,0.8282854385400352
GATS6p,1.0808881928450111
GATS6s,1.1165511642465822
GATS6v,0.9447223070184585
GATS7Z,0.8311646433990897
GATS7c,0.8136284959635092
GATS7d,0.8690068493150689
GATS7i,0.7783259280017176
GATS7m,0.8107620386040392
GATS7p,0.7764483922427773
GATS7s,1.5228755256711028
GATS7v,0.8838839503160003
GATS8Z,1.705590092515542
GATS8c,0.5630133660892604
GATS8d,0.7400574458683167
GATS8i,0.9358867456217818
GATS8m,1.7317412400789287
GATS8p,1.333882031246514
GATS8s,0.6355535085662993
GATS8v,1.3377568587135744
MATS1Z,0.022355300238456548
MATS1c,-0.620207723505881
MATS1d,0.08445647370746796
MATS1i,-0.07247167497776875
MATS1m,0.016738960067609956
MATS1p,-0.08190641407483934
MATS1s,-0.24688434166278644
MATS1v,0.03815056982632493
MATS2Z,0.14819694342076745
MATS2c,0.06849119535757507
MATS2d,-0.061472602739726094
MATS2i,-0.011997797476426689
MATS2m,0.13127111629562135
MATS2p,0.15709250793848395
MATS2s,0.28822991583975066
MATS2v,-0.05864787393160135
MATS3Z,-0.05733484841485043
MATS3c,0.21134086901941182
MATS3d,-0.07278800808443751
MATS3i,-0.17833247126435506
MATS3m,-0.054198740925600966
MATS3p,-0.14052612060832165
MATS3s,-0.10115978260023721
MATS3v,-0.0806217341527963
MATS4Z,0.024561118273681164
MATS4c,-0.27006628159396384
MATS4d,-0.22028959384763291
MATS4i,-0.1383501050165955
MATS4m,0.023034681496585826
MATS4p,-0.0343889550841927
MATS4s,-0.05705130950120415
MATS4v,-0.08852663178812498
MATS5Z,0.057659111528610786
MATS5c,-0.00947226282876927
MATS5d,0.0299340436326738
MATS5i,0.1639066326172264
MATS5m,0.056491579545695836
MATS5p,0.013665441988957286
MATS5s,-0.13406998423905656
MATS5v,-0.02358404350550457
MATS6Z,-0.07269580417967726
MATS6c,0.17083528054384092
MATS6d,-0.017414747886913443
MATS6i,-0.03769156807207314
MATS6m,-0.06401358455138827
MATS6p,-0.06257670403635403
MATS6s,0.045118880055339906
MATS6v,0.10046480521105429
MATS7Z,-0.03275051484933883
MATS7c,-0.044320196152832274
MATS7d,-0.02174657534246573
MATS7i,0.13766920804525226
MATS7m,-0.022726487514597816
MATS7p,0.15574181289204758
MATS7s,-0.23212007377833757
MATS7v,0.10186126977886586
MATS8Z,-0.18763679782941625
MATS8c,-0.10475723366864506
MATS8d,-0.07893283252319928
MATS8i,-0.06874410186609889
MATS8m,-0.17377463511073482
MATS8p,-0.21421522949470215
MATS8s,-0.07925724419953913
MATS8v,-0.2356535755763965
MAXaaN,4.231401329050138
MAXaaS,1.1651166593180482
MAXsBr,3.2637688675995857
MINaaN,4.231401329050138
MINaaS,1.1651166593180482
MINsBr,3.2637688675995857
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,-3.5854421768707483
SdssSe,0
SdsssP,0
SpAD_A,25.63117134618027
SpAD_D,163.00292401631748
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,545
TMWC10,115.86342993889026
TSRW10,67.54188056087486
VE1_Dt,4.419814062345753
VE2_Dt,0.22099070311728766
VE3_Dt,2.1792448084221068
VR1_Dt,103.78956410685049
VR2_Dt,5.189478205342525
VR3_Dt,5.335512607767755
Xc-3dv,1.7929057383730957
Xc-4dv,0.05103103630798288
Xc-5dv,0.2837168093670359
Xc-6dv,0.03608439182435161
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.32815141037394735
Xch-7d,0.46981901679205784
Xp-0dv,13.295963084851802
Xp-1dv,8.773318275983018
Xp-2dv,8.416993158448118
Xp-3dv,6.171428084069081
Xp-4dv,4.900074792844513
Xp-5dv,3.89178798032851
Xp-6dv,1.8798510779124156
Xp-7dv,1.0312381061758906
Xpc-4d,3.718512688716298
Xpc-5d,5.667226330768488
Xpc-6d,8.436605435457263
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.02246937414325
AATS0dv,9.170900146634501
AATS0pe,6.631631034482759
AATS0se,8.04997403448276
AATS1dv,6.700119474313022
AATS1pe,6.63653548387097
AATS1se,7.944252322580646
AATS2dv,8.161234567901234
AATS2pe,6.762420000000002
AATS2se,8.087196040000002
AATS3dv,5.390406800242865
AATS3pe,6.559085245901637
AATS3se,8.00207432786885
AATS4dv,6.067359757418236
AATS4pe,6.677701754385966
AATS4se,8.123087
AATS5dv,5.292866941015088
AATS5pe,6.746174074074075
AATS5se,8.211996962962964
AATS6dv,5.107171000788022
AATS6pe,6.380738297872342
AATS6se,7.88573425531915
AATS7dv,4.17037037037037
AATS7pe,6.470224999999999
AATS7se,7.96142445
AATS8dv,2.4874551971326166
AATS8pe,6.2240290322580645
AATS8se,7.714616516129034
AATSC0Z,43.881093935790716
AATSC0c,0.014892647911963482
AATSC0d,0.6944114149821639
AATSC0i,1.738561276620379
AATSC0m,225.09124409512478
AATSC0p,0.4793737397584066
AATSC0s,2.275124614860159
AATSC0v,51.84529193775712
AATSC1Z,0.9809750297265163
AATSC1c,-0.009236535258453485
AATSC1d,0.05864753941160675
AATSC1i,-0.12599644776816682
AATSC1m,3.7677933464769393
AATSC1p,-0.03926378402525633
AATSC1s,-0.5616926427405509
AATSC1v,1.9779274302376038
AATSC2Z,6.503043995243758
AATSC2c,0.0010200152575298733
AATSC2d,-0.04268727705112964
AATSC2i,-0.02085890609724915
AATSC2m,29.547978880737215
AATSC2p,0.07530602301849823
AATSC2s,0.6557589762660888
AATSC2v,-3.0406161455126473
AATSC3Z,-2.515915869086373
AATSC3c,0.0031474251517144914
AATSC3d,-0.050544823687647435
AATSC3i,-0.3100419289042242
AATSC3m,-12.199662023332875
AATSC3p,-0.06736453196975203
AATSC3s,-0.2301511114277021
AATSC3v,-4.179857343679968
AATSC4Z,1.077768738135469
AATSC4c,-0.004022002044672087
AATSC4d,-0.15297160856958095
AATSC4i,-0.2405301351982158
AATSC4m,5.184905115401454
AATSC4p,-0.016485162005093326
