DLiP-ID,T006OP
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.1111111111111111
GGI10,0.07846138149168452
JGI10,0.007846138149168453
JGT10,0.5350757981172738
Kier1,19.753086419753085
Kier2,7.935
Kier3,3.84
MAXdO,12.818549855127237
MID_C,37.16553481351818
MID_N,4.249661857027076
MID_O,3.575854113477379
MID_X,5.298399977327511
MID_h,13.123915947831968
MINdO,12.502267888636936
MPC10,118
MWC01,27.0
MWC02,4.90527477843843
MWC03,5.783825182329737
MWC04,6.688354713946762
MWC05,7.58629630715272
MWC06,8.497194544909547
MWC07,9.403849118160702
MWC08,10.31933194238916
MWC09,11.2313182365658
MWC10,12.150131725537836
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,4
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,4.582700000000003
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.3706380281276624
SRW05,2.3978952727983707
SRW06,6.928537818164665
SRW07,4.948759890378168
SRW08,8.569975376855206
SRW09,7.195187320178709
SRW10,10.255024318618737
SaaCH,11.760959685901364
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.458607994879271
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.0282825753758276
SdssS,0
SsCH3,3.8283943862932466
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.933667601656349
SsssP,0
VE1_A,4.120048439324222
VE1_D,4.9128531558354975
VE2_A,0.16480193757296888
VE2_D,0.1965141262334199
VE3_A,2.3321556522840052
VE3_D,2.508145595714228
VR1_A,226.072733388596
VR1_D,147.55310780668606
VR2_A,9.04290933554384
VR2_D,5.902124312267443
VR3_A,6.337147508523627
VR3_D,5.9104788957772145
WPath,1492
Xc-3d,2.1043103455362133
Xc-4d,0.0
Xc-5d,0.8121556751953892
Xc-6d,0.0
Xp-0d,18.300600429391718
Xp-1d,11.807438208038285
Xp-2d,11.178627545932523
Xp-3d,9.744540215701377
Xp-4d,7.767808964532904
Xp-5d,5.909419716444409
Xp-6d,4.041016228608572
Xp-7d,3.0035596699928186
ZMIC0,83.4860952234143
ZMIC1,60.74796325910344
ZMIC2,43.92091241938772
ZMIC3,33.69371194048006
ZMIC4,30.61672798037561
ZMIC5,30.61672798037561
nAcid,0
nAtom,38
nBase,0
nRing,3
piPC1,3.6109179126442243
piPC2,4.23410650459726
piPC3,4.824305715904762
piPC4,5.3624651863717885
piPC5,5.859360706474645
piPC6,6.076207728686165
piPC7,6.4683293502005395
piPC8,6.755550621091993
piPC9,6.925595197110468
AATS0Z,46.1578947368421
AATS0d,3.8684210526315788
AATS0i,157.47602280555097
AATS0m,191.69470026315796
AATS0p,1.945888835869394
AATS0s,4.879804105600077
AATS0v,275.2293601237207
AATS1Z,32.7
AATS1d,4.55
AATS1i,143.64994110461743
AATS1m,128.41860925000003
AATS1p,2.0930239007500004
AATS1s,3.248765432098766
AATS1v,304.6338863831984
AATS2Z,31.333333333333332
AATS2d,4.257575757575758
AATS2i,152.16269921936197
AATS2m,123.02031790909088
AATS2p,1.9227335086226358
AATS2s,3.1804464397056997
AATS2v,276.38530895672386
AATS3Z,34.111111111111114
AATS3d,3.5925925925925926
AATS3i,150.6510568622189
AATS3m,133.94516137037039
AATS3p,1.8740941490684813
AATS3s,3.357670936190471
AATS3v,263.277374226928
AATS4Z,25.944444444444443
AATS4d,3.0555555555555554
AATS4i,154.872630211254
AATS4m,99.03664157777779
AATS4p,1.6015278245354216
AATS4s,3.7276177411979883
AATS4v,220.8440206397795
AATS5Z,24.011363636363637
AATS5d,2.9318181818181817
AATS5i,158.04117418956483
AATS5m,90.7725024659091
AATS5p,1.499710602144716
AATS5s,3.450523756079312
AATS5v,204.5871363810437
AATS6Z,30.08823529411765
AATS6d,3.0588235294117645
AATS6i,159.64434513033012
AATS6m,116.25666122058824
AATS6p,1.6008718040321765
AATS6s,3.5070806100217866
AATS6v,220.92374126522586
AATS7Z,41.78260869565217
AATS7d,3.347826086956522
AATS7i,150.97777799849112
AATS7m,166.62916156521737
AATS7p,1.9777403909130429
AATS7s,3.5046553083769045
AATS7v,274.5230140326981
AATS8Z,30.71153846153846
AATS8d,2.8846153846153846
AATS8i,151.58931911190956
AATS8m,120.39004242307692
AATS8p,1.7432093015268464
AATS8s,2.9644695344283827
AATS8v,229.89528075095538
AMID_C,1.4866213925407272
AMID_N,0.16998647428108302
AMID_O,0.14303416453909518
AMID_X,0.21193599909310046
AMID_h,0.5249566379132787
ATS0dv,332.8148148148148
ATS0pe,252.0722
ATS0se,306.40289899999993
ATS1dv,350.33333333333337
ATS1pe,265.2
ATS1se,314.49663399999986
ATS2dv,509.1111111111111
ATS2pe,437.08720000000005
ATS2se,523.8910679999999
ATS3dv,529.4938271604939
ATS3pe,540.7879
ATS3se,651.2280810000001
ATS4dv,479.77777777777777
ATS4pe,579.1924
ATS4se,708.3522379999999
ATS5dv,425.44444444444446
ATS5pe,564.7463999999999
ATS5se,696.0617099999998
ATS6dv,342.33333333333337
ATS6pe,453.00729999999993
ATS6se,556.3819699999999
ATS7dv,251.2716049382716
ATS7pe,318.28100000000006
ATS7se,381.9330990000001
ATS8dv,179.93827160493828
ATS8pe,331.77819999999997
ATS8se,405.175639
ATSC0Z,680.2105263157894
ATSC0c,0.596114093033491
ATSC0d,28.86842105263157
ATSC0i,54.77731647467905
ATSC0m,3164.661744315789
ATSC0p,10.572946536945398
ATSC0s,63.61575578177266
ATSC0v,1882.4299564223486
ATSC1Z,3.6731301939058145
ATSC1c,-0.2821623474700336
ATSC1d,11.901662049861493
ATSC1i,-13.090103316081272
ATSC1m,17.876990720221755
ATSC1p,-0.5765500302057
ATSC1s,-3.292942937808023
ATSC1v,-48.95824525844079
ATSC2Z,105.63434903047096
ATSC2c,0.09370166655345262
ATSC2d,-0.45567867036010834
ATSC2i,21.437603096967045
ATSC2m,511.3458986094181
ATSC2p,4.588296693537738
ATSC2s,3.582106935087339
ATSC2v,771.9118004478933
ATSC3Z,108.18282548476458
ATSC3c,-0.27480366459564876
ATSC3d,-9.06163434903047
ATSC3i,-13.590533242873839
ATSC3m,485.1922000637124
ATSC3p,-2.2418004999808883
ATSC3s,-5.169465776322015
ATSC3v,-345.5693132926229
ATSC4Z,78.02770083102492
ATSC4c,0.18347306805362953
ATSC4d,2.916897506925207
ATSC4i,-11.511819370292754
ATSC4m,355.1889960941826
ATSC4p,-1.832042486787962
ATSC4s,35.91415528931345
ATSC4v,-61.570584199074254
ATSC5Z,54.670360110803344
ATSC5c,0.053365241033611635
ATSC5d,6.146814404432133
ATSC5i,-3.125002497439324
ATSC5m,276.1507341634344
ATSC5p,2.0806729681167924
ATSC5s,-11.289003137400933
ATSC5v,406.9161474998153
ATSC6Z,33.83379501385041
ATSC6c,-0.24231444826185258
ATSC6d,-0.23822714681440427
ATSC6i,11.934239506185639
ATSC6m,181.18910875069227
ATSC6p,3.4286607999348178
ATSC6s,-18.883543147812492
ATSC6v,748.8579282070812
ATSC7Z,144.00831024930747
ATSC7c,0.11249710273048558
ATSC7d,-9.788088642659279
ATSC7i,3.570590275487957
ATSC7m,644.1095325650977
ATSC7p,-0.9887273453296317
ATSC7s,-12.034709846355593
ATSC7v,-303.001810950424
ATSC8Z,190.55401662049866
ATSC8c,0.18432131162220747
ATSC8d,-12.767313019390581
ATSC8i,-26.098587637242606
ATSC8m,870.6299476731301
ATSC8p,-1.176938449774906
ATSC8s,4.978635190483851
ATSC8v,-431.7133978769437
AXp-0d,0.7320240171756687
AXp-1d,0.4373125262236402
AXp-2d,0.27946568864831306
AXp-3d,0.17717345846729776
AXp-4d,0.10940576006384371
AXp-5d,0.06792436455683229
AXp-6d,0.04209391904800596
AXp-7d,0.02705909612606143
GATS1Z,0.47731545961002797
GATS1c,1.5084387785530875
GATS1d,0.6889015496809482
GATS1i,1.310728765804906
GATS1m,0.47902447546657284
GATS1p,0.7576439958968062
GATS1s,0.5200478366044363
GATS1v,0.7751379921055906
GATS2Z,0.5390042486142765
GATS2c,1.178798455056738
GATS2d,1.1457418303361788
GATS2i,0.9025719763345093
GATS2m,0.5375251765400954
GATS2p,0.5411073044039961
GATS2s,0.5519562389670893
GATS2v,0.5948587934524068
GATS3Z,0.7709305302413734
GATS3c,1.2243432134666088
GATS3d,1.1946498306267377
GATS3i,1.1267694711265028
GATS3m,0.7725096119016013
GATS3p,0.9728278174993908
GATS3s,0.9259149070521139
GATS3v,0.9424773601952092
GATS4Z,0.7612267443859831
GATS4c,0.8893299455332494
GATS4d,0.8330902461257979
GATS4i,1.063717568174319
GATS4m,0.7647092131048943
GATS4p,1.002873251992625
GATS4s,0.7888577788625095
GATS4v,0.98817613811998
GATS5Z,0.8329222763850203
GATS5c,0.9935051379076925
GATS5d,0.8447418579597251
GATS5i,0.9694009432510555
GATS5m,0.8323789718452562
GATS5p,0.89999481172677
GATS5s,1.4875833315980393
GATS5v,0.9243988884533988
GATS6Z,1.1086965426839261
GATS6c,1.2423593310167778
GATS6d,1.0743471499812325
GATS6i,0.8000294011951625
GATS6m,1.1021168242940842
GATS6p,0.8773042592803313
GATS6s,1.8214507651188978
GATS6v,0.7780176717141543
GATS7Z,0.9052024881245544
GATS7c,0.8976841244258744
GATS7d,1.2538147516943445
GATS7i,0.9207717862147571
GATS7m,0.9063188138441004
GATS7p,1.012087623700527
GATS7s,1.2841385726780368
GATS7v,0.9655833251647813
GATS8Z,0.6626766242887414
GATS8c,0.6830012338162276
GATS8d,1.2323820208961507
GATS8i,1.3043239331920833
GATS8m,0.6680383263159538
GATS8p,1.0107451726888437
GATS8s,0.5370885482123723
GATS8v,1.136786002921595
MATS1Z,0.00512999071494893
MATS1c,-0.4496693388550236
MATS1d,0.3916590701914312
MATS1i,-0.2270209449932728
MATS1m,0.0053664949231035375
MATS1p,-0.05180415192505607
MATS1s,-0.04917485853109912
MATS1v,-0.02470760350834723
MATS2Z,0.08941316601483737
MATS2c,0.09050187708987714
MATS2d,-0.009088146736277957
MATS2i,0.22532798580719746
MATS2m,0.09303088252188244
MATS2p,0.2498590692667031
MATS2s,0.032420037767455355
MATS2v,0.23609593834195755
MATS3Z,0.07461283629652558
MATS3c,-0.21626772327339674
MATS3d,-0.1472590791946611
MATS3i,-0.1163949994123264
MATS3m,0.07192586460069453
MATS3p,-0.09947169153454267
MATS3s,-0.03812234006353551
MATS3v,-0.0861221617022914
MATS4Z,0.04843357749578733
MATS4c,0.12995231519745368
MATS4d,0.04266180492251596
MATS4i,-0.08873282353275976
MATS4m,0.04738853607629075
MATS4p,-0.07316116158103811
MATS4s,0.23836476151451547
MATS4v,-0.013810059065072015
MATS5Z,0.03470639543062943
MATS5c,0.03865716584245985
MATS5d,0.09194497389574877
MATS5i,-0.024634885085057154
MATS5m,0.037680775251382165
MATS5p,0.08497843197361028
MATS5s,-0.07662876514514284
MATS5v,0.09334413233615454
MATS6Z,0.02779598376026363
MATS6c,-0.2271562051419999
MATS6d,-0.004611507319427313
MATS6i,0.1217499189609772
MATS6m,0.031994805582270885
MATS6p,0.18121876646970075
MATS6s,-0.1658797903126299
MATS6v,0.22230810184512992
MATS7Z,0.17489201081910302
MATS7c,0.1558969839804125
MATS7d,-0.2800919503785027
MATS7i,0.05384743619245081
MATS7m,0.16813502560867888
MATS7p,-0.07725138500219318
MATS7s,-0.1562775873276133
MATS7v,-0.13296953917176807
MATS8Z,0.2047175201771303
MATS8c,0.22595732038995542
MATS8d,-0.3231891171727089
MATS8i,-0.34817413555932836
MATS8m,0.20104188963907862
MATS8p,-0.0813463307129537
MATS8s,0.05719075980030943
MATS8v,-0.1675934164790364
MAXsCl,6.174219454242602
MINsCl,5.892892045150711
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.405853515232135
SpAD_D,248.6203686882643
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,866
TMWC10,128.5655765494307
TSRW10,74.67335121035399
VE1_Dt,4.947327331272659
VE2_Dt,0.19789309325090634
VE3_Dt,2.5151382295621705
VR1_Dt,144.73650893551977
VR2_Dt,5.789460357420791
VR3_Dt,5.891205641465637
Xc-3dv,1.1347636346707695
Xc-4dv,0.0
Xc-5dv,0.316689977202708
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.06415002990995841
Xch-6d,0.4178988788812598
Xch-7d,0.812403733850013
Xp-0dv,15.65405591333807
Xp-1dv,8.457343877763721
Xp-2dv,6.866775222158867
Xp-3dv,4.950743255886524
Xp-4dv,3.1048744665293926
Xp-5dv,2.0226595034947117
Xp-6dv,1.1941059622596624
Xp-7dv,0.7473985547797558
Xpc-4d,5.493931548899324
Xpc-5d,8.310536249740496
Xpc-6d,12.759614987352805
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,40
nFRing,0
nHBAcc,3
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,7.1599720777820535
AATS0dv,8.758284600389862
AATS0pe,6.633478947368421
AATS0se,8.063234184210524
AATS1dv,8.758333333333335
AATS1pe,6.63
AATS1se,7.862415849999996
AATS2dv,7.713804713804714
AATS2pe,6.622533333333334
AATS2se,7.937743454545453
AATS3dv,6.5369608291419
AATS3pe,6.676393827160494
AATS3se,8.039852851851853
AATS4dv,5.330864197530864
AATS4pe,6.435471111111111
AATS4se,7.870580422222222
AATS5dv,4.834595959595959
AATS5pe,6.417572727272726
AATS5se,7.909792159090907
AATS6dv,5.034313725490197
AATS6pe,6.661872058823528
AATS6se,8.182087794117646
AATS7dv,5.462426194310252
AATS7pe,6.919152173913045
AATS7se,8.30289345652174
AATS8dv,3.4603513770180436
AATS8pe,6.380349999999999
AATS8se,7.791839211538461
AATSC0Z,17.900277008310248
AATSC0c,0.015687212974565556
AATSC0d,0.7596952908587256
AATSC0i,1.4415083282810275
AATSC0m,83.28057221883655
AATSC0p,0.27823543518277366
AATSC0s,1.6740988363624385
AATSC0v,49.53763043216707
AATSC1Z,0.09182825484764537
AATSC1c,-0.00705405868675084
AATSC1d,0.2975415512465373
AATSC1i,-0.3272525829020318
AATSC1m,0.44692476800554387
AATSC1p,-0.014413750755142498
AATSC1s,-0.08232357344520057
AATSC1v,-1.2239561314610197
AATSC2Z,1.6005204398556205
AATSC2c,0.0014197222205068578
AATSC2d,-0.0069042222781834596
AATSC2i,0.32481216813586433
AATSC2m,7.7476651304457285
AATSC2p,0.06951964687178391
AATSC2s,0.05427434750132332
AATSC2v,11.695633340119596
AATSC3Z,1.3355904380835133
AATSC3c,-0.003392637834514182
AATSC3d,-0.11187202900037617
AATSC3i,-0.16778436102313382
AATSC3m,5.9900271612804
AATSC3p,-0.0276765493824801
AATSC3s,-0.06382056513977796
AATSC3v,-4.266287818427443
AATSC4Z,0.8669744536780546
AATSC4c,0.002038589645040328
AATSC4d,0.03240997229916897
AATSC4i,-0.12790910411436393
AATSC4m,3.946544401046473
AATSC4p,-0.020356027630977356
AATSC4s,0.3990461698812605
AATSC4v,-0.6841176022119362
AATSC5Z,0.6212540921682198
AATSC5c,0.0006064231935637686
AATSC5d,0.06985016368672879
AATSC5i,-0.035511392016355954
