DLiP-ID,C002VZ
CIC0,3.4190214138950203
CIC1,1.602631641098259
CIC2,1.1415414066556506
CIC3,0.44577070332782576
CIC4,0.44577070332782576
CIC5,0.44577070332782576
GGI1,4.0
GGI2,2.88888888888889
GGI3,1.9166666666666667
GGI4,1.561666666666667
GGI5,0.6841666666666668
GGI6,0.3388208616780045
GGI7,0.17800453514739226
GGI8,0.1491480851599899
GGI9,0.024691358024691357
JGI1,0.19047619047619047
JGI2,0.09318996415770615
JGI3,0.059895833333333336
JGI4,0.057839506172839505
JGI5,0.034208333333333334
JGI6,0.01993063892223556
JGI7,0.013692656549799401
JGI8,0.024858014193331647
JGI9,0.006172839506172839
MIC0,17.591452449056398
MIC1,35.80189020620093
MIC2,41.46479501209111
MIC3,42.16613188104555
MIC4,42.16613188104555
MIC5,42.16613188104555
MPC2,31
MPC3,43
MPC4,58
MPC5,74
MPC6,79
MPC7,83
MPC8,88
MPC9,88
Mare,0.9838749999999999
NaaN,3
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.22196050957010308
RPCG,0.16815868056115965
SIC0,0.3161957172209959
SIC1,0.6794736717803482
SIC2,0.7716917186688699
SIC3,0.9108458593344348
SIC4,0.9108458593344348
SIC5,0.9108458593344348
SaaN,12.516968799865626
SaaO,0
SaaS,0
Sare,31.483999999999998
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,6.077565262730605
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,50.59131475535934
TIC1,108.71578748485571
TIC2,123.47067498701918
TIC3,145.73533749350958
TIC4,145.73533749350958
TIC5,145.73533749350958
Vabc,221.67377302511173
WPol,32
apol,38.628308999999994
bpol,16.401690999999996
nRot,1
ABCGG,12.659724950795054
ATS0Z,1002.0
ATS0d,117.0
ATS0i,5192.170140632137
ATS0m,4074.3932219999997
ATS0p,54.41696776303701
ATS0s,93.2552964487121
ATS0v,7810.552953392534
ATS1Z,956.0
ATS1d,143.0
ATS1i,5025.710910296701
ATS1m,3692.1981499999993
ATS1p,65.97737602999999
ATS1s,107.35390946502058
ATS1v,9550.971895520985
ATS2Z,1460.0
ATS2d,231.0
ATS2i,8794.966323179542
ATS2m,5656.598065
ATS2p,96.52186941364099
ATS2s,159.50205761316874
ATS2v,13889.347013946428
ATS3Z,1659.0
ATS3d,236.0
ATS3i,10046.475138447699
ATS3m,6323.505670999999
ATS3p,107.567979029698
ATS3s,192.87242798353913
ATS3v,15316.159662515613
ATS4Z,1520.0
ATS4d,226.0
ATS4i,11931.267500592094
ATS4m,5634.505053999999
ATS4p,108.397211228792
ATS4s,200.39917695473252
ATS4v,14626.113272818613
ATS5Z,1207.0
ATS5d,190.0
ATS5i,10871.829650834392
ATS5m,4364.273367
ATS5p,97.491483528792
ATS5s,164.40329218106996
ATS5v,12605.90220432952
ATS6Z,1047.0
ATS6d,157.0
ATS6i,10305.251433975176
ATS6m,3679.8030629999994
ATS6p,85.304221702735
ATS6s,141.34567901234567
ATS6v,10683.228350120175
ATS7Z,821.0
ATS7d,115.0
ATS7i,7436.111444349974
ATS7m,2928.705615
ATS7p,64.904498589094
ATS7s,115.96296296296296
ATS7v,8283.498666164915
ATS8Z,482.0
ATS8d,78.0
ATS8i,6168.919667647874
ATS8m,1571.2400349999998
ATS8p,46.460970309093995
ATS8s,80.93415637860083
ATS8v,5453.989097083337
C1SP1,0
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.21428571428571427
GGI10,0.0
JGI10,0.0
JGT10,0.5002639766449422
Kier1,13.959183673469388
Kier2,5.4131113423517165
Kier3,2.492157923201731
MID_C,28.669716744718333
MID_N,8.330338322808581
MID_O,0.0
MID_X,1.7799844457363647
MID_h,10.110322768544945
MPC10,74
MWC01,21.0
MWC02,4.653960350157523
MWC03,5.53338948872752
MWC04,6.440946540632921
MWC05,7.3427791893318455
MWC06,8.256607344626158
MWC07,9.167328481382892
MWC08,10.08451660774299
MWC09,10.99978048691366
MWC10,11.918957079250132
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.394160000000002
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.117993812416755
SRW05,2.3978952727983707
SRW06,6.675823221634848
SRW07,4.844187086458591
SRW08,8.325306029752582
SRW09,7.065613363597717
SRW10,10.023179875454133
SaaCH,8.203160430839002
SaaNH,0
SaaSe,0
SaaaC,1.6739043209876545
SaasC,4.4337069930853
SaasN,1.8812962962962962
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,5.991175673973293
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7941224825533797
VE1_D,4.293354674696725
VE2_A,0.19969065697649366
VE2_D,0.22596603551035396
VE3_A,1.975307040388527
VE3_D,2.098922288982593
VR1_A,131.04659948049965
VR1_D,99.29671316725985
VR2_A,6.897189446342087
VR2_D,5.226142798276834
VR3_A,5.517406867344939
VR3_D,5.239966356648109
WPath,664
Xc-3d,1.5024730498694063
Xc-4d,0.0
Xc-5d,0.43091221794520185
Xc-6d,0.0
Xp-0d,13.568549621822843
Xp-1d,9.07538740046941
Xp-2d,8.55174845388618
Xp-3d,7.452517562554934
Xp-4d,6.181339097430378
Xp-5d,5.117908838991236
Xp-6d,3.4072514172549018
Xp-7d,2.294568953097013
ZMIC0,63.8492593529504
ZMIC1,35.801503120132196
ZMIC2,26.288627340099147
ZMIC3,23.662687890016525
ZMIC4,23.662687890016525
ZMIC5,23.662687890016525
nAcid,0
nAtom,32
nBase,0
nRing,3
piPC1,3.4011973816621555
piPC2,4.123093975508087
piPC3,4.81116757846733
piPC4,5.476202011456632
piPC5,6.055026028597727
piPC6,6.4336181184547945
piPC7,6.845306240022128
piPC8,7.287456432588907
piPC9,7.57642764549751
AATS0Z,31.3125
AATS0d,3.65625
AATS0i,162.2553168947543
AATS0m,127.32478818749999
AATS0p,1.7005302425949065
AATS0s,2.914228014022253
AATS0v,244.07977979351668
AATS1Z,28.11764705882353
AATS1d,4.205882352941177
AATS1i,147.81502677343238
AATS1m,108.5940632352941
AATS1p,1.940511059705882
AATS1s,3.157467925441782
AATS1v,280.91093810355835
AATS2Z,25.614035087719298
AATS2d,4.052631578947368
AATS2i,154.29765479262355
AATS2m,99.23856254385966
AATS2p,1.693366130063877
AATS2s,2.7982817125117325
AATS2v,243.67275463063908
AATS3Z,25.921875
AATS3d,3.6875
AATS3i,156.9761740382453
AATS3m,98.80477610937498
AATS3p,1.6807496723390312
AATS3s,3.013631687242799
AATS3v,239.31499472680645
AATS4Z,20.54054054054054
AATS4d,3.054054054054054
AATS4i,161.23334460259585
AATS4m,76.14196018918918
AATS4p,1.4648271787674596
AATS4s,2.708096985874764
AATS4v,197.6501793624137
AATS5Z,17.75
AATS5d,2.7941176470588234
AATS5i,159.8798478063881
AATS5m,64.18049069117647
AATS5p,1.4336982871881176
AATS5s,2.4176954732510287
AATS5v,185.38091476955177
AATS6Z,16.61904761904762
AATS6d,2.492063492063492
AATS6i,163.57541958690754
AATS6m,58.409572428571416
AATS6p,1.3540352651227778
AATS6s,2.2435822065451694
AATS6v,169.57505317651072
AATS7Z,17.847826086956523
AATS7d,2.5
AATS7i,161.65459661630376
AATS7m,63.667513369565214
AATS7p,1.4109673606324784
AATS7s,2.5209339774557167
AATS7v,180.07605796010685
AATS8Z,12.68421052631579
AATS8d,2.0526315789473686
AATS8i,162.3399912538914
AATS8m,41.348421973684204
AATS8p,1.2226571133972104
AATS8s,2.1298462204894957
AATS8v,143.5260288706141
AMID_C,1.5089324602483334
AMID_N,0.4384388590951885
AMID_O,0.0
AMID_X,0.0936833918808613
AMID_h,0.5321222509760497
ATS0dv,251.60493827160494
ATS0pe,200.90699999999998
ATS0se,245.789425
ATS1dv,295.1111111111111
ATS1pe,222.76369999999997
ATS1se,264.355166
ATS2dv,407.0
ATS2pe,362.6599
ATS2se,438.00529600000004
ATS3dv,373.8888888888889
ATS3pe,420.18039999999996
ATS3se,504.094846
ATS4dv,293.1111111111111
ATS4pe,467.0362
ATS4se,570.69857
ATS5dv,196.66666666666669
ATS5pe,415.942
ATS5se,514.1932300000001
ATS6dv,163.66666666666669
ATS6pe,380.93100000000004
ATS6se,478.071736
ATS7dv,111.66666666666667
ATS7pe,283.38149999999996
ATS7se,351.345704
ATS8dv,55.111111111111114
ATS8pe,224.9655
ATS8se,283.498562
ATSC0Z,371.875
ATSC0c,0.23086586035444245
ATSC0d,22.46875
ATSC0i,53.015457432633184
ATSC0m,1749.8642940000002
ATSC0p,7.787397256803218
ATSC0s,11.934689833866788
ATSC0v,1610.1554712336174
ATSC1Z,14.6953125
ATSC1c,-0.012612665667919912
ATSC1d,13.126953125
ATSC1i,2.3051725197252826
ATSC1m,67.11055999999999
ATSC1p,-0.24087757679788968
ATSC1s,0.31556260478585496
ATSC1v,-27.53588690238867
ATSC2Z,159.53515625
ATSC2c,-0.09802855695987142
ATSC2d,4.0712890625
ATSC2i,-21.26455435198301
ATSC2m,754.543477
ATSC2p,1.2414277807982042
ATSC2s,4.086117303002591
ATSC2v,574.8627199892467
ATSC3Z,12.6875
ATSC3c,-0.07206360888423238
ATSC3d,-6.34375
ATSC3i,-8.749428686514037
ATSC3m,50.10890600000005
ATSC3p,-1.369096143248751
ATSC3s,-1.1004420057918012
ATSC3v,-263.3558371216539
ATSC4Z,4.0390625
ATSC4c,0.08964292932592319
ATSC4d,-14.302734375
ATSC4i,5.804793982507156
ATSC4m,9.478468000000078
ATSC4p,-0.8552960007622247
ATSC4s,-1.6378553193110816
ATSC4v,-359.06299676041453
ATSC5Z,-49.921875
ATSC5c,-0.03635572786453933
ATSC5d,-7.87109375
ATSC5i,-2.56332172630064
ATSC5m,-238.29152399999992
ATSC5p,-0.6066177548384649
ATSC5s,-7.182794162475233
ATSC5v,-450.10077521228834
ATSC6Z,-153.06640625
ATSC6c,0.0195411728290139
ATSC6d,-0.6416015625
ATSC6i,5.959077979841572
ATSC6m,-707.1725429999999
ATSC6p,-0.38409867140652476
ATSC6s,3.7161613130620337
ATSC6v,90.53030187150156
ATSC7Z,-101.4453125
ATSC7c,-0.0025763855232932183
ATSC7d,-5.205078125
ATSC7i,-3.1704141781372215
ATSC7m,-476.650512
ATSC7p,-1.1942512518962833
ATSC7s,-3.1494865493065083
ATSC7v,-354.1278299403149
ATSC8Z,-123.1640625
ATSC8c,-0.025815488893775666
ATSC8d,-2.244140625
ATSC8i,-13.259948718488252
ATSC8m,-586.280708
ATSC8p,-3.0762351761723217
ATSC8s,-4.288146814509982
ATSC8v,-679.8154569524764
AXp-0d,0.7141341906222549
AXp-1d,0.4321613047842576
AXp-2d,0.2758628533511671
AXp-3d,0.17331436191988217
AXp-4d,0.1065748120246617
AXp-5d,0.06916093025663833
AXp-6d,0.043129764775378505
AXp-7d,0.027645409073457985
GATS1Z,0.5528818586258033
GATS1c,1.1787844995343832
GATS1d,0.5681093021353186
GATS1i,1.0970118712869492
GATS1m,0.558346763751283
GATS1p,0.8762490959139095
GATS1s,0.7806301573928595
GATS1v,0.8647349419764155
GATS2Z,0.4826183104820876
GATS2c,1.3038598747033827
GATS2d,1.0892321206353854
GATS2i,1.2738764957635162
GATS2m,0.48532940369811856
GATS2p,0.8060861587457064
GATS2s,0.6545784122262016
GATS2v,0.7135255347474392
GATS3Z,0.7626260504201681
GATS3c,1.4851380179924942
GATS3d,1.1964534075104312
GATS3i,1.2046984387659079
GATS3m,0.7656546956733247
GATS3p,0.9371770935058172
GATS3s,1.0376110662358644
GATS3v,0.9252795183442156
GATS4Z,0.8077038382920736
GATS4c,1.0104740111512949
GATS4d,1.2585046799233168
GATS4i,0.9901112525299217
GATS4m,0.8124207619654232
GATS4p,0.9420457518751171
GATS4s,1.1070601241634466
GATS4v,1.0095944091866702
GATS5Z,0.91268413247652
GATS5c,1.1300473166620963
GATS5d,1.1362186042706373
GATS5i,0.9910581931202659
GATS5m,0.9167474095372199
GATS5p,0.9851127269252599
GATS5s,1.2215616348003377
GATS5v,1.0997249782634002
GATS6Z,1.6367933840202749
GATS6c,0.7549347027524844
GATS6d,0.8978961079100161
GATS6i,0.7932460942616344
GATS6m,1.6239776176636256
GATS6p,1.141524762691236
GATS6s,0.7241744855006075
GATS6v,1.0267629006067216
GATS7Z,1.3229082937522836
GATS7c,0.8053528993969424
GATS7d,0.9747838181048557
GATS7i,0.9789830789919884
GATS7m,1.318895881023401
GATS7p,1.1175943239001451
GATS7s,1.2920134337934253
GATS7v,1.1365954277688088
GATS8Z,1.4028836797877045
GATS8c,0.7128386748744804
GATS8d,0.944001171217334
GATS8i,1.0616514632782625
GATS8m,1.4049155897075283
GATS8p,1.3811589549792223
GATS8s,1.2610572626820136
GATS8v,1.4001325044120836
MATS1Z,0.03719228868017795
MATS1c,-0.05141836103362109
MATS1d,0.5498650085903625
MATS1i,0.04092342575689197
MATS1m,0.036095873386625024
MATS1p,-0.02911220528481807
MATS1s,0.024885447611649777
MATS1v,-0.01609542017048291
MATS2Z,0.24084328468229396
MATS2c,-0.23837901261203867
MATS2d,0.10172510553156187
MATS2i,-0.22517952317669424
MATS2m,0.2420778325274931
MATS2p,0.08949612932847369
MATS2s,0.1922094853818347
MATS2v,0.20043402878163036
MATS3Z,0.017058823529411765
MATS3c,-0.1560724673054625
MATS3d,-0.1411682892906815
MATS3i,-0.08251771379726326
MATS3m,0.01431794058882604
MATS3p,-0.08790460394534788
MATS3s,-0.0461026646318492
MATS3v,-0.08177962992601093
MATS4Z,0.004696797637974108
MATS4c,0.16790923490923879
MATS4d,-0.2752697064240875
MATS4i,0.04734810002940004
MATS4m,0.002342351339487933
MATS4p,-0.04749439612011904
MATS4s,-0.059344798194274954
MATS4v,-0.09643198303492052
MATS5Z,-0.06317350469599604
MATS5c,-0.07410614021640265
MATS5d,-0.16485314570890944
MATS5i,-0.022753157401380477
MATS5m,-0.06408336243513627
MATS5p,-0.03665758524109238
MATS5s,-0.2832196292029618
MATS5v,-0.13154762586334948
MATS6Z,-0.2090702947845805
MATS6c,0.04299325622469454
MATS6d,-0.014504271806079874
MATS6i,0.05709341022754108
MATS6m,-0.20527234782241915
MATS6p,-0.025053009551662633
MATS6s,0.15815861380235902
MATS6v,0.028558512650842426
MATS7Z,-0.189769820971867
MATS7c,-0.007763244800965365
MATS7d,-0.16115377638023826
MATS7i,-0.041601178637917666
MATS7m,-0.18949067422342933
MATS7p,-0.10668307422665961
MATS7s,-0.18357805650866293
MATS7v,-0.15299752051418253
MATS8Z,-0.2789031402034498
MATS8c,-0.09416445998150953
MATS8d,-0.08410804479906303
MATS8i,-0.21062296065693176
MATS8m,-0.2821419189977121
MATS8p,-0.3326546402012615
MATS8s,-0.3025693211938835
MATS8v,-0.3555409303656672
MAXaaN,4.554760015117158
MAXsCl,6.077565262730605
MINaaN,3.9086815528680607
MINsCl,6.077565262730605
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.564439770397783
SpAD_D,144.6958520153553
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,658
TMWC10,114.39826556876565
TSRW10,67.21119877780657
VE1_Dt,4.3349922907631235
VE2_Dt,0.22815748898753282
VE3_Dt,2.108573718032644
VR1_Dt,95.26026556145294
VR2_Dt,5.013698187444891
VR3_Dt,5.198466669295296
Xc-3dv,0.7599839013134109
Xc-4dv,0.0
Xc-5dv,0.13989112643922713
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.3535390725086818
Xch-7d,0.7475877776628246
Xp-0dv,11.732148877786017
Xp-1dv,6.406347903309655
Xp-2dv,4.990602778862159
Xp-3dv,3.494457028536695
Xp-4dv,2.4035092017973247
Xp-5dv,1.6389333506848638
Xp-6dv,0.8425476128678455
Xp-7dv,0.46559552144782695
Xpc-4d,3.6970259977429554
Xpc-5d,6.044135981996142
Xpc-6d,9.791149356214031
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,34
nFRing,1
nHBAcc,4
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,7.765933465507021
AATS0dv,7.862654320987654
AATS0pe,6.2783437499999994
AATS0se,7.68091953125
AATS1dv,8.679738562091503
AATS1pe,6.551873529411764
AATS1se,7.77515194117647
AATS2dv,7.140350877192983
AATS2pe,6.362454385964912
AATS2se,7.684303438596492
AATS3dv,5.842013888888889
AATS3pe,6.565318749999999
AATS3se,7.87648196875
AATS4dv,3.9609609609609606
AATS4pe,6.3113
AATS4se,7.712142837837838
AATS5dv,2.8921568627450984
AATS5pe,6.116794117647059
AATS5se,7.561665147058825
AATS6dv,2.597883597883598
AATS6pe,6.04652380952381
AATS6se,7.588440253968254
AATS7dv,2.427536231884058
AATS7pe,6.160467391304347
AATS7se,7.637950086956522
AATS8dv,1.4502923976608189
AATS8pe,5.920144736842105
AATS8se,7.460488473684211
AATSC0Z,11.62109375
AATSC0c,0.007214558136076327
AATSC0d,0.7021484375
AATSC0i,1.656733044769787
AATSC0m,54.683259187500006
AATSC0p,0.24335616427510057
AATSC0s,0.3729590573083371
AATSC0v,50.31735847605054
AATSC1Z,0.43221507352941174
AATSC1c,-0.00037096075493882097
AATSC1d,0.3860868566176471
AATSC1i,0.06779919175662596
AATSC1m,1.9738399999999998
AATSC1p,-0.007084634611702638
AATSC1s,0.00928125308193691
AATSC1v,-0.8098790265408432
AATSC2Z,2.798862390350877
AATSC2c,-0.001719799244910025
AATSC2d,0.07142612390350878
AATSC2i,-0.3730623570523335
AATSC2m,13.237604859649124
AATSC2p,0.021779434750845688
AATSC2s,0.07168626847372966
AATSC2v,10.085310877004327
AATSC3Z,0.1982421875
AATSC3c,-0.001125993888816131
AATSC3d,-0.09912109375
AATSC3i,-0.13670982322678182
AATSC3m,0.7829516562500007
AATSC3p,-0.021392127238261734
AATSC3s,-0.017194406340496893
AATSC3v,-4.114934955025842
AATSC4Z,0.05458192567567568
AATSC4c,0.0012113909368367999
AATSC4d,-0.19328019425675674
AATSC4i,0.07844316192577237
AATSC4m,0.12808740540540645
AATSC4p,-0.011558054064354388
AATSC4s,-0.022133179990690293
AATSC4v,-4.85220265892452
AATSC5Z,-0.7341452205882353
AATSC5c,-0.0005346430568314608
AATSC5d,-0.11575137867647059
AATSC5i,-0.03769590773971529
AATSC5m,-3.5042871176470576
AATSC5p,-0.008920849335859779
AATSC5s,-0.10562932591875342
AATSC5v,-6.619129047239534
AATSC6Z,-2.429625496031746
