DLiP-ID,T000BD
BIC0,0.3002184691275376
BIC1,0.7003157342794128
BIC2,0.8484451427203902
BIC3,0.9178297389253879
BIC4,0.9249425422447096
BIC5,0.9249425422447096
CIC0,3.826288414185747
CIC1,1.482526238723545
CIC2,0.6147869792568104
CIC3,0.20833333333333304
CIC4,0.16666666666666607
CIC5,0.16666666666666607
GGI1,5.5
GGI2,2.222222222222223
GGI3,1.3125
GGI4,1.2133333333333336
GGI5,0.9166666666666666
GGI6,0.5306122448979591
GGI7,0.3923611111111111
GGI8,0.36079617031997985
GGI9,0.12875000000000003
JGI1,0.19642857142857142
JGI2,0.061728395061728426
JGI3,0.0375
JGI4,0.03370370370370371
JGI5,0.02291666666666666
JGI6,0.012941762070681932
JGI7,0.011210317460317462
JGI8,0.012885577511427852
JGI9,0.005597826086956522
MIC0,19.391287404211816
MIC1,38.95010190489403
MIC2,44.00470087786586
MIC3,44.87286448629006
MIC4,44.91486448629006
MIC5,44.91486448629006
MPC2,36
MPC3,41
MPC4,51
MPC5,62
MPC6,61
MPC7,64
MPC8,66
MPC9,65
Mare,0.99575
NaaN,1
NaaO,0
NaaS,0
NdNH,1
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,1
NtCH,0
NtsC,0
RNCG,0.15892677161710017
RPCG,0.10051287078003303
SIC0,0.314894520116889
SIC1,0.7345503683270721
SIC2,0.8899210193125869
SIC3,0.962697451718533
SIC4,0.9701579613748266
SIC5,0.9701579613748266
SaaN,4.062749996129915
SaaO,0
SaaS,0
Sare,47.796
SdNH,7.087022558719056
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.241917596275911
SsSH,0
SssO,0
SssS,1.3621936675904927
StCH,0
StsC,0
TIC0,84.41635615369962
TIC1,196.91694057588535
TIC2,238.5684250302886
TIC3,258.0782000346155
TIC4,260.0782000346155
TIC5,260.0782000346155
Vabc,349.5066528693986
WPol,35
apol,54.86865299999998
bpol,26.973346999999997
nRot,9
ABCGG,16.677459184561194
ATS0Z,1362.0
ATS0d,149.0
ATS0i,7885.45308078683
ATS0m,5394.81937
ATS0p,75.926683001829
ATS0s,275.1145404663923
ATS0v,10738.583298305603
ATS1Z,1345.0
ATS1d,180.0
ATS1i,7374.753722062151
ATS1m,5124.832309999999
ATS1p,91.138814136
ATS1s,176.44444444444446
ATS1v,13072.394334348253
ATS2Z,1947.0
ATS2d,269.0
ATS2i,12085.284966819727
ATS2m,7296.117339999999
ATS2p,134.274171059396
ATS2s,294.7993827160494
ATS2v,18153.74053804976
ATS3Z,2147.0
ATS3d,305.0
ATS3i,16786.94256016473
ATS3m,7765.746157
ATS3p,156.630900871037
ATS3s,310.96913580246917
ATS3v,20231.425873415406
ATS4Z,2246.0
ATS4d,304.0
ATS4i,17020.66192650218
ATS4m,8187.41701
ATS4p,156.331160866131
ATS4s,307.8672839506173
ATS4v,20199.15527837832
ATS5Z,2165.0
ATS5d,310.0
ATS5i,17088.662347309422
ATS5m,7945.076389
ATS5p,155.05336980413102
ATS5s,350.83333333333337
ATS5v,21061.739647439586
ATS6Z,2178.0
ATS6d,312.0
ATS6i,18260.34934578277
ATS6m,7914.911096
ATS6p,155.94379785328198
ATS6s,463.6388888888889
ATS6v,21420.192854344525
ATS7Z,1966.0
ATS7d,288.0
ATS7i,18875.01994347784
ATS7m,6983.323113999999
ATS7p,144.478516176131
ATS7s,421.55555555555554
ATS7v,19703.44018176954
ATS8Z,1590.0
ATS8d,244.0
ATS8i,17199.451372060157
ATS8m,5582.913039
ATS8p,124.158657631527
ATS8s,353.9783950617284
ATS8v,16580.16610261098
C1SP1,0
C1SP2,4
C1SP3,1
C2SP1,0
C2SP2,8
C2SP3,3
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.2222222222222222
GGI10,0.1072339557188042
JGI10,0.007148930381253613
JGT10,0.40206175037130765
Kier1,23.28061224489796
Kier2,12.53858024691358
Kier3,8.90898274836407
MAXdO,12.103927005617571
MID_C,37.2304901474123
MID_N,9.36240097254804
MID_O,5.1747298933403325
MID_X,0.0
MID_h,16.616533803154308
MINdO,11.271238422678824
MPC10,55
MWC01,28.0
MWC02,4.859812404361672
MWC03,5.645446897643238
MWC04,6.481577129276431
MWC05,7.29505641646263
MWC06,8.139440521874608
MWC07,8.966866554188723
MWC08,9.815257251141714
MWC09,10.650862467799168
MWC10,11.501389177151898
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.20137
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.303304908059076
SRW05,0.0
SRW06,6.736966958001855
SRW07,0.0
SRW08,8.255568653283746
SRW09,0.0
SRW10,9.823198981307291
SaaCH,14.10347828770094
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.1729370590828934
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.3260388945927006
SdssS,0
SsCH3,0
SsNH2,5.189256861544227
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.395236522764758
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.305392242801865
VE1_D,5.106287253737659
VE2_A,0.15945897195562464
VE2_D,0.18912175013843183
VE3_A,2.45312002004995
VE3_D,2.6237243483234636
VR1_A,365.66519346216984
VR1_D,158.250960476558
VR2_A,13.543155313413697
VR2_D,5.861146684316963
VR3_A,6.894969915791156
VR3_D,6.0574339033782865
WPath,2030
Xc-3d,1.7718383821892056
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,19.64805360212559
Xp-1d,12.952397498181154
Xp-2d,11.493661969615689
Xp-3d,7.946162169807387
Xp-4d,6.495361396501095
Xp-5d,5.161655520131249
Xp-6d,3.401688870316619
Xp-7d,2.2957199848958374
ZMIC0,88.02457914589837
ZMIC1,40.40496112583023
ZMIC2,27.212531774228776
ZMIC3,24.48295781571515
ZMIC4,24.3335843781851
ZMIC5,24.3335843781851
nAcid,1
nAtom,48
nBase,3
nRing,2
piPC1,3.6375861597263857
piPC2,4.110873864173311
piPC3,4.460144413937834
piPC4,4.9344739331306915
piPC5,5.4116460518550396
piPC6,5.397313925119364
piPC7,5.6628519673041975
piPC8,5.941486177301741
piPC9,6.18440658968907
AATS0Z,28.375
AATS0d,3.1041666666666665
AATS0i,164.28027251639227
AATS0m,112.39207020833334
AATS0p,1.5818058958714376
AATS0s,5.7315529263831735
AATS0v,223.72048538136673
AATS1Z,27.448979591836736
AATS1d,3.673469387755102
AATS1i,150.50517800126838
AATS1m,104.5884144897959
AATS1p,1.8599757986938774
AATS1s,3.600907029478458
AATS1v,266.7835578438419
AATS2Z,24.645569620253166
AATS2d,3.4050632911392404
AATS2i,152.97829071923704
AATS2m,92.35591569620252
AATS2p,1.6996730513847595
AATS2s,3.7316377558993596
AATS2v,229.79418402594632
AATS3Z,20.447619047619046
AATS3d,2.9047619047619047
AATS3i,159.8756434301403
AATS3m,73.9594872095238
AATS3p,1.4917228654384476
AATS3s,2.961610817166373
AATS3v,192.68024641348006
AATS4Z,20.990654205607477
AATS4d,2.8411214953271027
AATS4i,159.07160678974
AATS4m,76.5179159813084
AATS4p,1.461038886599355
AATS4s,2.877264335987078
AATS4v,188.77715213437682
AATS5Z,20.046296296296298
AATS5d,2.8703703703703702
AATS5i,158.22835506767984
AATS5m,73.56552212037037
AATS5p,1.4356793500382503
AATS5s,3.2484567901234573
AATS5v,195.01610784666283
AATS6Z,18.93913043478261
AATS6d,2.7130434782608694
AATS6i,158.7856464850676
AATS6m,68.82531387826087
AATS6p,1.3560330248111476
AATS6s,4.031642512077295
AATS6v,186.2625465595176
AATS7Z,16.948275862068964
AATS7d,2.4827586206896552
AATS7i,162.71568916791242
AATS7m,60.201061327586196
AATS7p,1.2455044497942327
AATS7s,3.6340996168582373
AATS7v,169.85724294628915
AATS8Z,15.142857142857142
AATS8d,2.323809523809524
AATS8i,163.80429878152532
AATS8m,53.17060037142857
AATS8p,1.182463406014543
AATS8s,3.371222810111699
AATS8v,157.90634383439027
AMID_C,1.3789070424967518
AMID_N,0.34675559157585334
AMID_O,0.1916566627163086
AMID_X,0.0
AMID_h,0.615427177894604
ATS0dv,368.44444444444446
ATS0pe,307.0502
ATS0se,376.62420899999995
ATS1dv,333.66666666666663
ATS1pe,324.1855
ATS1se,387.244916
ATS2dv,402.66666666666663
ATS2pe,508.73300000000006
ATS2se,616.215752
ATS3dv,354.33333333333337
ATS3pe,662.0287000000001
ATS3se,818.305472
ATS4dv,392.3333333333333
ATS4pe,665.0473
ATS4se,826.074196
ATS5dv,496.3333333333333
ATS5pe,674.7911999999999
ATS5se,832.700542
ATS6dv,562.3333333333333
ATS6pe,730.2621
ATS6se,897.74677
ATS7dv,456.66666666666663
ATS7pe,734.794
ATS7se,908.1342500000001
ATS8dv,354.66666666666663
ATS8pe,650.7305000000001
ATS8se,811.3268860000001
ATSC0Z,495.0
ATSC0c,1.386085087970614
ATSC0d,25.479166666666664
ATSC0i,78.94993119112542
ATSC0m,2267.242249916667
ATSC0p,13.206493792778813
ATSC0s,104.5541552354824
ATSC0v,2362.790483448487
ATSC1Z,3.0625
ATSC1c,-0.9799532702737337
ATSC1d,4.510850694444443
ATSC1i,4.7474222112651026
ATSC1m,19.403516876735495
ATSC1p,1.7956114068968787
ATSC1s,-12.554626176459381
ATSC1v,207.50051035281552
ATSC2Z,7.9375
ATSC2c,0.7339678230525409
ATSC2d,-4.142795138888893
ATSC2i,10.318253056324082
ATSC2m,23.121360220485485
ATSC2p,-0.21874286608312887
ATSC2s,35.31237556679623
ATSC2v,-368.2870662128231
ATSC3Z,-129.9375
ATSC3c,-0.7233470392274979
ATSC3d,2.5143229166666647
ATSC3i,14.810148427615605
ATSC3m,-594.4805142343755
ATSC3p,2.366950736504972
ATSC3s,-46.693653192158216
ATSC3v,-98.0428188266939
ATSC4Z,-7.5625
ATSC4c,0.35438676987094114
ATSC4d,1.8485243055555542
ATSC4i,10.702065371711992
ATSC4m,-35.62464043923643
ATSC4p,-1.338483273707332
ATSC4s,-20.312807808451456
ATSC4v,76.26892410693439
ATSC5Z,23.0
ATSC5c,-0.44685771366032045
ATSC5d,-4.015625000000002
ATSC5i,-2.1341966933723655
ATSC5m,119.93829681249974
ATSC5p,-1.1971469935711405
ATSC5s,-6.955997085048009
ATSC5v,241.0344940578742
ATSC6Z,-50.0625
ATSC6c,0.6670166808701657
ATSC6d,-6.460503472222223
ATSC6i,-13.124166647518432
ATSC6m,-220.7480127170141
ATSC6p,-4.038114774249175
ATSC6s,33.88821432994208
ATSC6v,-492.82836079173376
ATSC7Z,-112.25
ATSC7c,-0.016764194273933886
ATSC7d,-3.8246527777777777
ATSC7i,-11.865226856051313
ATSC7m,-521.4652419236111
ATSC7p,-3.184523172349796
ATSC7s,-23.841166076055487
ATSC7v,-535.8037738916098
ATSC8Z,-40.9375
ATSC8c,-0.5964210358825803
ATSC8d,-5.548177083333332
ATSC8i,-18.044268981429255
ATSC8m,-182.74956748437472
ATSC8p,-0.36817550356946427
ATSC8s,-25.920776534636495
ATSC8v,-96.84933538729351
AXp-0d,0.7277056889676145
AXp-1d,0.46258562493504124
AXp-2d,0.3192683880448802
AXp-3d,0.19380883340993627
AXp-4d,0.12736002738237442
AXp-5d,0.08325250838921369
AXp-6d,0.055765391316665885
AXp-7d,0.03587062476399746
GATS1Z,0.7983508554937127
GATS1c,1.6945263262434933
GATS1d,0.9787908622156959
GATS1i,1.1567405307200942
GATS1m,0.7972810986181025
GATS1p,0.8693142671029376
GATS1s,0.7915469741290079
GATS1v,0.87161358861299
GATS2Z,0.9843498273878021
GATS2c,0.5329132131494613
GATS2d,1.3192709357566474
GATS2i,1.073558709056221
GATS2m,0.9761221692605594
GATS2p,1.133121236582586
GATS2s,0.44115540807394255
GATS2v,1.0983170047918203
GATS3Z,1.3455699855699856
GATS3c,1.1114909543695597
GATS3d,1.0452984464431725
GATS3i,0.9868511591982875
GATS3m,1.3189709243067933
GATS3p,1.1245680542703278
GATS3s,1.1247312554322226
GATS3v,1.0261210064310118
GATS4Z,1.3474841876711037
GATS4c,0.724112217769733
GATS4d,1.0516196574991785
GATS4i,0.9996535113392202
GATS4m,1.3116283624796186
GATS4p,1.353808228962515
GATS4s,0.9352275213876722
GATS4v,1.0335286526634655
GATS5Z,1.0070800598578376
GATS5c,0.9712680806567596
GATS5d,1.1870627782320342
GATS5i,1.0310550649752732
GATS5m,0.9966743682994831
GATS5p,1.1187447897805867
GATS5s,0.9037810150572032
GATS5v,0.9692510995177559
GATS6Z,0.9532103645147123
GATS6c,0.7040781731539182
GATS6d,1.1148067830353017
GATS6i,1.0428089306552275
GATS6m,0.9553781290335954
GATS6p,1.097141905650919
GATS6s,0.9145552994332277
GATS6v,1.0694813257055702
GATS7Z,0.9814176245210728
GATS7c,1.0052483253538154
GATS7d,0.9382242648095412
GATS7i,1.0070913866558506
GATS7m,0.9912384400912528
GATS7p,0.9970675164157357
GATS7s,1.1938628776690683
GATS7v,1.0482300569439627
GATS8Z,0.9060894660894662
GATS8c,1.1558565545563542
GATS8d,1.0013783436514425
GATS8i,0.9910890886211671
GATS8m,0.9182287250430695
GATS8p,0.8884587818579228
GATS8s,1.2074698887106723
GATS8v,0.9924113369724323
MATS1Z,0.006060606060606061
MATS1c,-0.6925651478922544
MATS1d,0.17342767033223752
MATS1i,0.058904877731052664
MATS1m,0.00838354469492291
MATS1p,0.1331894978139972
MATS1s,-0.11762716926951573
MATS1v,0.08602785878976241
MATS2Z,0.009742999616417338
MATS2c,0.32173719843337895
MATS2d,-0.09879213802953941
MATS2i,0.07940878754569401
MATS2m,0.006196259530848546
MATS2p,-0.01006376559582876
MATS2s,0.20521059683590376
MATS2v,-0.09470554340462783
MATS3Z,-0.12000000000000001
MATS3c,-0.23856611335630737
MATS3d,0.0451115523887396
MATS3i,0.08575502808887858
MATS3m,-0.11986479204101196
MATS3p,0.0819320130975202
MATS3s,-0.20415898328120055
MATS3v,-0.01896891604851916
MATS4Z,-0.006853582554517135
MATS4c,0.1146951539545726
MATS4d,0.03254598390658789
MATS4i,0.06080976195238474
MATS4m,-0.007048716172043761
MATS4p,-0.04546559474215101
MATS4s,-0.08715375868594685
MATS4v,0.014480376925210366
MATS5Z,0.020650953984287315
MATS5c,-0.143283720470764
MATS5d,-0.07004633415099486
MATS5i,-0.012014346933688951
MATS5m,0.023511342776187064
MATS5p,-0.04028815966028704
MATS5s,-0.029568927729924987
MATS5v,0.0453389509370077
MATS6Z,-0.04221343873517786
MATS6c,0.20085849336838016
MATS6d,-0.10583383696540939
MATS6i,-0.0693846461021579
MATS6m,-0.04063893082599867
MATS6p,-0.12762463824059736
MATS6s,0.13528535474592945
MATS6v,-0.08705904047414344
MATS7Z,-0.09383490073145247
MATS7c,-0.005004676866971666
MATS7d,-0.06211407787520794
MATS7i,-0.06218813581987258
MATS7m,-0.0951723269994232
MATS7p,-0.09977922582374553
MATS7s,-0.0943559830617691
MATS7v,-0.09383477205914573
MATS8Z,-0.03780663780663781
MATS8c,-0.19670481904011775
MATS8d,-0.0995444457423198
MATS8i,-0.10448151825814425
MATS8m,-0.03684769875142326
MATS8p,-0.012744397133157687
MATS8s,-0.11333359078572429
MATS8v,-0.018738005845832087
MAXaaN,4.062749996129915
MAXdNH,7.087022558719056
MAXsOH,9.241917596275911
MAXssS,1.3621936675904927
MINaaN,4.062749996129915
MINdNH,7.087022558719056
MINsOH,9.241917596275911
MINssS,1.3621936675904927
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.46547903617183
SpAD_D,313.03730202180157
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.3419775921796129
SssNH2,0
SsssAs,0
SsssCH,-0.339230009024833
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,556
TMWC10,128.3557088199001
TSRW10,61.16209076848652
VE1_Dt,5.127169303408543
VE2_Dt,0.18989515938550158
VE3_Dt,2.6278054871914533
VR1_Dt,155.19270604322517
VR2_Dt,5.747878001600932
VR3_Dt,6.037919382510834
Xc-3dv,0.8040578135444745
Xc-4dv,0.0
Xc-5dv,0.1343643696413162
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.17677669529663687
Xp-0dv,15.330491678775136
Xp-1dv,9.085358021069737
Xp-2dv,6.870066201371793
Xp-3dv,4.847383038821772
Xp-4dv,3.5130465191647144
Xp-5dv,2.444946523912618
Xp-6dv,1.4750277502796727
Xp-7dv,0.9059070543716213
Xpc-4d,2.6942819487217715
Xpc-5d,4.011850405520171
Xpc-6d,5.854959872366424
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,49
nFRing,0
nHBAcc,5
nHBDon,5
nHRing,1
nSpiro,0
naRing,2
piPC10,6.281390194611978
AATS0dv,7.6759259259259265
AATS0pe,6.396879166666667
AATS0se,7.846337687499999
AATS1dv,6.809523809523808
AATS1pe,6.616030612244898
AATS1se,7.902957469387755
AATS2dv,5.09704641350211
AATS2pe,6.439658227848102
AATS2se,7.800199392405062
AATS3dv,3.374603174603175
AATS3pe,6.305035238095239
AATS3se,7.793385447619047
AATS4dv,3.6666666666666665
AATS4pe,6.2153953271028035
AATS4se,7.720319588785047
AATS5dv,4.595679012345679
AATS5pe,6.2480666666666655
AATS5se,7.7101902037037044
AATS6dv,4.889855072463767
AATS6pe,6.350105217391305
AATS6se,7.806493652173913
AATS7dv,3.936781609195402
AATS7pe,6.334431034482758
AATS7se,7.82874353448276
AATS8dv,3.3777777777777773
AATS8pe,6.1974333333333345
AATS8se,7.726922723809524
AATSC0Z,10.3125
AATSC0c,0.028876772666054457
AATSC0d,0.5308159722222222
AATSC0i,1.644790233148446
AATSC0m,47.23421353993056
AATSC0p,0.2751352873495586
AATSC0s,2.1782115674058833
AATSC0v,49.224801738510145
AATSC1Z,0.0625
AATSC1c,-0.019999046332117014
AATSC1d,0.09205817743764169
AATSC1i,0.09688616757683882
AATSC1m,0.39599014034154073
AATSC1p,0.03664513075299752
AATSC1s,-0.256216860744069
AATSC1v,4.234704292914603
AATSC2Z,0.10047468354430379
AATSC2c,0.009290731937373935
AATSC2d,-0.052440444796061934
AATSC2i,0.1306107981813175
AATSC2m,0.2926754458289302
AATSC2p,-0.0027688970390269477
AATSC2s,0.4469920957822307
AATSC2v,-4.661861597630672
AATSC3Z,-1.2375
AATSC3c,-0.006889019421214265
AATSC3d,0.02394593253968252
AATSC3i,0.14104903264395816
AATSC3m,-5.661719183184529
AATSC3p,0.02254238796671402
AATSC3s,-0.4447014589729354
AATSC3v,-0.933741131682799
AATSC4Z,-0.07067757009345794
AATSC4c,0.0033120258866443097
AATSC4d,0.017275928089304244
AATSC4i,0.1000193025393644
AATSC4m,-0.3329405648526769
AATSC4p,-0.0125091894739003
AATSC4s,-0.18983932531263042
