DLiP-ID,C100IW
ZMIC0,65.73465906042567
ZMIC1,41.25106567079554
ZMIC2,25.230277638989698
ZMIC3,22.111354047552105
ZMIC4,21.932537875155255
ZMIC5,21.932537875155255
nAcid,0
nAtom,35
nBase,0
nRing,3
piPC1,3.4657359027997265
piPC2,4.154969184038536
piPC3,4.786449533203602
piPC4,5.44592885524981
piPC5,6.010500949556315
piPC6,6.26681503780901
piPC7,6.679628629506391
piPC8,7.072763100803703
piPC9,7.158741962588402
AATS0Z,23.771428571428572
AATS0d,3.4571428571428573
AATS0i,159.1448113720353
AATS0m,93.93048422857142
AATS0p,1.555177302078143
AATS0s,4.211904761904762
AATS0v,232.4289456733709
AATS1Z,25.945945945945947
AATS1d,4.027027027027027
AATS1i,144.04461680320267
AATS1m,99.10373486486483
AATS1p,1.83663417972973
AATS1s,3.3003003003003
AATS1v,273.70174388712616
AATS2Z,22.725806451612904
AATS2d,3.838709677419355
AATS2i,153.27290836561923
AATS2m,85.82011166129031
AATS2p,1.5997378190635967
AATS2s,3.348566308243728
AATS2v,234.84944991963152
AATS3Z,20.055555555555557
AATS3d,3.388888888888889
AATS3i,150.42936706081937
AATS3m,73.55992641666666
AATS3p,1.5403970253131525
AATS3s,3.0659722222222228
AATS3v,219.04474507862074
AATS4Z,15.698795180722891
AATS4d,2.8795180722891565
AATS4i,158.88415262355463
AATS4m,55.6495171686747
AATS4p,1.27466096397453
AATS4s,2.8691432396251675
AATS4v,174.74212025614915
AATS5Z,16.54794520547945
AATS5d,2.8493150684931505
AATS5i,160.27035654761076
AATS5m,59.705303013698625
AATS5p,1.2830621704484246
AATS5s,3.1073059360730593
AATS5v,179.2761964634426
AATS6Z,16.338461538461537
AATS6d,2.7846153846153845
AATS6i,156.5028721543745
AATS6m,57.62936067692307
AATS6p,1.3091672540298924
AATS6s,3.2145299145299147
AATS6v,181.69758495877954
AATS7Z,15.21311475409836
AATS7d,2.4754098360655736
AATS7i,163.73850958871773
AATS7m,54.881510852459016
AATS7p,1.1680193275759179
AATS7s,3.2654826958105647
AATS7v,161.03682077326448
AATS8Z,15.279069767441861
AATS8d,2.511627906976744
AATS8i,152.699945147993
AATS8m,52.9505881860465
AATS8p,1.3591932656406278
AATS8s,2.9573643410852712
AATS8v,181.55257573790882
AMID_C,1.649167978305858
AMID_N,0.11271966906431778
AMID_O,0.2863434262592042
AMID_X,0.0
AMID_h,0.399063095323522
ATS0dv,298.0
ATS0pe,221.3824
ATS0se,271.68199999999996
ATS1dv,303.0
ATS1pe,242.301
ATS1se,288.8132959999999
ATS2dv,439.0
ATS2pe,404.1953
ATS2se,488.72746800000004
ATS3dv,382.0
ATS3pe,458.49100000000004
ATS3se,557.0481199999999
ATS4dv,328.0
ATS4pe,514.987
ATS4se,638.0800120000001
ATS5dv,308.0
ATS5pe,455.6711000000001
ATS5se,564.1367360000002
ATS6dv,274.0
ATS6pe,410.988
ATS6se,506.98287199999993
ATS7dv,252.0
ATS7pe,376.40920000000006
ATS7se,471.05047199999996
ATS8dv,110.0
ATS8pe,264.582
ATS8se,326.96936
ATSC0Z,255.8857142857143
ATSC0c,0.8344371836703752
ATSC0d,21.542857142857137
ATSC0i,50.45831839857709
ATSC0m,1215.4958051428573
ATSC0p,8.19453311184857
ATSC0s,42.83809523809525
ATSC0v,1752.7302309964655
ATSC1Z,19.20653061224492
ATSC1c,-0.5595449255101501
ATSC1d,9.711836734693879
ATSC1i,-11.248021374091065
ATSC1m,88.93048102040831
ATSC1p,-0.9552219330922036
ATSC1s,-2.4201133786848072
ATSC1v,-53.4152132273323
ATSC2Z,64.23102040816329
ATSC2c,0.2266291056561169
ATSC2d,1.1812244897959174
ATSC2i,16.826882311890277
ATSC2m,303.8318903469389
ATSC2p,2.453712243000959
ATSC2s,11.714580498866212
ATSC2v,448.7347194440762
ATSC3Z,-72.9077551020408
ATSC3c,-0.042285917498609875
ATSC3d,-6.545306122448979
ATSC3i,-29.594494336251906
ATSC3m,-353.6641498367345
ATSC3p,-4.238773221431632
ATSC3s,-6.055034013605443
ATSC3v,-791.4409589618244
ATSC4Z,-53.12897959183674
ATSC4c,-0.11490203055416183
ATSC4d,-3.887346938775509
ATSC4i,-13.172902457381626
ATSC4m,-249.94394193877548
ATSC4p,-1.6110638383810407
ATSC4s,-7.943832199546485
ATSC4v,-324.15925404344557
ATSC5Z,19.95265306122449
ATSC5c,0.19854045911705712
ATSC5d,-5.989387755102041
ATSC5i,14.789631236903123
ATSC5m,99.3372465306122
ATSC5p,1.211954841811265
ATSC5s,0.7114965986394549
ATSC5v,293.74353544294786
ATSC6Z,-107.61632653061224
ATSC6c,-0.3324137458726361
ATSC6d,-1.7795918367346932
ATSC6i,-12.683774895371547
ATSC6m,-508.703999265306
ATSC6p,-2.330019821217061
ATSC6s,-12.847732426303857
ATSC6v,-604.6310778433741
ATSC7Z,102.3134693877551
ATSC7c,0.2798362039757102
ATSC7d,-1.0032653061224495
ATSC7i,27.60109549906702
ATSC7m,488.29419955102026
ATSC7p,4.085039659802488
ATSC7s,7.2242403628117895
ATSC7v,836.9536793657671
ATSC8Z,-95.7738775510204
ATSC8c,0.01382596271157321
ATSC8d,-9.181224489795918
ATSC8i,-19.22868348137593
ATSC8m,-461.5649610612244
ATSC8p,-3.6345145730779587
ATSC8s,-5.077278911564626
ATSC8v,-807.9360565837883
AXp-0d,0.705625984809643
AXp-1d,0.4395015952543646
AXp-2d,0.28263246918484647
AXp-3d,0.1790226897406892
AXp-4d,0.11196553261630471
AXp-5d,0.07487795760842415
AXp-6d,0.04795689320515151
AXp-7d,0.031257881197597225
GATS1Z,0.7146349118211556
GATS1c,1.6618516383055555
GATS1d,0.6611585059860924
GATS1i,1.292574786206994
GATS1m,0.7210241867090178
GATS1p,1.1123075955881756
GATS1s,0.5982438641398176
GATS1v,0.9498841358722419
GATS2Z,0.7661560460459018
GATS2c,0.9973609692107812
GATS2d,1.1582313681868746
GATS2i,0.8786383141684335
GATS2m,0.7660520838590444
GATS2p,0.793625410996198
GATS2s,0.5357025464125033
GATS2v,0.7731942568323292
GATS3Z,1.0094567267133143
GATS3c,1.0371374776727398
GATS3d,1.1617668729737698
GATS3i,1.3081604368951845
GATS3m,1.014697319847132
GATS3p,1.2330442888519932
GATS3s,0.8191011848887568
GATS3v,1.1591967137790082
GATS4Z,1.0669767053923598
GATS4c,1.0623601708476011
GATS4d,1.083857978332428
GATS4i,1.097147187828398
GATS4m,1.0655596548126252
GATS4p,1.0368511316189395
GATS4s,1.0759121412283188
GATS4v,1.037720821793419
GATS5Z,0.9601353955716531
GATS5c,0.9652500566533359
GATS5d,1.1890919661349517
GATS5i,0.8586860653110006
GATS5m,0.9566822390876819
GATS5p,0.8773259992812932
GATS5s,1.2195222229666756
GATS5v,0.8754963964365451
GATS6Z,1.2081114508537463
GATS6c,1.3431150885346395
GATS6d,0.9712303611507859
GATS6i,1.0835582323013482
GATS6m,1.2034558873418235
GATS6p,1.1208682823265137
GATS6s,1.5337813957200344
GATS6v,1.128487537494797
GATS7Z,0.8375280972916772
GATS7c,0.7317478816963342
GATS7d,0.9702352480758363
GATS7i,0.6204413529883022
GATS7m,0.8325708265431669
GATS7p,0.6723899020833892
GATS7s,1.362024591378803
GATS7v,0.7089073823226044
GATS8Z,1.2174766558991243
GATS8c,0.9432705077907911
GATS8d,1.2112146073653696
GATS8i,1.2450840700941614
GATS8m,1.224416989982825
GATS8p,1.3619275024536406
GATS8s,0.9395540998411004
GATS8v,1.3570518677887178
MATS1Z,0.07100177444080981
MATS1c,-0.6343188729111573
MATS1d,0.4264463402394439
MATS1i,-0.210867515137699
MATS1m,0.06920914711210467
MATS1p,-0.11026721141448692
MATS1s,-0.05344066832506138
MATS1v,-0.028828112570128395
MATS2Z,0.14170172456021557
MATS2c,0.1533198519369575
MATS2d,0.03095319585864634
MATS2i,0.1882553118666266
MATS2m,0.1411094977781918
MATS2p,0.16903466228907435
MATS2s,0.1543735686589499
MATS2v,0.14452765308836454
MATS3Z,-0.13850429259093835
MATS3c,-0.02463415430408486
MATS3d,-0.14769378131447097
MATS3i,-0.2851108198043434
MATS3m,-0.1414402847874047
MATS3p,-0.25144992793290843
MATS3s,-0.06871032187144903
MATS3v,-0.21950225832588588
MATS4Z,-0.08755387786070588
MATS4c,-0.05806628040419976
MATS4d,-0.07609216707679524
MATS4i,-0.11008766367845306
MATS4m,-0.08671197988471897
MATS4p,-0.08290457307622856
MATS4s,-0.07819695857685965
MATS4v,-0.07798899050534908
MATS5Z,0.03738520743727324
MATS5c,0.11407764772036257
MATS5d,-0.13329820864067443
MATS5i,0.14053022992510963
MATS5m,0.03918355519222399
MATS5p,0.07090998734075492
MATS5s,0.007963204346528429
MATS5v,0.08035232071661143
MATS6Z,-0.22645755316590507
MATS6c,-0.21450628101329808
MATS6d,-0.044480718220771265
MATS6i,-0.1353537961711819
MATS6m,-0.22535457292980166
MATS6p,-0.15310525205692796
MATS6s,-0.16149200214340276
MATS6v,-0.18575053628880894
MATS7Z,0.22941667459858395
MATS7c,0.1924192252234675
MATS7d,-0.026720876636082986
MATS7i,0.31385695444134215
MATS7m,0.23049754827261537
MATS7p,0.2860291346253438
MATS7s,0.09676097694907507
MATS7v,0.2739835918464444
MATS8Z,-0.3046496047861898
MATS8c,0.013486564117009677
MATS8d,-0.3468940842637716
MATS8i,-0.3101818390545124
MATS8m,-0.3090857315809146
MATS8p,-0.3610121253910776
MATS8s,-0.09647181693155613
MATS8v,-0.3751988526289608
MAXaaO,5.258964710884354
MAXssO,5.200044695347275
MINaaO,5.258964710884354
MINssO,5.200044695347275
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.234993828499945
SpAD_D,167.30181493589308
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.46476851851851864
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,615
TMWC10,115.68909181220027
TSRW10,68.00445554313293
VE1_Dt,4.438651411483941
VE2_Dt,0.22193257057419707
VE3_Dt,2.1834977747146453
VR1_Dt,102.70835497346327
VR2_Dt,5.135417748673164
VR3_Dt,5.325040647383745
Xc-3dv,0.592359207273277
Xc-4dv,0.0
Xc-5dv,0.05121244563300478
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.39660880187581576
Xch-7d,0.6612402812804254
Xp-0dv,11.420517132405477
Xp-1dv,6.401140700260163
Xp-2dv,4.776822677113999
Xp-3dv,3.2977274676276593
Xp-4dv,2.2752659277724843
Xp-5dv,1.5840253402942976
Xp-6dv,0.8361837276662317
Xp-7dv,0.4973206997963312
Xpc-4d,3.015605694426579
Xpc-5d,4.830380541295321
Xpc-6d,7.4020196440671615
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,1
nHBAcc,4
nHBDon,0
nHRing,1
nSpiro,0
naRing,3
piPC10,7.397994671639658
AATS0dv,8.514285714285714
AATS0pe,6.3252114285714285
AATS0se,7.762342857142856
AATS1dv,8.18918918918919
AATS1pe,6.548675675675676
AATS1se,7.805764756756755
AATS2dv,7.080645161290323
AATS2pe,6.519279032258064
AATS2se,7.882701096774194
AATS3dv,5.305555555555555
AATS3pe,6.3679305555555565
AATS3se,7.736779444444443
AATS4dv,3.9518072289156625
AATS4pe,6.204662650602409
AATS4se,7.687710987951808
AATS5dv,4.219178082191781
AATS5pe,6.2420698630136995
AATS5se,7.727900493150687
AATS6dv,4.2153846153846155
AATS6pe,6.322892307692308
AATS6se,7.799736492307691
AATS7dv,4.131147540983607
AATS7pe,6.170642622950821
AATS7se,7.722138885245901
AATS8dv,2.558139534883721
AATS8pe,6.153069767441861
AATS8se,7.603938604651162
AATSC0Z,7.311020408163266
AATSC0c,0.02384106239058215
AATSC0d,0.6155102040816325
AATSC0i,1.4416662399593454
AATSC0m,34.728451575510206
AATSC0p,0.2341295174813877
AATSC0s,1.223945578231293
AATSC0v,50.07800659989901
AATSC1Z,0.5190954219525654
AATSC1c,-0.015122835824598651
AATSC1d,0.2624820739106454
AATSC1i,-0.3040005776781369
AATSC1m,2.4035265140650894
AATSC1p,-0.02581680900249199
AATSC1s,-0.06540846969418398
AATSC1v,-1.4436544115495216
AATSC2Z,1.035984200131666
AATSC2c,0.003655308155743821
AATSC2d,0.01905200789993415
AATSC2i,0.2714013276111335
AATSC2m,4.9005143604344985
AATSC2p,0.0395760039193703
AATSC2s,0.18894484675590664
AATSC2v,7.237656765227035
AATSC3Z,-1.0126077097505666
AATSC3c,-0.0005873044097029149
AATSC3d,-0.09090702947845804
AATSC3i,-0.4110346435590542
AATSC3m,-4.912002081065757
AATSC3p,-0.05887185029766156
AATSC3s,-0.08409769463340894
AATSC3v,-10.99223554113645
AATSC4Z,-0.6401081878534547
AATSC4c,-0.0013843618139055642
AATSC4d,-0.04683550528645192
AATSC4i,-0.15870966816122442
AATSC4m,-3.011372794443078
AATSC4p,-0.01941040769133784
AATSC4s,-0.09570882168128295
AATSC4v,-3.9055331812463323
