DLiP-ID,C001GU
BIC4,0.8981967751909593
BIC5,0.8981967751909593
CIC0,3.349390177675801
CIC1,1.3269846818674802
CIC2,0.6440578525991878
CIC3,0.16475335371130573
CIC4,0.16475335371130573
CIC5,0.16475335371130573
GGI1,8.0
GGI2,3.777777777777779
GGI3,2.125
GGI4,1.8644444444444448
GGI5,1.0208333333333333
GGI6,0.43437641723356
GGI7,0.4982993197278911
GGI8,0.28872984378936756
GGI9,0.1965586419753087
JGI1,0.2666666666666667
JGI2,0.08785529715762277
JGI3,0.05182926829268293
JGI4,0.049064327485380116
JGI5,0.030934343434343432
JGI6,0.01277577697745765
JGI7,0.01916535845107273
JGI8,0.011549193751574701
JGI9,0.009359935332157555
MIC0,24.81720997274526
MIC1,46.832832601000234
MIC2,53.429107807141676
MIC3,53.912246742020656
MIC4,53.912246742020656
MIC5,53.912246742020656
MPC2,43
MPC3,52
MPC4,63
MPC5,72
MPC6,77
MPC7,72
MPC8,81
MPC9,80
Mare,1.0373658536585366
NaaN,2
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1295997199192635
RPCG,0.13082186518112746
SIC0,0.3748282471567788
SIC1,0.7523151094522926
SIC2,0.8797850488349857
SIC3,0.9692483892700823
SIC4,0.9692483892700823
SIC5,0.9692483892700823
SaaN,7.8335057279858304
SaaO,0
SaaS,0.747211714869092
Sare,42.532000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,82.3346349046336
TIC1,165.25326023277475
TIC2,193.25326023277472
TIC3,212.9047446871779
TIC4,212.9047446871779
TIC5,212.9047446871779
Vabc,325.1112429034956
WPol,41
apol,50.698308999999995
bpol,27.611690999999997
nRot,6
ABCGG,17.11815903697105
ATS0Z,1666.0
ATS0d,159.0
ATS0i,6630.7555312179375
ATS0m,6637.942218000001
ATS0p,76.488387763037
ATS0s,362.2473422496571
ATS0v,10672.43833005486
ATS1Z,1700.0
ATS1d,191.0
ATS1i,6369.129205600498
ATS1m,6653.252524000001
ATS1p,90.14197201000002
ATS1s,153.43672839506172
ATS1v,12879.466409870181
ATS2Z,2399.0
ATS2d,274.0
ATS2i,10535.661593688374
ATS2m,9306.737460000004
ATS2p,130.422649224547
ATS2s,382.08024691358014
ATS2v,18408.950360841645
ATS3Z,2574.0
ATS3d,285.0
ATS3i,13014.218719607568
ATS3m,9736.701148999999
ATS3p,135.137307887396
ATS3s,338.1203703703704
ATS3v,19061.628860237626
ATS4Z,2197.0
ATS4d,260.0
ATS4i,13749.432316942286
ATS4m,8199.37739
ATS4p,121.72469855594302
ATS4s,446.21604938271605
ATS4v,17477.481787714813
ATS5Z,1940.0
ATS5d,236.0
ATS5i,12734.58933939812
ATS5m,7258.710611999999
ATS5p,112.472196867339
ATS5s,339.5231481481481
ATS5v,15848.029743022358
ATS6Z,1895.0
ATS6d,218.0
ATS6i,10777.821142807756
ATS6m,7083.059050999998
ATS6p,110.184117087943
ATS6s,402.13271604938257
ATS6v,15346.041661148396
ATS7Z,1524.0
ATS7d,206.0
ATS7i,10740.151047623458
ATS7m,5523.636338999998
ATS7p,102.492421041698
ATS7s,268.51851851851853
ATS7v,14142.789738919173
ATS8Z,1555.0
ATS8d,183.0
ATS8i,9591.494192753744
ATS8m,5859.659543
ATS8p,91.13367930394298
ATS8s,318.5248628257887
ATS8v,12328.850295566268
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0625
GGI10,0.18794612794612794
JGI10,0.00989190147084884
JGT10,0.5490920690198073
Kier1,22.68
Kier2,9.871281773931855
Kier3,6.25
MAXdO,12.393828104448595
MID_C,33.188674463362304
MID_N,10.091137590364385
MID_O,8.687391003374204
MID_X,0.0
MID_h,23.05123827432996
MINdO,10.688800422550113
MPC10,84
MWC01,30.0
MWC02,4.990432586778736
MWC03,5.820082930352362
MWC04,6.698268054115413
MWC05,7.544861068658458
MWC06,8.423541635334782
MWC07,9.275472466913964
MWC08,10.155140812296054
MWC09,11.009389870915584
MWC10,11.889929368256357
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,1
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.8078200000000004
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.4510384535657
SRW05,2.3978952727983707
SRW06,6.963189985870238
SRW07,4.59511985013459
SRW08,8.548885638148727
SRW09,6.6052979209482015
SRW10,10.172025031140222
SaaCH,11.105783589153809
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.8917708656805172
SaasN,0
SdCH2,0
SddsN,-0.5773369170234806
SdsCH,0
SdssC,-0.5277843466358074
SdssS,0
SsCH3,1.7075014865908833
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,4.830536793779453
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.6861587185897795
VE1_D,5.210254362731457
VE2_A,0.1673628113782064
VE2_D,0.1860805129546949
VE3_A,2.5742326274976364
VE3_D,2.6802480937760707
VR1_A,206.43171414561394
VR1_D,169.93865247372725
VR2_A,7.3725612194862125
VR2_D,6.069237588347401
VR3_A,6.359589092791298
VR3_D,6.165056921301361
WPath,2386
Xc-3d,2.7941067350702142
Xc-4d,0.2041241452319315
Xc-5d,0.6329795093937625
Xc-6d,0.10206207261596575
Xp-0d,20.311190308942123
Xp-1d,13.242020625571206
Xp-2d,12.838372668349157
Xp-3d,9.778110134945035
Xp-4d,7.728711326083664
Xp-5d,5.537774472566576
Xp-6d,4.064649385619144
Xp-7d,2.2501183170357586
ZMIC0,92.25595487689185
ZMIC1,46.71505407326675
ZMIC2,32.104622136725624
ZMIC3,29.97152962421009
ZMIC4,29.97152962421009
ZMIC5,29.97152962421009
nAcid,0
nAtom,41
nBase,0
nRing,3
piPC1,3.7727609380946383
piPC2,4.409763389645481
piPC3,4.88563880392157
piPC4,5.396181101435489
piPC5,5.797576353942562
piPC6,6.026922179129087
piPC7,6.108969766399195
piPC8,6.4220286892711655
piPC9,6.599955529611256
AATS0Z,40.63414634146341
AATS0d,3.8780487804878048
AATS0i,161.72574466385214
AATS0m,161.9010297073171
AATS0p,1.8655704332448049
AATS0s,8.83530103047944
AATS0v,260.30337390377707
AATS1Z,39.53488372093023
AATS1d,4.441860465116279
AATS1i,148.11928385117437
AATS1m,154.72680288372095
AATS1p,2.0963249304651166
AATS1s,3.568296009187482
AATS1v,299.52247464814377
AATS2Z,34.768115942028984
AATS2d,3.971014492753623
AATS2i,152.69074773461412
AATS2m,134.88025304347832
AATS2p,1.890183322094884
AATS2s,5.5373948828055095
AATS2v,266.7963820411833
AATS3Z,31.012048192771083
AATS3d,3.433734939759036
AATS3i,156.79781589888637
AATS3m,117.30965239759034
AATS3p,1.6281603359927228
AATS3s,4.073739402052655
AATS3v,229.65817903900754
AATS4Z,25.847058823529412
AATS4d,3.0588235294117645
AATS4i,161.75802725814455
AATS4m,96.4632634117647
AATS4p,1.4320552771287414
AATS4s,5.24960058097313
AATS4v,205.61743279664486
AATS5Z,24.871794871794872
AATS5d,3.0256410256410255
AATS5i,163.2639658897195
AATS5m,93.06039246153844
AATS5p,1.4419512418889615
AATS5s,4.3528608736942065
AATS5v,203.17986850028663
AATS6Z,27.86764705882353
AATS6d,3.2058823529411766
AATS6i,158.49736974717288
AATS6m,104.16263310294116
AATS6p,1.6203546630579853
AATS6s,5.9137164124909205
AATS6v,225.67708325218229
AATS7Z,22.41176470588235
AATS7d,3.0294117647058822
AATS7i,157.9433977591685
AATS7m,81.22994616176467
AATS7p,1.5072414859073235
AATS7s,3.94880174291939
AATS7v,207.982202042929
AATS8Z,25.491803278688526
AATS8d,3.0
AATS8i,157.2376097172745
AATS8m,96.05999250819671
AATS8p,1.49399474268759
AATS8s,5.221719062717848
AATS8v,202.11229992731586
AMID_C,1.1853098022629394
AMID_N,0.3603977710844423
AMID_O,0.31026396440622156
AMID_X,0.0
AMID_h,0.8232585097974986
ATS0dv,476.8888888888889
ATS0pe,285.6488
ATS0se,343.24274599999995
ATS1dv,373.6666666666667
ATS1pe,296.6523
ATS1se,351.83396399999987
ATS2dv,635.0
ATS2pe,478.18950000000007
ATS2se,569.4971659999997
ATS3dv,515.0
ATS3pe,563.7932000000001
ATS3se,682.495736
ATS4dv,600.0
ATS4pe,585.0079
ATS4se,707.9711199999998
ATS5dv,483.33333333333337
ATS5pe,524.3139
ATS5se,640.178482
ATS6dv,498.6666666666667
ATS6pe,467.1651999999999
ATS6se,565.792522
ATS7dv,325.3333333333333
ATS7pe,452.34170000000006
ATS7se,552.2770700000001
ATS8dv,400.44444444444446
ATS8pe,398.97990000000004
ATS8se,485.78447900000003
ATSC0Z,528.0487804878048
ATSC0c,0.9885513137765833
ATSC0d,29.02439024390244
ATSC0i,75.51597637017497
ATSC0m,2347.173318
ATSC0p,13.79769177622039
ATSC0s,154.4347669711265
ATSC0v,1828.8258678127722
ATSC1Z,80.19274241522899
ATSC1c,-0.6234307331871044
ATSC1d,3.267102914931587
ATSC1i,-3.882209409400896
ATSC1m,349.53675399999975
ATSC1p,-0.17139190747235933
ATSC1s,-21.683406194382638
ATSC1v,68.95136305820813
ATSC2Z,67.84473527662101
ATSC2c,0.4395956712920462
ATSC2d,-5.797144556811425
ATSC2i,8.48484893959878
ATSC2m,317.29887
ATSC2p,1.0313492059195144
ATSC2s,64.53699434860205
ATSC2v,-55.079772387464196
ATSC3Z,-85.07436049970258
ATSC3c,-0.18110455814198717
ATSC3d,-7.390838786436645
ATSC3i,-44.5476124788242
ATSC3m,-400.1853910000001
ATSC3p,-7.845916075089934
ATSC3s,-40.041683650237594
ATSC3v,-614.8901847899231
ATSC4Z,-127.34503271861986
ATSC4c,-0.1604698110731992
ATSC4d,-1.1237358715050567
ATSC4i,-19.81953568914991
ATSC4m,-558.8632
ATSC4p,-2.123321373046908
ATSC4s,-19.179910179860602
ATSC4v,-400.7917838274443
ATSC5Z,21.955978584176094
ATSC5c,-0.2612557455297004
ATSC5d,-1.0220107079119578
ATSC5i,23.992765917515616
ATSC5m,122.405832
ATSC5p,4.793976167134696
ATSC5s,-54.43448992981347
ATSC5v,637.3359245452891
ATSC6Z,-226.83700178465196
ATSC6c,0.6842337839652964
ATSC6d,-2.6502082093991683
ATSC6i,18.637604620529512
ATSC6m,-967.4905990000004
ATSC6p,-1.5098378007640139
ATSC6s,57.42423154696768
ATSC6v,13.615899833467616
ATSC7Z,-234.3248066627008
ATSC7c,-0.7022305668509811
ATSC7d,-2.1867935752528256
ATSC7i,0.9372657538347373
ATSC7m,-1082.048571
ATSC7p,-0.6945789382068428
ATSC7s,-78.5663962759772
ATSC7v,-538.4847707430462
ATSC8Z,197.7079119571684
ATSC8c,0.5478394328881566
ATSC8d,-1.0850684116597262
ATSC8i,-5.1073637012560225
ATSC8m,824.8832030000004
ATSC8p,0.10559807143622427
ATSC8s,64.95405617655243
ATSC8v,-401.6876430011321
AXp-0d,0.7253996538907901
AXp-1d,0.4414006875190402
AXp-2d,0.29856680624067805
AXp-3d,0.18804057951817374
AXp-4d,0.12267795755688356
AXp-5d,0.07691353434120245
AXp-6d,0.05278765435869018
AXp-7d,0.03125164329216332
GATS1Z,0.7663139803426608
GATS1c,1.6035799487136833
GATS1d,1.0256009380496383
GATS1i,1.2068944796701238
GATS1m,0.7476773605530526
GATS1p,1.0638160809917037
GATS1s,0.6612365079607172
GATS1v,0.8197369251051958
GATS2Z,0.8222780064932892
GATS2c,0.7555790328713686
GATS2d,1.1784191937644621
GATS2i,1.0152712085398021
GATS2m,0.8072082746587468
GATS2p,0.9507980539837313
GATS2s,0.47583210451739943
GATS2v,0.9071453429423718
GATS3Z,1.1946687442611093
GATS3c,1.1081890908488257
GATS3d,1.1290877796901893
GATS3i,1.355272249349003
GATS3m,1.1828237531341144
GATS3p,1.3984186743617908
GATS3s,0.9238144631887885
GATS3v,1.1290229250379733
GATS4Z,1.033326993614998
GATS4c,1.1702987559206262
GATS4d,0.972812654473554
GATS4i,1.0903580607279273
GATS4m,1.0364838390385163
GATS4p,0.9848892321420311
GATS4s,1.0877785146842047
GATS4v,1.0493107130819683
GATS5Z,0.9240599277550781
GATS5c,1.1599832549928408
GATS5d,1.0247791424262012
GATS5i,0.768949772627181
GATS5m,0.9272639147677885
GATS5p,0.7369777641082611
GATS5s,1.170600176091141
GATS5v,0.8229334954390886
GATS6Z,1.4231082733324278
GATS6c,0.5913149783254085
GATS6d,1.084280771131982
GATS6i,0.8767092992301586
GATS6m,1.3967117670886282
GATS6p,1.2209664326446374
GATS6s,0.7630410122839737
GATS6v,0.9882057866116363
GATS7Z,1.1362586605080833
GATS7c,1.2252047027838937
GATS7d,0.9322787938704893
GATS7i,0.9127359403910033
GATS7m,1.1540514424147412
GATS7p,0.934486946865611
GATS7s,1.256722777302809
GATS7v,1.1624920886143646
GATS8Z,0.543293075379548
GATS8c,0.36162635568084694
GATS8d,0.9262983882077419
GATS8i,0.9400439631635882
GATS8m,0.5755143844103271
GATS8p,0.8232724211548775
GATS8s,0.48339478184524953
GATS8v,1.1789526033578213
MATS1Z,0.14480262097857022
MATS1c,-0.6013182589666525
MATS1d,0.10732851280046896
MATS1i,-0.04901799205705352
MATS1m,0.1419917430052088
MATS1p,-0.011844023877050526
MATS1s,-0.13387449004652627
MATS1v,0.035948924429089785
MATS2Z,0.0763443451484419
MATS2c,0.2642341560137967
MATS2d,-0.11868225551090007
MATS2i,0.06676364493998473
MATS2m,0.08032636823833797
MATS2p,0.04441544988209881
MATS2s,0.2483124095551666
MATS2v,-0.017895941314132816
MATS3Z,-0.07958485211052063
MATS3c,-0.09049736367767737
MATS3d,-0.12578718234281663
MATS3i,-0.2914012131714281
MATS3m,-0.08422127953506763
MATS3p,-0.2808943369466557
MATS3s,-0.12807755177995914
MATS3v,-0.16608521347006613
MATS4Z,-0.11632495584839017
MATS4c,-0.07829951188419908
MATS4d,-0.018675234799802275
MATS4i,-0.12659587801064587
MATS4m,-0.11484848867700623
MATS4p,-0.07422910483601157
MATS4s,-0.05990546214561888
MATS4v,-0.10570885896301396
MATS5Z,0.02185586545863683
MATS5c,-0.13891715697611112
MATS5d,-0.018508942038353814
MATS5i,0.16700548269450566
MATS5m,0.027412345983784343
MATS5p,0.18263276135318884
MATS5s,-0.18527564536230884
MATS5v,0.1831830547413025
MATS6Z,-0.2590089661730743
MATS6c,0.4173306098890045
MATS6d,-0.055054374691052906
MATS6i,0.1488079714603801
MATS6m,-0.24852869428592164
MATS6p,-0.06597794722747394
MATS6s,0.2241945541532202
MATS6v,0.004488993079540754
MATS7Z,-0.2675587556038582
MATS7c,-0.4283072797841929
MATS7d,-0.045427582797825
MATS7i,0.007483398129060037
MATS7m,-0.2779563117021846
MATS7p,-0.030352195783637462
MATS7s,-0.30673737741028684
MATS7v,-0.17753174148373654
MATS8Z,0.25165410971869917
MATS8c,0.3724844037570493
MATS8d,-0.02512742802038848
MATS8i,-0.045458171772909325
MATS8m,0.23621165491609106
MATS8p,0.005144030906304722
MATS8s,0.2826931083695036
MATS8v,-0.14762847638757481
MAXaaN,3.983558419548471
MAXaaS,0.747211714869092
MINaaN,3.84994730843736
MINaaS,0.747211714869092
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.894286296665896
SdssSe,0
SdsssP,0
SpAD_A,34.57213894787345
SpAD_D,353.2364466977051
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,682
TMWC10,133.80711879362173
TSRW10,76.84432601677936
VE1_Dt,5.2131522236029095
VE2_Dt,0.1861840079858182
VE3_Dt,2.6808041233086635
VR1_Dt,170.33928993031094
VR2_Dt,6.083546068939676
VR3_Dt,6.167411688341968
Xc-3dv,1.3638413330625567
Xc-4dv,0.05103103630798288
Xc-5dv,0.18071565230917255
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.30274943015462097
Xch-7d,0.5343715079280775
Xp-0dv,15.973676722164782
Xp-1dv,10.079798828245776
Xp-2dv,8.309410294332299
Xp-3dv,5.868404395549449
Xp-4dv,3.8368707770181305
Xp-5dv,2.3964015285235534
Xp-6dv,1.5001854286236571
Xp-7dv,0.7779021865270881
Xpc-4d,5.148678262461416
Xpc-5d,7.042955440421251
Xpc-6d,9.178487981137282
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,43
nFRing,0
nHBAcc,8
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,6.953116953544424
AATS0dv,11.631436314363144
AATS0pe,6.967043902439024
AATS0se,8.371774292682925
AATS1dv,8.689922480620156
AATS1pe,6.898890697674419
AATS1se,8.182185209302322
AATS2dv,9.202898550724637
AATS2pe,6.930282608695653
AATS2se,8.253582115942024
AATS3dv,6.204819277108434
AATS3pe,6.792689156626507
AATS3se,8.222840192771084
AATS4dv,7.0588235294117645
AATS4pe,6.882445882352941
AATS4se,8.329071999999998
AATS5dv,6.196581196581197
AATS5pe,6.721973076923077
AATS5se,8.207416435897436
AATS6dv,7.333333333333334
AATS6pe,6.870076470588234
AATS6se,8.320478264705882
AATS7dv,4.784313725490196
AATS7pe,6.652083823529413
AATS7se,8.12172161764706
AATS8dv,6.564663023679417
AATS8pe,6.5406540983606565
AATS8se,7.963679983606558
AATSC0Z,12.879238548483045
AATSC0c,0.024111007653087397
AATSC0d,0.7079119571683522
AATSC0i,1.8418530821993895
AATSC0m,57.24812970731708
AATSC0p,0.3365290677126924
AATSC0s,3.7667016334421097
AATSC0v,44.60550897104323
AATSC1Z,1.8649474980285812
AATSC1c,-0.014498389143886148
AATSC1d,0.07597913755654853
AATSC1i,-0.09028393975350921
AATSC1m,8.128761720930227
AATSC1p,-0.003985858313310682
AATSC1s,-0.5042652603344799
AATSC1v,1.6035200711211193
AATSC2Z,0.9832570329945074
AATSC2c,0.006370951757855741
AATSC2d,-0.08401658777987572
AATSC2i,0.12296882521157652
AATSC2m,4.598534347826087
AATSC2p,0.014947089940862527
AATSC2s,0.935318758675392
AATSC2v,-0.7982575708328145
AATSC3Z,-1.0249922951771395
AATSC3c,-0.002181982628216713
AATSC3d,-0.08904625043899572
AATSC3i,-0.5367182226364361
AATSC3m,-4.821510734939761
AATSC3p,-0.09452910933843295
AATSC3s,-0.4824299234968385
AATSC3v,-7.408315479396664
AATSC4Z,-1.498176855513175
AATSC4c,-0.0018878801302729315
AATSC4d,-0.013220422017706549
AATSC4i,-0.233171008107646
AATSC4m,-6.574861176470589
AATSC4p,-0.02498025144761068
