DLiP-ID,T004UW
VR2_A,15.849608658341491
VR2_D,6.468044515640028
VR3_A,7.328534125669267
VR3_D,6.432263140110223
WPath,2755
Xc-3d,2.0837769564868265
Xc-4d,0.0
Xc-5d,0.6596483877919177
Xc-6d,0.0
Xp-0d,22.380104409694464
Xp-1d,14.863081100704113
Xp-2d,13.380828118531927
Xp-3d,10.684830702525757
Xp-4d,8.152110587652093
Xp-5d,6.698669281503461
Xp-6d,4.503736707799164
Xp-7d,3.1791779189350664
ZMIC0,101.91580942045125
ZMIC1,57.588779860897304
ZMIC2,39.101378585755945
ZMIC3,28.15863850056859
ZMIC4,26.086654230254826
ZMIC5,25.955039211632393
nAcid,0
nAtom,59
nBase,1
nRing,3
piPC1,3.7954891891721947
piPC2,4.334017415487521
piPC3,4.8549556682487225
piPC4,5.376724121395563
piPC5,5.853638230200579
piPC6,6.054292621890852
piPC7,6.396095974467569
piPC8,6.734034132407353
piPC9,7.009168953599784
AATS0Z,24.949152542372882
AATS0d,3.1186440677966103
AATS0i,161.76188869295038
AATS0m,98.5652965084746
AATS0p,1.5918503277249492
AATS0s,4.117760572876706
AATS0v,220.97569440054326
AATS1Z,25.34426229508197
AATS1d,3.737704918032787
AATS1i,146.56705053050499
AATS1m,95.95076778688531
AATS1p,1.9055480760655745
AATS1s,3.0267658368751262
AATS1v,266.83479516711907
AATS2Z,22.14423076923077
AATS2d,3.4326923076923075
AATS2i,152.16504241326473
AATS2m,82.83349231730774
AATS2p,1.6601246230128757
AATS2s,2.83517331433998
AATS2v,224.39329027911512
AATS3Z,18.978102189781023
AATS3d,2.9197080291970803
AATS3i,157.87570032663942
AATS3m,69.29949662043799
AATS3p,1.443020906930853
AATS3s,2.960867802108677
AATS3v,188.30627332999
AATS4Z,18.644295302013422
AATS4d,2.7583892617449663
AATS4i,162.95763525823716
AATS4m,67.58967534899331
AATS4p,1.3580339030047992
AATS4s,2.7059201259424968
AATS4v,175.01159224776146
AATS5Z,20.5
AATS5d,3.0597014925373136
AATS5i,157.35330518652245
AATS5m,74.56842377611942
AATS5p,1.5100798297214777
AATS5s,2.9660263497328168
AATS5v,199.07933094157153
AATS6Z,19.755395683453237
AATS6d,3.035971223021583
AATS6i,156.6928542113501
AATS6m,71.15184600719422
AATS6p,1.4716662982337407
AATS6s,3.4211075583977264
AATS6v,198.87079649499515
AATS7Z,16.7012987012987
AATS7d,2.603896103896104
AATS7i,159.39877670445247
AATS7m,58.46243535064934
AATS7p,1.3851775220028117
AATS7s,3.028679653679654
AATS7v,181.58691143708583
AATS8Z,13.624277456647398
AATS8d,2.38728323699422
AATS8i,162.24327264649546
AATS8m,47.366279052023124
AATS8p,1.238740740063896
AATS8s,2.7809890815671165
AATS8v,157.05291459446946
AMID_C,1.5792378132496607
AMID_N,0.2514432917922395
AMID_O,0.11381487461192735
AMID_X,0.0
AMID_h,0.4327279674185524
ATS0dv,374.44444444444446
ATS0pe,358.86999999999995
ATS0se,445.34320099999985
ATS1dv,372.3333333333333
ATS1pe,389.413
ATS1se,467.5325919999998
ATS2dv,505.66666666666663
ATS2pe,645.9589000000001
ATS2se,788.7094199999995
ATS3dv,519.3333333333334
ATS3pe,841.1712000000005
ATS3se,1040.243182
ATS4dv,513.6666666666666
ATS4pe,915.9358999999998
ATS4se,1143.2906380000002
ATS5dv,550.3333333333333
ATS5pe,833.4288
ATS5se,1029.845756
ATS6dv,558.3333333333333
ATS6pe,887.6990000000001
ATS6se,1087.371058
ATS7dv,479.0
ATS7pe,956.405
ATS7se,1182.1681239999996
ATS8dv,436.0
ATS8pe,1026.1497
ATS8se,1291.7293799999998
ATSC0Z,559.7288135593221
ATSC0c,0.926015871935839
ATSC0d,34.23728813559321
ATSC0i,92.85272183625843
ATSC0m,2584.897282542373
ATSC0p,16.341350371812403
ATSC0s,80.78282299876777
ATSC0v,3085.794951815478
ATSC1Z,23.704108014938207
ATSC1c,-0.582409362063629
ATSC1d,13.212295317437517
ATSC1i,3.7772990760827803
ATSC1m,111.56864155788574
ATSC1p,1.3906773540325232
ATSC1s,-7.955909091446453
ATSC1v,178.73658469788236
ATSC2Z,124.35937948865265
ATSC2c,-0.04145269545692773
ATSC2d,-0.36742315426601435
ATSC2i,-8.378085706364379
ATSC2m,559.4945789592072
ATSC2p,1.0651098176738736
ATSC2s,7.20522637291446
ATSC2v,131.00988841985605
ATSC3Z,97.98563631140475
ATSC3c,0.5277113711761676
ATSC3d,8.49985636311405
ATSC3i,-1.5612089804865596
ATSC3m,429.3757198083885
ATSC3p,-0.19702964904153963
ATSC3s,12.015097734162602
ATSC3v,-238.44919424672162
ATSC4Z,99.76960643493247
ATSC4c,-0.5884942098950106
ATSC4d,6.943119793162884
ATSC4i,18.077759991714558
ATSC4m,476.76570824044796
ATSC4p,5.037691496959805
ATSC4s,-32.73892183276726
ATSC4v,975.2826133682026
ATSC5Z,-112.04510198218907
ATSC5c,0.12278754442676038
ATSC5d,-13.013501867279517
ATSC5i,-8.29623084184989
ATSC5m,-467.1234910623381
ATSC5p,-4.114736709071945
ATSC5s,11.81912539913912
ATSC5v,99.2499775130365
ATSC6Z,-240.20856075840285
ATSC6c,0.482903680164165
ATSC6d,-20.1861534041942
ATSC6i,-25.90807971929767
ATSC6m,-1114.793693667624
ATSC6p,-5.764742815527706
ATSC6s,-21.70566802185804
ATSC6v,-1206.4696767027433
ATSC7Z,-359.22436081585755
ATSC7c,-0.5526190296933917
ATSC7d,-6.297328353921287
ATSC7i,-11.888303028292452
ATSC7m,-1656.1451384326338
ATSC7p,-6.221913264206367
ATSC7s,-26.0678700048746
ATSC7v,-1311.274777262766
ATSC8Z,2.6765297328354283
ATSC8c,0.05470894080055505
ATSC8d,-6.611031312841139
ATSC8i,31.103095950702482
ATSC8m,24.518472274058944
ATSC8p,4.179112897450031
ATSC8s,15.336314242040569
ATSC8v,525.8372046811471
AXp-0d,0.7219388519256279
AXp-1d,0.45039639699103373
AXp-2d,0.29735173596737613
AXp-3d,0.1874531702197501
AXp-4d,0.11481845898101539
AXp-5d,0.07526594698318495
AXp-6d,0.046430275338135714
AXp-7d,0.029436832582732095
GATS1Z,0.8145337916190112
GATS1c,1.7082529857879776
GATS1d,0.8609154358058759
GATS1i,1.1390613767742217
GATS1m,0.8175353630490837
GATS1p,0.9225739136897344
GATS1s,0.6929125554883743
GATS1v,0.9362663424509222
GATS2Z,0.8195074328227487
GATS2c,1.0546090191955235
GATS2d,1.3031226199543036
GATS2i,1.1528141030577035
GATS2m,0.821381048765063
GATS2p,0.9853598132294831
GATS2s,0.5976136021488117
GATS2v,0.9712805063265619
GATS3Z,0.9624707799326654
GATS3c,0.9085561930845735
GATS3d,1.013962564139626
GATS3i,1.0558411746737988
GATS3m,0.9590435070944952
GATS3p,1.031399267002328
GATS3s,0.8998511291752637
GATS3v,1.0112071979200954
GATS4Z,1.2368525554731802
GATS4c,1.5623945318376444
GATS4d,0.9834640175426941
GATS4i,0.9836306340014968
GATS4m,1.2027590140923028
GATS4p,1.021107516898375
GATS4s,1.4055812751185295
GATS4v,0.8400475880910181
GATS5Z,1.5164326441918312
GATS5c,1.2608865614763607
GATS5d,1.4348936013004288
GATS5i,1.166290638819981
GATS5m,1.4608123817839611
GATS5p,1.387864666437528
GATS5s,1.00822887029073
GATS5v,0.9851811667832413
GATS6Z,1.2852061374156485
GATS6c,1.1351707398742497
GATS6d,1.5782783674050862
GATS6i,1.1949063753832225
GATS6m,1.271169471556128
GATS6p,1.1900745746685886
GATS6s,1.7913791455215615
GATS6v,1.1069980284409897
GATS7Z,1.308391024551998
GATS7c,1.4853174625705612
GATS7d,1.0945383824096697
GATS7i,1.1190908856789568
GATS7m,1.2981959136705221
GATS7p,1.1551228541885177
GATS7s,1.3186734701887022
GATS7v,1.111514808921541
GATS8Z,0.9221125221243893
GATS8c,0.9211951144655534
GATS8d,1.0134979682939396
GATS8i,0.8209772373503429
GATS8m,0.9279070485096502
GATS8p,0.84406088611084
GATS8s,1.0089162429900058
GATS8v,0.9194240543497442
MATS1Z,0.040960771699072245
MATS1c,-0.6083199977619179
MATS1d,0.3732510956013635
MATS1i,0.039346754004459916
MATS1m,0.04174659242318163
MATS1p,0.08231151922009754
MATS1s,-0.09525613648282322
MATS1v,0.05602328460108456
MATS2Z,0.1260432389497614
MATS2c,-0.025395280699068427
MATS2d,-0.00608815689261232
MATS2i,-0.051188079078772236
MATS2m,0.1227923370849877
MATS2p,0.03697644190783089
MATS2s,0.050599622474631484
MATS2v,0.024085501023076758
MATS3Z,0.07539042607367168
MATS3c,0.24541972572711024
MATS3d,0.10691623906916245
MATS3i,-0.00724098830978673
MATS3m,0.07153616215514974
MATS3p,-0.005192483038004764
MATS3s,0.06405303706293108
MATS3v,-0.033278231569388264
MATS4Z,0.07058076127672855
MATS4c,-0.2516456960170667
MATS4d,0.08030101667884912
MATS4i,0.07709313745642536
MATS4m,0.07303439972598094
MATS4p,0.12207011950473559
MATS4s,-0.16047636944729166
MATS4v,0.12514951214857026
MATS5Z,-0.08813784457075091
MATS5c,0.05838255496970229
MATS5d,-0.16735628786759274
MATS5i,-0.03933991362874633
MATS5m,-0.0795674850620048
MATS5p,-0.1108667515465167
MATS5s,0.06441893312931962
MATS5v,0.01416154269712095
MATS6Z,-0.18215790739501425
MATS6c,0.2213498825906898
MATS6d,-0.2502599900277799
MATS6i,-0.11843438171246595
MATS6m,-0.18305787839842874
MATS6p,-0.14973702712340167
MATS6s,-0.11404896333037905
MATS6v,-0.16595355418876395
MATS7Z,-0.2458778503473271
MATS7c,-0.22863288483880095
MATS7d,-0.0704674038832455
MATS7i,-0.0490519772783856
MATS7m,-0.24546320184971937
MATS7p,-0.1458704429297393
MATS7s,-0.12362827560403507
MATS7v,-0.16280132459194474
MATS8Z,0.0016307985504324274
MATS8c,0.02014864219394958
MATS8d,-0.0658530303897442
MATS8i,0.11423913070278989
MATS8m,0.003234863984282846
MATS8p,0.08721718601313129
MATS8s,0.06474524542330637
MATS8v,0.05811525595395267
MAXaaN,4.683709057697152
MAXaaS,1.4252550495506842
MINaaN,4.683709057697152
MINaaS,1.4252550495506842
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.57402674892297
SpAD_D,369.9071061347405
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.4124963623471021
SssNH2,0
SsssAs,0
SsssCH,-0.8724200379554405
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,894
TMWC10,140.55385179804594
TSRW10,80.43733069473235
VE1_Dt,5.461892797584626
VE2_Dt,0.17619009024466534
VE3_Dt,2.8291975073973528
VR1_Dt,199.77846042973147
VR2_Dt,6.444466465475209
VR3_Dt,6.428611166237107
Xc-3dv,1.2615830896411488
Xc-4dv,0.0
Xc-5dv,0.2596721534308325
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3707908118985982
Xch-7d,0.4720848043867317
Xp-0dv,18.778465597660585
Xp-1dv,11.123423621607861
Xp-2dv,8.813735772141612
Xp-3dv,6.022230612513691
Xp-4dv,4.362047235900791
Xp-5dv,2.9635674077491108
Xp-6dv,1.9191092733323136
Xp-7dv,1.1893985673478549
Xpc-4d,4.8380694322751365
Xpc-5d,6.3215829173911295
Xpc-6d,9.862554554091108
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,61
nFRing,0
nHBAcc,5
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,7.160354471877207
AATS0dv,6.346516007532957
AATS0pe,6.082542372881355
AATS0se,7.548189847457625
AATS1dv,6.103825136612022
AATS1pe,6.383819672131148
AATS1se,7.664468721311472
AATS2dv,4.862179487179487
AATS2pe,6.21114326923077
AATS2se,7.583744423076918
AATS3dv,3.790754257907543
AATS3pe,6.139935766423361
AATS3se,7.593015927007299
AATS4dv,3.4474272930648766
AATS4pe,6.147220805369126
AATS4se,7.673091530201344
AATS5dv,4.1069651741293525
AATS5pe,6.219617910447761
AATS5se,7.6854160895522385
AATS6dv,4.016786570743405
AATS6pe,6.386323741007195
AATS6se,7.822813366906474
AATS7dv,3.1103896103896105
AATS7pe,6.210422077922078
AATS7se,7.676416389610387
AATS8dv,2.520231213872832
AATS8pe,5.931501156069364
AATS8se,7.466643815028901
AATSC0Z,9.48692904337834
AATSC0c,0.015695184270098965
AATSC0d,0.5802930192473426
AATSC0i,1.5737749463772615
AATSC0m,43.81181834817581
AATSC0p,0.2769720402002102
AATSC0s,1.3692003898096232
AATSC0v,52.30160935280471
AATSC1Z,0.38859193467111813
AATSC1c,-0.009547694460059493
AATSC1d,0.21659500520389371
AATSC1i,0.0619229356734882
AATSC1m,1.8289941238997662
AATSC1p,0.022797989410369233
AATSC1s,-0.1304247392040402
AATSC1v,2.930107945866924
AATSC2Z,1.1957632643139677
AATSC2c,-0.00039858361016276665
AATSC2d,-0.0035329149448655225
AATSC2i,-0.0805585164073498
AATSC2m,5.3797555669154535
AATSC2p,0.010241440554556476
AATSC2s,0.0692810228164852
AATSC2v,1.259710465575539
AATSC3Z,0.7152236227109836
AATSC3c,0.0038519078188041433
AATSC3d,0.06204274717601496
AATSC3i,-0.01139568598895299
AATSC3m,3.1341293416670695
AATSC3p,-0.0014381726207411652
AATSC3s,0.08770144331505549
AATSC3v,-1.7405050674943183
AATSC4Z,0.6695946740599494
AATSC4c,-0.003949625569765172
AATSC4d,0.046598119417200566
