DLiP-ID,C001QP
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.006528532864073
SaasN,0
SdCH2,0
SddsN,0
SdsCH,6.890603494229035
SdssC,-0.013000576263562547
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.6262499999999998
SsssP,0
VE1_A,4.486694067807334
VE1_D,5.112388511679661
VE2_A,0.1661738543632346
VE2_D,0.18934772265480224
VE3_A,2.4943679157779965
VE3_D,2.624918487135004
VR1_A,239.20467643136143
VR1_D,159.9579861574454
VR2_A,8.859432460420793
VR2_D,5.924369857683162
VR3_A,6.4705713451939895
VR3_D,6.068162967246268
WPath,2242
Xc-3d,1.212986144588228
Xc-4d,0.0
Xc-5d,0.23570226039551584
Xc-6d,0.0
Xp-0d,18.89913045768216
Xp-1d,13.220346690612276
Xp-2d,11.145753236016661
Xp-3d,9.177557172540851
Xp-4d,6.917349263957856
Xp-5d,5.403057368438908
Xp-6d,3.428769300337356
Xp-7d,2.362781491935279
ZMIC0,89.27875497982457
ZMIC1,72.25756201263306
ZMIC2,50.23397752765755
ZMIC3,37.08616756184108
ZMIC4,33.858772088812806
ZMIC5,33.02036413839038
nAcid,0
nAtom,51
nBase,0
nRing,3
piPC1,3.6888794541139363
piPC2,4.143134726391533
piPC3,4.620058798481842
piPC4,4.998900037877835
piPC5,5.452646601861887
piPC6,5.406611076183305
piPC7,5.6844297461403865
piPC8,5.87000287857079
piPC9,6.082789523801344
AATS0Z,21.137254901960784
AATS0d,3.0588235294117645
AATS0i,159.7583634485682
AATS0m,83.27036115686278
AATS0p,1.5396434846348235
AATS0s,4.0855119825708055
AATS0v,223.653107979392
AATS1Z,23.547169811320753
AATS1d,3.69811320754717
AATS1i,143.89168372093584
AATS1m,88.94100175471698
AATS1p,1.867785725283019
AATS1s,2.9889937106918243
AATS1v,267.52934001079893
AATS2Z,19.255555555555556
AATS2d,3.2777777777777777
AATS2i,152.6506182393072
AATS2m,70.43777756666665
AATS2p,1.5933110591582773
AATS2s,2.886111111111111
AATS2v,220.73340311377413
AATS3Z,15.464
AATS3d,2.824
AATS3i,157.70812793439663
AATS3m,55.095153655999994
AATS3p,1.366186295989424
AATS3s,2.6231111111111107
AATS3v,183.08833118552536
AATS4Z,12.833333333333334
AATS4d,2.484848484848485
AATS4i,159.6961481317506
AATS4m,43.42596901515151
AATS4p,1.2168258378513335
AATS4s,2.7398989898989896
AATS4v,157.3664394616866
AATS5Z,13.680672268907562
AATS5d,2.3781512605042017
AATS5i,162.43082326235094
AATS5m,48.415164294117645
AATS5p,1.1555789756517987
AATS5s,2.978524743230625
AATS5v,153.14855008142283
AATS6Z,15.2
AATS6d,2.66
AATS6i,161.2598430026908
AATS6m,54.06891246
AATS6p,1.2557920813467802
AATS6s,3.076666666666666
AATS6v,171.28536959220767
AATS7Z,15.833333333333334
AATS7d,2.7395833333333335
AATS7i,156.9033062893353
AATS7m,56.240288562499984
AATS7p,1.369258452415479
AATS7s,3.253472222222222
AATS7v,184.47049091700205
AATS8Z,12.833333333333334
AATS8d,2.462962962962963
AATS8i,156.5411311440239
AATS8m,43.82987957407407
AATS8p,1.3024207037127777
AATS8s,2.4032921810699586
AATS8v,165.8217670494187
AMID_C,1.7427597082863127
AMID_N,0.16439596303492288
AMID_O,0.13194930517410053
AMID_X,0.0
AMID_h,0.2963452682090234
ATS0dv,332.0
ATS0pe,307.86789999999996
ATS0se,381.7817079999999
ATS1dv,326.0
ATS1pe,335.2485
ATS1se,401.8661159999999
ATS2dv,414.0
ATS2pe,562.6426999999999
ATS2se,684.1561799999997
ATS3dv,395.0
ATS3pe,755.1676
ATS3se,936.2761719999999
ATS4dv,342.0
ATS4pe,793.4780000000002
ATS4se,993.0176079999999
ATS5dv,396.0
ATS5pe,712.2257000000001
ATS5se,895.1680279999999
ATS6dv,350.0
ATS6pe,614.0810000000001
ATS6se,763.805064
ATS7dv,323.0
ATS7pe,588.2621
ATS7se,727.4777839999999
ATS8dv,242.0
ATS8pe,633.2099999999998
ATS8se,793.3600239999998
ATSC0Z,355.17647058823536
ATSC0c,0.6183326150099451
ATSC0d,24.156862745098046
ATSC0i,74.7424158714029
ATSC0m,1699.1560886274508
ATSC0p,12.066468404826507
ATSC0s,69.45860566448803
ATSC0v,2663.2787787025004
ATSC1Z,18.934256055363335
ATSC1c,-0.33225570701924595
ATSC1d,5.013456362937329
ATSC1i,-13.809830763404872
ATSC1m,88.33739668127645
ATSC1p,-0.6463537681745309
ATSC1s,-0.8938015293263276
ATSC1v,-37.06728382187333
ATSC2Z,-55.89965397923874
ATSC2c,0.055510946319454926
ATSC2d,-9.355247981545563
ATSC2i,0.27149157186789385
ATSC2m,-273.1724586955017
ATSC2p,-1.6720623416835088
ATSC2s,5.923266692297832
ATSC2v,-461.2834484714301
ATSC3Z,-29.96193771626298
ATSC3c,0.07425778117079014
ATSC3d,-8.796232218377549
ATSC3i,9.00264599129604
ATSC3m,-144.0878766359092
ATSC3p,-0.910840838045956
ATSC3s,-2.2465825110000432
ATSC3v,-172.68973071941505
ATSC4Z,-184.80968858131484
ATSC4c,-0.3358017578414437
ATSC4d,-2.837370242214532
ATSC4i,-19.650701306644347
ATSC4m,-878.59920272203
ATSC4p,-3.9945433152875927
ATSC4s,-34.12053056516724
ATSC4v,-1099.0182893826934
ATSC5Z,122.11764705882352
ATSC5c,0.3884673939499814
ATSC5d,8.594771241830067
ATSC5i,-3.4255284785779274
ATSC5m,581.0319874771242
ATSC5p,1.9314638745594002
ATSC5s,-7.985657225853307
ATSC5v,607.0817061194355
ATSC6Z,0.8304498269896263
ATSC6c,-0.1414363710043958
ATSC6d,-2.8565936178392937
ATSC6i,5.142781934966381
ATSC6m,14.6696083775471
ATSC6p,1.6546521520967652
ATSC6s,-15.193344440172583
ATSC6v,313.56293087056014
ATSC7Z,-63.3910034602076
ATSC7c,-0.012951092138697759
ATSC7d,-6.550173010380625
ATSC7i,-3.8878089834663285
ATSC7m,-306.081056200692
ATSC7p,-1.4440506206890777
ATSC7s,22.587722670767647
ATSC7v,-431.18920030211723
ATSC8Z,-110.13840830449827
ATSC8c,-0.017467121358494396
ATSC8d,-1.4694348327566316
ATSC8i,-24.516865332770266
ATSC8m,-529.4218773287197
ATSC8p,-3.7188117459024905
ATSC8s,-8.509291298218631
ATSC8v,-887.5481444176215
AXp-0d,0.6999677947289689
AXp-1d,0.45587402381421643
AXp-2d,0.30123657394639625
AXp-3d,0.20394571494535224
AXp-4d,0.1356342992932913
AXp-5d,0.09005095614064847
AXp-6d,0.0571461550056226
AXp-7d,0.038109378902181926
GATS1Z,0.8154330748029772
GATS1c,1.5834786676655745
GATS1d,0.859164420485175
GATS1i,1.3040413966377842
GATS1m,0.8220775173140605
GATS1p,1.0793371924097201
GATS1s,0.512725632863916
GATS1v,0.9955130737924353
GATS2Z,1.0198373265614071
GATS2c,1.2820466653065918
GATS2d,1.4258658008658005
GATS2i,1.1252832669489732
GATS2m,1.0230701061750094
GATS2p,1.0449567141551503
GATS2s,0.5461108584393245
GATS2v,1.0459286494842994
GATS3Z,1.0056972507452797
GATS3c,1.215169177764782
GATS3d,1.2915584415584411
GATS3i,0.9880861909924367
GATS3m,1.0059103604664485
GATS3p,0.9956094809366
GATS3s,0.8319903392249421
GATS3v,0.9900660119602556
GATS4Z,1.2179178335190257
GATS4c,1.3740176244823115
GATS4d,1.0505829397874848
GATS4i,1.0653511513801677
GATS4m,1.2125669921027133
GATS4p,1.0912922401982452
GATS4s,1.6040668355686467
GATS4v,1.11655340208365
GATS5Z,0.9014337765579897
GATS5c,0.9012002844977594
GATS5d,0.8348794063079775
GATS5i,0.9553428130036503
GATS5m,0.896640132435871
GATS5p,0.8892701708038082
GATS5s,1.615468890377536
GATS5v,0.8622022481949275
GATS6Z,1.04736667770785
GATS6c,1.4974028621871125
GATS6d,1.2418831168831166
GATS6i,0.9659553302525972
GATS6m,1.0368761832958875
GATS6p,0.8693642905485094
GATS6s,1.7160500603798434
GATS6v,0.8711308728757498
GATS7Z,1.086607734349122
GATS7c,1.12566818519575
GATS7d,1.2073863636363633
GATS7i,1.045157605120278
GATS7m,1.0846513925610395
GATS7p,1.03122916577118
GATS7s,1.0585341420573058
GATS7v,1.0393057224986706
GATS8Z,1.0949173751426151
GATS8c,0.7229265472598119
GATS8d,0.843253968253968
GATS8i,1.1207894002555008
GATS8m,1.0986266941973488
GATS8p,1.143639652583614
GATS8s,0.8020586651610911
GATS8v,1.1568511482135253
MATS1Z,0.051297755723187136
MATS1c,-0.5170643567068353
MATS1d,0.19970595442293537
MATS1i,-0.17779335761749385
MATS1m,0.050027134401009136
MATS1p,-0.051544746903140995
MATS1s,-0.012382528579447653
MATS1v,-0.013392709272444195
MATS2Z,-0.08918516064922156
MATS2c,0.05087262445933222
MATS2d,-0.21945346320346323
MATS2i,0.0020583389266299558
MATS2m,-0.0911027112989723
MATS2p,-0.07852355484904436
MATS2s,0.0483240019028799
MATS2v,-0.0981474249801054
MATS3Z,-0.03441801921165949
MATS3c,0.048998183149687305
MATS3d,-0.14856493506493504
MATS3i,0.04914317421540741
MATS3m,-0.034598265610158725
MATS3p,-0.03079799734726884
MATS3s,-0.01319643053181312
MATS3v,-0.026455138942625776
MATS4Z,-0.2010373693878165
MATS4c,-0.20982491479094095
MATS4d,-0.04538075560802831
MATS4i,-0.10157975662699521
MATS4m,-0.19978081186413205
MATS4p,-0.1279037270167004
MATS4s,-0.1897955211985292
MATS4v,-0.15943531939337868
MATS5Z,0.1473524819003454
MATS5c,0.26924995049126715
MATS5d,0.15248144712430425
MATS5i,-0.019641907698061928
MATS5m,0.14655140312619339
MATS5p,0.06860087012890417
MATS5s,-0.04927286536527006
MATS5v,0.09769081484512876
MATS6Z,0.0011924478304074294
MATS6c,-0.11665654934129861
MATS6d,-0.06030844155844157
MATS6i,0.03509143712113229
MATS6m,0.0044030682776133
MATS6p,0.06993534224411567
MATS6s,-0.11155717265498798
MATS6v,0.06004519542707966
MATS7Z,-0.09481616429281214
MATS7c,-0.011127130498481833
MATS7d,-0.1440493100649351
MATS7i,-0.02763355316237144
MATS7m,-0.09569783623467318
MATS7p,-0.0635771682735453
MATS7s,0.17276084876809425
MATS7v,-0.08601024590151919
MATS8Z,-0.1464336976923926
MATS8c,-0.013339685896401892
MATS8d,-0.02872474747474746
MATS8i,-0.1548974366748206
MATS8m,-0.1471346729582556
MATS8p,-0.1455360000755271
MATS8s,-0.05785138368297878
MATS8v,-0.1573699157736264
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.66223258010771
SpAD_D,345.066330116833
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.2459118095508783
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,565
TMWC10,129.35680083700322
TSRW10,69.06540495068182
VE1_Dt,5.108272708289919
VE2_Dt,0.1891952854922192
VE3_Dt,2.6241130982225576
VR1_Dt,160.89307183204204
VR2_Dt,5.959002660446002
VR3_Dt,6.073991767237821
Xc-3dv,0.5214661428188002
Xc-4dv,0.0
Xc-5dv,0.05270462766947299
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2041241452319315
Xch-7d,0.2032631323962854
Xp-0dv,15.329361446515147
Xp-1dv,9.263107360123009
Xp-2dv,6.492158916817144
Xp-3dv,4.555109945905798
Xp-4dv,3.032378229668211
Xp-5dv,2.000657491329248
Xp-6dv,1.1434688388029555
Xp-7dv,0.6262486802939886
Xpc-4d,2.9064655183043193
Xpc-5d,3.7633671417505825
Xpc-6d,4.807735152715342
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,1
nBonds,53
nFRing,0
nHBAcc,2
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,6.029482614295503
AATS0dv,6.509803921568627
AATS0pe,6.036625490196077
AATS0se,7.485915843137254
AATS1dv,6.150943396226415
AATS1pe,6.325443396226414
AATS1se,7.582379547169809
AATS2dv,4.6
AATS2pe,6.251585555555554
AATS2se,7.60173533333333
AATS3dv,3.16
AATS3pe,6.0413407999999995
AATS3se,7.490209375999999
AATS4dv,2.590909090909091
AATS4pe,6.011196969696971
AATS4se,7.5228606666666655
AATS5dv,3.327731092436975
AATS5pe,5.9850899159663875
AATS5se,7.522420403361344
AATS6dv,3.5
AATS6pe,6.140810000000001
AATS6se,7.63805064
AATS7dv,3.3645833333333335
AATS7pe,6.127730208333333
AATS7se,7.577893583333332
AATS8dv,2.240740740740741
AATS8pe,5.863055555555554
AATS8se,7.345926148148147
AATSC0Z,6.964244521337949
AATSC0c,0.012124168921763628
AATSC0d,0.47366397539407934
AATSC0i,1.465537566105939
AATSC0m,33.31678605151864
AATSC0p,0.23659741970248052
AATSC0s,1.3619334444017261
AATSC0v,52.22115252357844
AATSC1Z,0.3572501142521384
AATSC1c,-0.006268975604136716
AATSC1d,0.09459351628183639
AATSC1i,-0.26056284459254475
AATSC1m,1.6667433336089896
AATSC1p,-0.012195354116500584
AATSC1s,-0.016864179798609956
AATSC1v,-0.6993827136202515
AATSC2Z,-0.621107266435986
AATSC2c,0.000616788292438388
AATSC2d,-0.1039471997949507
AATSC2i,0.0030165730207543763
AATSC2m,-3.03524954106113
AATSC2p,-0.018578470463150098
AATSC2s,0.0658140743588648
AATSC2v,-5.125371649682557
AATSC3Z,-0.23969550173010384
AATSC3c,0.0005940622493663211
AATSC3d,-0.07036985774702038
AATSC3i,0.07202116793036832
AATSC3m,-1.1527030130872735
AATSC3p,-0.007286726704367648
AATSC3s,-0.017972660088000345
AATSC3v,-1.3815178457553203
AATSC4Z,-1.4000733983432943
AATSC4c,-0.002543952710920028
AATSC4d,-0.021495229107685847
AATSC4i,-0.1488689492927602
AATSC4m,-6.6560545660759844
AATSC4p,-0.030261691782481764
AATSC4s,-0.2584888679179337
AATSC4v,-8.325896131687072
AATSC5Z,1.0261987147800296
AATSC5c,0.003264431881932617
AATSC5d,0.07222496841874006
AATSC5i,-0.02878595360149519
AATSC5m,4.882621743505245
AATSC5p,0.0162307888618437
AATSC5s,-0.06710636324246477
AATSC5v,5.10152694218013
