DLiP-ID,I000AU
ATS5m,10541.387342553599
ATS5p,140.35254216033903
ATS5s,435.43209876543204
ATS5v,20000.05031854538
ATS6Z,2174.0
ATS6d,274.0
ATS6i,14882.357744238385
ATS6m,8381.406511631998
ATS6p,129.67003885533902
ATS6s,365.63888888888874
ATS6v,18142.781337231107
ATS7Z,1928.0
ATS7d,273.0
ATS7i,15900.085879156975
ATS7m,7335.0932524191985
ATS7p,127.67490625897995
ATS7s,357.91666666666663
ATS7v,16967.707580496954
ATS8Z,1819.0
ATS8d,240.0
ATS8i,14202.486884138827
ATS8m,6787.373451670397
ATS8p,115.63356376297999
ATS8s,280.0092592592593
ATS8v,14982.151721412938
C1SP1,0
C1SP2,3
C1SP3,4
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.19047619047619047
GGI10,0.1728415467809407
JGI10,0.008230549846711463
JGT10,0.4341757588000863
Kier1,22.203125
Kier2,9.646502835538753
Kier3,4.62109375
MAXdO,12.784383941108327
MAXsF,13.961197740470237
MID_C,43.894799301656285
MID_N,6.484588533679834
MID_O,5.350852630394959
MID_X,3.5589324040695804
MID_h,15.394373568144374
MINdO,12.52339922455855
MINsF,13.961197740470237
MPC10,129
MWC01,32.0
MWC02,5.056245805348308
MWC03,5.932245187448011
MWC04,6.823286122355687
MWC05,7.713784616598755
MWC06,8.609407675404048
MWC07,9.505320746909074
MWC08,10.403808191656971
MWC09,11.302858540667586
MWC10,12.203524401512489
NaaCH,8
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.2368000000000015
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.517452896464707
SRW05,2.3978952727983707
SRW06,7.063903961472068
SRW07,4.727387818712341
SRW08,8.697011617992073
SRW09,6.880384082186005
SRW10,10.374896443938328
SaaCH,13.070443098322961
SaaNH,2.726682093683009
SaaSe,0
SaaaC,0.523188376722274
SaasC,0.7504663135372709
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.4589656233884216
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.101576561932803
SsssP,0
VE1_A,4.122177773844703
VE1_D,5.308338777473736
VE2_A,0.14214406116705872
VE2_D,0.18304616474047367
VE3_A,2.4810923465861916
VE3_D,2.7339896753657693
VR1_A,677.7328336226914
VR1_D,183.64255417492333
VR2_A,23.37009771112729
VR2_D,6.332501868100804
VR3_A,7.583463896570449
VR3_D,6.2777019648746535
WPath,2420
Xc-3d,1.9320314280676771
Xc-4d,0.0
Xc-5d,0.7438679731598418
Xc-6d,0.0
Xp-0d,20.543241116511005
Xp-1d,13.969234250586762
Xp-2d,12.664628011691983
Xp-3d,11.489154074753147
Xp-4d,9.20149026148421
Xp-5d,7.261330881348393
Xp-6d,4.672001229594249
Xp-7d,3.3038625185530526
ZMIC0,90.9359419950051
ZMIC1,57.483990861664225
ZMIC2,41.69301367858516
ZMIC3,35.29041333500818
ZMIC4,32.246768049778
ZMIC5,31.186898862955726
nAcid,0
nAtom,46
nBase,0
nRing,4
piPC1,3.784189633918261
piPC2,4.391357962102766
piPC3,5.026344587801436
piPC4,5.575712332694162
piPC5,6.047963021013245
piPC6,6.29915028363199
piPC7,6.603806196566484
piPC8,6.900262433848362
piPC9,6.868303601658685
AATS0Z,52.56521739130435
AATS0d,3.760869565217391
AATS0i,161.72772692216813
AATS0m,242.3673982423862
AATS0p,1.7673408778789776
AATS0s,6.725735447605415
AATS0v,253.95317197894323
AATS1Z,31.244897959183675
AATS1d,4.530612244897959
AATS1i,146.02457431811624
AATS1m,123.65641042520824
AATS1p,1.9648365563265315
AATS1s,3.4500503905265814
AATS1v,291.13221697528456
AATS2Z,28.55952380952381
AATS2d,4.071428571428571
AATS2i,153.6967656393594
AATS2m,112.33062371036195
AATS2p,1.7526279770166193
AATS2s,3.445289535567312
AATS2v,254.86425506639404
AATS3Z,26.178571428571427
AATS3d,3.4464285714285716
AATS3i,157.89458274505697
AATS3m,102.27361580105716
AATS3p,1.543648296418624
AATS3s,3.8761849647266295
AATS3v,218.36427900697382
AATS4Z,26.669565217391305
AATS4d,3.026086956521739
AATS4i,159.97662636054554
AATS4m,104.26751876831997
AATS4p,1.4262005917929395
AATS4s,4.1093263553408494
AATS4v,203.02569220532334
AATS5Z,25.847619047619048
AATS5d,2.8380952380952382
AATS5i,162.6076924266023
AATS5m,100.39416516717714
AATS5p,1.3366908777175146
AATS5s,4.146972369194591
AATS5v,190.4766697004322
AATS6Z,23.127659574468087
AATS6d,2.9148936170212765
AATS6i,158.32295472594026
AATS6m,89.16389905991487
AATS6p,1.3794684984610535
AATS6s,3.8897754137115825
AATS6v,193.00831209820325
AATS7Z,19.6734693877551
AATS7d,2.7857142857142856
AATS7i,162.245774277112
AATS7m,74.84789033080814
AATS7p,1.3028051659079587
AATS7s,3.652210884353741
AATS7v,173.13987327037708
AATS8Z,20.908045977011493
AATS8d,2.7586206896551726
AATS8i,163.24697567975664
AATS8m,78.01578680080917
AATS8p,1.3291214225629884
AATS8s,3.218497232865049
AATS8v,172.20864047601077
AMID_C,1.5136137690226306
AMID_N,0.2236065011613736
AMID_O,0.1845121596687917
AMID_X,0.12272180703688208
AMID_h,0.5308404678670474
ATS0dv,455.06721536351165
ATS0pe,306.66009999999983
ATS0se,369.58674099999985
ATS1dv,434.03703703703707
ATS1pe,326.02450000000005
ATS1se,385.5215819999997
ATS2dv,638.8148148148148
ATS2pe,556.5347
ATS2se,664.9787719999996
ATS3dv,692.8518518518518
ATS3pe,730.811
ATS3se,884.9400099999996
ATS4dv,609.8888888888889
ATS4pe,766.6879999999999
ATS4se,931.1500599999999
ATS5dv,511.4074074074074
ATS5pe,705.4735999999998
ATS5se,859.9902960000001
ATS6dv,451.85185185185185
ATS6pe,606.1371
ATS6se,740.5321040000001
ATS7dv,428.03703703703707
ATS7pe,610.649
ATS7se,754.3714920000001
ATS8dv,356.03703703703707
ATS8pe,540.3457
ATS8se,670.4140359999999
ATSC0Z,1247.913043478261
ATSC0c,0.9756036518244352
ATSC0d,30.36956521739131
ATSC0i,92.78155729451203
ATSC0m,6583.088494545436
ATSC0p,13.807482014012106
ATSC0s,131.07979401502948
ATSC0v,2278.0593404983183
ATSC1Z,3.483931947069925
ATSC1c,-0.45801281747918987
ATSC1d,9.432419659735357
ATSC1i,-13.7093616208813
ATSC1m,15.153361740839367
ATSC1p,-0.36572808597254636
ATSC1s,-2.417436691443593
ATSC1v,5.380010836934357
ATSC2Z,26.81096408317579
ATSC2c,-0.318999250855335
ATSC2d,-3.2835538752362963
ATSC2i,2.126289016247452
ATSC2m,145.90657862575083
ATSC2p,1.135959727247501
ATSC2s,1.7946146804929992
ATSC2v,123.8846002537069
ATSC3Z,61.60302457466916
ATSC3c,0.44661358164474113
ATSC3d,-11.573724007561438
ATSC3i,8.23270649128668
ATSC3m,279.29255827565106
ATSC3p,0.20264730849973533
ATSC3s,34.95131741697588
ATSC3v,111.60429628010449
ATSC4Z,-39.782608695652186
ATSC4c,-0.12481642401884342
ATSC4d,-10.33695652173913
ATSC4i,-36.64974970779719
ATSC4m,-180.05867166965254
ATSC4p,-1.4914490701309233
ATSC4s,-60.47104151756427
ATSC4v,-406.796454519045
ATSC5Z,-122.62759924385634
ATSC5c,0.04429395148703976
ATSC5d,1.9825141776937616
ATSC5i,2.4606970650448874
ATSC5m,-557.4608038850571
ATSC5p,-1.8644773312388365
ATSC5s,-83.21561200216001
ATSC5v,-442.7316600126387
ATSC6Z,136.87334593572774
ATSC6c,-0.156399047476014
ATSC6d,-1.5378071833648392
ATSC6i,-27.737473962273576
ATSC6m,691.2297053188319
ATSC6p,-3.711281503882287
ATSC6s,3.256777757681367
ATSC6v,-646.8547872230649
ATSC7Z,219.57655954631383
ATSC7c,0.0019058000521592448
ATSC7d,-2.461247637051037
ATSC7i,1.3602208354929246
ATSC7m,1107.0333746347214
ATSC7p,1.0907612869613748
ATSC7s,67.47819693380632
ATSC7v,70.19630818752364
ATSC8Z,-234.79206049149332
ATSC8c,0.10609694139624765
ATSC8d,0.8662570888468812
ATSC8i,-1.1691958332190044
ATSC8m,-1253.6461473417583
ATSC8p,-1.2633583344429469
ATSC8s,39.94045332154776
ATSC8v,157.45087144880807
AXp-0d,0.708387624707276
AXp-1d,0.4365385703308363
AXp-2d,0.2753180002541735
AXp-3d,0.17951803241801792
AXp-4d,0.11221329587175866
AXp-5d,0.07261330881348393
AXp-6d,0.04492308874609855
AXp-7d,0.028729239291765674
GATS1Z,0.4805574240008873
GATS1c,1.4815079811515486
GATS1d,0.7106335734007273
GATS1i,1.1335772411212561
GATS1m,0.4773756584874854
GATS1p,0.8078948721499696
GATS1s,0.49316044022948946
GATS1v,0.8249270093330755
GATS2Z,0.57438754890152
GATS2c,1.3127990985871643
GATS2d,1.1642294713160852
GATS2i,0.9858743476696334
GATS2m,0.5684774001324586
GATS2p,0.7614536935423515
GATS2s,0.5551714636358822
GATS2v,0.831473470196659
GATS3Z,0.8123205077794479
GATS3c,0.9472521543809197
GATS3d,1.2634535739850696
GATS3i,0.9374338945681373
GATS3m,0.8124251613249927
GATS3p,0.9128659904342521
GATS3s,0.713583375573441
GATS3v,0.9289314988814898
GATS4Z,0.9911852832555221
GATS4c,1.2573695860334717
GATS4d,1.1853972798854686
GATS4i,1.116115762653693
GATS4m,0.9878306406113107
GATS4p,1.0157907124255277
GATS4s,1.4955986042785088
GATS4v,1.0116725987287456
GATS5Z,1.1024119772639038
GATS5c,1.164829603215901
GATS5d,0.9525513856222515
GATS5i,0.8613084071038659
GATS5m,1.0948295277429625
GATS5p,1.0429621292490683
GATS5s,1.7079735703159513
GATS5v,1.0228121254269151
GATS6Z,0.5689072746061138
GATS6c,0.9806592084740606
GATS6d,0.8985059169344642
GATS6i,0.9989053612479908
GATS6m,0.5580968554145137
GATS6p,0.9889174045494317
GATS6s,0.9550194187235025
GATS6v,1.0980695919525494
GATS7Z,0.5583812334772944
GATS7c,0.841253030996497
GATS7d,0.9449914539903288
GATS7i,0.8414240764976942
GATS7m,0.5474900580643112
GATS7p,0.8322759753748667
GATS7s,0.45450757221580207
GATS7v,1.0118146010674136
GATS8Z,1.5294500683600085
GATS8c,0.8485179377080593
GATS8d,0.9622837114012783
GATS8i,0.8467390016026256
GATS8m,1.5422284024129504
GATS8p,1.174268584020686
GATS8s,0.5101986157506196
GATS8v,1.0597083570911263
MATS1Z,0.002620879722525189
MATS1c,-0.44072325437175675
MATS1d,0.29157231969380465
MATS1i,-0.1387130516613602
MATS1m,0.0021609317437173182
MATS1p,-0.024865979919902463
MATS1s,-0.017313350089151157
MATS1v,0.0022170723688179827
MATS2Z,0.011765398794177269
MATS2c,-0.17905843794035387
MATS2d,-0.059208508027405675
MATS2i,0.012549868745403616
MATS2m,0.01213734582097617
MATS2p,0.04505334016278837
MATS2s,0.0074974574804569415
MATS2v,0.029780421255734837
MATS3Z,0.020274843963088676
MATS3c,0.1880175190329525
MATS3d,-0.15652162797832087
MATS3i,0.03644355909365808
MATS3m,0.01742486732064207
MATS3p,0.006027901718642668
MATS3s,0.10951348738037071
MATS3v,0.020121283943069643
MATS4Z,-0.012751724618493486
MATS4c,-0.05117505404389559
MATS4d,-0.1361488904795991
MATS4i,-0.1580044602677304
MATS4m,-0.010940680613292324
MATS4p,-0.04320698208746161
MATS4s,-0.18453200044129062
MATS4v,-0.0714285966633441
MATS5Z,-0.043049928493451586
MATS5c,0.019890217904171635
MATS5d,0.02859869789003646
MATS5i,0.011618900329180589
MATS5m,-0.037098228864634215
MATS5p,-0.05915768273486277
MATS5s,-0.27812344097174274
MATS5v,-0.08514204549347214
MATS6Z,0.053674071196758454
MATS6c,-0.07844958753575867
MATS6d,-0.024779542789259652
MATS6i,-0.14629693515289496
MATS6m,0.05138338113429555
MATS6p,-0.13153441242738265
MATS6s,0.012158565848583186
MATS6v,-0.1389542204092281
MATS7Z,0.08259112996463305
MATS7c,0.0009169289254745027
MATS7d,-0.03804069945802224
MATS7i,0.006881443069427887
MATS7m,0.07893375745645492
MATS7p,0.037080619863885035
MATS7s,0.24163479669079366
MATS7v,0.014463752954470964
MATS8Z,-0.09948043189749278
MATS8c,0.05750002398721958
MATS8d,0.0150815787524992
MATS8i,-0.006662913579490084
MATS8m,-0.10068942393815337
MATS8p,-0.04837830438298733
MATS8s,0.16110752229484782
MATS8v,0.03654421312624021
MAXsBr,3.312521761682497
MINsBr,3.312521761682497
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.400894933963514
SpAD_D,345.0003430574279
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.222198155496769
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,947
TMWC10,138.55048128790094
TSRW10,78.83331936345954
VE1_Dt,5.3063079432872975
VE2_Dt,0.18297613597542406
VE3_Dt,2.7336070278289
VR1_Dt,183.7495375129922
VR2_Dt,6.336190948723869
VR3_Dt,6.27828435814611
Xc-3dv,0.9844548712734447
Xc-4dv,0.0
Xc-5dv,0.20308055586714274
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.40761762817152136
Xch-7d,0.7111545927142485
Xp-0dv,16.908326825787864
Xp-1dv,9.894177312065228
Xp-2dv,7.615446759399786
Xp-3dv,5.708362666251968
Xp-4dv,4.030585229805062
Xp-5dv,2.7188683820827926
Xp-6dv,1.407780813676785
Xp-7dv,0.8282981158240976
Xpc-4d,5.503634257010447
Xpc-5d,8.632998778487327
Xpc-6d,13.475239013338246
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.940335906538227
AATS0dv,9.892765551380688
AATS0pe,6.666523913043474
AATS0se,8.034494369565214
AATS1dv,8.857898715041573
AATS1pe,6.653561224489797
AATS1se,7.8677873877550955
AATS2dv,7.604938271604938
AATS2pe,6.625413095238096
AATS2se,7.916413952380948
AATS3dv,6.186177248677248
AATS3pe,6.525098214285714
AATS3se,7.9012500892857105
AATS4dv,5.303381642512077
AATS4pe,6.666852173913043
AATS4se,8.09695704347826
AATS5dv,4.870546737213404
AATS5pe,6.718796190476189
AATS5se,8.190383771428571
AATS6dv,4.806934594168637
AATS6pe,6.448267021276596
AATS6se,7.87800110638298
AATS7dv,4.367724867724868
AATS7pe,6.231112244897959
AATS7se,7.697668285714287
AATS8dv,4.0923797360578975
AATS8pe,6.210870114942528
AATS8se,7.7059084597701135
AATSC0Z,27.128544423440456
AATSC0c,0.021208775039661634
AATSC0d,0.6602079395085068
AATSC0i,2.016990375967653
AATSC0m,143.11061944663993
AATSC0p,0.30016265247852403
AATSC0s,2.8495607394571625
AATSC0v,49.52302914126779
AATSC1Z,0.07110065198101888
AATSC1c,-0.00934720035671816
AATSC1d,0.1924983604027624
AATSC1i,-0.2797828902220673
AATSC1m,0.3092522804252932
AATSC1p,-0.00746383848923564
AATSC1s,-0.0493354426825223
AATSC1v,0.10979613952927259
AATSC2Z,0.31917814384733084
AATSC2c,-0.0037976101292301785
AATSC2d,-0.039089927086146385
AATSC2i,0.025312964479136335
AATSC2m,1.736983078877986
AATSC2p,0.013523330086279775
AATSC2s,0.021364460482059516
AATSC2v,1.4748166696869869
AATSC3Z,0.5500270051309747
AATSC3c,0.003987621264685189
AATSC3d,-0.10333682149608427
AATSC3i,0.07350630795791678
AATSC3m,2.493683556032599
AATSC3p,0.001809350968747637
AATSC3s,0.3120653340801418
AATSC3v,0.9964669310723615
AATSC4Z,-0.34593572778827986
AATSC4c,-0.001085360208859508
AATSC4d,-0.08988657844990548
AATSC4i,-0.3186934757199756
AATSC4m,-1.565727579736109
AATSC4p,-0.012969122348964551
