DLiP-ID,T007XT
MPC6,77
MPC7,78
MPC8,71
MPC9,74
Mare,0.9854000000000002
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,3
NssS,0
NtCH,0
NtsC,0
RNCG,0.17308025881918726
RPCG,0.11376328690728922
SIC0,0.2651713434307919
SIC1,0.5513895994092016
SIC2,0.7678850342241254
SIC3,0.8863906995432723
SIC4,0.9054500432956502
SIC5,0.9110931702156095
SaaN,0
SaaO,0
SaaS,0
Sare,59.12400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,16.009936808307717
SssS,0
StCH,0
StsC,0
TIC0,93.98028688417328
TIC1,195.41988235599368
TIC2,272.1487732300207
TIC3,314.14877323002065
TIC4,320.9036607321841
TIC5,322.9036607321841
Vabc,411.28667640001913
WPol,50
apol,66.55899699999998
bpol,43.53500300000003
nRot,9
ABCGG,18.488114363484698
ATS0Z,1546.0
ATS0d,185.0
ATS0i,9710.159683598322
ATS0m,6107.388294000001
ATS0p,90.51769824062099
ATS0s,288.2716906721537
ATS0v,12780.753400506032
ATS1Z,1778.0
ATS1d,235.0
ATS1i,8926.557467144105
ATS1m,6778.005009000004
ATS1p,113.80476499000005
ATS1s,170.89197530864197
ATS1v,16161.334824624731
ATS2Z,2438.0
ATS2d,368.0
ATS2i,17220.64394688714
ATS2m,9058.269373000003
ATS2p,167.78585757103698
ATS2s,374.4922839506173
ATS2v,23215.695244152215
ATS3Z,2873.0
ATS3d,435.0
ATS3i,22586.545308077268
ATS3m,10498.763005000003
ATS3p,203.42759216692298
ATS3s,418.0956790123455
ATS3v,27063.09217814907
ATS4Z,2943.0
ATS4d,422.0
ATS4i,25178.825148905762
ATS4m,10489.667908000005
ATS4p,200.76567046722505
ATS4s,525.7592592592594
ATS4v,27375.090924698892
ATS5Z,2553.0
ATS5d,385.0
ATS5i,25418.03021667856
ATS5m,8880.03501
ATS5p,187.20267710752702
ATS5s,634.9027777777778
ATS5v,25781.543864264626
ATS6Z,2042.0
ATS6d,358.0
ATS6i,23936.638373672587
ATS6m,6920.438677
ATS6p,181.17175293892296
ATS6s,406.52314814814815
ATS6v,23469.04653936263
ATS7Z,1876.0
ATS7d,340.0
ATS7i,25123.091059709073
ATS7m,6381.176949999999
ATS7p,169.130121230752
ATS7s,385.66203703703707
ATS7v,21349.98848306061
ATS8Z,1639.0
ATS8d,298.0
ATS8i,21869.64448150587
ATS8m,5585.992557999999
ATS8p,146.78860964050702
ATS8s,341.0216049382716
ATS8v,18465.731521247526
C1SP1,0
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,11
C2SP3,6
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.43478260869565216
GGI10,0.19395980002040608
JGI10,0.0069271357150145025
JGT10,0.44059802668965825
Kier1,25.619834710743802
Kier2,12.459259259259259
Kier3,6.756679115196783
MAXdO,13.025799037326156
MID_C,46.943831242884
MID_N,2.2251780234122673
MID_O,11.088929386843844
MID_X,0.0
MID_h,15.570408029415592
MINdO,12.716917959919403
MPC10,76
MWC01,33.0
MWC02,5.056245805348308
MWC03,5.8998973535824915
MWC04,6.771935555839602
MWC05,7.636752112435779
MWC06,8.515391569469609
MWC07,9.388235479817224
MWC08,10.270315777029374
MWC09,11.14757009778994
MWC10,12.031998981164094
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.4230000000000027
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5093883366279774
SRW05,0.0
SRW06,7.029087564149662
SRW07,0.0
SRW08,8.645938147306799
SRW09,0.0
SRW10,10.314835323802448
SaaCH,13.90664406822909
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.554124185866351
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.4800763019981982
SdssS,0
SsCH3,3.172970617730649
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.294150171317379
SsssP,0
VE1_A,3.9490273576505346
VE1_D,5.491342597344812
VE2_A,0.1273879792790495
VE2_D,0.1771400837853165
VE3_A,2.5048714215129517
VE3_D,2.834574890364689
VR1_A,1789.5888455497739
VR1_D,195.50962623007504
VR2_A,57.72867243708948
VR2_D,6.306762136454034
VR3_A,8.621143288718324
VR3_D,6.4070117287328365
WPath,3098
Xc-3d,2.0821148024668585
Xc-4d,0.16666666666666666
Xc-5d,0.7926090282805253
Xc-6d,0.15137471507731048
Xp-0d,22.26937394568523
Xp-1d,14.967893586318706
Xp-2d,12.988580563903119
Xp-3d,10.982389970317886
Xp-4d,8.750738228252846
Xp-5d,6.85749538379562
Xp-6d,3.996721484298688
Xp-7d,2.733582323641573
ZMIC0,106.08986418279186
ZMIC1,58.00347228648252
ZMIC2,35.614117993932794
ZMIC3,28.9627394201596
ZMIC4,27.56795724354465
ZMIC5,26.786579124422946
nAcid,0
nAtom,60
nBase,0
nRing,3
piPC1,3.7612001156935624
piPC2,4.30406509320417
piPC3,4.770684624465665
piPC4,5.19295685089021
piPC5,5.616316448874925
piPC6,5.549319245990643
piPC7,5.675361566434296
piPC8,5.45905345773363
piPC9,5.589936989164317
AATS0Z,25.766666666666666
AATS0d,3.0833333333333335
AATS0i,161.8359947266387
AATS0m,101.78980490000002
AATS0p,1.5086283040103499
AATS0s,4.804528177869228
AATS0v,213.0125566751005
AATS1Z,28.677419354838708
AATS1d,3.7903225806451615
AATS1i,143.97673334103393
AATS1m,109.32266143548394
AATS1p,1.835560725645162
AATS1s,2.7563221823974513
AATS1v,260.6666907197537
AATS2Z,21.963963963963963
AATS2d,3.315315315315315
AATS2i,155.1409364584427
AATS2m,81.6060303873874
AATS2p,1.5115843024417746
AATS2s,3.3738043599154715
AATS2v,209.1504076049749
AATS3Z,19.95138888888889
AATS3d,3.0208333333333335
AATS3i,156.8510090838699
AATS3m,72.90807642361113
AATS3p,1.4126916122702984
AATS3s,2.90344221536351
AATS3v,187.9381401260352
AATS4Z,18.626582278481013
AATS4d,2.670886075949367
AATS4i,159.35965284117572
AATS4m,66.3903032151899
AATS4p,1.270668800425475
AATS4s,3.327590248476325
AATS4v,173.26006914366388
AATS5Z,16.261146496815286
AATS5d,2.4522292993630574
AATS5i,161.89828163489528
AATS5m,56.5607325477707
AATS5p,1.1923737395383887
AATS5s,4.043966737438075
AATS5v,164.21365518639888
AATS6Z,13.613333333333333
AATS6d,2.3866666666666667
AATS6i,159.57758915781724
AATS6m,46.136257846666666
AATS6p,1.2078116862594863
AATS6s,2.7101543209876544
AATS6v,156.46031026241752
AATS7Z,12.181818181818182
AATS7d,2.207792207792208
AATS7i,163.1369549331758
AATS7m,41.43621396103895
AATS7p,1.0982475404594285
AATS7s,2.504298941798942
AATS7v,138.63628885104293
AATS8Z,12.23134328358209
AATS8d,2.2238805970149254
AATS8i,163.20630210079008
AATS8m,41.686511626865666
AATS8p,1.0954373853769181
AATS8s,2.544937350285609
AATS8v,137.80396657647407
AMID_C,1.514317136867226
AMID_N,0.0717799362391054
AMID_O,0.3577073995756079
AMID_X,0.0
AMID_h,0.5022712267553416
ATS0dv,432.44444444444446
ATS0pe,376.8170999999999
ATS0se,467.3231049999998
ATS1dv,338.0
ATS1pe,401.8206
ATS1se,484.1746199999998
ATS2dv,580.3333333333334
ATS2pe,716.0624
ATS2se,875.7715719999999
ATS3dv,578.3333333333333
ATS3pe,901.7493
ATS3se,1117.359774
ATS4dv,504.3333333333333
ATS4pe,1012.1024
ATS4se,1255.994568
ATS5dv,526.3333333333333
ATS5pe,1020.0488999999998
ATS5se,1264.4149940000002
ATS6dv,344.33333333333337
ATS6pe,915.9555
ATS6se,1147.4231019999997
ATS7dv,351.3333333333333
ATS7pe,911.7416
ATS7se,1156.6313860000005
ATS8dv,309.66666666666663
ATS8pe,792.4181
ATS8se,1006.1505540000002
ATSC0Z,601.9333333333334
ATSC0c,1.2527592766781044
ATSC0d,34.583333333333336
ATSC0i,84.90765429097677
ATSC0m,2769.0979253999994
ATSC0p,16.68269687985418
ATSC0s,111.4868127000457
ATSC0v,3070.276361427677
ATSC1Z,135.5355555555555
ATSC1c,-0.5674882381875436
ATSC1d,13.597222222222221
ATSC1i,-18.589518943176333
ATSC1m,587.78146092
ATSC1p,-2.237925190007779
ATSC1s,-14.844726461286385
ATSC1v,-66.7642846925323
ATSC2Z,90.92333333333335
ATSC2c,-0.29752525800971047
ATSC2d,1.854166666666671
ATSC2i,11.778216866650938
ATSC2m,412.21099501000043
ATSC2p,3.408982459537955
ATSC2s,35.88717799782807
ATSC2v,230.31388782747825
ATSC3Z,45.559999999999974
ATSC3c,0.5750899377863529
ATSC3d,-11.499999999999998
ATSC3i,-6.322498052083956
ATSC3m,236.26022194000035
ATSC3p,-1.166289653988994
ATSC3s,12.890688728852309
ATSC3v,86.36023829419636
ATSC4Z,-187.75777777777782
ATSC4c,-0.3261129134012932
ATSC4d,-19.48611111111111
ATSC4i,-30.70769361244515
ATSC4m,-859.1080835199995
ATSC4p,-6.82410875825297
ATSC4s,-57.05125023814964
ATSC4v,-776.8485607820752
ATSC5Z,-327.7255555555555
ATSC5c,-0.007474247509413733
ATSC5d,-9.90972222222222
ATSC5i,8.234838691789774
ATSC5m,-1506.85348693
ATSC5p,-0.42927883855111315
ATSC5s,0.12988999866636392
ATSC5v,-799.0607421341901
ATSC6Z,-266.6000000000001
ATSC6c,-0.14730319606733827
ATSC6d,-5.375
ATSC6i,-18.741041440724164
ATSC6m,-1245.7019529
ATSC6p,-4.5077772708733415
ATSC6s,-32.60998013831735
ATSC6v,-1228.9944946871137
ATSC7Z,30.971111111111124
ATSC7c,0.1827494955833689
ATSC7d,4.069444444444442
ATSC7i,0.1504113339806903
ATSC7m,152.7643017399995
ATSC7p,0.22907414335031606
ATSC7s,2.943888269699734
ATSC7v,187.446889233759
ATSC8Z,42.54888888888891
ATSC8c,0.0541016858587931
ATSC8d,10.097222222222221
ATSC8i,-3.960707220657011
ATSC8m,209.07347023999966
ATSC8p,0.48691638870039394
ATSC8s,-6.216657474089319
ATSC8v,242.7805216437508
AXp-0d,0.7183669014737172
AXp-1d,0.45357253291874866
AXp-2d,0.28863512364229155
AXp-3d,0.18614220288674382
AXp-4d,0.12153803094795619
AXp-5d,0.08067641627994847
AXp-6d,0.05190547382206088
AXp-7d,0.03504592722617401
GATS1Z,0.841053379969203
GATS1c,1.4526738542867403
GATS1d,0.8805285658764087
GATS1i,1.447756325442001
GATS1m,0.8374852685058393
GATS1p,1.3880059507238611
GATS1s,0.6824849909168207
GATS1v,1.1004804124528937
GATS2Z,0.8795083709249176
GATS2c,1.3246868213589023
GATS2d,1.1757733637251708
GATS2i,1.0331130165781819
GATS2m,0.8795579957668073
GATS2p,0.9126446618576078
GATS2s,0.6052732701696968
GATS2v,0.9430336821000783
GATS3Z,1.16804186510134
GATS3c,0.8860389849900512
GATS3d,1.4572289156626503
GATS3i,1.1268728931942031
GATS3m,1.1411602479181246
GATS3p,1.2145032893721193
GATS3s,0.8131569412159957
GATS3v,1.0067163795432827
GATS4Z,1.3300602418928598
GATS4c,1.2891810827839765
GATS4d,1.441482385237151
GATS4i,1.172906512380132
GATS4m,1.306978359451328
GATS4p,1.2762014424935366
GATS4s,1.7453408405624184
GATS4v,1.0617923693395488
GATS5Z,1.191505714424787
GATS5c,1.2743697345249914
GATS5d,1.0649067608011662
GATS5i,0.9277551551819178
GATS5m,1.1921092227533234
GATS5p,0.9188028918819269
GATS5s,1.7140412971652224
GATS5v,1.0097323964231921
GATS6Z,1.056955366042751
GATS6c,0.972451148005044
GATS6d,0.9269397590361445
GATS6i,1.0587577406926914
GATS6m,1.06900536600768
GATS6p,1.0305171105450945
GATS6s,1.0848657941342914
GATS6v,1.1396254856933639
GATS7Z,0.8751562425834216
GATS7c,0.7861426151734575
GATS7d,0.7533093412611483
GATS7i,0.9180662660135885
GATS7m,0.8837185910580886
GATS7p,0.8994449916123313
GATS7s,0.8076415772171911
GATS7v,0.963207568129172
GATS8Z,0.8858148618960794
GATS8c,0.7084114683190748
GATS8d,0.7002337709045136
GATS8i,0.9361154211896275
GATS8m,0.8916706088667187
GATS8p,0.9066506201200651
GATS8s,0.9716338498087893
GATS8v,0.9542785958641233
MATS1Z,0.2179036009417682
MATS1c,-0.4383780477317171
MATS1d,0.3804897007384376
MATS1i,-0.21187556283362488
MATS1m,0.2054173539385001
MATS1p,-0.12981918154141803
MATS1s,-0.12885707259409374
MATS1v,-0.021043903050962976
MATS2Z,0.08164981905152467
MATS2c,-0.12837619068803466
MATS2d,0.02898078801693266
MATS2i,0.07498268283192693
MATS2m,0.08046546567228155
MATS2p,0.11045535590813745
MATS2s,0.1739979296530075
MATS2v,0.04054813924384608
MATS3Z,0.0315372688005316
MATS3c,0.19127442268587627
MATS3d,-0.13855421686746985
MATS3i,-0.031026345155412843
MATS3m,0.035550118411737566
MATS3p,-0.029129224489012097
MATS3s,0.04817718054367035
MATS3v,0.011719932796489219
MATS4Z,-0.11845235675201288
MATS4c,-0.09885406491631296
MATS4d,-0.21396980326368767
MATS4i,-0.1373392018712226
MATS4m,-0.1178158320179763
MATS4p,-0.15533661759418937
MATS4s,-0.19432820089938144
MATS4v,-0.09608443926470972
MATS5Z,-0.20807193805099347
MATS5c,-0.0022800871446293767
MATS5d,-0.10950809607858181
MATS5i,0.03706464555865676
MATS5m,-0.20796215595724918
MATS5p,-0.009833878075655077
MATS5s,0.00044524987964042565
MATS5v,-0.09946125236876287
MATS6Z,-0.1771624764647248
MATS6c,-0.047033200650626744
MATS6d,-0.062168674698795175
MATS6i,-0.08828905519636195
MATS6m,-0.1799433586618367
MATS6p,-0.10808269917837751
MATS6s,-0.1170003136641971
MATS6v,-0.160115162286646
MATS7Z,0.020046516779266815
MATS7c,0.0568354220167021
MATS7d,0.045845720544515696
MATS7i,0.0006901829867211731
MATS7m,0.02149384410480276
MATS7p,0.005349834435232092
MATS7s,0.01028793834848504
MATS7v,0.023786541323485583
MATS8Z,0.031650915871412694
MATS8c,0.0193370234091554
MATS8d,0.13073188275490016
MATS8i,-0.020886821207502154
MATS8m,0.0338070336248957
MATS8p,0.013068766109421572
MATS8s,-0.024967777856938305
MATS8v,0.035406485756170454
MAXssO,5.4650040154950865
MINssO,5.236819091541003
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,-3.7373989533690763
SdssSe,0
SdsssP,0
SpAD_A,40.252318934543005
SpAD_D,412.59865257441993
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.87221059699087
SssNH2,0
SsssAs,0
SsssCH,-0.7777438943131585
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,701
TMWC10,140.71834273247646
TSRW10,66.70394199127786
VE1_Dt,5.4857579105569965
VE2_Dt,0.17695993259861278
VE3_Dt,2.8335573744431337
VR1_Dt,195.38504754045934
VR2_Dt,6.302743469047075
VR3_Dt,6.4063743258609485
Xc-3dv,1.2197887820108952
Xc-4dv,0.04564354645876384
Xc-5dv,0.3452715285438587
Xc-6dv,0.03384841529875286
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.2851477927045248
Xp-0dv,18.767348100687194
Xp-1dv,11.855384235302722
Xp-2dv,9.291329231104044
Xp-3dv,7.30001922026017
Xp-4dv,5.405326863497247
Xp-5dv,3.888052254763315
Xp-6dv,2.269382960329686
Xp-7dv,1.412473787871614
Xpc-4d,5.180735947616763
Xpc-5d,8.080703174429141
Xpc-6d,12.496766342181665
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,62
nFRing,0
nHBAcc,6
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,5.705447753975262
AATS0dv,7.207407407407407
AATS0pe,6.280284999999998
AATS0se,7.788718416666664
AATS1dv,5.451612903225806
AATS1pe,6.480977419354839
AATS1se,7.809268064516125
AATS2dv,5.228228228228229
AATS2pe,6.451012612612613
AATS2se,7.8898339819819805
AATS3dv,4.016203703703703
AATS3pe,6.262147916666667
AATS3se,7.759442875
AATS4dv,3.191983122362869
AATS4pe,6.405711392405063
AATS4se,7.94933270886076
AATS5dv,3.35244161358811
AATS5pe,6.497126751592355
AATS5se,8.05359868789809
AATS6dv,2.295555555555556
AATS6pe,6.10637
AATS6se,7.649487346666665
AATS7dv,2.281385281385281
AATS7pe,5.9204
AATS7se,7.5105934155844185
AATS8dv,2.3109452736318405
AATS8pe,5.913567910447761
AATS8se,7.508586223880599
AATSC0Z,10.032222222222224
AATSC0c,0.020879321277968408
AATSC0d,0.576388888888889
AATSC0i,1.4151275715162794
AATSC0m,46.15163208999999
AATSC0p,0.2780449479975697
AATSC0s,1.8581135450007618
AATSC0v,51.17127269046128
AATSC1Z,2.1860573476702503
AATSC1c,-0.00915303609979909
AATSC1d,0.2193100358422939
AATSC1i,-0.2998309506963925
AATSC1m,9.480346143870968
AATSC1p,-0.03609556758077063
AATSC1s,-0.239431071956232
AATSC1v,-1.0768433014924566
AATSC2Z,0.8191291291291293
AATSC2c,-0.0026804077298172115
AATSC2d,0.016704204204204244
AATSC2i,0.10611006186172016
AATSC2m,3.7136125676576617
AATSC2p,0.03071155368953113
AATSC2s,0.32330790989034297
AATSC2v,2.074899890337642
AATSC3Z,0.3163888888888887
AATSC3c,0.003993680123516339
AATSC3d,-0.0798611111111111
AATSC3i,-0.043906236472805255
AATSC3m,1.640695985694447
AATSC3p,-0.008099233708256902
AATSC3s,0.08951867172814104
AATSC3v,0.5997238770430303
AATSC4Z,-1.188340365682138
AATSC4c,-0.0020640057810208433
AATSC4d,-0.12332981715893108
AATSC4i,-0.1943524912180073
AATSC4m,-5.437392933670883
AATSC4p,-0.043190561761094745
AATSC4s,-0.36108386226676986
AATSC4v,-4.916763042924527
