DLiP-ID,T003IA
SRW09,6.6052979209482015
SRW10,10.36819593668493
SaaCH,12.946771796361071
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.772883277780812
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.550594493472829
SdssS,0
SsCH3,3.1828712520752642
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.6543033720094504
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,5.014404736607413
VE1_D,5.662449149194224
VE2_A,0.15195165868507313
VE2_D,0.17158936815740072
VE3_A,2.806237186252585
VE3_D,2.927778978966513
VR1_A,268.6211781723546
VR1_D,215.8634368638283
VR2_A,8.140035702192563
VR2_D,6.541316268600857
VR3_A,6.7872245959624875
VR3_D,6.568568439469136
WPath,3491
Xc-3d,2.1291487987638305
Xc-4d,0.10206207261596575
Xc-5d,0.6395195511812306
Xc-6d,0.07216878364870322
Xp-0d,23.846724214874857
Xp-1d,15.935019276402844
Xp-2d,13.675296708020866
Xp-3d,11.631125517716569
Xp-4d,9.313237459868002
Xp-5d,7.442821221252794
Xp-6d,4.7409049109009676
Xp-7d,3.0723249651051807
ZMIC0,115.37614850963146
ZMIC1,53.37601997326263
ZMIC2,32.27157748114399
ZMIC3,26.608458593344352
ZMIC4,25.108458593344352
ZMIC5,24.429229296672176
nAcid,1
nAtom,64
nBase,0
nRing,3
piPC1,3.784189633918261
piPC2,4.290459441148391
piPC3,4.795790545596741
piPC4,5.279389356662517
piPC5,5.766757273817589
piPC6,5.922583276536274
piPC7,6.27181512219177
piPC8,6.598083188638741
piPC9,6.857037476861878
AATS0Z,22.3125
AATS0d,3.078125
AATS0i,162.68289341295656
AATS0m,87.90739164062501
AATS0p,1.3940301257862344
AATS0s,4.977105034722222
AATS0v,207.9620036416291
AATS1Z,23.984848484848484
AATS1d,3.787878787878788
AATS1i,145.94638100666364
AATS1m,90.32670198484847
AATS1p,1.7302174083636361
AATS1s,3.2401094276094278
AATS1v,255.66398814822705
AATS2Z,19.844827586206897
AATS2d,3.439655172413793
AATS2i,153.75778291222534
AATS2m,73.14004762068964
AATS2p,1.4691504617503188
AATS2s,3.1841475095785436
AATS2v,211.46775958190958
AATS3Z,17.483660130718953
AATS3d,3.065359477124183
AATS3i,157.47003487972893
AATS3m,63.304312764705884
AATS3p,1.3334252112106209
AATS3s,3.0776143790849675
AATS3v,187.24192260843685
AATS4Z,16.803571428571427
AATS4d,2.7857142857142856
AATS4i,158.25303862518442
AATS4m,60.002829678571416
AATS4p,1.2867540936569999
AATS4s,3.178158068783069
AATS4v,180.47928667498752
AATS5Z,15.756756756756756
AATS5d,2.5783783783783782
AATS5i,160.45632370711928
AATS5m,55.90146197837838
AATS5p,1.2151225072525136
AATS5s,3.4776276276276277
AATS5v,168.05964054789848
AATS6Z,14.180851063829786
AATS6d,2.356382978723404
AATS6i,161.09680514655832
AATS6m,48.98926832978724
AATS6p,1.154461203545553
AATS6s,3.351063829787234
AATS6v,155.33048566013017
AATS7Z,11.740331491712707
AATS7d,2.18232044198895
AATS7i,163.74152108718232
AATS7m,39.66310910497238
AATS7p,1.052554443413514
AATS7s,2.8126151012891345
AATS7v,136.66791212225093
AATS8Z,12.281879194630873
AATS8d,2.335570469798658
AATS8i,164.50776669204296
AATS8m,42.22841270469798
AATS8p,1.067737380595651
AATS8s,2.7298657718120807
AATS8v,141.27053869341322
AMID_C,1.5625567252919337
AMID_N,0.06130546964836884
AMID_O,0.3863134688452024
AMID_X,0.0
AMID_h,0.4476189384935712
ATS0dv,476.0
ATS0pe,404.67930000000007
ATS0se,500.4489319999999
ATS1dv,432.0
ATS1pe,431.68549999999993
ATS1se,517.8270359999999
ATS2dv,604.0
ATS2pe,744.5167
ATS2se,909.003736
ATS3dv,660.0
ATS3pe,966.3989
ATS3se,1191.009972
ATS4dv,658.0
ATS4pe,1065.2586
ATS4se,1314.030472
ATS5dv,662.0
ATS5pe,1161.5978
ATS5se,1440.931464
ATS6dv,575.0
ATS6pe,1170.6434
ATS6se,1459.8147760000002
ATS7dv,409.0
ATS7pe,1083.4479999999999
ATS7se,1371.176344
ATS8dv,384.0
ATS8pe,896.9639999999999
ATS8se,1134.633996
ATSC0Z,497.75
ATSC0c,1.7880338383252525
ATSC0d,37.609375
ATSC0i,86.10500641639877
ATSC0m,2355.334072359375
ATSC0p,14.536825447445729
ATSC0s,119.90093315972221
ATSC0v,3161.727076972865
ATSC1Z,10.8203125
ATSC1c,-0.8855513877910236
ATSC1d,16.68408203125
ATSC1i,-3.596758659021942
ATSC1m,53.92236764501929
ATSC1p,-0.2228936329102077
ATSC1s,-9.115719265407986
ATSC1v,64.4889408988991
ATSC2Z,15.453125
ATSC2c,-0.2254699052909649
ATSC2d,1.4111328125
ATSC2i,6.60528371297921
ATSC2m,79.20085055175754
ATSC2p,1.5561283018723122
ATSC2s,12.512132432725693
ATSC2v,268.00768480317885
ATSC3Z,7.44140625
ATSC3c,0.46035782958133
ATSC3d,-8.456787109375
ATSC3i,7.985541737138428
ATSC3m,36.04893345336893
ATSC3p,0.9222943531583556
ATSC3s,-4.272933959960938
ATSC3v,94.8437671607102
ATSC4Z,-118.34375
ATSC4c,-0.2611466745181615
ATSC4d,-14.708984375
ATSC4i,-18.100804097874544
ATSC4m,-555.4197126621095
ATSC4p,-2.587823156957019
ATSC4s,-44.84910753038195
ATSC4v,-603.3812573011137
ATSC5Z,-49.93359375
ATSC5c,-0.0044592943070773765
ATSC5d,-15.448974609375
ATSC5i,-3.360312945794013
ATSC5m,-242.0846307106935
ATSC5p,-1.6909935970256222
ATSC5s,33.368287828233505
ATSC5v,-373.4583335627333
ATSC6Z,-167.640625
ATSC6c,0.2053400174847909
ATSC6d,-4.1025390625
ATSC6i,-14.041580835640595
ATSC6m,-806.0266248369139
ATSC6p,-4.034587890570501
ATSC6s,10.379659016927082
ATSC6v,-1166.1849433783216
ATSC7Z,-13.57421875
ATSC7c,-0.18864966080473056
ATSC7d,7.792236328125
ATSC7i,-7.770366194164745
ATSC7m,-55.65094836010725
ATSC7p,-0.6799447666449375
ATSC7s,-49.02136739095052
ATSC7v,12.082757452273256
ATSC8Z,53.61328125
ATSC8c,-0.30772203961009825
ATSC8d,5.768798828125
ATSC8i,16.839909826175145
ATSC8m,278.29924052270513
ATSC8p,4.334996610873882
ATSC8s,-38.82491556803385
ATSC8v,927.1246509178263
AXp-0d,0.7226280065113593
AXp-1d,0.45528626504008124
AXp-2d,0.2849020147504347
AXp-3d,0.1817363362143214
AXp-4d,0.11641546824835003
AXp-5d,0.07917894916226377
AXp-6d,0.05153157511848878
AXp-7d,0.032003385053178963
GATS1Z,0.8399616455869595
GATS1c,1.4481475954968048
GATS1d,0.8375571250519318
GATS1i,1.280275676543197
GATS1m,0.8460595757747478
GATS1p,1.201261325543814
GATS1s,0.7493402139698498
GATS1v,1.0513941228958936
GATS2Z,0.915447098148565
GATS2c,1.1034440677216308
GATS2d,1.3501998481440625
GATS2i,1.0758112604777532
GATS2m,0.91656737609159
GATS2p,1.022888956245406
GATS2s,0.6360472735966131
GATS2v,0.9730282618522503
GATS3Z,0.9476172186604426
GATS3c,0.8713277023815584
GATS3d,1.3795058530267112
GATS3i,1.0311253298266954
GATS3m,0.9490812582900382
GATS3p,1.006210232253145
GATS3s,0.858420753150406
GATS3v,0.9882386256040185
GATS4Z,1.0600200904068307
GATS4c,1.076944138976669
GATS4d,1.2613211466555878
GATS4i,1.141740892605243
GATS4m,1.0593743017845187
GATS4p,1.0819585107792906
GATS4s,1.2269026350059322
GATS4v,1.0574942009823576
GATS5Z,1.016319383170212
GATS5c,1.0172816100025335
GATS5d,1.15899796763943
GATS5i,1.0428714612682515
GATS5m,1.0168585060348923
GATS5p,1.0284576484648245
GATS5s,0.9433942536599804
GATS5v,1.017879818821153
GATS6Z,1.105463949474764
GATS6c,0.9956311616847319
GATS6d,0.873197853777546
GATS6i,1.0426319900957877
GATS6m,1.1063168645267922
GATS6p,1.0763305107831636
GATS6s,1.033389968512571
GATS6v,1.1017612830640664
GATS7Z,0.9968227188092271
GATS7c,0.8636679030695226
GATS7d,0.8560666747768363
GATS7i,0.9544042372710426
GATS7m,0.9963485669681496
GATS7p,0.97739760333931
GATS7s,1.3585398301544223
GATS7v,0.9868338685863611
GATS8Z,0.9556426739117977
GATS8c,1.0051254411279396
GATS8d,0.888147823880572
GATS8i,0.8336493606415467
GATS8m,0.9507448917460115
GATS8p,0.8234740622444086
GATS8s,1.2505377733250476
GATS8v,0.8533289921321607
MATS1Z,0.021079707167100437
MATS1c,-0.4802574083587879
MATS1d,0.43017209905452536
MATS1i,-0.04050596030988351
MATS1m,0.022199974567464677
MATS1p,-0.014868396210656507
MATS1s,-0.07372324063983031
MATS1v,0.019778661802935287
MATS2Z,0.01712880375482776
MATS2c,-0.06957205532674103
MATS2d,0.02070111599787975
MATS2i,0.04232383939105425
MATS2m,0.018552366522809706
MATS2p,0.05906059400413609
MATS2s,0.0575745767627061
MATS2v,0.046767575207186454
MATS3Z,0.006253631537999429
MATS3c,0.10769817487442401
MATS3d,-0.0940584515207551
MATS3i,0.038793996620818505
MATS3m,0.006402188378242868
MATS3p,0.026539242156250514
MATS3s,-0.014907065534160314
MATS3v,0.012547955224111163
MATS4Z,-0.09057425079524528
MATS4c,-0.05563901829099129
MATS4d,-0.14899004886541237
MATS4i,-0.08008296735838417
MATS4m,-0.08983373715413816
MATS4p,-0.06781655298060316
MATS4s,-0.14249575751448593
MATS4v,-0.07270062247465556
MATS5Z,-0.03470482034017946
MATS5c,-0.0008627771769454813
MATS5d,-0.14210579503475224
MATS5i,-0.0135008019752696
MATS5m,-0.03555682293777289
MATS5p,-0.040242099736731436
MATS5s,0.09627634742389672
MATS5v,-0.04086260241015269
MATS6Z,-0.11465424196116568
MATS6c,0.03909488913316515
MATS6d,-0.03713459855563118
MATS6i,-0.05551492095340636
MATS6m,-0.11649814169367916
MATS6p,-0.09448257693334178
MATS6s,0.029470170488377957
MATS6v,-0.125564009794547
MATS7Z,-0.009642840295140287
MATS7c,-0.03730625842166405
MATS7d,0.07326008166787937
MATS7i,-0.031909094630918414
MATS7m,-0.008354519059089367
MATS7p,-0.016538855735274825
MATS7s,-0.14456536504428635
MATS7v,0.0013512729347621788
MATS8Z,0.04626524056239656
MATS8c,-0.07392248781767163
MATS8d,0.06588445891875765
MATS8i,0.08400498599632301
MATS8m,0.050752005933229954
MATS8p,0.12808931178395233
MATS8s,-0.13908543796585504
MATS8v,0.12595269239981413
MAXsOH,9.72689282777441
MAXssO,5.703860571916891
MINsOH,9.161305577389557
MINssO,5.465655971460071
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.25780655254239
SpAD_D,436.8632833070156
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.537944603434626
SssNH2,0
SsssAs,0
SsssCH,-1.0978249664063158
SsssNH,0
SssssB,0
SssssC,-1.0687462914806751
SssssN,0
TMPC10,857
TMWC10,145.53688706975606
TSRW10,82.59392679785641
VE1_Dt,5.662641437760806
VE2_Dt,0.17159519508366078
VE3_Dt,2.927812936940646
VR1_Dt,215.93553215860265
VR2_Dt,6.543500974503111
VR3_Dt,6.568902369379193
Xc-3dv,0.9587329702356432
Xc-4dv,0.05103103630798288
Xc-5dv,0.12390831639870198
Xc-6dv,0.010416666666666666
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.125
Xch-6d,0.31193184637433213
Xch-7d,0.47927769872687376
Xp-0dv,19.00421826514207
Xp-1dv,11.027269877784535
Xp-2dv,8.07633195158933
Xp-3dv,5.969532781337925
Xp-4dv,4.22059209470462
Xp-5dv,2.7540723347579696
Xp-6dv,1.5033105491830472
Xp-7dv,0.8601880087748908
Xpc-4d,5.534642040277721
Xpc-5d,8.49365739292739
Xpc-6d,12.920543753541658
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,66
nFRing,0
nHBAcc,6
nHBDon,3
nHRing,1
nSpiro,0
naRing,2
piPC10,7.076719797219808
AATS0dv,7.4375
AATS0pe,6.323114062500001
AATS0se,7.819514562499998
AATS1dv,6.545454545454546
AATS1pe,6.540689393939393
AATS1se,7.845864181818181
AATS2dv,5.206896551724138
AATS2pe,6.418247413793104
AATS2se,7.836239103448276
AATS3dv,4.313725490196078
AATS3pe,6.316332679738562
AATS3se,7.7843789019607845
AATS4dv,3.9166666666666665
AATS4pe,6.340825
AATS4se,7.8216099523809515
AATS5dv,3.5783783783783782
AATS5pe,6.278907027027027
AATS5se,7.788818724324324
AATS6dv,3.0585106382978724
AATS6pe,6.22682659574468
AATS6se,7.764972212765958
AATS7dv,2.2596685082872927
AATS7pe,5.9859005524861875
AATS7se,7.57555991160221
AATS8dv,2.577181208053691
AATS8pe,6.019892617449664
AATS8se,7.614993261744966
AATSC0Z,7.77734375
AATSC0c,0.02793802872383207
AATSC0d,0.587646484375
AATSC0i,1.3453907252562307
AATSC0m,36.802094880615236
AATSC0p,0.2271378976163395
AATSC0s,1.8734520806206596
AATSC0v,49.40198557770101
AATSC1Z,0.16394412878787878
AATSC1c,-0.013417445269560964
AATSC1d,0.2527891216856061
AATSC1i,-0.05449634331851427
AATSC1m,0.8170055703790802
AATSC1p,-0.003377176256215268
AATSC1s,-0.13811695856678766
AATSC1v,0.9771051651348349
AATSC2Z,0.13321659482758622
AATSC2c,-0.0019437060800945249
AATSC2d,0.012164938038793104
AATSC2i,0.05694210097395871
AATSC2m,0.6827659530323926
AATSC2p,0.013414899154071657
AATSC2s,0.10786321062694562
AATSC2v,2.3104110758894727
AATSC3Z,0.048636642156862746
AATSC3c,0.0030088747031459476
AATSC3d,-0.0552731183619281
AATSC3i,0.05219308324927077
AATSC3m,0.23561394413966621
AATSC3p,0.006028067667701671
AATSC3s,-0.027927672940921165
AATSC3v,0.6198939030111777
AATSC4Z,-0.7044270833333334
AATSC4c,-0.0015544444911795327
AATSC4d,-0.08755347842261904
AATSC4i,-0.10774288153496753
AATSC4m,-3.3060697182268424
AATSC4p,-0.015403709267601304
AATSC4s,-0.26695897339513064
AATSC4v,-3.5915551029828197
AATSC5Z,-0.2699113175675676
AATSC5c,-2.41042935517696e-05
AATSC5d,-0.08350797086148648
