DLiP-ID,C001EW
SRW07,4.844187086458591
SRW08,8.734077192559303
SRW09,7.050122520269059
SRW10,10.462045638444781
SaaCH,14.63900674875603
SaaNH,0
SaaSe,0
SaaaC,1.162570389266818
SaasC,2.9020761083486564
SaasN,1.6834332482993197
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,3.3062879503653315
SsNH2,6.124578058075082
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.405816038772764
VE1_D,5.204684238864732
VE2_A,0.15735057281331302
VE2_D,0.1858815799594547
VE3_A,2.5125449122549646
VE3_D,2.679178452444349
VR1_A,267.716340589729
VR1_D,179.43214124623634
VR2_A,9.561297878204607
VR2_D,6.408290758794155
VR3_A,6.619547406523412
VR3_D,6.219416510436693
WPath,1813
Xc-3d,1.76374122002828
Xc-4d,0.0
Xc-5d,0.6463016678180766
Xc-6d,0.0
Xp-0d,19.836134335324456
Xp-1d,13.56208060791394
Xp-2d,12.00077801848764
Xp-3d,10.935818983765804
Xp-4d,9.726078388036147
Xp-5d,8.031126528129855
Xp-6d,5.89281398249745
Xp-7d,4.283169583258246
ZMIC0,89.1936966726356
ZMIC1,46.82061193534798
ZMIC2,31.74962923008423
ZMIC3,25.415074581767733
ZMIC4,24.661691533857592
ZMIC5,24.661691533857592
nAcid,0
nAtom,45
nBase,0
nRing,4
piPC1,3.8066624897703196
piPC2,4.480173695813406
piPC3,5.2046932645153685
piPC4,5.912996120436913
piPC5,6.552151190044897
piPC6,7.0250520853371
piPC7,7.550090134996307
piPC8,8.052402202722961
piPC9,8.443251431410049
AATS0Z,25.466666666666665
AATS0d,3.7555555555555555
AATS0i,160.74187662127184
AATS0m,100.8830194666667
AATS0p,1.6324828307207329
AATS0s,4.739506172839507
AATS0v,246.0362447133083
AATS1Z,27.354166666666668
AATS1d,4.416666666666667
AATS1i,147.4364095615489
AATS1m,105.19794397916668
AATS1p,1.9053406859583337
AATS1s,3.7754629629629632
AATS1v,286.06608316612716
AATS2Z,25.051948051948052
AATS2d,4.3896103896103895
AATS2i,151.1931612001557
AATS2m,96.06344941558437
AATS2p,1.7446263521031562
AATS2s,3.3795093795093805
AATS2v,259.38259660529275
AATS3Z,24.731182795698924
AATS3d,4.139784946236559
AATS3i,153.85299351668328
AATS3m,94.19757888172045
AATS3p,1.680328514893484
AATS3s,3.7210274790919944
AATS3v,250.1523672291476
AATS4Z,23.304761904761904
AATS4d,3.857142857142857
AATS4i,154.83287766582325
AATS4m,87.70676744761901
AATS4p,1.6229203182689995
AATS4s,3.8211640211640217
AATS4v,238.7856554561187
AATS5Z,21.82758620689655
AATS5d,3.4655172413793105
AATS5i,156.68463220847755
AATS5m,81.33190768103451
AATS5p,1.558759287361577
AATS5s,3.769157088122606
AATS5v,227.21880902221324
AATS6Z,20.352459016393443
AATS6d,3.0655737704918034
AATS6i,157.7257979195266
AATS6m,74.83230159016392
AATS6p,1.450158609704451
AATS6s,4.153233151183972
AATS6v,205.74894950121052
AATS7Z,15.841666666666667
AATS7d,2.5166666666666666
AATS7i,163.40150519201026
AATS7m,55.568000291666664
AATS7p,1.2727888072323834
AATS7s,3.5245370370370366
AATS7v,172.34490517158164
AATS8Z,12.866666666666667
AATS8d,2.2857142857142856
AATS8i,162.78888412611553
AATS8m,44.3474094190476
AATS8p,1.1799577388197522
AATS8s,2.8650793650793656
AATS8v,152.87099809497323
AMID_C,1.5664448522723375
AMID_N,0.35491564677062265
AMID_O,0.13137081664464886
AMID_X,0.0
AMID_h,0.48628646341527154
ATS0dv,420.0
ATS0pe,288.7076999999999
ATS0se,350.27633599999984
ATS1dv,457.0
ATS1pe,319.3556
ATS1se,378.1843879999998
ATS2dv,674.0
ATS2pe,502.16670000000005
ATS2se,601.4120839999998
ATS3dv,777.0
ATS3pe,613.6832000000002
ATS3se,733.8694800000002
ATS4dv,772.0
ATS4pe,690.5992999999996
ATS4se,828.360808
ATS5dv,757.0
ATS5pe,757.2801
ATS5se,912.8073079999999
ATS6dv,701.0
ATS6pe,789.7786999999997
ATS6se,955.2072880000002
ATS7dv,459.0
ATS7pe,758.24
ATS7se,932.6394120000003
ATS8dv,261.0
ATS8pe,625.4830000000001
ATS8se,784.7630519999999
ATSC0Z,309.64444444444456
ATSC0c,1.1456157478575961
ATSC0d,30.311111111111103
ATSC0i,75.40775149417156
ATSC0m,1474.4478759999997
ATSC0p,9.833626118224974
ATSC0s,57.71975308641977
ATSC0v,2129.0463270874143
ATSC1Z,6.445925925925954
ATSC1c,-0.5664385188367522
ATSC1d,19.35703703703704
ATSC1i,4.0935907922962675
ATSC1m,33.51321766666676
ATSC1p,0.5536127273027562
ATSC1s,-7.967736625514407
ATSC1v,118.5838334507604
ATSC2Z,87.96395061728398
ATSC2c,-0.08726963394382883
ATSC2d,11.77876543209876
ATSC2i,0.5650483377548896
ATSC2m,423.4599472222223
ATSC2p,1.9915157198792375
ATSC2s,-0.08096021947873666
ATSC2v,549.1840158336137
ATSC3Z,49.31259259259262
ATSC3c,0.20657596409790943
ATSC3d,-0.754074074074073
ATSC3i,-10.994560235092592
ATSC3m,233.4847693333335
ATSC3p,0.35699213836055693
ATSC3s,6.8853497942386825
ATSC3v,214.0249247517511
ATSC4Z,-37.63703703703701
ATSC4c,0.017127058902362213
ATSC4d,-12.23703703703703
ATSC4i,-10.215727627392928
ATSC4m,-177.3549379999998
ATSC4p,-1.3646894092306812
ATSC4s,3.134156378600824
ATSC4v,-275.81268766713583
ATSC5Z,-84.4612345679012
ATSC5c,-0.6207870032556149
ATSC5d,-21.713086419753083
ATSC5i,-15.648929275533167
ATSC5m,-392.72070011111083
ATSC5p,-1.0309864041750758
ATSC5s,-20.761536351165994
ATSC5v,-285.57266901843525
ATSC6Z,-90.92493827160492
ATSC6c,0.6035531684401687
ATSC6d,-24.199012345679016
ATSC6i,-34.252464081233
ATSC6m,-463.17923711111075
ATSC6p,-7.505830510430961
ATSC6s,35.98508916323732
ATSC6v,-1516.4081325465866
ATSC7Z,-184.14074074074074
ATSC7c,0.02930800737087197
ATSC7d,-9.318518518518523
ATSC7i,14.641400220282605
ATSC7m,-880.9246183333335
ATSC7p,-2.0082907078452084
ATSC7s,-27.409465020576135
ATSC7v,-918.0769026265225
ATSC8Z,21.740740740740687
ATSC8c,-0.07635786434689634
ATSC8d,-3.4370370370370384
ATSC8i,-11.757304056534986
ATSC8m,106.94353566666638
ATSC8p,0.21659925709498618
ATSC8s,2.835390946502058
ATSC8v,130.34222706885538
AXp-0d,0.7084333691187306
AXp-1d,0.4374864712230303
AXp-2d,0.266683955966392
AXp-3d,0.1656942270267546
AXp-4d,0.10346891902166114
AXp-5d,0.06373909942960203
AXp-6d,0.03981631069255034
AXp-7d,0.024475254761475693
GATS1Z,0.725294244294531
GATS1c,1.421567127477048
GATS1d,0.4838709677419356
GATS1i,1.0332068306241418
GATS1m,0.7252779922109638
GATS1p,0.8864118481476152
GATS1s,0.8487690629478319
GATS1v,0.7993599419623354
GATS2Z,0.6689700424449955
GATS2c,0.9463763844699972
GATS2d,0.9331797235023045
GATS2i,1.0272622209901838
GATS2m,0.6683503635770439
GATS2p,0.8457474011044311
GATS2s,0.5795655588182268
GATS2v,0.7566987361010871
GATS3Z,0.7739018506600237
GATS3c,0.8675479679041677
GATS3d,1.1784599375650366
GATS3i,1.141052016124276
GATS3m,0.7738908875021727
GATS3p,0.9092220967368775
GATS3s,0.7026494073521586
GATS3v,0.8287906439588798
GATS4Z,0.9222866985175004
GATS4c,1.0470101681343162
GATS4d,1.35483870967742
GATS4i,1.1178358621312776
GATS4m,0.9205756862286958
GATS4p,0.9871600587780627
GATS4s,0.9339232623727732
GATS4v,0.9368988901848506
GATS5Z,1.0075516103007771
GATS5c,1.282218545998432
GATS5d,1.395300333704116
GATS5i,1.1312110494915395
GATS5m,1.0035424632493373
GATS5p,0.9696188834732465
GATS5s,1.281641893531449
GATS5v,0.946974740587204
GATS6Z,1.033708089894514
GATS6c,0.863290032021257
GATS6d,1.2909836065573774
GATS6i,1.2009268666421682
GATS6m,1.0404829413371903
GATS6p,1.2160703423149888
GATS6s,0.8693945474876161
GATS6v,1.1802796703946963
GATS7Z,1.258163485000717
GATS7c,1.1363948432920834
GATS7d,1.0282258064516132
GATS7i,0.9108257106473744
GATS7m,1.2568046342724701
GATS7p,1.0348848311330177
GATS7s,1.4309081770153784
GATS7v,1.1347988055171636
GATS8Z,1.0603252065861506
GATS8c,0.9385701803216812
GATS8d,0.8778801843317975
GATS8i,0.9395913475995296
GATS8m,1.0616284326479968
GATS8p,1.0341156935091804
GATS8s,0.8152418026650694
GATS8v,1.0704942914744955
MATS1Z,0.019516111669298196
MATS1c,-0.4635377196957533
MATS1d,0.5986986803519063
MATS1i,0.05089319455539499
MATS1m,0.02130875026096894
MATS1p,0.05277930293530609
MATS1s,-0.1294141552413749
MATS1v,0.052216967966204036
MATS2Z,0.16602107523594534
MATS2c,-0.04451905817320917
MATS2d,0.22710134440339716
MATS2i,0.0043791659078656125
MATS2m,0.16784356813198573
MATS2p,0.11835642410168565
MATS2s,-0.0008197265485567702
MATS2v,0.15074904358899904
MATS3Z,0.07705913129638806
MATS3c,0.08725099305522434
MATS3d,-0.01203765017500708
MATS3i,-0.07054909336823874
MATS3m,0.07662291975814998
MATS3p,0.017566066615512715
MATS3s,0.05772063617790955
MATS3v,0.04864170691964127
MATS4Z,-0.052092517787939004
MATS4c,0.006407181565668199
MATS4d,-0.1730205278592375
MATS4i,-0.05805993278432121
MATS4m,-0.05155099775318003
MATS4p,-0.05947621789141846
MATS4s,0.023271233931512415
MATS4v,-0.05552036894065028
MATS5Z,-0.10581534623817694
MATS5c,-0.210212320157751
MATS5d,-0.2778908383051876
MATS5i,-0.08050505686904516
MATS5m,-0.10332582788223058
MATS5p,-0.04067183534342978
MATS5s,-0.1395370534953686
MATS5v,-0.05203386112498411
MATS6Z,-0.10831096009995594
MATS6c,0.1943252532470987
MATS6d,-0.2944750252391713
MATS6i,-0.16754385793760213
MATS6m,-0.11587035618868523
MATS6p,-0.28153846886670836
MATS6s,0.22995920661530267
MATS6v,-0.2627142779591102
MATS7Z,-0.2230066743218027
MATS7c,0.009593533245881277
MATS7d,-0.11528592375366578
MATS7i,0.07281114970031101
MATS7m,-0.22404775187522472
MATS7p,-0.07658507720221253
MATS7s,-0.17807680790537503
MATS7v,-0.1617056585874895
MATS8Z,0.030090836391970226
MATS8c,-0.028565248921386614
MATS8d,-0.04859656472559702
MATS8i,-0.06682130809917221
MATS8m,0.031084817987246872
MATS8p,0.009439880256243094
MATS8s,0.021052888890246917
MATS8v,0.026237547650971027
MAXaaN,4.611254172965483
MAXsOH,10.704441858546296
MAXssO,5.2270940833990975
MAXtsC,2.1189747889896697
MINaaN,4.444877566767447
MINsOH,10.704441858546296
MINssO,5.2270940833990975
MINtsC,2.1189747889896697
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.65000411326224
SpAD_D,268.74625742661453
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1349
TMWC10,137.42125218061875
TSRW10,78.18671551254874
VE1_Dt,5.249785423370808
VE2_Dt,0.18749233654895742
VE3_Dt,2.6878066212105245
VR1_Dt,172.19123440835546
VR2_Dt,6.149686943155552
VR3_Dt,6.1782251043272165
Xc-3dv,0.7253847687468498
Xc-4dv,0.0
Xc-5dv,0.1630410703208522
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.4403091935352914
Xch-7d,0.7555864283783067
Xp-0dv,15.340468690670289
Xp-1dv,8.570995692919713
Xp-2dv,6.246657031733741
Xp-3dv,4.619349376825299
Xp-4dv,3.3546120258026875
Xp-5dv,2.3247092732140544
Xp-6dv,1.3275445186094332
Xp-7dv,0.7954824958893455
Xpc-4d,5.087899011647543
Xpc-5d,9.202143391591987
Xpc-6d,15.647221621815156
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,48
nFRing,1
nHBAcc,7
nHBDon,2
nHRing,2
nSpiro,0
naRing,4
piPC10,8.787313358653016
AATS0dv,9.333333333333334
AATS0pe,6.4157266666666635
AATS0se,7.783918577777774
AATS1dv,9.520833333333334
AATS1pe,6.653241666666666
AATS1se,7.8788414166666625
AATS2dv,8.753246753246753
AATS2pe,6.521645454545455
AATS2se,7.810546545454543
AATS3dv,8.35483870967742
AATS3pe,6.598744086021507
AATS3se,7.891069677419357
AATS4dv,7.352380952380952
AATS4pe,6.577136190476187
AATS4se,7.889150552380952
AATS5dv,6.525862068965517
AATS5pe,6.528276724137931
AATS5se,7.869028517241379
AATS6dv,5.745901639344262
AATS6pe,6.473595901639342
AATS6se,7.829567934426231
AATS7dv,3.825
AATS7pe,6.318666666666667
AATS7se,7.7719951000000025
AATS8dv,2.4857142857142858
AATS8pe,5.956980952380953
AATS8se,7.473933828571428
AATSC0Z,6.8809876543209905
AATSC0c,0.025458127730168804
AATSC0d,0.6735802469135801
AATSC0i,1.6757278109815903
AATSC0m,32.765508355555546
AATSC0p,0.21852502484944386
AATSC0s,1.2826611796982172
AATSC0v,47.31214060194254
AATSC1Z,0.1342901234567907
AATSC1c,-0.01180080247576567
AATSC1d,0.40327160493827163
AATSC1i,0.08528314150617224
AATSC1m,0.6981920347222242
AATSC1p,0.011533598485474089
AATSC1s,-0.16599451303155013
AATSC1v,2.470496530224175
AATSC2Z,1.1423889690556361
AATSC2c,-0.0011333718694003744
AATSC2d,0.15297097963764625
AATSC2i,0.007338290100712852
AATSC2m,5.499479834054835
AATSC2p,0.025863840517912174
AATSC2s,-0.0010514314218017747
AATSC2v,7.132259945891087
AATSC3Z,0.5302429311031465
AATSC3c,0.0022212469257839726
AATSC3d,-0.00810832337714057
AATSC3i,-0.11822107779669454
AATSC3m,2.5105889175627256
AATSC3p,0.0038386251436619027
AATSC3s,0.07403601929288905
AATSC3v,2.3013432769005493
AATSC4Z,-0.3584479717813049
AATSC4c,0.00016311484668916394
AATSC4d,-0.11654320987654315
