DLiP-ID,T001KK
ATS3m,7592.558193000001
ATS3p,175.02510871467803
ATS3s,373.08333333333326
ATS3v,23865.5297990883
ATS4Z,2136.0
ATS4d,375.0
ATS4i,24319.75575108302
ATS4m,7550.090542999998
ATS4p,167.96644240341303
ATS4s,412.0277777777778
ATS4v,22513.424822881185
ATS5Z,2004.0
ATS5d,342.0
ATS5i,23618.00180187477
ATS5m,6968.976716000002
ATS5p,152.02294189116796
ATS5s,437.49999999999994
ATS5v,20985.39581798187
ATS6Z,1933.0
ATS6d,320.0
ATS6i,20564.724827340433
ATS6m,6843.928650999999
ATS6p,145.360607729225
ATS6s,422.16666666666674
ATS6v,19848.68929015518
ATS7Z,1710.0
ATS7d,316.0
ATS7i,19747.81196406988
ATS7m,5931.46688
ATS7p,149.41219083637606
ATS7s,335.3333333333333
ATS7v,19926.46960888095
ATS8Z,1761.0
ATS8d,323.0
ATS8i,20340.234815136577
ATS8m,6121.181408
ATS8p,152.471269954074
ATS8s,371.5833333333334
ATS8v,20065.779117507227
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,6
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.36363636363636365
GGI10,0.11549841852872156
JGI10,0.004619936741148863
JGT10,0.409816728833471
Kier1,24.638671875
Kier2,12.88888888888889
Kier3,8.4672
MAXdO,12.336163747614172
MID_C,45.30734211342252
MID_N,8.121042551142676
MID_O,7.337184815334576
MID_X,0.0
MID_h,15.45822736647725
MINdO,12.336163747614172
MPC10,83
MWC01,32.0
MWC02,5.003946305945459
MWC03,5.808142489980444
MWC04,6.652863029353347
MWC05,7.466799475018602
MWC06,8.314587291319576
MWC07,9.13097243659261
MWC08,9.979568576941464
MWC09,10.79689852760344
MWC10,11.645855426771487
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,4
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.9582000000000024
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.4510384535657
SRW05,0.0
SRW06,6.90875477931522
SRW07,0.0
SRW08,8.446126742982377
SRW09,0.0
SRW10,10.022381082476539
SaaCH,14.38286729443883
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.6792227619485294
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.5375274498182834
SdssS,0
SsCH3,3.1642708900207275
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,11.63028743280221
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,5.034953486291022
VE1_D,5.396798402231976
VE2_A,0.1678317828763674
VE2_D,0.1798932800743992
VE3_A,2.7150165767206955
VE3_D,2.784418177934905
VR1_A,212.89657693821866
VR1_D,186.51997923537573
VR2_A,7.096552564607289
VR2_D,6.217332641179191
VR3_A,6.459418782177219
VR3_D,6.327150649281694
WPath,3001
Xc-3d,1.802095140581215
Xc-4d,0.0
Xc-5d,0.0
Xc-6d,0.0
Xp-0d,21.34672421487486
Xp-1d,14.550376490957335
Xp-2d,12.66561923679675
Xp-3d,9.771744194136081
Xp-4d,8.27340333041505
Xp-5d,6.143878657182836
Xp-6d,4.010235399423866
Xp-7d,2.63799090644139
ZMIC0,100.18954602491777
ZMIC1,57.82806777335718
ZMIC2,38.31426930136819
ZMIC3,32.28776017435812
ZMIC4,30.15921893566705
ZMIC5,28.42977917923055
nAcid,0
nAtom,58
nBase,0
nRing,3
piPC1,3.713572066704308
piPC2,4.189654742026425
piPC3,4.579852378003801
piPC4,5.064176061024286
piPC5,5.453717265775727
piPC6,5.411087860380876
piPC7,5.456388921118531
piPC8,5.5735788721243535
piPC9,5.395330640718035
AATS0Z,21.93103448275862
AATS0d,3.0344827586206895
AATS0i,164.72302560532714
AATS0m,86.39511472413794
AATS0p,1.4003065057891722
AATS0s,4.219348659003831
AATS0v,207.35407729819764
AATS1Z,24.066666666666666
AATS1d,3.6333333333333333
AATS1i,149.61884427808008
AATS1m,90.71148440000003
AATS1p,1.7098532106666675
AATS1s,3.1416666666666666
AATS1v,251.8217964249041
AATS2Z,19.71153846153846
AATS2d,3.298076923076923
AATS2i,156.46966863364986
AATS2m,72.43803963461538
AATS2p,1.4524364538893275
AATS2s,3.117788461538461
AATS2v,205.5108603434616
AATS3Z,15.496402877697841
AATS3d,2.79136690647482
AATS3i,162.06921687513866
AATS3m,54.622720812949645
AATS3p,1.2591734439904894
AATS3s,2.6840527577937645
AATS3v,171.69445898624676
AATS4Z,14.432432432432432
AATS4d,2.5337837837837838
AATS4i,164.3226739938042
AATS4m,51.01412529054053
AATS4p,1.1349083946176557
AATS4s,2.783971471471472
AATS4v,152.11773528973774
AATS5Z,14.314285714285715
AATS5d,2.442857142857143
AATS5i,168.70001287053407
AATS5m,49.778405114285725
AATS5p,1.0858781563654853
AATS5s,3.1249999999999996
AATS5v,149.89568441415622
AATS6Z,15.588709677419354
AATS6d,2.5806451612903225
AATS6i,165.84455505919703
AATS6m,55.19297299193548
AATS6p,1.1722629655582661
AATS6s,3.404569892473119
AATS6v,160.0700749206063
AATS7Z,14.01639344262295
AATS7d,2.5901639344262297
AATS7i,161.86731118090066
AATS7m,48.618580983606556
AATS7p,1.2246900888227545
AATS7s,2.7486338797814205
AATS7v,163.33171810558156
AATS8Z,13.976190476190476
AATS8d,2.5634920634920637
AATS8i,161.43043504076647
AATS8m,48.580804825396825
AATS8p,1.2100894440799523
AATS8s,2.949074074074075
AATS8v,159.25221521831133
AMID_C,1.5102447371140841
AMID_N,0.27070141837142253
AMID_O,0.2445728271778192
AMID_X,0.0
AMID_h,0.5152742455492416
ATS0dv,412.0
ATS0pe,362.8758
ATS0se,448.2217519999999
ATS1dv,392.0
ATS1pe,393.08500000000004
ATS1se,470.03694399999983
ATS2dv,511.0
ATS2pe,667.5015999999999
ATS2se,812.1056399999999
ATS3dv,494.0
ATS3pe,865.5045
ATS3se,1070.0245799999998
ATS4dv,474.0
ATS4pe,903.5477999999998
ATS4se,1126.777116
ATS5dv,442.0
ATS5pe,883.4670000000003
ATS5se,1099.496
ATS6dv,454.0
ATS6pe,784.4203
ATS6se,970.8538039999999
ATS7dv,318.0
ATS7pe,745.9739999999999
ATS7se,929.7923360000001
ATS8dv,352.0
ATS8pe,767.5884
ATS8se,957.3984800000001
ATSC0Z,437.51724137931024
ATSC0c,1.4832897141406902
ATSC0d,30.068965517241377
ATSC0i,84.68090719013028
ATSC0m,2077.3304453793103
ATSC0p,12.747190518778618
ATSC0s,80.26053639846744
ATSC0v,2836.2782696998484
ATSC1Z,16.22354340071344
ATSC1c,-1.0185004884416446
ATSC1d,7.307966706302021
ATSC1i,-11.666735324515798
ATSC1m,77.458610159334
ATSC1p,-0.7053772934829841
ATSC1s,-2.8461487646981087
ATSC1v,14.41404313948615
ATSC2Z,3.5552913198573153
ATSC2c,0.7079231339092711
ATSC2d,-4.434007134363855
ATSC2i,-0.14210221655571065
ATSC2m,7.784467112960655
ATSC2p,-0.7541343308250414
ATSC2s,20.798156956004753
ATSC2v,-268.77846721738115
ATSC3Z,-124.73959571938171
ATSC3c,-0.7458724760691622
ATSC3d,-7.785969084423305
ATSC3i,-15.192018261598717
ATSC3m,-584.9876356504162
ATSC3p,-2.0786165070213136
ATSC3s,-20.844695468357777
ATSC3v,-523.5577824333292
ATSC4Z,77.78359096313913
ATSC4c,0.7962734596097816
ATSC4d,-4.4863258026159345
ATSC4i,-36.59219572454124
ATSC4m,353.12638948038057
ATSC4p,-4.0718482589954785
ATSC4s,8.818899458316816
ATSC4v,-327.2732270940073
ATSC5Z,-93.45541022592153
ATSC5c,-1.171181846977997
ATSC5d,-0.5112960760998821
ATSC5i,4.10495856964453
ATSC5m,-417.2006714673008
ATSC5p,1.8191159001693968
ATSC5s,-49.57524111507466
ATSC5v,248.20126350581768
ATSC6Z,-15.347205707491069
ATSC6c,1.2693217809333146
ATSC6d,-2.4922711058263975
ATSC6i,31.71166918261735
ATSC6m,-84.24505091438758
ATSC6p,0.9773971556589819
ATSC6s,6.4736424891002775
ATSC6v,-108.75597811988551
ATSC7Z,-107.81212841854932
ATSC7c,-0.8446538563289261
ATSC7d,-2.007134363852557
ATSC7i,2.5960101762600316
ATSC7m,-500.7785801426873
ATSC7p,-0.039684185500133334
ATSC7s,-27.094001849649892
ATSC7v,-234.2012367237821
ATSC8Z,-59.95124851367421
ATSC8c,0.41857977766455257
ATSC8d,-3.9774078478002375
ATSC8i,1.4569735248189857
ATSC8m,-294.2118001688465
ATSC8p,-1.4730152479859002
ATSC8s,18.25297265160524
ATSC8v,-525.6653834209699
AXp-0d,0.711557473829162
AXp-1d,0.4546992653424167
AXp-2d,0.301562362780875
AXp-3d,0.19543488388272162
AXp-4d,0.13132386238754049
AXp-5d,0.08533164801642829
AXp-6d,0.05728907713462666
AXp-7d,0.03768558437773414
GATS1Z,0.8424810844892815
GATS1c,1.7267261966561815
GATS1d,0.9478211009174313
GATS1i,1.4236596086399478
GATS1m,0.8480447487873447
GATS1p,1.1933362888145818
GATS1s,0.5990559957991216
GATS1v,1.0400231297562197
GATS2Z,0.9357653203511497
GATS2c,0.863413362482903
GATS2d,1.2941403493295698
GATS2i,1.1443993938077917
GATS2m,0.9398662309306564
GATS2p,1.0907157390757505
GATS2s,0.5335887811944595
GATS2v,1.057655156643004
GATS3Z,1.0834845364565853
GATS3c,1.239396637167163
GATS3d,1.1592056629925418
GATS3i,1.141329362250594
GATS3m,1.0829446346348033
GATS3p,1.0520936229247573
GATS3s,0.9595473993156056
GATS3v,1.0521857406569888
GATS4Z,0.906682415391432
GATS4c,0.8517460874222956
GATS4d,1.1015218199851227
GATS4i,1.1636667881323184
GATS4m,0.9107983940133371
GATS4p,1.0866688630075731
GATS4s,0.90386241155706
GATS4v,1.0211070329462977
GATS5Z,1.1427468023779503
GATS5c,1.543044404513675
GATS5d,1.0155226081258193
GATS5i,0.958052306085629
GATS5m,1.1309193144760377
GATS5p,0.8258066149820548
GATS5s,1.9621737670149209
GATS5v,0.8678401183266066
GATS6Z,1.0348900917300576
GATS6c,0.7151315267246319
GATS6d,1.100695472033146
GATS6i,0.8422987147273374
GATS6m,1.0337969897247832
GATS6p,0.8963329714670175
GATS6s,1.5128067696046124
GATS6v,0.9537564867078737
GATS7Z,1.0838917112852213
GATS7c,1.1481538895632764
GATS7d,1.0410494059257034
GATS7i,0.9873188675387717
GATS7m,1.0824267315475127
GATS7p,1.0047287378313046
GATS7s,1.3864172251664544
GATS7v,1.0337099947393442
GATS8Z,1.0236331291659162
GATS8c,0.6414001939290117
GATS8d,1.0531345565749237
GATS8i,0.9809701762538935
GATS8m,1.0275207999974645
GATS8p,1.0666135366758693
GATS8s,0.9520828786928176
GATS8v,1.089839722590045
MATS1Z,0.03584489281210594
MATS1c,-0.6637614100429687
MATS1d,0.2349388379204893
MATS1i,-0.13318048331379229
MATS1m,0.0360446536822812
MATS1p,-0.053491372552175884
MATS1s,-0.034279326586468054
MATS1v,0.00491262623406523
MATS2Z,0.004531841109709967
MATS2c,0.2661673457685589
MATS2d,-0.08223800282286528
MATS2i,-0.0009358581020065286
MATS2m,0.0020898636699994053
MATS2p,-0.03299353803869476
MATS2s,0.14451650423759932
MATS2v,-0.052849427801851555
MATS3Z,-0.11896586135883228
MATS3c,-0.2098223706051197
MATS3d,-0.1080456735529008
MATS3i,-0.0748588524138481
MATS3m,-0.11750444458290486
MATS3p,-0.06804137609357903
MATS3s,-0.10836940529684332
MATS3v,-0.07702451551046721
MATS4Z,0.06967213114754102
MATS4c,0.21037907131349592
MATS4d,-0.05847074138358544
MATS4i,-0.1693437787430818
MATS4m,0.0666178889151892
MATS4p,-0.12518243258102177
MATS4s,0.04306045471669873
MATS4v,-0.045219725265182836
MATS5Z,-0.08849306431273649
MATS5c,-0.32711337738550517
MATS5d,-0.007044560943643527
MATS5i,0.02008275241218317
MATS5m,-0.08320307371596365
MATS5p,0.059121555370178054
MATS5s,-0.255895550887913
MATS5v,0.03625393137077701
MATS6Z,-0.016407425863401527
MATS6c,0.40026909167204583
MATS6d,-0.03876886652855875
MATS6i,0.17516200538095394
MATS6m,-0.01896902982252193
MATS6p,0.035864344904148075
MATS6s,0.037727059939512274
MATS6v,-0.01793538111005593
MATS7Z,-0.11714954623446966
MATS7c,-0.2707203775104192
MATS7d,-0.03173409535268463
MATS7i,0.014574345189161926
MATS7m,-0.11460625497515126
MATS7p,-0.001480032176127065
MATS7s,-0.1604867791283334
MATS7v,-0.039256222757363894
MATS8Z,-0.06307547188694733
MATS8c,0.12990016606864865
MATS8d,-0.06088903451288773
MATS8i,0.007919971277452512
MATS8m,-0.06519464871387978
MATS8p,-0.05319247695897244
MATS8s,0.10468609345590446
MATS8v,-0.08531354516873688
MAXssO,5.168068886859906
MINssO,5.168068886859906
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.15212758402632
SpAD_D,413.99809160258235
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.35486359896984
SssNH2,0
SsssAs,0
SsssCH,-0.01578313064334158
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,659
TMWC10,136.79963355952643
TSRW10,65.00268832823548
VE1_Dt,5.3963093530000075
VE2_Dt,0.17987697843333358
VE3_Dt,2.7843275554296185
VR1_Dt,186.56489829236693
VR2_Dt,6.218829943078898
VR3_Dt,6.32739144734087
Xc-3dv,0.6934866373653996
Xc-4dv,0.0
Xc-5dv,0.0
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25
Xch-7d,0.3535533905932738
Xp-0dv,17.234922978497902
Xp-1dv,9.986071002992368
Xp-2dv,7.221287923186864
Xp-3dv,4.999857845114847
Xp-4dv,3.558784180443639
Xp-5dv,2.3776877425377467
Xp-6dv,1.1639063478549512
Xp-7dv,0.6543261108559879
Xpc-4d,3.1194516628925473
Xpc-5d,5.182245676431668
Xpc-6d,6.530101627235522
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,60
nFRing,0
nHBAcc,4
nHBDon,4
nHRing,0
nSpiro,0
naRing,2
piPC10,5.600734098756754
AATS0dv,7.103448275862069
AATS0pe,6.256479310344828
AATS0se,7.727961241379309
AATS1dv,6.533333333333333
AATS1pe,6.551416666666667
AATS1se,7.833949066666664
AATS2dv,4.913461538461538
AATS2pe,6.418284615384615
AATS2se,7.808708076923076
AATS3dv,3.553956834532374
AATS3pe,6.2266510791366905
AATS3se,7.698018561151078
AATS4dv,3.2027027027027026
AATS4pe,6.105052702702702
AATS4se,7.613358891891892
AATS5dv,3.157142857142857
AATS5pe,6.310478571428574
AATS5se,7.853542857142858
AATS6dv,3.661290322580645
AATS6pe,6.325970161290322
AATS6se,7.829466161290322
AATS7dv,2.6065573770491803
AATS7pe,6.114540983606557
AATS7se,7.6212486557377055
AATS8dv,2.7936507936507935
AATS8pe,6.091971428571428
AATS8se,7.598400634920635
AATSC0Z,7.543400713436383
AATSC0c,0.02557396058863259
AATSC0d,0.5184304399524375
AATSC0i,1.4600156412091427
AATSC0m,35.81604216171225
AATSC0p,0.2197791468754934
AATSC0s,1.3838023516977145
AATSC0v,48.901349477583594
AATSC1Z,0.27039239001189064
AATSC1c,-0.016975008140694078
AATSC1d,0.12179944510503368
AATSC1i,-0.19444558874192996
AATSC1m,1.2909768359889
AATSC1p,-0.0117562882247164
AATSC1s,-0.04743581274496848
AATSC1v,0.24023405232476916
AATSC2Z,0.03418549346016649
AATSC2c,0.006806953210666068
AATSC2d,-0.04263468398426784
AATSC2i,-0.0013663674668818332
AATSC2m,0.07485064531692938
AATSC2p,-0.007251291642548475
AATSC2s,0.19998227842312263
AATSC2v,-2.584408338628665
AATSC3Z,-0.8974071634487892
AATSC3c,-0.005365989036468793
AATSC3d,-0.05601416607498781
AATSC3i,-0.10929509540718502
AATSC3m,-4.2085441413699005
AATSC3p,-0.014954075590081392
AATSC3s,-0.14996183790185452
AATSC3v,-3.766602751318915
AATSC4Z,0.5255648038049942
AATSC4c,0.00538022607844447
AATSC4d,-0.030313012179837395
AATSC4i,-0.24724456570635975
AATSC4m,2.3859891181106794
AATSC4p,-0.027512488236455936
AATSC4s,0.05958715850214065
AATSC4v,-2.2113055884730226
AATSC5Z,-0.6675386444708681
AATSC5c,-0.008365584621271408
AATSC5d,-0.0036521148292848727
AATSC5i,0.02932113264031807
