DLiP-ID,C001ZB
fMF,0.5
nBr,0
nCl,0
AMID,2.0573433524328926
BIC0,0.2546184677843177
BIC1,0.5933084459261797
BIC2,0.7611956728583404
BIC3,0.8718328153350317
BIC4,0.8919486594217026
BIC5,0.9020065814650382
CIC0,3.7635241194793267
CIC1,1.8927490413171566
CIC2,0.9654135417267629
CIC3,0.35430243061565214
CIC4,0.24319131950454143
CIC5,0.18763576394898607
GGI1,3.5
GGI2,2.222222222222223
GGI3,1.25
GGI4,1.008888888888889
GGI5,0.46527777777777785
GGI6,0.26530612244897955
GGI7,0.1909722222222222
GGI8,0.14336104812295286
GGI9,0.056875
JGI1,0.15909090909090906
JGI2,0.07407407407407411
JGI3,0.041666666666666664
JGI4,0.04203703703703704
JGI5,0.023263888888888883
JGI6,0.013963480128893662
JGI7,0.010051169590643276
JGI8,0.008960065507684554
JGI9,0.007109375
MIC0,12.206198905968346
MIC1,27.494107182497956
MIC2,35.764194699418404
MIC3,36.991472477196176
MIC4,37.71475025497396
MIC5,37.770750254973954
MPC2,30
MPC3,39
MPC4,50
MPC5,62
MPC6,59
MPC7,61
MPC8,66
MPC9,70
Mare,0.9704444444444447
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.3202858503718568
RPCG,0.18495382703163196
SIC0,0.2720350646422581
SIC1,0.6338923599879853
SIC2,0.8132635306203803
SIC3,0.9314685550531567
SIC4,0.9529603776772979
SIC5,0.9637062889893685
SaaN,4.271625251952633
SaaO,0
SaaS,0
Sare,34.93600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,10.080732079868985
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,50.630431750667476
TIC1,117.9783345645056
TIC2,151.36241254975977
TIC3,173.36241254975977
TIC4,177.36241254975974
TIC5,179.36241254975974
Vabc,242.5109074750866
WPol,30
apol,42.060687999999985
bpol,17.761311999999997
nRot,3
ABCGG,12.356525473887972
ATS0Z,790.0
ATS0d,120.0
ATS0i,5722.117897340484
ATS0m,3117.1071799999995
ATS0p,57.58831047758401
ATS0s,126.16666666666667
ATS0v,8400.146364041215
ATS1Z,927.0
ATS1d,149.0
ATS1i,5490.02176194805
ATS1m,3517.351633999999
ATS1p,72.95650062600001
ATS1s,121.91666666666667
ATS1v,10561.850791055997
ATS2Z,1316.0
ATS2d,232.0
ATS2i,9249.487906768394
ATS2m,4920.649741999998
ATS2p,107.19885626939596
ATS2s,184.00000000000003
ATS2v,15127.352353824688
ATS3Z,1417.0
ATS3d,255.0
ATS3i,12040.368048383392
ATS3m,5143.14489
ATS3p,121.38900698994301
ATS3s,221.22222222222226
ATS3v,16620.825076709378
ATS4Z,1265.0
ATS4d,234.0
ATS4i,13377.09962345804
ATS4m,4429.325900000001
ATS4p,112.48696104618799
ATS4s,234.38888888888889
ATS4v,14824.845083190085
ATS5Z,1076.0
ATS5d,208.0
ATS5i,13221.950462466682
ATS5m,3715.9052279999996
ATS5p,97.596984869282
ATS5s,211.38888888888894
ATS5v,12745.474750379692
ATS6Z,958.0
ATS6d,177.0
ATS6i,10985.569361229429
ATS6m,3409.141299
ATS6p,83.931885814131
ATS6s,187.88888888888889
ATS6v,11085.093622016971
ATS7Z,888.0
ATS7d,158.0
ATS7i,9295.481439304784
ATS7m,3219.5476309999995
ATS7p,77.28176491958399
ATS7s,159.61111111111114
ATS7v,10457.481122085555
ATS8Z,784.0
ATS8d,135.0
ATS8i,7496.308685375895
ATS8m,2782.1342199999995
ATS8p,72.454692850245
ATS8s,142.33333333333334
ATS8v,9684.198778399423
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.11764705882352941
GGI10,0.012345679012345678
JGI10,0.006172839506172839
JGT10,0.38638950549097006
Kier1,14.917355371900827
Kier2,6.84
Kier3,3.621301775147929
MID_C,35.2844800904232
MID_N,4.075589177213024
MID_O,1.7867977810216267
MID_X,0.0
MID_h,5.862386958234651
MPC10,63
MWC01,22.0
MWC02,4.653960350157523
MWC03,5.493061443340548
MWC04,6.3578422665081
MWC05,7.213031659834869
MWC06,8.08301991917133
MWC07,8.944419791305915
MWC08,9.816785218696834
MWC09,10.681733866245636
MWC10,11.555649649180006
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.860920000000002
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.10594547390058
SRW05,0.0
SRW06,6.616065185132817
SRW07,0.0
SRW08,8.224967478914584
SRW09,0.0
SRW10,9.883539914726432
SaaCH,17.443737139917694
SaaNH,0
SaaSe,0
SaaaC,2.1869948874611573
SaasC,3.17799540186445
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,2.0300074535987234
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.2636300075585787
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7607092241047266
VE1_D,4.41607281614417
VE2_A,0.18803546120523634
VE2_D,0.2208036408072085
VE3_A,2.0177547436066936
VE3_D,2.178397978561877
VR1_A,186.4849587853467
VR1_D,104.59416567933575
VR2_A,9.324247939267334
VR2_D,5.229708283966787
VR3_A,5.921497766446912
VR3_D,5.343234953190939
WPath,835
Xc-3d,1.1673337338648357
Xc-4d,0.0
Xc-5d,0.21982198216447035
Xc-6d,0.0
Xp-0d,13.94938298937633
Xp-1d,9.737183443017884
Xp-2d,8.642033388861192
Xp-3d,7.194762072479331
Xp-4d,6.020110627606845
Xp-5d,4.864812251555672
Xp-6d,3.1208918204609737
Xp-7d,2.084611105606735
ZMIC0,64.85020794983434
ZMIC1,42.938429815689936
ZMIC2,25.568839939509907
ZMIC3,22.155639936945793
ZMIC4,20.92289132527379
ZMIC5,20.74678438074921
nAcid,0
nAtom,36
nBase,0
nRing,3
piPC1,3.449987545831587
piPC2,4.0943445622221
piPC3,4.707275408925245
piPC4,5.302682824057676
piPC5,5.8694734512223254
piPC6,6.030985695895189
piPC7,6.33914604598228
piPC8,6.705524339193816
piPC9,7.0828174773608685
AATS0Z,21.944444444444443
AATS0d,3.3333333333333335
AATS0i,158.947719370569
AATS0m,86.58631055555554
AATS0p,1.5996752910440002
AATS0s,3.5046296296296298
AATS0v,233.33739900114486
AATS1Z,24.394736842105264
AATS1d,3.9210526315789473
AATS1i,144.47425689336973
AATS1m,92.56188510526313
AATS1p,1.9199079112105266
AATS1s,3.2083333333333335
AATS1v,277.9434418698946
AATS2Z,21.225806451612904
AATS2d,3.7419354838709675
AATS2i,149.18528881884507
AATS2m,79.36531841935481
AATS2p,1.729013810796709
AATS2s,2.9677419354838714
AATS2v,243.9895540939466
AATS3Z,17.936708860759495
AATS3d,3.2278481012658227
AATS3i,152.40972213143536
AATS3m,65.10309987341772
AATS3p,1.5365697087334558
AATS3s,2.8002812939521804
AATS3v,210.3901908444225
AATS4Z,14.882352941176471
AATS4d,2.7529411764705882
AATS4i,157.37764262891812
AATS4m,52.109716470588246
AATS4p,1.323376012308094
AATS4s,2.757516339869281
AATS4v,174.40994215517748
AATS5Z,13.283950617283951
AATS5d,2.567901234567901
AATS5i,163.23395632674917
AATS5m,45.87537318518518
AATS5p,1.2049010477689135
AATS5s,2.609739368998629
AATS5v,157.35154012814434
AATS6Z,14.088235294117647
AATS6d,2.6029411764705883
AATS6i,161.55249060631513
AATS6m,50.134430867647055
AATS6p,1.2342924384431029
AATS6s,2.7630718954248366
AATS6v,163.01608267672017
AATS7Z,15.310344827586206
AATS7d,2.7241379310344827
AATS7i,160.26692136732385
AATS7m,55.5094419137931
AATS7p,1.3324442227514481
AATS7s,2.751915708812261
AATS7v,180.3013986566475
AATS8Z,16.0
AATS8d,2.7551020408163267
AATS8i,152.98589153828357
AATS8m,56.77824938775509
AATS8p,1.478667201025408
AATS8s,2.904761904761905
AATS8v,197.63670976325352
AMID_C,1.7642240045211601
AMID_N,0.20377945886065119
AMID_O,0.08933988905108134
AMID_X,0.0
AMID_h,0.29311934791173255
ATS0dv,248.0
ATS0pe,218.29930000000002
ATS0se,269.439184
ATS1dv,268.0
ATS1pe,243.11850000000004
ATS1se,290.70241599999986
ATS2dv,359.0
ATS2pe,387.02510000000007
ATS2se,468.43536800000004
ATS3dv,341.0
ATS3pe,485.1504999999999
ATS3se,594.0450239999999
ATS4dv,275.0
ATS4pe,515.3786
ATS4se,638.630728
ATS5dv,253.0
ATS5pe,486.152
ATS5se,607.7512240000002
ATS6dv,255.0
ATS6pe,404.4496
ATS6se,506.678228
ATS7dv,221.0
ATS7pe,346.533
ATS7se,432.50006
ATS8dv,147.0
ATS8pe,296.3005
ATS8se,365.58840000000004
ATSC0Z,245.55555555555551
ATSC0c,0.6651241162326175
ATSC0d,19.999999999999993
ATSC0i,54.87794530915497
ATSC0m,1176.2935248888891
ATSC0p,8.446602837768888
ATSC0s,29.47222222222223
ATSC0v,1867.0963071449073
ATSC1Z,4.46913580246914
ATSC1c,-0.3717408541178718
ATSC1d,7.888888888888889
ATSC1i,0.8087372324654107
ATSC1m,24.322380172839786
ATSC1p,0.6526648077675098
ATSC1s,-4.641975308641975
ATSC1v,115.91647878606416
ATSC2Z,9.765432098765437
ATSC2c,0.09987881669709622
ATSC2d,-2.4444444444444478
ATSC2i,5.905288908767407
ATSC2m,45.52769558024727
ATSC2p,0.10685751904913987
ATSC2s,2.265432098765432
ATSC2v,40.59539713195027
ATSC3Z,-56.024691358024704
ATSC3c,-0.12686758305227316
ATSC3d,-8.888888888888891
ATSC3i,-17.547126816821297
ATSC3m,-271.38575839506154
ATSC3p,-2.7000294189267255
ATSC3s,-5.536265432098766
ATSC3v,-538.9998948326529
ATSC4Z,-86.17283950617283
ATSC4c,0.20819355795151104
ATSC4d,-8.222222222222221
ATSC4i,-30.608427718315212
ATSC4m,-419.8242887654319
ATSC4p,-4.20566404334943
ATSC4s,-3.2955246913580245
ATSC4v,-911.5473435586972
ATSC5Z,-40.1111111111111
ATSC5c,-0.2815116094623746
ATSC5d,1.333333333333334
ATSC5i,4.059998274633827
ATSC5m,-187.97703133333346
ATSC5p,-0.2643315442766691
ATSC5s,-4.534722222222222
ATSC5v,-96.87633340262765
ATSC6Z,65.28395061728395
ATSC6c,0.2006415616852033
ATSC6d,5.88888888888889
ATSC6i,4.71848334324104
ATSC6m,311.2628253209874
ATSC6p,1.499996779234208
ATSC6s,8.612654320987655
ATSC6v,398.5169791654078
ATSC7Z,69.60493827160494
ATSC7c,-0.0642094856836479
ATSC7d,-0.8888888888888888
ATSC7i,18.05246357120101
ATSC7m,340.0375342345678
ATSC7p,3.3049908100883445
ATSC7s,-0.08950617283950524
ATSC7v,726.9954053817881
ATSC8Z,-61.61728395061728
ATSC8c,0.03068439887478592
ATSC8d,-10.555555555555555
ATSC8i,-3.3405434640847806
ATSC8m,-295.32083654320974
ATSC8p,-1.6245352534564308
ATSC8s,-1.388117283950618
ATSC8v,-405.8865954509008
AXp-0d,0.6974691494688166
AXp-1d,0.4425992474099038
AXp-2d,0.2880677796287064
AXp-3d,0.1844810787815213
AXp-4d,0.12040221255213689
AXp-5d,0.0784647137347689
AXp-6d,0.052896471533236844
AXp-7d,0.03417395255093009
GATS1Z,0.8308228149559419
GATS1c,1.459144538025848
GATS1d,0.6907894736842108
GATS1i,1.056050102420404
GATS1m,0.8301767260519969
GATS1p,0.8913766776476921
GATS1s,0.9987474577111957
GATS1v,0.8557372192898147
GATS2Z,0.8563530871405635
GATS2c,0.7283907944552255
GATS2d,1.2983870967741942
GATS2i,0.9941545223280802
GATS2m,0.859356499803743
GATS2p,0.9533820496706423
GATS2s,0.6153279012495818
GATS2v,0.9218222001056615
GATS3Z,1.0248009622544247
GATS3c,1.0045684785498494
GATS3d,1.3291139240506336
GATS3i,1.1575346344982262
GATS3m,1.0266584853116287
GATS3p,1.107157241153974
GATS3s,0.9685453178873523
GATS3v,1.0757688196666015
GATS4Z,1.1285334043119513
GATS4c,1.0111959855398576
GATS4d,1.14264705882353
GATS4i,1.2181062439617605
GATS4m,1.1290275649640107
GATS4p,1.1642282637972032
GATS4s,1.1790209014802902
GATS4v,1.155128529369212
GATS5Z,1.099798893916541
GATS5c,1.5112206564213904
GATS5d,0.8533950617283954
GATS5i,0.9783033106437522
GATS5m,1.094648694202534
GATS5p,0.9463231359476338
GATS5s,1.1568110680583186
GATS5v,0.9694409434488424
GATS6Z,0.884548842161299
GATS6c,1.0704167029663783
GATS6d,0.7977941176470592
GATS6i,0.9103738370539984
GATS6m,0.8827332810649193
GATS6p,0.873079778704933
GATS6s,1.0480886511060594
GATS6v,0.8635977714179031
GATS7Z,0.8330862849118429
GATS7c,1.1314775872256921
GATS7d,1.0560344827586212
GATS7i,0.7681463375925452
GATS7m,0.8278000180010886
GATS7p,0.727929721816932
GATS7s,1.1707806558549183
GATS7v,0.7335463210940831
GATS8Z,1.114091790562379
GATS8c,0.8546648525859422
GATS8d,1.3750000000000007
GATS8i,1.0130818928534029
GATS8m,1.1151943815417247
GATS8p,1.123326366234355
GATS8s,1.0583007943988147
GATS8v,1.1250490028598628
MATS1Z,0.017242200523934288
MATS1c,-0.529488462997238
MATS1d,0.37368421052631595
MATS1i,0.01396138486328159
MATS1m,0.01958886486496778
MATS1p,0.07320268755227143
MATS1s,-0.1492137506820774
MATS1v,0.058816254448845404
MATS2Z,0.023091519486206413
MATS2c,0.08719297679215317
MATS2d,-0.07096774193548398
MATS2i,0.06248188432676586
MATS2m,0.022473503070474212
MATS2p,0.007345710763850789
MATS2s,0.04463227022589765
MATS2v,0.0126246947332731
MATS3Z,-0.1039692995016897
MATS3c,-0.08692073315391523
MATS3d,-0.2025316455696204
MATS3i,-0.1457080619677048
MATS3m,-0.10513486379471638
MATS3p,-0.14566721989424503
MATS3s,-0.08560111669191947
MATS3v,-0.13155197420736658
MATS4Z,-0.14862922544583446
MATS4c,0.13257088862128458
MATS4d,-0.17411764705882357
MATS4i,-0.23622548755333816
MATS4m,-0.15115949404053283
MATS4p,-0.21088033290674485
MATS4s,-0.04735820812773742
MATS4v,-0.2067740741255358
MATS5Z,-0.07259929612870789
MATS5c,-0.18810965926306736
MATS5d,0.029629629629629655
MATS5i,0.03288103567744198
MATS5m,-0.07102423459072503
MATS5p,-0.013908631505659616
MATS5s,-0.06838412399204105
MATS5v,-0.023060485961104733
MATS6Z,0.1407505988820868
MATS6c,0.1597025286750511
MATS6d,0.15588235294117658
MATS6i,0.04551957219622471
MATS6m,0.14008935538099487
MATS6p,0.09401601533774519
MATS6s,0.15470976326440092
MATS6v,0.11299876519376649
MATS7Z,0.17594008425651428
MATS7c,-0.05991988946893491
MATS7d,-0.027586206896551734
MATS7i,0.20417997295449133
MATS7m,0.17942611720970572
MATS7p,0.24286374601266178
MATS7s,-0.001885014137606012
MATS7v,0.24167929942958757
MATS8Z,-0.1843568196509373
MATS8c,0.03389388452388385
MATS8d,-0.3877551020408165
MATS8i,-0.044722462128091604
MATS8m,-0.18445260977019876
MATS8p,-0.1413036847480684
MATS8s,-0.03460347381176788
MATS8v,-0.15971452330373062
MAXaaN,4.271625251952633
MAXsOH,10.080732079868985
MINaaN,4.271625251952633
MINsOH,10.080732079868985
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.158262702477675
SpAD_D,171.81898652666894
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.5452777777777778
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,542
TMWC10,114.79950416444079
TSRW10,53.63718054244473
VE1_Dt,4.433577115190956
VE2_Dt,0.2216788557595478
VE3_Dt,2.182353913996675
VR1_Dt,102.52454748408373
VR2_Dt,5.126227374204186
VR3_Dt,5.3232494381154165
Xc-3dv,0.5396565761706023
Xc-4dv,0.0
Xc-5dv,0.07239355259960777
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2222222222222222
Xch-7d,0.4227036717168735
Xp-0dv,11.297686394893098
Xp-1dv,6.599911875264024
Xp-2dv,4.856363198455143
Xp-3dv,3.377581520404027
Xp-4dv,2.3220269013819355
Xp-5dv,1.561317411452006
Xp-6dv,0.823562362712187
Xp-7dv,0.4691581825489439
Xpc-4d,2.6633045267768627
Xpc-5d,4.302696405383233
Xpc-6d,6.449918456470986
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,1
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.03675468915463
AATS0dv,6.888888888888889
AATS0pe,6.063869444444445
AATS0se,7.484421777777778
AATS1dv,7.052631578947368
AATS1pe,6.397855263157896
AATS1se,7.650063578947365
AATS2dv,5.790322580645161
AATS2pe,6.242340322580646
AATS2se,7.555409161290323
AATS3dv,4.3164556962025316
AATS3pe,6.141145569620252
AATS3se,7.519557265822783
AATS4dv,3.235294117647059
AATS4pe,6.063277647058824
AATS4se,7.513302682352941
AATS5dv,3.123456790123457
AATS5pe,6.001876543209876
AATS5se,7.5031015308642
AATS6dv,3.75
AATS6pe,5.947788235294118
AATS6se,7.451150411764706
AATS7dv,3.810344827586207
AATS7pe,5.974706896551725
AATS7se,7.456897586206897
AATS8dv,3.0
AATS8pe,6.0469489795918365
AATS8se,7.460987755102042
AATSC0Z,6.820987654320986
AATSC0c,0.018475669895350485
AATSC0d,0.5555555555555554
AATSC0i,1.524387369698749
AATSC0m,32.67482013580248
AATSC0p,0.23462785660469132
AATSC0s,0.818672839506173
AATSC0v,51.86378630958076
AATSC1Z,0.11760883690708263
AATSC1c,-0.009782654055733468
AATSC1d,0.20760233918128657
AATSC1i,0.021282558749089756
AATSC1m,0.6400626361273628
AATSC1p,0.017175389678092363
AATSC1s,-0.12215724496426249
AATSC1v,3.0504336522648465
AATSC2Z,0.15750696933492642
AATSC2c,0.0016109486564047778
AATSC2d,-0.03942652329749109
AATSC2i,0.0952465953027001
AATSC2m,0.7343176706491495
AATSC2p,0.0017235083717603206
AATSC2s,0.03653922739944245
AATSC2v,0.6547644698701657
AATSC3Z,-0.7091733083294266
AATSC3c,-0.0016059187728135844
AATSC3d,-0.11251758087201127
AATSC3i,-0.22211552932685186
AATSC3m,-3.43526276449445
AATSC3p,-0.034177587581350956
AATSC3s,-0.07007930926707298
AATSC3v,-6.8227834788943404
AATSC4Z,-1.0137981118373274
AATSC4c,0.0024493359759001298
AATSC4d,-0.09673202614379084
AATSC4i,-0.36009914962723777
AATSC4m,-4.939109279593317
AATSC4p,-0.049478400509993296
AATSC4s,-0.03877087872185911
AATSC4v,-10.724086394808202
AATSC5Z,-0.4951989026063099
AATSC5c,-0.0034754519686712912
AATSC5d,0.016460905349794247
AATSC5i,0.050123435489306506
AATSC5m,-2.320704090534981
AATSC5p,-0.0032633523984773962
AATSC5s,-0.05598422496570645
AATSC5v,-1.1960041160818229
AATSC6Z,0.9600580973129993
