DLiP-ID,I001J2
ATS2v,17131.66576063696
ATS3Z,2103.0
ATS3d,283.0
ATS3i,14817.712710797723
ATS3m,7632.927076000004
ATS3p,153.4793454648489
ATS3s,296.5771604938272
ATS3v,20053.19362160724
ATS4Z,2146.0
ATS4d,331.0
ATS4i,20765.43005610651
ATS4m,7570.938110999998
ATS4p,164.1808307239599
ATS4s,391.48456790123436
ATS4v,20838.974380954518
ATS5Z,1754.0
ATS5d,274.0
ATS5i,17952.84627416043
ATS5m,5965.306121999998
ATS5p,139.09915274679196
ATS5s,425.62654320987633
ATS5v,18674.676430066444
ATS6Z,1665.0
ATS6d,253.0
ATS6i,15995.745649717368
ATS6m,5996.366230999997
ATS6p,132.425520819225
ATS6s,247.81944444444457
ATS6v,16820.799047715518
ATS7Z,1507.0
ATS7d,221.0
ATS7i,15774.13615926617
ATS7m,5152.540071999998
ATS7p,124.08710541758403
ATS7s,337.9444444444443
ATS7v,15586.626266772904
ATS8Z,822.0
ATS8d,180.0
ATS8i,18287.040877390864
ATS8m,2374.0638500000005
ATS8p,96.358666200564
ATS8s,261.12500000000006
ATS8v,11328.551308697863
C1SP1,0
C1SP2,0
C1SP3,6
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,3
C3SP3,1
C4SP3,0
FCSP3,0.4375
GGI10,0.0
JGI10,0.0
JGT10,0.6950715593029511
Kier1,18.340264650283554
Kier2,6.481481481481482
Kier3,4.308390022675737
MAXdO,12.610129204459561
MID_C,31.57886783841978
MID_N,3.9172533353928873
MID_O,5.45046309459368
MID_X,0.0
MID_h,11.580787183313749
MINdO,12.610129204459561
MPC10,47
MWC01,23.0
MWC02,4.77912349311153
MWC03,5.616771097666572
MWC04,6.55250788703459
MWC05,7.409136443920128
MWC06,8.343553835005117
MWC07,9.210040326967182
MWC08,10.14112555000079
MWC09,11.014209555082415
MWC10,11.941983394127824
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,6
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.3436600000000016
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.25227342804663
SRW05,2.3978952727983707
SRW06,6.814542897259958
SRW07,4.727387818712341
SRW08,8.454253391642363
SRW09,6.78332520060396
SRW10,10.138441090609696
SaaCH,5.367412603930461
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.025454853237592
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,10.895289666792644
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.687497401738473
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.230374310036124
VE1_D,4.626638312489414
VE2_A,0.19228974136527838
VE2_D,0.21030174147679154
VE3_A,2.2307478388777455
VE3_D,2.320287898331562
VR1_A,119.50347613497749
VR1_D,118.01135427292084
VR2_A,5.431976187953523
VR2_D,5.364152466950947
VR3_A,5.5718028203083865
VR3_D,5.559238202852704
WPath,1003
Xc-3d,3.713872676593855
Xc-4d,0.5576775358252053
Xc-5d,0.5805415260169906
Xc-6d,0.08333333333333333
Xp-0d,16.70674230225704
Xp-1d,10.010655799466752
Xp-2d,10.992195510907049
Xp-3d,7.161897933997957
Xp-4d,6.692015285613017
Xp-5d,3.9982104856665743
Xp-6d,2.574526601967381
Xp-7d,2.055686206539358
ZMIC0,73.11053940765663
ZMIC1,38.79007535146585
ZMIC2,31.737430399801408
ZMIC3,29.479900922201605
ZMIC4,29.479900922201605
ZMIC5,29.479900922201605
nAcid,0
nAtom,44
nBase,0
nRing,2
piPC1,3.449987545831587
piPC2,4.154969184038536
piPC3,4.621289567867975
piPC4,5.224065153222827
piPC5,5.55465388521801
piPC6,5.863631175598097
piPC7,6.331668650928244
piPC8,6.5236540787371045
piPC9,6.748484744203302
AATS0Z,26.0
AATS0d,3.1818181818181817
AATS0i,163.2514052772972
AATS0m,102.6981601136364
AATS0p,1.526443088788136
AATS0s,4.587140697094401
AATS0v,208.92478908120054
AATS1Z,29.444444444444443
AATS1d,3.6222222222222222
AATS1i,145.40250145360434
AATS1m,112.11246255555561
AATS1p,1.8784787291111122
AATS1s,2.684224965706447
AATS1v,258.3534328955851
AATS2Z,22.875
AATS2d,3.525
AATS2i,155.29198398312397
AATS2m,86.84881826249998
AATS2p,1.555848046716025
AATS2s,3.504523533950617
AATS2v,214.14582200796198
AATS3Z,21.90625
AATS3d,2.9479166666666665
AATS3i,154.3511740708096
AATS3m,79.5096570416667
AATS3p,1.5987431819255093
AATS3s,3.0893454218107
AATS3v,208.88743355840873
AATS4Z,16.635658914728683
AATS4d,2.565891472868217
AATS4i,160.97232601632953
AATS4m,58.68944272093022
AATS4p,1.272719618015193
AATS4s,3.034764092257631
AATS4v,161.54243706166292
AATS5Z,15.801801801801801
AATS5d,2.4684684684684686
AATS5i,161.73735382126515
AATS5m,53.74149659459458
AATS5p,1.253145520241369
AATS5s,3.834473362251138
AATS5v,168.2403281987968
AATS6Z,16.485148514851485
AATS6d,2.504950495049505
AATS6i,158.37371930413235
AATS6m,59.36996268316829
AATS6p,1.3111437704873763
AATS6s,2.45365786578658
AATS6v,166.54256482886652
AATS7Z,15.07
AATS7d,2.21
AATS7i,157.74136159266172
AATS7m,51.52540071999998
AATS7p,1.2408710541758403
AATS7s,3.379444444444443
AATS7v,155.86626266772905
AATS8Z,7.682242990654205
AATS8d,1.6822429906542056
AATS8i,170.90692408776508
AATS8m,22.187512616822435
AATS8p,0.9005482822482617
AATS8s,2.440420560747664
AATS8v,105.8743112962417
AMID_C,1.4354030835645355
AMID_N,0.1780569697905858
AMID_O,0.2477483224815309
AMID_X,0.0
AMID_h,0.5263994174233523
ATS0dv,294.44444444444446
ATS0pe,271.1603999999999
ATS0se,337.6567329999999
ATS1dv,248.33333333333331
ATS1pe,288.9417
ATS1se,349.27740399999976
ATS2dv,429.3333333333333
ATS2pe,500.70079999999984
ATS2se,614.8847060000002
ATS3dv,373.3333333333333
ATS3pe,614.5399999999996
ATS3se,751.8649560000003
ATS4dv,363.66666666666663
ATS4pe,779.046
ATS4se,983.5939200000003
ATS5dv,297.33333333333337
ATS5pe,721.6660000000005
ATS5se,893.1576280000002
ATS6dv,248.66666666666666
ATS6pe,598.4499000000001
ATS6se,752.1873199999995
ATS7dv,274.0
ATS7pe,610.8586000000003
ATS7se,761.6392639999996
ATS8dv,76.0
ATS8pe,627.1019999999999
ATS8se,804.4377280000004
ATSC0Z,471.6363636363635
ATSC0c,0.4236188382418401
ATSC0d,34.9090909090909
ATSC0i,65.63900125187712
ATSC0m,2156.069251159091
ATSC0p,12.827935917157182
ATSC0s,75.441178762938
ATSC0v,2275.492596203929
ATSC1Z,124.5537190082645
ATSC1c,-0.20910280109380702
ATSC1d,13.93388429752067
ATSC1i,-3.513989896783718
ATSC1m,536.2594451554753
ATSC1p,-0.8362830464199802
ATSC1s,-19.08263169716243
ATSC1v,29.77804924878926
ATSC2Z,249.66115702479343
ATSC2c,0.11136286553748297
ATSC2d,1.7107438016528946
ATSC2i,7.3588718817239425
ATSC2m,1177.9819998471075
ATSC2p,4.364676121000854
ATSC2s,51.06286879740161
ATSC2v,1118.472037150404
ATSC3Z,-139.75206611570246
ATSC3c,-0.1811053843459837
ATSC3d,-6.983471074380162
ATSC3i,0.2247502522381088
ATSC3m,-673.6979751198347
ATSC3p,-0.9446812059854413
ATSC3s,-25.410157268532696
ATSC3v,-926.8241661123043
ATSC4Z,-124.11570247933878
ATSC4c,0.25173910716121534
ATSC4d,-8.438016528925624
ATSC4i,-14.855101879857969
ATSC4m,-457.5952706709716
ATSC4p,-4.633050694615234
ATSC4s,33.48920869043973
ATSC4v,615.7827025604488
ATSC5Z,-400.2644628099171
ATSC5c,-0.15942529093127134
ATSC5d,2.842975206611571
ATSC5i,6.982431766720468
ATSC5m,-1856.988788174071
ATSC5p,0.6624901077718364
ATSC5s,-97.81934294544776
ATSC5v,-1056.8401823840923
ATSC6Z,155.3801652892563
ATSC6c,-0.2616981153607087
ATSC6d,-17.31404958677686
ATSC6i,-13.662377540259113
ATSC6m,684.5817044302686
ATSC6p,-0.3403206287186208
ATSC6s,-6.322614295309999
ATSC6v,45.00566070082502
ATSC7Z,-217.2644628099173
ATSC7c,0.39549207767138805
ATSC7d,-14.611570247933887
ATSC7i,-52.77630145454538
ATSC7m,-1012.0591184979343
ATSC7p,-12.578935883831779
ATSC7s,51.72477687934338
ATSC7v,-1898.058767395948
ATSC8Z,-138.57024793388416
ATSC8c,-0.24644142188552876
ATSC8d,1.2892561983471054
ATSC8i,24.65963774585896
ATSC8m,-649.6255390914259
ATSC8p,2.9876620294856697
ATSC8s,-45.898854035585956
ATSC8v,-109.9716488667363
AXp-0d,0.7593973773753201
AXp-1d,0.4352459043246414
AXp-2d,0.30533876419186246
AXp-3d,0.17052137938090373
AXp-4d,0.11740377694057925
AXp-5d,0.07014404360818552
AXp-6d,0.0422053541306128
AXp-7d,0.02895332685266702
GATS1Z,0.8884198577914848
GATS1c,1.5292934317450426
GATS1d,1.0401620370370372
GATS1i,1.3318693820031176
GATS1m,0.882616251948757
GATS1p,1.354630952345017
GATS1s,0.8127912224173103
GATS1v,1.0907155055370987
GATS2Z,0.6718231977640712
GATS2c,0.8470187444283152
GATS2d,1.516617838541667
GATS2i,1.0403347036394808
GATS2m,0.6621444639162285
GATS2p,0.856986366649518
GATS2s,0.45487786762202853
GATS2v,0.7529983372009807
GATS3Z,1.2407930560909795
GATS3c,1.4481339573244767
GATS3d,1.2317708333333337
GATS3i,1.1883147363070181
GATS3m,1.2336370494097162
GATS3p,1.169925805170595
GATS3s,1.0599444010676968
GATS3v,1.1931204271089584
GATS4Z,1.5283667437676693
GATS4c,0.9931912455604571
GATS4d,1.2078993055555558
GATS4i,1.1093090125904728
GATS4m,1.469725266537607
GATS4p,1.4430331155042866
GATS4s,0.9963197634565352
GATS4v,0.93971734899578
GATS5Z,1.2488912389644853
GATS5c,1.4073862646784636
GATS5d,0.8711172109609612
GATS5i,0.9214856962263599
GATS5m,1.2602657258699252
GATS5p,0.8414575166913016
GATS5s,2.871671214936892
GATS5v,1.075550190654968
GATS6Z,0.7614210630777807
GATS6c,1.049333127836716
GATS6d,1.2988474628712876
GATS6i,1.0763827896165659
GATS6m,0.7719107436966822
GATS6p,0.9976868392315696
GATS6s,0.7304735340878726
GATS6v,1.010861098894777
GATS7Z,1.2426734772552046
GATS7c,0.539027705642584
GATS7d,1.1640234375000003
GATS7i,1.3776837153061885
GATS7m,1.2391322113673915
GATS7p,1.4963327983794528
GATS7s,0.5848186004201706
GATS7v,1.373689974260987
GATS8Z,0.8622990510091586
GATS8c,1.1021894288871306
GATS8d,0.6273972936137073
GATS8i,0.662382124193028
GATS8m,0.889323147395715
GATS8p,0.6026242965187258
GATS8s,1.4020898567725455
GATS8v,0.9076329961350473
MATS1Z,0.2582198235243726
MATS1c,-0.4826415959903304
MATS1d,0.3902777777777781
MATS1i,-0.052345422186211105
MATS1m,0.24319375099597615
MATS1p,-0.0637436126904951
MATS1s,-0.24732610917486972
MATS1v,0.012795609561468769
MATS2Z,0.2911430223592908
MATS2c,0.14458652570745403
MATS2d,0.026953125000000043
MATS2i,0.061661199252821104
MATS2m,0.3004959602144537
MATS2p,0.18713625341234663
MATS2s,0.37227119590512026
MATS2v,0.2703412972905106
MATS3Z,-0.13581020303263944
MATS3c,-0.19594651370183275
MATS3d,-0.09168836805555554
MATS3i,0.0015693494768531996
MATS3m,-0.1432135069087384
MATS3p,-0.033752810184961825
MATS3s,-0.1543761944389489
MATS3v,-0.18668239579280507
MATS4Z,-0.08975991106489033
MATS4c,0.20269283118701162
MATS4d,-0.08244509043927654
MATS4i,-0.07719277195736511
MATS4m,-0.07239053521432892
MATS4p,-0.12318937071462237
MATS4s,0.15141168284620796
MATS4v,0.09230283171478783
MATS5Z,-0.33641042738961
MATS5c,-0.14918036006586954
MATS5d,0.032282282282282304
MATS5i,0.04216716795843331
MATS5m,-0.34141002817279065
MATS5p,0.020471624824519183
MATS5s,-0.5139797081284191
MATS5v,-0.1841041542226228
MATS6Z,0.14352237074131483
MATS6c,-0.2691266050260381
MATS6d,-0.21606848184818486
MATS6i,-0.09067668209000333
MATS6m,0.1383228361755437
MATS6p,-0.011557470560849116
MATS6s,-0.03651064674261107
MATS6v,0.008616343765139917
MATS7Z,-0.20269082498072474
MATS7c,0.41078558946442867
MATS7d,-0.18416666666666673
MATS7i,-0.35377705627926337
MATS7m,-0.2065360432647036
MATS7p,-0.43145926395557976
MATS7s,0.3016774419502027
MATS7v,-0.36701761150418244
MATS8Z,-0.1208179911946331
MATS8c,-0.2392254277578872
MATS8d,0.015186915887850448
MATS8i,0.1544876002063465
MATS8m,-0.1238994227840949
MATS8p,0.095773108766577
MATS8s,-0.2501855806991923
MATS8v,-0.01987349311762827
MAXaaN,3.9261592183169567
MAXaaO,5.170934665532879
MINaaN,3.9261592183169567
MINaaO,5.170934665532879
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,-3.588946523053665
SdssSe,0
SdsssP,0
SpAD_A,25.616634967266272
SpAD_D,187.9768381034612
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-0.5373936287477954
SssssN,0
TMPC10,544
TMWC10,120.00845158291617
TSRW10,70.41826670138337
VE1_Dt,4.6445404050951655
VE2_Dt,0.21111547295887115
VE3_Dt,2.3241497837294447
VR1_Dt,115.19725874933623
VR2_Dt,5.236239034060738
VR3_Dt,5.535103312764263
Xc-3dv,2.3849372126502635
Xc-4dv,0.3010310363079829
Xc-5dv,0.27799334002018056
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.316047027029408
Xch-7d,0.4272493587897723
Xp-0dv,14.628754145852014
Xp-1dv,8.573083871921142
Xp-2dv,8.185769760758664
Xp-3dv,5.140215253814409
Xp-4dv,4.088487183729445
Xp-5dv,2.1089340186866834
Xp-6dv,1.4198479993471378
Xp-7dv,0.8666833594324717
Xpc-4d,4.666527590669712
Xpc-5d,9.34446985390967
Xpc-6d,12.157358277158341
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,45
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.729002347065207
AATS0dv,6.691919191919192
AATS0pe,6.162736363636362
AATS0se,7.674016659090907
AATS1dv,5.518518518518518
AATS1pe,6.420926666666667
AATS1se,7.761720088888883
AATS2dv,5.366666666666666
AATS2pe,6.258759999999998
AATS2se,7.686058825000002
AATS3dv,3.888888888888889
AATS3pe,6.40145833333333
AATS3se,7.831926625000004
AATS4dv,2.8191214470284236
AATS4pe,6.039116279069768
AATS4se,7.624759069767443
AATS5dv,2.678678678678679
AATS5pe,6.5014954954955
AATS5se,8.046465117117119
AATS6dv,2.462046204620462
AATS6pe,5.925246534653466
AATS6se,7.447399207920787
AATS7dv,2.74
AATS7pe,6.1085860000000025
AATS7se,7.6163926399999955
AATS8dv,0.7102803738317757
AATS8pe,5.860766355140186
AATS8se,7.51810960747664
AATSC0Z,10.719008264462808
AATSC0c,0.009627700869132729
AATSC0d,0.7933884297520659
AATSC0i,1.4917954829972073
AATSC0m,49.00157388997934
AATSC0p,0.2915439981172087
AATSC0s,1.7145722446122271
AATSC0v,51.71574082281657
AATSC1Z,2.7678604224058776
AATSC1c,-0.004646728913195712
AATSC1d,0.3096418732782371
AATSC1i,-0.07808866437297152
AATSC1m,11.916876559010563
AATSC1p,-0.01858406769822178
AATSC1s,-0.42405848215916514
AATSC1v,0.6617344277508724
AATSC2Z,3.120764462809918
AATSC2c,0.001392035819218537
AATSC2d,0.021384297520661184
AATSC2i,0.09198589852154929
AATSC2m,14.724774998088844
AATSC2p,0.054558451512510674
AATSC2s,0.6382858599675202
AATSC2v,13.980900464380051
AATSC3Z,-1.455750688705234
AATSC3c,-0.0018865144202706635
AATSC3d,-0.07274449035812669
AATSC3i,0.0023411484608136333
AATSC3m,-7.017687240831612
AATSC3p,-0.009840429229015013
AATSC3s,-0.26468913821388224
AATSC3v,-9.65441839700317
AATSC4Z,-0.962137228522006
AATSC4c,0.0019514659469861654
AATSC4d,-0.06541098084438468
AATSC4i,-0.11515582852603076
AATSC4m,-3.54725016024009
AATSC4p,-0.035915121663683984
AATSC4s,0.25960626891813743
AATSC4v,4.7735093221740215
AATSC5Z,-3.605986151440695
AATSC5c,-0.0014362638822637058
