DLiP-ID,J000MW
ATS6s,402.1689814814814
ATS6v,17941.77351586751
ATS7Z,1936.0
ATS7d,249.0
ATS7i,15659.223799415282
ATS7m,7266.901465896001
ATS7p,118.64169103182898
ATS7s,469.51620370370364
ATS7v,16540.636202145353
ATS8Z,2273.0
ATS8d,228.0
ATS8i,13153.37186207958
ATS8m,9185.5717044016
ATS8p,108.84377340958396
ATS8s,455.8209876543209
ATS8v,15665.52382910997
C1SP1,1
C1SP2,2
C1SP3,3
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,3
C3SP3,1
C4SP3,0
FCSP3,0.2
GGI10,0.22007550249974492
JGI10,0.010003431931806585
JGT10,0.6267930077808626
Kier1,23.658688865764827
Kier2,9.240380262562246
Kier3,5.626634958382877
MAXdO,12.537872076299656
MAXsF,13.095623531863282
MAXtN,8.848129143224167
MID_C,41.63373254712735
MID_N,5.996644660515317
MID_O,3.496639978600813
MID_X,6.847825595913589
MID_h,16.341110235029717
MINdO,12.537872076299656
MINsF,13.095623531863282
MINtN,8.848129143224167
MPC10,84
MWC01,31.0
MWC02,5.056245805348308
MWC03,5.905361848054571
MWC04,6.816735880594968
MWC05,7.688455356549944
MWC06,8.595449689382004
MWC07,9.475393326367602
MWC08,10.379628559490257
MWC09,11.263527770010382
MWC10,12.166130472187065
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.683980000000002
SRW02,4.143134726391533
SRW03,0.0
SRW04,5.5254529391317835
SRW05,2.3978952727983707
SRW06,7.0825485693553
SRW07,4.727387818712341
SRW08,8.717190933223135
SRW09,6.823286122355687
SRW10,10.393079325293726
SaaCH,11.90204289034001
SaaNH,0
SaaSe,0
SaaaC,1.6912038949106052
SaasC,-0.9832526888349185
SaasN,1.6818212639866679
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.8663946103132611
SdssS,0
SsCH3,1.2791078908415217
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.2964364974384814
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.66625540905523
VE1_D,5.31116195087147
VE2_A,0.16090535893293897
VE2_D,0.18314351554729205
VE3_A,2.6050676474251757
VE3_D,2.7345213714476215
VR1_A,226.86074338766292
VR1_D,178.95250237914806
VR2_A,7.822784254746997
VR2_D,6.170775944108554
VR3_A,6.489047100974444
VR3_D,6.251831157784524
WPath,2385
Xc-3d,3.867359538180777
Xc-4d,0.4927992798267444
Xc-5d,1.0413609990068513
Xc-6d,0.2621886974951644
Xp-0d,21.396976746569035
Xp-1d,13.508187045842785
Xp-2d,13.828967962413907
Xp-3d,10.365157182855262
Xp-4d,8.150065736978686
Xp-5d,6.614683704143886
Xp-6d,4.270224881273266
Xp-7d,3.0232231371525926
ZMIC0,90.25081042295322
ZMIC1,50.01660328383385
ZMIC2,36.42259205175744
ZMIC3,33.551454483841155
ZMIC4,33.39420759208491
ZMIC5,33.39420759208491
nAcid,0
nAtom,44
nBase,0
nRing,3
piPC1,3.7612001156935624
piPC2,4.391357962102766
piPC3,4.968944867042047
piPC4,5.541508613166024
piPC5,6.045449528154518
piPC6,6.302132364694957
piPC7,6.621811278541063
piPC8,6.851610597465434
piPC9,6.757717872825703
AATS0Z,56.31818181818182
AATS0d,3.8863636363636362
AATS0i,167.37505482178946
AATS0m,260.64806176021153
AATS0p,1.7635647402894314
AATS0s,9.237574432597581
AATS0v,257.5876989731849
AATS1Z,32.54347826086956
AATS1d,4.543478260869565
AATS1i,147.6681022597858
AATS1m,129.7110725544696
AATS1p,1.9634383981739136
AATS1s,3.8776502952227596
AATS1v,295.78664769796995
AATS2Z,32.57142857142857
AATS2d,4.12987012987013
AATS2i,156.32344788802064
AATS2m,131.18508418123267
AATS2p,1.7785151253168323
AATS2s,6.017977392977393
AATS2v,266.0818281458119
AATS3Z,26.480392156862745
AATS3d,3.411764705882353
AATS3i,156.27431505848187
AATS3m,101.6800065883451
AATS3p,1.5764118581426172
AATS3s,4.399161825223917
AATS3v,226.3476336157522
AATS4Z,22.39830508474576
AATS4d,2.8559322033898304
AATS4i,167.24955902137486
AATS4m,85.51818776096273
AATS4p,1.3036477436634064
AATS4s,4.39321772337309
AATS4v,188.28183970373513
AATS5Z,25.067961165048544
AATS5d,2.8446601941747574
AATS5i,166.06201611841203
AATS5m,97.59290806326989
AATS5p,1.3262731838697472
AATS5s,5.640417116145272
AATS5v,193.65220218325967
AATS6Z,20.216494845360824
AATS6d,2.783505154639175
AATS6i,162.5911304440463
AATS6m,74.55285750576496
AATS6p,1.3048438404174225
AATS6s,4.146071974035891
AATS6v,184.96673727698465
AATS7Z,20.378947368421052
AATS7d,2.6210526315789475
AATS7i,164.8339347306872
AATS7m,76.49369964101054
AATS7p,1.2488599055982
AATS7s,4.942275828460038
AATS7v,174.11196002258268
AATS8Z,28.4125
AATS8d,2.85
AATS8i,164.41714827599475
AATS8m,114.81964630502
AATS8p,1.3605471676197995
AATS8s,5.697762345679012
AATS8v,195.81904786387463
AMID_C,1.435645949900943
AMID_N,0.20678085036259714
AMID_O,0.12057379236554527
AMID_X,0.23613191710046857
AMID_h,0.563486559828611
ATS0dv,511.06721536351165
ATS0pe,310.3247999999999
ATS0se,367.2575809999999
ATS1dv,453.03703703703707
ATS1pe,312.78450000000004
ATS1se,368.0325219999998
ATS2dv,736.5555555555557
ATS2pe,538.1448
ATS2se,632.0723039999996
ATS3dv,664.8148148148148
ATS3pe,686.2363
ATS3se,823.0073440000002
ATS4dv,684.8148148148148
ATS4pe,786.9762000000001
ATS4se,955.2399839999999
ATS5dv,662.0740740740741
ATS5pe,697.1770999999998
ATS5se,840.386448
ATS6dv,490.5185185185185
ATS6pe,639.9236000000001
ATS6se,779.2662339999999
ATS7dv,552.0370370370371
ATS7pe,615.7396000000001
ATS7se,755.3176019999999
ATS8dv,465.5925925925926
ATS8pe,535.7906
ATS8se,647.9144739999997
ATSC0Z,1233.545454545455
ATSC0c,0.9829169894285074
ATSC0d,36.25
ATSC0i,132.40079807850708
ATSC0m,6527.680217008458
ATSC0p,13.691130542257158
ATSC0s,180.39944779585983
ATSC0v,2086.483883945951
ATSC1Z,-9.979338842975217
ATSC1c,-0.5587107673536577
ATSC1d,5.125
ATSC1i,-6.074135958720328
ATSC1m,-44.91082951072475
ATSC1p,0.4114435505671744
ATSC1s,-17.23797839151901
ATSC1v,79.90667420403722
ATSC2Z,106.84090909090907
ATSC2c,0.004832660639279089
ATSC2d,-9.6875
ATSC2i,61.939324733234656
ATSC2m,540.7883678023171
ATSC2p,2.16467992073245
ATSC2s,107.86524338680012
ATSC2v,190.48077565101755
ATSC3Z,-317.30991735537185
ATSC3c,0.2629596099494759
ATSC3d,-8.125
ATSC3i,-50.297599152797034
ATSC3m,-1586.8390270205284
ATSC3p,-5.524858852859596
ATSC3s,1.6676443694804528
ATSC3v,-1172.0421546932785
ATSC4Z,-18.508264462809898
ATSC4c,-0.4470709881201023
ATSC4d,-3.375
ATSC4i,-24.52802941207673
ATSC4m,-51.87832406123411
ATSC4p,1.9728978057993922
ATSC4s,-41.228581674630696
ATSC4v,393.3629857491837
ATSC5Z,107.83677685950414
ATSC5c,0.485475358854206
ATSC5d,-5.8125
ATSC5i,25.458114815735637
ATSC5m,505.5306367051662
ATSC5p,-1.3360025715609398
ATSC5s,56.27991647500539
ATSC5v,-5.446203771072931
ATSC6Z,-172.31611570247935
ATSC6c,-0.21874100566836255
ATSC6d,1.8125
ATSC6i,-24.265148057333608
ATSC6m,-848.2589555401332
ATSC6p,-3.5936778286245326
ATSC6s,-59.31664139819917
ATSC6v,-823.6823555158365
ATSC7Z,33.299586776859556
ATSC7c,-0.2649638826082629
ATSC7d,-2.5625
ATSC7i,-11.215935133636789
ATSC7m,140.14942055969874
ATSC7p,0.35468665991206616
ATSC7s,77.31812703883676
ATSC7v,380.25317657689294
ATSC8Z,360.8719008264463
ATSC8c,0.1686964552938376
ATSC8d,-6.5
ATSC8i,-24.104240683546152
ATSC8m,1775.7281051685193
ATSC8p,1.179384709264052
ATSC8s,90.44606612562212
ATSC8v,481.5528201644381
AXp-0d,0.7378267843644495
AXp-1d,0.435747969220735
AXp-2d,0.2942333609024236
AXp-3d,0.17870960660095278
AXp-4d,0.11164473612299569
AXp-5d,0.07432228881060546
AXp-6d,0.04744694312525851
AXp-7d,0.030232231371525926
GATS1Z,0.48953977576765434
GATS1c,1.6597368042390979
GATS1d,1.0959520239880058
GATS1i,0.9235012380067961
GATS1m,0.48540087272153887
GATS1p,0.7635505451814868
GATS1s,0.6308074765960686
GATS1v,0.789040887042779
GATS2Z,0.5471031658296746
GATS2c,0.9578247437046874
GATS2d,1.3864755933721449
GATS2i,0.741753788493243
GATS2m,0.5456487385522846
GATS2p,0.7533152339923034
GATS2s,0.41754774655849897
GATS2v,0.8090623647683649
GATS3Z,0.9415312296338681
GATS3c,1.033276002715079
GATS3d,1.0699121027721432
GATS3i,0.9274368062724351
GATS3m,0.9339618470666475
GATS3p,1.0685370406714823
GATS3s,0.6741466417424031
GATS3v,1.1644246963135145
GATS4Z,0.7030856726011807
GATS4c,1.2880556839324397
GATS4d,0.9600233781414377
GATS4i,0.9139515518656013
GATS4m,0.6881267505429752
GATS4p,0.8042552052053231
GATS4s,0.9802096535674134
GATS4v,0.9131042312050209
GATS5Z,0.709868725614568
GATS5c,0.8210035100936177
GATS5d,1.0767994643454972
GATS5i,0.8140638812705823
GATS5m,0.7042962510343987
GATS5p,0.9323996202669134
GATS5s,0.856240247277017
GATS5v,0.9832435184544701
GATS6Z,0.6790292153202454
GATS6c,1.1148217347388092
GATS6d,0.8865979381443299
GATS6i,0.8844978789112108
GATS6m,0.6602778613996207
GATS6p,0.9767370518100369
GATS6s,1.0353322368258455
GATS6v,1.1719087699209387
GATS7Z,0.8048729495638274
GATS7c,1.1231817153851826
GATS7d,0.9864246823956443
GATS7i,0.7168272944514847
GATS7m,0.7956084278853731
GATS7p,0.901347668820105
GATS7s,0.6204427831365127
GATS7v,0.9850586597203842
GATS8Z,0.7270252966320286
GATS8c,0.9979894848628963
GATS8d,1.1268965517241378
GATS8i,0.9636575862513482
GATS8m,0.7319560124538121
GATS8p,0.9056430050135985
GATS8s,0.640565110830359
GATS8v,0.9047315964295712
MATS1Z,-0.007738226840592533
MATS1c,-0.5437071498486816
MATS1d,0.13523238380809596
MATS1i,-0.04388223617432285
MATS1m,-0.006580926657138852
MATS1p,0.02874523030277324
MATS1s,-0.0913999531129775
MATS1v,0.03663218851862201
MATS2Z,0.04949306718044279
MATS2c,0.002809515345652896
MATS2d,-0.15270935960591134
MATS2i,0.26732391617893303
MATS2m,0.04734023637574685
MATS2p,0.09034753929826517
MATS2s,0.34167112310156933
MATS2v,0.05216726491508657
MATS3Z,-0.11096371631414738
MATS3c,0.11540502245165218
MATS3d,-0.0966869506423259
MATS3i,-0.16387366142040383
MATS3m,-0.10486402109375156
MATS3p,-0.17407418905076613
MATS3s,0.0039876840606243216
MATS3v,-0.24231522501497063
MATS4Z,-0.005594756742375122
MATS4c,-0.16960174464488592
MATS4d,-0.03471654003506721
MATS4i,-0.06907847232232685
MATS4m,-0.0029634509008329628
MATS4p,0.05373236393236989
MATS4s,-0.0852184949889337
MATS4v,0.07029899661736144
MATS5Z,0.03734454678604214
MATS5c,0.2109919089487907
MATS5d,-0.06849681955138935
MATS5i,0.08213931744559826
MATS5m,0.03308293726378673
MATS5p,-0.041685348289633516
MATS5s,0.1332703972253753
MATS5v,-0.0011150499017412948
MATS6Z,-0.06336532712147837
MATS6c,-0.1009472064150515
MATS6d,0.02268041237113402
MATS6i,-0.08313296780290123
MATS6m,-0.058945482222088855
MATS6p,-0.1190640828829152
MATS6s,-0.14914966800831994
MATS6v,-0.17907116972881557
MATS7Z,0.012502957592965405
MATS7c,-0.1248529788069849
MATS7d,-0.03274047186932849
MATS7i,-0.0392350271251384
MATS7m,0.009944008961389698
MATS7p,0.011998711588431897
MATS7s,0.19850671042422777
MATS7v,0.0844086369827492
MATS8Z,0.16090168767042518
MATS8c,0.09439561164321421
MATS8d,-0.09862068965517241
MATS8i,-0.10013030562013263
MATS8m,0.14961677431715098
MATS8p,0.047378234258533956
MATS8s,0.2757510456760601
MATS8v,0.12693798074756749
MAXsBr,3.3703553571442497
MAXsOH,10.643385416666666
MAXtsC,1.4747825240717245
MINsBr,3.3703553571442497
MINsOH,10.643385416666666
MINtsC,1.4747825240717245
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,2
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.34252457872364
SpAD_D,339.357622906036
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.10478887156714478
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-6.6409047131316
SssssN,0
TMPC10,798
TMWC10,137.3469287079851
TSRW10,78.80997570726187
VE1_Dt,5.300500062700264
VE2_Dt,0.18277586423104358
VE3_Dt,2.7325119045525663
VR1_Dt,178.69108971499847
VR2_Dt,6.161761714310292
VR3_Dt,6.2503692962190875
Xc-3dv,1.505090159165277
Xc-4dv,0.09255567268311046
Xc-5dv,0.1746752956831848
Xc-6dv,0.020034178649126006
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.34020690871988585
Xch-7d,0.5514378406470747
Xp-0dv,16.673652442818906
Xp-1dv,9.199928011768264
Xp-2dv,7.660356210279372
Xp-3dv,4.896976321399694
Xp-4dv,3.310945725219312
Xp-5dv,2.2549827746399425
Xp-6dv,1.335783088059037
Xp-7dv,0.7473881813515756
Xpc-4d,6.5616910862025115
Xpc-5d,9.130347545745765
Xpc-6d,13.723480572022757
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,46
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,6.688466592806395
AATS0dv,11.615163985534355
AATS0pe,7.052836363636362
AATS0se,8.346763204545452
AATS1dv,9.848631239935589
AATS1pe,6.799663043478262
AATS1se,8.000706999999995
AATS2dv,9.565656565656568
AATS2pe,6.988893506493507
AATS2se,8.208731220779216
AATS3dv,6.517792302106027
AATS3pe,6.727806862745099
AATS3se,8.068699450980395
AATS4dv,5.803515379786566
AATS4pe,6.669289830508475
AATS4se,8.095254101694914
AATS5dv,6.427903631787127
AATS5pe,6.768709708737862
AATS5se,8.159091728155339
AATS6dv,5.056891943489881
AATS6pe,6.597150515463919
AATS6se,8.033672515463916
AATS7dv,5.810916179337232
AATS7pe,6.481469473684212
AATS7se,7.950711599999998
AATS8dv,5.819907407407408
AATS8pe,6.697382500000001
AATS8se,8.098930924999996
AATSC0Z,28.03512396694216
AATSC0c,0.022339022487011532
AATSC0d,0.8238636363636364
AATSC0i,3.0091090472387974
AATSC0m,148.35636856837405
AATSC0p,0.31116205777857175
AATSC0s,4.099987449905905
AATSC0v,47.42008827149889
AATSC1Z,-0.2169421487603308
AATSC1c,-0.012145886246818645
AATSC1d,0.11141304347826086
AATSC1i,-0.13204643388522452
AATSC1m,-0.9763223806679294
AATSC1p,0.008944425012329879
AATSC1s,-0.3747386606851959
AATSC1v,1.7371016131312438
AATSC2Z,1.38754427390791
AATSC2c,6.276182648414401e-05
AATSC2d,-0.12581168831168832
AATSC2i,0.8044068147173332
AATSC2m,7.023225555874248
AATSC2p,0.02811272624327857
AATSC2s,1.40084731671169
AATSC2v,2.473776307156072
AATSC3Z,-3.110881542699724
AATSC3c,0.0025780353916615285
AATSC3d,-0.07965686274509803
AATSC3i,-0.49311371718428465
AATSC3m,-15.557245362946357
