DLiP-ID,C000KV
ATS4m,2028.7377689999996
ATS4p,57.49057951558399
ATS4s,194.41666666666663
ATS4v,7339.042058893608
ATS5Z,536.0
ATS5d,98.0
ATS5i,9751.741990365677
ATS5m,1741.0675879999994
ATS5p,48.73550660067801
ATS5s,147.6388888888889
ATS5v,6000.5474941126295
ATS6Z,468.0
ATS6d,79.0
ATS6i,7939.466473049933
ATS6m,1543.1237869999998
ATS6p,38.82044052643301
ATS6s,138.2777777777778
ATS6v,4881.58837861547
ATS7Z,419.0
ATS7d,62.0
ATS7i,6113.519793366785
ATS7m,1455.260191
ATS7p,31.078012329885993
ATS7s,118.33333333333334
ATS7v,4050.352769928946
ATS8Z,395.0
ATS8d,46.0
ATS8i,5004.12056898634
ATS8m,1387.5026980000002
ATS8p,24.351860113640996
ATS8s,151.83333333333337
ATS8v,3267.0660785239534
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,0
C2SP3,3
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.7142857142857143
GGI10,0.0
JGI10,0.0
JGT10,0.5098370348682141
Kier1,13.0
Kier2,7.408163265306122
Kier3,7.100591715976331
MAXdO,10.28351883345931
MID_C,13.686052978517194
MID_N,7.257144066055904
MID_O,3.370677136455484
MID_X,0.0
MID_h,10.627821202511388
MINdO,10.28351883345931
MPC10,0
MWC01,12.0
MWC02,3.970291913552122
MWC03,4.672828834461906
MWC04,5.41610040220442
MWC05,6.142037405587356
MWC06,6.884486652042782
MWC07,7.617267813628347
MWC08,8.359603270841466
MWC09,9.09504174761272
MWC10,9.837507993602152
NaaCH,0
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,0
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-1.0777299999999994
SRW02,3.2188758248682006
SRW03,0.0
SRW04,4.394449154672439
SRW05,0.0
SRW06,5.726847747587197
SRW07,0.0
SRW08,7.117205503164344
SRW09,0.0
SRW10,8.53405030848266
SaaCH,0
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.7568615887713104
SdssS,0
SsCH3,1.6372205425380029
SsNH2,5.26924327601411
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.3507602670697905
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.245418062111799
VE1_D,3.5543702293546806
VE2_A,0.24964754323936916
VE2_D,0.27341309456574464
VE3_A,1.439608439025417
VE3_D,1.5305421613558723
VR1_A,52.85885613876914
VR1_D,47.02670669889197
VR2_A,4.066065856828396
VR2_D,3.617438976837844
VR3_A,4.229989533961317
VR3_D,4.113079932433357
WPath,312
Xc-3d,0.857710728323662
Xc-4d,0.0
Xc-5d,0.23570226039551584
Xc-6d,0.0
Xp-0d,10.267584713501616
Xp-1d,6.074586062669972
Xp-2d,5.019177876411581
Xp-3d,3.4413839840684615
Xp-4d,1.4965696011191052
Xp-5d,0.9374437015703676
Xp-6d,0.5424334934806468
Xp-7d,0.3795427217004863
ZMIC0,43.6578090873655
ZMIC1,24.177338599676045
ZMIC2,19.09796354757185
ZMIC3,18.388314928562345
ZMIC4,18.388314928562345
ZMIC5,18.388314928562345
nAcid,1
nAtom,29
nBase,4
nRing,0
piPC1,2.70805020110221
piPC2,2.9444389791664403
piPC3,2.8903717578961645
piPC4,2.4849066497880004
piPC5,2.3978952727983707
piPC6,2.302585092994046
piPC7,2.3978952727983707
piPC8,2.4849066497880004
piPC9,1.3862943611198906
AATS0Z,20.413793103448278
AATS0d,2.3448275862068964
AATS0i,174.555370615965
AATS0m,80.0974506551724
AATS0p,1.1297418785373792
AATS0s,5.9511494252873565
AATS0v,167.8619472398496
AATS1Z,21.25
AATS1d,2.8214285714285716
AATS1i,160.72962301523756
AATS1m,77.80735985714281
AATS1p,1.4354947352142855
AATS1s,3.6240079365079367
AATS1v,210.34998452768096
AATS2Z,16.638297872340427
AATS2d,2.4468085106382977
AATS2i,165.81970619293708
AATS2m,59.33803204255318
AATS2p,1.1955615815732554
AATS2s,3.6968085106382977
AATS2v,163.11752214371253
AATS3Z,12.682539682539682
AATS3d,2.015873015873016
AATS3i,171.4743977192331
AATS3m,43.23382814285713
AATS3p,0.9936525800068734
AATS3s,3.420634920634921
AATS3v,130.15629342371741
AATS4Z,10.26984126984127
AATS4d,1.7777777777777777
AATS4i,175.2907118692886
AATS4m,32.2021868095238
AATS4p,0.9125488811997459
AATS4s,3.0859788359788354
AATS4v,116.49273109354932
AATS5Z,9.571428571428571
AATS5d,1.75
AATS5i,174.13824982795853
AATS5m,31.090492642857132
AATS5p,0.8702769035835358
AATS5s,2.6364087301587307
AATS5v,107.15263382343981
AATS6Z,10.4
AATS6d,1.7555555555555555
AATS6i,176.4325882899985
AATS6m,34.2916397111111
AATS6p,0.8626764561429557
AATS6s,3.07283950617284
AATS6v,108.47974174701045
AATS7Z,11.971428571428572
AATS7d,1.7714285714285714
AATS7i,174.67199409619386
AATS7m,41.5788626
AATS7p,0.8879432094253141
AATS7s,3.3809523809523814
AATS7v,115.72436485511275
AATS8Z,14.107142857142858
AATS8d,1.6428571428571428
AATS8i,178.71859174951214
AATS8m,49.553667785714296
AATS8p,0.8697092897728927
AATS8s,5.422619047619049
AATS8v,116.68093137585548
AMID_C,1.0527733060397841
AMID_N,0.5582418512350695
AMID_O,0.25928285665042183
AMID_X,0.0
AMID_h,0.8175247078854914
ATS0dv,172.0
ATS0pe,183.5911
ATS0se,227.78901200000007
ATS1dv,139.0
ATS1pe,187.174
ATS1se,224.895904
ATS2dv,167.0
ATS2pe,299.0789
ATS2se,367.0941199999999
ATS3dv,115.0
ATS3pe,388.5427
ATS3se,486.42392399999994
ATS4dv,74.0
ATS4pe,390.5135
ATS4se,491.98418000000004
ATS5dv,80.0
ATS5pe,330.76460000000003
ATS5se,422.06990399999995
ATS6dv,98.0
ATS6pe,272.6442
ATS6se,345.96177199999994
ATS7dv,103.0
ATS7pe,211.4837
ATS7se,267.449068
ATS8dv,95.0
ATS8pe,179.04289999999995
ATS8se,222.95743199999998
ATSC0Z,233.2413793103448
ATSC0c,1.0976952059428444
ATSC0d,12.827586206896555
ATSC0i,36.30937973824797
ATSC0m,1101.0705737931034
ATSC0p,5.023132733261795
ATSC0s,71.40996168582375
ATSC0v,1224.0573050476773
ATSC1Z,-18.8192627824019
ATSC1c,-0.8105320274413419
ATSC1d,2.614744351961948
ATSC1i,-7.966761168534143
ATSC1m,-85.01919511058291
ATSC1p,-0.11052828849386645
ATSC1s,-12.528966838419864
ATSC1v,-7.751970641805487
ATSC2Z,2.263971462544586
ATSC2c,0.4362580733164294
ATSC2d,-6.617122473246136
ATSC2i,2.7688079446508596
ATSC2m,-0.4490426646850558
ATSC2p,-1.3776297868920413
ATSC2s,26.106652133703268
ATSC2v,-284.0062261550797
ATSC3Z,-14.938168846611182
ATSC3c,-0.031392070268748185
ATSC3d,-4.177170035671821
ATSC3i,-12.046522535557036
ATSC3m,-74.50684427467304
ATSC3p,-1.2194919248024807
ATSC3s,8.183148368344563
ATSC3v,-216.18243417628275
ATSC4Z,-138.80023781212844
ATSC4c,-0.3254889866035394
ATSC4d,0.13317479191438814
ATSC4i,-0.17343525614395103
ATSC4m,-645.8584441712248
ATSC4p,-0.281296910573965
ATSC4s,-45.27566389219185
ATSC4v,-319.2058035581609
ATSC5Z,11.809750297265161
ATSC5c,0.1361003407091379
ATSC5d,1.7812128418549342
ATSC5i,-3.7278225975379753
ATSC5m,57.23453177883486
ATSC5p,-0.16390101948877384
ATSC5s,-10.320385784119429
ATSC5v,38.32789686331858
ATSC6Z,8.211652794292512
ATSC6c,0.08921950686751576
ATSC6d,1.8537455410225916
ATSC6i,0.556266847733055
ATSC6m,39.72659490725333
ATSC6p,0.6143863830322855
ATSC6s,-7.3152662174659735
ATSC6v,89.4317089908431
ATSC7Z,53.57074910820452
ATSC7c,-0.22470582044667087
ATSC7d,-2.4470868014268734
ATSC7i,-2.189514253005975
ATSC7m,251.97953487039237
ATSC7p,-0.15270643132954365
ATSC7s,6.0282071607874235
ATSC7v,129.83237736823642
ATSC8Z,37.93935790725326
ATSC8c,0.45716740323644206
ATSC8d,-2.799048751486326
ATSC8i,2.979558700717063
ATSC8m,169.25398437217603
ATSC8p,-0.386192474982525
ATSC8s,33.473906724798525
ATSC8v,-41.840129227654394
AXp-0d,0.7898142087308936
AXp-1d,0.5062155052224977
AXp-2d,0.35851270545797004
AXp-3d,0.26472184492834316
AXp-4d,0.16628551123545612
AXp-5d,0.11718046269629595
AXp-6d,0.07749049906866383
AXp-7d,0.05422038881435519
GATS1Z,1.0568450620934362
GATS1c,1.8453091707342328
GATS1d,1.2473118279569888
GATS1i,1.8517439730667313
GATS1m,1.0607733126282513
GATS1p,1.4410442720058498
GATS1s,0.9545820366992166
GATS1v,1.2478208522434877
GATS2Z,0.9284509984020537
GATS2c,0.6672596239792573
GATS2d,1.69514985129261
GATS2i,1.2950592221662365
GATS2m,0.9411525602414618
GATS2p,1.4075500714397442
GATS2s,0.4450544871721695
GATS2v,1.2772552392716987
GATS3Z,0.9746698206189633
GATS3c,0.8929636665855256
GATS3d,1.212664277180406
GATS3i,1.1946518910906365
GATS3m,0.9786231005855238
GATS3p,1.1366907159961184
GATS3s,0.8096183424544836
GATS3v,1.0850768536652493
GATS4Z,1.2566857217951248
GATS4c,1.0983763284840522
GATS4d,0.7968936678614096
GATS4i,0.9126972031721309
GATS4m,1.2505374915160208
GATS4p,0.9230222305121268
GATS4s,1.3822119683800123
GATS4v,1.038370303757521
GATS5Z,0.8939237137788293
GATS5c,0.779947046958029
GATS5d,0.7211021505376343
GATS5i,0.9047570945053451
GATS5m,0.89492192776115
GATS5p,0.9438688536187242
GATS5s,0.8811601298422579
GATS5v,0.9307749493379739
GATS6Z,0.9377028714107367
GATS6c,0.8623391803054979
GATS6d,0.7275985663082435
GATS6i,0.8108257619712673
GATS6m,0.9358974692795167
GATS6p,0.7805971442005734
GATS6s,0.9993764233167605
GATS6v,0.855091367934823
GATS7Z,0.7562980484920167
GATS7c,1.095785647890826
GATS7d,1.2161290322580642
GATS7i,0.9295983433834074
GATS7m,0.7577180303038135
GATS7p,0.9407701505203506
GATS7s,0.8294827771220087
GATS7v,0.8538671869555745
GATS8Z,0.8489059727971616
GATS8c,0.7472449821607499
GATS8d,1.2473118279569888
GATS8i,0.7931210917707641
GATS8m,0.8542424008842322
GATS8p,0.881033439991292
GATS8s,0.6916246378366778
GATS8v,0.901367910636433
MATS1Z,-0.08356741573033707
MATS1c,-0.7647656610916017
MATS1d,0.2111175115207371
MATS1i,-0.22724949896163654
MATS1m,-0.07997270750104249
MATS1p,-0.02278970782727297
MATS1s,-0.1817173631444207
MATS1v,-0.006559191880189758
MATS2Z,0.005989154094895369
MATS2c,0.245223366072457
MATS2d,-0.3182910089224433
MATS2i,0.047051572485477804
MATS2m,-0.00025163589401490144
MATS2p,-0.169222462340246
MATS2s,0.22557580828917367
MATS2v,-0.14316150355111149
MATS3Z,-0.029481475223639635
MATS3c,-0.01316423537424999
MATS3d,-0.14989759344598058
MATS3i,-0.15272154741281296
MATS3m,-0.031148594966657006
MATS3p,-0.11175365165758057
MATS3s,0.05274958822818035
MATS3v,-0.08129729601294848
MATS4Z,-0.2739315517257564
MATS4c,-0.13649350280796116
MATS4d,0.004778972520908021
MATS4i,-0.002198750769449085
MATS4m,-0.2700098665985679
MATS4p,-0.02577791317620091
MATS4s,-0.2918525388479248
MATS4v,-0.1200401355447681
MATS5Z,0.026220748500464647
MATS5c,0.06420774473637236
MATS5d,0.0719086021505376
MATS5i,-0.05316751686082258
MATS5m,0.026918629745638023
MATS5p,-0.01689728664779157
MATS5s,-0.07484229607713884
MATS5v,0.016215233616524438
MATS6Z,0.022688744332741977
MATS6c,0.05237976373182529
MATS6d,0.0931302270011947
MATS6i,0.009873015794664434
MATS6m,0.02325153718029071
MATS6p,0.07882290043137459
MATS6s,-0.0660171573010933
MATS6v,0.047084207396708655
MATS7Z,0.19030582073160432
MATS7c,-0.16961431702336086
MATS7d,-0.15806451612903225
MATS7i,-0.04996419563123619
MATS7m,0.1896182208004012
MATS7p,-0.025189098651709943
MATS7s,0.06994542639461625
MATS7v,0.0878842828250058
MATS8Z,0.16847068513981583
MATS8c,0.4313536288866152
MATS8d,-0.22599846390168968
MATS8i,0.08499102804023456
MATS8m,0.15920756916101608
MATS8p,-0.07962860720883755
MATS8s,0.48549813744577136
MATS8v,-0.03540228008812512
MAXdNH,7.137862339380197
MAXsOH,8.436683201058202
MINdNH,7.137862339380197
MINsOH,8.436683201058202
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,15.123933643553018
SpAD_D,99.16033775040987
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.6086385109599395
SssNH2,0
SsssAs,0
SsssCH,-0.8003987150415723
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,91
TMWC10,86.99516603353328
TSRW10,41.99142853877484
VE1_Dt,3.5543702293546806
VE2_Dt,0.27341309456574464
VE3_Dt,1.5305421613558723
VR1_Dt,47.02670669889197
VR2_Dt,3.617438976837844
VR3_Dt,4.113079932433357
Xc-3dv,0.2330557578672309
Xc-4dv,0.0
Xc-5dv,0.02151657414559676
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.0
Xch-7d,0.0
Xp-0dv,7.631482767902716
Xp-1dv,4.061541091967194
Xp-2dv,2.6387359607677037
Xp-3dv,1.5608791770341093
Xp-4dv,0.7472272582619955
Xp-5dv,0.3991861984885937
Xp-6dv,0.1938586173982883
Xp-7dv,0.10232137213878
Xpc-4d,1.699906061013292
Xpc-5d,0.9663128427270957
Xpc-6d,0.849953030506646
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,0
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,28
nFRing,0
nHBAcc,3
nHBDon,5
nHRing,0
nSpiro,0
naRing,0
piPC10,0.0
AATS0dv,5.931034482758621
AATS0pe,6.330727586206897
AATS0se,7.854793517241382
AATS1dv,4.964285714285714
AATS1pe,6.684785714285715
AATS1se,8.031996571428571
AATS2dv,3.5531914893617023
AATS2pe,6.3633808510638294
AATS2se,7.81051319148936
AATS3dv,1.8253968253968254
AATS3pe,6.167344444444445
AATS3se,7.721014666666666
AATS4dv,1.1746031746031746
AATS4pe,6.198626984126984
AATS4se,7.809272698412699
AATS5dv,1.4285714285714286
AATS5pe,5.906510714285715
AATS5se,7.53696257142857
AATS6dv,2.1777777777777776
AATS6pe,6.05876
AATS6se,7.688039377777776
AATS7dv,2.942857142857143
AATS7pe,6.042391428571428
AATS7se,7.641401942857144
AATS8dv,3.392857142857143
AATS8pe,6.394389285714284
AATS8se,7.962765428571428
AATSC0Z,8.042806183115339
AATSC0c,0.03785155882561533
AATSC0d,0.4423305588585019
AATSC0i,1.2520475771809645
AATSC0m,37.96795082045184
AATSC0p,0.17321147356075153
AATSC0s,2.462412471924957
AATSC0v,42.20887258785094
AATSC1Z,-0.672116527942925
AATSC1c,-0.028947572408619355
AATSC1d,0.09338372685578386
AATSC1i,-0.28452718459050513
AATSC1m,-3.0363998253779614
AATSC1p,-0.003947438874780945
AATSC1s,-0.447463101372138
AATSC1v,-0.276856094350196
AATSC2Z,0.04816960558605502
AATSC2c,0.009282086666307008
AATSC2d,-0.14078983985630075
AATSC2i,0.058910807332997014
AATSC2m,-0.00955409924861821
AATSC2p,-0.029311272061532792
AATSC2s,0.5554606836958143
AATSC2v,-6.042685662874035
AATSC3Z,-0.2371137912160505
AATSC3c,-0.0004982868296626696
AATSC3d,-0.0663042862805051
AATSC3i,-0.19121464342154026
AATSC3m,-1.182648321820207
AATSC3p,-0.019357014679404455
AATSC3s,0.12989124394197718
AATSC3v,-3.4314672091473453
AATSC4Z,-2.2031783779702927
AATSC4c,-0.005166491850849832
AATSC4d,0.0021138855859426688
AATSC4i,-0.0027529405737135083
AATSC4m,-10.251721336051189
AATSC4p,-0.004465030326570873
AATSC4s,-0.7186613316220929
AATSC4v,-5.066758786637474
AATSC5Z,0.2108883981654493
AATSC5c,0.002430363226948891
AATSC5d,0.031807372175980966
AATSC5i,-0.06656826067032098
AATSC5m,1.0220452103363367
AATSC5p,-0.00292680391944239
AATSC5s,-0.18429260328784694
AATSC5v,0.6844267297021175
