DLiP-ID,T003FI
GGI1,2.0
GGI2,1.1111111111111116
GGI3,0.4027777777777778
GGI4,0.39222222222222214
GGI5,0.18055555555555555
GGI6,0.08
GGI7,0.0
GGI8,0.0
GGI9,0.0
JGI1,0.15384615384615385
JGI2,0.06535947712418302
JGI3,0.030982905982905984
JGI4,0.03565656565656566
JGI5,0.022569444444444444
JGI6,0.02
JGI7,0.0
JGI8,0.0
JGI9,0.0
MIC0,44.246922418779064
MIC1,59.28459873525373
MIC2,64.93683402937137
MIC3,65.41118697054785
MIC4,65.41118697054785
MIC5,65.41118697054785
MPC2,17
MPC3,21
MPC4,26
MPC5,26
MPC6,23
MPC7,20
MPC8,16
MPC9,10
Mare,1.011529411764706
NaaN,3
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.36128757401156647
RPCG,0.29315220621983734
SIC0,0.4349849707051698
SIC1,0.7697406662416698
SIC2,0.884870333120835
SIC3,1.0
SIC4,1.0
SIC5,1.0
SaaN,10.817475434618292
SaaO,0
SaaS,0
Sare,17.196
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,30.22574337241573
TIC1,53.486868301255775
TIC2,61.486868301255775
TIC3,69.48686830125577
TIC4,69.48686830125577
TIC5,69.48686830125577
WPol,13
apol,24.773964999999997
bpol,9.266034999999999
nRot,1
ABCGG,8.476748195403339
ATS0Z,3262.0
ATS0d,65.0
ATS0i,2766.337839578845
ATS0m,17904.4578689809
ATS0p,55.20786452424499
ATS0s,63.63373056790124
ATS0v,5150.521005630245
ATS1Z,832.0
ATS1d,78.0
ATS1i,2776.4129777559006
ATS1m,3521.7101451699996
ATS1p,40.94844954
ATS1s,70.98592592592593
ATS1v,5551.6381812300315
ATS2Z,1300.0
ATS2d,110.0
ATS2i,4113.821047848401
ATS2m,5587.23544934
ATS2p,61.91357109
ATS2s,94.71066666666668
ATS2v,7860.002873768928
ATS3Z,1256.0
ATS3d,99.0
ATS3i,4584.997700265358
ATS3m,5198.53586486
ATS3p,64.575342919698
ATS3s,82.91881481481482
ATS3v,7242.6981026658905
ATS4Z,1134.0
ATS4d,76.0
ATS4i,4230.725786962427
ATS4m,4810.8616531
ATS4p,50.983780634547
ATS4s,79.28281481481481
ATS4v,5755.4404891615995
ATS5Z,1110.0
ATS5d,56.0
ATS5i,3627.8375183494272
ATS5m,4816.5337823400005
ATS5p,35.434647994547
ATS5s,65.49511111111111
ATS5v,4080.9742801624816
ATS6Z,914.0
ATS6d,24.0
ATS6i,1901.841553142529
ATS6m,4089.0970583400003
ATS6p,23.503388964849
ATS6s,33.67422222222222
ATS6v,2331.3596842301163
ATS7Z,15.0
ATS7d,5.0
ATS7i,580.199912836849
ATS7m,29.254176
ATS7p,1.911557504849
ATS7s,7.0
ATS7v,205.01609423217806
ATS8Z,0.0
ATS8d,0.0
ATS8i,0.0
ATS8m,0.0
ATS8p,0.0
ATS8s,0.0
ATS8v,0.0
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,5
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.328414547054253
Kier1,8.591715976331361
Kier2,3.8062283737024223
Kier3,2.0408163265306123
MAXsI,2.247848299319728
MID_C,14.56431524657639
MID_N,8.008982343025028
MID_O,0.0
MID_X,1.762927388581014
MID_h,9.771909731606042
MINsI,2.247848299319728
MPC10,6
MWC01,13.0
MWC02,4.110873864173311
MWC03,4.919980925828125
MWC04,5.75890177387728
MWC05,6.586171654854675
MWC06,7.429520842786462
MWC07,8.262300941787448
MWC08,9.10597935665144
MWC09,9.940831505676549
MWC10,10.784130381163758
NaaCH,4
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.4712999999999998
SRW02,3.295836866004329
SRW03,0.0
SRW04,4.553876891600541
SRW05,2.3978952727983707
SRW06,6.003887067106539
SRW07,4.442651256490317
SRW08,7.54274354536855
SRW09,6.293419278846481
SRW10,9.127719343287845
SaaCH,7.972809599395314
SaaNH,2.7050925925925924
SaaSe,0
SaaaC,0
SaasC,2.876774074074074
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.2953868653980645
VE1_D,3.424697592184586
VE2_A,0.2746155721165054
VE2_D,0.2853914660153822
VE3_A,1.3748451276889233
VE3_D,1.4133347303573007
VR1_A,47.95332901088413
VR1_D,47.889782162011414
VR2_A,3.996110750907011
VR2_D,3.9908151801676177
VR3_A,4.052549782426391
VR3_D,4.0512237224225585
WPath,194
Xc-3d,0.6220084679281461
Xc-4d,0.0
Xc-5d,0.08333333333333333
Xc-6d,0.0
Xp-0d,8.38890505706126
Xp-1d,5.860173345306138
Xp-2d,5.076393996848817
Xp-3d,4.043453320333735
Xp-4d,3.337976373634063
Xp-5d,2.169733973922587
Xp-6d,1.3233205570143174
Xp-7d,0.7673650468604045
ZMIC0,51.23067445341439
ZMIC1,37.79659543206306
ZMIC2,31.779105751473377
ZMIC3,30.776190804708435
ZMIC4,30.776190804708435
ZMIC5,30.776190804708435
nAcid,2
nAtom,17
nBase,0
nRing,2
piPC1,2.970414465569701
piPC2,3.548179572010801
piPC3,4.104707349257647
piPC4,4.665206399432151
piPC5,4.972846888034599
piPC6,5.124335934029084
piPC7,5.364222141435755
piPC8,5.527815683500254
piPC9,5.481484919552927
AATS0Z,191.88235294117646
AATS0d,3.823529411764706
AATS0i,162.72575526934384
AATS0m,1053.2034040577
AATS0p,3.2475214426026464
AATS0s,3.743160621641249
AATS0v,302.9718238606026
AATS1Z,46.22222222222222
AATS1d,4.333333333333333
AATS1i,154.24516543088336
AATS1m,195.65056362055554
AATS1p,2.2749138633333335
AATS1s,3.943662551440329
AATS1v,308.4243434016684
AATS2Z,48.148148148148145
AATS2d,4.074074074074074
AATS2i,152.36374251290374
AATS2m,206.93464627185185
AATS2p,2.2930952255555557
AATS2s,3.507802469135803
AATS2v,291.11121754699735
AATS3Z,41.86666666666667
AATS3d,3.3
AATS3i,152.83325667551193
AATS3m,173.28452882866668
AATS3p,2.1525114306566
AATS3s,2.763960493827161
AATS3v,241.423270088863
AATS4Z,43.61538461538461
AATS4d,2.923076923076923
AATS4i,162.72022257547798
AATS4m,185.03314050384614
AATS4p,1.9609146397902693
AATS4s,3.049339031339031
AATS4v,221.3630957369846
AATS5Z,52.857142857142854
AATS5d,2.6666666666666665
AATS5i,172.75416754044892
AATS5m,229.35875154000001
AATS5p,1.6873641902165237
AATS5s,3.118814814814815
AATS5v,194.33210857916578
AATS6Z,83.0909090909091
AATS6d,2.1818181818181817
AATS6i,172.89468664932082
AATS6m,371.7360962127273
AATS6p,2.136671724077182
AATS6s,3.061292929292929
AATS6v,211.94178947546513
AATS7Z,5.0
AATS7d,1.6666666666666667
AATS7i,193.39997094561633
AATS7m,9.751392000000001
AATS7p,0.6371858349496667
AATS7s,2.3333333333333335
AATS7v,68.33869807739269
AMID_C,1.2136929372146992
AMID_N,0.6674151952520857
AMID_O,0.0
AMID_X,0.14691061571508449
AMID_h,0.8143258109671702
ATS0dv,175.0241975308642
ATS0pe,113.7595
ATS0se,134.89976
ATS1dv,188.6222222222222
ATS1pe,124.65729999999999
ATS1se,145.307732
ATS2dv,232.93333333333334
ATS2pe,181.4968
ATS2se,213.606244
ATS3dv,156.0888888888889
ATS3pe,189.06050000000002
ATS3se,228.273428
ATS4dv,136.0888888888889
ATS4pe,168.4785
ATS4se,203.257868
ATS5dv,98.39999999999999
ATS5pe,140.0148
ATS5se,168.75216
ATS6dv,31.555555555555557
ATS6pe,74.73080000000002
ATS6se,89.439376
ATS7dv,0.0
ATS7pe,18.216
ATS7se,23.27616
ATS8dv,0.0
ATS8pe,0.0
ATS8se,0.0
ATSC0Z,2298.235294117647
ATSC0c,0.16993111173599665
ATSC0d,8.470588235294118
ATSC0i,37.043084643514106
ATSC0m,13550.874685023202
ATSC0p,19.104962064172938
ATSC0s,8.823798704429919
ATSC0v,962.0045105400867
ATSC1Z,-7.307958477508655
ATSC1c,-0.09973625894081674
ATSC1d,1.089965397923876
ATSC1i,18.71024266194888
ATSC1m,-33.913856351899945
ATSC1p,0.9855550258865914
ATSC1s,2.3867715910974416
ATSC1v,51.40086030244206
ATSC2Z,-22.96193771626296
ATSC2c,0.02497088695229661
ATSC2d,-2.6297577854671275
ATSC2i,12.031081750616707
ATSC2m,-145.4609152166999
ATSC2p,0.8660847329115055
ATSC2s,1.2163940692895903
ATSC2v,-90.6990719791827
ATSC3Z,-514.2975778546712
ATSC3c,0.01145651113835397
ATSC3d,-1.8304498269896194
ATSC3i,-12.894612012886014
ATSC3m,-2915.8609526978
ATSC3p,-4.763058056095719
ATSC3s,0.5038211504976705
ATSC3v,-396.6323565209119
ATSC4Z,-215.53633217993072
ATSC4c,-0.036733969657113834
ATSC4d,-1.6608996539792387
ATSC4i,-14.496659659516938
ATSC4m,-1255.4374544225002
ATSC4p,-0.15650393807279317
ATSC4s,0.17629192191037596
ATSC4v,-20.624160736746177
ATSC5Z,-161.58477508650515
ATSC5c,0.03310484556674326
ATSC5d,0.006920415224913268
ATSC5i,-17.070217401740745
ATSC5m,-1024.165101603
ATSC5p,-3.249978161123986
ATSC5s,-3.6960453364090733
ATSC5v,-11.382574993886294
ATSC6Z,-276.9757785467128
ATSC6c,-0.02580205091076191
ATSC6d,0.40138408304498246
ATSC6i,-9.11956453298632
ATSC6m,-1685.3033697640003
ATSC6p,-4.424347470043196
ATSC6s,-3.715656672220086
ATSC6v,-117.49134058059957
ATSC7Z,49.54671280276817
ATSC7c,0.007774479983300312
ATSC7d,0.3875432525951556
ATSC7i,4.3181868728073844
ATSC7m,284.70430754430004
ATSC7p,1.1897668344511272
ATSC7s,-1.2834760763808792
ATSC7v,104.42638923884127
ATSC8Z,0.0
ATSC8c,0.0
ATSC8d,0.0
ATSC8i,0.0
ATSC8m,0.0
ATSC8p,0.0
ATSC8s,0.0
ATSC8v,0.0
AXp-0d,0.6990754214217717
AXp-1d,0.4507825650235491
AXp-2d,0.2986114115793422
AXp-3d,0.19254539620636835
AXp-4d,0.1283837066782332
AXp-5d,0.08345130668933026
AXp-6d,0.057535676391926846
AXp-7d,0.03836825234302023
GATS1Z,0.45387481159173
GATS1c,1.5264050460670333
GATS1d,0.7870370370370371
GATS1i,0.5379103676285092
GATS1m,0.4546394675979026
GATS1p,0.4281741717715082
GATS1s,0.4950523622127964
GATS1v,0.5511880526304697
GATS2Z,0.6037482581122203
GATS2c,0.8360583480759849
GATS2d,1.2242798353909465
GATS2i,0.7539394960738657
GATS2m,0.6051384258501213
GATS2p,0.5835968724633471
GATS2s,0.6412331163710393
GATS2v,0.7733131103178624
GATS3Z,1.1810801126183774
GATS3c,0.7598645799823746
GATS3d,1.1962962962962962
GATS3i,1.0604743875090714
GATS3m,1.1766903770876638
GATS3p,1.1772865997768567
GATS3s,0.7245577926346422
GATS3v,1.2647501583050722
GATS4Z,0.9972869209111851
GATS4c,1.1339639204087524
GATS4d,1.017094017094017
GATS4i,1.1523063360031958
GATS4m,0.994682773541571
GATS4p,0.9568528414221121
GATS4s,0.9425560760407686
GATS4v,1.0193137777005559
GATS5Z,1.1989323192804127
GATS5c,0.9058735867977625
GATS5d,0.8544973544973545
GATS5i,1.328738327226829
GATS5m,1.2016105653559364
GATS5p,1.2791911939746867
GATS5s,1.5983648564510495
GATS5v,1.079145015024308
GATS6Z,2.2489983014170374
GATS6c,1.173898224925275
GATS6d,0.601010101010101
GATS6i,1.445946487457969
GATS6m,2.26199574286692
GATS6p,2.3017085625474043
GATS6s,2.0648906933663986
GATS6v,1.4928650571168074
GATS7Z,0.08354235986690556
GATS7c,0.5786362152373292
GATS7d,0.6296296296296295
GATS7i,0.12604479784538825
GATS7m,0.06650453885430914
GATS7p,0.052389406610667516
GATS7s,2.4177039898499837
GATS7v,0.556979053635762
MATS1Z,-0.003003156727241705
MATS1c,-0.5543149497701629
MATS1d,0.12152777777777782
MATS1i,0.4770332953192395
MATS1m,-0.0023636668455534458
MATS1p,0.04872043010430268
MATS1s,0.2554651624405389
MATS1v,0.05046260846017469
MATS2Z,-0.00629070329607826
MATS2c,0.09252225882994311
MATS2d,-0.19547325102880653
MATS2i,0.2044949987179571
MATS2m,-0.006758715160631043
MATS2p,0.02854298311502848
MATS2s,0.08679682900585434
MATS2v,-0.059362323640190756
MATS3Z,-0.12680829280778091
MATS3c,0.03820385162009961
MATS3d,-0.12245370370370372
MATS3i,-0.19725535488258675
MATS3m,-0.12193465329252463
MATS3p,-0.14127566559522597
MATS3s,0.03235552640217728
MATS3v,-0.23363542779614066
MATS4Z,-0.061319918883266704
MATS4c,-0.14134177391318373
MATS4d,-0.1282051282051282
MATS4i,-0.255880017909131
MATS4m,-0.060576381233589154
MATS4p,-0.005356173837296879
MATS4s,0.01306328475482748
MATS4v,-0.014017635079959873
MATS5Z,-0.05691615781198581
MATS5c,0.15770602818465826
MATS5d,0.0006613756613756397
MATS5i,-0.3730452675159796
MATS5m,-0.061183211704210407
MATS5p,-0.13770949625678666
MATS5s,-0.33908714388514494
MATS5v,-0.009578401525444116
MATS6Z,-0.18625311212974383
MATS6c,-0.2346591889779277
MATS6d,0.07323232323232318
MATS6i,-0.38047243083838245
MATS6m,-0.19220602461553773
MATS6p,-0.3578980102279821
MATS6s,-0.6507830341311078
MATS6v,-0.18874914240255983
MATS7Z,0.12216534425390328
MATS7c,0.259254389157879
MATS7d,0.2592592592592592
MATS7i,0.6605747293472115
MATS7m,0.11905684665513071
MATS7p,0.3528932451812008
MATS7s,-0.8242517019161238
MATS7v,0.6151213768092227
MAXaaN,3.8075925925925924
MINaaN,3.4702191987906272
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,3
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,15.589924771589853
SpAD_D,66.35229191642037
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,190
TMWC10,91.89869124679906
TSRW10,55.65802952150297
VE1_Dt,3.4338553845233797
VE2_Dt,0.2861546153769483
VE3_Dt,1.41600520554711
VR1_Dt,47.49500079956792
VR2_Dt,3.9579167332973264
VR3_Dt,4.042946015970881
Xc-3dv,0.5618121601350864
Xc-4dv,0.0
Xc-5dv,0.018633899812498248
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.16666666666666666
Xch-7d,0.2492969859635601
Xp-0dv,8.186504627443929
Xp-1dv,4.436312182638652
Xp-2dv,3.5058324834365218
Xp-3dv,2.1143900485368854
Xp-4dv,1.4603277828773853
Xp-5dv,0.8600364525486525
Xp-6dv,0.4460252249489363
Xp-7dv,0.1700474078880159
Xpc-4d,1.2919737681478412
Xpc-5d,1.996030159476016
Xpc-6d,2.6118998731195364
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,18
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.3280278563135735
AATS0dv,10.295541031227305
AATS0pe,6.691735294117647
AATS0se,7.935279999999999
AATS1dv,10.479012345679012
AATS1pe,6.925405555555555
AATS1se,8.072651777777777
AATS2dv,8.62716049382716
AATS2pe,6.722103703703704
AATS2se,7.91134237037037
AATS3dv,5.202962962962963
AATS3pe,6.302016666666668
AATS3se,7.6091142666666665
AATS4dv,5.234188034188035
AATS4pe,6.4799423076923075
AATS4se,7.817610307692307
AATS5dv,4.685714285714285
AATS5pe,6.667371428571429
AATS5se,8.035817142857143
AATS6dv,2.868686868686869
AATS6pe,6.7937090909090925
AATS6se,8.130852363636363
AATS7dv,0.0
AATS7pe,6.072
AATS7se,7.75872
AATSC0Z,135.1903114186851
AATSC0c,0.009995947749176273
AATSC0d,0.49826989619377166
AATSC0i,2.1790049790302417
AATSC0m,797.1102755896001
AATSC0p,1.1238212978925257
AATSC0s,0.5190469826135247
AATSC0v,56.5885006200051
AATSC1Z,-0.4059976931949253
AATSC1c,-0.005540903274489819
AATSC1d,0.060553633217993105
AATSC1i,1.0394579256638266
AATSC1m,-1.884103130661108
AATSC1p,0.05475305699369952
AATSC1s,0.13259842172763564
AATSC1v,2.85560335013567
AATSC2Z,-0.8504421376393688
AATSC2c,0.0009248476648998744
AATSC2d,-0.09739843649878249
AATSC2i,0.4455956203932114
AATSC2m,-5.387441304322219
AATSC2p,0.032077212330055754
AATSC2s,0.04505163219591075
AATSC2v,-3.359224888117878
AATSC3Z,-17.143252595155708
AATSC3c,0.000381883704611799
AATSC3d,-0.06101499423298731
AATSC3i,-0.4298204004295338
AATSC3m,-97.19536508992665
AATSC3p,-0.1587686018698573
AATSC3s,0.01679403834992235
AATSC3v,-13.221078550697063
AATSC4Z,-8.289858929997335
AATSC4c,-0.0014128449868120705
AATSC4d,-0.0638807559222784
AATSC4i,-0.5575638330583438
AATSC4m,-48.28605593932693
AATSC4p,-0.006019382233568968
AATSC4s,0.00678045853501446
AATSC4v,-0.7932369514133145
AATSC5Z,-7.694513099357388
AATSC5c,0.0015764212174639645
AATSC5d,0.00032954358213872705
AATSC5i,-0.8128674953209879
AATSC5m,-48.769766743000005
AATSC5p,-0.15476086481542792
AATSC5s,-0.17600215887662254
AATSC5v,-0.5420273806612521
AATSC6Z,-25.179616231519343
AATSC6c,-0.0023456409918874463
AATSC6d,0.036489462094998405
AATSC6i,-0.8290513211805746
AATSC6m,-153.20939725127275
AATSC6p,-0.4022134063675633
AATSC6s,-0.33778697020182596
AATSC6v,-10.681030961872688
AATSC7Z,16.515570934256058
AATSC7c,0.0025914933277667706
AATSC7d,0.1291810841983852
AATSC7i,1.4393956242691281
AATSC7m,94.90143584810001
AATSC7p,0.3965889448170424
AATSC7s,-0.42782535879362643
AATSC7v,34.80879641294709
ATS0are,110.53370000000001
ATS1are,121.6537
ATS2are,176.27870000000001
ATS3are,181.762
ATS4are,163.59799999999998
ATS5are,136.02540000000002
ATS6are,71.1374
ATS7are,18.348000000000003
ATS8are,0.0
ATSC0dv,65.4711401597676
ATSC0pe,1.5789764705882348
ATSC0se,0.8570719999999997
ATSC1dv,14.828611217907646
ATSC1pe,0.5030366782006923
ATSC1se,0.39808400000000055
ATSC2dv,-0.030343884830616563
ATSC2pe,0.5186491349480973
ATSC2se,0.4228839999999999
ATSC3dv,-2.4833047118629596
ATSC3pe,-0.12126435986159168
ATSC3se,-0.03382000000000185
ATSC4dv,-2.1714895980178572
ATSC4pe,-0.34609342560553674
