DLiP-ID,T004FT
AATS8i,171.68862884066363
AATS8m,91.95561646666665
AATS8p,0.9854252703719832
AATS8s,2.1334104938271605
AATS8v,109.6971606748329
AMID_C,1.4563060848928466
AMID_N,0.2752657223297117
AMID_O,0.15703961476580722
AMID_X,0.15614196019056378
AMID_h,0.5884472972860827
ATS0dv,302.1344307270233
ATS0pe,255.2352
ATS0se,312.894406
ATS1dv,328.07407407407413
ATS1pe,283.15900000000005
ATS1se,336.9036519999999
ATS2dv,524.8888888888889
ATS2pe,523.7982999999999
ATS2se,630.7167860000001
ATS3dv,522.0
ATS3pe,710.0720999999998
ATS3se,856.2409340000002
ATS4dv,460.0
ATS4pe,828.5274999999999
ATS4se,1016.4727459999998
ATS5dv,391.1042524005487
ATS5pe,822.0879
ATS5se,1018.9797389999997
ATS6dv,231.37037037037035
ATS6pe,700.7976
ATS6se,879.7284400000003
ATS7dv,118.11111111111111
ATS7pe,466.4508999999999
ATS7se,588.6303219999998
ATS8dv,46.62962962962963
ATS8pe,341.91179999999986
ATS8se,443.5113920000001
ATSC0Z,2108.0
ATSC0c,0.7846008220040968
ATSC0d,37.975
ATSC0i,60.11375130829393
ATSC0m,11286.017271975
ATSC0p,15.531410482698973
ATSC0s,52.655898491083676
ATSC0v,2220.383028350867
ATSC1Z,-0.75
ATSC1c,-0.4661296525845057
ATSC1d,20.27687499999999
ATSC1i,-12.525263934930743
ATSC1m,-6.327670173124982
ATSC1p,-0.4870419740699514
ATSC1s,-3.5648045267489694
ATSC1v,3.6654342479307047
ATSC2Z,204.5
ATSC2c,0.043109796509230136
ATSC2d,9.575
ATSC2i,17.34658468784389
ATSC2m,1010.6840268249998
ATSC2p,6.879589362760097
ATSC2s,10.20075445816186
ATSC2v,1127.020512747346
ATSC3Z,-587.5
ATSC3c,0.34298825707454544
ATSC3d,-9.082500000000005
ATSC3i,-9.170571913949125
ATSC3m,-3082.4676615074995
ATSC3p,-5.027513861031462
ATSC3s,1.2913683127572033
ATSC3v,-818.9156343275952
ATSC4Z,-315.5
ATSC4c,-0.6206494583737322
ATSC4d,-28.718750000000007
ATSC4i,13.91656792898173
ATSC4m,-1550.5651969687497
ATSC4p,1.8956950294117298
ATSC4s,-38.95877914951987
ATSC4v,-362.32201100586826
ATSC5Z,1428.5
ATSC5c,0.3155498767847673
ATSC5d,-25.392499999999988
ATSC5i,-25.426804072593058
ATSC5m,7465.674916732502
ATSC5p,1.5783260750179346
ATSC5s,5.675126886145405
ATSC5v,72.14484183140047
ATSC6Z,-1120.75
ATSC6c,0.1325162422158657
ATSC6d,-5.5293749999999955
ATSC6i,2.3326910364679634
ATSC6m,-5822.591442054375
ATSC6p,-5.8899539772986
ATSC6s,4.59652949245543
ATSC6v,-861.2073626059636
ATSC7Z,-277.0
ATSC7c,-0.1995409973258701
ATSC7d,1.0487500000000032
ATSC7i,-27.367588761166715
ATSC7m,-1437.9780024012505
ATSC7p,-5.779193955561471
ATSC7s,-6.078556241426611
ATSC7v,-1061.076253158216
ATSC8Z,598.5
ATSC8c,0.057360796241934305
ATSC8d,10.062500000000004
ATSC8i,16.66204878792645
ATSC8m,2938.8939418375
ATSC8p,5.740709146171568
ATSC8s,-1.1429355281207207
ATSC8v,1411.466678763572
AXp-0d,0.7274646229843206
AXp-1d,0.4127013305324794
AXp-2d,0.25424683932277997
AXp-3d,0.14988407434553722
AXp-4d,0.0827207720942939
AXp-5d,0.05279602317108636
AXp-6d,0.031905473722300924
AXp-7d,0.01869463167678641
GATS1Z,0.4597270641189709
GATS1c,1.5829449475986515
GATS1d,0.8000979836795934
GATS1i,1.3628704528726228
GATS1m,0.45809044489169826
GATS1p,0.7192621018990415
GATS1s,0.676310653954677
GATS1v,0.827196724013004
GATS2Z,0.57572639943074
GATS2c,1.111626951239729
GATS2d,1.2901579986833445
GATS2i,0.9833365980016795
GATS2m,0.5772015816936878
GATS2p,0.5547685835297188
GATS2s,0.4914473648861635
GATS2v,0.6117567462330712
GATS3Z,1.1123695445920303
GATS3c,0.9368919159211414
GATS3d,1.3027576622046668
GATS3i,1.1885799297188142
GATS3m,1.115043009123104
GATS3p,1.0697430577212703
GATS3s,0.7505037081516814
GATS3v,1.035822006514425
GATS4Z,0.8175996204933587
GATS4c,1.3406650892823537
GATS4d,1.30348913759052
GATS4i,0.9812066719221881
GATS4m,0.8115443264953642
GATS4p,0.8188346397731152
GATS4s,1.4358804379965173
GATS4v,0.9570575013624562
GATS5Z,0.7096935915128515
GATS5c,0.8845512486536653
GATS5d,1.1320246573702795
GATS5i,1.075942005718459
GATS5m,0.7127616559630069
GATS5p,0.920384164417564
GATS5s,0.9933007287015098
GATS5v,0.9704436373473503
GATS6Z,1.4519151651525581
GATS6c,0.9408690730554016
GATS6d,0.8588556747277843
GATS6i,0.8478821313920635
GATS6m,1.4486280090421813
GATS6p,1.269171474252048
GATS6s,1.3683887518012554
GATS6v,1.171539194912213
GATS7Z,0.9915796963946869
GATS7c,0.9440042620185821
GATS7d,0.6319947333772219
GATS7i,1.098238098797396
GATS7m,0.986477314335326
GATS7p,1.1677762616990885
GATS7s,0.9712381614201997
GATS7v,1.2720337660338783
GATS8Z,0.7531427893738141
GATS8c,0.5927447230823466
GATS8d,0.43647136273864384
GATS8i,0.5733889103649027
GATS8m,0.7606755427991353
GATS8p,0.7700160508355949
GATS8s,1.0490519122782567
GATS8v,0.6883117222005135
MATS1Z,-0.00033096509421473016
MATS1c,-0.5526491522667731
MATS1d,0.4967007057886918
MATS1i,-0.19382267880454054
MATS1m,-0.0005215484497640882
MATS1p,-0.029170711955949086
MATS1s,-0.06297674769991075
MATS1v,0.0015356387765570855
MATS2Z,0.048505692599620495
MATS2c,0.027472439041750736
MATS2d,0.12606978275181038
MATS2i,0.14428133588670727
MATS2m,0.04477593833453946
MATS2p,0.22147342543111367
MATS2s,0.09686241000986028
MATS2v,0.25378966114337753
MATS3Z,-0.10322229250122988
MATS3c,0.1619074110589243
MATS3d,-0.08858166922683056
MATS3i,-0.05650135022947462
MATS3m,-0.10115656054170098
MATS3p,-0.11988880036533661
MATS3s,0.009083209554603545
MATS3v,-0.1365989934688287
MATS4Z,-0.046051671288862936
MATS4c,-0.2433964619450748
MATS4d,-0.23269357370739863
MATS4i,0.07123196952498878
MATS4m,-0.04227328136980624
MATS4p,0.0375555574254046
MATS4s,-0.22765382426093375
MATS4v,-0.05020921808113215
MATS5Z,0.20535046863320108
MATS5c,0.12187238669852367
MATS5d,-0.2026253316575896
MATS5i,-0.12817520077385258
MATS5m,0.20045386054484446
MATS5p,0.030794410419201043
MATS5s,0.03265988178580351
MATS5v,0.009846081961129051
MATS6Z,-0.18820003022619264
MATS6c,0.05978633084322121
MATS6d,-0.05154182712194208
MATS6i,0.013736147260347656
MATS6m,-0.18262370738076836
MATS6p,-0.13424018786401581
MATS6s,0.030900433426284606
MATS6v,-0.13729710588751193
MATS7Z,-0.06738675619131027
MATS7c,-0.13042137314614613
MATS7d,0.01416248881686674
MATS7i,-0.23346839280060114
MATS7m,-0.0653396675590042
MATS7p,-0.19081906381146824
MATS7s,-0.05919960381009483
MATS7v,-0.2450665769547032
MATS8Z,0.18927893738140417
MATS8c,0.04873883604949439
MATS8d,0.1766513056835638
MATS8i,0.1847835525737972
MATS8m,0.17360088866396045
MATS8p,0.24641286990928743
MATS8s,-0.014470496954413775
MATS8v,0.423790748635504
MAXdNH,8.692169194066516
MAXsBr,3.9349589002267575
MAXssO,5.035563114134543
MINdNH,8.692169194066516
MINsBr,3.5361490614764426
MINssO,5.035563114134543
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,2
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.275050421541938
SpAD_D,174.65394523906065
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.6259953703703703
SssNH2,0
SsssAs,0
SsssCH,-0.44883645124716653
SsssNH,0
SssssB,0
SssssC,-0.9078899754346184
SssssN,0
TMPC10,1744
TMWC10,129.16432340855755
TSRW10,77.033167058266
VE1_Dt,4.787481762308746
VE2_Dt,0.20815138096994545
VE3_Dt,2.398913667995186
VR1_Dt,127.18247324454278
VR2_Dt,5.52967274976273
VR3_Dt,5.678531975389358
Xc-3dv,2.6869904279889076
Xc-4dv,0.3122493303093078
Xc-5dv,0.7498482960424736
Xc-6dv,0.16022074214764462
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.17915249285508827
Xch-6d,0.7841057745753758
Xch-7d,1.8853901792445935
Xp-0dv,16.232703923310183
Xp-1dv,9.053060477502427
Xp-2dv,9.156333749878675
Xp-3dv,7.002237251988791
Xp-4dv,5.735767518763051
Xp-5dv,5.149293688520993
Xp-6dv,3.4119691381489967
Xp-7dv,2.1459502927282585
Xpc-4d,7.418415830699807
Xpc-5d,12.87847466054939
Xpc-6d,24.467744040451066
n3Ring,0
n4Ring,0
n5Ring,3
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,43
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,3
nSpiro,0
naRing,1
piPC10,7.126112393562386
AATS0dv,7.553360768175582
AATS0pe,6.380879999999999
AATS0se,7.82236015
AATS1dv,7.629629629629631
AATS1pe,6.585093023255815
AATS1se,7.8349686511627885
AATS2dv,6.561111111111112
AATS2pe,6.547478749999999
AATS2se,7.883959825000001
AATS3dv,4.833333333333333
AATS3pe,6.5747416666666645
AATS3se,7.928156796296298
AATS4dv,3.5384615384615383
AATS4pe,6.373288461538461
AATS4se,7.819021123076921
AATS5dv,2.96291100303446
AATS5pe,6.227938636363636
AATS5se,7.719543477272724
AATS6dv,2.047525401507702
AATS6pe,6.201748672566372
AATS6se,7.7852074336283215
AATS7dv,1.5142450142450143
AATS7pe,5.980139743589742
AATS7se,7.546542589743587
AATS8dv,0.7771604938271606
AATS8pe,5.698529999999997
AATS8se,7.3918565333333355
AATSC0Z,52.7
AATSC0c,0.01961502055010242
AATSC0d,0.9493750000000001
AATSC0i,1.5028437827073482
AATSC0m,282.15043179937504
AATSC0p,0.3882852620674743
AATSC0s,1.316397462277092
AATSC0v,55.50957570877167
AATSC1Z,-0.01744186046511628
AATSC1c,-0.010840224478709436
AATSC1d,0.4715552325581393
AATSC1i,-0.29128520778908706
AATSC1m,-0.14715512030523215
AATSC1p,-0.011326557536510498
AATSC1s,-0.0829024308546272
AATSC1v,0.08524265692862104
AATSC2Z,2.55625
AATSC2c,0.0005388724563653767
AATSC2d,0.11968749999999999
AATSC2i,0.21683230859804864
AATSC2m,12.633550335312497
AATSC2p,0.08599486703450121
AATSC2s,0.12750943072702325
AATSC2v,14.087756409341825
AATSC3Z,-5.439814814814815
AATSC3c,0.00317581719513468
AATSC3d,-0.08409722222222227
AATSC3i,-0.08491270290693634
AATSC3m,-28.54136723618055
AATSC3p,-0.04655105426880984
AATSC3s,0.011957114007011141
AATSC3v,-7.582552169699955
AATSC4Z,-2.4269230769230767
AATSC4c,-0.004774226602874863
AATSC4d,-0.2209134615384616
AATSC4i,0.10705052253062869
AATSC4m,-11.927424592067306
AATSC4p,0.014582269457013306
AATSC4s,-0.29968291653476825
AATSC4v,-2.787092392352833
