DLiP-ID,C000MA
CIC2,1.5765246528378745
CIC3,0.9444444444444446
CIC4,0.7222222222222223
CIC5,0.5
GGI1,3.5
GGI2,2.666666666666668
GGI3,2.7777777777777777
GGI4,2.0961111111111115
GGI5,1.306111111111111
GGI6,0.7907482993197278
GGI7,0.2743055555555556
GGI8,0.06705089443184681
GGI9,0.0
JGI1,0.11666666666666667
JGI2,0.0567375886524823
JGI3,0.055555555555555566
JGI4,0.04110021786492375
JGI5,0.027210648148148144
JGI6,0.020809165771571783
JGI7,0.01246843434343434
JGI8,0.006705089443184681
JGI9,0.0
MIC0,14.076242693336859
MIC1,26.657490208951884
MIC2,36.24042400950118
MIC3,39.43356085956176
MIC4,40.26883863733953
MIC5,42.93794974845064
MPC2,47
MPC3,74
MPC4,118
MPC5,170
MPC6,225
MPC7,308
MPC8,406
MPC9,465
Mare,1.0045555555555559
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.18046207992278376
RPCG,0.13257711805094233
SIC0,0.2948146294390394
SIC1,0.5431937279074271
SIC2,0.6950585061876036
SIC3,0.8173195076947998
SIC4,0.8603031529430821
SIC5,0.9032867981913646
SaaN,0
SaaO,0
SaaS,0
Sare,36.16400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,54.87010284700226
TIC1,101.09775004326937
TIC2,129.36241254975977
TIC3,152.11730005192322
TIC4,160.11730005192322
TIC5,168.11730005192322
Vabc,247.40709700941812
WPol,50
apol,45.638723000000006
bpol,14.481276999999997
nRot,0
ABCGG,16.55798734287767
ATS0Z,1006.0
ATS0d,165.0
ATS0i,5574.604054101739
ATS0m,3996.9832729999994
ATS0p,65.58514995333897
ATS0s,193.08333333333334
ATS0v,9974.983297320592
ATS1Z,1209.0
ATS1d,220.0
ATS1i,5896.016221112099
ATS1m,4706.780974000001
ATS1p,86.16525138000002
ATS1s,142.5
ATS1v,13027.684585095245
ATS2Z,1948.0
ATS2d,367.0
ATS2i,9892.031920793797
ATS2m,7541.976662999999
ATS2p,139.34475482000005
ATS2s,244.44444444444449
ATS2v,20774.741999234895
ATS3Z,2149.0
ATS3d,405.0
ATS3i,13114.685108881595
ATS3m,8197.86369
ATS3p,156.03313868109396
ATS3s,298.13888888888886
ATS3v,22982.940090737324
ATS4Z,2236.0
ATS4d,409.0
ATS4i,13783.342536756996
ATS4m,8522.017827
ATS4p,156.31199590909398
ATS4s,342.6666666666667
ATS4v,23153.34495211179
ATS5Z,2163.0
ATS5d,361.0
ATS5i,13567.942826385144
ATS5m,8233.925288
ATS5p,145.993172853943
ATS5s,341.50000000000006
ATS5v,21652.013770410827
ATS6Z,1836.0
ATS6d,284.0
ATS6i,13148.412706253099
ATS6m,6787.638229999999
ATS6p,126.72247005369798
ATS6s,356.00000000000006
ATS6v,18621.15521801854
ATS7Z,1172.0
ATS7d,204.0
ATS7i,11851.873417184794
ATS7m,4098.253142
ATS7p,95.63670620679198
ATS7s,276.66666666666674
ATS7v,13200.768057240344
ATS8Z,574.0
ATS8d,104.0
ATS8i,7369.221596991492
ATS8m,1913.711282
ATS8p,55.493221954792
ATS8s,151.66666666666666
ATS8v,7203.010634558143
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,6
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.3372533664459672
Kier1,16.0
Kier2,5.747397012222725
Kier3,2.121256391526662
MAXdO,12.577165375409422
MID_C,43.77991708907635
MID_N,6.251748981040473
MID_O,3.5824605155916913
MID_X,0.0
MID_h,9.834209496632164
MINdO,12.577165375409422
MPC10,529
MWC01,30.0
MWC02,5.043425116919247
MWC03,5.983936280687191
MWC04,6.947937068614969
MWC05,7.912423121473705
MWC06,8.886409166849282
MWC07,9.859901324373205
MWC08,10.837716429541295
MWC09,11.815020667433751
MWC10,12.794456354388297
NaaCH,8
NaaNH,2
NaaSe,0
NaaaC,8
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.839200000000001
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.517452896464707
SRW05,3.4339872044851463
SRW06,7.130098510125578
SRW07,5.937536205082426
SRW08,8.843470781627381
SRW09,8.163656176168432
SRW10,10.615481020892434
SaaCH,15.669761747291508
SaaNH,6.848994708994709
SaaSe,0
SaaaC,7.08549508692366
SaasC,0.9346352985638695
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.6630848450491309
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.469867252456538
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.441680002751703
VE1_D,4.927218877216645
VE2_A,0.17766720011006812
VE2_D,0.1970887550886658
VE3_A,2.407323415749139
VE3_D,2.5110654384834916
VR1_A,201.15844985354707
VR1_D,161.78354845790787
VR2_A,8.046337994141883
VR2_D,6.471341938316315
VR3_A,6.220383637110979
VR3_D,6.0025500530712845
WPath,1216
Xc-3d,1.7935133525206268
Xc-4d,0.0
Xc-5d,0.641327955068904
Xc-6d,0.0
Xp-0d,16.70637782332754
Xp-1d,12.237183443017885
Xp-2d,11.715567479938143
Xp-3d,11.00410160178893
Xp-4d,10.713402865131535
Xp-5d,9.57257522275197
Xp-6d,7.605513001296797
Xp-7d,6.491648708006819
ZMIC0,72.26256979563539
ZMIC1,64.62289447425223
ZMIC2,43.40175661418943
ZMIC3,36.40768751241991
ZMIC4,34.692733344871826
ZMIC5,30.46616667628208
nAcid,0
nAtom,36
nBase,0
nRing,6
piPC1,3.8066624897703196
piPC2,4.59511985013459
piPC3,5.418874329087146
piPC4,6.255989936200961
piPC5,7.009550069993107
piPC6,7.660335194873346
piPC7,8.348480487686452
piPC8,9.003952147272603
piPC9,9.508039585394583
AATS0Z,27.944444444444443
AATS0d,4.583333333333333
AATS0i,154.8501126139372
AATS0m,111.02731313888887
AATS0p,1.8218097209260824
AATS0s,5.3634259259259265
AATS0v,277.08286937001645
AATS1Z,29.48780487804878
AATS1d,5.365853658536586
AATS1i,143.80527368566095
AATS1m,114.79953595121954
AATS1p,2.101591497073171
AATS1s,3.475609756097561
AATS1v,317.74840451451814
AATS2Z,28.231884057971016
AATS2d,5.318840579710145
AATS2i,143.36278146077967
AATS2m,109.30400960869564
AATS2p,2.019489200289856
AATS2s,3.5426731078905
AATS2v,301.08321738021584
AATS3Z,24.420454545454547
AATS3d,4.6022727272727275
AATS3i,149.0305126009272
AATS3m,93.15754193181819
AATS3p,1.773103848648795
AATS3s,3.3879419191919187
AATS3v,261.16977375837865
AATS4Z,24.571428571428573
AATS4d,4.4945054945054945
AATS4i,151.46530260172523
AATS4m,93.64854754945054
AATS4p,1.7177142407592745
AATS4s,3.765567765567766
AATS4v,254.43236211111858
AATS5Z,24.303370786516854
AATS5d,4.056179775280899
AATS5i,152.44879580208027
AATS5m,92.51601447191011
AATS5p,1.6403727286959888
AATS5s,3.837078651685394
AATS5v,243.28105360012165
AATS6Z,21.857142857142858
AATS6d,3.380952380952381
AATS6i,156.52872269348927
AATS6m,80.8052170238095
AATS6p,1.508600833972595
AATS6s,4.238095238095239
AATS6v,221.68041926212547
AATS7Z,15.837837837837839
AATS7d,2.7567567567567566
AATS7i,160.1604515835783
AATS7m,55.38179921621621
AATS7p,1.292387921713405
AATS7s,3.7387387387387396
AATS7v,178.38875753027492
AATS8Z,12.478260869565217
AATS8d,2.260869565217391
AATS8i,160.20046949981506
AATS8m,41.60241917391304
AATS8p,1.2063743903215651
AATS8s,3.2971014492753623
AATS8v,156.58718770778572
AMID_C,1.751196683563054
AMID_N,0.2500699592416189
AMID_O,0.14329842062366765
AMID_X,0.0
AMID_h,0.39336837986528655
ATS0dv,384.0
ATS0pe,234.68200000000002
ATS0se,282.02176399999996
ATS1dv,438.0
ATS1pe,272.055
ATS1se,320.36106399999994
ATS2dv,708.0
ATS2pe,453.98170000000005
ATS2se,536.5416919999998
ATS3dv,762.0
ATS3pe,568.6081000000001
ATS3se,682.05372
ATS4dv,804.0
ATS4pe,594.3165999999999
ATS4se,711.838204
ATS5dv,732.0
ATS5pe,582.9354
ATS5se,699.12792
ATS6dv,540.0
ATS6pe,558.2892
ATS6se,672.2279759999999
ATS7dv,288.0
ATS7pe,469.019
ATS7se,578.3535120000001
ATS8dv,108.0
ATS8pe,279.268
ATS8se,349.8769520000001
ATSC0Z,222.00000000000006
ATSC0c,0.7749981022791573
ATSC0d,24.972222222222214
ATSC0i,58.39109739572425
ATSC0m,1057.0483583055554
ATSC0p,7.7270100347076385
ATSC0s,62.74305555555554
ATSC0v,1598.6259630447664
ATSC1Z,1.8888888888888684
ATSC1c,-0.5028750861226012
ATSC1d,10.670524691358022
ATSC1i,7.2508157231631
ATSC1m,13.959833985339678
ATSC1p,1.1488189186988045
ATSC1s,-4.9388503086419755
ATSC1v,206.8619343840316
ATSC2Z,6.66666666666663
ATSC2c,0.26747563291714194
ATSC2d,8.219907407407401
ATSC2i,-10.279020619751286
ATSC2m,25.001876942129897
ATSC2p,-0.8716350732192732
ATSC2s,4.615162037037037
ATSC2v,-185.78837165434288
ATSC3Z,24.111111111111093
ATSC3c,-0.08667254758601103
ATSC3d,1.7901234567901203
ATSC3i,-7.492994935417782
ATSC3m,115.22080914197538
ATSC3p,-0.27133488399922473
ATSC3s,-9.26543209876543
ATSC3v,59.736550127817544
ATSC4Z,27.111111111111093
ATSC4c,-0.399328129210162
ATSC4d,-6.207561728395065
ATSC4i,-16.501950362402035
ATSC4m,123.75880647762357
ATSC4p,-0.9944493025210008
ATSC4s,22.65644290123457
ATSC4v,-41.70270707376261
ATSC5Z,59.88888888888887
ATSC5c,0.4060061385667119
ATSC5d,-22.54243827160494
ATSC5i,-16.020706174508774
ATSC5m,269.3658161612655
ATSC5p,-2.7599045387814662
ATSC5s,11.07735339506173
ATSC5v,-267.8863969748877
ATSC6Z,-142.66666666666666
ATSC6c,0.03686872427642115
ATSC6d,-20.37962962962963
ATSC6i,-5.622962591800227
ATSC6m,-680.0593054907406
ATSC6p,-3.048336089503047
ATSC6s,-10.918981481481481
ATSC6v,-812.9077398786121
ATSC7Z,-137.77777777777774
ATSC7c,-0.09584103896466267
ATSC7d,-5.165123456790121
ATSC7i,11.211867005543363
ATSC7m,-641.6914633503089
ATSC7p,0.1723518560803477
ATSC7s,-28.147762345679016
ATSC7v,-295.10335814604736
ATSC8Z,-57.555555555555536
ATSC8c,0.004245905712748474
ATSC8d,2.8688271604938307
ATSC8i,6.185724177696472
ATSC8m,-264.89870900154335
ATSC8p,0.8551184046288457
ATSC8s,-19.847608024691358
ATSC8v,-35.51656012080328
AXp-0d,0.6682551129331016
AXp-1d,0.40790611476726285
AXp-2d,0.24926739319017324
AXp-3d,0.14870407569985042
AXp-4d,0.09079154970450454
AXp-5d,0.05630926601618806
AXp-6d,0.03380228000576354
AXp-7d,0.02107678151950266
GATS1Z,0.6190947044605579
GATS1c,1.546068554467902
GATS1d,0.4956726986624706
GATS1i,0.8902372237409064
GATS1m,0.6182734658041806
GATS1p,0.6667657329562336
GATS1s,0.5187144843224858
GATS1v,0.6194811803203109
GATS2Z,0.6511946729338032
GATS2c,0.683723279628332
GATS2d,0.812496977317793
GATS2i,1.0435145337297493
GATS2m,0.6581512823608494
GATS2p,0.888674222242411
GATS2s,0.4891123890185511
GATS2v,0.8363086020281602
GATS3Z,0.8097870597870597
GATS3c,0.940113741921326
GATS3d,1.0193143897259584
GATS3i,1.0059021199671518
GATS3m,0.8113192634150448
GATS3p,0.935801140822977
GATS3s,0.8617497610303368
GATS3v,0.8864736171779698
GATS4Z,0.8264033264033263
GATS4c,1.2785924950334353
GATS4d,1.139727902797981
GATS4i,1.1254643759025433
GATS4m,0.8286669395911586
GATS4p,0.955067245945758
GATS4s,0.6494402111446937
GATS4v,0.8974530894194336
GATS5Z,0.8113169349124403
GATS5c,0.9563843577192626
GATS5d,1.3858094512004604
GATS5i,1.1113263308636963
GATS5m,0.8160705834578885
GATS5p,1.0696623904235723
GATS5s,0.9009905299615106
GATS5v,0.9754154942488446
GATS6Z,1.2650150150150148
GATS6c,1.3047620086884013
GATS6d,1.2347052280311461
GATS6i,1.0869799343727546
GATS6m,1.2589462680463814
GATS6p,1.103993630282885
GATS6s,1.4436450839328538
GATS6v,1.1165731002602712
GATS7Z,1.4977477477477474
GATS7c,1.0985888161559594
GATS7d,1.0606379460662
GATS7i,0.8702316642998549
GATS7m,1.4861665256254764
GATS7p,1.0711143051884258
GATS7s,1.788450320824422
GATS7v,1.188061662879968
GATS8Z,1.4977477477477474
GATS8c,0.6781788907848295
GATS8d,0.8226531895342655
GATS8i,0.7962296181919536
GATS8m,1.4898026138542053
GATS8p,1.089082679028368
GATS8s,1.7277255118981742
GATS8v,1.2548623635512497
MATS1Z,0.007470885519665924
MATS1c,-0.5697418546046997
MATS1d,0.37518652160937627
MATS1i,0.10903322916022741
MATS1m,0.011595888788180237
MATS1p,0.1305445503543946
MATS1s,-0.06911603925115069
MATS1v,0.113619366514793
MATS2Z,0.015667841754798184
MATS2c,0.1800681881933375
MATS2d,0.1717367122890167
MATS2i,-0.0918456326231496
MATS2m,0.012340454845353064
MATS2p,-0.05885408755976701
MATS2s,0.03837732489593611
MATS2v,-0.06063523657980066
MATS3Z,0.04443079443079439
MATS3c,-0.04575101691334801
MATS3d,0.02932551319648089
MATS3i,-0.0524962921859403
MATS3m,0.044591891362131555
MATS3p,-0.014365276331302065
MATS3s,-0.060411530915128034
MATS3v,0.015286677536000465
MATS4Z,0.048312048312048265
MATS4c,-0.20384045165973394
MATS4d,-0.09833881357796828
MATS4i,-0.11180204501328368
MATS4m,0.0463172072049604
MATS4p,-0.05091342104073228
MATS4s,0.1428522777720343
MATS4v,-0.010319971405669598
MATS5Z,0.10912035631136748
MATS5c,0.21190658613731286
MATS5d,-0.36513729362212705
MATS5i,-0.11098071337320084
MATS5m,0.1030766080757057
MATS5p,-0.1444757902268809
MATS5s,0.07141391467638337
MATS5v,-0.06778229873747485
MATS6Z,-0.27541827541827535
MATS6c,0.02038828454712833
MATS6d,-0.3497536945812809
MATS6i,-0.04127069396280929
MATS6m,-0.27572436566162395
MATS6p,-0.16907312748087994
MATS6s,-0.07458297098584869
MATS6v,-0.2179302972866781
MATS7Z,-0.30192354516678827
MATS7c,-0.06016191545503753
MATS7d,-0.10062231308060005
MATS7i,0.09341187320928757
MATS7m,-0.29532634241453054
MATS7p,0.010851137571626744
MATS7s,-0.21824735637685286
MATS7v,-0.08980449409278962
MATS8Z,-0.20289855072463756
MATS8c,0.004287601120498334
MATS8d,0.08990665957343923
MATS8i,0.08290650024203244
MATS8m,-0.19612350892248961
MATS8p,0.08660828655182012
MATS8s,-0.24756382185221726
MATS8v,-0.01738716212093417
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.10826737769017
SpAD_D,200.96048733254685
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,2397
TMWC10,135.08122553028093
TSRW10,78.75255665901942
VE1_Dt,4.996836881020769
VE2_Dt,0.19987347524083077
VE3_Dt,2.525095820321541
VR1_Dt,151.2124142746412
VR2_Dt,6.048496570985647
VR3_Dt,5.934976297240171
Xc-3dv,0.7657372072107786
Xc-4dv,0.0
Xc-5dv,0.1970165766450097
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.23570226039551584
Xch-6d,0.8552262931655119
Xch-7d,1.5089101636629187
Xp-0dv,12.935298734444736
Xp-1dv,8.062948828843115
Xp-2dv,6.374415854429283
Xp-3dv,5.093329789350234
Xp-4dv,4.110496725790091
Xp-5dv,3.0532359202444486
Xp-6dv,2.0265745990561266
Xp-7dv,1.4324165726756461
Xpc-4d,5.105437903252662
Xpc-5d,10.106828427410342
Xpc-6d,18.152187936759173
n3Ring,0
n4Ring,0
n5Ring,3
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,41
nFRing,1
nHBAcc,2
nHBDon,3
nHRing,3
nSpiro,0
naRing,5
piPC10,10.010597338110083
AATS0dv,10.666666666666666
AATS0pe,6.518944444444445
AATS0se,7.8339378888888875
AATS1dv,10.682926829268293
AATS1pe,6.635487804878049
AATS1se,7.813684487804877
AATS2dv,10.26086956521739
AATS2pe,6.579444927536232
AATS2se,7.775966550724634
AATS3dv,8.659090909090908
AATS3pe,6.461455681818183
AATS3se,7.750610454545455
AATS4dv,8.835164835164836
AATS4pe,6.530951648351647
AATS4se,7.822397846153846
AATS5dv,8.224719101123595
AATS5pe,6.549835955056179
AATS5se,7.85536988764045
AATS6dv,6.428571428571429
AATS6pe,6.646300000000001
AATS6se,8.002714
AATS7dv,3.891891891891892
AATS7pe,6.338094594594595
AATS7se,7.815588000000002
AATS8dv,2.347826086956522
AATS8pe,6.071043478260869
AATS8se,7.606020695652176
AATSC0Z,6.166666666666668
AATSC0c,0.021527725063309924
AATSC0d,0.6936728395061726
AATSC0i,1.621974927659007
AATSC0m,29.36245439737654
AATSC0p,0.21463916763076774
AATSC0s,1.7428626543209873
AATSC0v,44.40627675124351
AATSC1Z,0.04607046070460655
AATSC1c,-0.012265246002990273
AATSC1d,0.26025669978922006
AATSC1i,0.1768491639795878
AATSC1m,0.3404837557399921
AATSC1p,0.02801997362680011
AATSC1s,-0.12045976362541404
AATSC1v,5.045413033756868
AATSC2Z,0.09661835748792216
AATSC2c,0.003876458448074521
AATSC2d,0.11912909286097682
AATSC2i,-0.1489713133297288
AATSC2m,0.3623460426395637
AATSC2p,-0.012632392365496714
AATSC2s,0.06688640633387011
AATSC2v,-2.692585096439752
AATSC3Z,0.2739898989898988
AATSC3c,-0.0009849153134773982
AATSC3d,0.02034231200897864
AATSC3i,-0.08514766972065661
AATSC3m,1.3093273766133566
AATSC3p,-0.0030833509545366445
AATSC3s,-0.10528900112233443
AATSC3v,0.6788244332706539
AATSC4Z,0.2979242979242977
AATSC4c,-0.00438822120011167
AATSC4d,-0.06821496404829742
AATSC4i,-0.18134011387254984
AATSC4m,1.3599868843694898
AATSC4p,-0.010928014313417592
AATSC4s,0.2489719000135667
AATSC4v,-0.4582715063050836
AATSC5Z,0.6729088639200996
AATSC5c,0.004561866725468673
AATSC5d,-0.25328582327646
AATSC5i,-0.1800079345450424
AATSC5m,3.0265822040591632
AATSC5p,-0.031010163357095125
AATSC5s,0.12446464488833404
AATSC5v,-3.009959516571772
AATSC6Z,-1.6984126984126984
AATSC6c,0.00043891338424310893
AATSC6d,-0.2426146384479718
AATSC6i,-0.0669400308547646
AATSC6m,-8.095944112985007
