DLiP-ID,T007PV
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,116.35650000000003
SdO,36.14438321858152
SdS,0
Spe,54.513725490196066
SsF,0
SsI,0
Sse,56.18353969410053
StN,0
fMF,0.43636363636363634
nBr,0
nCl,0
AMID,2.0141020424411944
BIC0,0.2676925707684467
BIC1,0.6195073633193938
BIC2,0.7980061306983376
BIC3,0.883216507133173
BIC4,0.9093652947180372
BIC5,0.9093652947180372
CIC0,4.151791136092964
CIC1,2.0101316594368766
CIC2,0.9235270458085685
CIC3,0.40481204557255435
CIC4,0.24563227280594546
CIC5,0.24563227280594546
GGI1,6.5
GGI2,3.555555555555557
GGI3,2.1875
GGI4,2.1777777777777785
GGI5,1.0763888888888888
GGI6,0.7085714285714287
GGI7,0.4444444444444445
GGI8,0.3371126228269085
GGI9,0.32000000000000006
JGI1,0.19117647058823528
JGI2,0.07729468599033819
JGI3,0.04464285714285714
JGI4,0.04734299516908212
JGI5,0.022901891252955088
JGI6,0.01864661654135339
JGI7,0.014336917562724014
JGI8,0.010874600736351889
JGI9,0.009411764705882356
MIC0,15.63278088050755
MIC1,35.60805433706997
MIC2,43.300672778088334
MIC3,45.57499253807723
MIC4,45.73544574902596
MIC5,45.73544574902596
MPC2,46
MPC3,58
MPC4,71
MPC5,88
MPC6,81
MPC7,87
MPC8,97
MPC9,102
Mare,1.0058909090909094
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.14279381561682938
RPCG,0.11779790280465625
SIC0,0.28186597239738514
SIC1,0.6523081491133543
SIC2,0.8402578127688354
SIC3,0.9299797857888769
SIC4,0.9575130618094349
SIC5,0.9575130618094349
SaaN,3.9357852411719283
SaaO,0
SaaS,0
Sare,55.32400000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.498704181754327
SsSH,0
SssO,10.348599899818023
SssS,0
StCH,0
StsC,0
TIC0,89.62627175874329
TIC1,207.41754297482808
TIC2,267.180796724385
TIC3,295.7101217373658
TIC4,304.4650092395293
TIC5,304.4650092395293
Vabc,393.3253373301775
WPol,49
apol,61.85823899999998
bpol,31.429760999999996
nRot,8
ABCGG,18.76394312055462
ATS0Z,1382.0
ATS0d,183.0
ATS0i,8915.804089872729
ATS0m,5465.840408000003
ATS0p,81.86002081152698
ATS0s,326.25
ATS0v,12484.102043597175
ATS1Z,1504.0
ATS1d,224.0
ATS1i,8390.56435215335
ATS1m,5744.475662000002
ATS1p,101.54039079600003
ATS1s,208.47222222222223
ATS1v,15318.988879782106
ATS2Z,2149.0
ATS2d,341.0
ATS2i,14567.735780833238
ATS2m,8076.847233999999
ATS2p,146.22168196879204
ATS2s,365.9444444444444
ATS2v,21578.74575630783
ATS3Z,2405.0
ATS3d,385.0
ATS3i,18311.451545722135
ATS3m,8854.706701000001
ATS3p,171.93616473964093
ATS3s,426.6944444444444
ATS3v,24815.10103013799
ATS4Z,2408.0
ATS4d,371.0
ATS4i,21121.820509591686
ATS4m,8693.006609999999
ATS4p,170.06540419243302
ATS4s,498.9722222222223
ATS4v,24416.279038456167
ATS5Z,2446.0
ATS5d,358.0
ATS5i,21245.45348455188
ATS5m,8959.515343
ATS5p,159.972409277225
ATS5s,578.25
ATS5v,23334.62824556953
ATS6Z,2063.0
ATS6d,319.0
ATS6i,19383.93218069044
ATS6m,7276.859286000002
ATS6p,149.41673710249
ATS6s,465.44444444444434
ATS6v,21432.241785003578
ATS7Z,1706.0
ATS7d,293.0
ATS7i,19081.802305958776
ATS7m,5946.4407310000015
ATS7p,137.903984670376
ATS7s,384.1944444444444
ATS7v,18795.549606726225
ATS8Z,1580.0
ATS8d,283.0
ATS8i,17018.808507313166
ATS8m,5663.582111
ATS8p,124.80676524462099
ATS8s,314.6666666666667
ATS8v,17197.882004080202
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,10
C2SP3,2
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.21739130434782608
GGI10,0.24783185389245996
JGI10,0.007080910111213141
JGT10,0.44370970980099256
Kier1,26.602076124567475
Kier2,13.185255198487713
Kier3,7.758620689655173
MAXdO,12.467598432210133
MID_C,47.452897608403326
MID_N,6.122318241681247
MID_O,10.876049508033647
MID_X,0.0
MID_h,16.998367749714895
MINdO,11.629815800414645
MPC10,104
MWC01,34.0
MWC02,5.081404364984463
MWC03,5.910796644040527
MWC04,6.769641976852503
MWC05,7.619233416226805
MWC06,8.481151420068972
MWC07,9.338821533624722
MWC08,10.203110547555557
MWC09,11.065622221245269
MWC10,11.932352648094447
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.378
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.53338948872752
SRW05,0.0
SRW06,7.025538314638521
SRW07,0.0
SRW08,8.605387202152153
SRW09,0.0
SRW10,10.23311498829311
SaaCH,17.317613910937858
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.758238575141622
SaasN,1.205555515490407
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-2.001572500237722
SdssS,0
SsCH3,2.994019821968956
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.3740214772267443
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.089708120058169
VE1_D,5.572238843686079
VE2_A,0.12780337875181777
VE2_D,0.17413246386518996
VE3_A,2.571624413024883
VE3_D,2.880947729787707
VR1_A,1978.6838437233846
VR1_D,205.4025877486603
VR2_A,61.83387011635577
VR2_D,6.418830867145634
VR3_A,8.753337987074154
VR3_D,6.488122705802375
WPath,3422
Xc-3d,2.0695202196285116
Xc-4d,0.0
Xc-5d,0.47801057117569046
Xc-6d,0.0
Xp-0d,23.087211190881014
Xp-1d,15.384249150759292
Xp-2d,13.602293663866968
Xp-3d,11.078410440043301
Xp-4d,8.539711824445405
Xp-5d,7.195533345506861
Xp-6d,4.257559049055035
Xp-7d,2.8749823779109063
ZMIC0,106.2283730472132
ZMIC1,54.669215304576184
ZMIC2,31.972231755337646
ZMIC3,25.840619984415298
ZMIC4,25.194275718437915
ZMIC5,25.194275718437915
nAcid,1
nAtom,55
nBase,0
nRing,3
piPC1,3.8501476017100584
piPC2,4.42484663185681
piPC3,4.943426544402806
piPC4,5.456922396724675
piPC5,5.988177902002174
piPC6,6.087484702093
piPC7,6.416170441702797
piPC8,6.745787668068574
piPC9,6.989795989318346
AATS0Z,25.12727272727273
AATS0d,3.327272727272727
AATS0i,162.1055289067769
AATS0m,99.37891650909096
AATS0p,1.4883640147550359
AATS0s,5.931818181818182
AATS0v,226.98367351994864
AATS1Z,26.385964912280702
AATS1d,3.9298245614035086
AATS1i,147.2028833711114
AATS1m,100.78027477192985
AATS1p,1.7814103648421058
AATS1s,3.6574074074074074
AATS1v,268.7541908733703
AATS2Z,22.861702127659573
AATS2d,3.627659574468085
AATS2i,154.97591256205573
AATS2m,85.92390674468083
AATS2p,1.5555498081786387
AATS2s,3.893026004728132
AATS2v,229.5611250671046
AATS3Z,20.38135593220339
AATS3d,3.26271186440678
AATS3i,155.18179276035707
AATS3m,75.03988729661017
AATS3p,1.4570861418613639
AATS3s,3.6160546139359693
AATS3v,210.2974663571016
AATS4Z,18.105263157894736
AATS4d,2.789473684210526
AATS4i,158.81068052324576
AATS4m,65.36095195488721
AATS4p,1.2786872495671655
AATS4s,3.7516708437761075
AATS4v,183.58104540192608
AATS5Z,18.671755725190838
AATS5d,2.732824427480916
AATS5i,162.17903423322045
AATS5m,68.39324689312977
AATS5p,1.2211634295971374
AATS5s,4.41412213740458
AATS5v,178.12693317228647
AATS6Z,17.191666666666666
AATS6d,2.658333333333333
AATS6i,161.53276817242033
AATS6m,60.640494050000015
AATS6p,1.2451394758540835
AATS6s,3.8787037037037027
AATS6v,178.60201487502982
AATS7Z,14.457627118644067
AATS7d,2.483050847457627
AATS7i,161.71018903354894
AATS7m,50.39356551694917
AATS7p,1.168677836189627
AATS7s,3.255885122410546
AATS7v,159.2843187010697
AATS8Z,15.047619047619047
AATS8d,2.6952380952380954
AATS8i,162.08389054583967
AATS8m,53.93887724761905
AATS8p,1.1886358594725808
AATS8s,2.996825396825397
AATS8v,163.78935241981145
AMID_C,1.482903050262604
AMID_N,0.19132244505253898
AMID_O,0.3398765471260515
AMID_X,0.0
AMID_h,0.5311989921785905
ATS0dv,508.0
ATS0pe,359.60389999999984
ATS0se,438.6717439999998
ATS1dv,471.0
ATS1pe,380.2936
ATS1se,452.3569359999999
ATS2dv,653.0
ATS2pe,622.306
ATS2se,750.4756319999997
ATS3dv,668.0
ATS3pe,766.3004000000003
ATS3se,930.6907879999998
ATS4dv,671.0
ATS4pe,861.0436999999998
ATS4se,1056.5454559999998
ATS5dv,675.0
ATS5pe,853.3039
ATS5se,1048.04074
ATS6dv,489.0
ATS6pe,787.7449999999999
ATS6se,965.972712
ATS7dv,412.0
ATS7pe,732.8539999999999
ATS7se,913.3521959999999
ATS8dv,417.0
ATS8pe,642.9365000000001
ATS8se,803.404876
ATSC0Z,420.1818181818181
ATSC0c,1.694181197190293
ATSC0d,32.43636363636364
ATSC0i,81.34957584485929
ATSC0m,1986.4903661090907
ATSC0p,12.288352953688433
ATSC0s,121.31616161616162
ATSC0v,2618.550544996356
ATSC1Z,12.611570247933894
ATSC1c,-1.0123058502434101
ATSC1d,11.075041322314043
ATSC1i,-5.255389902283163
ATSC1m,60.099862868760894
ATSC1p,-0.6118658848785913
ATSC1s,-9.277658402203855
ATSC1v,-14.61613429686691
ATSC2Z,33.380165289256205
ATSC2c,0.19058932180004606
ATSC2d,-3.927603305785123
ATSC2i,17.17994500785909
ATSC2m,155.1581047226452
ATSC2p,2.3899685259067867
ATSC2s,27.398539944903582
ATSC2v,291.7784449306743
ATSC3Z,-68.73553719008264
ATSC3c,0.048435984210136465
ATSC3d,-8.390743801652892
ATSC3i,-5.672977427048635
ATSC3m,-335.79886687041267
ATSC3p,-2.9649850605072747
ATSC3s,-11.917199265381086
ATSC3v,-661.3923727563813
ATSC4Z,-96.1487603305785
ATSC4c,-0.4449663409058607
ATSC4d,-9.455206611570247
ATSC4i,-30.327216327668115
ATSC4m,-456.2902564092559
ATSC4p,-3.722510077608436
ATSC4s,-40.10292011019284
ATSC4v,-737.0681378612669
ATSC5Z,90.87603305785126
ATSC5c,0.8617821080136745
ATSC5d,-9.730247933884296
ATSC5i,-12.726357953431869
ATSC5m,424.01656066743806
ATSC5p,0.014472712941523636
ATSC5s,57.138374655647375
ATSC5v,263.34009569810013
ATSC6Z,-283.76033057851237
ATSC6c,-0.46000079660851034
ATSC6d,-2.733884297520661
ATSC6i,-9.333341093551152
ATSC6m,-1324.7138371471071
ATSC6p,-2.6505251550710254
ATSC6s,-59.97819100091828
ATSC6v,-976.5515502824131
ATSC7Z,-73.55371900826448
ATSC7c,-0.03990175648917974
ATSC7d,7.154710743801653
ATSC7i,-12.423938586745123
ATSC7m,-340.12324843404997
ATSC7p,-1.3220217290884833
ATSC7s,-41.5485123966942
ATSC7v,-280.66099830338123
ATSC8Z,112.56198347107438
ATSC8c,-0.05551241071846733
ATSC8d,2.9305785123966954
ATSC8i,4.781744239774158
ATSC8m,544.5238684280987
ATSC8p,2.4459079961804195
ATSC8s,-7.3429752066115626
ATSC8v,810.0216382231284
AXp-0d,0.7214753497150317
AXp-1d,0.4524779161988027
AXp-2d,0.29570203617102103
AXp-3d,0.1910070765524707
AXp-4d,0.12027763133021697
AXp-5d,0.08176742438075978
AXp-6d,0.052562457395741176
AXp-7d,0.03304577445874605
GATS1Z,0.7293834976884012
GATS1c,1.5879966266453698
GATS1d,0.8031921170639603
GATS1i,1.2445802662497867
GATS1m,0.735208078275041
GATS1p,1.1175955414175622
GATS1s,0.6504318442459694
GATS1v,0.960777917137017
GATS2Z,0.8264659307474891
GATS2c,0.9593140173094542
GATS2d,1.2751645835321057
GATS2i,0.9861069425470896
GATS2m,0.829348811619184
GATS2p,0.8948628660143221
GATS2s,0.5184492796165561
GATS2v,0.883691687429493
GATS3Z,0.9622347798663726
GATS3c,0.9751139336079602
GATS3d,1.220381735958045
GATS3i,1.1006737297402327
GATS3m,0.9675566198685241
GATS3p,1.1277396088291636
GATS3s,0.8683362458522536
GATS3v,1.087919080158378
GATS4Z,1.070159713433302
GATS4c,1.167728699528305
GATS4d,1.1265551771806197
GATS4i,1.127262489434516
GATS4m,1.0689118848725332
GATS4p,1.1165946888083007
GATS4s,1.2620041857555975
GATS4v,1.0842393347207986
GATS5Z,0.924626991388679
GATS5c,0.9362467264092212
GATS5d,1.1501086844897819
GATS5i,1.0390792086030836
GATS5m,0.9226840366400424
GATS5p,0.9560954664876643
GATS5s,0.8992496135473541
GATS5v,0.9123644686859953
GATS6Z,1.3060417568152318
GATS6c,1.2808045650247064
GATS6d,0.9503223094170403
GATS6i,1.054836534995792
GATS6m,1.2980088164486971
GATS6p,1.0469458504926985
GATS6s,1.4498789580609976
GATS6v,1.0978786058065784
GATS7Z,1.0907505738949315
GATS7c,0.8730424673592455
GATS7d,0.874724481264726
GATS7i,0.9944037978105499
GATS7m,1.0897601479281127
GATS7p,1.0405609067372883
GATS7s,1.2479648471220397
GATS7v,1.0642254613954079
GATS8Z,0.8677875996785561
GATS8c,0.8549251419337047
GATS8d,0.9909513132607303
GATS8i,0.8898069798143501
GATS8m,0.8672414399889234
GATS8p,0.8950644422467339
GATS8s,0.9209113368168514
GATS8v,0.876473898526538
MATS1Z,0.02896141261852167
MATS1c,-0.5765536462959479
MATS1d,0.329458736527417
MATS1i,-0.06233579221432987
MATS1m,0.029192739486648033
MATS1p,-0.04804524322233005
MATS1s,-0.07379170597868406
MATS1v,-0.005385913785923353
MATS2Z,0.04648213447250433
MATS2c,0.06582237419334751
MATS2d,-0.07084844003434784
MATS2i,0.1235666612754322
MATS2m,0.04570069857520537
MATS2p,0.11379766229831284
MATS2s,0.1321428274064761
MATS2v,0.06519692005593157
MATS3Z,-0.07624735054895893
MATS3c,0.0133256669196154
MATS3d,-0.12057269894352814
MATS3i,-0.03250397271899778
MATS3m,-0.07879042540009272
MATS3p,-0.11246296125356949
MATS3s,-0.04578637093556845
MATS3v,-0.11772776604783847
MATS4Z,-0.09462752510874764
MATS4c,-0.10861213518475922
MATS4d,-0.12054519707340097
MATS4i,-0.15416589367633937
MATS4m,-0.0949873518827824
MATS4p,-0.12527178153831622
MATS4s,-0.13669995910152055
MATS4v,-0.11640127168204038
MATS5Z,0.09080369028311333
MATS5c,0.21356447361021
MATS5d,-0.12594564063944133
MATS5i,-0.06568107245228243
MATS5m,0.08961645279772477
MATS5p,0.0004944787868516737
MATS5s,0.1977427707884066
MATS5v,0.04222283805432246
MATS6Z,-0.30952509736045014
MATS6c,-0.12444577876039671
MATS6d,-0.038630418535127053
MATS6i,-0.05258517072913052
MATS6m,-0.3056448292179037
MATS6p,-0.09885979300772896
MATS6s,-0.22659803807287635
MATS6v,-0.17092896223372134
MATS7Z,-0.08159209088442164
MATS7c,-0.010977737422978515
MATS7d,0.10281124116439917
MATS7i,-0.07118437647233126
MATS7m,-0.0798050799942751
MATS7p,-0.05014476480006879
MATS7s,-0.1596310977145746
MATS7v,-0.04995762531900843
MATS8Z,0.14032268034864318
MATS8c,-0.01716341172489887
MATS8d,0.04732543241511853
MATS8i,0.0307896279384635
MATS8m,0.14358327283656133
MATS8p,0.10426050648037533
MATS8s,-0.03170492945935687
MATS8v,0.16203508059213642
MAXaaN,3.9357852411719283
MAXsOH,9.498704181754327
MAXssO,5.245557279395213
MINaaN,3.9357852411719283
MINsOH,9.498704181754327
MINssO,5.103042620422809
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,40.924564925115064
SpAD_D,442.7784662984103
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.08132205467276643
SssNH2,0
SsssAs,0
SsssCH,-1.1736535231376506
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,800
TMWC10,142.40213477269327
TSRW10,67.63153649840856
VE1_Dt,5.562114522774669
VE2_Dt,0.1738160788367084
VE3_Dt,2.87912915562027
VR1_Dt,206.61725617338865
VR2_Dt,6.456789255418395
VR3_Dt,6.494018887559814
Xc-3dv,0.7825380722385974
Xc-4dv,0.0
Xc-5dv,0.08602192555843542
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.24095096150485465
Xch-7d,0.36167670731206064
Xp-0dv,17.64794876227817
Xp-1dv,9.783601514969137
Xp-2dv,7.014643612364747
Xp-3dv,4.807657567639327
Xp-4dv,3.094042714242253
Xp-5dv,2.0827386210573224
Xp-6dv,1.0604707846082344
Xp-7dv,0.6019019510599407
Xpc-4d,4.691375546695932
Xpc-5d,6.603680431569433
Xpc-6d,10.626758473328643
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,57
nFRing,0
nHBAcc,7
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.212962571228704
AATS0dv,9.236363636363636
AATS0pe,6.538252727272725
AATS0se,7.975849890909088
AATS1dv,8.263157894736842
AATS1pe,6.67181754385965
AATS1se,7.936086596491227
AATS2dv,6.946808510638298
AATS2pe,6.620276595744682
AATS2se,7.983783319148933
AATS3dv,5.661016949152542
AATS3pe,6.494071186440681
AATS3se,7.887210067796608
AATS4dv,5.045112781954887
AATS4pe,6.474012781954886
AATS4se,7.94395079699248
AATS5dv,5.152671755725191
AATS5pe,6.513770229007633
AATS5se,8.000310992366412
AATS6dv,4.075
AATS6pe,6.564541666666666
AATS6se,8.0497726
AATS7dv,3.4915254237288136
AATS7pe,6.210627118644068
AATS7se,7.740272847457627
AATS8dv,3.9714285714285715
AATS8pe,6.123204761904764
AATS8se,7.651475009523809
AATSC0Z,7.639669421487602
AATSC0c,0.03080329449436896
AATSC0d,0.5897520661157025
AATSC0i,1.4790831971792597
AATSC0m,36.11800665652892
AATSC0p,0.2234245991579715
AATSC0s,2.2057483930211204
AATSC0v,47.610009909024654
AATSC1Z,0.22125561838480517
AATSC1c,-0.01775975175865632
AATSC1d,0.19429897056691303
AATSC1i,-0.09219982284707304
AATSC1m,1.0543835591010684
AATSC1p,-0.010734489208396338
AATSC1s,-0.16276593688076937
AATSC1v,-0.25642340871696334
AATSC2Z,0.355108141375066
AATSC2c,0.002027545976596235
AATSC2d,-0.04178301389133109
AATSC2i,0.18276537242403287
AATSC2m,1.6506181353472893
AATSC2p,0.02542519708411475
AATSC2s,0.29147382920110193
AATSC2v,3.1040260099007906
AATSC3Z,-0.5825045524583274
AATSC3c,0.0004104744424587836
AATSC3d,-0.0711079983190923
AATSC3i,-0.04807607989024267
AATSC3m,-2.845753109071294
AATSC3p,-0.025126992038197245
AATSC3s,-0.10099321411339904
AATSC3v,-5.6050201081049265
AATSC4Z,-0.7229230100043496
AATSC4c,-0.003345611585758351
AATSC4d,-0.07109177903436276
AATSC4i,-0.22802418291479787
AATSC4m,-3.43075380758839
