DLiP-ID,J0003F
ATS8m,6249.16911
ATS8p,203.711669980752
ATS8s,343.3333333333333
ATS8v,25074.764678236443
C1SP1,0
C1SP2,0
C1SP3,6
C2SP1,0
C2SP2,10
C2SP3,5
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.4583333333333333
GGI10,0.1072339557188042
JGI10,0.00510637884375258
JGT10,0.36156829696161097
Kier1,22.68
Kier2,12.0
Kier3,7.335069444444445
MAXdO,13.182332722842734
MID_C,48.61717522637862
MID_N,6.50775728094743
MID_O,1.7921119000241523
MID_X,0.0
MID_h,8.299869180971582
MINdO,13.182332722842734
MPC10,91
MWC01,30.0
MWC02,4.9344739331306915
MWC03,5.746203190540153
MWC04,6.588926477533519
MWC05,7.419979923661835
MWC06,8.271036865792954
MWC07,9.111293218374948
MWC08,9.966978650317326
MWC09,10.812733528283578
MWC10,11.671218979964383
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,5.293620000000005
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.37989735354046
SRW05,0.0
SRW06,6.842683282238422
SRW07,0.0
SRW08,8.391403185357937
SRW09,0.0
SRW10,9.983268687540978
SaaCH,18.310707770181907
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.1901758955368895
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.001353011883766131
SdssS,0
SsCH3,4.285114271295555
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.1192776553152637
SssPH,0
SssSe,0
SsssB,0
SsssN,4.577366071428571
SsssP,0
VE1_A,4.523345738147
VE1_D,5.188986309153632
VE2_A,0.16154806207667857
VE2_D,0.18532093961262971
VE3_A,2.5388713447614455
VE3_D,2.676157779126902
VR1_A,264.1660067617745
VR1_D,172.61744120361197
VR2_A,9.434500241491946
VR2_D,6.164908614414713
VR3_A,6.606197136198681
VR3_D,6.1806972405724085
WPath,2183
Xc-3d,1.4394992608407444
Xc-4d,0.0
Xc-5d,0.1642664266089148
Xc-6d,0.0
Xp-0d,19.76937394568524
Xp-1d,13.652198343190413
Xp-2d,11.677416022481554
Xp-3d,9.2740982150042
Xp-4d,7.569352285649441
Xp-5d,6.0676371268372655
Xp-6d,3.8460250631984727
Xp-7d,2.6721326278550355
ZMIC0,97.33533301919967
ZMIC1,56.25516979300201
ZMIC2,34.8317404420059
ZMIC3,25.464855337379916
ZMIC4,24.0736509094959
ZMIC5,24.0736509094959
nAcid,0
nAtom,61
nBase,1
nRing,3
piPC1,3.6375861597263857
piPC2,4.0943445622221
piPC3,4.499809670330265
piPC4,4.943426544402806
piPC5,5.369474560864365
piPC6,5.256844118341462
piPC7,5.397313925119364
piPC8,5.7145575478241595
piPC9,5.846980535793323
AATS0Z,18.16393442622951
AATS0d,2.80327868852459
AATS0i,163.35276290479865
AATS0m,71.15451088524594
AATS0p,1.4078529485248685
AATS0s,2.8055555555555554
AATS0v,198.95905745629543
AATS1Z,21.253968253968253
AATS1d,3.4444444444444446
AATS1i,146.39450910101758
AATS1m,78.87557171428577
AATS1p,1.761414765396826
AATS1s,2.5661375661375665
AATS1v,246.40008550199062
AATS2Z,16.614035087719298
AATS2d,3.1140350877192984
AATS2i,156.11044409865778
AATS2m,59.65400890350875
AATS2p,1.460436276209527
AATS2s,2.3613547758284605
AATS2v,195.72770512761733
AATS3Z,13.224358974358974
AATS3d,2.6666666666666665
AATS3i,160.0879179512495
AATS3m,45.67631958333333
AATS3p,1.2647864541741538
AATS3s,2.1244658119658126
AATS3v,162.697299556689
AATS4Z,11.78735632183908
AATS4d,2.425287356321839
AATS4i,164.08900898612097
AATS4m,40.230962258620686
AATS4p,1.1299218603752816
AATS4s,2.168582375478927
AATS4v,142.84112476526158
AATS5Z,12.464705882352941
AATS5d,2.4529411764705884
AATS5i,164.81843247128032
AATS5m,43.23053378823529
AATS5p,1.1420131125773412
AATS5s,2.355555555555555
AATS5v,147.90472186205577
AATS6Z,13.036144578313253
AATS6d,2.4879518072289155
AATS6i,161.95240118702628
AATS6m,45.13840318674698
AATS6p,1.2199048960892112
AATS6s,2.467704149933065
AATS6v,158.0828051260673
AATS7Z,11.786127167630058
AATS7d,2.4104046242774566
AATS7i,160.43949968780902
AATS7m,39.94427184971099
AATS7p,1.2217911791292253
AATS7s,2.1750160565189463
AATS7v,153.75418092718283
AATS8Z,10.91812865497076
AATS8d,2.309941520467836
AATS8i,160.64625853591
AATS8m,36.54484859649123
AATS8p,1.1912963156769123
AATS8s,2.0077972709551655
AATS8v,146.6360507499207
AMID_C,1.7363276866563793
AMID_N,0.23241990289097963
AMID_O,0.06400399642943401
AMID_X,0.0
AMID_h,0.29642389932041363
ATS0dv,290.0
ATS0pe,355.3383999999999
ATS0se,446.63831999999985
ATS1dv,299.0
ATS1pe,393.54850000000005
ATS1se,474.59358399999974
ATS2dv,389.0
ATS2pe,693.9147999999999
ATS2se,853.5286199999996
ATS3dv,381.0
ATS3pe,921.8525000000003
ATS3se,1152.5314279999998
ATS4dv,383.0
ATS4pe,1016.3620999999998
ATS4se,1283.343564
ATS5dv,410.0
ATS5pe,1003.3900000000001
ATS5se,1264.9578079999999
ATS6dv,398.0
ATS6pe,986.1937000000001
ATS6se,1237.0548119999999
ATS7dv,329.0
ATS7pe,1004.0510000000003
ATS7se,1266.79668
ATS8dv,287.0
ATS8pe,975.8815
ATS8se,1237.3968
ATSC0Z,412.3278688524591
ATSC0c,0.5957884937363577
ATSC0d,29.213114754098367
ATSC0i,87.2801598642487
ATSC0m,1978.8401754098363
ATSC0p,14.065768107614359
ATSC0s,42.74134790528234
ATSC0v,3174.0367246427413
ATSC1Z,24.497446922870147
ATSC1c,-0.381944476745586
ATSC1d,9.730717549045956
ATSC1i,-16.823508868224103
ATSC1m,114.38866241279227
ATSC1p,-0.7444013122163077
ATSC1s,-0.000627071575739057
ATSC1v,-34.963001930258116
ATSC2Z,-7.334049986562805
ATSC2c,0.262490683329033
ATSC2d,-3.578607901101849
ATSC2i,3.7445613074648287
ATSC2m,-42.59254540526715
ATSC2p,-0.6861028799437077
ATSC2s,9.826734151512435
ATSC2v,-215.5195716574693
ATSC3Z,-71.90405804891162
ATSC3c,-0.24697145326400755
ATSC3d,-3.5122278957269506
ATSC3i,-24.53891531196794
ATSC3m,-348.4392211956462
ATSC3p,-3.581537954466774
ATSC3s,-3.7306055719788587
ATSC3v,-694.9905534174743
ATSC4Z,20.0647675356087
ATSC4c,0.10294165857374427
ATSC4d,0.11341037355549671
ATSC4i,-12.471822151287448
ATSC4m,91.02701907686111
ATSC4p,-1.4852732302278318
ATSC4s,4.147630565260235
ATSC4v,-119.05403600324695
ATSC5Z,76.21741467347485
ATSC5c,-0.09906020304916907
ATSC5d,2.586401504971784
ATSC5i,12.2789480760284
ATSC5m,373.01588269389936
ATSC5p,3.073535503186602
ATSC5s,-0.7468347815700671
ATSC5v,771.6425121608394
ATSC6Z,-18.957807041117977
ATSC6c,0.13698742448299192
ATSC6d,-1.5635581832840626
ATSC6i,18.516784379283603
ATSC6m,-85.89971595135708
ATSC6p,1.3324839815305758
ATSC6s,-1.906327450804739
ATSC6v,126.04851316267467
ATSC7Z,-81.01182477828542
ATSC7c,-0.0836996637393567
ATSC7d,-4.161784466541253
ATSC7i,1.0825854559708519
ATSC7m,-380.01129619510874
ATSC7p,-0.25620414269951547
ATSC7s,-12.311983039206904
ATSC7v,-262.5595612458402
ATSC8Z,-59.689599570008056
ATSC8c,-0.0018897057879002075
ATSC8d,-6.417092179521633
ATSC8i,-10.331598070050976
ATSC8m,-284.83171929642566
ATSC8p,-1.4941287701380603
ATSC8s,-6.667002597867956
ATSC8v,-397.41906289237727
AXp-0d,0.7060490694887586
AXp-1d,0.4550732781063471
AXp-2d,0.2994209236533732
AXp-3d,0.19321037947925415
AXp-4d,0.12615587142749068
AXp-5d,0.0819950963086117
AXp-6d,0.052685274838335246
AXp-7d,0.03298929170191402
GATS1Z,0.9793408457530592
GATS1c,1.7999083998565681
GATS1d,0.88023088023088
GATS1i,1.4573637519955371
GATS1m,0.9844300793766355
GATS1p,1.2101608991936867
GATS1s,0.6000781305490445
GATS1v,1.1308228708082486
GATS2Z,1.0428594147582695
GATS2c,1.0858453332726143
GATS2d,1.4323055112528793
GATS2i,1.1444663197514502
GATS2m,1.0447383364179803
GATS2p,1.0626748706359954
GATS2s,0.5125691118911704
GATS2v,1.0621437380803684
GATS3Z,1.0797046266392638
GATS3c,1.4552186909372775
GATS3d,1.1915091081757747
GATS3i,1.1768126792326983
GATS3m,1.0795577164381638
GATS3p,1.0903211764524159
GATS3s,0.851624350505663
GATS3v,1.0754204891186832
GATS4Z,1.0014628301307358
GATS4c,1.3609413827258783
GATS4d,1.0741514764503268
GATS4i,1.0450661455999146
GATS4m,0.99891618406583
GATS4p,0.980129009433956
GATS4s,1.221147416915876
GATS4v,0.9634016902279784
GATS5Z,0.981372081275258
GATS5c,1.5876139676267627
GATS5d,1.0813032283620516
GATS5i,0.9407428345517976
GATS5m,0.9737449037381559
GATS5p,0.8538933323233268
GATS5s,1.802795778443489
GATS5v,0.8503584929470933
GATS6Z,1.0619984709831691
GATS6c,1.273711504367814
GATS6d,1.1073587278406554
GATS6i,0.9384800621870893
GATS6m,1.0558921408212685
GATS6p,0.9360004949257472
GATS6s,1.8506998374918808
GATS6v,0.9514571607177696
GATS7Z,1.0648689493888714
GATS7c,0.9941921567616405
GATS7d,1.0566162589283974
GATS7i,0.991011081784946
GATS7m,1.062618908759505
GATS7p,1.0077743523501324
GATS7s,1.364460535861429
GATS7v,1.023421854914934
GATS8Z,1.0143520378554527
GATS8c,0.766335915359177
GATS8d,1.0329415007777578
GATS8i,1.0208727051049393
GATS8m,1.0161039043131304
GATS8p,1.0424570052117668
GATS8s,0.8378062138085463
GATS8v,1.04587481811838
MATS1Z,0.05752642978310905
MATS1c,-0.6207223857956006
MATS1d,0.3225197299271373
MATS1i,-0.18663381514137456
MATS1m,0.05597080435336865
MATS1p,-0.051242812977751274
MATS1s,-1.420555437170881e-05
MATS1v,-0.010665618673600557
MATS2Z,-0.009517571760189344
MATS2c,0.23574732066195841
MATS2d,-0.06554827022663269
MATS2i,0.0229567495396459
MATS2m,-0.011517225222745033
MATS2p,-0.02610061693213164
MATS2s,0.12302290458727251
MATS2v,-0.03633287389745318
MATS3Z,-0.06818925548052458
MATS3c,-0.1620913660516694
MATS3d,-0.04701214423436638
MATS3i,-0.10993729966650281
MATS3m,-0.06885279140761548
MATS3p,-0.099566064489923
MATS3s,-0.034130005409038
MATS3v,-0.08561940211558869
MATS4Z,0.017059725146968487
MATS4c,0.06057307711203241
MATS4d,0.0013609917824477314
MATS4i,-0.0500950671221401
MATS4m,0.01612650251002306
MATS4p,-0.0370188980723061
MATS4s,0.03401985348685129
MATS4v,-0.013149606662350835
MATS5Z,0.06632731814099681
MATS5c,-0.0596606548398331
MATS5d,0.03176866706278473
MATS5i,0.05048083657221925
MATS5m,0.06763905302617419
MATS5p,0.07840715477377738
MATS5s,-0.006269851217708471
MATS5v,0.08723386453220008
MATS6Z,-0.01689534856985192
MATS6c,0.08449097775381251
MATS6d,-0.01966789717793732
MATS6i,0.0779599915433317
MATS6m,-0.015951545083596405
MATS6p,0.034811303897988775
MATS6s,-0.016389701144231706
MATS6v,0.014593098934774841
MATS7Z,-0.06927706136286751
MATS7c,-0.049535361134674466
MATS7d,-0.050232576244136934
MATS7i,0.004373512650674702
MATS7m,-0.06771260459681228
MATS7p,-0.006422534213165794
MATS7s,-0.10156954953201727
MATS7v,-0.029167527934878774
MATS8Z,-0.051640412258381306
MATS8c,-0.0011314511450766216
MATS8d,-0.07835994775565924
MATS8i,-0.04222655913713722
MATS8m,-0.05134656046036563
MATS8p,-0.03789293978754334
MATS8s,-0.0556437172197487
MATS8v,-0.04466532230449934
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.32234560486892
SpAD_D,325.88493084082756
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,8.553217197131339
SssNH2,0
SsssAs,0
SsssCH,0.28045540438397554
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,709
TMWC10,132.5228447675994
TSRW10,62.70812637285111
VE1_Dt,5.196338974941852
VE2_Dt,0.18558353481935183
VE3_Dt,2.677573751533269
VR1_Dt,173.07357202486318
VR2_Dt,6.181199000887971
VR3_Dt,6.183336193096524
Xc-3dv,0.791995097456049
Xc-4dv,0.0
Xc-5dv,0.06427744627126208
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2687287392826324
Xch-7d,0.32146576961226325
Xp-0dv,17.23303242285242
Xp-1dv,10.560048457072847
Xp-2dv,7.839500200813532
Xp-3dv,5.5517171136895636
Xp-4dv,3.901273560299495
Xp-5dv,2.8226745707413214
Xp-6dv,1.5992360557254843
Xp-7dv,1.0008795921125482
Xpc-4d,2.982305553591703
Xpc-5d,4.692496054344385
Xpc-6d,6.78716900972737
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,63
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.96213228170503
AATS0dv,4.754098360655738
AATS0pe,5.825219672131146
AATS0se,7.321939672131145
AATS1dv,4.746031746031746
AATS1pe,6.246801587301588
AATS1se,7.5332314920634875
AATS2dv,3.412280701754386
AATS2pe,6.086971929824561
AATS2se,7.4870931578947335
AATS3dv,2.4423076923076925
AATS3pe,5.909310897435899
AATS3se,7.388021974358973
AATS4dv,2.2011494252873565
AATS4pe,5.841161494252873
AATS4se,7.375537724137931
AATS5dv,2.411764705882353
AATS5pe,5.90229411764706
AATS5se,7.440928282352941
AATS6dv,2.397590361445783
AATS6pe,5.940925903614459
AATS6se,7.452137421686746
AATS7dv,1.9017341040462428
AATS7pe,5.803763005780349
AATS7se,7.32252416184971
AATS8dv,1.6783625730994152
AATS8pe,5.706909356725146
AATS8se,7.236238596491228
AATSC0Z,6.759473259876379
AATSC0c,0.009767024487481273
AATSC0d,0.4789035205589896
AATSC0i,1.4308222928565362
AATSC0m,32.44000287557109
AATSC0p,0.23058636241990751
AATSC0s,0.7006778345128253
AATSC0v,52.03338892856953
AATSC1Z,0.3888483638550817
AATSC1c,-0.006062610741993429
AATSC1d,0.15445583411184058
AATSC1i,-0.2670398233051445
AATSC1m,1.8156930541713059
AATSC1p,-0.011815893844703296
AATSC1s,-9.953517075223128e-06
AATSC1v,-0.5549682846072717
AATSC2Z,-0.06433377181195443
AATSC2c,0.0023025498537634476
AATSC2d,-0.031391297378086394
AATSC2i,0.032847029012849374
AATSC2m,-0.3736188193444487
AATSC2p,-0.006018446315295681
AATSC2s,0.08619942238168803
AATSC2v,-1.8905225583988534
AATSC3Z,-0.46092344903148474
AATSC3c,-0.0015831503414359459
AATSC3d,-0.022514281382865067
AATSC3i,-0.15730073917928167
AATSC3m,-2.2335847512541425
AATSC3p,-0.02295857663119727
AATSC3s,-0.02391413828191576
AATSC3v,-4.4550676501120146
AATSC4Z,0.11531475595177412
AATSC4c,0.0005916187274353119
AATSC4d,0.0006517837560660731
AATSC4i,-0.07167713880050257
AATSC4m,0.5231437877980524
AATSC4p,-0.00853605304728639
AATSC4s,0.02383695727161055
AATSC4v,-0.6842185977198101
AATSC5Z,0.44833773337338145
AATSC5c,-0.000582707076759818
AATSC5d,0.015214126499834023
AATSC5i,0.07222910632957882
AATSC5m,2.194211074669996
