DLiP-ID,C001GG
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,229.035063092
MZ,0.8787878787878792
Mi,1.163509522190996
Mm,0.8672285616972317
Mp,0.6825192705498093
Mv,0.7160322335917697
SZ,19.333333333333343
Si,25.597209488201912
Sm,19.079028357339098
Sp,15.015423952095805
Sv,15.752709139018933
nB,0
nC,10
nF,3
nH,6
nI,0
nN,1
nO,2
nP,0
nS,0
nX,3
ABC,12.573860961588933
AMW,10.410684686
IC0,1.937434188848023
IC1,3.425118550357139
IC2,3.7887549139935035
IC3,4.152391277629866
IC4,4.152391277629866
IC5,4.152391277629866
MID,31.83992603085272
Mpe,1.0795008912655972
Mse,1.0844534198503608
NdO,1
NdS,0
NsF,3
NsI,0
NtN,0
SMR,51.8984
SdO,10.95474678760393
SdS,0
Spe,23.749019607843138
SsF,37.75969954648526
SsI,0
Sse,23.857975236707937
StN,0
fMF,0.45454545454545453
nBr,0
nCl,0
AMID,1.989995376928295
BIC0,0.403014593317936
BIC1,0.7124746572468896
BIC2,0.7881163291292569
BIC3,0.8637580010116238
BIC4,0.8637580010116238
BIC5,0.8637580010116238
CIC0,2.521997429789274
CIC1,1.0343130682801585
CIC2,0.6706767046437938
CIC3,0.30704034100743094
CIC4,0.30704034100743094
CIC5,0.30704034100743094
GGI1,5.5
GGI2,2.222222222222223
GGI3,1.6875
GGI4,1.595555555555556
GGI5,0.6111111111111112
GGI6,0.3224489795918367
GGI7,0.0
GGI8,0.0
GGI9,0.0
JGI1,0.3235294117647059
JGI2,0.08547008547008551
JGI3,0.0675
JGI4,0.06937198067632849
JGI5,0.03216374269005848
JGI6,0.046064139941690965
JGI7,0.0
JGI8,0.0
JGI9,0.0
MIC0,22.043090090212857
MIC1,37.51857357572571
MIC2,41.88620993936207
MIC3,42.25275539390752
MIC4,42.25275539390752
MIC5,42.25275539390752
MPC2,26
MPC3,31
MPC4,42
MPC5,55
MPC6,51
MPC7,52
MPC8,41
MPC9,33
Mare,1.101272727272727
NaaN,0
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.25569381468775565
RPCG,0.25222441538382545
SIC0,0.43445765167715694
SIC1,0.7680616821306431
SIC2,0.8496048909370344
SIC3,0.9311480997434253
SIC4,0.9311480997434253
SIC5,0.9311480997434253
SaaN,0
SaaO,4.642731481481482
SaaS,0
Sare,24.227999999999994
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,42.62355215465651
TIC1,75.35260810785705
TIC2,83.35260810785708
TIC3,91.35260810785707
TIC4,91.35260810785707
TIC5,91.35260810785707
Vabc,168.6009899142466
WPol,25
apol,25.075757999999993
bpol,11.392242
nRot,0
ABCGG,10.96051889853431
ATS0Z,786.0
ATS0d,92.0
ATS0i,3870.253986980494
ATS0m,3239.68761744931
ATS0p,33.98383242909401
ATS0s,306.70138888888886
ATS0v,5628.899228275718
ATS1Z,746.0
ATS1d,110.0
ATS1i,3487.962188559201
ATS1m,2948.607180505599
ATS1p,42.45571183999999
ATS1s,107.6388888888889
ATS1v,6918.727187851682
ATS2Z,1274.0
ATS2d,159.0
ATS2i,5989.830754285749
ATS2m,5126.008062954909
ATS2p,61.231637004849006
ATS2s,364.3611111111111
ATS2v,10106.111663171143
ATS3Z,1197.0
ATS3d,172.0
ATS3i,6919.027159847999
ATS3m,4632.631772011199
ATS3p,67.410577492849
ATS3s,227.80555555555557
ATS3v,10823.465027991579
ATS4Z,1207.0
ATS4d,146.0
ATS4i,7943.433348305497
ATS4m,4678.9900207936
ATS4p,57.50504625324499
ATS4s,277.7638888888889
ATS4v,9646.43717555046
ATS5Z,1161.0
ATS5d,95.0
ATS5i,7184.368978238896
ATS5m,4581.4553240688
ATS5p,38.034437456396006
ATS5s,456.74999999999994
ATS5v,7042.947938730749
ATS6Z,450.0
ATS6d,45.0
ATS6i,4162.4365291244485
ATS6m,1643.0115890591999
ATS6p,19.019791861697996
ATS6s,162.00000000000003
ATS6v,3273.3904403829233
ATS7Z,244.0
ATS7d,19.0
ATS7i,2125.35830378635
ATS7m,909.2602848671997
ATS7p,8.630053497999999
ATS7s,127.5
ATS7v,1414.605797008583
ATS8Z,56.0
ATS8d,8.0
ATS8i,1791.373020250898
ATS8m,116.9344705536
ATS8p,3.117648015698
ATS8s,50.0
ATS8v,507.26844653716574
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.1
GGI10,0.0
JGI10,0.0
JGT10,0.6240993605428694
Kier1,12.456747404844291
Kier2,4.349112426035503
Kier3,2.651404786680541
MAXdO,10.95474678760393
MAXsF,12.586566515495086
MID_C,21.180621846052823
MID_N,1.7707187033197465
MID_O,3.8072436834173202
MID_X,5.081341798062835
MID_h,10.6593041847999
MINdO,10.95474678760393
MINsF,12.586566515495086
MPC10,18
MWC01,17.0
MWC02,4.465908118654584
MWC03,5.303304908059076
MWC04,6.22455842927536
MWC05,7.094234845924755
MWC06,8.011355109161286
MWC07,8.894121641382213
MWC08,9.806150319647172
MWC09,10.69559732562212
MWC10,11.603780279814268
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.394
SRW02,3.5553480614894135
SRW03,0.0
SRW04,4.9344739331306915
SRW05,0.0
SRW06,6.499787040655854
SRW07,0.0
SRW08,8.157943507105037
SRW09,0.0
SRW10,9.868119408698337
SaaCH,4.1096197089947095
SaaNH,0
SaaSe,0
SaaaC,-0.3461805555555548
SaasC,-0.78358843537415
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,5.38978835978836
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.663598414269355
VE1_D,3.945166404602173
VE2_A,0.2289749008918347
VE2_D,0.24657290028763582
VE3_A,1.7684494669583368
VE3_D,1.8424947637952092
VR1_A,72.884926303792
VR1_D,74.52816894576125
VR2_A,4.555307893987
VR2_D,4.658010559110078
VR3_A,4.758885474641229
VR3_D,4.781180789821455
WPath,394
Xc-3d,2.363976233326443
Xc-4d,0.28867513459481287
Xc-5d,0.46970729476971973
Xc-6d,0.11785113019775792
Xp-0d,11.922285251880869
Xp-1d,7.376028663351636
Xp-2d,7.891253223406555
Xp-3d,5.2940357162306
Xp-4d,4.539991476756676
Xp-5d,4.017867161740959
Xp-6d,2.4269101463123772
Xp-7d,1.6568079016780144
ZMIC0,51.12421973513655
ZMIC1,35.69238780966974
ZMIC2,29.825157057765864
ZMIC3,28.84728526578188
ZMIC4,28.84728526578188
ZMIC5,28.84728526578188
nAcid,0
nAtom,22
nBase,0
nRing,2
piPC1,3.1986731175506815
piPC2,3.9219733362813143
piPC3,4.51085950651685
piPC4,5.198497031265826
piPC5,5.853996845947653
piPC6,6.156581660899843
piPC7,6.447751484314735
piPC8,6.724451990447236
piPC9,6.864652038564631
AATS0Z,35.72727272727273
AATS0d,4.181818181818182
AATS0i,175.92063577184064
AATS0m,147.25852806587773
AATS0p,1.5447196558679095
AATS0s,13.940972222222221
AATS0v,255.85905583071445
AATS1Z,32.43478260869565
AATS1d,4.782608695652174
AATS1i,151.65052993735657
AATS1m,128.2003121958956
AATS1p,1.8459005147826084
AATS1s,4.679951690821256
AATS1v,300.8142255587688
AATS2Z,34.432432432432435
AATS2d,4.297297297297297
AATS2i,161.88731768339863
AATS2m,138.5407584582408
AATS2p,1.6549091082391623
AATS2s,9.847597597597597
AATS2v,273.13815305867956
AATS3Z,27.204545454545453
AATS3d,3.909090909090909
AATS3i,157.2506172692727
AATS3m,105.28708572752726
AATS3p,1.5320585793829318
AATS3s,5.1773989898989905
AATS3v,245.98784154526314
AATS4Z,25.680851063829788
AATS4d,3.106382978723404
AATS4i,169.00922017671272
AATS4m,99.55297916582127
AATS4p,1.223511622409468
AATS4s,5.909869976359339
AATS4v,205.2433441606481
AATS5Z,29.76923076923077
AATS5d,2.4358974358974357
AATS5i,184.2145891856127
AATS5m,117.47321343766154
AATS5p,0.9752419860614361
AATS5s,11.71153846153846
AATS5v,180.58840868540383
AATS6Z,20.454545454545453
AATS6d,2.0454545454545454
AATS6i,189.20166041474766
AATS6m,74.68234495723635
AATS6p,0.8645359937135453
AATS6s,7.363636363636365
AATS6v,148.79047456286014
AATS7Z,22.181818181818183
AATS7d,1.7272727272727273
AATS7i,193.21439125330454
AATS7m,82.66002589701816
AATS7p,0.7845503179999999
AATS7s,11.590909090909092
AATS7v,128.6005270007803
AATS8Z,7.0
AATS8d,1.0
AATS8i,223.92162753136225
AATS8m,14.6168088192
AATS8p,0.38970600196225
AATS8s,6.25
AATS8v,63.40855581714572
AMID_C,1.3237888653783014
AMID_N,0.11066991895748415
AMID_O,0.23795273021358251
AMID_X,0.31758386237892716
AMID_h,0.6662065115499938
ATS0dv,360.0
ATS0pe,174.495
ATS0se,200.62101200000006
ATS1dv,297.0
ATS1pe,165.356
ATS1se,192.25776
ATS2dv,536.0
ATS2pe,285.8663000000001
ATS2se,327.90219200000007
ATS3dv,436.0
ATS3pe,312.13800000000003
ATS3se,368.31994000000003
ATS4dv,455.0
ATS4pe,342.1920999999999
ATS4se,404.34381599999995
ATS5dv,484.0
ATS5pe,321.9867
ATS5se,373.75198
ATS6dv,141.0
ATS6pe,168.62460000000002
ATS6se,200.02009600000002
ATS7dv,63.0
ATS7pe,88.12960000000001
ATS7se,103.49088000000002
ATS8dv,0.0
ATS8pe,62.21600000000001
ATS8se,75.644928
ATSC0Z,174.3636363636364
ATSC0c,0.8670409782801607
ATSC0d,19.27272727272727
ATSC0i,93.98878008146832
ATSC0m,852.7110253094227
ATSC0p,5.402303371159274
ATSC0s,131.50410353535352
ATSC0v,851.8625654246166
ATSC1Z,-6.561983471074374
ATSC1c,-0.5813389450874523
ATSC1d,0.5785123966942163
ATSC1i,2.302888283796527
ATSC1m,-28.65500370360529
ATSC1p,0.3601332255424915
ATSC1s,-19.616979453627177
ATSC1v,91.10676042733076
ATSC2Z,61.75206611570248
ATSC2c,0.3024826003231054
ATSC2d,1.314049586776859
ATSC2i,58.505282768058905
ATSC2m,311.78796699524014
ATSC2p,0.817695761415227
ATSC2s,96.02813647842055
ATSC2v,-16.88303306331298
ATSC3Z,-36.81818181818181
ATSC3c,-0.048334234258496436
ATSC3d,-2.5454545454545445
ATSC3i,-26.544131894708002
ATSC3m,-163.06624311054549
ATSC3p,-1.9379631570033595
ATSC3s,-17.705808080808083
ATSC3v,-258.09237786609395
ATSC4Z,24.950413223140497
ATSC4c,-0.28377614487267705
ATSC4d,-9.537190082644628
ATSC4i,-58.694399919460466
ATSC4m,115.25664882184563
ATSC4p,-3.1031285994729
ATSC4s,-46.6236656336088
ATSC4v,-130.13503585239573
ATSC5Z,35.991735537190095
ATSC5c,0.10254471763279621
ATSC5d,-1.5289256198347112
ATSC5i,-31.12924689612461
ATSC5m,173.18009371378014
ATSC5p,-0.12579625364044217
ATSC5s,34.3203770661157
ATSC5v,-43.594500683865974
ATSC6Z,-71.99999999999999
ATSC6c,-0.010774693637708898
ATSC6d,-4.090909090909093
ATSC6i,-21.209141947321644
ATSC6m,-368.5122924683573
ATSC6p,-0.3782708390762757
ATSC6s,-64.22790404040403
ATSC6v,-89.70396876642126
ATSC7Z,-35.45454545454545
ATSC7c,0.21929712245469504
ATSC7d,0.8181818181818178
ATSC7i,16.39477407072414
ATSC7m,-158.92013568056208
ATSC7p,-0.4353630293395474
ATSC7s,2.0399305555555607
ATSC7v,-225.03766923529238
ATSC8Z,-59.0413223140496
ATSC8c,-0.13362091169434226
ATSC8d,5.355371900826445
ATSC8i,13.379585494301017
ATSC8m,-307.42654722250717
ATSC8p,2.1015412059951704
ATSC8s,-49.96613865932047
ATSC8v,246.4085423277433
AXp-0d,0.7451428282425543
AXp-1d,0.43388403902068445
AXp-2d,0.3035097393617906
AXp-3d,0.17077534568485808
AXp-4d,0.10809503516087322
AXp-5d,0.07305213021347198
AXp-6d,0.047586473457105434
AXp-7d,0.03186169041688489
GATS1Z,0.5550618851158361
GATS1c,1.7579400037359676
GATS1d,1.136997538966366
GATS1i,0.8011577181280247
GATS1m,0.5462877704983647
GATS1p,0.9044160236106061
GATS1s,0.6947901332875527
GATS1v,0.7440141053561438
GATS2Z,0.4801242848688103
GATS2c,0.585067624996126
GATS2d,0.9129270780214177
GATS2i,0.6409140782534974
GATS2m,0.4754793255526229
GATS2p,0.91633827189531
GATS2s,0.38930635247530143
GATS2v,0.8652841679430283
GATS3Z,0.8485401459854014
GATS3c,0.9244923224829215
GATS3d,1.0153301886792454
GATS3i,0.8884192994534403
GATS3m,0.8301728890057624
GATS3p,1.1203718764674775
GATS3s,0.6901789464840797
GATS3v,1.097354430610644
GATS4Z,0.9353160428637985
GATS4c,1.1066175775239182
GATS4d,1.193948213568848
GATS4i,1.1942364623190282
GATS4m,0.939632138093449
GATS4p,1.2266197173593318
GATS4s,1.0547074669178698
GATS4v,1.0985780664885951
GATS5Z,1.0546041549691183
GATS5c,0.9540583010163081
GATS5d,0.8661103047895501
GATS5i,1.261380850155101
GATS5m,1.056505053634585
GATS5p,0.9526963666552065
GATS5s,1.1294799630345294
GATS5v,0.9440444821325273
GATS6Z,1.6888686131386859
GATS6c,0.8898441281856367
GATS6d,1.1639150943396228
GATS6i,1.332049385353787
GATS6m,1.7168417206980864
GATS6p,1.001623522590337
GATS6s,1.8094513988070235
GATS6v,1.1409087082695073
GATS7Z,1.6149635036496346
GATS7c,1.0654680108304468
GATS7d,0.9905660377358492
GATS7i,0.4852312464873464
GATS7m,1.569623859455053
GATS7p,0.9104522196310683
GATS7s,1.2131059396790727
GATS7v,1.419820748425506
GATS8Z,2.890510948905109
GATS8c,0.9657745971860621
GATS8d,0.0
GATS8i,1.2254381671921524
GATS8m,2.9890314031665848
GATS8p,0.017571987986210427
GATS8s,2.9343190792237253
GATS8v,0.5524553341632432
MATS1Z,-0.03599764247177763
MATS1c,-0.6413345536243219
MATS1d,0.028712059064807293
MATS1i,0.0234364432045062
MATS1m,-0.03214352009511739
MATS1p,0.0637645159014157
MATS1s,-0.1426880743567439
MATS1v,0.10230006631064012
MATS2Z,0.21057971422934924
MATS2c,0.20743485442613135
MATS2d,0.04054054054054053
MATS2i,0.3701178466085338
MATS2m,0.21740945564499561
MATS2p,0.0899981815823262
MATS2s,0.43419033584538075
MATS2v,-0.011784248548125752
MATS3Z,-0.10557872784150153
MATS3c,-0.027873096813930832
MATS3d,-0.06603773584905659
MATS3i,-0.14120904575897184
MATS3m,-0.09561635669679171
MATS3p,-0.17936452507918807
MATS3s,-0.06732036341378525
MATS3v,-0.15148709917628914
MATS4Z,0.06698023206797861
MATS4c,-0.15320081782658002
MATS4d,-0.23163388197511042
MATS4i,-0.2923112142382489
MATS4m,0.06326870314071811
MATS4p,-0.2688720312077994
MATS4s,-0.1659556082385299
MATS4v,-0.07150715922204925
MATS5Z,0.11644073687869311
MATS5c,0.06671626785919049
MATS5d,-0.044750846637639105
MATS5i,-0.1868317471241228
MATS5m,0.11456558202706073
MATS5p,-0.013135506164260874
MATS5s,0.147221357991752
MATS5v,-0.028868236044956204
MATS6Z,-0.4129301355578726
MATS6c,-0.012426971628355205
MATS6d,-0.21226415094339635
MATS6i,-0.22565610415347256
MATS6m,-0.4321655068721969
MATS6p,-0.07002028821552518
MATS6s,-0.48840988466293006
MATS6v,-0.10530333460739376
MATS7Z,-0.40667361835245036
MATS7c,0.5058518061964891
MATS7d,0.08490566037735846
MATS7i,0.34886662123954265
MATS7m,-0.3727408957164471
MATS7p,-0.16117681641641068
MATS7s,0.031024591639562737
MATS7v,-0.5283426655169918
MATS8Z,-0.9311783107403545
MATS8c,-0.423806390198904
MATS8d,0.7641509433962264
MATS8i,0.3914707699944113
MATS8m,-0.991453118077272
MATS8p,1.0697730059625583
MATS8s,-1.044886643223197
MATS8v,0.7954610507664792
MAXaaO,4.642731481481482
MINaaO,4.642731481481482
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,18.96578114561934
SpAD_D,101.53608874030263
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-4.5929511526832965
SssssN,0
TMPC10,382
TMWC10,105.09901097754083
TSRW10,49.01567195107934
VE1_Dt,3.990036717034426
VE2_Dt,0.24937729481465162
VE3_Dt,1.8538040623694343
VR1_Dt,69.8594515260553
VR2_Dt,4.366215720378456
VR3_Dt,4.7164890175494465
Xc-3dv,0.4817410191943509
Xc-4dv,0.013498731178900972
Xc-5dv,0.06877315747591473
Xc-6dv,0.0038967480399284353
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.12359693729953272
Xch-7d,0.3173383677075372
Xp-0dv,7.837141345903536
Xp-1dv,4.28337842070666
Xp-2dv,3.2324662426163524
Xp-3dv,2.0739783498867888
Xp-4dv,1.4138493146254174
Xp-5dv,0.9326093804296192
Xp-6dv,0.45548386120534906
Xp-7dv,0.22832774785031223
Xpc-4d,3.2489338943385855
Xpc-5d,5.064820162720266
Xpc-6d,8.614480908731794
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,23
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.483928282558527
AATS0dv,16.363636363636363
AATS0pe,7.931590909090909
AATS0se,9.119136909090912
AATS1dv,12.91304347826087
AATS1pe,7.189391304347826
AATS1se,8.359033043478261
AATS2dv,14.486486486486486
AATS2pe,7.7261162162162185
AATS2se,8.862221405405407
AATS3dv,9.909090909090908
AATS3pe,7.094045454545455
AATS3se,8.370907727272728
AATS4dv,9.680851063829786
AATS4pe,7.280682978723402
AATS4se,8.603059914893615
AATS5dv,12.41025641025641
AATS5pe,8.25606923076923
AATS5se,9.583384102564102
AATS6dv,6.409090909090909
AATS6pe,7.664754545454546
AATS6se,9.091822545454546
AATS7dv,5.7272727272727275
AATS7pe,8.011781818181818
AATS7se,9.40826181818182
AATS8dv,0.0
AATS8pe,7.777000000000001
AATS8se,9.455616
AATSC0Z,7.925619834710745
AATSC0c,0.039410953558189125
AATSC0d,0.8760330578512395
AATSC0i,4.2722172764303785
AATSC0m,38.759592059519214
AATSC0p,0.24555924414360336
AATSC0s,5.977459251606978
AATSC0v,38.72102570111894
AATSC1Z,-0.2853036291771467
AATSC1c,-0.0252756063081501
AATSC1d,0.025152712899748533
AATSC1i,0.10012557755637073
AATSC1m,-1.2458697262437082
AATSC1p,0.015657966327934415
AATSC1s,-0.8529121501577034
AATSC1v,3.9611634968404674
AATSC2Z,1.668974759883851
AATSC2c,0.008175205414137984
AATSC2d,0.035514853696671865
AATSC2i,1.5812238585961866
AATSC2m,8.426701810682166
AATSC2p,0.022099885443654786
AATSC2s,2.595355039957312
AATSC2v,-0.4562981909003508
AATSC3Z,-0.8367768595041322
AATSC3c,-0.0010985053240567372
AATSC3d,-0.05785123966942147
AATSC3i,-0.6032757248797274
AATSC3m,-3.706050979785125
AATSC3p,-0.04404461720462181
AATSC3s,-0.4024047291092746
AATSC3v,-5.865735860593045
AATSC4Z,0.5308598558115
AATSC4c,-0.006037790316439937
AATSC4d,-0.2029189379286091
AATSC4i,-1.2488170195629886
AATSC4m,2.452269123869056
AATSC4p,-0.06602401275474255
AATSC4s,-0.9919928858214638
AATSC4v,-2.768830550050973
AATSC5Z,0.922865013774105
AATSC5c,0.002629351734174262
AATSC5d,-0.03920322102140285
AATSC5i,-0.7981858178493489
AATSC5m,4.44051522343026
AATSC5p,-0.003225544965139543
AATSC5s,0.8800096683619409
AATSC5v,-1.1178077098427173
AATSC6Z,-3.272727272727272
AATSC6c,-0.0004897588017140408
AATSC6d,-0.18595041322314057
AATSC6i,-0.9640519066964384
