DLiP-ID,C001KV
bpol,16.215690999999996
nRot,4
ABCGG,11.610550674575952
ATS0Z,758.0
ATS0d,101.0
ATS0i,4946.6443817927375
ATS0m,2997.0065779999995
ATS0p,47.964179763037016
ATS0s,166.3888888888889
ATS0v,7225.811806207462
ATS1Z,825.0
ATS1d,122.0
ATS1i,4656.190027234349
ATS1m,3143.989698999999
ATS1p,58.804287695999975
ATS1s,118.88888888888889
ATS1v,8789.741078910478
ATS2Z,1141.0
ATS2d,181.0
ATS2i,7501.8017945287975
ATS2m,4287.266040999998
ATS2p,82.06644856254698
ATS2s,200.33333333333337
ATS2v,12006.908573994186
ATS3Z,1202.0
ATS3d,197.0
ATS3i,9414.600761151094
ATS3m,4412.367677000002
ATS3p,90.132033132245
ATS3s,205.11111111111117
ATS3v,12881.439090601707
ATS4Z,1145.0
ATS4d,179.0
ATS4i,10124.592642592543
ATS4m,4138.62465
ATS4p,85.02496477679196
ATS4s,235.13888888888889
ATS4v,11894.479522860529
ATS5Z,973.0
ATS5d,163.0
ATS5i,10087.684528524987
ATS5m,3442.3063150000003
ATS5p,79.987746156188
ATS5s,209.77777777777783
ATS5v,11039.859060910105
ATS6Z,869.0
ATS6d,143.0
ATS6i,8649.08494973039
ATS6m,3103.1240809999986
ATS6p,72.04154105049001
ATS6s,178.4444444444445
ATS6v,9849.768338481594
ATS7Z,754.0
ATS7d,116.0
ATS7i,8015.225405851837
ATS7m,2677.8591699999997
ATS7p,58.06421667818799
ATS7s,170.6666666666667
ATS7v,8046.793624114409
ATS8Z,557.0
ATS8d,75.0
ATS8i,5976.353963283644
ATS8m,1942.9253649999996
ATS8p,40.64164354794299
ATS8s,152.83333333333334
ATS8v,5531.200878970692
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.07142857142857142
GGI10,0.0
JGI10,0.0
JGT10,0.4068585851135106
Kier1,14.409972299168976
Kier2,6.9632
Kier3,3.995837669094693
MAXdO,11.07038564499874
MID_C,28.804350811334878
MID_N,2.0699071211056648
MID_O,5.3183564986523395
MID_X,0.0
MID_h,7.388263619758003
MINdO,11.07038564499874
MPC10,33
MWC01,19.0
MWC02,4.48863636973214
MWC03,5.303304908059076
MWC04,6.150602768446279
MWC05,6.983789965258135
MWC06,7.836369760545124
MWC07,8.67470962929122
MWC08,9.529012261114708
MWC09,10.36932627056772
MWC10,11.224376350079096
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.1370000000000005
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.9344739331306915
SRW05,0.0
SRW06,6.411818267709897
SRW07,0.0
SRW08,7.980365765111246
SRW09,0.0
SRW10,9.59280976029003
SaaCH,14.084853552532124
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.286508408919124
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9574110029814393
SdssS,0
SsCH3,1.5876077622406988
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.0677314814814816
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.8724565445840584
VE1_D,4.183485946526098
VE2_A,0.21513647469911434
VE2_D,0.23241588591811654
VE3_A,1.941675736607452
VE3_D,2.018931522387676
VR1_A,96.02183637740666
VR1_D,87.02867877461047
VR2_A,5.334546465411481
VR2_D,4.834926598589471
VR3_A,5.15236229276899
VR3_D,5.054024370324493
WPath,626
Xc-3d,1.0443310539518174
Xc-4d,0.0
Xc-5d,0.2041241452319315
Xc-6d,0.0
Xp-0d,12.957819157813608
Xp-1d,8.702708600407234
Xp-2d,7.495015530745888
Xp-3d,5.929020566991654
Xp-4d,4.821980028084005
Xp-5d,3.6950534779831083
Xp-6d,2.2333466063823164
Xp-7d,1.4883450851425108
ZMIC0,59.28498533010968
ZMIC1,41.39009524134351
ZMIC2,26.703088019419383
ZMIC3,21.453488981973603
ZMIC4,20.954762680172603
ZMIC5,20.954762680172603
nAcid,1
nAtom,31
nBase,0
nRing,2
piPC1,3.295836866004329
piPC2,3.8501476017100584
piPC3,4.3694478524670215
piPC4,4.890349128221754
piPC5,5.364222141435755
piPC6,5.382486165571658
piPC7,5.641796249194774
piPC8,5.8966386250319545
piPC9,6.177814437593179
AATS0Z,24.451612903225808
AATS0d,3.2580645161290325
AATS0i,159.56917360621733
AATS0m,96.67763154838708
AATS0p,1.5472316052592585
AATS0s,5.367383512544803
AATS0v,233.09070342604716
AATS1Z,25.78125
AATS1d,3.8125
AATS1i,145.5059383510734
AATS1m,98.24967809374996
AATS1p,1.8376339904999992
AATS1s,3.7152777777777777
AATS1v,274.67940871595243
AATS2Z,22.82
AATS2d,3.62
AATS2i,150.03603589057596
AATS2m,85.74532081999996
AATS2p,1.6413289712509396
AATS2s,4.006666666666668
AATS2v,240.1381714798837
AATS3Z,19.704918032786885
AATS3d,3.2295081967213113
AATS3i,154.33771739591958
AATS3m,72.33389634426233
AATS3p,1.4775743136433606
AATS3s,3.362477231329691
AATS3v,211.17113263281487
AATS4Z,17.890625
AATS4d,2.796875
AATS4i,158.19676004050848
AATS4m,64.66601015625
AATS4p,1.3285150746373744
AATS4s,3.674045138888889
AATS4v,185.85124254469576
AATS5Z,15.444444444444445
AATS5d,2.5873015873015874
AATS5i,160.12197664325376
AATS5m,54.63978277777778
AATS5p,1.2696467643839364
AATS5s,3.329805996472664
AATS5v,175.23585810968422
AATS6Z,15.8
AATS6d,2.6
AATS6i,157.256089995098
AATS6m,56.42043783636361
AATS6p,1.3098462009180003
AATS6s,3.244444444444446
AATS6v,179.0866970633017
AATS7Z,15.08
AATS7d,2.32
AATS7i,160.30450811703676
AATS7m,53.55718339999999
AATS7p,1.1612843335637597
AATS7s,3.4133333333333344
AATS7v,160.93587248228818
AATS8Z,15.054054054054054
AATS8d,2.027027027027027
AATS8i,161.52308008874712
AATS8m,52.51149635135134
AATS8p,1.0984227985930537
AATS8s,4.130630630630631
AATS8v,149.49191564785656
AMID_C,1.6002417117408265
AMID_N,0.11499484006142582
AMID_O,0.29546424992513
AMID_X,0.0
AMID_h,0.4104590899865557
ATS0dv,266.0
ATS0pe,198.69740000000002
ATS0se,243.16404000000009
ATS1dv,255.0
ATS1pe,211.09050000000005
ATS1se,251.74766000000005
ATS2dv,343.0
ATS2pe,325.78360000000015
ATS2se,393.02230800000007
ATS3dv,335.0
ATS3pe,389.64500000000004
ATS3se,474.40731599999987
ATS4dv,305.0
ATS4pe,407.3348000000001
ATS4se,499.50114400000007
ATS5dv,241.0
ATS5pe,392.6425
ATS5se,487.66458
ATS6dv,221.0
ATS6pe,336.7894999999999
ATS6se,417.8180360000001
ATS7dv,195.0
ATS7pe,309.4315000000001
ATS7se,386.23321599999997
ATS8dv,136.0
ATS8pe,235.51520000000005
ATS8se,292.88081200000005
ATSC0Z,229.48387096774186
ATSC0c,0.9851668616661998
ATSC0d,17.096774193548384
ATSC0i,44.91669516500532
ATSC0m,1088.0904281935482
ATSC0p,7.186473683440839
ATSC0s,56.62186379928314
ATSC0v,1526.7819592273047
ATSC1Z,-0.27367325702391776
ATSC1c,-0.5462164874577984
ATSC1d,6.254942767950048
ATSC1i,0.0917702779217845
ATSC1m,1.3284224776271358
ATSC1p,0.21183381772891252
ATSC1s,-7.722569083131001
ATSC1v,59.73680427753094
ATSC2Z,3.251821019771069
ATSC2c,0.09241446979094035
ATSC2d,-1.188345473465143
ATSC2i,-6.277917992777512
ATSC2m,14.22042120395394
ATSC2p,0.09364450250739337
ATSC2s,18.281940108683095
ATSC2v,-21.71661348508355
ATSC3Z,-41.37148803329865
ATSC3c,-0.2609241543689229
ATSC3d,-6.4162330905306995
ATSC3i,-16.098125618662735
ATSC3m,-197.07182492924062
ATSC3p,-1.936203494501808
ATSC3s,-5.419007977800902
ATSC3v,-348.8187578236962
ATSC4Z,-26.579604578563995
ATSC4c,0.5743091468715372
ATSC4d,-4.780437044745058
ATSC4i,-5.2133765566829755
ATSC4m,-137.1026738834547
ATSC4p,-2.2427490272626986
ATSC4s,4.810238177824022
ATSC4v,-468.34507330285334
ATSC5Z,-42.20915712799166
ATSC5c,-0.45252295046259877
ATSC5d,-0.45473465140478697
ATSC5i,11.909683195364552
ATSC5m,-188.37776932882412
ATSC5p,1.5149398327198103
ATSC5s,-20.328303850156086
ATSC5v,160.90938100424086
ATSC6Z,-5.955254942767951
ATSC6c,0.08045608383525081
ATSC6d,-0.9781477627471384
ATSC6i,-1.539038502543424
ATSC6m,-30.75065308532773
ATSC6p,-1.14509826325152
ATSC6s,-0.3291131922765632
ATSC6v,-128.32497694802072
ATSC7Z,20.89698231009365
ATSC7c,-0.19473148342038213
ATSC7d,-3.6722164412070737
ATSC7i,-5.154439694581092
ATSC7m,100.42816181685757
ATSC7p,-0.5251606239399997
ATSC7s,-9.18938605619147
ATSC7v,55.541480205329236
ATSC8Z,-13.738813735691982
ATSC8c,0.421709206349758
ATSC8d,-5.825182101977104
ATSC8i,-6.2917018459383485
ATSC8m,-75.61588116649317
ATSC8p,-1.2022993723549713
ATSC8s,10.682506648167417
ATSC8v,-319.40353485287903
AXp-0d,0.719878842100756
AXp-1d,0.4580372947582755
AXp-2d,0.29980062122983553
AXp-3d,0.1912587279674727
AXp-4d,0.12689421126536857
AXp-5d,0.08397848813597973
AXp-6d,0.05583366515955791
AXp-7d,0.03720862712856277
GATS1Z,0.7721130868709589
GATS1c,1.490903565944176
GATS1d,0.7402712264150945
GATS1i,1.0924739826813734
GATS1m,0.774155033917745
GATS1p,0.9744943044960146
GATS1s,0.7710599976262068
GATS1v,0.8743051282261101
GATS2Z,0.8392746696654487
GATS2c,0.892739650521811
GATS2d,1.2107547169811321
GATS2i,1.1286193236598365
GATS2m,0.8420247917455511
GATS2p,0.9806005523183535
GATS2s,0.46522076277892077
GATS2v,0.9362434280921524
GATS3Z,0.9740318098231613
GATS3c,1.0653353327408017
GATS3d,1.2944633467367772
GATS3i,1.2385938650741941
GATS3m,0.9769952688350829
GATS3p,1.0923355518648665
GATS3s,0.740701345668411
GATS3v,1.0486001519742782
GATS4Z,1.0008873348327245
GATS4c,0.728205891805147
GATS4d,1.1378242924528303
GATS4i,1.0824672774934256
GATS4m,1.0059955125108786
GATS4p,1.0919296041756064
GATS4s,0.887305398401646
GATS4v,1.0867737513765074
GATS5Z,1.0852510810340448
GATS5c,1.1729155379756189
GATS5d,0.9887690925426775
GATS5i,0.8266482735565205
GATS5m,1.0789224008632063
GATS5p,0.8592923019139106
GATS5s,1.306705400944996
GATS5v,0.9190984246045155
GATS6Z,0.9566923096582926
GATS6c,0.8071614209993205
GATS6d,0.9252144082332762
GATS6i,0.981939197050812
GATS6m,0.9615657778059064
GATS6p,1.0727679872298463
GATS6s,0.8430462242299559
GATS6v,1.0454991317958928
GATS7Z,0.9778464998594325
GATS7c,1.0837623614736502
GATS7d,1.0352830188679245
GATS7i,0.9536731820923515
GATS7m,0.9747076600616389
GATS7p,1.0222301710837782
GATS7s,1.2704162050957433
GATS7v,0.9698433718392806
GATS8Z,1.1182555904231477
GATS8c,0.8534249486745604
GATS8d,1.0907700152983173
GATS8i,0.9893631366662919
GATS8m,1.119524490303066
GATS8p,1.0968019863725205
GATS8s,1.0670200981167908
GATS8v,1.1322970531718717
MATS1Z,-0.0011552923812200638
MATS1c,-0.5371143131325007
MATS1d,0.35442216981132063
MATS1i,0.0019792742188653447
MATS1m,0.0011827227240090877
MATS1p,0.028555592069827048
MATS1s,-0.13212632536793806
MATS1v,0.037903270204440835
MATS2Z,0.008785493393308964
MATS2c,0.058159661575986635
MATS2d,-0.043094339622641614
MATS2i,-0.08665617853725273
MATS2m,0.008102875384253583
MATS2p,0.008079009833204498
MATS2s,0.2001842063617663
MATS2v,-0.008818744732591682
MATS3Z,-0.09161800559506311
MATS3c,-0.134597300133492
MATS3d,-0.1907206928549336
MATS3i,-0.18213750207157967
MATS3m,-0.09204313602701263
MATS3p,-0.13692004048730064
MATS3s,-0.0486370794299783
MATS3v,-0.11610600189935341
MATS4Z,-0.05610196443632275
MATS4c,0.2823694176491249
MATS4d,-0.135436320754717
MATS4i,-0.05622028202134352
MATS4m,-0.0610327100961186
MATS4p,-0.1511633671717894
MATS4s,0.04114945996201928
MATS4v,-0.14858352465461366
MATS5Z,-0.09050564279689947
MATS5c,-0.22602264845459993
MATS5d,-0.01308775082359989
MATS5i,0.1304708701509001
MATS5m,-0.0851894480470367
MATS5p,0.10372911906320058
MATS5s,-0.17665995975855134
MATS5v,0.05185916131914018
MATS6Z,-0.014626728346154834
MATS6c,0.04603075508307978
MATS6d,-0.032246998284734145
MATS6i,-0.019312597729713825
MATS6m,-0.015928994351354055
MATS6p,-0.08981025319727876
MATS6s,-0.003276122516508649
MATS6v,-0.047373249948085366
MATS7Z,0.05645768906381784
MATS7c,-0.12255134071038677
MATS7d,-0.13316981132075467
MATS7i,-0.07114843598578227
MATS7m,0.0572245272204306
MATS7p,-0.04530728159389916
MATS7s,-0.10062225035606905
MATS7v,0.022554443690657597
MATS8Z,-0.0501599434689117
MATS8c,0.35864374188025333
MATS8d,-0.28546659867414576
MATS8i,-0.11736005624537346
MATS8m,-0.05822479891484554
MATS8p,-0.1401705413447467
MATS8s,0.15806982801760458
MATS8v,-0.17527608668780295
MAXsOH,9.079739071554547
MAXssO,5.113918414588057
MINsOH,9.079739071554547
MINssO,5.113918414588057
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,22.939046423684836
SpAD_D,143.5118014901468
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,364
TMWC10,107.5601282830935
TSRW10,50.58302937237151
VE1_Dt,4.203247852176797
VE2_Dt,0.23351376956537762
VE3_Dt,2.023644189487822
VR1_Dt,85.18144009499588
VR2_Dt,4.732302227499771
VR3_Dt,5.032570235746359
Xc-3dv,0.34135582883348076
Xc-4dv,0.0
Xc-5dv,0.03400949025070158
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.2248892177291057
Xp-0dv,9.882512329944692
Xp-1dv,5.43882085291325
Xp-2dv,3.7076922103074015
Xp-3dv,2.506217979379142
Xp-4dv,1.6349408354112145
Xp-5dv,1.0448399707629308
Xp-6dv,0.4789002756395794
Xp-7dv,0.26415116768246844
Xpc-4d,2.2634980322415212
Xpc-5d,3.4511783722506992
Xpc-6d,4.759855794571798
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,32
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,6.435649441644531
AATS0dv,8.580645161290322
AATS0pe,6.409593548387098
AATS0se,7.844001290322583
AATS1dv,7.96875
AATS1pe,6.5965781250000015
AATS1se,7.867114375000002
AATS2dv,6.86
AATS2pe,6.515672000000003
AATS2se,7.860446160000001
AATS3dv,5.491803278688525
AATS3pe,6.387622950819673
AATS3se,7.777169114754096
AATS4dv,4.765625
AATS4pe,6.364606250000001
AATS4se,7.804705375000001
AATS5dv,3.8253968253968256
AATS5pe,6.232420634920635
AATS5se,7.740707619047619
AATS6dv,4.0181818181818185
AATS6pe,6.123445454545453
AATS6se,7.596691563636366
AATS7dv,3.9
AATS7pe,6.188630000000002
AATS7se,7.72466432
AATS8dv,3.675675675675676
AATS8pe,6.365275675675677
AATS8se,7.915697621621623
AATSC0Z,7.4027055150884475
AATSC0c,0.03177957618278064
AATSC0d,0.5515088449531736
AATSC0i,1.4489256504840426
AATSC0m,35.09969123204994
AATSC0p,0.23182173172389806
AATSC0s,1.8265117354607465
AATSC0v,49.25103094281628
AATSC1Z,-0.00855228928199743
AATSC1c,-0.0170692652330562
AATSC1d,0.195466961498439
AATSC1i,0.0028678211850557654
AATSC1m,0.041513202425847995
AATSC1p,0.006619806804028516
AATSC1s,-0.24133028384784377
AATSC1v,1.866775133672842
AATSC2Z,0.06503642039542137
AATSC2c,0.0018482893958188071
AATSC2d,-0.023766909469302863
AATSC2i,-0.12555835985555025
AATSC2m,0.2844084240790788
AATSC2p,0.0018728900501478673
AATSC2s,0.3656388021736619
AATSC2v,-0.434332269701671
AATSC3Z,-0.6782211152999779
AATSC3c,-0.0042774451535889
AATSC3d,-0.10518414902509343
AATSC3i,-0.26390369866660224
AATSC3m,-3.230685654577715
AATSC3p,-0.03174104089347227
AATSC3s,-0.08883619635739184
AATSC3v,-5.7183402921917414
AATSC4Z,-0.4153063215400624
AATSC4c,0.008973580419867769
AATSC4d,-0.07469432882414154
AATSC4i,-0.08145900869817149
AATSC4m,-2.14222927942898
AATSC4p,-0.035042953550979666
AATSC4s,0.07515997152850035
AATSC4v,-7.317891770357083
AATSC5Z,-0.6699866210792327
AATSC5c,-0.007182903975596806
AATSC5d,-0.007218010339758523
AATSC5i,0.18904259040261195
AATSC5m,-2.990123322679748
AATSC5p,0.02404666401142556
AATSC5s,-0.32267148968501724
AATSC5v,2.554117158797474
