DLiP-ID,P0007T
AMID,2.012305108533764
BIC0,0.25834449549778193
BIC1,0.6393117982026448
BIC2,0.8058609102729063
BIC3,0.8736117409169998
BIC4,0.887431643578125
BIC5,0.887431643578125
CIC0,4.088697173232132
CIC1,1.8383649956504344
CIC2,0.8545776118556576
CIC3,0.4543808674793963
CIC4,0.37274821441817085
CIC5,0.37274821441817085
GGI1,5.5
GGI2,4.000000000000002
GGI3,3.354166666666667
GGI4,2.322777777777778
GGI5,0.7952777777777778
GGI6,0.4833106575963719
GGI7,0.3663548752834467
GGI8,0.3842592592592592
GGI9,0.34314043209876555
JGI1,0.18965517241379312
JGI2,0.09523809523809527
JGI3,0.07136524822695035
JGI4,0.05049516908212561
JGI5,0.022722222222222224
JGI6,0.017261094914156137
JGI7,0.013084102688694524
JGI8,0.012808641975308642
JGI9,0.011438014403292179
MIC0,14.174452357374532
MIC1,33.88742268896863
MIC2,40.063833460130354
MIC3,41.52821137029837
MIC4,41.610497084584075
MIC5,41.610497084584075
MPC2,42
MPC3,58
MPC4,78
MPC5,90
MPC6,87
MPC7,86
MPC8,89
MPC9,102
Mare,0.9880816326530611
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.19428507889222804
RPCG,0.11219963522547817
SIC0,0.27178834049323014
SIC1,0.6725805880107537
SIC2,0.8477966563577025
SIC3,0.9190731346597306
SIC4,0.9336122035212827
SIC5,0.9336122035212827
SaaN,0
SaaO,0
SaaS,0
Sare,48.416
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,20.39758320488434
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,74.77462087327069
TIC1,185.0408975747739
TIC2,233.24647938071797
TIC3,252.8561198551548
TIC4,256.8561198551548
TIC5,256.8561198551548
Vabc,335.4290702772455
WPol,47
apol,55.14744599999999
bpol,24.946553999999995
nRot,5
ABCGG,17.690817157939183
ATS0Z,1132.0
ATS0d,164.0
ATS0i,7895.1550912534785
ATS0m,4468.164051000001
ATS0p,73.341199906678
ATS0s,271.55555555555554
ATS0v,10929.888768517185
ATS1Z,1254.0
ATS1d,204.0
ATS1i,7452.544769507101
ATS1m,4749.574484999999
ATS1p,93.852538152
ATS1s,175.58333333333334
ATS1v,13792.033175288945
ATS2Z,1863.0
ATS2d,330.0
ATS2i,12979.69673948924
ATS2m,7032.804309999999
ATS2p,140.246340163339
ATS2s,279.27777777777777
ATS2v,20205.788629273575
ATS3Z,2201.0
ATS3d,369.0
ATS3i,16580.869441206443
ATS3m,8157.734378999999
ATS3p,164.292683479339
ATS3s,374.49999999999994
ATS3v,23609.728853447938
ATS4Z,2351.0
ATS4d,370.0
ATS4i,19067.224578184094
ATS4m,8525.077006
ATS4p,172.553289725943
ATS4s,449.44444444444446
ATS4v,24509.87135240071
ATS5Z,2071.0
ATS5d,335.0
ATS5i,21883.82655936329
ATS5m,7112.715219
ATS5p,163.975417521339
ATS5s,506.80555555555554
ATS5v,22285.271976666925
ATS6Z,1673.0
ATS6d,293.0
ATS6i,23425.480513020353
ATS6m,5699.040848
ATS6p,138.955728218205
ATS6s,495.6666666666667
ATS6v,18197.46012939137
ATS7Z,1419.0
ATS7d,257.0
ATS7i,17076.622969283962
ATS7m,5101.92308
ATS7p,114.339520141111
ATS7s,333.6111111111111
ATS7v,15427.685751545769
ATS8Z,1427.0
ATS8d,246.0
ATS8i,12808.084146405383
ATS8m,5228.155922
ATS8p,110.814587634433
ATS8s,268.16666666666663
ATS8v,15624.070952547687
C1SP1,0
C1SP2,1
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,1
C3SP2,5
C3SP3,0
C4SP3,0
FCSP3,0.23809523809523808
GGI10,0.19355371900826449
JGI10,0.008415379087315846
JGT10,0.49248314025195394
Kier1,21.702734839476815
Kier2,9.212018140589569
Kier3,4.451843043995244
MAXdO,12.720386747291508
MID_C,43.22214333027994
MID_N,4.049202605325345
MID_O,7.060891994806345
MID_X,0.0
MID_h,11.110094600131688
MINdO,11.877240998037875
MPC10,105
MWC01,29.0
MWC02,4.962844630259907
MWC03,5.8377304471659395
MWC04,6.744059186311348
MWC05,7.636752112435779
MWC06,8.544224530467268
MWC07,9.441531454869693
MWC08,10.348205424565993
MWC09,11.24738315586432
MWC10,12.153278225016356
NaaCH,5
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.5825200000000015
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.424950017481403
SRW05,2.3978952727983707
SRW06,6.9726062513017535
SRW07,4.844187086458591
SRW08,8.618123909994678
SRW09,7.034387929915503
SRW10,10.315564090231947
SaaCH,8.31901597013558
SaaNH,2.999970395565634
SaaSe,0
SaaaC,1.2652652348052786
SaasC,2.7136544549459423
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.4531998674125295
SdssS,0
SsCH3,5.134508355518005
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.777043650793651
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.673214566099034
VE1_D,5.1340250233467986
VE2_A,0.1730820209666309
VE2_D,0.1901490749387703
VE3_A,2.5350989518094975
VE3_D,2.629141729492309
VR1_A,171.966655642477
VR1_D,161.62815218828368
VR2_A,6.3691353941658155
VR2_D,5.9862278588253215
VR3_A,6.140552368486226
VR3_D,6.078550113010552
WPath,1862
Xc-3d,2.073279554268149
Xc-4d,0.0
Xc-5d,0.6625289945410775
Xc-6d,0.0
Xp-0d,19.714813991764817
Xp-1d,12.845443010499075
Xp-2d,11.789051246976497
Xp-3d,9.92666224581519
Xp-4d,8.725988285858726
Xp-5d,6.700085084114352
Xp-6d,4.172897472324391
Xp-7d,2.671478001003846
ZMIC0,89.49999476876577
ZMIC1,42.781566995322834
ZMIC2,27.779715935185365
ZMIC3,24.00902404460968
ZMIC4,23.713945689988034
ZMIC5,23.713945689988034
nAcid,0
nAtom,49
nBase,0
nRing,3
piPC1,3.6888794541139363
piPC2,4.353498551059343
piPC3,5.001426355010946
piPC4,5.6206272893567455
piPC5,6.0844994130751715
piPC6,6.320936895144566
piPC7,6.546650896692391
piPC8,6.812903587805836
piPC9,7.185247919732795
AATS0Z,23.102040816326532
AATS0d,3.3469387755102042
AATS0i,161.12561410721383
AATS0m,91.1870214489796
AATS0p,1.4967591817689387
AATS0s,5.541950113378684
AATS0v,223.0589544595344
AATS1Z,24.58823529411765
AATS1d,4.0
AATS1i,146.12832881386473
AATS1m,93.12891147058822
AATS1p,1.840245846117647
AATS1s,3.44281045751634
AATS1v,270.4320230448813
AATS2Z,21.662790697674417
AATS2d,3.8372093023255816
AATS2i,150.9267062731307
AATS2m,81.77679430232557
AATS2p,1.630771397248128
AATS2s,3.2474160206718348
AATS2v,234.95103057294855
AATS3Z,20.37962962962963
AATS3d,3.4166666666666665
AATS3i,153.52656890005966
AATS3m,75.53457758333332
AATS3p,1.5212285507346204
AATS3s,3.467592592592592
AATS3v,218.60860049488832
AATS4Z,19.11382113821138
AATS4d,3.008130081300813
AATS4i,155.0180860014967
AATS4m,69.30956915447155
AATS4p,1.4028722741946584
AATS4s,3.654019873532069
AATS4v,199.26724676748546
AATS5Z,15.227941176470589
AATS5d,2.463235294117647
AATS5i,160.91048940708302
AATS5m,52.29937661029412
AATS5p,1.2057015994216105
AATS5s,3.7265114379084965
AATS5v,163.86229394608034
AATS6Z,12.035971223021583
AATS6d,2.1079136690647484
AATS6i,168.52863678431908
AATS6m,41.0002938705036
AATS6p,0.9996814979726978
AATS6s,3.565947242206235
AATS6v,130.91697934813934
AATS7Z,13.776699029126213
AATS7d,2.495145631067961
AATS7i,165.79245601246566
AATS7m,49.53323378640776
AATS7p,1.1100924285544758
AATS7s,3.238942826321467
AATS7v,149.78335681112398
AATS8Z,17.617283950617285
AATS8d,3.037037037037037
AATS8i,158.12449563463434
AATS8m,64.54513483950618
AATS8p,1.3680813288201605
AATS8s,3.310699588477366
AATS8v,192.88976484626775
AMID_C,1.6008201233437016
AMID_N,0.14997046686390167
AMID_O,0.2615145183261609
AMID_X,0.0
AMID_h,0.41148498519006255
ATS0dv,386.0
ATS0pe,308.8501
ATS0se,379.9671799999999
ATS1dv,389.0
ATS1pe,332.1405
ATS1se,397.1866759999999
ATS2dv,558.0
ATS2pe,540.9695999999999
ATS2se,656.774248
ATS3dv,588.0
ATS3pe,689.9762
ATS3se,839.67002
ATS4dv,551.0
ATS4pe,792.3722
ATS4se,964.993216
ATS5dv,445.0
ATS5pe,867.1147
ATS5se,1068.9186679999998
ATS6dv,429.0
ATS6pe,845.7818000000001
ATS6se,1068.271408
ATS7dv,398.0
ATS7pe,617.4597
ATS7se,779.101304
ATS8dv,378.0
ATS8pe,505.2776
ATS8se,624.007232
ATSC0Z,363.91836734693874
ATSC0c,1.340901508837264
ATSC0d,33.38775510204082
ATSC0i,71.18533848566332
ATSC0m,1728.1351144897958
ATSC0p,11.275061124577672
ATSC0s,105.02267573696146
ATSC0v,2443.1580277225876
ATSC1Z,-5.3436068304873
ATSC1c,-0.7804791396986769
ATSC1d,18.31070387338609
ATSC1i,5.615537992651599
ATSC1m,-18.237567203665463
ATSC1p,1.291394789555112
ATSC1s,-12.419859780646954
ATSC1v,200.77936732653583
ATSC2Z,114.98000832986256
ATSC2c,0.04300152043702776
ATSC2d,7.401082882132442
ATSC2i,2.539264803228094
ATSC2m,545.7594207117866
ATSC2p,1.5896569283867128
ATSC2s,11.739113332407797
ATSC2v,585.3462582510438
ATSC3Z,9.95543523531862
ATSC3c,0.1446246249304218
ATSC3d,-15.773011245314457
ATSC3i,2.741631275415768
ATSC3m,49.4569471449393
ATSC3p,0.07301704697204328
ATSC3s,-17.67809708917581
ATSC3v,66.00618340857227
ATSC4Z,-135.44814660558103
ATSC4c,0.029076894002372258
ATSC4d,-38.46314035818409
ATSC4i,-53.40321851900807
ATSC4m,-660.3881168417329
ATSC4p,-8.052646584722549
ATSC4s,-20.801818686658343
ATSC4v,-1542.9908746305389
ATSC5Z,-334.4060807996668
ATSC5c,-0.03312920700171783
ATSC5d,-9.423157017909205
ATSC5i,-43.58971005065888
ATSC5m,-1600.9642854614744
ATSC5p,-9.325450551605726
ATSC5s,-26.18368503864132
ATSC5v,-2314.815152088217
ATSC6Z,62.90503956684718
ATSC6c,-0.3694078433781177
ATSC6d,25.14493960849646
ATSC6i,30.213924560946076
ATSC6m,309.13513928404853
ATSC6p,4.649149046004543
ATSC6s,16.810958396964228
ATSC6v,852.5713104431345
ATSC7Z,238.35526863806746
ATSC7c,0.4381955992441767
ATSC7d,20.531861724281548
ATSC7i,36.00217999932858
ATSC7m,1142.5517649092046
ATSC7p,7.1011251494179755
ATSC7s,21.840089777407567
ATSC7v,1745.8954730294813
ATSC8Z,59.86963765097876
ATSC8c,0.01306094091338669
ATSC8d,-0.13077884214910554
ATSC8i,16.69330562964175
ATSC8m,295.16412394543937
ATSC8p,3.2345037988416205
ATSC8s,-16.05789254477301
ATSC8v,679.8257687974616
AXp-0d,0.7301782959912896
AXp-1d,0.44294631070686463
AXp-2d,0.28069169635658325
AXp-3d,0.17114934906577914
AXp-4d,0.11187164469049649
AXp-5d,0.0744453898234928
AXp-6d,0.047964338762349325
AXp-7d,0.03106369768609123
GATS1Z,0.8275934869237063
GATS1c,1.486390438987748
GATS1d,0.6342585934129152
GATS1i,1.0925125533857558
GATS1m,0.8294964058849956
GATS1p,0.9533098328952041
GATS1s,0.7527786068545954
GATS1v,0.8970366837421285
GATS2Z,0.6763591974709695
GATS2c,0.7190489271119392
GATS2d,1.153465628020697
GATS2i,1.0792025394412341
GATS2m,0.6831176858150795
GATS2p,0.9624862734446943
GATS2s,0.5280513370272828
GATS2v,0.8647602110047172
GATS3Z,0.8994691191864813
GATS3c,0.9154685774984163
GATS3d,1.4642760119532736
GATS3i,1.0513710531788756
GATS3m,0.9003846443475714
GATS3p,1.0087874395224852
GATS3s,1.0011359410798035
GATS3v,0.95519646564211
GATS4Z,1.0857433607983458
GATS4c,1.1234649006373585
GATS4d,1.6071322082413977
GATS4i,1.360810102356697
GATS4m,1.088718761279381
GATS4p,1.2659736472384495
GATS4s,1.1059167998567603
GATS4v,1.1932747872013973
GATS5Z,1.3315849893120102
GATS5c,1.2678400493513682
GATS5d,0.9778153315115777
GATS5i,1.2466350591233408
GATS5m,1.3300911996835831
GATS5p,1.2295436403314064
GATS5s,1.2627991820716196
GATS5v,1.2623786555878727
GATS6Z,1.0214955895310671
GATS6c,1.1750317944368882
GATS6d,0.5326555381611581
GATS6i,0.7653184604483093
GATS6m,1.0146719335098406
GATS6p,0.7668544324158976
GATS6s,1.1700111140710663
GATS6v,0.835886615310093
GATS7Z,0.7299193769682082
GATS7c,0.7452830253380504
GATS7d,0.6350796401357799
GATS7i,0.6760103123661559
GATS7m,0.7263458182982772
GATS7p,0.6535250359804777
GATS7s,0.9376307661025334
GATS7v,0.6576963177087408
GATS8Z,0.8695478789691442
GATS8c,0.8895197627230991
GATS8d,1.1447976093452865
GATS8i,0.85233020856106
GATS8m,0.8656822717785736
GATS8p,0.8211622267247488
GATS8s,1.134851919824391
GATS8v,0.8119617723083787
MATS1Z,-0.014107706788412996
MATS1c,-0.5592298238687873
MATS1d,0.5269188359940552
MATS1i,0.07579258497950105
MATS1m,-0.010139466725071105
MATS1p,0.11004391399056446
MATS1s,-0.11362123819623932
MATS1v,0.07895750682442865
MATS2Z,0.18001802351664634
MATS2c,0.0182719358088882
MATS2d,0.12630067663615166
MATS2i,0.02032427522182775
MATS2m,0.17993728985826943
MATS2p,0.08033080721383565
MATS2s,0.06368686120574732
MATS2v,0.1365082554554107
MATS3Z,0.01241162371433794
MATS3c,0.048934785698458654
MATS3d,-0.21433826858643487
MATS3i,0.01747393902041445
MATS3m,0.012984401454143226
MATS3p,0.0029381751707323197
MATS3s,-0.07637034638006247
MATS3v,0.01225759837882071
MATS4Z,-0.14827231213092754
MATS4c,0.008638574885750112
MATS4d,-0.4589321565587294
MATS4i,-0.29886003717227483
MATS4m,-0.15223430316000547
MATS4p,-0.2845186260331762
MATS4s,-0.07890584886632632
MATS4v,-0.2515954410749968
MATS5Z,-0.331075742881271
MATS5c,-0.00890166677147002
MATS5d,-0.10168722134330505
MATS5i,-0.22062290431275075
MATS5m,-0.333780622694593
MATS5p,-0.29799439142977724
MATS5s,-0.08982657917965851
MATS5v,-0.34136730955348826
MATS6Z,0.060934428769232295
MATS6c,-0.09711593876098083
MATS6d,0.26548785421540516
MATS6i,0.14962283034993162
MATS6m,0.06305970850798893
MATS6p,0.1453569642236939
MATS6s,0.05642748243378739
MATS6v,0.1230156696935962
MATS7Z,0.3115872196596497
MATS7c,0.15546405364791982
MATS7d,0.2925499086096802
MATS7i,0.2406008181409667
MATS7m,0.31452635788895944
MATS7p,0.29961745935069184
MATS7s,0.09893049809818583
MATS7v,0.3399582112069344
MATS8Z,0.09952076721554813
MATS8c,0.005892351503526621
MATS8d,-0.002369525189411108
MATS8i,0.14186094594468046
MATS8m,0.10332298295556344
MATS8p,0.1735400913530877
MATS8s,-0.09249463216860389
MATS8v,0.16832829514191833
MAXsOH,10.223335711223067
MINsOH,10.174247493661273
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.08591011463888
SpAD_D,283.16359431696105
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.581864188768049
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,793
TMWC10,132.9160091669566
TSRW10,76.68525200208796
VE1_Dt,5.136956422938146
VE2_Dt,0.19025764529400543
VE3_Dt,2.629712541480681
VR1_Dt,159.32655453522628
VR2_Dt,5.900983501304677
VR3_Dt,6.064207671170582
Xc-3dv,0.8548025824274994
Xc-4dv,0.0
Xc-5dv,0.1956070751391388
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.3484417553122298
Xch-7d,0.7819655067179909
Xp-0dv,15.51188868024887
Xp-1dv,8.777929377309441
Xp-2dv,6.509463305202899
Xp-3dv,4.755873438557078
Xp-4dv,3.5592444731688233
Xp-5dv,2.2269779779729477
Xp-6dv,1.0953542657086013
Xp-7dv,0.5862783070171228
Xpc-4d,5.082459688100968
Xpc-5d,8.975535812148701
Xpc-6d,14.147194771702718
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,51
nFRing,1
nHBAcc,4
nHBDon,4
nHRing,1
nSpiro,0
naRing,3
piPC10,7.190163704545514
AATS0dv,7.877551020408164
AATS0pe,6.303063265306123
AATS0se,7.7544322448979575
AATS1dv,7.627450980392157
AATS1pe,6.512558823529411
AATS1se,7.787974039215685
AATS2dv,6.488372093023256
AATS2pe,6.290344186046511
AATS2se,7.636909860465115
AATS3dv,5.444444444444445
AATS3pe,6.388668518518518
AATS3se,7.774722407407408
AATS4dv,4.479674796747967
AATS4pe,6.442050406504065
AATS4se,7.8454733008130075
AATS5dv,3.2720588235294117
AATS5pe,6.375843382352941
AATS5se,7.859696088235292
AATS6dv,3.0863309352517985
AATS6pe,6.084761151079137
AATS6se,7.68540581294964
AATS7dv,3.8640776699029127
AATS7pe,5.994754368932039
AATS7se,7.564090330097088
AATS8dv,4.666666666666667
AATS8pe,6.2379950617283955
AATS8se,7.703792987654322
AATSC0Z,7.426905456059974
AATSC0c,0.027365336915046203
AATSC0d,0.6813827571845066
AATSC0i,1.4527620099114964
AATSC0m,35.26806356101624
AATSC0p,0.2301032882566872
AATSC0s,2.1433199129992135
AATSC0v,49.86036791270587
AATSC1Z,-0.10477660451935882
AATSC1c,-0.015303512543111311
AATSC1d,0.35903340928208016
AATSC1i,0.11010858809120783
AATSC1m,-0.3575993569346169
AATSC1p,0.025321466461864943
AATSC1s,-0.24352666236562656
AATSC1v,3.936850339735997
AATSC2Z,1.3369768410449134
AATSC2c,0.0005000176795003228
AATSC2d,0.0860591032806098
AATSC2i,0.029526334921256905
AATSC2m,6.346039775718449
AATSC2p,0.01848438288821759
AATSC2s,0.13650131781869532
AATSC2v,6.806351840128416
AATSC3Z,0.09217995588257981
AATSC3c,0.0013391168975039056
AATSC3d,-0.1460464004195783
AATSC3i,0.02538547477236822
AATSC3m,0.457934695786475
AATSC3p,0.0006760837682596601
AATSC3s,-0.1636860841590353
AATSC3v,0.6111683648941877
AATSC4Z,-1.1012044439478132
AATSC4c,0.0002363975122144086
AATSC4d,-0.31270845819661863
AATSC4i,-0.43417250828461845
AATSC4m,-5.369009080014089
AATSC4p,-0.06546867142050852
AATSC4s,-0.1691204771273036
AATSC4v,-12.544641257158853
AATSC5Z,-2.4588682411740206
AATSC5c,-0.00024359711030674873
AATSC5d,-0.06928791924933239
AATSC5i,-0.3205125739019035
AATSC5m,-11.771796216628488
AATSC5p,-0.0685694893500421
