DLiP-ID,C005DD
ATS1m,4659.0740928352025
ATS1p,88.71629062600005
ATS1s,160.11111111111114
ATS1v,13171.765982889276
ATS2Z,1755.0
ATS2d,297.0
ATS2i,10665.772362042995
ATS2m,6667.418255670398
ATS2p,129.91366188999996
ATS2s,249.72222222222226
ATS2v,18962.916305545376
ATS3Z,1968.0
ATS3d,340.0
ATS3i,15057.496044224144
ATS3m,7322.271394521599
ATS3p,146.40939681564095
ATS3s,324.49999999999994
ATS3v,20921.8131534714
ATS4Z,1897.0
ATS4d,328.0
ATS4i,15727.940717465039
ATS4m,6978.848705883199
ATS4p,142.022393806339
ATS4s,338.33333333333337
ATS4v,20085.081932760884
ATS5Z,1893.0
ATS5d,331.0
ATS5i,16225.163807453888
ATS5m,6939.4007206864
ATS5p,148.03445495388596
ATS5s,334.9444444444444
ATS5v,20845.184736348267
ATS6Z,1965.0
ATS6d,327.0
ATS6i,16081.68266592884
ATS6m,7259.7975480959985
ATS6p,154.42590932603696
ATS6s,341.38888888888886
ATS6v,21746.256263227155
ATS7Z,1907.0
ATS7d,304.0
ATS7i,16511.68457936189
ATS7m,7003.336543127997
ATS7p,149.34438145188602
ATS7s,368.1111111111111
ATS7v,20829.211184340056
ATS8Z,1518.0
ATS8d,247.0
ATS8i,15658.473283802283
ATS8m,5472.607952988799
ATS8p,122.72820753128198
ATS8s,354.6111111111111
ATS8v,16737.51646948199
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,16
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.047619047619047616
GGI10,0.03295582083460871
JGI10,0.004707974404944102
JGT10,0.350631582666044
Kier1,19.322235434007133
Kier2,9.0
Kier3,4.54320987654321
MAXsF,13.595048354256509
MID_C,44.17109842435469
MID_N,6.169153821170584
MID_O,1.8042549385950177
MID_X,1.7642116614727246
MID_h,9.737620421238326
MINsF,13.595048354256509
MPC10,133
MWC01,29.0
MWC02,4.9344739331306915
MWC03,5.7899601708972535
MWC04,6.668228248417403
MWC05,7.541683099882111
MWC06,8.428799040653642
MWC07,9.310638093291546
MWC08,10.202295007771328
MWC09,11.08896537422582
MWC10,11.983210304672596
NaaCH,13
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.676000000000004
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.389071729816501
SRW05,0.0
SRW06,6.914730892718563
SRW07,0.0
SRW08,8.536799721055155
SRW09,0.0
SRW10,10.207621055054725
SaaCH,22.54254135897038
SaaNH,0
SaaSe,0
SaaaC,1.3668979381876212
SaasC,1.6847236056191692
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.2676651077097505
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.352515145220571
VE1_D,5.021408435851871
VE2_A,0.16740442866232966
VE2_D,0.19313109368661044
VE3_A,2.426265317341686
VE3_D,2.5692219042908313
VR1_A,236.1345168579112
VR1_D,158.91587924780333
VR2_A,9.082096802227353
VR2_D,6.11214920183859
VR3_A,6.4199130743584
VR3_D,6.023886445910768
WPath,1584
Xc-3d,1.426830993353816
Xc-4d,0.0
Xc-5d,0.3487731593071871
Xc-6d,0.0
Xp-0d,17.932510652501772
Xp-1d,12.720346690612276
Xp-2d,11.244162959147111
Xp-3d,9.645123618135761
Xp-4d,8.315714553134809
Xp-5d,6.830958488561934
Xp-6d,4.4949731948719345
Xp-7d,3.3200882294857093
ZMIC0,79.38014325019596
ZMIC1,54.31711736928632
ZMIC2,28.235443710096963
ZMIC3,23.271470736803195
ZMIC4,23.10993181190897
ZMIC5,23.10993181190897
nAcid,0
nAtom,42
nBase,0
nRing,4
piPC1,3.7256934272366524
piPC2,4.363098624788363
piPC3,4.980176086611547
piPC4,5.582556017222057
piPC5,6.168040462605857
piPC6,6.383823307710846
piPC7,6.818684965655234
piPC8,7.279124851083635
piPC9,7.721500972464499
AATS0Z,25.333333333333332
AATS0d,3.6666666666666665
AATS0i,160.57355581786868
AATS0m,101.22140564642311
AATS0p,1.6729561780377142
AATS0s,5.082671957671958
AATS0v,250.34695595100865
AATS1Z,26.866666666666667
AATS1d,4.333333333333333
AATS1i,144.90448430240104
AATS1m,103.53497984078227
AATS1p,1.9714731250222233
AATS1s,3.5580246913580256
AATS1v,292.7059107308728
AATS2Z,24.375
AATS2d,4.125
AATS2i,148.13572725059714
AATS2m,92.60303132875553
AATS2p,1.8043564151388882
AATS2s,3.468364197530865
AATS2v,263.3738375770191
AATS3Z,20.5
AATS3d,3.5416666666666665
AATS3i,156.84891712733483
AATS3m,76.27366035959999
AATS3p,1.5250978834962599
AATS3s,3.3802083333333326
AATS3v,217.93555368199375
AATS4Z,19.161616161616163
AATS4d,3.313131313131313
AATS4i,158.8680880552024
AATS4m,70.49342127154746
AATS4p,1.4345696344074648
AATS4s,3.417508417508418
AATS4v,202.87961548243317
AATS5Z,18.558823529411764
AATS5d,3.2450980392156863
AATS5i,159.07023340641067
AATS5m,68.03334039888627
AATS5p,1.4513181858224113
AATS5s,3.2837690631808276
AATS5v,204.3645562387085
AATS6Z,19.07766990291262
AATS6d,3.174757281553398
AATS6i,156.13284141678486
AATS6m,70.48347134073785
AATS6p,1.49928067306832
AATS6s,3.31445523193096
AATS6v,211.12870158472967
AATS7Z,18.16190476190476
AATS7d,2.895238095238095
AATS7i,157.25413885106562
AATS7m,66.6984432678857
AATS7p,1.4223274423989145
AATS7s,3.5058201058201055
AATS7v,198.37343985085766
AATS8Z,15.8125
AATS8d,2.5729166666666665
AATS8i,163.1090967062738
AATS8m,57.006332843633324
AATS8p,1.278418828450854
AATS8s,3.6938657407407405
AATS8v,174.3491298904374
AMID_C,1.698888400936719
AMID_N,0.23727514696809937
AMID_O,0.06939442071519299
AMID_X,0.06785429467202787
AMID_h,0.3745238623553202
ATS0dv,378.0
ATS0pe,269.39129999999994
ATS0se,325.80288399999995
ATS1dv,386.0
ATS1pe,294.78150000000005
ATS1se,349.3899279999998
ATS2dv,539.0
ATS2pe,467.18100000000004
ATS2se,557.0442959999999
ATS3dv,586.0
ATS3pe,615.1657000000001
ATS3se,744.3899519999998
ATS4dv,540.0
ATS4pe,632.1847999999998
ATS4se,769.0792439999999
ATS5dv,536.0
ATS5pe,645.7837
ATS5se,788.856604
ATS6dv,563.0
ATS6pe,646.6916
ATS6se,788.7457919999999
ATS7dv,534.0
ATS7pe,658.5622
ATS7se,805.2021959999998
ATS8dv,399.0
ATS8pe,598.4567000000001
ATS8se,737.13244
ATSC0Z,292.57142857142856
ATSC0c,0.8323938903074937
ATSC0d,23.619047619047617
ATSC0i,89.15266053444955
ATSC0m,1411.1668790265467
ATSC0p,9.789708150313906
ATSC0s,70.46626984126985
ATSC0v,2051.764777246759
ATSC1Z,4.102040816326548
ATSC1c,-0.4058367989499531
ATSC1d,6.979591836734697
ATSC1i,-2.0591072401928594
ATSC1m,22.54539500590613
ATSC1p,0.6257336194716763
ATSC1s,-7.432114512471659
ATSC1v,120.41029798179775
ATSC2Z,-38.26530612244897
ATSC2c,-0.1295650623341575
ATSC2d,-2.7755102040816313
ATSC2i,-28.60103042860036
ATSC2m,-185.12646730819733
ATSC2p,-2.8114566435057378
ATSC2s,-2.416383219954649
ATSC2v,-487.564234355079
ATSC3Z,-23.0204081632653
ATSC3c,0.16420066581751816
ATSC3d,-5.081632653061224
ATSC3i,-11.800844926952852
ATSC3m,-122.3759337126111
ATSC3p,-1.7708976812366863
ATSC3s,-4.9189342403628125
ATSC3v,-314.89473223868777
ATSC4Z,-38.91836734693876
ATSC4c,0.08988441634980002
ATSC4d,-6.006802721088435
ATSC4i,-4.582273242046948
ATSC4m,-189.04262953456723
ATSC4p,-1.7583134935592035
ATSC4s,0.06164965986394477
ATSC4v,-378.61819374311096
ATSC5Z,-34.95918367346938
ATSC5c,-0.13063196559725718
ATSC5d,-0.741496598639455
ATSC5i,23.125094958093673
ATSC5m,-165.8061413499562
ATSC5p,2.2424837495328025
ATSC5s,-15.870464852607713
ATSC5v,240.0480791873607
ATSC6Z,-8.877551020408166
ATSC6c,-0.005862616351093978
ATSC6d,-5.160997732426303
ATSC6i,-3.537997965733854
ATSC6m,-41.458097228012754
ATSC6p,-0.47660678811528967
ATSC6s,-6.328656462585034
ATSC6v,-46.344375809987646
ATSC7Z,-17.285714285714285
ATSC7c,-0.04321601100840476
ATSC7d,-6.095238095238096
ATSC7i,-25.02328714260947
ATSC7m,-72.29605222818701
ATSC7p,-2.4621184066701907
ATSC7s,1.3700396825396814
ATSC7v,-405.8384950665418
ATSC8Z,-10.163265306122458
ATSC8c,0.047112363680781554
ATSC8d,-2.9387755102040827
ATSC8i,-2.573235131401023
ATSC8m,-38.94732658970874
ATSC8p,0.2501987389555489
ATSC8s,15.658446712018147
ATSC8v,1.2711077354384024
AXp-0d,0.6897119481731451
AXp-1d,0.43863264450387157
AXp-2d,0.28110407397867776
AXp-3d,0.17861340033584744
AXp-4d,0.11549603546020568
AXp-5d,0.07345116654367671
AXp-6d,0.04633992984404056
AXp-7d,0.029381311765360258
GATS1Z,0.7069118923611111
GATS1c,1.3662000496828646
GATS1d,0.7329301075268818
GATS1i,0.9466208240000096
GATS1m,0.7028672641012674
GATS1p,0.8486653758870315
GATS1s,0.6980268118322459
GATS1v,0.7930760291104517
GATS2Z,0.8456861707899306
GATS2c,0.9456038431627496
GATS2d,1.1934223790322582
GATS2i,1.1350713134995507
GATS2m,0.8448112241798102
GATS2p,1.0755984746800906
GATS2s,0.6254990066794938
GATS2v,1.0064817051174602
GATS3Z,0.9561411539713542
GATS3c,0.9628090364189942
GATS3d,1.220545614919355
GATS3i,1.0477396900044413
GATS3m,0.9578373295765797
GATS3p,1.0135009565511799
GATS3s,0.904408935191703
GATS3v,0.9897814707231789
GATS4Z,1.0191761363636362
GATS4c,1.2717907974525133
GATS4d,1.209860703812317
GATS4i,0.9428729968273529
GATS4m,1.013452041484128
GATS4p,1.0085046721487063
GATS4s,0.9049191051725192
GATS4v,1.0122671967664914
GATS5Z,1.0242345473345589
GATS5c,1.3900124876611437
GATS5d,1.0891840607210628
GATS5i,0.7949895276290269
GATS5m,1.0172675395746362
GATS5p,0.8556630856773795
GATS5s,1.02297123833343
GATS5v,0.9053070949632023
GATS6Z,0.9483038152305825
GATS6c,1.0773539088871027
GATS6d,1.0617561854055748
GATS6i,0.9070499306213872
GATS6m,0.9446327694183936
GATS6p,0.9797385396591498
GATS6s,0.8582434059723157
GATS6v,0.9726286405684766
GATS7Z,0.9949707031249999
GATS7c,1.051513103527095
GATS7d,0.9836693548387098
GATS7i,1.026508724879216
GATS7m,0.989590776570203
GATS7p,1.0764759027056128
GATS7s,0.9542615796142475
GATS7v,1.0569058099178585
GATS8Z,1.0831400553385417
GATS8c,0.8731111804093306
GATS8d,0.9131489415322581
GATS8i,1.0858644122027947
GATS8m,1.0840967643495334
GATS8p,1.0005094157082863
GATS8s,1.1543335562438404
GATS8v,1.0165359718309663
MATS1Z,0.013085937500000058
MATS1c,-0.4550502073163518
MATS1d,0.27580645161290335
MATS1i,-0.021556658126174317
MATS1m,0.014911325502972785
MATS1p,0.05965632844953654
MATS1s,-0.09843915716363982
MATS1v,0.05477379572419442
MATS2Z,-0.07629394531249999
MATS2c,-0.09079790298197098
MATS2d,-0.06854838709677416
MATS2i,-0.1871389402926084
MATS2m,-0.07652563340886319
MATS2p,-0.1675245421208762
MATS2s,-0.020003284996949644
MATS2v,-0.13861845821435378
MATS3Z,-0.03442382812499999
MATS3c,0.08630264125151937
MATS3d,-0.09412802419354838
MATS3i,-0.0579104383940049
MATS3m,-0.03793985799624211
MATS3p,-0.07914104523291712
MATS3s,-0.030539912712938194
MATS3v,-0.06714534087055203
MATS4Z,-0.05643347537878786
MATS4c,0.045810983403263526
MATS4d,-0.10789345063538612
MATS4i,-0.021805234942999928
MATS4m,-0.05683233119404767
MATS4p,-0.07619748899887316
MATS4s,0.00037116199301191066
MATS4v,-0.07828670330884976
MATS5Z,-0.04920151654411765
MATS5c,-0.0646204081016475
MATS5d,-0.01292694497153699
MATS5i,0.10680666024814237
MATS5m,-0.048380611847656754
MATS5p,0.09432106119963571
MATS5s,-0.09273794833997234
MATS5v,0.048174784858547065
MATS6Z,-0.0123729520631068
MATS6c,-0.0028719353332048495
MATS6d,-0.08910115878484184
MATS6i,-0.016182116983333716
MATS6m,-0.01197962039863838
MATS6p,-0.019851921278769204
MATS6s,-0.03662202077885865
MATS6v,-0.00921046449892003
MATS7Z,-0.0236328125
MATS7c,-0.020767096689016006
MATS7d,-0.10322580645161292
MATS7i,-0.11227163381373323
MATS7m,-0.02049255925792657
MATS7p,-0.10060027812335726
MATS7s,0.007776995635646903
MATS7v,-0.07911988734130275
MATS8Z,-0.015197753906250016
MATS8c,0.024761905812076296
MATS8d,-0.05443548387096776
MATS8i,-0.012627669923018505
MATS8m,-0.012074727402014818
MATS8p,0.011181329066438284
MATS8s,0.09721772490496976
MATS8v,0.0002710396632310545
MAXaaN,4.407453388762913
MAXsOH,10.80948585915848
MINaaN,4.2804379776602
MINsOH,10.80948585915848
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.59970386235853
SpAD_D,252.04143327109273
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,-0.45425359032501955
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,929
TMWC10,130.9482532729424
TSRW10,61.12576084255066
VE1_Dt,5.036885596071822
VE2_Dt,0.19372636907968546
VE3_Dt,2.572299398821442
VR1_Dt,157.5506633825791
VR2_Dt,6.059640899329965
VR3_Dt,6.015258523838035
Xc-3dv,0.571501860608557
Xc-4dv,0.0
Xc-5dv,0.08923503277082807
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.324284294838188
Xch-7d,0.4744205417048124
Xp-0dv,13.802509028163866
Xp-1dv,8.218293556458482
Xp-2dv,5.920818594754551
Xp-3dv,4.20927426511007
Xp-4dv,2.980918345774642
Xp-5dv,2.0693302428033786
Xp-6dv,1.1335473473808013
Xp-7dv,0.7079891017827866
Xpc-4d,3.579578246260676
Xpc-5d,6.167775187668404
Xpc-6d,9.776247236999298
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,45
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,2
nSpiro,0
naRing,4
piPC10,7.905605116294291
AATS0dv,9.0
AATS0pe,6.41407857142857
AATS0se,7.757211523809523
AATS1dv,8.577777777777778
AATS1pe,6.550700000000001
AATS1se,7.7642206222222185
AATS2dv,7.486111111111111
AATS2pe,6.488625000000001
AATS2se,7.7367263333333325
AATS3dv,6.104166666666667
AATS3pe,6.407976041666668
AATS3se,7.754061999999998
AATS4dv,5.454545454545454
AATS4pe,6.385705050505048
AATS4se,7.768477212121211
AATS5dv,5.254901960784314
AATS5pe,6.331212745098039
AATS5se,7.733888274509804
AATS6dv,5.466019417475728
AATS6pe,6.278559223300971
AATS6se,7.65772613592233
AATS7dv,5.085714285714285
AATS7pe,6.272020952380952
AATS7se,7.668592342857141
AATS8dv,4.15625
AATS8pe,6.233923958333334
AATS8se,7.678462916666667
AATSC0Z,6.965986394557823
AATSC0c,0.01981890215017842
AATSC0d,0.5623582766439909
AATSC0i,2.1226823936773704
AATSC0m,33.599211405393966
AATSC0p,0.23308828929318826
AATSC0s,1.677768329554044
AATSC0v,48.85154231539902
AATSC1Z,0.0911564625850344
AATSC1c,-0.009018595532221181
AATSC1d,0.1551020408163266
AATSC1i,-0.04575793867095243
AATSC1m,0.5010087779090251
AATSC1p,0.013905191543815029
AATSC1s,-0.16515810027714797
AATSC1v,2.6757843995955057
AATSC2Z,-0.5314625850340134
AATSC2c,-0.0017995147546410763
AATSC2d,-0.0385487528344671
AATSC2i,-0.39723653373056056
AATSC2m,-2.571200934836074
AATSC2p,-0.03904800893757969
AATSC2s,-0.03356087805492568
AATSC2v,-6.7717254771538755
AATSC3Z,-0.2397959183673469
AATSC3c,0.0017104236022658142
AATSC3d,-0.052933673469387744
AATSC3i,-0.12292546798909221
AATSC3m,-1.2747493095063656
AATSC3p,-0.018446850846215484
AATSC3s,-0.05123889833711263
AATSC3v,-3.280153460819664
AATSC4Z,-0.39311482168625006
AATSC4c,0.0009079233974727274
AATSC4d,-0.06067477496048924
AATSC4i,-0.04628558830350452
AATSC4m,-1.909521510450174
AATSC4p,-0.017760742359183873
