DLiP-ID,T002EW
AATS3i,156.46311203273706
AATS3m,83.84648767153287
AATS3p,1.6134651950082552
AATS3s,2.5437338753550334
AATS3v,209.78142798692494
AATS4Z,19.46153846153846
AATS4d,2.8181818181818183
AATS4i,153.29605003736134
AATS4m,70.25506111188811
AATS4p,1.551492999697448
AATS4s,2.654400126622348
AATS4v,196.78125844184478
AATS5Z,16.217687074829932
AATS5d,2.564625850340136
AATS5i,158.74301211860447
AATS5m,57.50787311564625
AATS5p,1.3580087721613268
AATS5s,2.51084796058341
AATS5v,169.03819652790605
AATS6Z,18.256
AATS6d,2.76
AATS6i,159.02066710370778
AATS6m,66.75286428
AATS6p,1.4288377206973442
AATS6s,2.3973662551440325
AATS6v,183.91111552429211
AATS7Z,21.554545454545455
AATS7d,2.8363636363636364
AATS7i,154.01685684847914
AATS7m,80.40785410909092
AATS7p,1.5594119489885006
AATS7s,2.974747474747473
AATS7v,204.42048307732605
AATS8Z,16.794642857142858
AATS8d,2.5267857142857144
AATS8i,155.91128384339578
AATS8m,59.18596308035713
AATS8p,1.4032072642971605
AATS8s,2.3066578483245155
AATS8v,174.03872786390707
AMID_C,1.6085955020472091
AMID_N,0.20570423364012008
AMID_O,0.10901069666964776
AMID_X,0.05582168133161104
AMID_h,0.43565689996476503
ATS0dv,388.0493827160494
ATS0pe,356.4365
ATS0se,441.3207779999999
ATS1dv,396.44444444444446
ATS1pe,390.94050000000004
ATS1se,468.19574599999976
ATS2dv,521.7777777777778
ATS2pe,670.1416999999997
ATS2se,815.4436639999998
ATS3dv,464.96296296296293
ATS3pe,850.2546
ATS3se,1049.8545449999997
ATS4dv,420.77777777777777
ATS4pe,875.8824999999999
ATS4se,1086.5798240000001
ATS5dv,438.44444444444446
ATS5pe,877.0491999999998
ATS5se,1103.1097180000002
ATS6dv,422.44444444444446
ATS6pe,749.8924000000001
ATS6se,938.9164060000002
ATS7dv,364.77777777777777
ATS7pe,677.6939
ATS7se,837.1637939999999
ATS8dv,245.22222222222223
ATS8pe,668.3899000000004
ATS8se,838.0504939999998
ATSC0Z,702.6206896551726
ATSC0c,0.7312787462372777
ATSC0d,35.10344827586208
ATSC0i,89.19445544917454
ATSC0m,3241.621418275862
ATSC0p,17.106928510523588
ATSC0s,71.13624394935592
ATSC0v,3101.4939167383613
ATSC1Z,37.41617122473251
ATSC1c,-0.36718593186582266
ATSC1d,13.87395957193816
ATSC1i,-19.43357252234619
ATSC1m,172.85104260642106
ATSC1p,-0.360599894712906
ATSC1s,-1.569213034322913
ATSC1v,-33.836178639141096
ATSC2Z,117.45184304399525
ATSC2c,0.004063853813988719
ATSC2d,-1.568370986920332
ATSC2i,22.741820205517325
ATSC2m,548.5469131165279
ATSC2p,4.899953961534037
ATSC2s,7.891110652595117
ATSC2v,607.597191344945
ATSC3Z,109.84423305588595
ATSC3c,0.08988133959182415
ATSC3d,-13.296076099881091
ATSC3i,46.301590762709324
ATSC3m,479.21054186563674
ATSC3p,5.947273663348875
ATSC3s,-11.566469912561187
ATSC3v,530.8339455674009
ATSC4Z,-204.9785969084424
ATSC4c,-0.2327034311079174
ATSC4d,-7.996432818073719
ATSC4i,-25.37606181221443
ATSC4m,-958.7747392663493
ATSC4p,-3.367223309345219
ATSC4s,-30.72900001286746
ATSC4v,-1234.6142518751547
ATSC5Z,-90.91795481569557
ATSC5c,0.2376751019385585
ATSC5d,10.065398335315104
ATSC5i,-8.355417633279021
ATSC5m,-382.04331676813314
ATSC5p,-0.5311546185034696
ATSC5s,-8.076924756800759
ATSC5v,-10.17363973855261
ATSC6Z,51.76575505350772
ATSC6c,-0.16324544977133487
ATSC6d,-2.7574316290130794
ATSC6i,19.018338013503907
ATSC6m,295.0484508192627
ATSC6p,2.5250244372222017
ATSC6s,5.041195441807346
ATSC6v,951.3014610459378
ATSC7Z,70.27110582639716
ATSC7c,0.023128475379289026
ATSC7d,-10.644470868014269
ATSC7i,-8.583090441922415
ATSC7m,318.91154795957203
ATSC7p,-1.763102376710144
ATSC7s,29.005038601428353
ATSC7v,-353.8940255781238
ATSC8Z,-167.43995243757433
ATSC8c,0.08714608059199229
ATSC8d,2.2485136741973837
ATSC8i,-36.05147461115308
ATSC8m,-826.5443065671817
ATSC8p,-6.499020048681819
ATSC8s,-16.89637017536515
ATSC8v,-1228.5985135782907
AXp-0d,0.7082675456272077
AXp-1d,0.4416208227380208
AXp-2d,0.2836682882962609
AXp-3d,0.1826278436504063
AXp-4d,0.11679354221416374
AXp-5d,0.0753129384815205
AXp-6d,0.049781773248043955
AXp-7d,0.03336901307942856
GATS1Z,0.6569783158585799
GATS1c,1.5777614404338745
GATS1d,0.7187187993172081
GATS1i,1.3318162451895008
GATS1m,0.6584830961262361
GATS1p,0.9254140991777339
GATS1s,0.5287860593592911
GATS1v,0.9307578720115581
GATS2Z,0.7396902849078825
GATS2c,1.405582006004986
GATS2d,1.2331476813581936
GATS2i,0.9948065661270706
GATS2m,0.7367138110495125
GATS2p,0.7668977198837194
GATS2s,0.5306578950664516
GATS2v,0.8122337780362034
GATS3Z,0.9844530491002723
GATS3c,1.25347453576616
GATS3d,1.2859800955071483
GATS3i,0.8610162983236096
GATS3m,0.9741429170605203
GATS3p,0.9083269503576433
GATS3s,1.002278185581878
GATS3v,0.8878797482023751
GATS4Z,1.146810418674376
GATS4c,1.01664747971007
GATS4d,1.050342094055257
GATS4i,1.1059519885953228
GATS4m,1.1360150739237251
GATS4p,1.1550776351255814
GATS4s,1.4841136059987423
GATS4v,1.1481875276258349
GATS5Z,1.1227789997035325
GATS5c,0.661338399597944
GATS5d,0.8008399823583655
GATS5i,0.9850862971562797
GATS5m,1.1110652673942985
GATS5p,1.0727593841524585
GATS5s,1.18851908378343
GATS5v,1.0130881364389184
GATS6Z,1.0695500588928148
GATS6c,1.019151408778827
GATS6d,1.058699410609037
GATS6i,0.8804908457356905
GATS6m,1.058942261461785
GATS6p,0.9625513798034417
GATS6s,0.7145154468164145
GATS6v,0.8638067613535492
GATS7Z,0.9878794571153227
GATS7c,0.7964436154326832
GATS7d,1.1144981246651187
GATS7i,1.0063456464105585
GATS7m,0.9975330534256563
GATS7p,1.002840779589882
GATS7s,0.6938938764998617
GATS7v,1.0417250097958608
GATS8Z,1.237154004711425
GATS8c,0.5083643284157322
GATS8d,0.7901391032837495
GATS8i,1.1072173974716168
GATS8m,1.2552647922403533
GATS8p,1.1756890123585917
GATS8s,0.9240828489860019
GATS8v,1.220964485096186
MATS1Z,0.05063333912606929
MATS1c,-0.47742069511008334
MATS1d,0.3757931012270923
MATS1i,-0.20716335966155713
MATS1m,0.05069998943491004
MATS1p,-0.020042491757099042
MATS1s,-0.020974380146653
MATS1v,-0.01037309926877831
MATS2Z,0.091466282937381
MATS2c,0.003040725764391135
MATS2d,-0.024446750935982482
MATS2i,0.13951133406531271
MATS2m,0.09259203103062986
MATS2p,0.15672637451916865
MATS2s,0.060697294194582814
MATS2v,0.1071931299793937
MATS3Z,0.06618563703111437
MATS3c,0.05203481460875504
MATS3d,-0.1603544950023661
MATS3i,0.21976851831075309
MATS3m,0.06258517868142914
MATS3p,0.1471815285323937
MATS3s,-0.06883626986400906
MATS3v,0.07245947447404476
MATS4Z,-0.11832582415621287
MATS4c,-0.12906598243916415
MATS4d,-0.09239287235357958
MATS4i,-0.11539269627490348
MATS4m,-0.11996270393551953
MATS4p,-0.07983472520022245
MATS4s,-0.1752061931130721
MATS4v,-0.16145530091972385
MATS5Z,-0.051055129550838754
MATS5c,0.12823642327281995
MATS5d,0.11313366210924448
MATS5i,-0.03696076595927965
MATS5m,-0.04650085866143112
MATS5p,-0.012250662641914717
MATS5s,-0.04479873651876896
MATS5v,-0.001294243760041265
MATS6Z,0.03418531605810756
MATS6c,-0.103580049445772
MATS6d,-0.03644793713163064
MATS6i,0.09893562098480732
MATS6m,0.04223271737047966
MATS6p,0.06848753346635937
MATS6s,0.03288217869169331
MATS6v,0.14231976259670076
MATS7Z,0.05273405432416033
MATS7c,0.016676287056947965
MATS7d,-0.15988569387390603
MATS7i,-0.05073891065257681
MATS7m,0.05187322637473419
MATS7p,-0.054342648246709244
MATS7s,0.2149897852199481
MATS7v,-0.060164125109210355
MATS8Z,-0.12340936816422683
MATS8c,0.06171274707322668
MATS8d,0.03317078304799325
MATS8i,-0.2093124908258111
MATS8m,-0.1320425237291832
MATS8p,-0.1967368924065637
MATS8s,-0.12300208020401758
MATS8v,-0.20513937252189643
MAXsCl,6.593452930846127
MAXssS,1.6519496910922498
MINsCl,6.593452930846127
MINssS,1.6519496910922498
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,41.6807378903303
SpAD_D,451.38612884333816
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.2006608164749917
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,978
TMWC10,144.52008506381807
TSRW10,81.98233403680649
VE1_Dt,5.581481934811759
VE2_Dt,0.17442131046286746
VE3_Dt,2.8826051306542197
VR1_Dt,210.169903747805
VR2_Dt,6.567809492118906
VR3_Dt,6.511067078871851
Xc-3dv,1.2115624971605412
Xc-4dv,0.0
Xc-5dv,0.2687075165590542
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4110544158647975
Xch-7d,0.7174014932773012
Xp-0dv,19.82581225567587
Xp-1dv,11.93194764365711
Xp-2dv,9.243319750094509
Xp-3dv,7.273051176786348
Xp-4dv,5.221023209232078
Xp-5dv,3.6955757034712726
Xp-6dv,2.3127960795408904
Xp-7dv,1.4915888472923324
Xpc-4d,5.218247527624094
Xpc-5d,7.583116397536508
Xpc-6d,10.846286117989193
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,61
nFRing,1
nHBAcc,4
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,7.744502137077771
AATS0dv,6.6905065985525765
AATS0pe,6.145456896551725
AATS0se,7.608978931034481
AATS1dv,6.499089253187614
AATS1pe,6.408860655737706
AATS1se,7.6753400983606515
AATS2dv,4.922431865828092
AATS2pe,6.322091509433959
AATS2se,7.692864754716979
AATS3dv,3.3938902406055687
AATS3pe,6.2062379562043795
AATS3se,7.663171861313867
AATS4dv,2.9425019425019423
AATS4pe,6.125052447552447
AATS4se,7.598460307692308
AATS5dv,2.982615268329554
AATS5pe,5.966321088435373
AATS5se,7.5041477414966
AATS6dv,3.3795555555555556
AATS6pe,5.9991392
AATS6se,7.511331248000001
AATS7dv,3.316161616161616
AATS7pe,6.160853636363636
AATS7se,7.610579945454545
AATS8dv,2.189484126984127
AATS8pe,5.967766964285717
AATS8se,7.48259369642857
AATSC0Z,12.114149821640906
AATSC0c,0.012608254245470307
AATSC0d,0.6052318668252082
AATSC0i,1.5378354387788713
AATSC0m,55.890024453032105
AATSC0p,0.29494704328488947
AATSC0s,1.2264869646440675
AATSC0v,53.474033047213126
AATSC1Z,0.6133798561431558
AATSC1c,-0.006019441505997093
AATSC1d,0.22744196019570753
AATSC1i,-0.31858315610403587
AATSC1m,2.8336236492855913
AATSC1p,-0.005911473683818131
AATSC1s,-0.02572480384135923
AATSC1v,-0.5546914531006737
AATSC2Z,1.1080362551320306
AATSC2c,3.8338243528195464e-05
AATSC2d,-0.014795952706795585
AATSC2i,0.2145454736369559
AATSC2m,5.174970878457811
AATSC2p,0.04622598076918903
AATSC2s,0.07444444011882186
AATSC2v,5.732048974952312
AATSC3Z,0.8017827230356639
AATSC3c,0.000656068172203096
AATSC3d,-0.09705165036409556
AATSC3i,0.33796781578619944
AATSC3m,3.497887166902458
AATSC3p,0.04341075666678011
AATSC3s,-0.08442678768292837
AATSC3v,3.8747003326087652
AATSC4Z,-1.4334167615974993
AATSC4c,-0.0016272967210343874
AATSC4d,-0.05591911061590014
AATSC4i,-0.17745497770779323
AATSC4m,-6.704718456408037
AATSC4p,-0.023547016149267266
AATSC4s,-0.21488811197809413
