DLiP-ID,C001SW
ATS2p,94.43346515424497
ATS2s,131.1839277549154
ATS2v,11973.910593038843
ATS3Z,1588.0
ATS3d,152.0
ATS3i,7798.217336591622
ATS3m,6064.458002
ATS3p,84.65129226364098
ATS3s,137.35699588477368
ATS3v,10857.798389010817
ATS4Z,1507.0
ATS4d,141.0
ATS4i,6645.268481304306
ATS4m,5713.863350000001
ATS4p,82.42636625054696
ATS4s,179.9962277091907
ATS4v,10283.803569125672
ATS5Z,1374.0
ATS5d,124.0
ATS5i,6270.07864806657
ATS5m,5180.2613710000005
ATS5p,75.02339534799997
ATS5s,136.52674897119343
ATS5v,9462.420159088844
ATS6Z,1106.0
ATS6d,110.0
ATS6i,6138.470646517939
ATS6m,4143.221409000001
ATS6p,63.531686745698
ATS6s,117.12425697302241
ATS6v,7936.017642424137
ATS7Z,798.0
ATS7d,78.0
ATS7i,6171.064953820724
ATS7m,2933.900623000001
ATS7p,48.418562931094
ATS7s,107.61625514403288
ATS7v,5956.9712942373335
ATS8Z,477.0
ATS8d,56.0
ATS8i,4962.385096201231
ATS8m,1619.0146450000002
ATS8p,37.62996376164101
ATS8s,64.81481481481484
ATS8v,4176.837739413215
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,5
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.2
GGI10,0.0
JGI10,0.0
JGT10,0.5098004856905084
Kier1,13.432098765432098
Kier2,5.76
Kier3,3.0625
MAXdO,12.112468663391283
MID_C,20.51715544766129
MID_N,5.747874989589066
MID_O,1.783856207393792
MID_X,1.753509523295799
MID_h,13.325644138324764
MINdO,12.112468663391283
MPC10,23
MWC01,18.0
MWC02,4.465908118654584
MWC03,5.303304908059076
MWC04,6.180016653652572
MWC05,7.04141166379481
MWC06,7.923348211930154
MWC07,8.7937637591133
MWC08,9.676524215119054
MWC09,10.55134966888039
MWC10,11.433936368719857
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.1030000000000006
SRW02,3.6109179126442243
SRW03,0.0
SRW04,4.919980925828125
SRW05,3.044522437723423
SRW06,6.398594934535208
SRW07,5.351858133476067
SRW08,7.957527402230773
SRW09,7.3796321526095525
SRW10,9.564301637217232
SaaCH,3.392164273116654
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.54878152032418
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.1240249433106575
SdssS,0
SsCH3,1.956476438090796
SsNH2,5.726821145124717
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.0328081520674113
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.697069600799177
VE1_D,4.052254581109799
VE2_A,0.2174746823999516
VE2_D,0.23836791653587053
VE3_A,1.8381687571308183
VE3_D,1.92990166398184
VR1_A,96.54251377897685
VR1_D,81.30486281374964
VR2_A,5.678971398763345
VR2_D,4.782638989044096
VR3_A,5.100611719685336
VR3_D,4.928834079034449
WPath,532
Xc-3d,1.2237010601067566
Xc-4d,0.0
Xc-5d,0.2710175098617139
Xc-6d,0.0
Xp-0d,12.41384908344359
Xp-1d,8.113392202930193
Xp-2d,7.30466421077397
Xp-3d,5.892733810964944
Xp-4d,4.869069702362419
Xp-5d,3.166683572422941
Xp-6d,2.0262812787355093
Xp-7d,1.2308817695510483
ZMIC0,57.85043881024774
ZMIC1,33.8822605786389
ZMIC2,27.2043458459135
ZMIC3,27.000280105012504
ZMIC4,27.000280105012504
ZMIC5,27.000280105012504
nAcid,0
nAtom,27
nBase,0
nRing,2
piPC1,3.2188758248682006
piPC2,3.817712325956905
piPC3,4.391357962102766
piPC4,4.942534881392324
piPC5,5.093750200806762
piPC6,5.3128980498630645
piPC7,5.447545234912078
piPC8,5.6206272893567455
piPC9,5.7760062323159875
AATS0Z,51.18518518518518
AATS0d,3.5555555555555554
AATS0i,159.96705917007742
AATS0m,207.76843325925927
AATS0p,2.154841964758889
AATS0s,4.585841137586299
AATS0v,266.29130334734754
AATS1Z,37.82142857142857
AATS1d,4.107142857142857
AATS1i,147.73654871090005
AATS1m,147.72823553571425
AATS1p,2.2519452524999997
AATS1s,3.1540637860082303
AATS1v,300.33576683615354
AATS2Z,40.422222222222224
AATS2d,3.7333333333333334
AATS2i,151.92332740919653
AATS2m,159.02957915555552
AATS2p,2.0985214478721104
AATS2s,2.9151983945536757
AATS2v,266.0869020675299
AATS3Z,32.40816326530612
AATS3d,3.1020408163265305
AATS3i,159.1472925835025
AATS3m,123.76444902040816
AATS3p,1.7275773931355303
AATS3s,2.8032039976484424
AATS3v,221.58772222471055
AATS4Z,35.04651162790697
AATS4d,3.2790697674418605
AATS4i,154.54112747219315
AATS4m,132.88054302325585
AATS4p,1.916892238384813
AATS4s,4.185958783934667
AATS4v,239.15822253780632
AATS5Z,34.35
AATS5d,3.1
AATS5i,156.75196620166426
AATS5m,129.506534275
AATS5p,1.875584883699999
AATS5s,3.413168724279836
AATS5v,236.56050397722112
AATS6Z,28.358974358974358
AATS6d,2.8205128205128207
AATS6i,157.3966832440497
AATS6m,106.2364463846154
AATS6p,1.6290176088640513
AATS6s,3.003186076231344
AATS6v,203.48763185702916
AATS7Z,21.56756756756757
AATS7d,2.108108108108108
AATS7i,166.785539292452
AATS7m,79.29461143243246
AATS7p,1.3086098089484866
AATS7s,2.908547436325213
AATS7v,160.99922416857657
AATS8Z,15.9
AATS8d,1.8666666666666667
AATS8i,165.41283654004104
AATS8m,53.96715483333334
AATS8p,1.2543321253880335
AATS8s,2.1604938271604945
AATS8v,139.22792464710716
AMID_C,1.2068914969212523
AMID_N,0.3381102935052392
AMID_O,0.10493271808198777
AMID_X,0.10314761901739994
AMID_h,0.7838614199014566
ATS0dv,206.49382716049382
ATS0pe,176.2818
ATS0se,216.10974700000003
ATS1dv,196.77777777777774
ATS1pe,186.75750000000002
ATS1se,223.353122
ATS2dv,263.8518518518519
ATS2pe,293.1039000000001
ATS2se,356.6339390000001
ATS3dv,226.11111111111111
ATS3pe,317.06559999999996
ATS3se,391.51524
ATS4dv,259.88888888888886
ATS4pe,287.7771999999999
ATS4se,350.76058100000006
ATS5dv,146.44444444444443
ATS5pe,270.8584
ATS5se,330.2894060000001
ATS6dv,129.2962962962963
ATS6pe,250.526
ATS6se,307.8644750000001
ATS7dv,54.66666666666667
ATS7pe,234.04080000000002
ATS7se,291.636904
ATS8dv,20.77777777777778
ATS8pe,178.7809
ATS8se,229.28369200000003
ATSC0Z,570.7407407407409
ATSC0c,0.6565532020319228
ATSC0d,17.629629629629633
ATSC0i,50.32737570746404
ATSC0m,2542.4392387407397
ATSC0p,11.636379826086294
ATSC0s,43.24460476327569
ATSC0v,1429.8363944910107
ATSC1Z,-1.76817558299041
ATSC1c,-0.44354187985534027
ATSC1d,7.161865569272976
ATSC1i,5.552248613460133
ATSC1m,3.6728097873800385
ATSC1p,1.7037158115705078
ATSC1s,-5.0890424441387765
ATSC1v,157.11073324214323
ATSC2Z,254.95061728395063
ATSC2c,0.21383365441035268
ATSC2d,5.580246913580246
ATSC2i,8.988596402389984
ATSC2m,1150.4299659506175
ATSC2p,3.8515304848345084
ATSC2s,2.5328338423268066
ATSC2v,467.4947088052219
ATSC3Z,34.50754458161862
ATSC3c,-0.2658643392430512
ATSC3d,-0.5130315500685867
ATSC3i,-4.783248582985275
ATSC3m,187.7709154705074
ATSC3p,-0.5959288594648707
ATSC3s,-10.153414908187777
ATSC3v,444.1385720331871
ATSC4Z,-78.77229080932787
ATSC4c,0.264235843265178
ATSC4d,-6.780521262002743
ATSC4i,1.7450552937945523
ATSC4m,-369.61083858710543
ATSC4p,-0.6374532738563601
ATSC4s,21.79984487668643
ATSC4v,-233.0158892662215
ATSC5Z,-192.28257887517154
ATSC5c,-0.07049242687447296
ATSC5d,-6.932784636488339
ATSC5i,-3.886844597272342
ATSC5m,-849.0521478751712
ATSC5p,-2.9021565387641433
ATSC5s,-15.074876086380657
ATSC5v,-415.82345385367915
ATSC6Z,-24.403292181069943
ATSC6c,-0.012852252234560615
ATSC6d,-8.502057613168724
ATSC6i,-31.437356958584896
ATSC6m,-132.44092614403272
ATSC6p,-3.602545871245909
ATSC6s,-5.9190416559254295
ATSC6v,-636.4168084633174
ATSC7Z,29.577503429355303
ATSC7c,-0.03770999951906154
ATSC7d,-2.0109739368998634
ATSC7i,1.587472928157391
ATSC7m,134.05900124417005
ATSC7p,0.39384912799314875
ATSC7s,-12.011576648311962
ATSC7v,-151.39320195230883
ATSC8Z,-52.26748971193415
ATSC8c,0.022583040794626547
ATSC8d,1.6707818930041158
ATSC8i,9.02496209978726
ATSC8m,-227.27998693415634
ATSC8p,0.6331683342132621
ATSC8s,-5.995300826745898
ATSC8v,145.06420703239903
AXp-0d,0.7302264166731524
AXp-1d,0.4507440112738996
AXp-2d,0.2921865684309588
AXp-3d,0.1841479315926545
AXp-4d,0.11875779761859559
AXp-5d,0.07723618469324246
AXp-6d,0.049421494603305104
AXp-7d,0.031561071014129444
GATS1Z,0.6613585797719476
GATS1c,1.7244289859964101
GATS1d,0.7110594237695077
GATS1i,0.9797246807578875
GATS1m,0.647814048755813
GATS1p,0.6502660160170542
GATS1s,0.7473910312352378
GATS1v,0.6814284247324986
GATS2Z,0.603348475016223
GATS2c,0.7561743171510016
GATS2d,0.8521008403361342
GATS2i,0.9454407131117077
GATS2m,0.5883678307498195
GATS2p,0.7637430771095047
GATS2s,0.6302026511581522
GATS2v,0.7088446477147491
GATS3Z,0.9817531684964703
GATS3c,1.297189606063362
GATS3d,1.0383724918538844
GATS3i,1.0711222253259811
GATS3m,0.9666555324155771
GATS3p,1.0712945928516617
GATS3s,1.1576389706670358
GATS3v,0.7962007673046003
GATS4Z,1.0546473899461235
GATS4c,0.9017507296543552
GATS4d,1.3376001563416062
GATS4i,1.0260737717843114
GATS4m,1.042191532774523
GATS4p,1.097419915592959
GATS4s,1.2068828316319526
GATS4v,0.9978910336427937
GATS5Z,1.2282722258273844
GATS5c,1.2941168827033962
GATS5d,1.2351365546218487
GATS5i,1.1671146169506794
GATS5m,1.2066993475307393
GATS5p,1.2499526924055637
GATS5s,1.6789725282195305
GATS5v,1.0603411754252992
GATS6Z,0.8503569110966903
GATS6c,1.171900411546299
GATS6d,1.3235294117647056
GATS6i,1.4171975758739515
GATS6m,0.8569059851930758
GATS6p,1.0756003585511396
GATS6s,0.9693035592792887
GATS6v,1.211634037075227
GATS7Z,0.7947471806654155
GATS7c,1.1984614400280498
GATS7d,0.9566204860322507
GATS7i,0.8547818017763932
GATS7m,0.8148249920787269
GATS7p,0.7470750714618036
GATS7s,1.2987061807991476
GATS7v,1.0438683159997286
GATS8Z,1.1730369889682022
GATS8c,0.616999627445812
GATS8d,0.6636554621848738
GATS8i,0.5996809644379888
GATS8m,1.1887189402529201
GATS8p,0.9506218345693335
GATS8s,1.1944668025645861
GATS8v,1.0589001242201397
MATS1Z,-0.002987392231389656
MATS1c,-0.6514340301871525
MATS1d,0.39173169267707075
MATS1i,0.1063825392216552
MATS1m,0.001393007925339243
MATS1p,0.14118384264298156
MATS1s,-0.11347752985926378
MATS1v,0.10595592349590657
MATS2Z,0.26802076573653466
MATS2c,0.1954147695101385
MATS2d,0.18991596638655456
MATS2i,0.10716151529105325
MATS2m,0.2714943858057558
MATS2p,0.19859426431922722
MATS2s,0.03514196311227819
MATS2v,0.19617407023898256
MATS3Z,0.03331523394562233
MATS3c,-0.22312994022781413
MATS3d,-0.016034985422740507
MATS3i,-0.05237045543290689
MATS3m,0.04069540971016286
MATS3p,-0.02821916852889837
MATS3s,-0.1293742620053217
MATS3v,0.17115903482782355
MATS4Z,-0.08666223986236665
MATS4c,0.2527069078006285
MATS4d,-0.24149892515145585
MATS4i,0.021772094776947942
MATS4m,-0.09128289899429874
MATS4p,-0.034397412596100525
MATS4s,0.31653138616812626
MATS4v,-0.10232800278845541
MATS5Z,-0.22740752757949384
MATS5c,-0.07247301207733003
MATS5d,-0.2654411764705881
MATS5i,-0.052131073124278206
MATS5m,-0.22541746173631264
MATS5p,-0.1683475181236551
MATS5s,-0.23530198539236616
MATS5v,-0.19630276053446624
MATS6Z,-0.02960115808915287
MATS6c,-0.013552158542412254
MATS6d,-0.3338720103425985
MATS6i,-0.4324549758914455
MATS6m,-0.03606374168111189
MATS6p,-0.21433386120343748
MATS6s,-0.0947585968681758
MATS6v,-0.3081445217862902
MATS7Z,0.03781679148324186
MATS7c,-0.04191298994809416
MATS7d,-0.08323870088575971
MATS7i,0.0230178143512011
MATS7m,0.038477552287227504
MATS7p,0.0246986968473161
MATS7s,-0.20268897424735474
MATS7v,-0.07726486804310483
MATS8Z,-0.082420506164828
MATS8c,0.030956724683182137
MATS8d,0.08529411764705884
MATS8i,0.1613925974805774
MATS8m,-0.08045501545281943
MATS8p,0.048971545214986
MATS8s,-0.12477326995143498
MATS8v,0.09130959795972653
MAXaaN,4.089748677248677
MAXaaS,1.263098072562358
MAXsCl,5.797142983957858
MINaaN,4.089748677248677
MINaaS,1.2408107100865036
MINsCl,5.797142983957858
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.27437143460129
SpAD_D,130.25622084471124
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7414820851179976
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,340
TMWC10,106.3695635679238
TSRW10,65.2273355362646
VE1_Dt,4.071750233819723
VE2_Dt,0.23951471963645432
VE3_Dt,1.934701190958574
VR1_Dt,79.94912678324775
VR2_Dt,4.702889810779279
VR3_Dt,4.912018768246813
Xc-3dv,0.9832730652102868
Xc-4dv,0.0
Xc-5dv,0.10686286257645636
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.4057144941062054
Xch-7d,0.47399021386232926
Xp-0dv,11.378002636530107
Xp-1dv,6.927793101926503
Xp-2dv,5.910749617758454
Xp-3dv,4.242149365812827
Xp-4dv,3.2303650690446806
Xp-5dv,1.8436494005887822
Xp-6dv,1.0704461186086545
Xp-7dv,0.6699779709390026
Xpc-4d,2.711515533507893
Xpc-5d,4.28541957473103
Xpc-6d,5.57779939904458
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,0
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,28
nFRing,0
nHBAcc,6
nHBDon,2
nHRing,2
nSpiro,0
naRing,2
piPC10,5.783825182329737
AATS0dv,7.6479195244627345
AATS0pe,6.528955555555556
AATS0se,8.004064703703705
AATS1dv,7.027777777777777
AATS1pe,6.669910714285715
AATS1se,7.976897214285715
AATS2dv,5.863374485596709
AATS2pe,6.513420000000003
AATS2se,7.925198644444447
AATS3dv,4.6145124716553285
AATS3pe,6.470726530612244
AATS3se,7.990106938775511
AATS4dv,6.04392764857881
AATS4pe,6.692493023255811
AATS4se,8.15722281395349
AATS5dv,3.6611111111111105
AATS5pe,6.77146
AATS5se,8.257235150000003
AATS6dv,3.3152896486229824
AATS6pe,6.42374358974359
AATS6se,7.8939608974359
AATS7dv,1.4774774774774777
AATS7pe,6.325427027027027
AATS7se,7.882078486486487
AATS8dv,0.6925925925925926
AATS8pe,5.959363333333333
AATS8se,7.642789733333334
AATSC0Z,21.138545953360772
AATSC0c,0.024316785260441585
AATSC0d,0.6529492455418383
AATSC0i,1.8639768780542239
AATSC0m,94.16441624965702
AATSC0p,0.4309770305957887
AATSC0s,1.60165202826947
AATSC0v,52.956903499667064
AATSC1Z,-0.06314912796394322
AATSC1c,-0.01584078142340501
AATSC1d,0.2557809131883206
AATSC1i,0.1982945933378619
AATSC1m,0.13117177812071565
AATSC1p,0.06084699327037528
AATSC1s,-0.18175151586209917
AATSC1v,5.61109761579083
AATSC2Z,5.665569272976681
AATSC2c,0.004751858986896726
AATSC2d,0.12400548696844992
AATSC2i,0.1997465867197774
AATSC2m,25.565110354458167
AATSC2p,0.08558956632965574
AATSC2s,0.05628519649615126
AATSC2v,10.388771306782708
AATSC3Z,0.7042356037065024
AATSC3c,-0.0054258028416949225
AATSC3d,-0.010470031634052789
AATSC3i,-0.09761731802010765
AATSC3m,3.83205949939811
AATSC3p,-0.01216181345846675
AATSC3s,-0.20721254914668932
AATSC3v,9.064052490473205
AATSC4Z,-1.831913739751811
AATSC4c,0.006145019610818093
AATSC4d,-0.15768654097680798
AATSC4i,0.0405826812510361
AATSC4m,-8.595600897374545
AATSC4p,-0.014824494740845583
AATSC4s,0.5069731366671263
