DLiP-ID,P000IQ
SIC0,0.29752740403337086
SIC1,0.6638472471096714
SIC2,0.7886005752358772
SIC3,0.9082258255603682
SIC4,0.9218121620330686
SIC5,0.9218121620330686
SaaN,0
SaaO,0
SaaS,0
Sare,29.175999999999995
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,43.7980326236149
TIC1,97.72277441289152
TIC2,116.08730238949181
TIC3,133.69694286392863
TIC4,135.69694286392863
TIC5,135.69694286392863
Vabc,201.85634342288267
WPol,23
apol,34.04710199999998
bpol,14.912897999999995
nRot,2
ABCGG,11.150359244322747
ATS0Z,644.0
ATS0d,96.0
ATS0i,4845.105168931987
ATS0m,2538.0185679999995
ATS0p,45.54348466788601
ATS0s,129.91666666666669
ATS0v,6643.911268182032
ATS1Z,729.0
ATS1d,116.0
ATS1i,4569.9163523358
ATS1m,2747.846928999998
ATS1p,57.55544430999997
ATS1s,102.27777777777779
ATS1v,8294.48167299085
ATS2Z,1051.0
ATS2d,186.0
ATS2i,7674.220830077741
ATS2m,3951.2365839999993
ATS2p,83.70625653394296
ATS2s,153.44444444444454
ATS2v,11820.110257360138
ATS3Z,1106.0
ATS3d,190.0
ATS3i,9270.249634288099
ATS3m,3994.5269910000006
ATS3p,91.09183623254698
ATS3s,196.66666666666677
ATS3v,12641.54984248971
ATS4Z,1054.0
ATS4d,181.0
ATS4i,10545.620422345546
ATS4m,3723.0784879999987
ATS4p,89.899918974792
ATS4s,210.6666666666667
ATS4v,11949.33261896087
ATS5Z,805.0
ATS5d,152.0
ATS5i,11014.525995703236
ATS5m,2673.2110780000003
ATS5p,78.94525476703699
ATS5s,183.61111111111114
ATS5v,10085.88663770897
ATS6Z,629.0
ATS6d,124.0
ATS6i,9282.883682633577
ATS6m,2177.745499999999
ATS6p,63.67681102667801
ATS6s,132.5
ATS6v,7930.629092942886
ATS7Z,510.0
ATS7d,77.0
ATS7i,6399.963033357997
ATS7m,1695.7480359999993
ATS7p,47.123248540245
ATS7s,146.33333333333334
ATS7v,5987.26797922664
ATS8Z,242.0
ATS8d,52.0
ATS8i,6684.401178565733
ATS8m,640.1405259999999
ATS8p,31.840087066735002
ATS8s,102.66666666666667
ATS8v,3502.5048630506235
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.15384615384615385
GGI10,0.0
JGI10,0.0
JGT10,0.5026666161029629
Kier1,12.456747404844291
Kier2,5.104166666666667
Kier3,2.651404786680541
MAXdO,11.344534045099522
MID_C,26.43802244810536
MID_N,3.8010033281036937
MID_O,1.7072522848208136
MID_X,0.0
MID_h,5.508255612924508
MINdO,11.344534045099522
MPC10,20
MWC01,17.0
MWC02,4.418840607796598
MWC03,5.262690188904886
MWC04,6.142037405587356
MWC05,7.007600613951853
MWC06,7.892452043520352
MWC07,8.765458531504226
MWC08,9.651751606857816
MWC09,10.528114963964265
MWC10,11.414551596861948
NaaCH,5
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.77492
SRW02,3.5553480614894135
SRW03,0.0
SRW04,4.875197323201151
SRW05,2.3978952727983707
SRW06,6.385194398997726
SRW07,4.727387818712341
SRW08,7.980365765111246
SRW09,6.823286122355687
SRW10,9.61813609542263
SaaCH,9.447075932224742
SaaNH,3.1822685185185184
SaaSe,0
SaaaC,0
SaasC,4.126627928949358
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.06435421390778573
SdssS,0
SsCH3,3.452051209372638
SsNH2,5.883088151927438
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.6225893653294197
VE1_D,3.942210350950522
VE2_A,0.22641183533308873
VE2_D,0.24638814693440764
VE3_A,1.7571926936722768
VE3_D,1.8417451980316681
VR1_A,78.2403196061101
VR1_D,74.18018246424812
VR2_A,4.890019975381882
VR2_D,4.6362614040155075
VR3_A,4.829788739909124
VR3_D,4.776500661054063
WPath,428
Xc-3d,1.2435700477669405
Xc-4d,0.0
Xc-5d,0.39657423496180677
Xc-6d,0.0
Xp-0d,11.706742302257043
Xp-1d,7.592224152875016
Xp-2d,7.0422351518365796
Xp-3d,5.619979957347345
Xp-4d,4.654532826213114
Xp-5d,3.1435038762450542
Xp-6d,2.076314302871521
Xp-7d,1.3568161562272225
ZMIC0,52.916608106995206
ZMIC1,33.79952016768789
ZMIC2,23.14398912067235
ZMIC3,20.045548413870886
ZMIC4,19.851755707496984
ZMIC5,19.851755707496984
nAcid,0
nAtom,30
nBase,0
nRing,2
piPC1,3.1986731175506815
piPC2,3.82319179172153
piPC3,4.402135587596595
piPC4,4.972846888034599
piPC5,5.356291419885857
piPC6,5.6206272893567455
piPC7,5.894316742404783
piPC8,6.055026028597727
piPC9,6.241402159957804
AATS0Z,21.466666666666665
AATS0d,3.2
AATS0i,161.50350563106622
AATS0m,84.60061893333332
AATS0p,1.5181161555962004
AATS0s,4.330555555555557
AATS0v,221.46370893940104
AATS1Z,23.516129032258064
AATS1d,3.7419354838709675
AATS1i,147.4166565269613
AATS1m,88.64022351612897
AATS1p,1.8566272358064506
AATS1s,3.299283154121864
AATS1v,267.5639249351887
AATS2Z,20.607843137254903
AATS2d,3.6470588235294117
AATS2i,150.47491823681844
AATS2m,77.47522713725489
AATS2p,1.641299147724372
AATS2s,3.008714596949893
AATS2v,231.76686779137526
AATS3Z,18.433333333333334
AATS3d,3.1666666666666665
AATS3i,154.5041605714683
AATS3m,66.57544985000001
AATS3p,1.5181972705424498
AATS3s,3.2777777777777795
AATS3v,210.69249737482852
AATS4Z,15.73134328358209
AATS4d,2.701492537313433
AATS4i,157.3973197365007
AATS4m,55.56833564179102
AATS4p,1.3417898354446567
AATS4s,3.144278606965175
AATS4v,178.3482480441921
AATS5Z,12.014925373134329
AATS5d,2.2686567164179103
AATS5i,164.3959103836304
AATS5m,39.89867280597015
AATS5p,1.1782873845826416
AATS5s,2.7404643449419575
AATS5v,150.53562145834286
AATS6Z,11.035087719298245
AATS6d,2.175438596491228
AATS6i,162.85760846725574
AATS6m,38.206061403508755
AATS6p,1.1171370355557546
AATS6s,2.324561403508772
AATS6v,139.13384373584012
AATS7Z,12.75
AATS7d,1.925
AATS7i,159.99907583394992
AATS7m,42.393700899999985
AATS7p,1.178081213506125
AATS7s,3.6583333333333337
AATS7v,149.681699480666
AATS8Z,6.205128205128205
AATS8d,1.3333333333333333
AATS8i,171.394902014506
AATS8m,16.41385964102564
AATS8p,0.8164124888906411
AATS8s,2.6324786324786325
AATS8v,89.80781700129803
AMID_C,1.652376403006585
AMID_N,0.23756270800648085
AMID_O,0.10670326780130085
AMID_X,0.0
AMID_h,0.34426597580778173
ATS0dv,204.0
ATS0pe,182.60930000000002
ATS0se,225.84019200000006
ATS1dv,215.0
ATS1pe,198.33450000000005
ATS1se,237.50326000000004
ATS2dv,285.0
ATS2pe,314.17600000000004
ATS2se,382.7222560000002
ATS3dv,260.0
ATS3pe,378.1175
ATS3se,460.82142000000005
ATS4dv,223.0
ATS4pe,410.2327
ATS4se,505.9121200000002
ATS5dv,156.0
ATS5pe,402.985
ATS5se,504.82283200000006
ATS6dv,118.0
ATS6pe,321.65600000000006
ATS6se,410.6063040000001
ATS7dv,78.0
ATS7pe,242.62560000000008
ATS7se,302.2770000000001
ATS8dv,21.0
ATS8pe,222.36050000000006
ATS8se,287.837056
ATSC0Z,210.8
ATSC0c,0.5206228734619783
ATSC0d,19.199999999999996
ATSC0i,45.736774414789174
ATSC0m,1007.6593738666663
ATSC0p,6.903312847939198
ATSC0s,41.508333333333326
ATSC0v,1534.965528536302
ATSC1Z,-1.3599999999999648
ATSC1c,-0.2777002929220872
ATSC1d,9.760000000000002
ATSC1i,6.714466955386458
ATSC1m,-3.3094327955557823
ATSC1p,0.7817920933315661
ATSC1s,-6.3586111111111085
ATSC1v,130.8830647670573
ATSC2Z,69.84000000000006
ATSC2c,0.05167741451674585
ATSC2d,-0.24000000000000427
ATSC2i,-7.629646783163357
ATSC2m,332.13293082666644
ATSC2p,0.6371285991817663
ATSC2s,5.038611111111112
ATSC2v,312.75084179280583
ATSC3Z,-83.39999999999998
ATSC3c,-0.11269578853812925
ATSC3d,-10.0
ATSC3i,-9.356696973477474
ATSC3m,-394.824411666667
ATSC3p,-1.4794150054073951
ATSC3s,-11.908333333333331
ATSC3v,-437.5917967190717
ATSC4Z,-60.91999999999998
ATSC4c,0.29713813250344506
ATSC4d,-9.080000000000002
ATSC4i,-21.84178892153449
ATSC4m,-302.9110503022222
ATSC4p,-4.096284286984476
ATSC4s,2.978611111111111
ATSC4v,-837.1028553491548
ATSC5Z,-116.11999999999999
ATSC5c,-0.3707751781407353
ATSC5d,-1.2799999999999987
ATSC5i,9.118118753597392
ATSC5m,-545.3237868355557
ATSC5p,-0.24808908029768267
ATSC5s,-20.643611111111102
ATSC5v,-340.12078007750733
ATSC6Z,99.27999999999999
ATSC6c,0.07479822601149613
ATSC6d,-6.880000000000001
ATSC6i,0.12481604426155646
ATSC6m,471.4022836533336
ATSC6p,1.2234886676315169
ATSC6s,11.789722222222217
ATSC6v,488.8393065327211
ATSC7Z,-82.79999999999997
ATSC7c,0.15933198997889356
ATSC7d,-4.6000000000000005
ATSC7i,-15.296324718756967
ATSC7m,-404.1521674222222
ATSC7p,-3.6786650091520006
ATSC7s,7.283333333333333
ATSC7v,-809.4698587880686
ATSC8Z,-34.63999999999999
ATSC8c,-0.11077501603769982
ATSC8d,6.240000000000004
ATSC8i,3.4018277491885485
ATSC8m,-160.37614962666652
ATSC8p,0.3101969492634335
ATSC8s,-13.580277777777775
ATSC8v,-43.777166352959654
AXp-0d,0.7316713938910652
AXp-1d,0.4466014207573539
AXp-2d,0.2934264646598575
AXp-3d,0.18128967604346274
AXp-4d,0.11934699554392598
AXp-5d,0.074845330386787
AXp-6d,0.04828637913654701
AXp-7d,0.03309307698115177
GATS1Z,0.8653669584379016
GATS1c,1.5633252448658699
GATS1d,0.6821236559139786
GATS1i,1.027536915482897
GATS1m,0.8664062020426729
GATS1p,0.9053439243804038
GATS1s,0.7571891467145044
GATS1v,0.8796420936861586
GATS2Z,0.6932507348290359
GATS2c,0.7252678208594393
GATS2d,1.3327205882352944
GATS2i,1.1485420010234428
GATS2m,0.6989012107622785
GATS2p,0.9713399421097204
GATS2s,0.5350265649992849
GATS2v,0.8743181421154163
GATS3Z,1.1361084756483237
GATS3c,1.2452054647919155
GATS3d,1.4474826388888893
GATS3i,1.172714047314935
GATS3m,1.132593187951308
GATS3p,1.0718011623484105
GATS3s,1.230894064110286
GATS3v,1.0743374067194913
GATS4Z,1.0738763488062533
GATS4c,0.844040474539584
GATS4d,1.217350746268657
GATS4i,1.2279750146600759
GATS4m,1.0791604714052896
GATS4p,1.2234687675256395
GATS4s,0.868104768268675
GATS4v,1.1925164565292388
GATS5Z,1.2453269704607888
GATS5c,1.5185362969911091
GATS5d,0.8904695273631843
GATS5i,0.8924584153043057
GATS5m,1.2380008975322634
GATS5p,0.9356354689337409
GATS5s,1.2936122439399071
GATS5v,1.0293316642465553
GATS6Z,0.7192316655015146
GATS6c,0.5879105276222587
GATS6d,1.1526864035087723
GATS6i,0.8548785281657874
GATS6m,0.7250942413363365
GATS6p,0.9022922739192211
GATS6s,0.48636866877761237
GATS6v,0.8571071530810759
GATS7Z,1.2759724857685009
GATS7c,0.8349271040811864
GATS7d,0.9628906250000001
GATS7i,1.1971160265947598
GATS7m,1.2792267876605532
GATS7p,1.346886473120692
GATS7s,1.2585491534497761
GATS7v,1.3360305353692148
GATS8Z,1.2046294944776919
GATS8c,1.085449050108927
GATS8d,0.29046474358974367
GATS8i,0.7331604331451136
GATS8m,1.1946237960493749
GATS8p,0.8878895542204147
GATS8s,1.8849748703191793
GATS8v,0.9801424736485389
MATS1Z,-0.006243496357960296
MATS1c,-0.5161936454497424
MATS1d,0.49193548387096797
MATS1i,0.1420710430564835
MATS1m,-0.0031783328592829914
MATS1p,0.1095956405586532
MATS1s,-0.14824721036713703
MATS1v,0.08251718235035096
MATS2Z,0.1948878223015963
MATS2c,0.05838867379252324
MATS2d,-0.007352941176470722
MATS2i,-0.09812732919916264
MATS2m,0.19388725725964612
MATS2p,0.05429009769451952
MATS2s,0.07140467108345047
MATS2v,0.11985356021836024
MATS3Z,-0.19781783681214415
MATS3c,-0.10823169157814534
MATS3d,-0.26041666666666674
MATS3i,-0.10228855328341593
MATS3m,-0.19591164529716876
MATS3p,-0.10715253951217317
MATS3s,-0.14344509134711905
MATS3v,-0.14254124557974485
MATS4Z,-0.12940043614942362
MATS4c,0.2555533607596269
MATS4d,-0.21175373134328365
MATS4i,-0.21383024081584284
MATS4m,-0.13460085529468416
MATS4p,-0.2656923108987338
MATS4s,0.03213105322613993
MATS4v,-0.24418931048852566
MATS5Z,-0.24665099549689878
MATS5c,-0.3188848299671389
MATS5d,-0.02985074626865669
MATS5i,0.08926601826771091
MATS5m,-0.24231881949294257
MATS5p,-0.0160915005978643
MATS5s,-0.22268800546554512
MATS5v,-0.09921583499473828
MATS6Z,0.24787775891341252
MATS6c,0.07561613094847378
MATS6d,-0.18859649122807023
MATS6i,0.0014363202415354724
MATS6m,0.24622056968382985
MATS6p,0.09328005527213207
MATS6s,0.14949087233240696
MATS6v,0.16761538989665506
MATS7Z,-0.2945920303605312
MATS7c,0.2295308150591607
MATS7d,-0.17968750000000008
MATS7i,-0.2508319330748022
MATS7m,-0.3008101084829235
MATS7p,-0.3996630049422759
MATS7s,0.13160008030515963
MATS7v,-0.39551532774157244
MATS8Z,-0.12640490439351917
MATS8c,-0.16367231472486143
MATS8d,0.25000000000000017
MATS8i,0.057214147910105644
MATS8m,-0.12242854296109935
MATS8p,0.03456500424519809
MATS8s,-0.25166916333348777
MATS8v,-0.02193843622048096
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,19.87726836308459
SpAD_D,110.52568785530798
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,331
TMWC10,104.08349755894929
TSRW10,62.36281085808857
VE1_Dt,3.9633350101292493
VE2_Dt,0.24770843813307808
VE3_Dt,1.8470894743574136
VR1_Dt,72.46158953344387
VR2_Dt,4.528849345840242
VR3_Dt,4.753060251174295
Xc-3dv,0.5269017568954086
Xc-4dv,0.0
Xc-5dv,0.11043676892335882
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.2906694893093821
Xch-7d,0.4571018179639021
Xp-0dv,9.372349905601618
Xp-1dv,5.147499818205996
Xp-2dv,3.8651245029843055
Xp-3dv,2.645105818194631
Xp-4dv,1.8110660468770245
Xp-5dv,1.0181567156020441
Xp-6dv,0.5553504535850773
Xp-7dv,0.30079431012955976
Xpc-4d,2.846950603790168
Xpc-5d,4.426481928201126
Xpc-6d,5.791340250456879
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,0
nHBAcc,2
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.305818978475576
AATS0dv,6.8
AATS0pe,6.086976666666668
AATS0se,7.5280064000000015
AATS1dv,6.935483870967742
AATS1pe,6.397887096774195
AATS1se,7.661395483870969
AATS2dv,5.588235294117647
AATS2pe,6.160313725490197
AATS2se,7.504357960784318
AATS3dv,4.333333333333333
AATS3pe,6.301958333333333
AATS3se,7.680357000000001
AATS4dv,3.328358208955224
AATS4pe,6.122876119402985
AATS4se,7.550927164179107
AATS5dv,2.328358208955224
AATS5pe,6.014701492537314
AATS5se,7.534669134328359
AATS6dv,2.0701754385964914
AATS6pe,5.643087719298247
AATS6se,7.203619368421054
AATS7dv,1.95
AATS7pe,6.065640000000002
AATS7se,7.556925000000002
AATS8dv,0.5384615384615384
AATS8pe,5.701551282051284
AATS8se,7.380437333333334
AATSC0Z,7.026666666666667
AATSC0c,0.017354095782065943
AATSC0d,0.6399999999999999
AATSC0i,1.5245591471596391
AATSC0m,33.58864579555554
AATSC0p,0.23011042826463993
AATSC0s,1.383611111111111
AATSC0v,51.16551761787673
AATSC1Z,-0.04387096774193435
AATSC1c,-0.00895807396522862
AATSC1d,0.3148387096774194
AATSC1i,0.21659570823827284
AATSC1m,-0.10675589663083168
AATSC1p,0.02521909978488923
AATSC1s,-0.20511648745519706
AATSC1v,4.2220343473244295
AATSC2Z,1.3694117647058834
AATSC2c,0.001013282637583252
AATSC2d,-0.00470588235294126
AATSC2i,-0.14960091731692857
AATSC2m,6.512410408366009
AATSC2p,0.012492717631015027
AATSC2s,0.09879629629629631
AATSC2v,6.132369446917761
AATSC3Z,-1.3899999999999997
AATSC3c,-0.0018782631423021542
AATSC3d,-0.16666666666666666
AATSC3i,-0.1559449495579579
AATSC3m,-6.580406861111117
AATSC3p,-0.02465691675678992
AATSC3s,-0.1984722222222222
AATSC3v,-7.293196611984528
AATSC4Z,-0.9092537313432832
AATSC4c,0.004434897500051419
AATSC4d,-0.13552238805970152
AATSC4i,-0.32599684957514163
AATSC4m,-4.521060452271973
AATSC4p,-0.061138571447529495
AATSC4s,0.04445688225538971
AATSC4v,-12.494072467897832
AATSC5Z,-1.7331343283582088
AATSC5c,-0.005533957882697542
AATSC5d,-0.019104477611940278
AATSC5i,0.1360913246805581
AATSC5m,-8.139160997545607
AATSC5p,-0.003702822093995264
AATSC5s,-0.3081135986733
AATSC5v,-5.076429553395632
AATSC6Z,1.741754385964912
AATSC6c,0.001312249579149055
AATSC6d,-0.12070175438596492
AATSC6i,0.0021897551624834467
