DLiP-ID,C002WQ
TIC0,56.83028070624682
TIC1,129.42055205526285
TIC2,159.99172104821005
TIC3,188.52104606119087
TIC4,200.1306865356277
TIC5,200.1306865356277
Vabc,258.44719434892187
WPol,31
apol,45.497480999999986
bpol,21.342518999999996
nRot,3
ABCGG,13.883186116516036
ATS0Z,876.0
ATS0d,137.0
ATS0i,6245.069968264734
ATS0m,3458.5834139999993
ATS0p,62.03182338243301
ATS0s,143.66666666666669
ATS0v,9098.06118344316
ATS1Z,1057.0
ATS1d,177.0
ATS1i,6102.057559367698
ATS1m,4030.153048999998
ATS1p,80.15982126000003
ATS1s,125.50000000000001
ATS1v,11672.341536567734
ATS2Z,1576.0
ATS2d,284.0
ATS2i,11043.821074667843
ATS2m,5879.519650999998
ATS2p,122.89684152454699
ATS2s,206.4444444444445
ATS2v,17403.434819043654
ATS3Z,1565.0
ATS3d,299.0
ATS3i,15138.759495582039
ATS3m,5568.695879000001
ATS3p,132.460325965339
ATS3s,253.58333333333337
ATS3v,17889.17899791765
ATS4Z,1372.0
ATS4d,273.0
ATS4i,16030.998213736733
ATS4m,4780.424314
ATS4p,118.21120814698001
ATS4s,254.55555555555554
ATS4v,15715.26127958788
ATS5Z,1276.0
ATS5d,251.0
ATS5i,13077.897109825033
ATS5m,4603.531718000001
ATS5p,108.787804612131
ATS5s,220.75000000000006
ATS5v,14566.20784798132
ATS6Z,1214.0
ATS6d,215.0
ATS6i,11864.02283630969
ATS6m,4301.703112
ATS6p,105.57499245164097
ATS6s,221.66666666666669
ATS6v,14247.637000046825
ATS7Z,1018.0
ATS7d,206.0
ATS7i,12903.051832214878
ATS7m,3535.1552229999993
ATS7p,94.221035328678
ATS7s,204.38888888888889
ATS7v,12107.003372013889
ATS8Z,772.0
ATS8d,142.0
ATS8i,9405.634522593535
ATS8m,2710.830207
ATS8p,67.17597750558402
ATS8s,161.83333333333334
ATS8v,8916.852974897676
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,11
C2SP3,1
C3SP2,1
C3SP3,1
C4SP3,0
FCSP3,0.2222222222222222
GGI10,0.018779716355473944
JGI10,0.0018779716355473944
JGT10,0.36856598592641454
Kier1,15.5232
Kier2,6.857142857142857
Kier3,3.440470801267542
MAXdO,12.261822719828672
MID_C,37.75433702630853
MID_N,6.397952679034879
MID_O,1.7846095451466275
MID_X,0.0
MID_h,8.182562224181506
MINdO,12.261822719828672
MPC10,112
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.652489180268651
MWC04,6.532334292222349
MWC05,7.407924322559599
MWC06,8.293799608846818
MWC07,9.17771386914909
MWC08,10.067093391134142
MWC09,10.955584587462768
MWC10,11.847417170204716
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.0790000000000015
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,3.044522437723423
SRW06,6.7580945044277305
SRW07,5.41610040220442
SRW08,8.342601680684194
SRW09,7.515889085215125
SRW10,9.967447781495006
SaaCH,18.104936265917956
SaaNH,3.3524774817334344
SaaSe,0
SaaaC,1.9980710249613574
SaasC,2.0890904509952133
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.20306405895691637
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.9237962962962962
SsssP,0
VE1_A,4.073015659905338
VE1_D,4.622036907597268
VE2_A,0.18513707545024263
VE2_D,0.21009258670896672
VE3_A,2.1928410338317326
VE3_D,2.3192928573851983
VR1_A,213.863748074492
VR1_D,124.73730463020935
VR2_A,9.721079457931454
VR2_D,5.6698774831913346
VR3_A,6.153796481371488
VR3_D,5.61466732332603
WPath,1117
Xc-3d,1.2731597389607807
Xc-4d,0.0
Xc-5d,0.2845177968644246
Xc-6d,0.0
Xp-0d,14.940946820939052
Xp-1d,10.79282633568371
Xp-2d,9.744686358229572
Xp-3d,8.38975977156412
Xp-4d,7.115742782410618
Xp-5d,5.741490195592595
Xp-6d,3.7553401235923496
Xp-7d,2.780972198332212
ZMIC0,71.54110540482012
ZMIC1,45.25317144115283
ZMIC2,31.882267735630247
ZMIC3,22.59805633392361
ZMIC4,21.376009103024607
ZMIC5,21.376009103024607
nAcid,0
nAtom,39
nBase,0
nRing,4
piPC1,3.5553480614894135
piPC2,4.154969184038536
piPC3,4.732903552497643
piPC4,5.315358832402889
piPC5,5.8041932605881135
piPC6,5.9947014900509235
piPC7,6.369245267037445
piPC8,6.787999106564859
piPC9,6.752352513539401
AATS0Z,22.46153846153846
AATS0d,3.5128205128205128
AATS0i,160.12999918627523
AATS0m,88.68162599999998
AATS0p,1.5905595739085387
AATS0s,3.6837606837606844
AATS0v,233.28362008828617
AATS1Z,25.166666666666668
AATS1d,4.214285714285714
AATS1i,145.28708474684996
AATS1m,95.95602497619043
AATS1p,1.9085671728571436
AATS1s,2.9880952380952386
AATS1v,277.9128937278032
AATS2Z,21.589041095890412
AATS2d,3.8904109589041096
AATS2i,151.28522020092936
AATS2m,80.54136508219175
AATS2p,1.6835183770485889
AATS2s,2.8280060882800617
AATS2v,238.40321669922812
AATS3Z,16.302083333333332
AATS3d,3.1145833333333335
AATS3i,157.6954114123129
AATS3m,58.00724873958334
AATS3p,1.3797950621389479
AATS3s,2.641493055555556
AATS3v,186.34561456164218
AATS4Z,14.144329896907216
AATS4d,2.814432989690722
AATS4i,165.26802282202817
AATS4m,49.28272488659794
AATS4p,1.2186722489379382
AATS4s,2.6242840778923253
AATS4v,162.01300288234927
AATS5Z,15.560975609756097
AATS5d,3.0609756097560976
AATS5i,159.48655011981748
AATS5m,56.14063070731709
AATS5p,1.326680544050378
AATS5s,2.692073170731708
AATS5v,177.63668107294293
AATS6Z,15.973684210526315
AATS6d,2.8289473684210527
AATS6i,156.10556363565382
AATS6m,56.601356736842106
AATS6p,1.3891446375215917
AATS6s,2.916666666666667
AATS6v,187.46890789535297
AATS7Z,12.725
AATS7d,2.575
AATS7i,161.28814790268598
AATS7m,44.18944028749999
AATS7p,1.177762941608475
AATS7s,2.5548611111111112
AATS7v,151.33754215017362
AATS8Z,13.543859649122806
AATS8d,2.491228070175439
AATS8i,165.01113197532516
AATS8m,47.55842468421053
AATS8p,1.1785259211505967
AATS8s,2.839181286549708
AATS8v,156.436017103468
AMID_C,1.7161062284685693
AMID_N,0.2908160308652218
AMID_O,0.08111861568848307
AMID_X,0.0
AMID_h,0.37193464655370484
ATS0dv,284.0
ATS0pe,238.88340000000002
ATS0se,293.8997999999999
ATS1dv,303.0
ATS1pe,270.02650000000006
ATS1se,321.7786839999998
ATS2dv,419.0
ATS2pe,462.9787000000001
ATS2se,558.1921559999997
ATS3dv,355.0
ATS3pe,590.8505000000002
ATS3se,727.0204200000001
ATS4dv,330.0
ATS4pe,594.3711999999998
ATS4se,739.1368560000001
ATS5dv,319.0
ATS5pe,492.6817
ATS5se,612.261192
ATS6dv,286.0
ATS6pe,466.19
ATS6se,575.2577279999999
ATS7dv,245.0
ATS7pe,469.19499999999994
ATS7se,590.554516
ATS8dv,186.0
ATS8pe,342.71649999999994
ATS8se,429.597068
ATSC0Z,267.89743589743586
ATSC0c,0.5493436745553573
ATSC0d,21.89743589743591
ATSC0i,61.50944961147752
ATSC0m,1281.9897392307685
ATSC0p,8.954367553064767
ATSC0s,39.73219373219371
ATSC0v,1984.4496455505966
ATSC1Z,17.879684418145928
ATSC1c,-0.30407337278627183
ATSC1d,5.46942800788955
ATSC1i,-8.821836727754842
ATSC1m,85.19632782840313
ATSC1p,-0.10262768389474355
ATSC1s,-0.6403681788297182
ATSC1v,48.68202302558903
ATSC2Z,-14.320841551610807
ATSC2c,0.10155806457972101
ATSC2d,-5.6285338593030865
ATSC2i,-8.790542544023834
ATSC2m,-74.86020981656715
ATSC2p,-1.5452569332958672
ATSC2s,1.0311929286288244
ATSC2v,-317.16261705530616
ATSC3Z,-101.0552268244576
ATSC3c,-0.05385126580602413
ATSC3d,-6.927021696252464
ATSC3i,-32.52897656806197
ATSC3m,-486.7527880295853
ATSC3p,-4.3033154041881225
ATSC3s,-11.338647819417051
ATSC3v,-889.3187446248079
ATSC4Z,-65.23208415516108
ATSC4c,-0.11875059965071946
ATSC4d,0.9474030243261005
ATSC4i,27.576295765921714
ATSC4m,-299.82803526627237
ATSC4p,1.817263917936799
ATSC4s,-17.768390678647094
ATSC4v,97.79222843475584
ATSC5Z,70.8310322156476
ATSC5c,0.1632725257591397
ATSC5d,-3.476660092044707
ATSC5i,4.6003486378109795
ATSC5m,331.1425218224852
ATSC5p,0.6833344177135607
ATSC5s,18.64356417561546
ATSC5v,263.56668140272
ATSC6Z,-88.67192636423408
ATSC6c,-0.13203653465268012
ATSC6d,-3.928336620644313
ATSC6i,-12.361439885098822
ATSC6m,-424.22484552662684
ATSC6p,-2.6583994767289325
ATSC6s,-8.673277814303457
ATSC6v,-615.1287923224595
ATSC7Z,42.26166995397766
ATSC7c,0.13256630132889646
ATSC7d,0.5950032873109775
ATSC7i,-20.52929734868363
ATSC7m,197.51011160354972
ATSC7p,-1.0969489780009922
ATSC7s,6.203192344217987
ATSC7v,-17.375597376154573
ATSC8Z,25.99605522682445
ATSC8c,-0.029410990558454097
ATSC8d,2.714003944773174
ATSC8i,11.136937502200595
ATSC8m,132.31052858579852
ATSC8p,2.2456175359654096
ATSC8s,-3.2353714661406983
ATSC8v,450.943027556235
AXp-0d,0.6791339464063205
AXp-1d,0.4317130534273484
AXp-2d,0.2784196102351306
AXp-3d,0.17850552705455577
AXp-4d,0.11294829813350188
AXp-5d,0.07456480773496876
AXp-6d,0.046362223748053696
AXp-7d,0.02958481062055545
GATS1Z,0.7548197877926056
GATS1c,1.5636034828175944
GATS1d,0.785045165607226
GATS1i,1.2424179794754076
GATS1m,0.7586166062435397
GATS1p,0.9759680965769395
GATS1s,0.5411395484624371
GATS1v,0.8914775372894643
GATS2Z,0.9064499465061151
GATS2c,1.0707345976597773
GATS2d,1.3312373680664713
GATS2i,1.1671775290571367
GATS2m,0.91049327952241
GATS2p,1.0381509632613934
GATS2s,0.5855604494046512
GATS2v,1.0019513808146925
GATS3Z,1.11481563457121
GATS3c,1.167765549218571
GATS3d,1.14787031615925
GATS3i,1.2295363435559172
GATS3m,1.1145936380204942
GATS3p,1.1417149951580068
GATS3s,1.1022436989100823
GATS3v,1.1222528483276244
GATS4Z,1.1428054103976888
GATS4c,1.3770035007706705
GATS4d,0.9929138801033336
GATS4i,0.8363239338408508
GATS4m,1.1335722129350063
GATS4p,0.8395731699621485
GATS4s,1.489792550352539
GATS4v,0.9125915580832715
GATS5Z,0.8605859914839579
GATS5c,0.932919017998839
GATS5d,1.2380333580853364
GATS5i,0.9255702369253712
GATS5m,0.8636944531115306
GATS5p,0.9432712843479498
GATS5s,0.7053150129593942
GATS5v,0.9225246884403263
GATS6Z,1.1403617917304747
GATS6c,1.0694576252649188
GATS6d,0.9590163934426225
GATS6i,1.060110987680814
GATS6m,1.138059655317859
GATS6p,1.1316078453423137
GATS6s,1.6214461135809564
GATS6v,1.1173330927071314
GATS7Z,0.9423849062021441
GATS7c,0.7356998295604179
GATS7d,0.9652956674473063
GATS7i,1.0582655093578301
GATS7m,0.9441413820431693
GATS7p,1.056861336061063
GATS7s,1.049386920980927
GATS7v,1.0172238929167783
GATS8Z,0.995405819295559
GATS8c,1.1091394291158885
GATS8d,0.8067915690866506
GATS8i,0.8246994566586473
GATS8m,0.9864615495483482
GATS8p,0.7853342086995823
GATS8s,1.576527319661553
GATS8v,0.8144054493615059
MATS1Z,0.06197358346094938
MATS1c,-0.5139839762189311
MATS1d,0.2319337571094012
MATS1i,-0.133178000854468
MATS1m,0.061709445418907105
MATS1p,-0.01064253108668765
MATS1s,-0.014965888836532777
MATS1v,0.02277948234563346
MATS2Z,-0.028558916696385543
MATS2c,0.09876703912908613
MATS2d,-0.13732315293060843
MATS2i,-0.07635115058273352
MATS2m,-0.031196669910881575
MATS2p,-0.09219503440585951
MATS2s,0.013865614729219737
MATS2v,-0.08538540767127316
MATS3Z,-0.15324404192189897
MATS3c,-0.03982402591857414
MATS3d,-0.12851288056206078
MATS3i,-0.2148433584473061
MATS3m,-0.15424719409663204
MATS3p,-0.19523677943654097
MATS3s,-0.1159343404918974
MATS3v,-0.18205840637674
MATS4Z,-0.09790064886882116
MATS4c,-0.08691296299379615
MATS4d,0.017395398247181223
MATS4i,0.18025485056665524
MATS4m,-0.09403305857456533
MATS4p,0.08159733211285419
MATS4s,-0.17980361660070301
MATS4v,0.019813314448542438
MATS5Z,0.1257493556941695
MATS5c,0.14135778702938714
MATS5d,-0.07551265208202428
MATS5i,0.035571293637209796
MATS5m,0.12285169624838405
MATS5p,0.036295194922010894
MATS5s,0.22317068798466577
MATS5v,0.06316858950714813
MATS6Z,-0.16985119287499
MATS6c,-0.1233391650601225
MATS6d,-0.092059041045236
MATS6i,-0.10312838933563931
MATS6m,-0.1698097277721808
MATS6p,-0.15234785380021965
MATS6s,-0.11201900941224432
MATS6v,-0.15906586330772246
MATS7Z,0.07690467075038289
MATS7c,0.1176423337360639
MATS7d,0.013246487119437886
MATS7i,-0.16270723475333773
MATS7m,0.0751068253202284
MATS7p,-0.05972087069314607
MATS7s,0.07611098164348207
MATS7v,-0.00426849012766214
MATS8Z,0.06639397114532118
MATS8c,-0.03663154826667759
MATS8d,0.08480216935782069
MATS8i,0.12388356452639834
MATS8m,0.07061542977335306
MATS8p,0.1715894670485106
MATS8s,-0.05571490032984374
MATS8v,0.1554788587931547
MAXaaN,4.636207797933989
MINaaN,4.636207797933989
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.51814703212865
SpAD_D,210.09408902748365
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.94107812106324
SssNH2,0
SsssAs,0
SsssCH,0.15612244897959116
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,781
TMWC10,121.73014696744487
TSRW10,72.22875495252086
VE1_Dt,4.631355717094633
VE2_Dt,0.21051616895884695
VE3_Dt,2.321306997069025
VR1_Dt,124.23537928427263
VR2_Dt,5.647062694739665
VR3_Dt,5.610635346660787
Xc-3dv,0.639810047329228
Xc-4dv,0.0
Xc-5dv,0.08318362224928853
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.19245008972987526
Xch-6d,0.5968557071572793
Xch-7d,0.7722240989707545
Xp-0dv,12.197498516919683
Xp-1dv,7.557712438937216
Xp-2dv,5.80010017413258
Xp-3dv,4.225149353159512
Xp-4dv,3.077839793042603
Xp-5dv,2.061101630839902
Xp-6dv,1.1803892054730147
Xp-7dv,0.7505065881349668
Xpc-4d,3.108771819375362
Xpc-5d,4.804100434928729
Xpc-6d,6.903238780937854
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,42
nFRing,1
nHBAcc,2
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.969511613111722
AATS0dv,7.282051282051282
AATS0pe,6.125215384615386
AATS0se,7.535892307692306
AATS1dv,7.214285714285714
AATS1pe,6.429202380952383
AATS1se,7.661397238095234
AATS2dv,5.739726027397261
AATS2pe,6.342173972602741
AATS2se,7.646467890410955
AATS3dv,3.6979166666666665
AATS3pe,6.154692708333336
AATS3se,7.573129375000001
AATS4dv,3.402061855670103
AATS4pe,6.127538144329895
AATS4se,7.619967587628866
AATS5dv,3.8902439024390243
AATS5pe,6.008313414634146
AATS5se,7.466599902439025
AATS6dv,3.763157894736842
AATS6pe,6.134078947368421
AATS6se,7.569180631578947
AATS7dv,3.0625
AATS7pe,5.864937499999999
AATS7se,7.381931450000001
AATS8dv,3.263157894736842
AATS8pe,6.012570175438595
AATS8se,7.536790666666667
AATSC0Z,6.869165023011176
AATSC0c,0.01408573524500916
AATSC0d,0.5614727153188694
AATSC0i,1.5771653746532697
AATSC0m,32.87153177514791
AATSC0p,0.2295991680273017
AATSC0s,1.0187741982613772
AATSC0v,50.88332424488709
AATSC1Z,0.42570677186061734
AATSC1c,-0.007239842209196949
AATSC1d,0.13022447637832263
AATSC1i,-0.21004373161321052
AATSC1m,2.0284839959143603
AATSC1p,-0.0024435162832081797
AATSC1s,-0.015246861400707575
AATSC1v,1.1590957863235485
AATSC2Z,-0.19617591166590145
AATSC2c,0.0013912063641057673
AATSC2d,-0.07710320355209707
AATSC2i,-0.12041839101402513
AATSC2m,-1.0254823262543444
AATSC2p,-0.0211679031958338
AATSC2s,0.014125930529161978
AATSC2v,-4.344693384319262
AATSC3Z,-1.0526586127547668
AATSC3c,-0.0005609506854794181
AATSC3d,-0.07215647600262982
AATSC3i,-0.3388435059173122
AATSC3m,-5.070341541974847
AATSC3p,-0.04482620212695961
AATSC3s,-0.11811091478559428
AATSC3v,-9.263736923175083
AATSC4Z,-0.6724957129398049
AATSC4c,-0.0012242329860898914
AATSC4d,0.009767041487897943
AATSC4i,0.284291708927028
AATSC4m,-3.0910106728481686
AATSC4p,0.018734679566358752
AATSC4s,-0.18317928534687725
AATSC4v,1.0081673034510912
AATSC5Z,0.8637930758005804
AATSC5c,0.0019911283629163376
AATSC5d,-0.04239829380542325
AATSC5i,0.05610181265623146
AATSC5m,4.038323436859575
