DLiP-ID,T006OC
JGI1,0.22413793103448273
JGI2,0.08268733850129202
JGI3,0.06419753086419752
JGI4,0.03961805555555556
JGI5,0.03208937198067632
JGI6,0.026588332302618013
JGI7,0.017427430373858945
JGI8,0.014774922314604852
JGI9,0.011250000000000003
MIC0,13.705213536598164
MIC1,31.652518064914105
MIC2,36.346127383706836
MIC3,37.269741438036924
MIC4,37.30639598349148
MIC5,37.30639598349148
MPC2,43
MPC3,56
MPC4,79
MPC5,102
MPC6,122
MPC7,153
MPC8,176
MPC9,173
Mare,0.9762909090909093
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.1915432669344194
RPCG,0.16879150100930537
SIC0,0.25514658572948445
SIC1,0.5733889220608249
SIC2,0.7504259759936466
SIC3,0.8402578127688354
SIC4,0.8465476196941109
SIC5,0.8465476196941109
SaaN,0
SaaO,0
SaaS,0
Sare,53.69600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,10.850784556878306
SssS,0
StCH,0
StsC,0
TIC0,81.1301805478894
TIC1,182.32321878010814
TIC2,238.61653780756504
TIC3,267.180796724385
TIC4,269.180796724385
TIC5,269.180796724385
Vabc,354.2384471204708
WPol,45
apol,59.14820399999998
bpol,35.577796000000006
nRot,3
ABCGG,17.85160758151542
ATS0Z,1138.0
ATS0d,172.0
ATS0i,9004.661003398973
ATS0m,4474.260435000003
ATS0p,76.00887733577197
ATS0s,225.28472222222223
ATS0v,11116.39123510277
ATS1Z,1315.0
ATS1d,214.0
ATS1i,8352.5999299146
ATS1m,4931.938929000002
ATS1p,98.22040867000003
ATS1s,165.2638888888889
ATS1v,14229.587966507765
ATS2Z,2041.0
ATS2d,369.0
ATS2i,16239.542779192885
ATS2m,7594.619254999998
ATS2p,150.0449169392821
ATS2s,304.8888888888889
ATS2v,21311.011153463274
ATS3Z,2295.0
ATS3d,423.0
ATS3i,21496.718949539336
ATS3m,8194.143797000002
ATS3p,181.76826973643293
ATS3s,371.36111111111114
ATS3v,25272.0909474829
ATS4Z,2505.0
ATS4d,462.0
ATS4i,26123.62395747597
ATS4m,8938.026696000004
ATS4p,191.09444286056402
ATS4s,475.3194444444444
ATS4v,26531.675242620742
ATS5Z,2497.0
ATS5d,430.0
ATS5i,24007.890673007085
ATS5m,8796.498858000003
ATS5p,189.62315027588593
ATS5s,499.56944444444446
ATS5v,26589.734160854572
ATS6Z,2451.0
ATS6d,417.0
ATS6i,26773.639308260328
ATS6m,8580.799864000004
ATS6p,200.14177318401704
ATS6s,523.5416666666664
ATS6v,26868.688051266236
ATS7Z,2134.0
ATS7d,397.0
ATS7i,28577.4202045483
ATS7m,7375.823087
ATS7p,198.35351382069499
ATS7s,415.79166666666663
ATS7v,25450.40774248689
ATS8Z,1921.0
ATS8d,327.0
ATS8i,27645.679049788014
ATS8m,6360.568093999999
ATS8p,173.87292435050705
ATS8s,474.37500000000017
ATS8v,22283.567096853658
C1SP1,0
C1SP2,1
C1SP3,7
C2SP1,0
C2SP2,6
C2SP3,2
C3SP2,2
C3SP3,2
C4SP3,0
FCSP3,0.5238095238095238
GGI10,0.08000000000000002
JGI10,0.0072727272727272745
JGT10,0.5200436402000133
Kier1,21.702734839476815
Kier2,8.788534342888047
Kier3,4.775510204081633
MAXdO,12.87174296107332
MID_C,42.57951764010673
MID_N,4.357347127545601
MID_O,7.388760825686466
MID_X,0.0
MID_h,11.746107953232066
MINdO,12.505772195452256
MPC10,173
MWC01,29.0
MWC02,4.976733742420574
MWC03,5.8377304471659395
MWC04,6.760414691083428
MWC05,7.652070746116482
MWC06,8.58316818033977
MWC07,9.491073355339758
MWC08,10.425579472576013
MWC09,11.343097536757666
MWC10,12.278993127181767
NaaCH,4
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,5
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.201400000000004
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.442417710521793
SRW05,2.3978952727983707
SRW06,6.994849985833071
SRW07,4.844187086458591
SRW08,8.638879709672837
SRW09,7.065613363597717
SRW10,10.33653540173002
SaaCH,8.053206097253717
SaaNH,3.434483182161754
SaaSe,0
SaaaC,2.1453659349542287
SaasC,2.055943877551021
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.7263709372637943
SdssS,0
SsCH3,9.110235444486436
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.6572916666666666
SsssP,0
VE1_A,4.227017472098838
VE1_D,5.103552201485738
VE2_A,0.15655620267032735
VE2_D,0.1890204519068792
VE3_A,2.4347484280377394
VE3_D,2.623188580385223
VR1_A,290.3463939349375
VR1_D,166.37536154205978
VR2_A,10.753570145738426
VR2_D,6.162050427483695
VR3_A,6.66432644503342
VR3_D,6.107498222778403
WPath,1703
Xc-3d,3.046623614030324
Xc-4d,0.3535533905932738
Xc-5d,0.5663321734432416
Xc-6d,0.0
Xp-0d,19.76722023457211
Xp-1d,12.725363969726272
Xp-2d,12.457501923008946
Xp-3d,9.37873897026298
Xp-4d,8.358707438201668
Xp-5d,6.530163732035583
Xp-6d,4.794762912784333
Xp-7d,3.8956433530307253
ZMIC0,91.94395951152123
ZMIC1,43.94158838459936
ZMIC2,31.259797537943253
ZMIC3,27.443722924860683
ZMIC4,27.306218935277975
ZMIC5,27.306218935277975
nAcid,0
nAtom,55
nBase,0
nRing,3
piPC1,3.6109179126442243
piPC2,4.193435464866331
piPC3,4.72849340202009
piPC4,5.340238756511593
piPC5,5.838641111102839
piPC6,6.222049095410117
piPC7,6.680688024377163
piPC8,7.082984688557196
piPC9,7.128066698594754
AATS0Z,20.69090909090909
AATS0d,3.1272727272727274
AATS0i,163.7211091527086
AATS0m,81.35018972727278
AATS0p,1.3819795879231267
AATS0s,4.096085858585859
AATS0v,202.11620427459582
AATS1Z,23.07017543859649
AATS1d,3.754385964912281
AATS1i,146.53684087569474
AATS1m,86.52524436842108
AATS1p,1.7231650643859653
AATS1s,2.899366471734893
AATS1v,249.64189414925903
AATS2Z,19.625
AATS2d,3.548076923076923
AATS2i,156.14944979993157
AATS2m,73.02518514423075
AATS2p,1.4427395859546357
AATS2s,2.931623931623932
AATS2v,204.91356878330072
AATS3Z,16.875
AATS3d,3.110294117647059
AATS3i,158.06410992308335
AATS3m,60.25105733088237
AATS3p,1.3365313951208304
AATS3s,2.7305964052287583
AATS3v,185.8241981432566
AATS4Z,15.65625
AATS4d,2.8875
AATS4i,163.2726497342248
AATS4m,55.862666850000025
AATS4p,1.194340267878525
AATS4s,2.9707465277777776
AATS4v,165.82297026637963
AATS5Z,16.758389261744966
AATS5d,2.8859060402684564
AATS5i,161.126783040316
AATS5m,59.03690508724834
AATS5p,1.2726385924556103
AATS5s,3.3528150633855334
AATS5v,178.45459168358772
AATS6Z,14.676646706586826
AATS6d,2.497005988023952
AATS6i,160.3211934626367
AATS6m,51.38203511377248
AATS6p,1.1984537316408206
AATS6s,3.134980039920158
AATS6v,160.89034761237266
AATS7Z,12.125
AATS7d,2.2556818181818183
AATS7i,162.3717057076608
AATS7m,41.90808572159091
AATS7p,1.1270086012539489
AATS7s,2.3624526515151514
AATS7v,144.60458944594822
AATS8Z,11.43452380952381
AATS8d,1.9464285714285714
AATS8i,164.5576133915953
AATS8m,37.86052436904762
AATS8p,1.0349578830387325
AATS8s,2.8236607142857153
AATS8v,132.64028033841464
AMID_C,1.5770191718558049
AMID_N,0.16138322694613336
AMID_O,0.273657808358758
AMID_X,0.0
AMID_h,0.43504103530489135
ATS0dv,368.0
ATS0pe,337.8900999999998
ATS0se,420.2779639999998
ATS1dv,370.0
ATS1pe,366.595
ATS1se,440.24112399999984
ATS2dv,539.0
ATS2pe,656.0433999999999
ATS2se,802.87822
ATS3dv,510.0
ATS3pe,858.2646000000001
ATS3se,1056.433924
ATS4dv,558.0
ATS4pe,1001.3892000000003
ATS4se,1243.3402400000007
ATS5dv,563.0
ATS5pe,964.3819000000003
ATS5se,1184.305848
ATS6dv,584.0
ATS6pe,1032.7208999999998
ATS6se,1286.0027839999998
ATS7dv,375.0
ATS7pe,1027.4274999999998
ATS7se,1299.625372
ATS8dv,270.0
ATS8pe,1008.889
ATS8se,1273.3553839999997
ATSC0Z,410.7272727272728
ATSC0c,1.1405859394538094
ATSC0d,37.52727272727272
ATSC0i,76.13504107688433
ATSC0m,1951.8935945454548
ATSC0p,12.399603946215349
ATSC0s,78.28459595959599
ATSC0v,2750.711245625994
ATSC1Z,25.08264462809918
ATSC1c,-0.8075370876600431
ATSC1d,17.180826446280978
ATSC1i,-14.334497541207776
ATSC1m,116.54333801652959
ATSC1p,-1.1089514404888428
ATSC1s,-4.72815197428834
ATSC1v,-50.35984200983178
ATSC2Z,168.93388429752065
ATSC2c,0.4529833664411176
ATSC2d,7.2029752066115655
ATSC2i,6.423153280285919
ATSC2m,791.7996755867777
ATSC2p,2.4209255278257147
ATSC2s,29.45655188246097
ATSC2v,707.102409657018
ATSC3Z,-106.65289256198344
ATSC3c,-0.17483541378379616
ATSC3d,3.4052892561983428
ATSC3i,-13.115403646642793
ATSC3m,-496.58635751239586
ATSC3p,-1.3268958400701045
ATSC3s,-23.172415059687786
ATSC3v,-433.6663674519185
ATSC4Z,35.24793388429754
ATSC4c,-0.1106366425262624
ATSC4d,-5.242975206611572
ATSC4i,1.2154416734504399
ATSC4m,181.05317950413257
ATSC4p,1.9838031827968867
ATSC4s,-19.915794306703397
ATSC4v,498.4361509562958
ATSC5Z,-234.5702479338843
ATSC5c,0.012706658743477268
ATSC5d,-12.537520661157025
ATSC5i,17.73370674414095
ATSC5m,-1106.9354726776849
ATSC5p,-1.796482361048224
ATSC5s,-40.324405417814525
ATSC5v,-918.3737846442422
ATSC6Z,-57.099173553719
ATSC6c,0.09078125814724876
ATSC6d,-12.800991735537194
ATSC6i,-18.841596123264978
ATSC6m,-289.60186571074337
ATSC6p,-2.8744917789733746
ATSC6s,30.25833792470155
ATSC6v,-765.1499023071557
ATSC7Z,115.81818181818177
ATSC7c,0.06048937719625285
ATSC7d,-17.05090909090909
ATSC7i,-11.713099998352497
ATSC7m,541.6185600909088
ATSC7p,-1.4512735764368696
ATSC7s,18.63247474747475
ATSC7v,243.35874967235736
ATSC8Z,-144.7851239669421
ATSC8c,0.0839663392716849
ATSC8d,-12.792396694214869
ATSC8i,-21.143057692278784
ATSC8m,-696.3415676115704
ATSC8p,-6.501841633624168
ATSC8s,-3.4292860422405917
ATSC8v,-1184.8452477666194
AXp-0d,0.7321192679471152
AXp-1d,0.43880565412849215
AXp-2d,0.2897093470467197
AXp-3d,0.16747748161183892
AXp-4d,0.10580642326837554
AXp-5d,0.06402121305917238
AXp-6d,0.039301335350691254
AXp-7d,0.025461721261638728
GATS1Z,0.8534283916963722
GATS1c,1.778080359951569
GATS1d,0.8961903304773565
GATS1i,1.4647267212335116
GATS1m,0.8622641807223272
GATS1p,1.279987877329233
GATS1s,0.6092816579863306
GATS1v,1.1209893855962854
GATS2Z,0.7515514863622432
GATS2c,0.9178675453554777
GATS2d,1.3836091234347052
GATS2i,1.092632481480382
GATS2m,0.756562015973858
GATS2p,0.9592705763701036
GATS2s,0.4449832832558866
GATS2v,0.8876621475529235
GATS3Z,1.1064125849543003
GATS3c,1.5328962949889973
GATS3d,1.1374080882352944
GATS3i,1.164017280321957
GATS3m,1.1026138595992532
GATS3p,1.0676268161121285
GATS3s,0.9250397144732403
GATS3v,1.0534181767769804
GATS4Z,1.0037226095617529
GATS4c,1.4873240373182814
GATS4d,1.1826398982558144
GATS4i,1.0245826090707402
GATS4m,0.9967720414227181
GATS4p,0.8951771771348679
GATS4s,1.4534408698835828
GATS4v,0.8824207826133031
GATS5Z,1.269298644348779
GATS5c,1.394088375258833
GATS5d,1.2747775870142037
GATS5i,1.0032153007678488
GATS5m,1.2605528646178765
GATS5p,1.0211523510375047
GATS5s,1.9566257683334833
GATS5v,1.0610868827453095
GATS6Z,1.0529737338072855
GATS6c,0.9748648063392924
GATS6d,1.1373764099707564
GATS6i,1.0751615317531154
GATS6m,1.0534264391666093
GATS6p,1.077373197705421
GATS6s,1.097719224767746
GATS6v,1.0725403974115706
GATS7Z,0.8497260956175298
GATS7c,0.7847429140922212
GATS7d,1.1200944767441865
GATS7i,1.0152567321137247
GATS7m,0.8554446220467268
GATS7p,1.0291556626625913
GATS7s,0.6142905644066099
GATS7v,0.9778678172982519
GATS8Z,1.1187037564029594
GATS8c,1.0744128696036872
GATS8d,0.9079111295681065
GATS8i,1.0292898991678907
GATS8m,1.1177005030653921
GATS8p,1.1144375126912383
GATS8s,1.127682053492801
GATS8v,1.095038939061144
MATS1Z,0.05892608901625468
MATS1c,-0.6831597918684148
MATS1d,0.44175846593227236
MATS1i,-0.1816710481738997
MATS1m,0.057612821928601426
MATS1p,-0.08629637432542245
MATS1s,-0.05827777290144949
MATS1v,-0.01766555107765529
MATS2Z,0.21751668539517138
MATS2c,0.21003109262716754
MATS2d,0.10150659660107329
MATS2i,0.044616248442201856
MATS2m,0.21453024602409917
MATS2p,0.10325306837960548
MATS2s,0.1989916915027476
MATS2v,0.1359460722448023
MATS3Z,-0.10501295471707935
MATS3c,-0.06199050485862274
MATS3d,0.03669701892384857
MATS3i,-0.06966599687274816
MATS3m,-0.1028874554082551
MATS3p,-0.043276566783202124
MATS3s,-0.11970678460960744
MATS3v,-0.06375797577215629
MATS4Z,0.029500055334218688
MATS4c,-0.03334369165256825
MATS4d,-0.04802567829457367
MATS4i,0.005487723777894448
MATS4m,0.031885462726280914
MATS4p,0.05499630044994878
MATS4s,-0.08745084788407999
MATS4v,0.062288408921029624
MATS5Z,-0.21081223205611552
MATS5c,0.00411225250661774
MATS5d,-0.12332214765100674
MATS5i,0.08597879558681634
MATS5m,-0.2093353569095181
MATS5p,-0.05348002047053713
MATS5s,-0.19013763122863453
MATS5v,-0.12323977485433092
MATS6Z,-0.04578492417555326
MATS6c,0.02621285965054832
MATS6d,-0.11234217611289055
MATS6i,-0.08150407487445964
MATS6m,-0.048864272228336864
MATS6p,-0.07634831832928664
MATS6s,0.12729606318142042
MATS6v,-0.09161102504250603
MATS7Z,0.08811974324922528
MATS7c,0.016572999648655173
MATS7d,-0.14198764534883723
MATS7i,-0.048076991851738644
MATS7m,0.08671364079547803
MATS7p,-0.03657560310827086
MATS7s,0.07437795759450591
MATS7v,0.02764725283089635
MATS8Z,-0.11540478298446422
MATS8c,0.024100753102278265
MATS8d,-0.11159849114064228
MATS8i,-0.09091522465396311
MATS8m,-0.11679374645430367
MATS8p,-0.1716650882946709
MATS8s,-0.014341045217565759
MATS8v,-0.14101653390725347
MAXssO,5.607405990173847
MINssO,5.24337856670446
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.30935632180198
SpAD_D,262.53485445907756
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.5185489103048633
SssNH2,0
SsssAs,0
SsssCH,-0.958675359032503
SsssNH,0
SssssB,0
SssssC,-0.6016618638196018
SssssN,0
TMPC10,1133
TMWC10,133.3488612989814
TSRW10,76.79791597451812
VE1_Dt,5.180118037718823
VE2_Dt,0.19185622361921567
VE3_Dt,2.638079616226457
VR1_Dt,154.51830797238975
VR2_Dt,5.7229002952736945
VR3_Dt,6.033564360530896
Xc-3dv,1.8351368151818754
Xc-4dv,0.2041241452319315
Xc-5dv,0.19711067617757985
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.35091647671820697
Xch-7d,0.6268524278105505
Xp-0dv,16.665628716052808
Xp-1dv,9.483373626950481
Xp-2dv,7.972109386374092
Xp-3dv,4.840888852584427
Xp-4dv,3.7177833148546227
Xp-5dv,2.6749740723613393
Xp-6dv,1.6834898062254695
Xp-7dv,1.1690026706192949
Xpc-4d,4.816468146592295
Xpc-5d,8.558432909780604
Xpc-6d,13.453031525559012
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,57
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,7.363522304809688
AATS0dv,6.6909090909090905
AATS0pe,6.14345636363636
AATS0se,7.641417527272724
AATS1dv,6.491228070175438
AATS1pe,6.4314912280701755
AATS1se,7.723528491228067
AATS2dv,5.1826923076923075
AATS2pe,6.308109615384614
AATS2se,7.719982884615385
AATS3dv,3.75
AATS3pe,6.31076911764706
AATS3se,7.767896499999999
AATS4dv,3.4875
AATS4pe,6.258682500000002
AATS4se,7.770876500000004
AATS5dv,3.778523489932886
AATS5pe,6.472361744966445
AATS5se,7.948361395973154
AATS6dv,3.497005988023952
AATS6pe,6.183957485029939
AATS6se,7.700615473053891
AATS7dv,2.1306818181818183
AATS7pe,5.837656249999998
AATS7se,7.384235068181818
AATS8dv,1.6071428571428572
AATS8pe,6.0052916666666665
AATS8se,7.579496333333331
AATSC0Z,7.467768595041323
AATSC0c,0.020737926171887442
AATSC0d,0.6823140495867767
AATSC0i,1.3842734741251697
AATSC0m,35.488974446281
AATSC0p,0.2254473444766427
AATSC0s,1.4233562901744725
AATSC0v,50.01293173865443
AATSC1Z,0.4400463969841962
AATSC1c,-0.014167317327369177
AATSC1d,0.30141800782949085
AATSC1i,-0.2514824130036452
AATSC1m,2.0446199652022736
AATSC1p,-0.01945528842962882
AATSC1s,-0.08295003463663755
AATSC1v,-0.8835060001724874
AATSC2Z,1.6243642720915448
AATSC2c,0.0043556092927030535
AATSC2d,0.06925937698664966
AATSC2i,0.06176108923351845
AATSC2m,7.613458419103631
AATSC2p,0.023278130075247257
AATSC2s,0.28323607579289395
AATSC2v,6.799061631317481
AATSC3Z,-0.7842124453087017
AATSC3c,-0.0012855545131161483
AATSC3d,0.025038891589693697
AATSC3i,-0.0964367915194323
AATSC3m,-3.6513702758264404
AATSC3p,-0.009756587059339003
AATSC3s,-0.1703854048506455
AATSC3v,-3.188723290087636
AATSC4Z,0.22029958677685962
AATSC4c,-0.00069147901578914
AATSC4d,-0.032768595041322325
AATSC4i,0.007596510459065249
AATSC4m,1.1315823719008287
AATSC4p,0.012398769892480541
AATSC4s,-0.12447371441689623
AATSC4v,3.115225943476849
AATSC5Z,-1.5742969659992234
AATSC5c,8.527958888239777e-05
