DLiP-ID,P000LK
MPC4,91
MPC5,109
MPC6,120
MPC7,155
MPC8,195
MPC9,221
Mare,0.9695483870967744
NaaN,2
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.172293250332745
RPCG,0.06424105558864242
SIC0,0.24309778707072327
SIC1,0.5608749040727907
SIC2,0.760904156564186
SIC3,0.8855113151452169
SIC4,0.8983915982108048
SIC5,0.8983915982108048
SaaN,9.213329264445855
SaaO,5.3926509303802845
SaaS,0
Sare,60.11200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.512496153424878
SssS,0
StCH,0
StsC,0
TIC0,89.74202070406231
TIC1,207.05267563396578
TIC2,280.8955087374958
TIC3,326.89550873749573
TIC4,331.6503962396592
TIC5,331.6503962396592
Vabc,390.7091457935073
WPol,49
apol,69.42778999999999
bpol,38.12821000000002
nRot,7
ABCGG,18.986187517477457
ATS0Z,1290.0
ATS0d,202.0
ATS0i,10060.045641912471
ATS0m,5078.0692640000025
ATS0p,91.97619514546997
ATS0s,160.72222222222223
ATS0v,13349.990025225932
ATS1Z,1586.0
ATS1d,258.0
ATS1i,9640.827643277009
ATS1m,5996.020076000003
ATS1p,118.98424930000004
ATS1s,184.27777777777777
ATS1v,17209.727100707783
ATS2Z,2305.0
ATS2d,423.0
ATS2i,18378.000266981297
ATS2m,8516.481754000004
ATS2p,179.24389203188588
ATS2s,298.6666666666667
ATS2v,25337.014823848385
ATS3Z,2395.0
ATS3d,460.0
ATS3i,23561.451998240973
ATS3m,8540.306061000001
ATS3p,207.38494874382891
ATS3s,349.9166666666667
ATS3v,28114.989308225806
ATS4Z,2305.0
ATS4d,479.0
ATS4i,25900.957739217276
ATS4m,7990.786687999998
ATS4p,217.54495897922496
ATS4s,360.02777777777777
ATS4v,28287.961141641317
ATS5Z,2255.0
ATS5d,459.0
ATS5i,27411.42251400221
ATS5m,7851.679639
ATS5p,208.92670637280895
ATS5s,366.0555555555555
ATS5v,26994.527172354636
ATS6Z,2314.0
ATS6d,470.0
ATS6i,27418.942919385052
ATS6m,8276.778226999999
ATS6p,202.784599634997
ATS6s,360.72222222222234
ATS6v,26684.47252455041
ATS7Z,2347.0
ATS7d,458.0
ATS7i,23159.965650885086
ATS7m,8394.616336000003
ATS7p,205.035375286678
ATS7s,338.11111111111114
ATS7v,27573.585977238334
ATS8Z,2246.0
ATS8d,442.0
ATS8i,23943.491434666987
ATS8m,7810.952146999999
ATS8p,213.010488997282
ATS8s,344.02777777777777
ATS8v,27797.46562953588
C1SP1,0
C1SP2,1
C1SP3,8
C2SP1,0
C2SP2,12
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.38461538461538464
GGI10,0.21630037751249873
JGI10,0.006554556894318143
JGT10,0.35019853148081004
Kier1,23.728395061728396
Kier2,11.16
Kier3,5.6444636678200695
MID_C,54.015345675038255
MID_N,8.60687834422087
MID_O,3.989875094563158
MID_X,0.0
MID_h,12.596753438784027
MPC10,250
MWC01,36.0
MWC02,5.153291594497779
MWC03,6.013715156042802
MWC04,6.894670039433482
MWC05,7.771067086065406
MWC06,8.661639795781266
MWC07,9.548026157663058
MWC08,10.445550181223961
MWC09,11.339345588113028
MWC10,12.242168288426342
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,6
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.425540000000003
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.60947179518496
SRW05,3.044522437723423
SRW06,7.1204443723924875
SRW07,5.476463551931511
SRW08,8.716863386544805
SRW09,7.6093665379542115
SRW10,10.359740827476397
SaaCH,17.208225148656037
SaaNH,0
SaaSe,0
SaaaC,2.2262689751826663
SaasC,6.431771993872464
SaasN,2.4075881046863192
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,3.952388682992246
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.480695187982345
SsssP,0
VE1_A,4.401254097115357
VE1_D,5.554474290594087
VE2_A,0.13753919053485492
VE2_D,0.17357732158106523
VE3_A,2.6450403321904945
VE3_D,2.877754591262116
VR1_A,642.500750889939
VR1_D,220.1398325769612
VR2_A,20.078148465310594
VR2_D,6.879369768030037
VR3_A,7.628518795274667
VR3_D,6.557413756870798
WPath,3069
Xc-3d,1.7629294493419145
Xc-4d,0.0
Xc-5d,0.4043287148627427
Xc-6d,0.0
Xp-0d,21.915638315627206
Xp-1d,15.686673185801064
Xp-2d,13.928743511831703
Xp-3d,12.081986096178186
Xp-4d,10.433271966157507
Xp-5d,8.098298308249905
Xp-6d,5.3270730079349145
Xp-7d,4.382479090807258
ZMIC0,106.92284113137303
ZMIC1,54.49173313363461
ZMIC2,32.91075633018566
ZMIC3,26.440027271582885
ZMIC4,26.093889927134
ZMIC5,26.093889927134
nAcid,0
nAtom,62
nBase,1
nRing,5
piPC1,3.8607297110405954
piPC2,4.477336814478207
piPC3,5.098340874515361
piPC4,5.720721528713124
piPC5,6.191723225884733
piPC6,6.549538969177707
piPC7,7.1035469036125924
piPC8,7.626895674153582
piPC9,7.947489385414823
AATS0Z,20.806451612903224
AATS0d,3.2580645161290325
AATS0i,162.2588006760076
AATS0m,81.90434296774198
AATS0p,1.4834870184753222
AATS0s,2.592293906810036
AATS0v,215.32241976170857
AATS1Z,24.03030303030303
AATS1d,3.909090909090909
AATS1i,146.0731461102577
AATS1m,90.84878903030308
AATS1p,1.8027916560606068
AATS1s,2.792087542087542
AATS1v,260.7534409198149
AATS2Z,19.533898305084747
AATS2d,3.5847457627118646
AATS2i,155.74576497441777
AATS2m,72.17357418644072
AATS2p,1.5190160341685244
AATS2s,2.531073446327684
AATS2v,214.7204646088846
AATS3Z,16.18243243243243
AATS3d,3.108108108108108
AATS3i,159.19899998811468
AATS3m,57.70477068243244
AATS3p,1.4012496536745196
AATS3s,2.364301801801802
AATS3v,189.9661439744987
AATS4Z,14.054878048780488
AATS4d,2.9207317073170733
AATS4i,157.93266914156877
AATS4m,48.72430907317072
AATS4p,1.3264936523123474
AATS4s,2.1952913279132793
AATS4v,172.4875679368373
AATS5Z,13.264705882352942
AATS5d,2.7
AATS5i,161.24366184707182
AATS5m,46.18635081764706
AATS5p,1.2289806257224056
AATS5s,2.1532679738562086
AATS5v,158.79133630796844
AATS6Z,13.8562874251497
AATS6d,2.81437125748503
AATS6i,164.18528694242545
AATS6m,49.56154626946107
AATS6p,1.214279039730521
AATS6s,2.160013306719894
AATS6v,159.78726062605034
AATS7Z,16.075342465753426
AATS7d,3.136986301369863
AATS7i,158.629901718391
AATS7m,57.49737216438358
AATS7p,1.4043518855251917
AATS7s,2.3158295281582957
AATS7v,188.86017792628996
AATS8Z,14.584415584415584
AATS8d,2.8701298701298703
AATS8i,155.4772171082272
AATS8m,50.72046848701298
AATS8p,1.3831849934888443
AATS8s,2.233946608946609
AATS8v,180.50302356841482
AMID_C,1.6879795523449455
AMID_N,0.2689649482569022
AMID_O,0.12468359670509868
AMID_X,0.0
AMID_h,0.39364854496200086
ATS0dv,406.0
ATS0pe,374.8985999999999
ATS0se,465.11731199999986
ATS1dv,439.0
ATS1pe,424.3991000000001
ATS1se,507.6698719999997
ATS2dv,583.0
ATS2pe,742.6110999999997
ATS2se,905.2609599999996
ATS3dv,502.0
ATS3pe,912.3532000000004
ATS3se,1124.8138359999996
ATS4dv,468.0
ATS4pe,980.6724999999999
ATS4se,1219.157144
ATS5dv,513.0
ATS5pe,1005.0821000000001
ATS5se,1259.0447880000006
ATS6dv,549.0
ATS6pe,987.2292999999999
ATS6se,1238.9975079999997
ATS7dv,507.0
ATS7pe,889.1121999999999
ATS7se,1096.9363519999997
ATS8dv,418.0
ATS8pe,922.9435999999996
ATS8se,1143.7971479999997
ATSC0Z,436.7741935483871
ATSC0c,0.693819562857112
ATSC0d,34.19354838709677
ATSC0i,93.22092837879094
ATSC0m,2088.149510709677
ATSC0p,14.230743140887737
ATSC0s,23.215053763440856
ATSC0v,3178.064556557809
ATSC1Z,45.88553590010406
ATSC1c,-0.17512391492223434
ATSC1d,15.471383975026024
ATSC1i,-18.786554183520746
ATSC1m,211.73137388969883
ATSC1p,-1.131188728091459
ATSC1s,3.021967857555782
ATSC1v,-52.67979898185368
ATSC2Z,44.849115504682715
ATSC2c,-0.20678697277332575
ATSC2d,2.0509885535900025
ATSC2i,-0.8941027855320077
ATSC2m,219.93691671384022
ATSC2p,1.421108931372562
ATSC2s,1.1614926581107594
ATSC2v,390.6947201534962
ATSC3Z,-112.62226847034336
ATSC3c,0.014095272233667182
ATSC3d,-14.655567117585857
ATSC3i,33.64311949654504
ATSC3m,-521.3601459843908
ATSC3p,2.4673635903092315
ATSC3s,-7.142386403052383
ATSC3v,35.74164635907769
ATSC4Z,-182.75754422476587
ATSC4c,0.005007934208382836
ATSC4d,-11.57648283038502
ATSC4i,-37.373065798278034
ATSC4m,-878.0672671675331
ATSC4p,-6.14609763951144
ATSC4s,-3.492687015839982
ATSC4v,-1416.473944762406
ATSC5Z,-1.800208116545253
ATSC5c,-0.07322621914220818
ATSC5d,15.92091571279917
ATSC5i,-28.839824299859124
ATSC5m,-12.881758494276724
ATSC5p,-2.233105154545454
ATSC5s,-2.0287316452769097
ATSC5v,-329.45887307442626
ATSC6Z,231.07596253902184
ATSC6c,0.12349011128580048
ATSC6d,7.285119667013527
ATSC6i,27.152739653246808
ATSC6m,1108.4321822174813
ATSC6p,6.919759142786145
ATSC6s,10.556942999190655
ATSC6v,1654.6295381279658
ATSC7Z,-58.30697190426636
ATSC7c,-0.027839906231752615
ATSC7d,-20.42351716961499
ATSC7i,19.574658508928607
ATSC7m,-277.55846380020773
ATSC7p,-0.10348981569925864
ATSC7s,-4.023442016418086
ATSC7v,-166.66783893890164
ATSC8Z,-208.7294484911551
ATSC8c,0.004536345444598228
ATSC8d,-22.996878251821023
ATSC8i,-23.64884356293992
ATSC8m,-1011.3457410208111
ATSC8p,-7.622769147362548
ATSC8s,-3.447248236790381
ATSC8v,-1733.4188796947233
AXp-0d,0.6848636973633502
AXp-1d,0.4357409218278073
AXp-2d,0.2785748702366341
AXp-3d,0.17767626612026743
AXp-4d,0.11465134028744514
AXp-5d,0.07429631475458628
AXp-6d,0.04439227506612429
AXp-7d,0.028274058650369405
GATS1Z,0.8168009489279799
GATS1c,1.3061964301123299
GATS1d,0.6487135506003432
GATS1i,1.3780383804132075
GATS1m,0.823153540557722
GATS1p,1.1516999945306718
GATS1s,0.7387375374869586
GATS1v,1.0296820361984378
GATS2Z,0.927320494204241
GATS2c,1.5295491172913627
GATS2d,1.20946594179725
GATS2i,1.1194576904414049
GATS2m,0.9242524760254475
GATS2p,0.9414868918068556
GATS2s,0.9435998108038091
GATS2v,0.9017669768890327
GATS3Z,1.0960499920156495
GATS3c,1.2364897299204738
GATS3d,1.3018103008669049
GATS3i,0.9252017923700797
GATS3m,1.0910131843351722
GATS3p,0.9005257184984395
GATS3s,1.1365083674457228
GATS3v,0.9559364435236833
GATS4Z,1.1083404636668228
GATS4c,0.8782078034921074
GATS4d,1.1748044178554995
GATS4i,1.1833328835564065
GATS4m,1.1117374200974
GATS4p,1.1628406726737621
GATS4s,0.9105827562444221
GATS4v,1.1625984864526238
GATS5Z,0.9739249717612304
GATS5c,0.9650990042228015
GATS5d,0.7922891231964485
GATS5i,1.1041179800550405
GATS5m,0.976125468213453
GATS5p,1.0343056598670834
GATS5s,0.9269607843137256
GATS5v,1.0230988399433907
GATS6Z,0.7940564218682281
GATS6c,0.9715028403535224
GATS6d,1.0361936504349794
GATS6i,0.885681600166516
GATS6m,0.7938905467549914
GATS6p,0.7715761340041536
GATS6s,0.7174341682545055
GATS6v,0.7784475034085884
GATS7Z,1.0139717933671921
GATS7c,1.0514535842718664
GATS7d,1.4357230550529856
GATS7i,1.001293530695811
GATS7m,1.0155231347381417
GATS7p,0.9838945196391737
GATS7s,0.9641052057755474
GATS7v,0.998696366685618
GATS8Z,1.1258975330430279
GATS8c,0.869632691095524
GATS8d,1.2395062484685127
GATS8i,1.1377957954301372
GATS8m,1.132214886244909
GATS8p,1.2421482742942085
GATS8s,0.8479051248273111
GATS8v,1.2300403477246955
MATS1Z,0.09868850991450698
MATS1c,-0.2371082528192805
MATS1d,0.4250428816466556
MATS1i,-0.18931344547851986
MATS1m,0.09525140244576524
MATS1p,-0.07467156317555225
MATS1s,0.1222835113525246
MATS1v,-0.015571453320521685
MATS2Z,0.05395188143103935
MATS2c,-0.15659803805071545
MATS2d,0.03151582986888379
MATS2i,-0.0050394565650313744
MATS2m,0.055340900778828334
MATS2p,0.052469807541297854
MATS2s,0.02628793409796846
MATS2v,0.06459285928199049
MATS3Z,-0.1080182841630404
MATS3c,0.008510535767657167
MATS3d,-0.17955124936257025
MATS3i,0.1511864287736398
MATS3m,-0.10459386533532403
MATS3p,0.07263326149584107
MATS3s,-0.12888536985341076
MATS3v,0.004711311424505604
MATS4Z,-0.15818532262132076
MATS4c,0.002728725913184137
MATS4d,-0.12799125632765768
MATS4i,-0.15156298262466145
MATS4m,-0.1589695842354355
MATS4p,-0.1632750092087834
MATS4s,-0.0568771487853832
MATS4v,-0.16849759905134803
MATS5Z,-0.0015031714310539475
MATS5c,-0.038491322950962706
MATS5d,0.16981132075471703
MATS5i,-0.11282931581034243
MATS5m,-0.002249864329070963
MATS5p,-0.05723008122010103
MATS5s,-0.031871145864552385
MATS5v,-0.03780778737035975
MATS6Z,0.19641426158023687
MATS6c,0.06607860400078623
MATS6d,0.07909840695966558
MATS6i,0.10813728216024318
MATS6m,0.1970710153586913
MATS6p,0.18052552497995963
MATS6s,0.16882769893284294
MATS6v,0.1932917315081186
MATS7Z,-0.056689463993039375
MATS7c,-0.017039626102999767
MATS7d,-0.2536443525458776
MATS7i,0.08917017198480919
MATS7m,-0.05644581110794373
MATS7p,-0.0030882245234410267
MATS7s,-0.0735981481363984
MATS7v,-0.022270395161090837
MATS8Z,-0.19239674653264027
MATS8c,0.002632270681096269
MATS8d,-0.2707669688801765
MATS8i,-0.1021333209017694
MATS8m,-0.19498851321452798
MATS8p,-0.21565332385982028
MATS8s,-0.05978246703119332
MATS8v,-0.21958960435160713
MAXaaN,5.090091332829427
MAXaaO,5.3926509303802845
MAXssO,5.512496153424878
MINaaN,4.123237931616428
MINaaO,5.3926509303802845
MINssO,5.512496153424878
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.93027126512613
SpAD_D,399.53230747582325
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.507918891710239
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1327
TMWC10,146.0694738872471
TSRW10,84.22733235035619
VE1_Dt,5.589947488514422
VE2_Dt,0.1746858590160757
VE3_Dt,2.884120703102882
VR1_Dt,214.88018282744693
VR2_Dt,6.715005713357717
VR3_Dt,6.533231393415349
Xc-3dv,0.9145308825269104
Xc-4dv,0.0
Xc-5dv,0.13878814110212073
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.17479246499677625
Xch-6d,0.7423933944835619
Xch-7d,0.9425494915178545
Xp-0dv,18.881007365936945
Xp-1dv,11.452817908495948
Xp-2dv,8.521945033674884
Xp-3dv,6.372980325511497
Xp-4dv,4.6376756922206015
Xp-5dv,3.038143118998162
Xp-6dv,1.7671018005911423
Xp-7dv,1.248778875474185
Xpc-4d,4.448321772712877
Xpc-5d,7.738207379483881
Xpc-6d,10.921470474846233
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,66
nFRing,1
nHBAcc,6
nHBDon,0
nHRing,3
nSpiro,0
naRing,4
piPC10,8.313767053902444
AATS0dv,6.548387096774194
AATS0pe,6.046751612903224
AATS0se,7.501892129032256
AATS1dv,6.651515151515151
AATS1pe,6.430289393939395
AATS1se,7.691967757575753
AATS2dv,4.940677966101695
AATS2pe,6.2933144067796585
AATS2se,7.671703050847454
AATS3dv,3.391891891891892
AATS3pe,6.164548648648651
AATS3se,7.600093486486483
AATS4dv,2.8536585365853657
AATS4pe,5.979710365853658
AATS4se,7.433885024390244
AATS5dv,3.0176470588235293
AATS5pe,5.912247647058824
AATS5se,7.406145811764709
AATS6dv,3.287425149700599
AATS6pe,5.911552694610777
AATS6se,7.419146754491016
AATS7dv,3.4726027397260273
AATS7pe,6.089809589041096
AATS7se,7.5132626849315045
AATS8dv,2.7142857142857144
AATS8pe,5.993140259740257
AATS8se,7.427254207792205
AATSC0Z,7.04474505723205
AATSC0c,0.01119063811059858
AATSC0d,0.5515088449531736
AATSC0i,1.503563360948241
AATSC0m,33.679830817898015
AATSC0p,0.22952811517560867
AATSC0s,0.37443635102323963
AATSC0v,51.2591057509324
AATSC1Z,0.6952353924258191
AATSC1c,-0.002653392650336884
AATSC1d,0.23441490871251552
AATSC1i,-0.2846447603563749
AATSC1m,3.208051119540891
AATSC1p,-0.017139223152900895
AATSC1s,0.04578739178114821
AATSC1v,-0.7981787724523285
AATSC2Z,0.380077250039684
AATSC2c,-0.001752431972655303
AATSC2d,0.017381258928728834
AATSC2i,-0.007577142250271252
AATSC2m,1.8638721755410188
AATSC2p,0.012043296028581034
AATSC2s,0.009843158119582708
AATSC2v,3.310972204690646
AATSC3Z,-0.7609612734482659
AATSC3c,9.523832590315663e-05
AATSC3d,-0.09902410214585039
AATSC3i,0.2273183749766557
AATSC3m,-3.5227036890837216
AATSC3p,0.01667137561019751
AATSC3s,-0.04825936758819178
AATSC3v,0.24149761053430874
AATSC4Z,-1.1143752696632065
AATSC4c,3.053618419745631e-05
AATSC4d,-0.07058830994137207
AATSC4i,-0.22788454755047582
AATSC4m,-5.354068702241055
AATSC4p,-0.0374762051189722
AATSC4s,-0.02129687204780477
AATSC4v,-8.637036248551256
