DLiP-ID,P000CC
ATS1i,4987.220262741097
ATS1m,3312.384063999998
ATS1p,59.728004019999965
ATS1s,110.27777777777779
ATS1v,8831.382192250325
ATS2Z,1249.0
ATS2d,210.0
ATS2i,8528.376297030294
ATS2m,4743.108755999998
ATS2p,86.75791960909396
ATS2s,166.6111111111112
ATS2v,12563.101352460975
ATS3Z,1237.0
ATS3d,212.0
ATS3i,9868.794851719045
ATS3m,4535.150309999999
ATS3p,93.21795285454698
ATS3s,183.77777777777786
ATS3v,13128.277549221206
ATS4Z,1118.0
ATS4d,201.0
ATS4i,11047.807002160693
ATS4m,4005.4716339999995
ATS4p,89.92522013848998
ATS4s,182.05555555555554
ATS4v,12101.167510705553
ATS5Z,948.0
ATS5d,184.0
ATS5i,10868.206534936686
ATS5m,3342.6791909999997
ATS5p,82.10264642788599
ATS5s,160.5555555555556
ATS5v,10991.692571287645
ATS6Z,916.0
ATS6d,161.0
ATS6i,8943.184318105292
ATS6m,3284.165799
ATS6p,79.13491214879201
ATS6s,147.0
ATS6v,10683.143787349667
ATS7Z,793.0
ATS7d,134.0
ATS7i,8822.82325070174
ATS7m,2772.2395949999986
ATS7p,70.267501713641
ATS7s,146.3333333333333
ATS7v,9155.701882169344
ATS8Z,384.0
ATS8d,83.0
ATS8i,8002.851017924941
ATS8m,1087.8363519999998
ATS8p,43.34729822364099
ATS8s,111.33333333333333
ATS8v,5036.05346320256
C1SP1,0
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,7
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.15384615384615385
GGI10,0.0
JGI10,0.0
JGT10,0.3912498639448828
Kier1,13.005
Kier2,5.551020408163265
Kier3,2.8049671292914535
MID_C,26.630082048461333
MID_N,10.419246423052769
MID_O,0.0
MID_X,0.0
MID_h,10.419246423052769
MPC10,52
MWC01,20.0
MWC02,4.574710978503383
MWC03,5.424950017481403
MWC04,6.304448802421981
MWC05,7.172424577124845
MWC06,8.056743774975313
MWC07,8.93102321585603
MWC08,9.817112336789382
MWC09,10.694464463438248
MWC10,11.581490244839037
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,1
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.4847399999999995
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.030437921392435
SRW05,2.3978952727983707
SRW06,6.543911845564792
SRW07,4.59511985013459
SRW08,8.152774052744075
SRW09,6.6052979209482015
SRW10,9.810330054049878
SaaCH,11.769458616780042
SaaNH,0
SaaSe,0
SaaaC,0.6028557256235829
SaasC,4.0784018329554055
SaasN,1.8327777777777778
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,4.01135723733938
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.3850925925925925
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.769138762635242
VE1_D,4.191932192782728
VE2_A,0.2093965979241801
VE2_D,0.23288512182126267
VE3_A,1.9146331953401832
VE3_D,2.0209484364042374
VR1_A,117.3523976482298
VR1_D,90.50019203076278
VR2_A,6.519577647123878
VR2_D,5.027788446153488
VR3_A,5.352968018590172
VR3_D,5.09313863749263
WPath,588
Xc-3d,1.160460158478283
Xc-4d,0.0
Xc-5d,0.2539338936857123
Xc-6d,0.0
Xp-0d,12.535169427003234
Xp-1d,8.737183443017882
Xp-2d,7.949016667739312
Xp-3d,6.628224488805436
Xp-4d,5.686539532144242
Xp-5d,4.332546528752195
Xp-6d,2.9413753603677897
Xp-7d,1.9851399081894219
ZMIC0,62.70454794642504
ZMIC1,34.14150518591661
ZMIC2,24.396195288857633
ZMIC3,21.324456723909083
ZMIC4,21.133863413561542
ZMIC5,21.133863413561542
nAcid,0
nAtom,31
nBase,0
nRing,3
piPC1,3.367295829986474
piPC2,4.038655656361512
piPC3,4.666970586893538
piPC4,5.292362169509363
piPC5,5.783825182329737
piPC6,6.061930291717921
piPC7,6.396682228775416
piPC8,6.800183118050014
piPC9,6.8871897826503545
AATS0Z,23.419354838709676
AATS0d,3.5161290322580645
AATS0i,164.78891675920121
AATS0m,92.56847258064514
AATS0p,1.551150573001194
AATS0s,3.1012544802867383
AATS0v,229.88320214360633
AATS1Z,26.242424242424242
AATS1d,4.03030303030303
AATS1i,151.1278867497302
AATS1m,100.37527466666661
AATS1p,1.8099395157575746
AATS1s,3.341750841750842
AATS1v,267.6176421894038
AATS2Z,23.12962962962963
AATS2d,3.888888888888889
AATS2i,157.9328943894499
AATS2m,87.83534733333329
AATS2p,1.6066281409091474
AATS2s,3.0853909465020593
AATS2v,232.6500250455736
AATS3Z,19.951612903225808
AATS3d,3.4193548387096775
AATS3i,159.1741105115975
AATS3m,73.14758564516127
AATS3p,1.5035153686217255
AATS3s,2.964157706093191
AATS3v,211.746412084213
AATS4Z,16.441176470588236
AATS4d,2.9558823529411766
AATS4i,162.4677500317749
AATS4m,58.90399461764705
AATS4p,1.3224297079189702
AATS4s,2.677287581699346
AATS4v,177.9583457456699
AATS5Z,14.584615384615384
AATS5d,2.830769230769231
AATS5i,167.2031774605644
AATS5m,51.425833707692306
AATS5p,1.263117637352092
AATS5s,2.4700854700854706
AATS5v,169.10296263519456
AATS6Z,16.357142857142858
AATS6d,2.875
AATS6i,159.69971996616593
AATS6m,58.64581783928571
AATS6p,1.4131234312284289
AATS6s,2.625
AATS6v,190.7704247741012
AATS7Z,14.418181818181818
AATS7d,2.4363636363636365
AATS7i,160.41496819457709
AATS7m,50.40435627272725
AATS7p,1.2775909402480181
AATS7s,2.6606060606060598
AATS7v,166.46730694853352
AATS8Z,8.347826086956522
AATS8d,1.8043478260869565
AATS8i,173.97502212880306
AATS8m,23.64861634782608
AATS8p,0.9423325700791519
AATS8s,2.420289855072464
AATS8v,109.47942311309913
AMID_C,1.4794490026922962
AMID_N,0.5788470235029316
AMID_O,0.0
AMID_X,0.0
AMID_h,0.5788470235029316
ATS0dv,252.0
ATS0pe,193.6605
ATS0se,236.3749200000001
ATS1dv,286.0
ATS1pe,218.0426000000001
ATS1se,258.23374400000006
ATS2dv,394.0
ATS2pe,349.15749999999997
ATS2se,419.26756800000015
ATS3dv,340.0
ATS3pe,397.3996
ATS3se,480.195432
ATS4dv,279.0
ATS4pe,420.42380000000014
ATS4se,516.4944879999999
ATS5dv,217.0
ATS5pe,396.822
ATS5se,492.28343600000017
ATS6dv,213.0
ATS6pe,342.32800000000003
ATS6se,421.3300280000001
ATS7dv,145.0
ATS7pe,330.56499999999994
ATS7se,409.9372440000001
ATS8dv,48.0
ATS8pe,274.61850000000004
ATS8se,346.6189600000001
ATSC0Z,213.87096774193557
ATSC0c,0.4364038376162156
ATSC0d,18.387096774193548
ATSC0i,54.11185723726016
ATSC0m,1022.6589234193549
ATSC0p,6.561375611440839
ATSC0s,12.783154121863804
ATSC0v,1489.9827454037459
ATSC1Z,17.040582726326726
ATSC1c,-0.3310148290418391
ATSC1d,8.910509885535891
ATSC1i,-11.646907714156479
ATSC1m,78.8394117148801
ATSC1p,-0.6230967489292736
ATSC1s,-0.22256908313099877
ATSC1v,-47.159858515776975
ATSC2Z,76.32154006243489
ATSC2c,0.2908658843375908
ATSC2d,0.26118626430801095
ATSC2i,12.94404183931207
ATSC2m,357.3152028178978
ATSC2p,0.6966470648684795
ATSC2s,6.264828303850156
ATSC2v,229.31955440297884
ATSC3Z,-67.70967741935483
ATSC3c,-0.3097112435636383
ATSC3d,-5.129032258064516
ATSC3i,-18.984859799139556
ATSC3m,-324.4895781935487
ATSC3p,-2.2858338699523824
ATSC3s,-3.704301075268818
ATSC3v,-505.99132529787073
ATSC4Z,-26.62018730489074
ATSC4c,0.21974577686563299
ATSC4d,-3.7200832466181053
ATSC4i,-11.020845172034162
ATSC4m,-134.59598769406867
ATSC4p,-2.3162933338175162
ATSC4s,2.2346224997109494
ATSC4v,-467.0520207381558
ATSC5Z,-22.63267429760667
ATSC5c,-0.12741780528087365
ATSC5d,-2.1342351716961505
ATSC5i,21.710470016578736
ATSC5m,-95.55365829864719
ATSC5p,2.7434522718063348
ATSC5s,-4.648369753728755
ATSC5v,419.4209797160696
ATSC6Z,-36.67013527575442
ATSC6c,-0.01834344774281192
ATSC6d,-8.699271592091572
ATSC6i,-0.3920123576714247
ATSC6m,-172.19048311238296
ATSC6p,-0.1830662304750943
ATSC6s,-1.4093536825066484
ATSC6v,-102.66795471960995
ATSC7Z,-37.99687825182103
ATSC7c,0.09521717662183396
ATSC7d,-9.557752341311135
ATSC7i,-32.05067762448446
ATSC7m,-187.7437320988552
ATSC7p,-3.1994614851017134
ATSC7s,2.34081974794774
ATSC7v,-581.9955381836796
ATSC8Z,-136.38917793964623
ATSC8c,-0.03266519852408843
ATSC8d,2.038501560874091
ATSC8i,-0.0790166860476369
ATSC8m,-646.7527290093652
ATSC8p,-1.764075900922347
ATSC8s,-11.491848768643774
ATSC8v,-602.6503849403011
AXp-0d,0.6963983015001797
AXp-1d,0.4368591721508941
AXp-2d,0.28389345241926117
AXp-3d,0.17914120240014691
AXp-4d,0.11605182718661719
AXp-5d,0.07469907808193439
AXp-6d,0.049022922672796496
AXp-7d,0.03201838561595842
GATS1Z,0.7332373508844094
GATS1c,1.8390129684069663
GATS1d,0.6180223285486444
GATS1i,1.3686993821017626
GATS1m,0.7367702400085324
GATS1p,1.0522225148636044
GATS1s,0.8128990734486315
GATS1v,0.922917137743094
GATS2Z,0.6883693648399528
GATS2c,0.7339799455690204
GATS2d,1.1934697855750487
GATS2i,0.954285958375944
GATS2m,0.6923695111576712
GATS2p,0.892858744954412
GATS2s,0.5722230010748164
GATS2v,0.8299326308375903
GATS3Z,1.0599547511312213
GATS3c,1.6260575938746293
GATS3d,1.1710526315789473
GATS3i,1.2448047820447108
GATS3m,1.0594163230380345
GATS3p,1.108647004118525
GATS3s,1.0682742184214211
GATS3v,1.0765088017843099
GATS4Z,1.016968325791855
GATS4c,1.1233904799053498
GATS4d,1.0797213622291022
GATS4i,1.064496538535146
GATS4m,1.0201754833197427
GATS4p,1.123691095947333
GATS4s,0.7952216706113256
GATS4v,1.103730721545494
GATS5Z,1.0606682909850327
GATS5c,1.15900203924084
GATS5d,1.0793522267206477
GATS5i,0.7527238296590194
GATS5m,1.0534819121820376
GATS5p,0.7519453248805196
GATS5s,1.1453374888114825
GATS5v,0.8337463441522114
GATS6Z,1.0269877181641884
GATS6c,0.8077842710720247
GATS6d,1.238251879699248
GATS6i,0.9743367081245775
GATS6m,1.0272764961678298
GATS6p,1.0169316413123255
GATS6s,0.9056748312671484
GATS6v,1.0256121430375915
GATS7Z,1.0558617852735497
GATS7c,0.5836180207354522
GATS7d,1.1569377990430623
GATS7i,1.247760586418533
GATS7m,1.0615467812325348
GATS7p,1.2822240087136896
GATS7s,0.896065661521991
GATS7v,1.2270298131070168
GATS8Z,1.5140173126106624
GATS8c,0.6143331458076046
GATS8d,0.5675057208237986
GATS8i,0.8658968021924933
GATS8m,1.5068616455227115
GATS8p,1.088651702214902
GATS8s,2.037894903662706
GATS8v,1.232952977470472
MATS1Z,0.07484802778920416
MATS1c,-0.7125357236773081
MATS1d,0.45523657628920733
MATS1i,-0.20219292180985013
MATS1m,0.07242029952930075
MATS1p,-0.08920893182514984
MATS1s,-0.016355904481517893
MATS1v,-0.029733018995728014
MATS2Z,0.20486285682364086
MATS2c,0.3826239570736412
MATS2d,0.008154645873944072
MATS2i,0.13732367013569163
MATS2m,0.20058045699578786
MATS2p,0.06095170317996353
MATS2s,0.28134492265993727
MATS2v,0.0883543190463569
MATS3Z,-0.15829562594268468
MATS3c,-0.35484477548981375
MATS3d,-0.1394736842105263
MATS3i,-0.17542236367805747
MATS3m,-0.15864995198427825
MATS3p,-0.17418861572005223
MATS3s,-0.14488994812841718
MATS3v,-0.1697977130469254
MATS4Z,-0.05674296868068492
MATS4c,0.22955394332368528
MATS4d,-0.09223426212590298
MATS4i,-0.092848574877001
MATS4m,-0.0600003912949305
MATS4p,-0.1609353461309936
MATS4s,0.07969277014044085
MATS4v,-0.14290150326696952
MATS5Z,-0.050469892098851374
MATS5c,-0.1392482982763801
MATS5d,-0.05535762483130906
MATS5i,0.19134852674439826
MATS5m,-0.04456201738764844
MATS5p,0.19941179660253627
MATS5s,-0.17342471071617285
MATS5v,0.13425091316616294
MATS6Z,-0.09491488903253605
MATS6c,-0.023268375978040278
MATS6d,-0.261904761904762
MATS6i,-0.004010338065136647
MATS6m,-0.09320774457647711
MATS6p,-0.015444967751972762
MATS6s,-0.06103172377881475
MATS6v,-0.03814409699572776
MATS7Z,-0.10013711778417658
MATS7c,0.12297752347917877
MATS7d,-0.2929824561403509
MATS7i,-0.33384415746696455
MATS7m,-0.10347457205174732
MATS7p,-0.27484066510579297
MATS7s,0.10321170488000712
MATS7v,-0.22015949500512444
MATS8Z,-0.4297658862876253
MATS8c,-0.050442964648146044
MATS8d,0.0747139588100687
MATS8i,-0.0009840796102496784
MATS8m,-0.4261979140877687
MATS8p,-0.1811866641568738
MATS8s,-0.6058369245210562
MATS8v,-0.27257628071284296
MAXaaN,4.309710097001764
MINaaN,3.877580467372134
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.54980611638376
SpAD_D,134.17844476465137
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,508
TMWC10,110.55736841142961
TSRW10,64.84933898433664
VE1_Dt,4.208046054921818
VE2_Dt,0.23378033638454543
VE3_Dt,2.024785084888334
VR1_Dt,88.57736681256777
VR2_Dt,4.920964822920432
VR3_Dt,5.071663036296574
Xc-3dv,0.5194266002432666
Xc-4dv,0.0
Xc-5dv,0.07321051096652298
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.2902636039661994
Xch-7d,0.508115673915401
Xp-0dv,10.252955997137589
Xp-1dv,5.73913230662347
Xp-2dv,4.223626500014861
Xp-3dv,2.8190601108587723
Xp-4dv,1.8799339870821683
Xp-5dv,1.1855992594532823
Xp-6dv,0.6257892092077894
Xp-7dv,0.3237804346908586
Xpc-4d,2.647731144503103
Xpc-5d,4.282901102371631
Xpc-6d,6.195689503301259
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,33
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.122649271060833
AATS0dv,8.129032258064516
AATS0pe,6.247112903225807
AATS0se,7.624997419354842
AATS1dv,8.666666666666666
AATS1pe,6.607351515151518
AATS1se,7.825264969696971
AATS2dv,7.296296296296297
AATS2pe,6.4658796296296295
AATS2se,7.7642142222222255
AATS3dv,5.483870967741935
AATS3pe,6.409670967741936
AATS3se,7.745087612903226
AATS4dv,4.102941176470588
AATS4pe,6.182702941176473
AATS4se,7.595507176470587
AATS5dv,3.3384615384615386
AATS5pe,6.104953846153847
AATS5se,7.573591323076926
AATS6dv,3.8035714285714284
AATS6pe,6.113
AATS6se,7.523750500000001
AATS7dv,2.6363636363636362
AATS7pe,6.010272727272726
AATS7se,7.453404436363638
AATS8dv,1.0434782608695652
AATS8pe,5.9699673913043485
AATS8se,7.535194782608698
AATSC0Z,6.899063475546309
AATSC0c,0.01407754314891018
AATSC0d,0.5931321540062435
AATSC0i,1.745543781847102
AATSC0m,32.98899752965661
AATSC0p,0.21165727778841417
AATSC0s,0.41235981038270336
AATSC0v,48.063959529153095
AATSC1Z,0.5163812947371735
AATSC1c,-0.010030752395207246
AATSC1d,0.27001545107684516
AATSC1i,-0.35293659739868116
AATSC1m,2.389073082269094
AATSC1p,-0.01888171966452344
AATSC1s,-0.006744517670636326
AATSC1v,-1.4290866216902114
AATSC2Z,1.4133618530080536
AATSC2c,0.005386405265510941
AATSC2d,0.004836782672370573
AATSC2i,0.23970447850577908
AATSC2m,6.61694820033144
AATSC2p,0.012900871571638509
AATSC2s,0.11601533896018808
AATSC2v,4.246658414869978
AATSC3Z,-1.0920915712799166
AATSC3c,-0.004995342638123199
AATSC3d,-0.08272632674297606
AATSC3i,-0.3062074161151541
AATSC3m,-5.233702874089495
AATSC3p,-0.036868288225038424
AATSC3s,-0.05974679153659384
AATSC3v,-8.161150408030172
AATSC4Z,-0.3914733427189815
AATSC4c,0.0032315555421416615
AATSC4d,-0.05470710656791331
AATSC4i,-0.16207125252991417
AATSC4m,-1.979352760206892
AATSC4p,-0.0340631372620223
AATSC4s,0.03286209558398455
AATSC4v,-6.868412069678762
AATSC5Z,-0.34819498919394876
AATSC5c,-0.001960273927398056
AATSC5d,-0.032834387256863856
AATSC5i,0.33400723102428825
AATSC5m,-1.4700562815176492
AATSC5p,0.042206958027789766
AATSC5s,-0.07151338082659622
AATSC5v,6.452630457170302
AATSC6Z,-0.6548238442099004
AATSC6c,-0.00032756156683592713
AATSC6d,-0.15534413557306379
