DLiP-ID,C000KL
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,18.865949336524732
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,41.058808975698184
TIC1,78.88144885869959
TIC2,106.8814488586996
TIC3,134.88144885869957
TIC4,138.88144885869954
TIC5,140.88144885869954
Vabc,212.29609668640379
WPol,30
apol,34.925929999999994
bpol,12.636069999999997
nRot,1
ABCGG,11.962732306770356
ATS0Z,806.0
ATS0d,112.0
ATS0i,4492.89700480249
ATS0m,3197.994459
ATS0p,48.85244504849001
ATS0s,194.69444444444446
ATS0v,7529.154078406675
ATS1Z,880.0
ATS1d,138.0
ATS1i,4390.7752746105
ATS1m,3398.1565689999993
ATS1p,61.29699045199998
ATS1s,125.00000000000001
ATS1v,9371.838130583466
ATS2Z,1308.0
ATS2d,208.0
ATS2i,6825.5262647822
ATS2m,5024.849893999998
ATS2p,89.21519757999997
ATS2s,197.8888888888889
ATS2v,13562.892150414149
ATS3Z,1421.0
ATS3d,224.0
ATS3i,9495.279840942496
ATS3m,5297.122205999999
ATS3p,96.96101374654698
ATS3s,257.8888888888889
ATS3v,14562.34708059078
ATS4Z,1252.0
ATS4d,191.0
ATS4i,9485.25643865469
ATS4m,4632.3559970000015
ATS4p,83.64855397479202
ATS4s,262.1666666666667
ATS4v,12351.540996453374
ATS5Z,1025.0
ATS5d,162.0
ATS5i,7915.793749343442
ATS5m,3786.244393
ATS5p,71.525435519943
ATS5s,211.50000000000003
ATS5v,10501.407487304523
ATS6Z,888.0
ATS6d,132.0
ATS6i,6615.801928266645
ATS6m,3274.26989
ATS6p,61.62614450939599
ATS6s,207.7777777777778
ATS6v,9061.642701441266
ATS7Z,722.0
ATS7d,106.0
ATS7i,5864.829525902245
ATS7m,2629.1666419999997
ATS7p,51.96411284739598
ATS7s,185.44444444444449
ATS7v,7439.0718492370415
ATS8Z,470.0
ATS8d,73.0
ATS8i,5082.980945291247
ATS8m,1612.0179759999996
ATS8p,37.668416199396
ATS8s,123.33333333333331
ATS8v,5160.43799170944
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.47108123267825647
Kier1,13.959183673469388
Kier2,5.78
Kier3,3.029585798816568
MAXdO,11.96494992441421
MID_C,31.586449781291858
MID_N,0.0
MID_O,7.4118898834814875
MID_X,0.0
MID_h,7.4118898834814875
MINdO,11.96494992441421
MPC10,72
MWC01,21.0
MWC02,4.634728988229636
MWC03,5.484796933490655
MWC04,6.371611847231857
MWC05,7.240649694255466
MWC06,8.131824785007195
MWC07,9.00810178134187
MWC08,9.901034546375062
MWC09,10.781016665856948
MWC10,11.674712626791333
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.871200000000001
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.093750200806762
SRW05,0.0
SRW06,6.6293632534374485
SRW07,0.0
SRW08,8.260234291607297
SRW09,0.0
SRW10,9.939964119346145
SaaCH,12.15132726547409
SaaNH,0
SaaSe,0
SaaaC,0.7153202947845811
SaasC,1.0705616444108514
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9424231238333025
VE1_D,4.299729648821596
VE2_A,0.20749595388596329
VE2_D,0.2263015604642945
VE3_A,2.0136494264925813
VE3_D,2.1004060345282904
VR1_A,114.12296389558479
VR1_D,98.18623593435643
VR2_A,6.006471783978147
VR2_D,5.167696628124022
VR3_A,5.3791303839258315
VR3_D,5.228719928107721
WPath,682
Xc-3d,1.449135293073096
Xc-4d,0.0
Xc-5d,0.24759975994224814
Xc-6d,0.0
Xp-0d,13.405412915006313
Xp-1d,9.131030293135236
Xp-2d,8.582783862470823
Xp-3d,6.957974998052815
Xp-4d,5.973800251326409
Xp-5d,4.9073699736211625
Xp-6d,3.47699648301769
Xp-7d,2.265872555159875
ZMIC0,62.186168853485256
ZMIC1,49.83090010171931
ZMIC2,30.194186235202498
ZMIC3,24.08321073308245
ZMIC4,22.309291494727404
ZMIC5,22.1121893571324
nAcid,0
nAtom,29
nBase,0
nRing,3
piPC1,3.449987545831587
piPC2,4.1588830833596715
piPC3,4.808111029984782
piPC4,5.469114437490037
piPC5,6.101439400316553
piPC6,6.487065486289323
piPC7,6.898430689811801
piPC8,7.335007359630021
piPC9,7.775544867416345
AATS0Z,27.79310344827586
AATS0d,3.8620689655172415
AATS0i,154.9274829242238
AATS0m,110.275671
AATS0p,1.6845670706375866
AATS0s,6.713601532567051
AATS0v,259.6260027036784
AATS1Z,28.387096774193548
AATS1d,4.451612903225806
AATS1i,141.63791208420966
AATS1m,109.61795383870965
AATS1p,1.9773222726451607
AATS1s,4.03225806451613
AATS1v,302.31735905107956
AATS2Z,27.25
AATS2d,4.333333333333333
AATS2i,142.19846384962918
AATS2m,104.68437279166663
AATS2p,1.8586499495833326
AATS2s,4.122685185185186
AATS2v,282.5602531336281
AATS3Z,22.555555555555557
AATS3d,3.5555555555555554
AATS3i,150.71872763400788
AATS3m,84.08130485714284
AATS3p,1.5390637102626505
AATS3s,4.09347442680776
AATS3v,231.14836635858381
AATS4Z,20.524590163934427
AATS4d,3.1311475409836067
AATS4i,155.49600719106047
AATS4m,75.94026224590166
AATS4p,1.3712877700785577
AATS4s,4.297814207650274
AATS4v,202.4842786303832
AATS5Z,20.098039215686274
AATS5d,3.176470588235294
AATS5i,155.21164214398905
AATS5m,74.2400861372549
AATS5p,1.4024595199988823
AATS5s,4.147058823529412
AATS5v,205.90995073146124
AATS6Z,20.651162790697676
AATS6d,3.0697674418604652
AATS6i,153.8558587968987
AATS6m,76.14581139534884
AATS6p,1.433166151381302
AATS6s,4.8320413436692515
AATS6v,210.73587677770385
AATS7Z,19.0
AATS7d,2.789473684210526
AATS7i,154.33761910269067
AATS7m,69.18859584210526
AATS7p,1.3674766538788417
AATS7s,4.8801169590643285
AATS7v,195.76504866413268
AATS8Z,14.6875
AATS8d,2.28125
AATS8i,158.84315454035146
AATS8m,50.37556174999999
AATS8p,1.177138006231125
AATS8s,3.854166666666666
AATS8v,161.26368724092
AMID_C,1.6624447253311505
AMID_N,0.0
AMID_O,0.39009946755165725
AMID_X,0.0
AMID_h,0.39009946755165725
ATS0dv,306.0
ATS0pe,193.2719
ATS0se,233.69924400000005
ATS1dv,307.0
ATS1pe,207.91600000000003
ATS1se,246.70106800000005
ATS2dv,434.0
ATS2pe,318.7500000000001
ATS2se,379.2665360000001
ATS3dv,459.0
ATS3pe,418.83500000000004
ATS3se,506.295
ATS4dv,412.0
ATS4pe,401.19819999999993
ATS4se,489.7382359999999
ATS5dv,322.0
ATS5pe,332.4281000000001
ATS5se,406.4716119999999
ATS6dv,274.0
ATS6pe,282.9531
ATS6se,344.61250399999994
ATS7dv,201.0
ATS7pe,245.14760000000004
ATS7se,300.132368
ATS8dv,112.0
ATS8pe,202.44800000000006
ATS8se,251.29177599999997
ATSC0Z,205.1724137931034
ATSC0c,1.132595212910908
ATSC0d,18.758620689655178
ATSC0i,39.77901325501065
ATSC0m,969.0811458620688
ATSC0p,6.7896662083210355
ATSC0s,69.86590038314176
ATSC0v,1350.8249274269035
ATSC1Z,-7.115338882283008
ATSC1c,-0.5735795871933942
ATSC1d,4.568370986920335
ATSC1i,5.582809428963937
ATSC1m,-27.899919990487902
ATSC1p,0.962668972701314
ATSC1s,-13.349947152860345
ATSC1v,142.3761139889397
ATSC2Z,-0.6991676575505394
ATSC2c,0.10755437931325938
ATSC2d,-3.4625445897740796
ATSC2i,-12.846456738786856
ATSC2m,-7.976158806183591
ATSC2p,-2.0424495454037723
ATSC2s,2.0073985995507986
ATSC2v,-248.6983843789096
ATSC3Z,-68.51248513674197
ATSC3c,-0.3235303022114546
ATSC3d,-1.9928656361474437
ATSC3i,-10.282060569659727
ATSC3m,-320.14283959690863
ATSC3p,-1.7215703099700719
ATSC3s,-24.534350640771564
ATSC3v,-351.89501144139507
ATSC4Z,12.361474435196197
ATSC4c,0.2841915778757033
ATSC4d,-1.9750297265160528
ATSC4i,-1.0668814502811266
ATSC4m,54.27156387633778
ATSC4p,-0.22426613759604008
ATSC4s,2.601037125115604
ATSC4v,-35.24370323156113
ATSC5Z,1.4898929845422089
ATSC5c,-0.030297513716885077
ATSC5d,-2.1617122473246138
ATSC5i,4.294619528343539
ATSC5m,10.173624001189097
ATSC5p,0.734335491546007
ATSC5s,-6.392522129739726
ATSC5v,116.07809941332171
ATSC6Z,-28.15219976218787
ATSC6c,-0.1235379420406093
ATSC6d,-5.883472057074912
ATSC6i,-1.3609506859746696
ATSC6m,-133.65507407134368
ATSC6p,-0.34482776939518933
ATSC6s,3.51397146254459
ATSC6v,-145.32783917053024
ATSC7Z,-20.087990487514862
ATSC7c,0.18994878042147378
ATSC7d,-4.9250891795481575
ATSC7i,-8.138863843247295
ATSC7m,-101.63261361236616
ATSC7p,-1.4908567547867357
ATSC7s,11.526291451975155
ATSC7v,-305.3315367985888
ATSC8Z,-59.56956004756243
ATSC8c,-0.2279435851059381
ATSC8d,-1.6302021403091551
ATSC8i,-7.685880983880891
ATSC8m,-281.3779333650414
ATSC8p,-1.3995445435113516
ATSC8s,-19.702602721627688
ATSC8v,-343.3418867364184
AXp-0d,0.705548048158227
AXp-1d,0.4348109663397731
AXp-2d,0.2860927954156941
AXp-3d,0.17840961533468755
AXp-4d,0.1148807740639694
AXp-5d,0.07216720549442886
AXp-6d,0.04829161781969014
AXp-7d,0.02981411256789309
GATS1Z,0.6999620493358636
GATS1c,1.2922181345994024
GATS1d,0.7703984819734343
GATS1i,0.8120945692303785
GATS1m,0.6978717615241263
GATS1p,0.7885373435611137
GATS1s,0.852170144263513
GATS1v,0.7155054567799433
GATS2Z,0.6965686274509806
GATS2c,0.6713791007308922
GATS2d,1.181678921568627
GATS2i,1.1291129259218438
GATS2m,0.703742547080505
GATS2p,1.1018530120015853
GATS2s,0.5895553422904671
GATS2v,0.9493415433224409
GATS3Z,1.046274509803922
GATS3c,1.093044705902243
GATS3d,1.0306372549019605
GATS3i,1.075103499602986
GATS3m,1.043022046977591
GATS3p,1.0577123819876717
GATS3s,1.0534289979587483
GATS3v,1.0159134449331262
GATS4Z,0.9843780135004824
GATS4c,0.8966868136003474
GATS4d,0.9910197685631627
GATS4i,0.9825897608601061
GATS4m,0.9840245799980832
GATS4p,0.9813507898867774
GATS4s,0.9212548377961677
GATS4v,0.9792358285147613
GATS5Z,0.9994463667820072
GATS5c,0.9570106738896428
GATS5d,1.0682670126874276
GATS5i,0.9098984799710361
GATS5m,0.9964895919918205
GATS5p,0.9093985133439183
GATS5s,1.0548530352640095
GATS5v,0.9284938477220839
GATS6Z,1.0616142270861835
GATS6c,1.0178040879843757
GATS6d,1.214945280437756
GATS6i,0.9889345226653344
GATS6m,1.0603628743955507
GATS6p,0.993323212369719
GATS6s,1.155961255189037
GATS6v,1.018559987023685
GATS7Z,1.0630340557275544
GATS7c,0.7707672942402739
GATS7d,1.1391253869969038
GATS7i,1.1181976189812577
GATS7m,1.068990477055984
GATS7p,1.1357680224420383
GATS7s,1.0628548338215982
GATS7v,1.1590678939944592
GATS8Z,1.3561764705882355
GATS8c,1.2185638114936193
GATS8d,0.909581801470588
GATS8i,1.1464758825291905
GATS8m,1.3558461991138702
GATS8p,1.172832458268651
GATS8s,1.4374760076775432
GATS8v,1.2734623694137708
MATS1Z,-0.03244239631336412
MATS1c,-0.4737565958421226
MATS1d,0.2278225806451613
MATS1i,0.1312910438979916
MATS1m,-0.02693265188765396
MATS1p,0.13263705010115037
MATS1s,-0.17875186852649538
MATS1v,0.09859942287371289
MATS2Z,-0.002058823529411778
MATS2c,0.057373340531861945
MATS2d,-0.11151960784313726
MATS2i,-0.19511295809663526
MATS2m,-0.004972678809522322
MATS2p,-0.1817438289041586
MATS2s,0.017359016543277574
MATS2v,-0.11123223361135516
MATS3Z,-0.15371215152727763
MATS3c,-0.13149150318846708
MATS3d,-0.04890289449112977
MATS3i,-0.11898263986374484
MATS3m,-0.15206914249784004
MATS3p,-0.11671691192597375
MATS3s,-0.16164666762418337
MATS3v,-0.11991444240937871
MATS4Z,0.028643063782890218
MATS4c,0.1192901664327736
MATS4d,-0.05005424300867888
MATS4i,-0.012750591175502908
MATS4m,0.026624432221844505
MATS4p,-0.015703029344642506
MATS4s,0.017699029518984846
MATS4v,-0.012403682250353551
MATS5Z,0.004129181084198378
MATS5c,-0.015211081416808896
MATS5d,-0.06552768166089964
MATS5i,0.061390123975108804
MATS5m,0.005969574279440667
MATS5p,0.061499830169927494
MATS5s,-0.052027720877218436
MATS5v,0.0488628781153562
MATS6Z,-0.09253859683408248
MATS6c,-0.07356228027696755
MATS6d,-0.21152530779753762
MATS6i,-0.023073736312915327
MATS6m,-0.09301539808573796
MATS6p,-0.0342517961774713
MATS6s,0.03392052084861084
MATS6v,-0.07255699574411449
MATS7Z,-0.07471915081822203
MATS7c,0.12799004421157262
MATS7d,-0.2003676470588235
MATS7i,-0.15614359653277793
MATS7m,-0.08003636410862108
MATS7p,-0.16757217032891422
MATS7s,0.1259037709436739
MATS7v,-0.17249916557568468
MATS8Z,-0.26311974789915976
MATS8c,-0.18238985265648114
MATS8d,-0.07875689338235288
MATS8i,-0.17510061390888546
MATS8m,-0.26313457154842146
MATS8p,-0.18680406424144375
MATS8s,-0.2555679325472991
MATS8v,-0.23034338391102607
MAXaaO,5.593379629629629
MAXsOH,9.441279184513311
MINaaO,5.593379629629629
MINsOH,9.424670152011421
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.325100434013073
SpAD_D,148.07646588494154
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,620
TMWC10,113.22847786858001
TSRW10,52.684511980891216
VE1_Dt,4.335568896646104
VE2_Dt,0.22818783666558443
VE3_Dt,2.108706721161592
VR1_Dt,94.96867071484552
VR2_Dt,4.998351090255027
VR3_Dt,5.195400941433916
Xc-3dv,0.4813500107786594
Xc-4dv,0.0
Xc-5dv,0.05366254590494823
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.20693027063286606
Xch-7d,0.4530814606505408
Xp-0dv,9.82972592544465
Xp-1dv,5.696337377143882
Xp-2dv,4.205691889922066
Xp-3dv,2.8434294673789835
Xp-4dv,1.9452044371990018
Xp-5dv,1.320517659304378
Xp-6dv,0.6962165515752488
Xp-7dv,0.3871789390995698
Xpc-4d,2.985853810763649
Xpc-5d,4.784192948137098
Xpc-6d,7.344857379125157
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.90752798975811
AATS0dv,10.551724137931034
AATS0pe,6.664548275862068
AATS0se,8.058594620689657
AATS1dv,9.903225806451612
AATS1pe,6.706967741935484
AATS1se,7.958098967741937
AATS2dv,9.041666666666666
AATS2pe,6.640625000000003
AATS2se,7.9013861666666685
AATS3dv,7.285714285714286
AATS3pe,6.648174603174604
AATS3se,8.036428571428571
AATS4dv,6.754098360655738
AATS4pe,6.577019672131146
AATS4se,8.028495672131147
AATS5dv,6.313725490196078
AATS5pe,6.5181980392156875
AATS5se,7.970031607843135
AATS6dv,6.372093023255814
AATS6pe,6.580304651162791
AATS6se,8.014244279069766
AATS7dv,5.2894736842105265
AATS7pe,6.4512526315789485
AATS7se,7.898220210526316
AATS8dv,3.5
AATS8pe,6.326500000000002
AATS8se,7.852867999999999
AATSC0Z,7.074910820451842
AATSC0c,0.039055007341755446
AATSC0d,0.6468489892984544
AATSC0i,1.3716901122417466
AATSC0m,33.41659123662306
AATSC0p,0.23412642097658742
AATSC0s,2.4091689787290265
AATSC0v,46.580169911272534
AATSC1Z,-0.2295270607188067
AATSC1c,-0.018502567328819167
AATSC1d,0.1473668060296882
AATSC1i,0.18009062674077217
AATSC1m,-0.8999974190479968
AATSC1p,0.031053837829074647
AATSC1s,-0.4306434565438821
AATSC1v,4.592777870610957
AATSC2Z,-0.014565992865636238
AATSC2c,0.002240716235692904
AATSC2d,-0.07213634562029332
AATSC2i,-0.2676345153913928
AATSC2m,-0.1661699751288248
AATSC2p,-0.04255103219591192
AATSC2s,0.0418208041573083
AATSC2v,-5.181216341227283
AATSC3Z,-1.0874997640752695
AATSC3c,-0.005135401622404042
AATSC3d,-0.03163278787535625
AATSC3i,-0.1632073106295195
AATSC3m,-5.081632374554105
AATSC3p,-0.027326512856667807
AATSC3s,-0.38943413715510417
AATSC3v,-5.585635102244366
AATSC4Z,0.20264712188846223
AATSC4c,0.004658878325831202
AATSC4d,-0.03237753650026316
AATSC4i,-0.017489859840674207
AATSC4m,0.8896977684645537
AATSC4p,-0.0036764940589514767
AATSC4s,0.04263995287074761
AATSC4v,-0.5777656267469037
AATSC5Z,0.029213587932200174
AATSC5c,-0.0005940688964095113
AATSC5d,-0.0423865146534238
AATSC5i,0.08420822604595174
AATSC5m,0.1994828235527274
AATSC5p,0.014398735128353077
AATSC5s,-0.12534357117136719
AATSC5v,2.276041164967092
AATSC6Z,-0.6547023200508807
