DLiP-ID,T005IT
ATS7p,141.09853554686595
ATS7s,341.6944444444446
ATS7v,16495.78875589584
ATS8Z,653.0
ATS8d,121.0
ATS8i,12455.703240645293
ATS8m,1854.275063
ATS8p,84.20232782218804
ATS8s,190.91666666666669
ATS8v,9651.305544540162
C1SP1,0
C1SP2,2
C1SP3,4
C2SP1,0
C2SP2,5
C2SP3,3
C3SP2,1
C3SP3,1
C4SP3,1
FCSP3,0.5555555555555556
GGI10,0.0
JGI10,0.0
JGT10,0.5940707955260027
Kier1,17.415637860082306
Kier2,5.497283950617284
Kier3,2.1980968858131487
MAXdO,12.492699672461576
MID_C,37.22099739702108
MID_N,6.395470164322747
MID_O,3.6154971876509983
MID_X,1.8181171298871117
MID_h,11.829084481860857
MINdO,12.492699672461576
MPC10,285
MWC01,27.0
MWC02,4.976733742420574
MWC03,5.916202062607435
MWC04,6.914730892718563
MWC05,7.891704659330107
MWC06,8.899867211223587
MWC07,9.891060657528001
MWC08,10.90178214468937
MWC09,11.899527104634446
MWC10,12.910449041791633
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.0757700000000012
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.459585514144159
SRW05,3.4339872044851463
SRW06,7.105786129481271
SRW07,6.075346031088684
SRW08,8.850660919017152
SRW09,8.420021279663963
SRW10,10.661134190970685
SaaCH,8.196360819790879
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.229586167800454
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.3467446145124722
SdssS,0
SsCH3,7.824487906273621
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,4.297476851851852
SsssP,0
VE1_A,4.12241453711812
VE1_D,4.816188388040057
VE2_A,0.17176727237992165
VE2_D,0.20067451616833573
VE3_A,2.2919077817520903
VE3_D,2.4474515617133177
VR1_A,194.92196438821534
VR1_D,147.34921075227368
VR2_A,8.12174851617564
VR2_D,6.139550448011403
VR3_A,6.148068033198674
VR3_D,5.868274090244152
WPath,1080
Xc-3d,3.2916328103638817
Xc-4d,0.4065262647925708
Xc-5d,1.102033059423205
Xc-6d,0.18362127736332576
Xp-0d,17.438793109825923
Xp-1d,11.214379275798965
Xp-2d,11.745543825200686
Xp-3d,9.884701576363232
Xp-4d,9.33203773499934
Xp-5d,8.13791210800576
Xp-6d,6.813731533998455
Xp-7d,5.279372637798296
ZMIC0,81.14608130052387
ZMIC1,39.83508280891867
ZMIC2,32.16279891785548
ZMIC3,30.49833181034748
ZMIC4,30.34513346443196
ZMIC5,30.34513346443196
nAcid,0
nAtom,46
nBase,3
nRing,4
piPC1,3.4965075614664802
piPC2,4.085976312551584
piPC3,4.612642200826793
piPC4,5.186687237876615
piPC5,5.683792329779699
piPC6,6.033685562541945
piPC7,6.41800802069979
piPC8,6.726420734930809
piPC9,6.9335143958253465
AATS0Z,47.17391304347826
AATS0d,3.608695652173913
AATS0i,162.92772575279304
AATS0m,219.65828154347818
AATS0p,1.6130563457973472
AATS0s,3.7218103268324683
AATS0v,221.15824228894667
AATS1Z,27.693877551020407
AATS1d,4.469387755102041
AATS1i,146.54264348596317
AATS1m,107.96896510204088
AATS1p,1.8512412818367354
AATS1s,2.819964096749811
AATS1v,264.77089397325807
AATS2Z,27.25
AATS2d,4.434782608695652
AATS2i,154.97918867043145
AATS2m,107.98193863043478
AATS2p,1.6856145792504034
AATS2s,2.5886171497584543
AATS2v,235.72654835649823
AATS3Z,27.261904761904763
AATS3d,3.6746031746031744
AATS3i,153.8406727177821
AATS3m,106.0838194682539
AATS3p,1.634782292430517
AATS3s,2.6111111111111125
AATS3v,217.68935047470248
AATS4Z,20.9079754601227
AATS4d,2.9754601226993866
AATS4i,163.86761510927792
AATS4m,80.65634808588956
AATS4p,1.336029344450036
AATS4s,2.4509439142619085
AATS4v,174.9149547099873
AATS5Z,23.54421768707483
AATS5d,2.761904761904762
AATS5i,160.93141854820718
AATS5m,89.8733117755102
AATS5p,1.407343564199585
AATS5s,2.857001133786847
AATS5v,185.16350608543056
AATS6Z,17.01290322580645
AATS6d,2.238709677419355
AATS6i,161.42535797711744
AATS6m,63.60178336129035
AATS6p,1.2108875614097228
AATS6s,2.6251493428912793
AATS6v,148.15899862191415
AATS7Z,12.356589147286822
AATS7d,1.8604651162790697
AATS7i,166.486417353402
AATS7m,36.409605007751914
AATS7p,1.0937870972625268
AATS7s,2.648794142980191
AATS7v,127.87433144105302
AATS8Z,8.371794871794872
AATS8d,1.5512820512820513
AATS8i,159.68850308519606
AATS8m,23.77275721794872
AATS8p,1.079517023361385
AATS8s,2.447649572649573
AATS8v,123.73468646846362
AMID_C,1.550874891542545
AMID_N,0.2664779235134478
AMID_O,0.15064571615212494
AMID_X,0.07575488041196299
AMID_h,0.4928785200775357
ATS0dv,305.06721536351165
ATS0pe,283.67859999999985
ATS0se,351.2057969999999
ATS1dv,328.03703703703707
ATS1pe,316.66600000000005
ATS1se,378.7334699999997
ATS2dv,530.3333333333334
ATS2pe,587.4382999999999
ATS2se,712.6870420000001
ATS3dv,555.1851851851852
ATS3pe,802.5545999999996
ATS3se,975.0955700000005
ATS4dv,501.4074074074074
ATS4pe,996.4124999999998
ATS4se,1241.5915660000003
ATS5dv,449.96296296296293
ATS5pe,935.0068999999999
ATS5se,1148.1760420000007
ATS6dv,285.03703703703707
ATS6pe,911.4507000000002
ATS6se,1150.2934839999998
ATS7dv,128.0
ATS7pe,782.1144999999999
ATS7se,994.5532560000004
ATS8dv,51.0
ATS8pe,450.1924999999999
ATS8se,571.2299959999999
ATSC0Z,1282.9565217391303
ATSC0c,0.8040537298291227
ATSC0d,40.43478260869564
ATSC0i,67.62839581987545
ATSC0m,6758.695381239132
ATSC0p,13.862646636353741
ATSC0s,54.61958199141171
ATSC0v,2455.7127363049494
ATSC1Z,14.024574669187139
ATSC1c,-0.45565831439410603
ATSC1d,22.31947069943288
ATSC1i,-13.154479413828184
ATSC1m,63.07560150614382
ATSC1p,-0.5530807248049334
ATSC1s,-3.600083894412165
ATSC1v,14.531035142845926
ATSC2Z,227.91304347826096
ATSC2c,-0.012264621407349352
ATSC2d,13.130434782608683
ATSC2i,23.26573734889674
ATSC2m,1126.6481457173913
ATSC2p,6.732912901583785
ATSC2s,11.191199603387613
ATSC2v,1198.0741586316533
ATSC3Z,-186.4896030245746
ATSC3c,0.330788578281701
ATSC3d,3.9829867674858206
ATSC3i,-41.04683937938769
ATSC3m,-977.3209957637042
ATSC3p,-7.027372116930232
ATSC3s,-4.274252154205599
ATSC3v,-1333.7308832730762
ATSC4Z,245.30623818525524
ATSC4c,-0.37454582452863977
ATSC4d,-15.105860113421537
ATSC4i,20.90243847333955
ATSC4m,1224.6259866526464
ATSC4p,9.394793959118752
ATSC4s,-10.766826408823231
ATSC4v,1726.8006844095744
ATSC5Z,-242.9697542533082
ATSC5c,-0.14710756284570387
ATSC5d,-41.95463137996217
ATSC5i,7.066714209088542
ATSC5m,-1219.040092068525
ATSC5p,-7.5128398930876426
ATSC5s,-32.53754070333549
ATSC5v,-1625.1249800921664
ATSC6Z,167.55954631379964
ATSC6c,0.557631732601098
ATSC6d,-31.204158790170133
ATSC6i,-27.788243070825125
ATSC6m,807.9959401290168
ATSC6p,-3.3638344070497315
ATSC6s,45.308735772065226
ATSC6v,-501.7090478747187
ATSC7Z,-1310.9432892249529
ATSC7c,-0.2852689779699721
ATSC7d,-5.958412098298676
ATSC7i,10.863126321149014
ATSC7m,-6659.730654866258
ATSC7p,-6.408559591796624
ATSC7s,-28.832279851921875
ATSC7v,-1078.4883417823823
ATSC8Z,-196.62192816635164
ATSC8c,-0.09630227229331437
ATSC8d,6.7844990548204205
ATSC8i,-41.56533763238322
ATSC8m,-918.9554872098304
ATSC8p,-8.569806766224644
ATSC8s,-18.01839502283211
ATSC8v,-2065.4999190014337
AXp-0d,0.7266163795760802
AXp-1d,0.41534738058514686
AXp-2d,0.2610120850044597
AXp-3d,0.1453632584759299
AXp-4d,0.08561502509173706
AXp-5d,0.051833835082839244
AXp-6d,0.031839866981301194
AXp-7d,0.01955323199184554
GATS1Z,0.5085908906059374
GATS1c,1.5833830728577145
GATS1d,0.8403554970375249
GATS1i,1.4101632420883807
GATS1m,0.5025104992274981
GATS1p,0.9195683173811982
GATS1s,0.6931020824198354
GATS1v,0.9611955689578942
GATS2Z,0.6685263318422123
GATS2c,1.1379106741897886
GATS2d,1.3850806451612907
GATS2i,0.9775764828768223
GATS2m,0.6701112264646065
GATS2p,0.6783010881706517
GATS2s,0.49396175174689766
GATS2v,0.7124271506126735
GATS3Z,1.3083618970158217
GATS3c,0.8961624426120987
GATS3d,1.1835637480798775
GATS3i,1.3630909688849089
GATS3m,1.3216215415692159
GATS3p,1.2696868862507893
GATS3s,0.7842204960603055
GATS3v,1.190055912254149
GATS4Z,0.919917942602235
GATS4c,1.1600895422024822
GATS4d,1.2016623787848806
GATS4i,0.9207625099467672
GATS4m,0.9218017526180015
GATS4p,0.7635612579938845
GATS4s,1.103926478453721
GATS4v,0.7591214470182138
GATS5Z,1.1967335734619184
GATS5c,1.3484283676565745
GATS5d,1.3703094140882164
GATS5i,1.0608579053493277
GATS5m,1.199479133229814
GATS5p,1.1674643545650205
GATS5s,1.507979175523786
GATS5v,1.1450262543101781
GATS6Z,0.8724681551640453
GATS6c,0.7409795424443211
GATS6d,1.1739334027055155
GATS6i,1.0296598176655085
GATS6m,0.873530019382017
GATS6p,1.0463097668816368
GATS6s,0.6881350383468341
GATS6v,1.0640862410931915
GATS7Z,2.186900044449909
GATS7c,1.258653061723309
GATS7d,0.7505626406601652
GATS7i,0.7424971677340979
GATS7m,2.196242586544029
GATS7p,1.4078921358844447
GATS7s,1.823954242353889
GATS7v,1.1680439632695752
GATS8Z,0.36244408296055314
GATS8c,0.6865370144670175
GATS8d,0.38523573200992567
GATS8i,1.2711945044882802
GATS8m,0.3300484660641864
GATS8p,1.1335880532149394
GATS8s,1.1016245500626223
GATS8v,1.45783016105555
MATS1Z,0.010262177258052464
MATS1c,-0.5320053258940375
MATS1d,0.5181917928461706
MATS1i,-0.1826023369839617
MATS1m,0.008761133124852166
MATS1p,-0.03745451018358811
MATS1s,-0.061876537159982134
MATS1v,0.005554957519398003
MATS2Z,0.08882336993357738
MATS2c,-0.0076267424379436845
MATS2d,0.16236559139784934
MATS2i,0.17201160153838163
MATS2m,0.08334804885901166
MATS2p,0.2428437035943494
MATS2s,0.10244677087740528
MATS2v,0.24393613734201786
MATS3Z,-0.05306766419007166
MATS3c,0.1501940475548245
MATS3d,0.03596176821983273
MATS3i,-0.2215837574952127
MATS3m,-0.05279121316852879
MATS3p,-0.1850691731474541
MATS3s,-0.028569264094548543
MATS3v,-0.1982795531633429
MATS4Z,0.05395937131741752
MATS4c,-0.13145893703204087
MATS4d,-0.10542911801570017
MATS4i,0.08722442098189165
MATS4m,0.0511341245904802
MATS4p,0.191254355412361
MATS4s,-0.055630064852150087
MATS4v,0.19844258546728824
MATS5Z,-0.059262609747708236
MATS5c,-0.057251968884676326
MATS5d,-0.32468729427254767
MATS5i,0.03269858347063258
MATS5m,-0.05644111867937873
MATS5p,-0.16958931168836863
MATS5s,-0.18641328049320458
MATS5v,-0.207085504448021
MATS6Z,0.038759964492953256
MATS6c,0.20582045900695062
MATS6d,-0.2290253208463407
MATS6i,-0.12194335423001419
MATS6m,0.03547908730844392
MATS6p,-0.07201361107802726
MATS6s,0.246183933109666
MATS6v,-0.060631805942818195
MATS7Z,-0.36436788131559134
MATS7c,-0.1265137114945214
MATS7d,-0.05254646995082105
MATS7i,0.0572787939853678
MATS7m,-0.3513677627742522
MATS7p,-0.16484751145446616
MATS7s,-0.18823428726255068
MATS7v,-0.15660514052373325
MATS8Z,-0.09038226921512812
MATS8c,-0.07063414502758868
MATS8d,0.09895230217810873
MATS8i,-0.3624644814807489
MATS8m,-0.08018531347721942
MATS8p,-0.36457602493224667
MATS8s,-0.1945498770725468
MATS8v,-0.4960333180825815
MAXdNH,8.860325963718822
MAXsBr,3.9642106009070295
MAXssO,5.088765589569161
MINdNH,8.860325963718822
MINsBr,3.9642106009070295
MINssO,5.088765589569161
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,2
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.317057263901223
SpAD_D,186.86459032423573
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.6505092592592594
SssNH2,0
SsssAs,0
SsssCH,-0.5301738473167059
SsssNH,0
SssssB,0
SssssC,-0.5043269321617527
SssssN,0
TMPC10,1812
TMWC10,131.20205751694368
TSRW10,78.01385445408354
VE1_Dt,4.889649319340119
VE2_Dt,0.2037353883058383
VE3_Dt,2.462589324432744
VR1_Dt,134.93472076001856
VR2_Dt,5.62228003166744
VR3_Dt,5.780259848918574
Xc-3dv,3.1132038436878786
Xc-4dv,0.4891210660291312
Xc-5dv,0.7336264249380952
Xc-6dv,0.16250266495943844
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.18774696720949113
Xch-6d,0.7484404048982505
Xch-7d,1.6883651523786511
Xp-0dv,15.923443449565504
Xp-1dv,9.02233873010431
Xp-2dv,9.382458263349541
Xp-3dv,6.668546073563351
Xp-4dv,5.790016392813442
Xp-5dv,4.596897880898394
Xp-6dv,3.3723676980601525
Xp-7dv,2.3315201882644607
Xpc-4d,6.656096495934521
Xpc-5d,12.980675624958941
Xpc-6d,23.261277271500983
n3Ring,0
n4Ring,0
n5Ring,3
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,49
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,3
nSpiro,0
naRing,1
piPC10,7.110338916330986
AATS0dv,6.631895986163297
AATS0pe,6.166926086956519
AATS0se,7.63490863043478
AATS1dv,6.694633408919124
AATS1pe,6.4625714285714295
AATS1se,7.729254489795913
AATS2dv,5.7644927536231885
AATS2pe,6.385198913043477
AATS2se,7.746598282608697
AATS3dv,4.406231628453851
AATS3pe,6.3694809523809495
AATS3se,7.738853730158734
AATS4dv,3.076119063849125
AATS4pe,6.112960122699385
AATS4se,7.617126171779143
AATS5dv,3.060972537163013
AATS5pe,6.360591156462584
AATS5se,7.810721374149665
AATS6dv,1.8389486260454004
AATS6pe,5.880327096774195
AATS6se,7.421248283870966
AATS7dv,0.9922480620155039
AATS7pe,6.062903100775193
AATS7se,7.709715162790701
AATS8dv,0.6538461538461539
AATS8pe,5.771698717948716
AATS8se,7.323461487179486
AATSC0Z,27.89035916824196
AATSC0c,0.017479428909328753
AATSC0d,0.8790170132325139
AATSC0i,1.4701825178233794
AATSC0m,146.92816046172027
AATSC0p,0.3013618833989944
AATSC0s,1.1873822172046022
AATSC0v,53.385059484890206
AATSC1Z,0.2862158095752477
AATSC1c,-0.009299149273349103
AATSC1d,0.45549940202924244
AATSC1i,-0.26845876354751397
AATSC1m,1.2872571735947718
AATSC1p,-0.011287361730712927
AATSC1s,-0.07347109988596255
AATSC1v,0.29655173760910053
AATSC2Z,2.4773156899810975
AATSC2c,-0.0001333111022537973
AATSC2d,0.1427221172022683
AATSC2i,0.25288844944452976
AATSC2m,12.246175496928167
AATSC2p,0.07318383588678028
AATSC2s,0.12164347394986535
AATSC2v,13.022545202517971
AATSC3Z,-1.4800762144807507
AATSC3c,0.002625306176838897
AATSC3d,0.03161100609115731
AATSC3i,-0.3257685665030769
AATSC3m,-7.756515839394478
AATSC3p,-0.05577279457881137
AATSC3s,-0.033922636144488885
AATSC3v,-10.585165740262509
