DLiP-ID,C100NQ
JGI10,0.01209060299969391
JGT10,0.5595787139175832
Kier1,22.68
Kier2,9.427685950413224
Kier3,5.389030612244898
MAXdO,12.842749564331903
MAXsF,13.32449744247204
MID_C,39.535125343058375
MID_N,2.0408098681622917
MID_O,8.687775711178986
MID_X,1.7568158804541802
MID_h,16.74633098138901
MINdO,10.866623928426883
MINsF,13.32449744247204
MPC10,121
MWC01,30.0
MWC02,5.003946305945459
MWC03,5.855071922202427
MWC04,6.760414691083428
MWC05,7.635786861395585
MWC06,8.54772239645106
MWC07,9.433243894485784
MWC08,10.348654027495844
MWC09,11.239606415354215
MWC10,12.15679311163891
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.9704200000000016
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.4680601411351315
SRW05,0.0
SRW06,7.018401799069201
SRW07,0.0
SRW08,8.665095821339733
SRW09,0.0
SRW10,10.36567949988784
SaaCH,11.35617002195736
SaaNH,0
SaaSe,0
SaaaC,0.8281773851515923
SaasC,-0.08041909455023988
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.0679386064784515
SdssS,0
SsCH3,1.48681834449421
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.471011904761905
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.522832343542888
VE1_D,5.204649423962204
VE2_A,0.16152972655510314
VE2_D,0.1858803365700787
VE3_A,2.5387578394556627
VE3_D,2.6791717632740992
VR1_A,258.39484659974056
VR1_D,172.97400105744876
VR2_A,9.228387378562163
VR2_D,6.177642894908884
VR3_A,6.584108245391275
VR3_D,6.182760717480409
WPath,1989
Xc-3d,2.8989025813430165
Xc-4d,0.2041241452319315
Xc-5d,0.6662405324940669
Xc-6d,0.08333333333333333
Xp-0d,20.474327015758654
Xp-1d,13.18637773290538
Xp-2d,12.893048260723262
Xp-3d,9.843149297527876
Xp-4d,8.370551203042943
Xp-5d,6.432760449501517
Xp-6d,4.8578765769034895
Xp-7d,3.1096481349137055
ZMIC0,90.86335501049312
ZMIC1,49.92108117787792
ZMIC2,33.51343595299986
ZMIC3,30.14247034322574
ZMIC4,29.041742100932055
ZMIC5,28.88449520917581
nAcid,1
nAtom,44
nBase,0
nRing,3
piPC1,3.7495040759303713
piPC2,4.442651256490317
piPC3,4.987025428457122
piPC4,5.6035016281984555
piPC5,6.172352785525078
piPC6,6.516609039813896
piPC7,6.8369639161788
piPC8,7.189739508890693
piPC9,7.555567938846965
AATS0Z,37.77272727272727
AATS0d,3.727272727272727
AATS0i,159.6473923672883
AATS0m,151.13495229885845
AATS0p,1.8558903517632723
AATS0s,8.386934546078065
AATS0v,255.45517230434217
AATS1Z,36.54347826086956
AATS1d,4.369565217391305
AATS1i,142.83217364352822
AATS1m,142.34438321380875
AATS1p,2.1396520500434786
AATS1s,3.456421095008052
AATS1v,302.1825963559392
AATS2Z,31.493333333333332
AATS2d,4.08
AATS2i,146.98166019683845
AATS2m,121.25739127560543
AATS2p,1.9462072287919474
AATS2s,4.844814814814813
AATS2v,270.1691223384633
AATS3Z,29.96875
AATS3d,3.59375
AATS3i,151.41181028592922
AATS3m,113.79609176585001
AATS3p,1.7724709255562079
AATS3s,3.9146090534979425
AATS3v,243.34196803157212
AATS4Z,26.266666666666666
AATS4d,3.2857142857142856
AATS4i,153.36928771611224
AATS4m,97.78300084853333
AATS4p,1.6268181413203906
AATS4s,4.0778365667254555
AATS4v,219.32304476813823
AATS5Z,24.589285714285715
AATS5d,2.9285714285714284
AATS5i,160.9648672950275
AATS5m,90.85983032025715
AATS5p,1.4585200735463213
AATS5s,4.2097402875759355
AATS5v,196.51533135178005
AATS6Z,27.051020408163264
AATS6d,3.020408163265306
AATS6i,157.89232814457966
AATS6m,102.46561947159184
AATS6p,1.520204552485551
AATS6s,5.393156336608716
AATS6v,211.12198932996554
AATS7Z,23.27173913043478
AATS7d,3.032608695652174
AATS7i,153.94503095113143
AATS7m,86.01979745935651
AATS7p,1.560386896211848
AATS7s,4.729166666666664
AATS7v,215.1943796126372
AATS8Z,21.431578947368422
AATS8d,2.705263157894737
AATS8i,155.7254165332481
AATS8m,78.6380841228463
AATS8p,1.4434965184772528
AATS8s,3.78157894736842
AATS8v,195.93920544750793
AMID_C,1.411968762252085
AMID_N,0.07288606672008184
AMID_O,0.31027770397067805
AMID_X,0.06274342430193501
AMID_h,0.5980832493353219
ATS0dv,444.8888888888889
ATS0pe,298.5502999999999
ATS0se,361.21314199999995
ATS1dv,349.33333333333337
ATS1pe,307.8491
ATS1se,368.2907599999998
ATS2dv,590.6666666666667
ATS2pe,500.8279000000001
ATS2se,601.3707159999996
ATS3dv,564.3333333333333
ATS3pe,640.2551000000004
ATS3se,776.1293239999998
ATS4dv,561.3333333333333
ATS4pe,689.7386999999999
ATS4se,842.1164339999999
ATS5dv,551.7777777777778
ATS5pe,747.9613999999997
ATS5se,918.0159229999999
ATS6dv,632.3333333333334
ATS6pe,654.1664000000001
ATS6se,799.562438
ATS7dv,521.3333333333333
ATS7pe,603.2833999999998
ATS7se,737.2877540000001
ATS8dv,387.0
ATS8pe,608.9964000000001
ATS8se,750.7907780000002
ATSC0Z,581.909090909091
ATSC0c,1.253377899200318
ATSC0d,32.72727272727272
ATSC0i,92.16734252864384
ATSC0m,2612.975566784149
ATSC0p,15.715713120462546
ATSC0s,164.03141562227216
ATSC0v,2175.735514479739
ATSC1Z,75.27685950413226
ATSC1c,-0.8280672797120064
ATSC1d,8.330578512396688
ATSC1i,4.927491236626338
ATSC1m,326.2218734742191
ATSC1p,0.7856285829600675
ATSC1s,-28.366371788167864
ATSC1v,224.80011655511072
ATSC2Z,-8.299586776859474
ATSC2c,0.2701307304610579
ATSC2d,-0.5123966942148763
ATSC2i,-1.6054314473959093
ATSC2m,-9.209141065406406
ATSC2p,0.10063623370666164
ATSC2s,56.89028131164336
ATSC2v,24.01896373792985
ATSC3Z,-33.119834710743746
ATSC3c,0.04868851029720959
ATSC3d,-7.677685950413224
ATSC3i,-14.666193715218856
ATSC3m,-183.80524240473076
ATSC3p,-1.6509429109060976
ATSC3s,-58.30954111825325
ATSC3v,-376.89488008795666
ATSC4Z,-253.23760330578503
ATSC4c,0.026636011693845475
ATSC4d,-10.190082644628097
ATSC4i,-54.40279592337087
ATSC4m,-1109.9948313169045
ATSC4p,-8.605566174403526
ATSC4s,-4.979401150605377
ATSC4v,-912.6349815526028
ATSC5Z,-65.58677685950407
ATSC5c,-0.42718996462903286
ATSC5d,2.3305785123966944
ATSC5i,23.50235951029409
ATSC5m,-345.64121872359567
ATSC5p,4.693894247531884
ATSC5s,-101.80540428130915
ATSC5v,0.3090158595810877
ATSC6Z,121.9297520661157
ATSC6c,0.24148310277734425
ATSC6d,-2.347107438016528
ATSC6i,33.21020139844205
ATSC6m,583.5554122790737
ATSC6p,0.6171387470030576
ATSC6s,67.02140752006596
ATSC6v,515.4288921525888
ATSC7Z,-163.7644628099174
ATSC7c,0.30964314442987056
ATSC7d,-7.884297520661155
ATSC7i,4.851799966663322
ATSC7m,-723.1884412752344
ATSC7p,-1.9156768298649587
ATSC7s,17.810214944053335
ATSC7v,-268.3411802888033
ATSC8Z,-21.712809917355386
ATSC8c,-0.4451206626093161
ATSC8d,-12.297520661157025
ATSC8i,-14.54591688439084
ATSC8m,-124.30263885466934
ATSC8p,-1.514404384072222
ATSC8s,-60.61445087979968
ATSC8v,-413.6783541472861
AXp-0d,0.7312259648485233
AXp-1d,0.4395459244301793
AXp-2d,0.29302382410734684
AXp-3d,0.17577052317014066
AXp-4d,0.11311555679787762
AXp-5d,0.06916946719894104
AXp-6d,0.04626549120860466
AXp-7d,0.028014848062285637
GATS1Z,0.7951712707932862
GATS1c,1.5398522545601658
GATS1d,0.9282910628019326
GATS1i,0.9046945277611809
GATS1m,0.7764030625209464
GATS1p,1.0026551745654946
GATS1s,0.7665446075822866
GATS1v,0.79191718811113
GATS2Z,0.9468374733114616
GATS2c,0.6132498923693818
GATS2d,1.1649814814814818
GATS2i,0.9662711834070427
GATS2m,0.9240779694111477
GATS2p,1.0277507424231485
GATS2s,0.5027716344620163
GATS2v,0.9152941216593884
GATS3Z,1.0518449265739727
GATS3c,0.7961931483702976
GATS3d,1.2317708333333335
GATS3i,1.0900653631537849
GATS3m,1.0423488941261703
GATS3p,1.114455852434777
GATS3s,1.036012754071766
GATS3v,1.0160925352796613
GATS4Z,1.3286971529746094
GATS4c,0.8810450452356763
GATS4d,1.2450661375661378
GATS4i,1.206588291335793
GATS4m,1.3028205841440041
GATS4p,1.3600080936439802
GATS4s,0.837961499938767
GATS4v,1.156668437960953
GATS5Z,1.0760916263083893
GATS5c,1.1291661647357527
GATS5d,0.9619543650793652
GATS5i,0.8544292518033724
GATS5m,1.0794414307472773
GATS5p,0.8728976050042311
GATS5s,1.3410856420503567
GATS5v,0.9522825933025774
GATS6Z,0.9809898963491035
GATS6c,0.9573376883209778
GATS6d,1.03234126984127
GATS6i,0.7636488477523732
GATS6m,0.9651709626414928
GATS6p,1.026046945567922
GATS6s,0.823383698305158
GATS6v,0.8746048688084477
GATS7Z,1.0558107428866412
GATS7c,0.8403781494745706
GATS7d,1.1068085748792271
GATS7i,0.8194674109858342
GATS7m,1.0513865719612256
GATS7p,1.011243012422431
GATS7s,0.8550686660794942
GATS7v,1.0294182745567229
GATS8Z,0.8758467015844563
GATS8c,0.993371155229716
GATS8d,1.0649415204678365
GATS8i,0.8783996872679783
GATS8m,0.8883028392013174
GATS8p,0.9285336305101602
GATS8s,1.0623022022156066
GATS8v,1.0819730445567153
MATS1Z,0.123737459500214
MATS1c,-0.6319437697221969
MATS1d,0.2434782608695651
MATS1i,0.05113798833619417
MATS1m,0.11941876446322137
MATS1p,0.04781652685585708
MATS1s,-0.1654137481695592
MATS1v,0.09882919914346112
MATS2Z,-0.008367442587095734
MATS2c,0.12643967577929383
MATS2d,-0.009185185185185192
MATS2i,-0.010218946212026134
MATS2m,-0.002067641259406921
MATS2p,0.0037567448146977344
MATS2s,0.2034709727780892
MATS2v,0.006476488203249425
MATS3Z,-0.02608641878873088
MATS3c,0.017804340760908744
MATS3d,-0.10752314814814819
MATS3i,-0.07293261656881962
MATS3m,-0.03224066482151717
MATS3p,-0.04814812803584425
MATS3s,-0.16292736512991066
MATS3v,-0.07939544377400418
MATS4Z,-0.1823628748484239
MATS4c,0.008905340750265285
MATS4d,-0.1304761904761905
MATS4i,-0.24734750374447537
MATS4m,-0.17801187930393547
MATS4p,-0.22946092158205475
MATS4s,-0.012720771740756951
MATS4v,-0.17577389969232277
MATS5Z,-0.04427879572388237
MATS5c,-0.1338978683671393
MATS5d,0.027976190476190484
MATS5i,0.10017723799236236
MATS5m,-0.05196666335787044
MATS5p,0.11733669791655504
MATS5s,-0.24382512399619222
MATS5v,5.579680383238083e-05
MATS6Z,0.09407649952654079
MATS6c,0.08650302912602433
MATS6d,-0.03219954648526077
MATS6i,0.1617785894613844
MATS6m,0.10027053989702285
MATS6p,0.0176309341238415
MATS6s,0.1834480552309328
MATS6v,0.10636267693358216
MATS7Z,-0.13459513798795028
MATS7c,0.11815287281228018
MATS7d,-0.11521739130434783
MATS7i,0.025176228448723567
MATS7m,-0.1323673811498672
MATS7p,-0.05829791237816822
MATS7s,0.05192864338805239
MATS7v,-0.0589856098643349
MATS8Z,-0.01728183918631136
MATS8c,-0.1644844297394539
MATS8d,-0.17403508771929826
MATS8i,-0.07309591506446873
MATS8m,-0.022033022143034257
MATS8p,-0.044631022526993705
MATS8s,-0.17115051622041758
MATS8v,-0.0880614368474257
MAXsOH,10.444179441723634
MAXssS,0.8771175083133953
MINsOH,8.891717053172231
MINssS,0.8771175083133953
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-4.036986712123119
SdssSe,0
SdsssP,0
SpAD_A,34.61529127656619
SpAD_D,294.87518340590066
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.29646774598524206
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,916
TMWC10,134.9812396260527
TSRW10,63.62811112560522
VE1_Dt,5.245532112587974
VE2_Dt,0.18734043259242766
VE3_Dt,2.6869961052826157
VR1_Dt,166.60649310808205
VR2_Dt,5.950231896717216
VR3_Dt,6.145254120392613
Xc-3dv,1.351966954777878
Xc-4dv,0.05103103630798288
Xc-5dv,0.3010262068420774
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.19673563623996193
Xch-7d,0.4399894802074489
Xp-0dv,16.27253521288747
Xp-1dv,10.53975048879344
Xp-2dv,8.682186320463197
Xp-3dv,6.542366164258547
Xp-4dv,4.80762619140533
Xp-5dv,3.289971428420133
Xp-6dv,2.2646950473620175
Xp-7dv,1.4427059325251093
Xpc-4d,5.3577116444587745
Xpc-5d,8.926881750368434
Xpc-6d,13.417844257510442
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,46
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,0
nSpiro,0
naRing,3
piPC10,7.631414614843781
AATS0dv,10.111111111111112
AATS0pe,6.785234090909088
AATS0se,8.20938959090909
AATS1dv,7.5942028985507255
AATS1pe,6.692371739130436
AATS1se,8.006320869565213
AATS2dv,7.8755555555555565
AATS2pe,6.677705333333335
AATS2se,8.018276213333328
AATS3dv,5.878472222222221
AATS3pe,6.6693239583333375
AATS3se,8.084680458333331
AATS4dv,5.346031746031746
AATS4pe,6.568939999999999
AATS4se,8.020156514285713
AATS5dv,4.926587301587302
AATS5pe,6.6782267857142825
AATS5se,8.196570741071428
AATS6dv,6.4523809523809526
AATS6pe,6.6751673469387764
AATS6se,8.158800387755102
AATS7dv,5.666666666666666
AATS7pe,6.557428260869563
AATS7se,8.013997326086956
AATS8dv,4.073684210526316
AATS8pe,6.410488421052633
AATS8se,7.903060821052633
AATSC0Z,13.22520661157025
AATSC0c,0.02848586134546177
AATSC0d,0.7438016528925618
AATSC0i,2.094712330196451
AATSC0m,59.385808336003386
AATSC0p,0.35717529819233057
AATSC0s,3.727986718688004
AATSC0v,49.44853441999407
AATSC1Z,1.6364534674811362
AATSC1c,-0.018001462602434924
AATSC1d,0.18109953287818886
AATSC1i,0.10711937470926822
AATSC1m,7.091779858135197
AATSC1p,0.017078882238262337
AATSC1s,-0.6166602562645188
AATSC1v,4.886959055545885
AATSC2Z,-0.11066115702479298
AATSC2c,0.003601743072814105
AATSC2d,-0.006831955922865018
AATSC2i,-0.021405752631945458
AATSC2m,-0.12278854753875208
AATSC2p,0.001341816449422155
AATSC2s,0.7585370841552449
AATSC2v,0.3202528498390647
AATSC3Z,-0.34499827823691404
AATSC3c,0.0005071719822625999
AATSC3d,-0.07997589531680442
AATSC3i,-0.15277285120019643
AATSC3m,-1.9146379417159454
AATSC3p,-0.017197321988605182
AATSC3s,-0.607391053315138
AATSC3v,-3.9259883342495487
AATSC4Z,-2.4117866981503338
