DLiP-ID,T003OO
ATSC6c,-0.4940897305225509
ATSC6d,-9.555555555555555
ATSC6i,-19.26589303175479
ATSC6m,-1930.0828735200002
ATSC6p,-5.139886612282371
ATSC6s,-45.125880391708584
ATSC6v,-1712.1544209482536
ATSC7Z,8.7777777777778
ATSC7c,0.5526831737704189
ATSC7d,8.277777777777775
ATSC7i,-7.668520375099993
ATSC7m,36.35983719999949
ATSC7p,-1.3769793642351016
ATSC7s,6.858590058680074
ATSC7v,-203.10076090959964
ATSC8Z,153.35888888888888
ATSC8c,-0.349501339225052
ATSC8d,14.743055555555554
ATSC8i,0.47230455979913577
ATSC8m,735.4094405299996
ATSC8p,1.9997118310140847
ATSC8s,-3.6799957371208727
ATSC8v,840.4803662810456
AXp-0d,0.7183669014737172
AXp-1d,0.4530623283003969
AXp-2d,0.29098947360670474
AXp-3d,0.18689449171608152
AXp-4d,0.1198946584766077
AXp-5d,0.0809761176795242
AXp-6d,0.052072175334907836
AXp-7d,0.03538970478018382
GATS1Z,0.8410533799692029
GATS1c,1.4351100456693142
GATS1d,0.9080450835600465
GATS1i,1.447756325442001
GATS1m,0.8374852685058393
GATS1p,1.388005950723861
GATS1s,0.6834333969611261
GATS1v,1.1004804124528937
GATS2Z,0.8795083709249174
GATS2c,1.25104180817005
GATS2d,1.1757733637251708
GATS2i,1.0331130165781819
GATS2m,0.8795579957668074
GATS2p,0.9126446618576081
GATS2s,0.5962676848480922
GATS2v,0.9430336821000783
GATS3Z,1.2013950419020192
GATS3c,1.0405711053365547
GATS3d,1.3979919678714858
GATS3i,1.12687474828416
GATS3m,1.174411837666147
GATS3p,1.2149522638086343
GATS3s,0.8459263458926798
GATS3v,1.0178522490351098
GATS4Z,1.290977315008881
GATS4c,1.0935535339837894
GATS4d,1.4198871435107516
GATS4i,1.1727015124874152
GATS4m,1.2686111210731998
GATS4p,1.2784191749611864
GATS4s,1.7165915320231673
GATS4v,1.058164155717383
GATS5Z,1.1319136202152038
GATS5c,1.2349628232188579
GATS5d,1.2029657089898054
GATS5i,0.921934188428582
GATS5m,1.131079576804969
GATS5p,0.9069272810622121
GATS5s,1.6875241459462733
GATS5v,0.9634319011834669
GATS6Z,1.1685937654345004
GATS6c,1.3294040335194561
GATS6d,0.9394659719960924
GATS6i,1.0730706925862505
GATS6m,1.1805100788668756
GATS6p,1.045753537421208
GATS6s,1.167912306239608
GATS6v,1.1875305302329318
GATS7Z,0.8797070550448551
GATS7c,0.6555633225327747
GATS7d,0.6824096385542169
GATS7i,0.9546656570940627
GATS7m,0.8909835953232342
GATS7p,0.9350471154234704
GATS7s,0.7705561322414305
GATS7v,1.014642270704611
GATS8Z,0.807444853297107
GATS8c,0.7779386756937985
GATS8d,0.6501979947763079
GATS8i,0.8909280788578966
GATS8m,0.8121598520565914
GATS8p,0.8555507398980834
GATS8s,0.9139772437743133
GATS8v,0.8781150409387182
MATS1Z,0.21790360094176817
MATS1c,-0.42951256918993086
MATS1d,0.352506801399145
MATS1i,-0.21187556283362488
MATS1m,0.20541735393850014
MATS1p,-0.12981918154141803
MATS1s,-0.12982155331711637
MATS1v,-0.021043903050963507
MATS2Z,0.08164981905152464
MATS2c,-0.05537326366688423
MATS2d,0.028980788016932678
MATS2i,0.0749826828319269
MATS2m,0.08046546567228152
MATS2p,0.11045535590813745
MATS2s,0.18315615201396127
MATS2v,0.04054813924384585
MATS3Z,-0.0023812160815151378
MATS3c,0.02071488553564037
MATS3d,-0.10040160642570274
MATS3i,-0.031028231687572443
MATS3m,0.0017349423967998117
MATS3p,-0.029585808661739488
MATS3s,0.015143430504210771
MATS3v,0.00039531975395302863
MATS4Z,-0.08341756730422785
MATS4c,0.024451647820905812
MATS4d,-0.19017843526002748
MATS4i,-0.13729602810118252
MATS4m,-0.08309251179227113
MATS4p,-0.1552841512279085
MATS4s,-0.17417745504795287
MATS4v,-0.08656709124706216
MATS5Z,-0.14755446126583568
MATS5c,0.030990801619083436
MATS5d,-0.16589434661723818
MATS5i,0.04274201580320536
MATS5m,-0.14596371579525214
MATS5p,0.0034570666809638937
MATS5s,0.03183054065122312
MATS5v,-0.05054636248465328
MATS6Z,-0.27847356715448407
MATS6c,-0.16194322135011405
MATS6d,-0.11201563008791923
MATS6i,-0.09198813982387635
MATS6m,-0.28257073273866884
MATS6p,-0.12490413455311575
MATS6s,-0.16409363037130717
MATS6v,-0.22607627960188578
MATS7Z,0.005468490419758568
MATS7c,0.1675617634125849
MATS7d,0.08975903614457828
MATS7i,-0.03386850295978676
MATS7m,0.004923964163539008
MATS7p,-0.03095226541049978
MATS7s,0.023069735421756957
MATS7v,-0.02480649178619354
MATS8Z,0.10689952422148676
MATS8c,-0.11855816498188354
MATS8d,0.17886932344763665
MATS8i,0.0023339444131991113
MATS8m,0.1114310183076702
MATS8p,0.050294022311826156
MATS8s,-0.013849657354449582
MATS8v,0.11485907560755353
MAXssO,5.470116921768707
MINssO,5.273576664234591
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.740495811532742
SdssSe,0
SdsssP,0
SpAD_A,40.220729800921795
SpAD_D,407.05733742149283
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.8215391398975007
SssNH2,0
SsssAs,0
SsssCH,-0.7816023441312046
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,702
TMWC10,140.64930697857164
TSRW10,66.67159850630549
VE1_Dt,5.486284357279494
VE2_Dt,0.17697691475095143
VE3_Dt,2.8336533359259737
VR1_Dt,195.29476637664524
VR2_Dt,6.299831173440169
VR3_Dt,6.405912151148025
Xc-3dv,1.2380204153010916
Xc-4dv,0.04564354645876384
Xc-5dv,0.33138263965496983
Xc-6dv,0.03384841529875286
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.2851477927045248
Xp-0dv,18.767348100687194
Xp-1dv,11.849401171159014
Xp-2dv,9.322907346267627
Xp-3dv,7.263298632683222
Xp-4dv,5.3798885288305325
Xp-5dv,3.917720600375693
Xp-6dv,2.281537898539589
Xp-7dv,1.4180385752830773
Xpc-4d,5.015088292584948
Xpc-5d,7.840030472712392
Xpc-6d,12.30860722674987
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,62
nFRing,0
nHBAcc,6
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,5.686551537727839
AATS0dv,7.207407407407407
AATS0pe,6.280285
AATS0se,7.788718416666665
AATS1dv,5.435483870967742
AATS1pe,6.480977419354839
AATS1se,7.809268064516125
AATS2dv,5.138138138138139
AATS2pe,6.4510126126126135
AATS2se,7.88983398198198
AATS3dv,3.8842592592592586
AATS3pe,6.251470138888889
AATS3se,7.751610625
AATS4dv,3.4008438818565394
AATS4pe,6.378164556962027
AATS4se,7.920591493670889
AATS5dv,3.450854700854701
AATS5pe,6.490890384615385
AATS5se,8.044049705128208
AATS6dv,2.3603603603603607
AATS6pe,6.24531081081081
AATS6se,7.779219256756756
AATS7dv,2.3333333333333335
AATS7pe,5.915657499999999
AATS7se,7.501884212500002
AATS8dv,2.1445221445221447
AATS8pe,5.816
AATS8se,7.431051706293708
AATSC0Z,10.032222222222225
AATSC0c,0.02061490501003931
AATSC0d,0.576388888888889
AATSC0i,1.4151275715162794
AATSC0m,46.151632089999985
AATSC0p,0.2780449479975697
AATSC0s,1.8581135450007618
AATSC0v,51.17127269046128
AATSC1Z,2.1860573476702503
AATSC1c,-0.008854360814468361
AATSC1d,0.20318100358422939
AATSC1i,-0.2998309506963925
AATSC1m,9.480346143870968
AATSC1p,-0.03609556758077063
AATSC1s,-0.2412231866515725
AATSC1v,-1.0768433014924839
AATSC2Z,0.8191291291291292
AATSC2c,-0.0011415145705886793
AATSC2d,0.016704204204204254
AATSC2i,0.10611006186172013
AATSC2m,3.7136125676576603
AATSC2p,0.03071155368953113
AATSC2s,0.34032492690735994
AATSC2v,2.0748998903376306
AATSC3Z,-0.023888888888889095
AATSC3c,0.00042703539761106347
AATSC3d,-0.057870370370370336
AATSC3i,-0.04390890615647886
AATSC3m,0.08007042319444767
AATSC3p,-0.008226184630819403
AATSC3s,0.02813821333765175
AATSC3v,0.020229014929456487
AATSC4Z,-0.8368635724331928
AATSC4c,0.000504068397166908
AATSC4d,-0.10961673699015474
AATSC4i,-0.19429139482565727
AATSC4m,-3.8348550336708827
AATSC4p,-0.04317597375301056
AATSC4s,-0.3236414884583625
