DLiP-ID,T001SD
MIC1,47.248488641050685
MIC2,53.849436313133126
MIC3,56.201816168545065
MIC4,56.24470978556634
MIC5,56.24470978556634
MPC2,47
MPC3,58
MPC4,70
MPC5,82
MPC6,81
MPC7,84
MPC8,94
MPC9,100
Mare,1.0341276595744686
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1547816107690613
RPCG,0.10518877928393199
SIC0,0.3478223396861485
SIC1,0.7594705344852297
SIC2,0.9099468939695893
SIC3,0.9846781849653883
SIC4,0.9923390924826944
SIC5,0.9923390924826944
SaaN,7.660955110690271
SaaO,0
SaaS,0
Sare,48.60400000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,11.96919798588867
SsLi,0
SsOH,9.504677788680038
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,90.8044742481003
TIC1,198.27168850937775
TIC2,237.55590102452217
TIC3,257.06567602884905
TIC4,259.06567602884905
TIC5,259.06567602884905
Vabc,382.4263530146253
WPol,49
apol,57.271895
bpol,22.390105
nRot,8
ABCGG,18.569551650010432
ATS0Z,1878.0
ATS0d,177.0
ATS0i,7629.427500860036
ATS0m,7674.748630000003
ATS0p,81.21801357273496
ATS0s,363.92725956409083
ATS0v,12243.060869206936
ATS1Z,1580.0
ATS1d,216.0
ATS1i,7321.081450186547
ATS1m,6176.814884000002
ATS1p,95.16106430600003
ATS1s,194.81893004115227
ATS1v,14436.279226378874
ATS2Z,2362.0
ATS2d,313.0
ATS2i,11840.907156275845
ATS2m,9161.153951000008
ATS2p,140.36816216484905
ATS2s,368.34053497942364
ATS2v,20798.781683645295
ATS3Z,2760.0
ATS3d,344.0
ATS3i,16472.193178232577
ATS3m,10486.809351000004
ATS3p,162.54758409309392
ATS3s,400.62551440329213
ATS3v,23425.203296210537
ATS4Z,2945.0
ATS4d,318.0
ATS4i,18012.89557149389
ATS4m,11296.238638
ATS4p,153.777065467886
ATS4s,464.53924706599605
ATS4v,22113.451638180082
ATS5Z,2181.0
ATS5d,299.0
ATS5i,16465.593118771496
ATS5m,8076.822834999996
ATS5p,141.02873673843303
ATS5s,419.00720164609055
ATS5v,20136.240744343977
ATS6Z,2185.0
ATS6d,285.0
ATS6i,14905.755026520894
ATS6m,8220.393967999998
ATS6p,138.54332402648998
ATS6s,386.1543209876543
ATS6v,19907.420024395105
ATS7Z,2030.0
ATS7d,268.0
ATS7i,15018.5751609618
ATS7m,7465.466134999998
ATS7p,135.02225527333906
ATS7s,328.67592592592587
ATS7v,18686.412557043244
ATS8Z,1711.0
ATS8d,235.0
ATS8i,13523.241311260499
ATS8m,6240.009659999999
ATS8p,112.44857931733901
ATS8s,301.9794238683128
ATS8v,15636.754659705693
C1SP1,0
C1SP2,6
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.1
GGI10,0.18589939802061015
JGI10,0.007149976846946544
JGT10,0.48417415143538506
Kier1,26.602076124567475
Kier2,12.630149388863739
Kier3,7.758620689655173
MAXdO,12.432445446416093
MID_C,41.990267479389566
MID_N,10.136814662667003
MID_O,8.626424244343758
MID_X,3.5372654245616033
MID_h,22.300504331572363
MINdO,10.701026868662812
MPC10,96
MWC01,34.0
MWC02,5.093750200806762
MWC03,5.921578419643816
MWC04,6.78332520060396
MWC05,7.6251071482389
MWC06,8.486940148245216
MWC07,9.33300038471207
MWC08,10.194999780568262
MWC09,11.042809829452025
MWC10,11.90502836170816
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,1
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.051700000000002
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.54907608489522
SRW05,0.0
SRW06,7.046647277848756
SRW07,0.0
SRW08,8.624970783589669
SRW09,0.0
SRW10,10.243133319606999
SaaCH,12.764640115342678
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.443139385865025
SaasN,0
SdCH2,0
SddsN,-0.5948676755823907
SdsCH,0
SdssC,-1.6305763966880975
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.400440269223187
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.578551199375697
VE1_D,5.5726179163809695
VE2_A,0.14307972498049054
VE2_D,0.1741443098869053
VE3_A,2.6845334258742093
VE3_D,2.8810157562690155
VR1_A,397.79735548012565
VR1_D,205.50222893716668
VR2_A,12.431167358753926
VR2_D,6.421944654286459
VR3_A,7.149093528340524
VR3_D,6.488607690092718
WPath,3503
Xc-3d,2.430590327993453
Xc-4d,0.0
Xc-5d,0.5690355937288492
Xc-6d,0.0
Xp-0d,23.250347897697548
Xp-1d,15.240091198415861
Xp-2d,14.06288283333331
Xp-3d,11.01076901289768
Xp-4d,8.80249253716481
Xp-5d,6.542714864546359
Xp-6d,4.3632196894312845
Xp-7d,2.8204042950391948
ZMIC0,103.21442020473712
ZMIC1,49.39555699221713
ZMIC2,34.183577402501975
ZMIC3,29.139107132256466
ZMIC4,28.987848032185077
ZMIC5,28.987848032185077
nAcid,1
nAtom,47
nBase,0
nRing,3
piPC1,3.8501476017100584
piPC2,4.42484663185681
piPC3,4.914491433543353
piPC4,5.403240286474816
piPC5,5.871589480930945
piPC6,5.937536205082426
piPC7,6.138536661470896
piPC8,6.397033816457842
piPC9,6.655762048938863
AATS0Z,39.95744680851064
AATS0d,3.765957446808511
AATS0i,162.3282446991497
AATS0m,163.29252404255325
AATS0p,1.7280428419730842
AATS0s,7.743133182214699
AATS0v,260.4906567916369
AATS1Z,32.244897959183675
AATS1d,4.408163265306122
AATS1i,149.40982551401117
AATS1m,126.05744661224495
AATS1p,1.9420625368571434
AATS1s,3.9758965314520873
AATS1v,294.6179433954872
AATS2Z,30.28205128205128
AATS2d,4.012820512820513
AATS2i,151.80650200353648
AATS2m,117.45069167948728
AATS2p,1.79959182262627
AATS2s,4.722314551018251
AATS2v,266.65104722622175
AATS3Z,26.53846153846154
AATS3d,3.3076923076923075
AATS3i,158.38647286762094
AATS3m,100.83470529807695
AATS3p,1.5629575393566724
AATS3s,3.852168407723963
AATS3v,225.24233938663977
AATS4Z,26.53153153153153
AATS4d,2.864864864864865
AATS4i,162.27833848192694
AATS4m,101.76791565765767
AATS4p,1.385378968179153
AATS4s,4.18503826185582
AATS4v,199.22028502864939
AATS5Z,21.38235294117647
AATS5d,2.9313725490196076
AATS5i,161.42738351736762
AATS5m,79.18453759803919
AATS5p,1.382634673906206
AATS5s,4.107913741628339
AATS5v,197.4141249445488
AATS6Z,23.24468085106383
AATS6d,3.0319148936170213
AATS6i,158.5718619842648
AATS6m,87.45099965957445
AATS6p,1.4738651492179786
AATS6s,4.1080246913580245
AATS6v,211.78106408930964
AATS7Z,21.595744680851062
AATS7d,2.851063829787234
AATS7i,159.77207618044469
AATS7m,79.41985249999998
AATS7p,1.4364069709929688
AATS7s,3.4965524034672963
AATS7v,198.79162294726856
AATS8Z,20.6144578313253
AATS8d,2.8313253012048194
AATS8i,162.93061820795782
AATS8m,75.18083927710842
AATS8p,1.3548021604498677
AATS8s,3.638306311666419
AATS8v,188.39463445428547
AMID_C,1.312195858730924
AMID_N,0.31677545820834385
AMID_O,0.26957575763574243
AMID_X,0.1105395445175501
AMID_h,0.6968907603616363
ATS0dv,519.2098765432099
ATS0pe,327.99719999999985
ATS0se,393.5052899999999
ATS1dv,476.22222222222223
ATS1pe,338.42420000000004
ATS1se,398.6343559999998
ATS2dv,662.8888888888889
ATS2pe,532.9894
ATS2se,632.9470919999998
ATS3dv,640.2222222222222
ATS3pe,700.0196000000001
ATS3se,844.2233040000002
ATS4dv,612.8271604938271
ATS4pe,744.9344000000001
ATS4se,907.7904609999999
ATS5dv,598.2222222222222
ATS5pe,667.4540000000001
ATS5se,816.7691359999999
ATS6dv,521.3333333333334
ATS6pe,620.6046999999999
ATS6se,755.0275040000002
ATS7dv,438.33333333333337
ATS7pe,612.9616
ATS7se,751.9394840000002
ATS8dv,428.22222222222223
ATS8pe,543.5349
ATS8se,665.6944679999999
ATSC0Z,611.2765957446808
ATSC0c,1.4020979297827207
ATSC0d,30.425531914893604
ATSC0i,74.71746927260891
ATSC0m,2848.512185319149
ATSC0p,11.429291085691915
ATSC0s,146.0614949070425
ATSC0v,2064.412555651714
ATSC1Z,-6.607514712539604
ATSC1c,-0.7169706605162421
ATSC1d,3.2584880036215504
ATSC1i,-0.1995397131288379
ATSC1m,-27.3638117582611
ATSC1p,0.9611067290656671
ATSC1s,-10.852113508158176
ATSC1v,96.70878528820586
ATSC2Z,4.732458125848802
ATSC2c,0.139373003697292
ATSC2d,-10.621095518334087
ATSC2i,-14.940447037090486
ATSC2m,12.975314512902486
ATSC2p,-0.8623828310692804
ATSC2s,48.01292855383912
ATSC2v,-341.83561041917847
ATSC3Z,-80.18650973291082
ATSC3c,-0.03749647161516445
ATSC3d,-9.79266636487098
ATSC3i,-14.2834449081538
ATSC3m,-380.85081204662725
ATSC3p,-2.7794065312539593
ATSC3s,-12.434680691679288
ATSC3v,-594.7334250106106
ATSC4Z,277.8999547306473
ATSC4c,-0.3890784976215768
ATSC4d,1.9311905839746493
ATSC4i,-13.300842809286431
ATSC4m,1279.0632358632863
ATSC4p,0.3221605632686044
ATSC4s,-36.28244740016541
ATSC4v,49.01343939439852
ATSC5Z,-27.81303757356269
ATSC5c,0.4943188932974042
ATSC5d,0.7786328655500234
ATSC5i,22.02090603925765
ATSC5m,-118.4742842032608
ATSC5p,0.8762985834343737
ATSC5s,4.98247949786828
ATSC5v,389.09303435025765
ATSC6Z,20.14893617021277
ATSC6c,0.05963698340479263
ATSC6d,-2.8510638297872344
ATSC6i,1.7672738680631328
ATSC6m,105.52330672340352
ATSC6p,1.8109859472774472
ATSC6s,-19.687614919884425
ATSC6v,90.52924245646913
ATSC7Z,-176.38297872340422
ATSC7c,-0.38866179669732887
ATSC7d,1.3404255319148932
ATSC7i,-7.061574100816976
ATSC7m,-809.2083113829794
ATSC7p,-0.36572621047802184
ATSC7s,-42.8242094646963
ATSC7v,-235.05827044026728
ATSC8Z,-132.5310095065641
ATSC8c,-0.03625525840354036
ATSC8d,-0.6238116794929819
ATSC8i,3.4172741591512468
ATSC8m,-619.9751462019024
ATSC8p,-1.3531406058623627
ATSC8s,-17.4718796144329
ATSC8v,-252.9837566922813
AXp-0d,0.7265733718030484
AXp-1d,0.44823797642399593
AXp-2d,0.29921027304964487
AXp-3d,0.18984084504996
AXp-4d,0.12574989338806872
AXp-5d,0.0797892056651995
AXp-6d,0.05386690974606524
AXp-7d,0.03357624160760946
GATS1Z,0.5267664462234598
GATS1c,1.4546416349714544
GATS1d,0.9410732125017844
GATS1i,1.1810436188189315
GATS1m,0.528254371907466
GATS1p,0.7537319055335715
GATS1s,0.6200003377455782
GATS1v,0.7551259034335173
GATS2Z,0.6324091675814614
GATS2c,0.8803301158070758
GATS2d,1.3083647122108668
GATS2i,1.241363583077356
GATS2m,0.6368888930288767
GATS2p,0.9213787449970818
GATS2s,0.4317045968363135
GATS2v,0.9627004777983668
GATS3Z,0.9460812203807333
GATS3c,0.9291076189719054
GATS3d,1.1048413125336207
GATS3i,1.1268917666653646
GATS3m,0.9487783437492077
GATS3p,1.0538968957955155
GATS3s,0.734618486414681
GATS3v,1.087781921776673
GATS4Z,0.7742178656205807
GATS4c,1.0950547968216489
GATS4d,0.8921501921501925
GATS4i,1.0230703716294085
GATS4m,0.7781396125141673
GATS4p,0.970185054948519
GATS4s,1.0932001427374605
GATS4v,1.0144842667722844
GATS5Z,0.9306944984746423
GATS5c,0.7976151306454629
GATS5d,0.9560468942821888
GATS5i,0.8049614659575947
GATS5m,0.9327293260035012
GATS5p,0.9508505005975929
GATS5s,0.8526778811833029
GATS5v,0.9829431622391172
GATS6Z,0.7593282283327534
GATS6c,0.9824710854429585
GATS6d,0.9730769230769235
GATS6i,0.9573638855684881
GATS6m,0.7614062131621919
GATS6p,0.869055258442385
GATS6s,0.9067737940337984
GATS6v,0.9925128851745285
GATS7Z,1.1716150365471634
GATS7c,1.031219624471708
GATS7d,0.8926573426573432
GATS7i,0.9650743467303606
GATS7m,1.1713833289865414
GATS7p,1.0463069581530358
GATS7s,0.954665965409611
GATS7v,1.1328313469060156
GATS8Z,1.101585597524103
GATS8c,0.8697898860856169
GATS8d,0.9107759710169354
GATS8i,0.9346965452774177
GATS8m,1.1052677756021705
GATS8p,1.054498613793772
GATS8s,0.8736953478811181
GATS8v,1.135730935511178
MATS1Z,-0.01036817093701385
MATS1c,-0.49048396500400965
MATS1d,0.10272584558298857
MATS1i,-0.0025615861578988353
MATS1m,-0.009214256346764755
MATS1p,0.08065923564895756
MATS1s,-0.07126566865748296
MATS1v,0.04493359996070153
MATS2Z,0.004665006648995513
MATS2c,0.05989679259246637
MATS2d,-0.2103460641922181
MATS2i,-0.12048824924683628
MATS2m,0.0027447517287267904
MATS2p,-0.04546571898238539
MATS2s,0.19807319666234305
MATS2v,-0.09977553529830155
MATS3Z,-0.05928271171918928
MATS3c,-0.012085832569990266
MATS3d,-0.1454545454545455
MATS3i,-0.08639235823690435
MATS3m,-0.060422866265351906
MATS3p,-0.10989990037062251
MATS3s,-0.03847365222652345
MATS3v,-0.13019382130959095
MATS4Z,0.19249771874206265
MATS4c,-0.11749888930290371
MATS4d,0.026875826875826892
MATS4i,-0.07537579165291015
MATS4m,0.19012919688233484
MATS4p,0.011935152195220582
MATS4s,-0.10518061654877389
MATS4v,0.010052951017623055
MATS5Z,-0.0209656504439576
MATS5c,0.16245255568195993
MATS5d,0.01179212943918828
MATS5i,0.1358034228901894
MATS5m,-0.019164773814931667
MATS5p,0.03532893145856758
MATS5s,0.015718368468963708
MATS5v,0.08684696589236383
MATS6Z,0.016481030281935264
MATS6c,0.021267053512458434
MATS6d,-0.04685314685314688
MATS6i,0.011826376651055868
MATS6m,0.01852253033482822
MATS6p,0.07922564635459244
MATS6s,-0.0673949521481146
MATS6v,0.02192615090637491
MATS7Z,-0.14427427775844065
MATS7c,-0.13860008935237453
MATS7d,0.02202797202797203
MATS7i,-0.04725517452319359
MATS7m,-0.14204052128573136
MATS7p,-0.0159995142190344
MATS7s,-0.14659650543748987
MATS7v,-0.05693103100849476
MATS8Z,-0.12277204886374601
MATS8c,-0.01464240524705288
MATS8d,-0.011610076670317613
MATS8i,0.02589866836270193
MATS8m,-0.12324688843575599
MATS8p,-0.06704144998567584
MATS8s,-0.06773664043823695
MATS8v,-0.06939303959915881
MAXaaN,3.863914043703282
MAXsCl,5.984598992944335
MAXsOH,9.504677788680038
MINaaN,3.797041066986988
MINsCl,5.984598992944335
MINsOH,9.504677788680038
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.89841264690946
SpAD_D,453.11905420716795
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.10142687070491929
SssNH2,0
SsssAs,0
SsssCH,-1.0288618208991582
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,778
TMWC10,142.38653947397916
TSRW10,67.6979339705379
VE1_Dt,5.572674209699448
VE2_Dt,0.17414606905310775
VE3_Dt,2.8810258579905033
VR1_Dt,206.110049587474
VR2_Dt,6.440939049608563
VR3_Dt,6.4915610572482825
Xc-3dv,0.9832679287391479
Xc-4dv,0.0
Xc-5dv,0.12608198022483208
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.23470804841064383
Xch-7d,0.40025569128297933
Xp-0dv,17.692746442038864
Xp-1dv,9.84428651756961
Xp-2dv,7.3886977128711315
Xp-3dv,4.915906075466547
Xp-4dv,3.292097647995553
Xp-5dv,1.93294882312185
Xp-6dv,1.0842170550024866
Xp-7dv,0.5844499326292787
Xpc-4d,5.112155124229695
Xpc-5d,7.295679672887996
Xpc-6d,10.099528165252552
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,49
nFRing,0
nHBAcc,7
nHBDon,3
nHRing,2
nSpiro,0
naRing,3
piPC10,6.85935253975397
AATS0dv,11.04701864985553
AATS0pe,6.978663829787231
AATS0se,8.372452978723402
AATS1dv,9.718820861678005
AATS1pe,6.906616326530613
AATS1se,8.13539502040816
AATS2dv,8.4985754985755
AATS2pe,6.8331974358974366
AATS2se,8.114706307692305
AATS3dv,6.155982905982905
AATS3pe,6.730957692307693
AATS3se,8.117531769230771
AATS4dv,5.520965409854298
AATS4pe,6.7111207207207215
AATS4se,8.17829244144144
AATS5dv,5.864923747276688
AATS5pe,6.543666666666668
AATS5se,8.007540549019607
AATS6dv,5.546099290780142
AATS6pe,6.602177659574466
AATS6se,8.032207489361705
AATS7dv,4.663120567375887
AATS7pe,6.5208680851063825
AATS7se,7.99935621276596
AATS8dv,5.159303882195449
AATS8pe,6.548613253012048
AATS8se,8.020415277108432
AATSC0Z,13.005885015844273
AATSC0c,0.029831870846440865
AATSC0d,0.6473517428700767
AATSC0i,1.589733388778913
AATSC0m,60.606642240832954
AATSC0p,0.24317640607855137
AATSC0s,3.107691381000904
AATSC0v,43.92367139684497
AATSC1Z,-0.13484723903142048
AATSC1c,-0.01463205429624984
AATSC1d,0.06649975517595001
AATSC1i,-0.004072239043445672
AATSC1m,-0.5584451379236959
AATSC1p,0.01961442304215647
AATSC1s,-0.22147170424812604
AATSC1v,1.97364867935114
AATSC2Z,0.06067254007498464
AATSC2c,0.0017868333807345128
AATSC2d,-0.13616789126069342
AATSC2i,-0.19154419278321136
AATSC2m,0.16635018606285237
AATSC2p,-0.011056190141913851
AATSC2s,0.6155503660748605
AATSC2v,-4.382507825886903
AATSC3Z,-0.7710241320472194
AATSC3c,-0.00036054299629965816
AATSC3d,-0.09416025350837481
AATSC3i,-0.13734081642455578
AATSC3m,-3.6620270389098772
AATSC3p,-0.02672506280051884
AATSC3s,-0.11956423741999316
AATSC3v,-5.718590625102025
AATSC4Z,2.5036031957715976
AATSC4c,-0.0035052116902844757
