DLiP-ID,T004V3
ATSC7s,-45.04587978982442
ATSC7v,-959.5325116464809
ATSC8Z,-400.57093425605524
ATSC8c,-0.27150527684552817
ATSC8d,-25.05497885428682
ATSC8i,-17.264579007714953
ATSC8m,-1882.1996931680126
ATSC8p,-4.370727211983978
ATSC8s,-76.42559485667903
ATSC8v,-1674.424061810635
AXp-0d,0.7397898894725429
AXp-1d,0.46343907751025126
AXp-2d,0.28587881461574854
AXp-3d,0.17242024802384678
AXp-4d,0.1112118574285522
AXp-5d,0.06535227016961818
AXp-6d,0.043571271717123855
AXp-7d,0.027822230973425458
GATS1Z,0.8019052440231025
GATS1c,1.5871384381022289
GATS1d,0.7091037176191419
GATS1i,1.2592713337482084
GATS1m,0.8097226426101949
GATS1p,1.2267291832231066
GATS1s,0.6170710538528777
GATS1v,1.0549475560164427
GATS2Z,0.7753613422174597
GATS2c,0.8827942161404333
GATS2d,0.9724850984491089
GATS2i,1.009509483974496
GATS2m,0.7805516058952473
GATS2p,1.0281093593467978
GATS2s,0.4895646916027671
GATS2v,0.9433308452835915
GATS3Z,0.8142980185049565
GATS3c,1.3605598700786805
GATS3d,1.1372828206719265
GATS3i,0.9557096153422754
GATS3m,0.8100459095183431
GATS3p,0.8811689382207496
GATS3s,0.8575042655937688
GATS3v,0.8009084600133151
GATS4Z,0.9287941004145831
GATS4c,1.0231656314656308
GATS4d,1.4017984235908987
GATS4i,1.0538165505514872
GATS4m,0.9278639576447028
GATS4p,1.009091904786252
GATS4s,1.1778438591431226
GATS4v,0.9569724741060079
GATS5Z,1.0031903719814046
GATS5c,1.5693285042458618
GATS5d,1.3862177938419316
GATS5i,1.3214258539903205
GATS5m,1.0005176686967134
GATS5p,1.170798805224088
GATS5s,1.4047492951578646
GATS5v,1.048623500594723
GATS6Z,0.9243506331638252
GATS6c,0.7916386113043075
GATS6d,1.2803261568123394
GATS6i,1.0299558496175198
GATS6m,0.9284112286042228
GATS6p,1.023063253636168
GATS6s,0.8658894416966909
GATS6v,1.0047462417241775
GATS7Z,1.1144277340393713
GATS7c,1.1311671600791076
GATS7d,1.3773040529453593
GATS7i,1.127801772494035
GATS7m,1.114536579480582
GATS7p,1.1230779002114177
GATS7s,1.1849952985286871
GATS7v,1.111496869225437
GATS8Z,1.4166061279432507
GATS8c,1.251475476945706
GATS8d,1.1705839147998534
GATS8i,1.0517874201342179
GATS8m,1.4086791326385197
GATS8p,1.0774046751698885
GATS8s,1.5199127821472378
GATS8v,1.1880599000953442
MATS1Z,0.028492372120849527
MATS1c,-0.5388831019236906
MATS1d,0.5486825192802056
MATS1i,-0.03340676153068829
MATS1m,0.0281105844458795
MATS1p,-0.05917294704734476
MATS1s,-0.03429033472124056
MATS1v,-0.0020071508970753984
MATS2Z,0.14429363636662465
MATS2c,0.15263672736625636
MATS2d,0.29628661826605274
MATS2i,0.04978010553353502
MATS2m,0.1419630373570897
MATS2p,0.05580528347756788
MATS2s,0.12354947374240874
MATS2v,0.08218475522882787
MATS3Z,0.14363389274552077
MATS3c,-0.20759894520308986
MATS3d,0.13417471855331972
MATS3i,0.06824322213729285
MATS3m,0.14839539433735205
MATS3p,0.1558498008051622
MATS3s,-0.062101926923633935
MATS3v,0.19938379314222596
MATS4Z,0.038106021463376036
MATS4c,0.23779931425641349
MATS4d,-0.059508381312541124
MATS4i,0.03326527395180681
MATS4m,0.0365550353277934
MATS4p,0.02225316561591298
MATS4s,0.09081606350670665
MATS4v,0.009252248754932437
MATS5Z,-0.03714753530550878
MATS5c,-0.4136041826524021
MATS5d,-0.19389895046098535
MATS5i,-0.2505878567718272
MATS5m,-0.03655235685135637
MATS5p,-0.1480234122804866
MATS5s,-0.12670311803983922
MATS5v,-0.082129612013861
MATS6Z,0.08141078372719113
MATS6c,0.41028294281914807
MATS6d,-0.23954316623821775
MATS6i,0.011556870705008507
MATS6m,0.07335841676087813
MATS6p,-0.06517683993505077
MATS6s,0.3606898801529267
MATS6v,-0.0685058061435016
MATS7Z,-0.1416201526212282
MATS7c,-0.06607178541580064
MATS7d,-0.361674779850134
MATS7i,-0.12347367157163745
MATS7m,-0.14165339299648866
MATS7p,-0.14693294857537367
MATS7s,-0.15943408165274067
MATS7v,-0.13899784963328415
MATS8Z,-0.39055348511871957
MATS8c,-0.07561292542242591
MATS8d,-0.3149003614434545
MATS8i,-0.09226991922590967
MATS8m,-0.3875471276647564
MATS8p,-0.1464848481639416
MATS8s,-0.28676912450824543
MATS8v,-0.2571469130095605
MAXssO,5.604685610355253
MAXtsC,1.9686400069286973
MINssO,5.046421563995969
MINtsC,1.9686400069286973
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.369215778260326
SpAD_D,259.96801622186285
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.9818775527122392
SssNH2,0
SsssAs,0
SsssCH,-2.1702881708238864
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,878
TMWC10,131.1989539599435
TSRW10,61.968234134535976
VE1_Dt,5.1700212059071
VE2_Dt,0.19148226688544814
VE3_Dt,2.636128563245052
VR1_Dt,151.7423911091396
VR2_Dt,5.620088559597763
VR3_Dt,6.015436060731602
Xc-3dv,0.6476502331433543
Xc-4dv,0.0
Xc-5dv,0.12829214784886112
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.11340230290662862
Xch-7d,0.2973979860913592
Xp-0dv,15.78098378770322
Xp-1dv,9.015318550504094
Xp-2dv,6.059126128669401
Xp-3dv,4.252605461505078
Xp-4dv,3.1382891742385275
Xp-5dv,2.1209617609838403
Xp-6dv,1.3255371821494328
Xp-7dv,0.8222767750009616
Xpc-4d,4.0262450402849295
Xpc-5d,7.400360472875819
Xpc-6d,12.380216372986483
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,52
nFRing,1
nHBAcc,7
nHBDon,1
nHRing,1
nSpiro,0
naRing,1
piPC10,6.731316385346338
AATS0dv,7.96078431372549
AATS0pe,6.350219607843137
AATS0se,7.8277511372549
AATS1dv,7.3076923076923075
AATS1pe,6.52925
AATS1se,7.820911692307693
AATS2dv,6.010989010989011
AATS2pe,6.362843956043956
AATS2se,7.783004219780221
AATS3dv,5.422413793103448
AATS3pe,6.32734051724138
AATS3se,7.789881448275862
AATS4dv,6.371900826446281
AATS4pe,6.608579338842973
AATS4se,8.023636760330579
AATS5dv,5.7518796992481205
AATS5pe,6.533214285714287
AATS5se,7.962079428571427
AATS6dv,5.291666666666667
AATS6pe,6.5375604166666665
AATS6se,8.007805444444443
AATS7dv,2.3404255319148937
AATS7pe,6.232120567375886
AATS7se,7.742963773049646
AATS8dv,1.1729323308270676
AATS8pe,6.312409774436091
AATS8se,7.872973714285713
AATSC0Z,7.7116493656286025
AATSC0c,0.026997937820608116
AATSC0d,0.598231449442522
AATSC0i,1.4068383911970586
AATSC0m,36.516532782775855
AATSC0p,0.2243413638224344
AATSC0s,2.003801956512452
AATSC0v,48.95899566802067
AATSC1Z,0.21972318339100336
AATSC1c,-0.014548732478312223
AATSC1d,0.32823913879277195
AATSC1i,-0.046997914646937304
AATSC1m,1.0265010784609478
AATSC1p,-0.013274939641994015
AATSC1s,-0.0687110398038887
AATSC1v,-0.09826809207497823
AATSC2Z,1.1127419293509253
AATSC2c,0.004120876874575302
AATSC2d,0.17724797309572396
AATSC2i,0.07003256358241819
AATSC2m,5.1839979075926
AATSC2p,0.012519433403855142
AATSC2s,0.24756867721112244
AATSC2v,4.023683075225523
AATSC3Z,1.107654217873762
AATSC3c,-0.0056047434142168515
AATSC3d,0.08026753635869492
AATSC3i,0.09600718484173257
AATSC3m,5.418885282132866
AATSC3p,0.03496355686408482
AATSC3s,-0.12443996267277099
AATSC3v,9.76163026472377
AATSC4Z,0.2938602762446737
AATSC4c,0.0064200911000779
AATSC4d,-0.03559978520657977
AATSC4i,0.046798864489089306
AATSC4m,1.3348631459228972
AATSC4p,0.004992305523640421
AATSC4s,0.18197740573749788
AATSC4v,0.4529808067121869
AATSC5Z,-0.2864687670733929
