DLiP-ID,T001EY
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.043425116919247
SRW05,0.0
SRW06,6.511745329644728
SRW07,0.0
SRW08,8.056743774975313
SRW09,0.0
SRW10,9.637110246578176
SaaCH,14.209979661562697
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.429697254922274
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.23169242066788964
SdssS,0
SsCH3,1.6291822900724415
SsNH2,5.481092916369098
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.6982585173987292
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.088327390292535
VE1_D,4.404532178288234
VE2_A,0.20441636951462674
VE2_D,0.22022660891441168
VE3_A,2.101283115942659
VE3_D,2.1757812318764818
VR1_A,114.87548724848419
VR1_D,100.9344801623288
VR2_A,5.74377436242421
VR2_D,5.04672400811644
VR3_A,5.436996002780527
VR3_D,5.307618775632939
WPath,936
Xc-3d,1.379652811254895
Xc-4d,0.0
Xc-5d,0.35355339059327373
Xc-6d,0.0
Xp-0d,14.535169427003234
Xp-1d,9.558550648063802
Xp-2d,8.601277276742897
Xp-3d,6.734717561099549
Xp-4d,4.672208100462673
Xp-5d,3.9257584988800223
Xp-6d,2.2380016134568614
Xp-7d,1.5314089691760882
ZMIC0,64.57779588313336
ZMIC1,43.71267969199772
ZMIC2,27.793236044580045
ZMIC3,23.28393577921383
ZMIC4,22.92630343442012
ZMIC5,22.92630343442012
nAcid,0
nAtom,35
nBase,1
nRing,2
piPC1,3.367295829986474
piPC2,3.912023005428146
piPC3,4.3694478524670215
piPC4,4.8182634014487995
piPC5,5.350079301106626
piPC6,5.310122411997799
piPC7,5.6236790012475755
piPC8,6.020795774912739
piPC9,6.235635465614267
AATS0Z,30.571428571428573
AATS0d,3.2285714285714286
AATS0i,161.06349276444672
AATS0m,124.00666785714287
AATS0p,1.6274714735067146
AATS0s,4.342214819169551
AATS0v,235.4968728996878
AATS1Z,26.916666666666668
AATS1d,3.7777777777777777
AATS1i,147.2927588071583
AATS1m,103.17600183333332
AATS1p,1.8826991283333332
AATS1s,3.35396662094193
AATS1v,275.00528064226825
AATS2Z,24.32758620689655
AATS2d,3.4310344827586206
AATS2i,150.72868887213437
AATS2m,92.45707844827585
AATS2p,1.6591229598171722
AATS2s,3.2728111253015473
AATS2v,236.2865388418444
AATS3Z,21.226666666666667
AATS3d,2.8266666666666667
AATS3i,160.74174516881374
AATS3m,78.64264072000002
AATS3p,1.3713475143798666
AATS3s,3.4962139917695474
AATS3v,191.50855797582784
AATS4Z,17.5
AATS4d,2.6142857142857143
AATS4i,164.1219268459781
AATS4m,62.58196410000001
AATS4p,1.298091268386243
AATS4s,3.1065549676660793
AATS4v,176.0205109696555
AATS5Z,20.051724137931036
AATS5d,2.8793103448275863
AATS5i,154.75256097823845
AATS5m,74.50129296551724
AATS5p,1.5233033890774137
AATS5s,3.066677309493401
AATS5v,206.20565606396352
AATS6Z,18.066666666666666
AATS6d,2.533333333333333
AATS6i,154.57370322643544
AATS6m,64.24996186666667
AATS6p,1.4737595211232666
AATS6s,2.920679012345679
AATS6v,191.71055729183308
AATS7Z,12.852459016393443
AATS7d,2.180327868852459
AATS7i,163.07119793170594
AATS7m,44.083717
AATS7p,1.1526300776603609
AATS7s,2.454294002563584
AATS7v,140.44097312241158
AATS8Z,14.829268292682928
AATS8d,2.4634146341463414
AATS8i,167.30928353893006
AATS8m,54.20492621951219
AATS8p,1.06455128764839
AATS8s,2.5129479072568506
AATS8v,138.5140756442367
AMID_C,1.536669258270959
AMID_N,0.18473556618922243
AMID_O,0.19014620611206307
AMID_X,0.08860077073273762
AMID_h,0.46348254303402314
ATS0dv,259.60493827160496
ATS0pe,222.2735
ATS0se,273.067029
ATS1dv,264.1111111111111
ATS1pe,236.049
ATS1se,281.77152599999994
ATS2dv,344.44444444444446
ATS2pe,373.02909999999997
ATS2se,450.9798600000001
ATS3dv,324.33333333333337
ATS3pe,486.28610000000003
ATS3se,596.4762460000001
ATS4dv,247.44444444444446
ATS4pe,445.05050000000006
ATS4se,552.613864
ATS5dv,228.66666666666669
ATS5pe,358.6351
ATS5se,442.66578
ATS6dv,186.66666666666666
ATS6pe,371.6975
ATS6se,458.91636399999993
ATS7dv,159.11111111111111
ATS7pe,356.80459999999994
ATS7se,452.16373
ATS8dv,127.11111111111111
ATS8pe,243.74800000000005
ATS8se,308.315962
ATSC0Z,409.88571428571436
ATSC0c,0.7163340603698928
ATSC0d,20.17142857142857
ATSC0i,51.526768699759955
ATSC0m,1924.9814318857148
ATSC0p,8.848796474134284
ATSC0s,45.62019509221156
ATSC0v,1785.4016866457705
ATSC1Z,-2.3110204081632406
ATSC1c,-0.43842324407032535
ATSC1d,5.109387755102041
ATSC1i,3.636577403474904
ATSC1m,-7.823167425305986
ATSC1p,0.3967614916743085
ATSC1s,-7.24969669257735
ATSC1v,92.69083010587553
ATSC2Z,42.50367346938778
ATSC2c,0.062477256274783614
ATSC2d,-5.455510204081632
ATSC2i,-18.160550588544087
ATSC2m,194.33570876081646
ATSC2p,-1.589446400665385
ATSC2s,4.022697759487883
ATSC2v,-189.64179375237336
ATSC3Z,1.2734693877551315
ATSC3c,0.2154958016395698
ATSC3d,0.5183673469387755
ATSC3i,4.406614688925019
ATSC3m,0.19816307346956563
ATSC3p,-0.6718691997836123
ATSC3s,2.2302850175278155
ATSC3v,-162.00464069554056
ATSC4Z,-103.91428571428573
ATSC4c,-0.36611197361796455
ATSC4d,0.5999999999999998
ATSC4i,26.426558213697035
ATSC4m,-465.76579128571444
ATSC4p,3.4184556992792836
ATSC4s,-21.40394756896815
ATSC4v,348.9586994907079
ATSC5Z,24.675102040816327
ATSC5c,0.34417145391848086
ATSC5d,-4.884081632653062
ATSC5i,4.634783889019939
ATSC5m,121.3451795322449
ATSC5p,1.3764418773766132
ATSC5s,2.2141396128638906
ATSC5v,215.20185948709465
ATSC6Z,-168.60408163265302
ATSC6c,-0.32479775107984526
ATSC6d,-1.5510204081632653
ATSC6i,-20.910713445734036
ATSC6m,-800.5642976897959
ATSC6p,-3.9113237477973457
ATSC6s,-12.95060204237159
ATSC6v,-961.0180309808683
ATSC7Z,19.28489795918364
ATSC7c,0.0590819886930825
ATSC7d,3.2726530612244895
ATSC7i,-12.051047201257948
ATSC7m,83.41954374204056
ATSC7p,-1.3047389079351852
ATSC7s,11.357024843773818
ATSC7v,-125.64355355369511
ATSC8Z,160.9338775510204
ATSC8c,0.27092763058297964
ATSC8d,1.2848979591836736
ATSC8i,2.595064262964058
ATSC8m,755.8520339624489
ATSC8p,1.5477009050149784
ATSC8s,10.569721079103799
ATSC8v,532.3127911625454
AXp-0d,0.7267584713501617
AXp-1d,0.45516907847922866
AXp-2d,0.30718847416938916
AXp-3d,0.20408235033634997
AXp-4d,0.1262758946070993
AXp-5d,0.08534257606260919
AXp-6d,0.055950040336421536
AXp-7d,0.03561416207386252
GATS1Z,0.6267329646668834
GATS1c,1.630501585981322
GATS1d,0.913007554296506
GATS1i,1.0995187059687996
GATS1m,0.6301505271205219
GATS1p,0.8610645603936988
GATS1s,0.7903429364745002
GATS1v,0.8421910787354392
GATS2Z,0.6643146954335463
GATS2c,0.9847902522651648
GATS2d,1.3658786753931815
GATS2i,1.2833032259419466
GATS2m,0.6696232171531089
GATS2p,1.038386468520786
GATS2s,0.64161562535235
GATS2v,0.9903727006367474
GATS3Z,0.9500534411450344
GATS3c,1.2438575904991274
GATS3d,0.9888574126534466
GATS3i,0.9695046541206574
GATS3m,0.9490562267694279
GATS3p,0.9651261214030327
GATS3s,1.1096736059766867
GATS3v,0.9530391591392767
GATS4Z,1.1411543287327477
GATS4c,1.5429916158237686
GATS4d,0.9390934844192634
GATS4i,0.7081234711902185
GATS4m,1.1323365352934602
GATS4p,0.7557966754010536
GATS4s,1.6327819647845325
GATS4v,0.8359735470930975
GATS5Z,0.8623934582269717
GATS5c,0.4821158255540811
GATS5d,1.2205724333300771
GATS5i,0.9095352467488447
GATS5m,0.8627848356799919
GATS5p,0.9026702255507664
GATS5s,0.9758878860379273
GATS5v,0.92166065668232
GATS6Z,1.2159080347599793
GATS6c,0.9079842759003796
GATS6d,0.8146836638338055
GATS6i,1.215904642481376
GATS6m,1.2187455869994863
GATS6p,1.255502957283368
GATS6s,1.0286349551635998
GATS6v,1.2933610218564848
GATS7Z,0.9430457567426116
GATS7c,0.5697552904636879
GATS7d,0.7046161705289556
GATS7i,1.0318594048734948
GATS7m,0.9492115409084156
GATS7p,1.0744858850056032
GATS7s,0.41138466082351843
GATS7v,1.0865957446529906
GATS8Z,0.5270356655887762
GATS8c,0.7206279448178998
GATS8d,0.9866648241553236
GATS8i,0.8674000060052379
GATS8m,0.5322680437854744
GATS8p,0.782585102136997
GATS8s,0.4559482830912408
GATS8v,0.7609923419722746
MATS1Z,-0.005481589912790188
MATS1c,-0.5950363722811501
MATS1d,0.2462621970412339
MATS1i,0.06861601171016107
MATS1m,-0.003951132770977836
MATS1p,0.04359240719970776
MATS1s,-0.15449991422982667
MATS1v,0.050473843224858615
MATS2Z,0.06257541450939108
MATS2c,0.05263157884764374
MATS2d,-0.1632069942365927
MATS2i,-0.2126846533928658
MATS2m,0.06092087250694593
MATS2p,-0.10839312361408285
MATS2s,0.05321086467014256
MATS2v,-0.06409706808682143
MATS3Z,0.0014498815000697392
MATS3c,0.1403880019049642
MATS3d,0.011992445703493863
MATS3i,0.03990974478037837
MATS3m,4.8039996345250057e-05
MATS3p,-0.035432949646374806
MATS3s,0.022814450327153533
MATS3v,-0.04234462542709508
MATS4Z,-0.126760072494075
MATS4c,-0.2555455574937451
MATS4d,0.014872521246458917
MATS4i,0.2564352362912692
MATS4m,-0.12097929454557116
MATS4p,0.1931593584094568
MATS4s,-0.23458851420631371
MATS4v,0.0977255432491205
MATS5Z,0.03632755976674983
MATS5c,0.28993409912800217
MATS5d,-0.1461121422291687
MATS5i,0.05427959907828272
MATS5m,0.03803960815412882
MATS5p,0.09386716941170566
MATS5s,0.029287878519588587
MATS5v,0.0727361198553431
MATS6Z,-0.23995074120544624
MATS6c,-0.26449301419332527
MATS6d,-0.04485363550519358
MATS6i,-0.23672969379768255
MATS6m,-0.24259758176554344
MATS6p,-0.257843597851726
MATS6s,-0.1655959130113371
MATS6v,-0.3139875220229531
MATS7Z,0.026995586820339427
MATS7c,0.047323593257091595
MATS7d,0.0930896763107788
MATS7i,-0.13419307000794928
MATS7m,0.024864485363886548
MATS7p,-0.08460141297962047
MATS7s,0.14283862041498915
MATS7v,-0.04037778392035216
MATS8Z,0.3351728874879714
MATS8c,0.322865681585183
MATS8d,0.05437711600912043
MATS8i,0.04299316291256585
MATS8m,0.3351926052374327
MATS8p,0.14930935449910349
MATS8s,0.19778373613408046
MATS8v,0.25451603507958775
MAXsCl,6.013195342994525
MAXssO,5.647214348702444
MINsCl,6.013195342994525
MINssO,5.647214348702444
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.127903639290672
SpAD_D,193.87000935471923
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,-0.5471741649036928
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,405
TMWC10,112.05082231479021
TSRW10,53.01022458381102
VE1_Dt,4.420535803828128
VE2_Dt,0.2210267901914064
VE3_Dt,2.1794080918882375
VR1_Dt,100.00456989313518
VR2_Dt,5.000228494656759
VR3_Dt,5.298363064435224
Xc-3dv,0.5995559296187294
Xc-4dv,0.0
Xc-5dv,0.07259652836251157
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.2601100286299702
Xp-0dv,11.723892691851669
Xp-1dv,6.527395356562952
Xp-2dv,4.741987412624767
Xp-3dv,2.9121261220492447
Xp-4dv,1.6911848213924556
Xp-5dv,1.1539638631436555
Xp-6dv,0.5118423187541489
Xp-7dv,0.26515940837576496
Xpc-4d,2.9881693795200963
Xpc-5d,3.1126276868059555
Xpc-6d,4.582879121975987
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,36
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,6.42749927327205
AATS0dv,7.417283950617285
AATS0pe,6.350671428571429
AATS0se,7.801915114285714
AATS1dv,7.336419753086419
AATS1pe,6.556916666666667
AATS1se,7.826986833333332
AATS2dv,5.938697318007663
AATS2pe,6.431536206896551
AATS2se,7.775514827586209
AATS3dv,4.3244444444444445
AATS3pe,6.483814666666667
AATS3se,7.953016613333334
AATS4dv,3.5349206349206352
AATS4pe,6.357864285714286
AATS4se,7.894483771428572
AATS5dv,3.9425287356321843
AATS5pe,6.183363793103449
AATS5se,7.632168620689655
AATS6dv,3.111111111111111
AATS6pe,6.194958333333333
AATS6se,7.648606066666665
AATS7dv,2.6083788706739526
AATS7pe,5.849255737704917
AATS7se,7.412520163934426
AATS8dv,3.100271002710027
AATS8pe,5.945073170731709
AATS8se,7.519901512195123
AATSC0Z,11.711020408163268
AATSC0c,0.020466687439139795
AATSC0d,0.5763265306122449
AATSC0i,1.472193391421713
AATSC0m,54.999469482448994
AATSC0p,0.25282275640383667
AATSC0s,1.3034341454917588
AATSC0v,51.011476761307726
AATSC1Z,-0.0641950113378678
AATSC1c,-0.012178423446397926
AATSC1d,0.14192743764172336
AATSC1i,0.101016038985414
AATSC1m,-0.21731020625849962
AATSC1p,0.01102115254650857
AATSC1s,-0.20138046368270418
AATSC1v,2.5747452807187647
AATSC2Z,0.7328219563687548
AATSC2c,0.0010771940737031658
AATSC2d,-0.09406052076002813
AATSC2i,-0.3131129411817946
AATSC2m,3.350615668289939
AATSC2p,-0.027404248287334225
AATSC2s,0.06935685792220489
AATSC2v,-3.269686099178851
AATSC3Z,0.016979591836735086
AATSC3c,0.002873277355194264
AATSC3d,0.00691156462585034
AATSC3i,0.05875486251900025
AATSC3m,0.0026421743129275417
AATSC3p,-0.00895825599711483
AATSC3s,0.02973713356703754
AATSC3v,-2.1600618759405408
AATSC4Z,-1.4844897959183676
AATSC4c,-0.005230171051685208
AATSC4d,0.008571428571428568
AATSC4i,0.3775222601956719
AATSC4m,-6.653797018367349
AATSC4p,0.04883508141827548
AATSC4s,-0.30577067955668785
AATSC4v,4.985124278438684
AATSC5Z,0.4254327938071781
AATSC5c,0.005933990584801394
