DLiP-ID,I000CT
JGI8,0.010920157536698887
JGI9,0.00965073529411765
MIC0,14.978503638407826
MIC1,35.299769038427286
MIC2,41.93877727558505
MIC3,43.06969325032668
MIC4,43.546994837628276
MIC5,43.57899483762828
MPC2,52
MPC3,71
MPC4,90
MPC5,114
MPC6,120
MPC7,138
MPC8,150
MPC9,159
Mare,0.9882539682539685
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.1462429562966729
RPCG,0.07991924382163645
SIC0,0.2655057584789764
SIC1,0.6157321378216234
SIC2,0.8352515472044783
SIC3,0.9070035400269899
SIC4,0.9282480071774883
SIC5,0.933559123965113
SaaN,8.729735553353342
SaaO,0
SaaS,0
Sare,62.26000000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,11.243433461024377
SssS,0
StCH,0
StsC,0
TIC0,99.98114110299022
TIC1,231.86541077625702
TIC2,314.52953516318695
TIC3,341.54908517184083
TIC4,349.5490851718409
TIC5,351.54908517184094
Vabc,422.6103750703507
WPol,59
apol,69.794997
bpol,40.571003000000026
nRot,6
ABCGG,19.76007134524668
ATS0Z,1430.0
ATS0d,207.0
ATS0i,10330.476268213222
ATS0m,5640.921130000003
ATS0p,91.23909024062097
ATS0s,264.2777777777778
ATS0v,13571.48510619607
ATS1Z,1651.0
ATS1d,260.0
ATS1i,9778.125117327507
ATS1m,6265.976677000004
ATS1p,114.98185298000006
ATS1s,209.24999999999997
ATS1v,17014.91415255198
ATS2Z,2422.0
ATS2d,415.0
ATS2i,18297.75608148674
ATS2m,9044.798752000002
ATS2p,168.90267103673506
ATS2s,346.58333333333337
ATS2v,24665.150771039516
ATS3Z,2882.0
ATS3d,487.0
ATS3i,23327.30527639488
ATS3m,10622.150943000002
ATS3p,204.48471587413093
ATS3s,476.55555555555543
ATS3v,29339.39608404319
ATS4Z,2834.0
ATS4d,488.0
ATS4i,25793.06323737554
ATS4m,10132.305751
ATS4p,217.23035405473496
ATS4s,502.69444444444434
ATS4v,30427.622964244187
ATS5Z,2783.0
ATS5d,480.0
ATS5i,29003.676480828282
ATS5m,9746.578946999998
ATS5p,224.48031387122504
ATS5s,532.3611111111111
ATS5v,30467.09806245914
ATS6Z,2510.0
ATS6d,463.0
ATS6i,30994.71822292806
ATS6m,8643.6308
ATS6p,216.8976591053561
ATS6s,512.9722222222222
ATS6v,28265.74902096152
ATS7Z,2182.0
ATS7d,422.0
ATS7i,27998.1124057676
ATS7m,7566.1725119999965
ATS7p,193.57962707560105
ATS7s,422.5277777777778
ATS7v,25175.040857913395
ATS8Z,2089.0
ATS8d,367.0
ATS8i,24258.282194949767
ATS8m,7297.624262000003
ATS8p,169.83455097486603
ATS8s,416.55555555555543
ATS8v,22810.769535950756
C1SP1,0
C1SP2,5
C1SP3,5
C2SP1,0
C2SP2,9
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.36
GGI10,0.2105907560453015
JGI10,0.007261750208458673
JGT10,0.4456229345219628
Kier1,27.04601899196494
Kier2,12.497041420118343
Kier3,6.297163261257687
MAXdO,13.230970350363387
MID_C,51.42811330199512
MID_N,10.433881161377622
MID_O,7.453151359176739
MID_X,0.0
MID_h,17.887032520554364
MINdO,11.828119523938234
MPC10,160
MWC01,37.0
MWC02,5.187385805840755
MWC03,6.052089168924417
MWC04,6.934397209928558
MWC05,7.813995675002791
MWC06,8.700014623251842
MWC07,9.583901931071338
MWC08,10.47132657962855
MWC09,11.357171834436997
MWC10,12.245384700665495
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,2.5026
SRW02,4.31748811353631
SRW03,0.0
SRW04,5.645446897643238
SRW05,0.0
SRW06,7.183111701743281
SRW07,0.0
SRW08,8.812099108957337
SRW09,0.0
SRW10,10.48668034842802
SaaCH,14.908508620501594
SaaNH,0
SaaSe,0
SaaaC,2.2492120689142348
SaasC,1.7928042495024306
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.44739373123069015
SdssS,0
SsCH3,6.7418727433962005
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.516969808884675
SssPH,0
SssSe,0
SsssB,0
SsssN,4.067314666644226
SsssP,0
VE1_A,4.772152529941839
VE1_D,5.7432526156879335
VE2_A,0.14035742735123055
VE2_D,0.16891919457905688
VE3_A,2.786572898872076
VE3_D,2.971801139249048
VR1_A,491.121368171801
VR1_D,230.4560851708788
VR2_A,14.44474612270003
VR2_D,6.778120152084671
VR3_A,7.420466714557238
VR3_D,6.663835756041569
WPath,3839
Xc-3d,2.141138494713619
Xc-4d,0.0
Xc-5d,0.7036980110593316
Xc-6d,0.0
Xp-0d,24.241911729260266
Xp-1d,16.42225395322007
Xp-2d,14.476595128119227
Xp-3d,12.912841686103521
Xp-4d,10.342389164308367
Xp-5d,8.394576912843359
Xp-6d,5.6876294597946275
Xp-7d,4.179181102577803
ZMIC0,112.54679048326662
ZMIC1,50.550875092210475
ZMIC2,30.405876437033367
ZMIC3,26.47817979403196
ZMIC4,25.216272519158967
ZMIC5,25.090009664444683
nAcid,0
nAtom,63
nBase,0
nRing,4
piPC1,3.8815637979434374
piPC2,4.454347296253507
piPC3,5.041810911564705
piPC4,5.567389849750646
piPC5,6.106187349467771
piPC6,6.317615848496421
piPC7,6.647080212016883
piPC8,6.903747257584598
piPC9,7.182663732209584
AATS0Z,22.6984126984127
AATS0d,3.2857142857142856
AATS0i,163.97581378116226
AATS0m,89.53843063492069
AATS0p,1.4482395276289042
AATS0s,4.194885361552029
AATS0v,215.42039851104875
AATS1Z,25.015151515151516
AATS1d,3.9393939393939394
AATS1i,148.1534108685986
AATS1m,94.93904056060613
AATS1p,1.7421492875757585
AATS1s,3.170454545454545
AATS1v,257.80172958412095
AATS2Z,21.06086956521739
AATS2d,3.608695652173913
AATS2i,159.11092244771078
AATS2m,78.6504239304348
AATS2p,1.468718878580305
AATS2s,3.0137681159420295
AATS2v,214.47957192208276
AATS3Z,19.73972602739726
AATS3d,3.335616438356164
AATS3i,159.77606353695123
AATS3m,72.75445851369865
AATS3p,1.4005802457132255
AATS3s,3.2640791476407904
AATS3v,200.95476769892596
AATS4Z,17.493827160493826
AATS4d,3.0123456790123457
AATS4i,159.21643973688606
AATS4m,62.54509722839506
AATS4p,1.3409281114489813
AATS4s,3.1030521262002737
AATS4v,187.82483311261845
AATS5Z,15.46111111111111
AATS5d,2.6666666666666665
AATS5i,161.13153600460157
AATS5m,54.14766081666666
AATS5p,1.2471128548401391
AATS5s,2.9575617283950617
AATS5v,169.26165590255079
AATS6Z,13.28042328042328
AATS6d,2.4497354497354498
AATS6i,163.99321811073048
AATS6m,45.7334962962963
AATS6p,1.1476066619331011
AATS6s,2.7141387419165195
AATS6v,149.55422762413502
AATS7Z,12.760233918128655
AATS7d,2.4678362573099415
AATS7i,163.73165149571696
AATS7m,44.24662287719296
AATS7p,1.1320446027812927
AATS7s,2.470922677063028
AATS7v,147.22246115738827
AATS8Z,14.114864864864865
AATS8d,2.47972972972973
AATS8i,163.90731212803897
AATS8m,49.30827204054056
AATS8p,1.147530749830176
AATS8s,2.814564564564564
AATS8v,154.12682118885647
AMID_C,1.5125915677057389
AMID_N,0.3068788576875771
AMID_O,0.2192103340934335
AMID_X,0.0
AMID_h,0.5260891917810107
ATS0dv,494.0
ATS0pe,396.4648999999999
ATS0se,487.7633999999998
ATS1dv,495.0
ATS1pe,432.97150000000005
ATS1se,516.2943399999997
ATS2dv,701.0
ATS2pe,745.8267999999997
ATS2se,904.7403519999998
ATS3dv,770.0
ATS3pe,944.7136999999999
ATS3se,1150.9257479999997
ATS4dv,631.0
ATS4pe,1034.7056
ATS4se,1267.2618439999994
ATS5dv,597.0
ATS5pe,1129.6019000000001
ATS5se,1395.8661319999997
ATS6dv,550.0
ATS6pe,1150.2362
ATS6se,1439.0040800000002
ATS7dv,455.0
ATS7pe,1017.2521
ATS7se,1280.1298160000001
ATS8dv,450.0
ATS8pe,908.5980999999999
ATS8se,1133.5822719999999
ATSC0Z,469.42857142857156
ATSC0c,1.5114524138837142
ATSC0d,38.60317460317461
ATSC0i,95.2841173009636
ATSC0m,2230.3262499365082
ATSC0p,13.91620760204943
ATSC0s,82.5476190476191
ATSC0v,3079.7889284007847
ATSC1Z,33.31292517006805
ATSC1c,-0.6942390539160942
ATSC1d,19.510959939531354
ATSC1i,-31.642829497792647
ATSC1m,154.41384249508752
ATSC1p,-2.019409802258491
ATSC1s,-3.1729024943310655
ATSC1v,-144.4721631978557
ATSC2Z,87.13832199546485
ATSC2c,-0.492144287801677
ATSC2d,3.0259511211892187
ATSC2i,14.860816718091261
ATSC2m,422.46803376669243
ATSC2p,2.9852419098983805
ATSC2s,4.043146888384985
ATSC2v,761.720486780545
ATSC3Z,43.60997732426305
ATSC3c,0.9202225606858173
ATSC3d,-12.14386495338876
ATSC3i,23.88561006271961
ATSC3m,201.55859794079169
ATSC3p,1.9829273141885173
ATSC3s,19.628621819098004
ATSC3v,288.93099315314856
ATSC4Z,-217.29251700680277
ATSC4c,-0.6055586180317893
ATSC4d,-22.32879818594105
ATSC4i,-29.007866550956038
ATSC4m,-1028.093709217686
ATSC4p,-4.801818960426385
ATSC4s,-37.724300831443685
ATSC4v,-1195.7130435538895
ATSC5Z,-228.12925170068021
ATSC5c,-0.27104347861148453
ATSC5d,-11.64399092970522
ATSC5i,-21.326993580907907
ATSC5m,-1088.8477909138317
ATSC5p,-4.876952965612317
ATSC5s,-22.372826908541192
ATSC5v,-1424.581863921463
ATSC6Z,-63.23809523809524
ATSC6c,0.7904129010509733
ATSC6d,-1.3174603174603183
ATSC6i,9.021170943007764
ATSC6m,-315.05040206349247
ATSC6p,-0.9257530933637165
ATSC6s,22.130952380952376
ATSC6v,-562.0445675264598
ATSC7Z,80.12244897959187
ATSC7c,-0.3471186603517344
ATSC7d,-2.1451247165532887
ATSC7i,-16.0692677946249
ATSC7m,379.39527147392215
ATSC7p,-0.2545696527171174
ATSC7s,1.4831821617535883
ATSC7v,251.81997553213395
ATSC8Z,-27.75283446712017
ATSC8c,-0.43988835118907393
ATSC8d,-2.543965734441926
ATSC8i,-21.189599808167216
ATSC8m,-130.29691486671732
ATSC8p,-2.0243754197503727
ATSC8s,-9.692113882590075
ATSC8v,-265.34006715548554
AXp-0d,0.7129974038017726
AXp-1d,0.4438447014383803
AXp-2d,0.278396060156139
AXp-3d,0.18187100966342987
AXp-4d,0.11491543515898185
AXp-5d,0.07363663958634525
AXp-6d,0.04739691216495523
AXp-7d,0.030283921033172484
GATS1Z,0.7724413950829043
GATS1c,1.5104150763835902
GATS1d,0.6935369318181818
GATS1i,1.5572883184998625
GATS1m,0.7796366833495231
GATS1p,1.241623603418499
GATS1s,0.5925515611843847
GATS1v,1.053603870181513
GATS2Z,0.8470057424118126
GATS2c,1.4814599264398267
GATS2d,1.2010726544622425
GATS2i,1.0493841859719357
GATS2m,0.8445562830264096
GATS2p,0.8708907130966994
GATS2s,0.6502117271332603
GATS2v,0.8177799162409447
GATS3Z,0.9304083742569136
GATS3c,1.0404997931903524
GATS3d,1.3640726387887525
GATS3i,0.9775439961332673
GATS3m,0.9295309988798833
GATS3p,0.9268071037318746
GATS3s,0.8585423161366196
GATS3v,0.9132947601918476
GATS4Z,1.1479152108082922
GATS4c,1.2385345105117587
GATS4d,1.3532757675438596
GATS4i,1.1770207999474247
GATS4m,1.1455139787472197
GATS4p,1.1293539334962088
GATS4s,1.5004890318001227
GATS4v,1.1123851383303496
GATS5Z,1.1563941299790355
GATS5c,1.0841541429790862
GATS5d,1.0573396381578946
GATS5i,1.078107587330219
GATS5m,1.1554596375635007
GATS5p,1.1105231074127417
GATS5s,1.1930375284427772
GATS5v,1.1324932045887153
GATS6Z,1.0422781271837873
GATS6c,0.7955106385876394
GATS6d,0.9135142543859649
GATS6i,0.9080123886807551
GATS6m,1.0444205156737392
GATS6p,0.9993699190278595
GATS6s,0.6614463708973849
GATS6v,1.0508579537243818
GATS7Z,0.9206664459891866
GATS7c,0.9132886547306807
GATS7d,1.0284582756232685
GATS7i,0.9812037357293392
GATS7m,0.9232832149360577
GATS7p,0.9981037880310839
GATS7s,0.8381953826976821
GATS7v,0.9847554964877382
GATS8Z,1.0316165221825595
GATS8c,1.1534447258665435
GATS8d,0.9766736308677098
GATS8i,1.0418018896194132
GATS8m,1.0300042741282949
GATS8p,1.0306127717659008
GATS8s,1.0943405909514932
GATS8v,1.014382425294319
MATS1Z,0.06773916892602226
MATS1c,-0.43844101686322023
MATS1d,0.48244991028708095
MATS1i,-0.31699426852715723
MATS1m,0.06608675814884908
MATS1p,-0.13851607440280633
MATS1s,-0.03669009098775465
MATS1v,-0.0447774993335245
MATS2Z,0.10169096827119
MATS2c,-0.1783777490629882
MATS2d,0.042941933638443966
MATS2i,0.08544071459397005
MATS2m,0.1037691278615455
MATS2p,0.11751717428226637
MATS2s,0.026832286193217203
MATS2v,0.1354931663593861
MATS3Z,0.04008704424749247
MATS3c,0.2627157389691605
MATS3d,-0.13574429974765678
MATS3i,0.10816917482246755
MATS3m,0.03899605071332932
MATS3p,0.06148562469276956
MATS3s,0.10260604551985904
MATS3v,0.0404818984103979
MATS4Z,-0.18001172200807014
MATS4c,-0.15580710048182292
MATS4d,-0.22494060672514626
MATS4i,-0.11839157785769168
MATS4m,-0.17926266180237266
MATS4p,-0.13418699214366486
MATS4s,-0.17772240560914712
MATS4v,-0.1509842160446625
MATS5Z,-0.1700902820044633
MATS5c,-0.06276427669347595
MATS5d,-0.10557154605263161
MATS5i,-0.07833884559942583
MATS5m,-0.17087039478223867
MATS5p,-0.12265795299812372
MATS5s,-0.0948602698458481
MATS5v,-0.1618953973678377
MATS6Z,-0.04490430783796577
MATS6c,0.17431641551982172
MATS6d,-0.011376096491228076
MATS6i,0.03155884806598484
MATS6m,-0.04708584705525498
MATS6p,-0.022174458248892977
MATS6s,0.08936640707624259
MATS6v,-0.060831502914964135
MATS7Z,0.06288240381843227
MATS7c,-0.08461121306905306
MATS7d,-0.020472645429362887
MATS7i,-0.0621326693641372
MATS7m,0.06267119229029616
MATS7p,-0.006739538680659209
MATS7s,0.006619640149310865
MATS7v,0.030124071037355836
MATS8Z,-0.02516614301459096
MATS8c,-0.12388730825678135
MATS8d,-0.028052209281650083
MATS8i,-0.09466317652026494
MATS8m,-0.024868212565728805
MATS8p,-0.06192257253309181
MATS8s,-0.04997960175346964
MATS8v,-0.03667420560177493
MAXaaN,4.6190118513229255
MAXssO,5.90086628151924
MINaaN,4.110723702030416
MINssO,5.342567179505137
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,44.39894473098896
SpAD_D,467.5152152629105
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.9070202029814989
SssNH2,0
SsssAs,0
SsssCH,-0.7685675182735081
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1125
TMWC10,149.34566752875074
TSRW10,70.44482617030819
VE1_Dt,5.740549552111214
VE2_Dt,0.16883969270915336
VE3_Dt,2.9713303781566602
VR1_Dt,230.71451237183058
VR2_Dt,6.785720952112664
VR3_Dt,6.66495650063968
Xc-3dv,0.9951544414193711
Xc-4dv,0.0
Xc-5dv,0.19813793448021602
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2874574785652648
Xch-7d,0.5246643992688774
Xp-0dv,19.816670579311186
Xp-1dv,11.245162394419157
Xp-2dv,8.241969803455932
Xp-3dv,6.02539022348972
Xp-4dv,4.2320947522268595
Xp-5dv,2.8916038957722034
Xp-6dv,1.5802674862378847
Xp-7dv,0.9944759784707026
Xpc-4d,5.8864777034766025
Xpc-5d,9.067628436243918
Xpc-6d,13.897431285618246
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,66
nFRing,1
nHBAcc,7
nHBDon,1
nHRing,3
nSpiro,0
naRing,3
piPC10,7.052851136466979
AATS0dv,7.841269841269841
AATS0pe,6.293093650793649
AATS0se,7.742276190476187
AATS1dv,7.5
AATS1pe,6.560174242424243
AATS1se,7.822641515151511
AATS2dv,6.095652173913043
AATS2pe,6.4854504347826065
AATS2se,7.86730740869565
AATS3dv,5.273972602739726
AATS3pe,6.470641780821917
AATS3se,7.883053068493148
AATS4dv,3.8950617283950617
AATS4pe,6.387071604938272
AATS4se,7.822603975308638
AATS5dv,3.316666666666667
AATS5pe,6.275566111111112
AATS5se,7.7548118444444425
AATS6dv,2.9100529100529102
AATS6pe,6.08590582010582
AATS6se,7.613778201058202
AATS7dv,2.6608187134502925
AATS7pe,5.94884269005848
AATS7se,7.486139274853802
AATS8dv,3.0405405405405403
AATS8pe,6.139176351351351
AATS8se,7.659339675675675
AATSC0Z,7.451247165532882
AATSC0c,0.023991308156884352
AATSC0d,0.6127488032249938
AATSC0i,1.5124463063645015
AATSC0m,35.40200396724616
AATSC0p,0.22089218415951478
AATSC0s,1.3102796674225252
AATSC0v,48.8855385460442
AATSC1Z,0.5047412904555765
AATSC1c,-0.010518773544183246
AATSC1d,0.29562060514441446
AATSC1i,-0.4794368105726159
AATSC1m,2.339603674167993
AATSC1p,-0.030597118216037746
AATSC1s,-0.048074280217137354
AATSC1v,-2.1889721696644804
AATSC2Z,0.7577245390909987
AATSC2c,-0.004279515546101539
AATSC2d,0.026312618445123642
AATSC2i,0.12922449320079357
AATSC2m,3.673635076232108
AATSC2p,0.025958625303464176
AATSC2s,0.03515779902943465
AATSC2v,6.623656406787348
AATSC3Z,0.29869847482371953
AATSC3c,0.006302894251272721
AATSC3d,-0.08317715721499151
AATSC3i,0.16360006892273707
AATSC3m,1.380538342060217
AATSC3p,0.013581693932798063
AATSC3s,0.1344426151993014
AATSC3v,1.9789794051585519
AATSC4Z,-1.3413118333753258
AATSC4c,-0.003738016160690058
AATSC4d,-0.13783208756753734
AATSC4i,-0.1790609046355311
AATSC4m,-6.346257464306704
