DLiP-ID,C001XY
ATS5i,11572.682283239297
ATS5m,6866.101496
ATS5p,125.762514956547
ATS5s,336.8333333333333
ATS5v,18949.85731886568
ATS6Z,1594.0
ATS6d,232.0
ATS6i,11631.23475084345
ATS6m,5837.764544000001
ATS6p,115.41700087169801
ATS6s,360.9444444444444
ATS6v,16710.262858229667
ATS7Z,1027.0
ATS7d,167.0
ATS7i,11082.072132965743
ATS7m,3519.1245499999995
ATS7p,85.859521304792
ATS7s,258.6666666666667
ATS7v,11687.150224858173
ATS8Z,517.0
ATS8d,96.0
ATS8i,7698.036828770137
ATS8m,1697.8249839999999
ATS8p,47.772421879037
ATS8s,145.0
ATS8v,6095.888404065871
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,14
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.012345679012345678
JGI10,0.012345679012345678
JGT10,0.3968303011013712
Kier1,16.467455621301774
Kier2,6.718836565096953
Kier3,2.909090909090909
MAXdO,12.896341647770221
MID_C,38.12583223877273
MID_N,2.286501747766658
MID_O,7.412999848976373
MID_X,0.0
MID_h,9.69950159674303
MINdO,12.214266660367851
MPC10,167
MWC01,26.0
MWC02,4.859812404361672
MWC03,5.752572638825633
MWC04,6.675823221634848
MWC05,7.592366128519796
MWC06,8.526945482858915
MWC07,9.452737380212278
MWC08,10.39173008710186
MWC09,11.321655994734853
MWC10,12.26256166871151
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,4
NaasC,2
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.8027000000000006
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.3230099791384085
SRW05,0.0
SRW06,6.902742737158593
SRW07,0.0
SRW08,8.595079730073309
SRW09,0.0
SRW10,10.350190568660537
SaaCH,17.090513997252817
SaaNH,0
SaaSe,0
SaaaC,1.2055900415721852
SaasC,0.14591590031074264
SaasN,1.4778117913832196
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.189334299760483
VE1_D,4.7240483017246016
VE2_A,0.1821449695548036
VE2_D,0.20539340442280876
VE3_A,2.2654509659078634
VE3_D,2.3855752459691333
VR1_A,174.65687595995564
VR1_D,135.21311418927618
VR2_A,7.593777215650245
VR2_D,5.87883105170766
VR3_A,5.995732463352595
VR3_D,5.739761280281315
WPath,1026
Xc-3d,1.5139646640729558
Xc-4d,0.0
Xc-5d,0.464255988943725
Xc-6d,0.0
Xp-0d,15.97432701575866
Xp-1d,11.16470379794645
Xp-2d,10.241788393576263
Xp-3d,8.92773694803039
Xp-4d,8.442290289869751
Xp-5d,7.030823096035484
Xp-6d,5.1860092894786
Xp-7d,3.7237182741529278
ZMIC0,70.9262594732876
ZMIC1,53.14910488629786
ZMIC2,36.13981929274377
ZMIC3,26.198372445525912
ZMIC4,23.823354547060422
ZMIC5,23.6417390858104
nAcid,0
nAtom,34
nBase,0
nRing,4
piPC1,3.6888794541139363
piPC2,4.442651256490317
piPC3,5.196423058866697
piPC4,5.978252653135751
piPC5,6.663332229084029
piPC6,7.189049806938377
piPC7,7.7062403186932515
piPC8,8.238190014823893
piPC9,8.657027821366981
AATS0Z,28.352941176470587
AATS0d,4.088235294117647
AATS0i,154.98346435019823
AATS0m,112.58820397058822
AATS0p,1.7315811162746766
AATS0s,6.572712418300655
AATS0v,266.8853735678611
AATS1Z,29.243243243243242
AATS1d,4.8108108108108105
AATS1i,142.06485903270672
AATS1m,113.49962772972972
AATS1p,2.0021111104324327
AATS1s,3.8618618618618625
AATS1v,306.1989913403746
AATS2Z,28.06779661016949
AATS2d,4.711864406779661
AATS2i,144.6391587202271
AATS2m,108.18630599999999
AATS2p,1.8712510933898303
AATS2s,4.064030131826742
AATS2v,283.79460535359135
AATS3Z,24.692307692307693
AATS3d,4.128205128205129
AATS3i,152.07865816768134
AATS3m,94.07853403846153
AATS3p,1.6179901242043975
AATS3s,3.8368945868945876
AATS3v,246.69179048414176
AATS4Z,26.26923076923077
AATS4d,3.8846153846153846
AATS4i,153.4717041216012
AATS4m,100.65508635897436
AATS4p,1.5902953633326025
AATS4s,5.453703703703704
AATS4v,244.5435613208249
AATS5Z,23.714285714285715
AATS5d,3.5974025974025974
AATS5i,150.29457510700385
AATS5m,89.1701492987013
AATS5p,1.6332794150200909
AATS5s,4.374458874458874
AATS5v,246.1020431021517
AATS6Z,20.7012987012987
AATS6d,3.012987012987013
AATS6i,151.05499676420067
AATS6m,75.81512394805196
AATS6p,1.4989220892428312
AATS6s,4.687590187590187
AATS6v,217.01640075622944
AATS7Z,14.67142857142857
AATS7d,2.3857142857142857
AATS7i,158.3153161852249
AATS7m,50.27320785714285
AATS7p,1.2265645900684572
AATS7s,3.6952380952380954
AATS7v,166.95928892654533
AATS8Z,11.0
AATS8d,2.0425531914893615
AATS8i,163.78801763340715
AATS8m,36.12393582978723
AATS8p,1.0164345080646169
AATS8s,3.0851063829787235
AATS8v,129.69975327799727
AMID_C,1.6576448799466406
AMID_N,0.09941311946811555
AMID_O,0.3223043412598423
AMID_X,0.0
AMID_h,0.4217174607279578
ATS0dv,376.0
ATS0pe,226.86100000000002
ATS0se,273.240892
ATS1dv,391.0
ATS1pe,247.829
ATS1se,292.8583679999999
ATS2dv,602.0
ATS2pe,396.3252
ATS2se,469.556056
ATS3dv,705.0
ATS3pe,518.6339999999999
ATS3se,623.2579559999999
ATS4dv,753.0
ATS4pe,533.4081
ATS4se,638.1162399999998
ATS5dv,570.0
ATS5pe,513.0529999999999
ATS5se,617.377912
ATS6dv,440.0
ATS6pe,504.6772
ATS6se,612.141608
ATS7dv,236.0
ATS7pe,441.10749999999996
ATS7se,547.1564960000001
ATS8dv,108.0
ATS8pe,281.626
ATS8se,356.81728
ATSC0Z,229.76470588235293
ATSC0c,1.0465095719878579
ATSC0d,22.264705882352942
ATSC0i,49.665262720493985
ATSC0m,1086.7820667352942
ATSC0p,7.723254847023441
ATSC0s,80.04003267973854
ATSC0v,1537.7080908260186
ATSC1Z,3.608996539792363
ATSC1c,-0.5898953074762444
ATSC1d,8.564878892733564
ATSC1i,-3.384422897896044
ATSC1m,19.98342284688579
ATSC1p,0.18536532914549314
ATSC1s,-9.111375432525946
ATSC1v,61.73279685408508
ATSC2Z,7.114186851211038
ATSC2c,0.3971410644348203
ATSC2d,6.217128027681658
ATSC2i,-15.702908673198992
ATSC2m,22.88122837110727
ATSC2p,-1.8576627406323794
ATSC2s,5.318603421760865
ATSC2v,-322.6444707749011
ATSC3Z,36.833910034602056
ATSC3c,-0.9104387393117038
ATSC3d,0.5692041522491326
ATSC3i,-6.672638505918189
ATSC3m,181.96187778373698
ATSC3p,0.07904346683640115
ATSC3s,-17.287918108419834
ATSC3v,269.3138541254584
ATSC4Z,99.42214532871968
ATSC4c,0.7782203056122489
ATSC4d,-9.166089965397928
ATSC4i,14.101407546153542
ATSC4m,452.9016354013841
ATSC4p,0.9469518430522531
ATSC4s,64.32155901576314
ATSC4v,227.8990124347642
ATSC5Z,-80.1141868512111
ATSC5c,-0.4172171903410266
ATSC5d,-18.217128027681664
ATSC5i,2.5109877530058946
ATSC5m,-370.3989759299308
ATSC5p,-0.5321184824901154
ATSC5s,-27.76794982698962
ATSC5v,-187.07572152561178
ATSC6Z,-135.52595155709344
ATSC6c,0.4643875952174614
ATSC6d,-15.040657439446367
ATSC6i,-20.039346592942284
ATSC6m,-653.3907926064014
ATSC6p,-4.361644652673616
ATSC6s,-2.62987793156479
ATSC6v,-1085.4402760990195
ATSC7Z,-142.6920415224913
ATSC7c,-0.25674366604108884
ATSC7d,-0.309688581314876
ATSC7i,-8.77246175267245
ATSC7m,-670.5523523961938
ATSC7p,-1.9063523933330284
ATSC7s,-36.87653787004997
ATSC7v,-641.4172026723679
ATSC8Z,26.325259515570977
ATSC8c,0.018776296043370628
ATSC8d,5.36937716262976
ATSC8i,0.12383950527188259
ATSC8m,128.81144713062287
ATSC8p,0.5681846436017988
ATSC8s,-6.235077854671271
ATSC8v,202.89848371246748
AXp-0d,0.6945359572068983
AXp-1d,0.4294116845364019
AXp-2d,0.26952074719937535
AXp-3d,0.1623224899641889
AXp-4d,0.1042258060477747
AXp-5d,0.06334074861293229
AXp-6d,0.04020162239905891
AXp-7d,0.024991397813106896
GATS1Z,0.6249636733507702
GATS1c,1.4229701066345402
GATS1d,0.6008782891213539
GATS1i,1.029156232771836
GATS1m,0.6265270273621543
GATS1p,0.8559676123007852
GATS1s,0.6596079896205448
GATS1v,0.7486225484559527
GATS2Z,0.6803939180921139
GATS2c,0.6681379364207094
GATS2d,0.879251281821642
GATS2i,1.1720532723775088
GATS2m,0.6890261592004147
GATS2p,1.0183113425162313
GATS2s,0.5462308987052461
GATS2v,0.9263769369815672
GATS3Z,0.8166381109929498
GATS3c,1.3433772982966496
GATS3d,1.1021237679097653
GATS3i,1.0818857102954726
GATS3m,0.8134061508990138
GATS3p,0.9179680374096123
GATS3s,0.9087199483038984
GATS3v,0.8198404693477244
GATS4Z,0.7254913545236126
GATS4c,0.7494826260430878
GATS4d,1.2826440402398132
GATS4i,0.9080611510736916
GATS4m,0.7285638553636755
GATS4p,0.8654312589616812
GATS4s,0.7322324094670449
GATS4v,0.8059533743211237
GATS5Z,1.0296247531270573
GATS5c,1.1163470863420435
GATS5d,1.3859218720513304
GATS5i,0.9354894203056203
GATS5m,1.0245886522078713
GATS5p,0.9701100389136014
GATS5s,1.285368695345321
GATS5v,0.9422039810124303
GATS6Z,1.1974983541803819
GATS6c,0.6934761263138959
GATS6d,1.1549348933761088
GATS6i,1.0926315159637252
GATS6m,1.201679300006684
GATS6p,1.2203113192099462
GATS6s,1.1779075888437014
GATS6v,1.2589227883984038
GATS7Z,1.4393296028088658
GATS7c,0.9824178272977553
GATS7d,0.7834308360067938
GATS7i,1.0191392898175158
GATS7m,1.4372228598882582
GATS7p,1.1557433142197326
GATS7s,1.3481349056479968
GATS7v,1.2973803269454196
GATS8Z,1.2376213354250418
GATS8c,0.8608452311869687
GATS8d,0.6622445824784282
GATS8i,0.9300615297176471
GATS8m,1.2382786512189816
GATS8p,1.0569235048754273
GATS8s,0.9745677258307719
GATS8v,1.1737133157388753
MATS1Z,0.014433788627336918
MATS1c,-0.5179751554414861
MATS1d,0.35349351994001926
MATS1i,-0.06261942573427173
MATS1m,0.016896805606963147
MATS1p,0.022054912240669345
MATS1s,-0.10460534537538485
MATS1v,0.03689089970029652
MATS2Z,0.01784304025966128
MATS2c,0.21868978412824588
MATS2d,0.16091619461299053
MATS2i,-0.18220247545252474
MATS2m,0.012132876520725411
MATS2p,-0.13860963191748651
MATS2s,0.03829281175245511
MATS2v,-0.12091417940845947
MATS3Z,0.06987934407289241
MATS3c,-0.3792205275808698
MATS3d,0.011143853944382298
MATS3i,-0.05856378998273236
MATS3m,0.07298309236485828
MATS3p,0.004461181872265971
MATS3s,-0.09414987629524882
MATS3v,0.07634298028690392
MATS4Z,0.18861843055391433
MATS4c,0.3241482398821614
MATS4d,-0.17945330759069208
MATS4i,0.12376391576756256
MATS4m,0.18165432392371603
MATS4p,0.05344558589360965
MATS4s,0.3502947426331353
MATS4v,0.06460302560449446
MATS5Z,-0.1539622691696425
MATS5c,-0.17603830608872145
MATS5d,-0.3612860059359399
MATS5i,0.022324413045581245
MATS5m,-0.15049272487332943
MATS5p,-0.030422588986990746
MATS5s,-0.1531880015584045
MATS5v,-0.0537194702577762
MATS6Z,-0.26045178579740796
MATS6c,0.195941124966293
MATS6d,-0.29828955720633393
MATS6i,-0.1781636130916464
MATS6m,-0.26547201038990786
MATS6p,-0.24936649814275208
MATS6s,-0.014508299935322813
MATS6v,-0.31168810229878374
MATS7Z,-0.3016458196181698
MATS7c,-0.11916189751225845
MATS7d,-0.006755991696546455
MATS7i,-0.08579255924074594
MATS7m,-0.2996892080272804
MATS7p,-0.11989020295042202
MATS7s,-0.2237812835838742
MATS7v,-0.20260379736540887
MATS8Z,0.08288394287021617
MATS8c,0.012979195623701383
MATS8d,0.1744568425194638
MATS8i,0.0018037964602033822
MATS8m,0.08574189052275422
MATS8p,0.05321942589359797
MATS8s,-0.05635282372213696
MATS8v,0.0954522040893709
MAXaaO,5.2696735638699925
MAXsOH,9.572262153330877
MINaaO,5.2696735638699925
MINsOH,9.572262153330877
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.224143247365742
SpAD_D,184.48381578590232
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1130
TMWC10,125.83620500696138
TSRW10,58.141314928582965
VE1_Dt,4.778982141068197
VE2_Dt,0.2077818322203564
VE3_Dt,2.397136705564151
VR1_Dt,128.03286663217776
VR2_Dt,5.566646375312076
VR3_Dt,5.685196124458691
Xc-3dv,0.5379605803080799
Xc-4dv,0.0
Xc-5dv,0.11844754509001118
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.27798799854189166
Xch-7d,0.48878289476040077
Xp-0dv,11.892674754287766
Xp-1dv,7.026307912829854
Xp-2dv,5.146273201649412
Xp-3dv,3.7555895539502275
Xp-4dv,2.788678953142399
Xp-5dv,1.9954637454368171
Xp-6dv,1.1323029379712215
Xp-7dv,0.704216588361179
Xpc-4d,3.8814060223755655
Xpc-5d,7.737892444790091
Xpc-6d,13.472766272326318
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,4
piPC10,8.972322833305416
AATS0dv,11.058823529411764
AATS0pe,6.672382352941177
AATS0se,8.036496823529411
AATS1dv,10.567567567567568
AATS1pe,6.698081081081082
AATS1se,7.915091027027025
AATS2dv,10.203389830508474
AATS2pe,6.71737627118644
AATS2se,7.9585772203389835
AATS3dv,9.038461538461538
AATS3pe,6.649153846153845
AATS3se,7.990486615384614
AATS4dv,9.653846153846153
AATS4pe,6.838565384615385
AATS4se,8.180977435897434
AATS5dv,7.402597402597403
AATS5pe,6.663025974025972
AATS5se,8.017894961038962
AATS6dv,5.714285714285714
AATS6pe,6.554249350649351
AATS6se,7.949891012987013
AATS7dv,3.3714285714285714
AATS7pe,6.301535714285714
AATS7se,7.816521371428572
AATS8dv,2.297872340425532
AATS8pe,5.992042553191489
AATS8se,7.591857021276596
AATSC0Z,6.757785467128027
AATSC0c,0.030779693293760527
AATSC0d,0.6548442906574394
AATSC0i,1.4607430211909995
AATSC0m,31.964178433391005
AATSC0p,0.22715455432421883
AATSC0s,2.3541186082276044
AATSC0v,45.22670855370643
AATSC1Z,0.09754044702141522
AATSC1c,-0.015943116418276875
AATSC1d,0.23148321331712335
AATSC1i,-0.09147088913232551
AATSC1m,0.5400925093752916
AATSC1p,0.005009873760689004
AATSC1s,-0.24625339006826882
AATSC1v,1.6684539690293265
AATSC2Z,0.12057943815611928
AATSC2c,0.0067312044819461065
AATSC2d,0.10537505131663827
AATSC2i,-0.2661509944609999
AATSC2m,0.3878174300187673
AATSC2p,-0.031485809163260665
AATSC2s,0.09014582070781127
AATSC2v,-5.468550352116968
AATSC3Z,0.4722296158282315
AATSC3c,-0.011672291529637228
AATSC3d,0.007297489131399135
AATSC3i,-0.08554664751177166
AATSC3m,2.332844586970987
AATSC3p,0.0010133777799538608
AATSC3s,-0.22163997574897223
AATSC3v,3.4527417195571593
AATSC4Z,1.2746428888297394
AATSC4c,0.009977183405285242
AATSC4d,-0.11751397391535805
AATSC4i,0.18078727623273771
AATSC4m,5.806431223094668
AATSC4p,0.012140408244259656
AATSC4s,0.8246353719969634
AATSC4v,2.921782210702105
AATSC5Z,-1.0404439850806637
AATSC5c,-0.005418405069363982
AATSC5d,-0.23658607828158004
AATSC5i,0.03261023055851811
AATSC5m,-4.810376310778323
AATSC5p,-0.006910629642728771
AATSC5s,-0.36062272502583925
AATSC5v,-2.429554825007945
