DLiP-ID,C000KB
ATS2s,241.89506172839512
ATS2v,18931.465449225565
ATS3Z,2305.0
ATS3d,338.0
ATS3i,12962.900006586098
ATS3m,8761.113473000001
ATS3p,145.51623254454697
ATS3s,270.5493827160494
ATS3v,20917.64351681332
ATS4Z,2202.0
ATS4d,332.0
ATS4i,15003.11182309619
ATS4m,8181.889138999998
ATS4p,150.05638574339608
ATS4s,291.7839506172839
ATS4v,21003.829997699297
ATS5Z,2280.0
ATS5d,339.0
ATS5i,17592.937989741942
ATS5m,8449.314401000003
ATS5p,154.92262393782892
ATS5s,307.5493827160493
ATS5v,20735.142535097326
ATS6Z,2256.0
ATS6d,310.0
ATS6i,15452.081647239549
ATS6m,8412.274421999999
ATS6p,141.09094000988603
ATS6s,276.2839506172839
ATS6v,19344.175864238838
ATS7Z,1885.0
ATS7d,271.0
ATS7i,14160.09797353811
ATS7m,6834.094563999998
ATS7p,128.739248640245
ATS7s,249.09259259259272
ATS7v,17532.446326394023
ATS8Z,1489.0
ATS8d,233.0
ATS8i,12932.6055918558
ATS8m,5199.696617000001
ATS8p,119.01027309079197
ATS8s,219.36111111111126
ATS8v,15428.933236961597
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.21052631578947367
GGI10,0.10325476992143659
JGI10,0.006453423120089787
JGT10,0.38962158666091995
Kier1,20.28
Kier2,9.212018140589569
Kier3,4.302212008043665
MID_C,39.49150926587469
MID_N,8.549798605202849
MID_O,5.700932739555746
MID_X,0.0
MID_h,16.324487154379916
MPC10,197
MWC01,30.0
MWC02,4.976733742420574
MWC03,5.849324779946859
MWC04,6.739336627357174
MWC05,7.631916513071252
MWC06,8.53089883847235
MWC07,9.430679995957659
MWC08,10.33413295917459
MWC09,11.237843674494187
MWC10,12.144106812191536
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.3290000000000015
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.43372200355424
SRW05,2.3978952727983707
SRW06,6.968850378341948
SRW07,4.727387818712341
SRW08,8.596558746796978
SRW09,6.842683282238422
SRW10,10.273014553838664
SaaCH,13.41618315837201
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.3048345159663715
SaasN,1.7502673847316705
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.9252897717729067
SdssS,0
SsCH3,4.902640847138641
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.375179495179447
VE1_D,5.114754684887704
VE2_A,0.16204368500664618
VE2_D,0.18943535869954461
VE3_A,2.4691993194478457
VE3_D,2.6253812113200055
VR1_A,270.0088024928615
VR1_D,168.67341855122226
VR2_A,10.00032601825413
VR2_D,6.247163650045269
VR3_A,6.5917063333026436
VR3_D,6.121216183764523
WPath,1831
Xc-3d,1.4831632475943928
Xc-4d,0.0
Xc-5d,0.3305272079323988
Xc-6d,0.0
Xp-0d,18.802754140504845
Xp-1d,13.228207948111983
Xp-2d,11.358739380604892
Xp-3d,10.385157775307746
Xp-4d,8.657857219558037
Xp-5d,7.2272358329309325
Xp-6d,5.376264536903425
Xp-7d,4.01539252574625
ZMIC0,86.28668521086189
ZMIC1,53.335169066590595
ZMIC2,39.880774619648726
ZMIC3,32.87921352595128
ZMIC4,29.81723799943855
ZMIC5,27.50311025666593
nAcid,0
nAtom,45
nBase,0
nRing,4
piPC1,3.7013019741124933
piPC2,4.3208159036289855
piPC3,4.961970122114975
piPC4,5.56953654109381
piPC5,6.11257537285704
piPC6,6.451753169372215
piPC7,6.883750710884857
piPC8,7.281256611884904
piPC9,7.664038630658842
AATS0Z,29.91111111111111
AATS0d,3.6
AATS0i,161.02787595542407
AATS0m,118.66309444444448
AATS0p,1.6927054286062662
AATS0s,3.3476070720926687
AATS0v,240.56743985645468
AATS1Z,29.916666666666668
AATS1d,4.166666666666667
AATS1i,146.92222018017074
AATS1m,115.38752366666677
AATS1p,1.9000903662500008
AATS1s,3.3691486625514404
AATS1v,277.74052890845604
AATS2Z,26.40506329113924
AATS2d,3.962025316455696
AATS2i,155.32025714288727
AATS2m,100.3820357341772
AATS2p,1.652037839018861
AATS2s,3.061962806688546
AATS2v,239.638803154754
AATS3Z,27.11764705882353
AATS3d,3.976470588235294
AATS3i,152.50470595983646
AATS3m,103.07192321176473
AATS3p,1.7119556769946702
AATS3s,3.1829339143064637
AATS3v,246.08992372721553
AATS4Z,22.9375
AATS4d,3.4583333333333335
AATS4i,156.28241482391863
AATS4m,85.22801186458331
AATS4p,1.5630873514937091
AATS4s,3.039416152263374
AATS4v,218.78989580936766
AATS5Z,20.91743119266055
AATS5d,3.110091743119266
AATS5i,161.40310082332056
AATS5m,77.51664588073398
AATS5p,1.4213084764938433
AATS5s,2.821553969872012
AATS5v,190.2306654596085
AATS6Z,23.5
AATS6d,3.2291666666666665
AATS6i,160.95918382541197
AATS6m,87.62785856249998
AATS6p,1.469697291769646
AATS6s,2.8779578189300405
AATS6v,201.50183191915457
AATS7Z,21.666666666666668
AATS7d,3.1149425287356323
AATS7i,162.75974682227712
AATS7m,78.55281108045975
AATS7p,1.4797614786235056
AATS7s,2.863133248190721
AATS7v,201.5223715677474
AATS8Z,18.158536585365855
AATS8d,2.841463414634146
AATS8i,157.71470233970487
AATS8m,63.410934353658554
AATS8p,1.451344793790146
AATS8s,2.6751355013550153
AATS8v,188.1577224019707
AMID_C,1.4626484913286921
AMID_N,0.3166592076001055
AMID_O,0.2111456570205832
AMID_X,0.0
AMID_h,0.6046106353474043
ATS0dv,406.44444444444446
ATS0pe,289.79109999999986
ATS0se,353.8076969999999
ATS1dv,423.0
ATS1pe,321.55070000000006
ATS1se,381.9251559999997
ATS2dv,579.3333333333333
ATS2pe,523.8276000000002
ATS2se,634.0800340000002
ATS3dv,591.0
ATS3pe,564.5920999999996
ATS3se,678.1963079999998
ATS4dv,581.6666666666667
ATS4pe,627.6507
ATS4se,759.0798979999997
ATS5dv,584.3333333333334
ATS5pe,689.8996000000003
ATS5se,848.4359719999999
ATS6dv,462.6666666666667
ATS6pe,620.4836999999999
ATS6se,759.3262739999998
ATS7dv,357.3333333333333
ATS7pe,571.0722000000002
ATS7se,697.6130999999998
ATS8dv,325.66666666666663
ATS8pe,515.1342
ATS8se,636.5236779999999
ATSC0Z,457.1111111111111
ATSC0c,1.0776736704811258
ATSC0d,26.799999999999997
ATSC0i,75.10956288566511
ATSC0m,2089.6431645777775
ATSC0p,12.712874773969203
ATSC0s,25.704039018442305
ATSC0v,2219.267813084472
ATSC1Z,41.925925925925895
ATSC1c,-0.3492327870768466
ATSC1d,16.613333333333326
ATSC1i,-3.7221500983242573
ATSC1m,192.47370498370427
ATSC1p,-0.6898383903124772
ATSC1s,1.2320230655895914
ATSC1v,-74.66929946421676
ATSC2Z,55.38271604938272
ATSC2c,-0.22728180000249426
ATSC2d,7.817777777777772
ATSC2i,3.604319417598028
ATSC2m,288.127557941235
ATSC2p,2.8820887179001624
ATSC2s,-4.055168758150013
ATSC2v,810.3194026570977
ATSC3Z,37.34567901234567
ATSC3c,-0.044596677152876255
ATSC3d,-4.622222222222225
ATSC3i,-22.728461302142986
ATSC3m,157.66829999753145
ATSC3p,-1.138741793709396
ATSC3s,-3.2067376246845907
ATSC3v,-215.94193975848313
ATSC4Z,-75.03703703703707
ATSC4c,-0.2497129880932697
ATSC4d,-0.10666666666666813
ATSC4i,-29.1145163890063
ATSC4m,-367.5996035214812
ATSC4p,-2.354728854300158
ATSC4s,-8.948360514149273
ATSC4v,-789.3740919713283
ATSC5Z,121.97530864197532
ATSC5c,0.5428880217695006
ATSC5d,-0.8488888888888899
ATSC5i,2.7557846778384216
ATSC5m,572.3903793338271
ATSC5p,2.154233627851159
ATSC5s,14.954293722162951
ATSC5v,357.9159633756195
ATSC6Z,81.18518518518519
ATSC6c,0.15514502567734123
ATSC6d,-9.973333333333336
ATSC6i,-1.0491569218777532
ATSC6m,362.9380958785187
ATSC6p,-0.3217572242249595
ATSC6s,3.4459848600314964
ATSC6v,173.27835830985774
ATSC7Z,-205.37037037037038
ATSC7c,-0.5487297479912719
ATSC7d,-11.88
ATSC7i,32.279021708062814
ATSC7m,-953.9397238281479
ATSC7p,1.0721439848070788
ATSC7s,-22.103803282020024
ATSC7v,-247.19875081631514
ATSC8Z,-344.5802469135802
ATSC8c,0.11860950078512292
ATSC8d,-12.902222222222218
ATSC8i,2.0064164179173214
ATSC8m,-1556.274431075062
ATSC8p,-6.600951912283519
ATSC8s,2.105439888905825
ATSC8v,-945.3093170735709
AXp-0d,0.6963983015001795
AXp-1d,0.4409402649370661
AXp-2d,0.2704461757286879
AXp-3d,0.1760196233103008
AXp-4d,0.10959312936149415
AXp-5d,0.06949265223972051
AXp-6d,0.04517869358742374
AXp-7d,0.02888771601256295
GATS1Z,0.6808155080213905
GATS1c,1.2752859756436752
GATS1d,0.4959577114427861
GATS1i,1.1409168417180662
GATS1m,0.6796024150150104
GATS1p,0.9837510454843834
GATS1s,0.7590481172788629
GATS1v,0.9113256726511723
GATS2Z,0.966222162052393
GATS2c,1.410092443573291
GATS2d,0.9455885131305498
GATS2i,1.015600857438598
GATS2m,0.9426186735803898
GATS2p,0.9130028042559558
GATS2s,1.1535863782966398
GATS2v,0.7108314389501755
GATS3Z,0.8312047813777919
GATS3c,1.0947347992667367
GATS3d,1.2265144863915718
GATS3i,1.2372175647999217
GATS3m,0.8304177291932819
GATS3p,0.9978666150272303
GATS3s,1.021744282097004
GATS3v,0.9413597740038607
GATS4Z,0.8878676470588237
GATS4c,1.0140868479758607
GATS4d,0.974813432835821
GATS4i,1.243075869680547
GATS4m,0.8997506542506081
GATS4p,0.9585602872069143
GATS4s,1.0782727037158706
GATS4v,1.0618241325722426
GATS5Z,0.937840357160379
GATS5c,0.6280281809367256
GATS5d,1.0468300698343147
GATS5i,1.0159870697767135
GATS5m,0.9294247625602713
GATS5p,0.9388158685547023
GATS5s,0.697364928403797
GATS5v,0.9124377362268
GATS6Z,1.0598262032085561
GATS6c,0.9217778157677886
GATS6d,1.2398942786069653
GATS6i,1.0865435892052806
GATS6m,1.0439843221505845
GATS6p,1.0808106188211561
GATS6s,0.9560532988979167
GATS6v,0.9121261504154219
GATS7Z,1.3426147888622537
GATS7c,1.343503343039114
GATS7d,1.188883170355121
GATS7i,0.8936684086808967
GATS7m,1.3295474900878794
GATS7p,0.9810911619015459
GATS7s,1.6131612774317075
GATS7v,0.9581860673937416
GATS8Z,1.697991391678623
GATS8c,0.7963262561153902
GATS8d,1.2213323625773573
GATS8i,1.0281543094617074
GATS8m,1.66202916186237
GATS8p,1.5046890708994043
GATS8s,0.9231586236643516
GATS8v,1.2454447104196045
MATS1Z,0.08598687408847831
MATS1c,-0.3038078658248872
MATS1d,0.5811567164179103
MATS1i,-0.04645900712391146
MATS1m,0.08635163241312656
MATS1p,-0.050871537902833275
MATS1s,0.04493541358078119
MATS1v,-0.031543046690885666
MATS2Z,0.06901411050872909
MATS2c,-0.12013313492136987
MATS2d,0.16616285660306054
MATS2i,0.027334646352068656
MATS2m,0.07854130086910496
MATS2p,0.12913649621520146
MATS2s,-0.08986549751908972
MATS2v,0.20798496718796852
MATS3Z,0.04325259515570934
MATS3c,-0.021908306937648454
MATS3d,-0.09130816505706768
MATS3i,-0.1602021679361065
MATS3m,0.03994531427892638
MATS3p,-0.04742147730318653
MATS3s,-0.06604738747925773
MATS3v,-0.05151347788109359
MATS4Z,-0.0769476178901313
MATS4c,-0.10861633384479186
MATS4d,-0.0018656716417910705
MATS4i,-0.18170029265276627
MATS4m,-0.0824601621327586
MATS4p,-0.08682372555995674
MATS4s,-0.1631861820625911
MATS4v,-0.16673026276052968
MATS5Z,0.11016310383430043
MATS5c,0.20797397999140338
MATS5d,-0.013076817746131742
MATS5i,0.015147329141019053
MATS5m,0.11308531464920865
MATS5p,0.06995762348985626
MATS5s,0.24018758226224485
MATS5v,0.06658208182319576
MATS6Z,0.08325230918813807
MATS6c,0.06748260886227839
MATS6d,-0.17444029850746276
MATS6i,-0.0065476656797859864
MATS6m,0.08141448996026586
MATS6p,-0.011863854677800757
MATS6s,0.06284247397775905
MATS6v,0.036599562242492716
MATS7Z,-0.23238563022815284
MATS7c,-0.2633689023810982
MATS7d,-0.2292846114256305
MATS7i,0.22228921417745945
MATS7m,-0.23612505086795424
MATS7p,0.04362170188731902
MATS7s,-0.44479397535124876
MATS7v,-0.05761423748957795
MATS8Z,-0.4136826066850848
MATS8c,0.06039915559047965
MATS8d,-0.2641973061521659
MATS8i,0.014659680315814065
MATS8m,-0.4087075994222186
MATS8p,-0.28494527593529395
MATS8s,0.04495108058498454
MATS8v,-0.23375606364024915
MAXaaN,4.338716773746535
MAXdsN,4.793821334089191
MAXssO,5.492944454985851
MAXssS,1.5896966857730743
MINaaN,4.273619929453263
MINdsN,4.793821334089191
MINssO,5.325265334330921
MINssS,1.5896966857730743
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.28745481759482
SpAD_D,281.0991451789281
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7088756613756613
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1129
TMWC10,133.8749739430862
TSRW10,76.35098592045428
VE1_Dt,5.160348000556265
VE2_Dt,0.19112400002060242
VE3_Dt,2.634255792197916
VR1_Dt,163.1927882411921
VR2_Dt,6.044177342266374
VR3_Dt,6.088184024865319
Xc-3dv,0.6520418742122382
Xc-4dv,0.0
Xc-5dv,0.0963628837632287
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4110544158647976
Xch-7d,0.6546616851101061
Xp-0dv,15.986902790296941
Xp-1dv,9.24650360266929
Xp-2dv,6.694022021873559
Xp-3dv,5.151847359782297
Xp-4dv,3.6668497168143728
Xp-5dv,2.640646050321302
Xp-6dv,1.6297981388509728
Xp-7dv,1.0737987469311716
Xpc-4d,4.117984888331415
Xpc-5d,6.692913754157434
Xpc-6d,10.410086013201619
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,48
nFRing,1
nHBAcc,8
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,8.067915782431205
AATS0dv,9.0320987654321
AATS0pe,6.439802222222219
AATS0se,7.862393266666665
AATS1dv,8.8125
AATS1pe,6.698972916666668
AATS1se,7.956774083333326
AATS2dv,7.333333333333332
AATS2pe,6.630729113924053
AATS2se,8.026329544303799
AATS3dv,6.952941176470588
AATS3pe,6.642259999999996
AATS3se,7.978780094117645
AATS4dv,6.059027777777779
AATS4pe,6.538028125
AATS4se,7.907082270833331
AATS5dv,5.3608562691131505
AATS5pe,6.32935412844037
AATS5se,7.7838162568807325
AATS6dv,4.819444444444445
AATS6pe,6.463371874999999
AATS6se,7.909648687499998
AATS7dv,4.10727969348659
AATS7pe,6.564048275862071
AATS7se,8.018541379310342
AATS8dv,3.971544715447154
AATS8pe,6.282124390243902
AATS8se,7.762483878048779
AATSC0Z,10.158024691358024
AATSC0c,0.023948303788469464
AATSC0d,0.5955555555555555
AATSC0i,1.6691013974592248
AATSC0m,46.43651476839506
AATSC0p,0.2825083283104267
AATSC0s,0.5712008670764956
AATSC0v,49.317062512988265
AATSC1Z,0.8734567901234561
AATSC1c,-0.00727568306410097
AATSC1d,0.346111111111111
AATSC1i,-0.0775447937150887
AATSC1m,4.0098688538271725
AATSC1p,-0.014371633131509942
AATSC1s,0.025667147199783153
AATSC1v,-1.555610405504516
AATSC2Z,0.7010470385997813
AATSC2c,-0.0028769848101581554
AATSC2d,0.09895921237693382
AATSC2i,0.04562429642529149
AATSC2m,3.647184277737152
AATSC2p,0.03648213566962231
AATSC2s,-0.05133125010316472
AATSC2v,10.257207628570857
AATSC3Z,0.4393609295570079
AATSC3c,-0.0005246667900338383
AATSC3d,-0.0543790849673203
AATSC3i,-0.26739366237815276
AATSC3m,1.8549211764415465
AATSC3p,-0.01339696227893407
AATSC3s,-0.0377263249962893
AATSC3v,-2.540493408923331
AATSC4Z,-0.7816358024691361
AATSC4c,-0.0026011769593048926
AATSC4d,-0.0011111111111111263
AATSC4i,-0.3032762123854823
AATSC4m,-3.829162536682096
