DLiP-ID,C100JQ
ATSC4m,-482.92791743700934
ATSC4p,-2.787327806864078
ATSC4s,-22.35634248098636
ATSC4v,-244.3037372433358
ATSC5Z,-145.2130177514793
ATSC5c,-0.09173166123944405
ATSC5d,-2.8520710059171583
ATSC5i,11.845608860184548
ATSC5m,-631.694666563047
ATSC5p,-0.7344551482464787
ATSC5s,-25.60915292895351
ATSC5v,-27.734921797101542
ATSC6Z,-32.06508875739645
ATSC6c,0.06814916117758198
ATSC6d,-3.3949704142011834
ATSC6i,5.657479952709659
ATSC6m,-154.45097685450116
ATSC6p,-0.40547946829014675
ATSC6s,15.430599183448189
ATSC6v,-334.84334858781403
ATSC7Z,62.55029585798816
ATSC7c,-0.04625121665243998
ATSC7d,-0.6642011834319524
ATSC7i,-22.60979155116014
ATSC7m,281.98027863589886
ATSC7p,-1.6281882893787993
ATSC7s,1.2786523648347046
ATSC7v,-115.03291680140495
ATSC8Z,69.59763313609467
ATSC8c,0.0579551393706121
ATSC8d,1.9097633136094672
ATSC8i,0.1558047621119685
ATSC8m,316.04094147079314
ATSC8p,1.72827204164227
ATSC8s,10.391837322749002
ATSC8v,353.05169464335785
AXp-0d,0.705548048158227
AXp-1d,0.4374224689524584
AXp-2d,0.27632953421135975
AXp-3d,0.17812889198754533
AXp-4d,0.11136068643993415
AXp-5d,0.07015892416826175
AXp-6d,0.04623816142727257
AXp-7d,0.029612900239928297
GATS1Z,0.5983726639214444
GATS1c,1.3402294714178404
GATS1d,0.7237710326624877
GATS1i,0.8654318354085566
GATS1m,0.5880018074128127
GATS1p,0.8093471112840216
GATS1s,0.4815866883844233
GATS1v,0.7208820384521303
GATS2Z,0.796367919774239
GATS2c,0.801251194125831
GATS2d,1.1258660508083143
GATS2i,0.8987217112776218
GATS2m,0.7792115306188906
GATS2p,0.8750679040360656
GATS2s,0.5316949142253268
GATS2v,0.8711757617119587
GATS3Z,1.1054978834912317
GATS3c,0.9456319212280747
GATS3d,1.0917488977535168
GATS3i,1.0172819320404876
GATS3m,1.094937225380443
GATS3p,1.1061057140562744
GATS3s,0.9346643851757624
GATS3v,1.0054311465852215
GATS4Z,1.508358332246424
GATS4c,1.25643291464842
GATS4d,1.0007698229407236
GATS4i,1.0370654623491038
GATS4m,1.472945549885515
GATS4p,1.3574953900557452
GATS4s,1.102314714988596
GATS4v,1.1290777468973232
GATS5Z,1.4705169068736141
GATS5c,1.3622386213216806
GATS5d,1.2009237875288685
GATS5i,0.747313988841749
GATS5m,1.444684984886565
GATS5p,1.1360109013134674
GATS5s,1.3637505977555777
GATS5v,1.0278692337130688
GATS6Z,0.780188291252414
GATS6c,0.6518842777632188
GATS6d,1.041123444833495
GATS6i,0.7680918890826371
GATS6m,0.8033930582409877
GATS6p,0.8261063870140819
GATS6s,0.8096227922328175
GATS6v,1.1374548582260198
GATS7Z,0.6596005292897503
GATS7c,0.7032636886337125
GATS7d,0.8232138866125307
GATS7i,1.1009901050075976
GATS7m,0.6874544651030183
GATS7p,1.0340840386932397
GATS7s,0.7262188029510142
GATS7v,1.2075785662475615
GATS8Z,0.6287416851441242
GATS8c,0.5930928175688864
GATS8d,0.9307159353348731
GATS8i,1.2554228260506302
GATS8m,0.6878245990435741
GATS8p,0.6932399630093812
GATS8s,1.2536886981268172
GATS8v,0.9160217631979823
MATS1Z,0.06445993031358889
MATS1c,-0.48506563000872654
MATS1d,0.20306829429231274
MATS1i,-0.09288655202477016
MATS1m,0.06224553600027408
MATS1p,-0.04961904858706599
MATS1s,-0.0013148644480698946
MATS1v,-0.002205657169184822
MATS2Z,0.028522475307397762
MATS2c,0.06484162377550415
MATS2d,-0.12660088179718662
MATS2i,-0.07703729684445762
MATS2m,0.027471043299049983
MATS2p,0.0005120549225392127
MATS2s,0.024495347983126425
MATS2v,-0.08569036636911999
MATS3Z,-0.007901632735335602
MATS3c,0.0333982381075959
MATS3d,-0.14079361746798233
MATS3i,-0.06355552341132907
MATS3m,-0.014414669131318662
MATS3p,-0.047660198661321415
MATS3s,-0.09107368455447142
MATS3v,-0.05007930326321682
MATS4Z,-0.20237163601582542
MATS4c,-0.030008619309698305
MATS4d,-0.035728841190055705
MATS4i,-0.09044906289548822
MATS4m,-0.19628996901265441
MATS4p,-0.1744807737919511
MATS4s,-0.1329527754056816
MATS4v,-0.10987065142686067
MATS5Z,-0.34009146341463414
MATS5c,-0.16643833605611316
MATS5d,-0.11131639722863737
MATS5i,0.11291482388445669
MATS5m,-0.3273657115508308
MATS5p,-0.05861853973152554
MATS5s,-0.19417890693661122
MATS5v,-0.015903353744682543
MATS6Z,-0.09689936342178672
MATS6c,0.15954857105210618
MATS6d,-0.17097519183491022
MATS6i,0.06958488189713144
MATS6m,-0.10327969245381699
MATS6p,-0.041757729990608505
MATS6s,0.15096905145374398
MATS6v,-0.24774320262295133
MATS7Z,0.18902439024390244
MATS7c,-0.10828182473279864
MATS7d,-0.033450048424346256
MATS7i,-0.27809195754245736
MATS7m,0.18855715288218666
MATS7p,-0.16767666991488656
MATS7s,0.012510008999860824
MATS7v,-0.08511031601980795
MATS8Z,0.26079822616407977
MATS8c,0.16824650215486747
MATS8d,0.1192609699769053
MATS8i,0.0023762617836710852
MATS8m,0.26205310422314193
MATS8p,0.22069973058372475
MATS8s,0.12607215040607372
MATS8v,0.32390679338622
MAXaaS,1.1858737244897957
MAXtsC,2.020732545122426
MINaaS,1.1858737244897957
MINtsC,2.020732545122426
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.935374023580525
SpAD_D,154.84411796256543
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,633
TMWC10,113.69118603356478
TSRW10,66.93221710150189
VE1_Dt,4.332718649454054
VE2_Dt,0.22803782365547653
VE3_Dt,2.1080490947781536
VR1_Dt,95.40285686945485
VR2_Dt,5.021202993129203
VR3_Dt,5.199962410398958
Xc-3dv,0.6523826761985931
Xc-4dv,0.0
Xc-5dv,0.13780158940286233
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.38641416748291163
Xch-7d,0.6578902289542103
Xp-0dv,10.446836710191977
Xp-1dv,6.283422844945946
Xp-2dv,4.977524990624975
Xp-3dv,3.8727488053631527
Xp-4dv,2.862976278358811
Xp-5dv,1.9212783162552731
Xp-6dv,1.1837571044210855
Xp-7dv,0.7229749055412575
Xpc-4d,3.203275552870368
Xpc-5d,5.104506858972477
Xpc-6d,7.478060060824185
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,28
nFRing,1
nHBAcc,4
nHBDon,0
nHRing,1
nSpiro,0
naRing,3
piPC10,7.944555880873823
AATS0dv,11.94017094017094
AATS0pe,6.835715384615384
AATS0se,8.119050346153848
AATS1dv,10.321428571428571
AATS1pe,6.675150000000001
AATS1se,7.867331571428573
AATS2dv,9.159090909090908
AATS2pe,6.674684090909093
AATS2se,7.905492909090911
AATS3dv,7.13939393939394
AATS3pe,6.651021818181818
AATS3se,7.993802945454546
AATS4dv,6.34640522875817
AATS4pe,6.66583137254902
AATS4se,8.07365839215686
AATS5dv,7.341666666666667
AATS5pe,6.7234675
AATS5se,8.13199985
AATS6dv,7.989247311827958
AATS6pe,6.710525806451615
AATS6se,8.012021612903228
AATS7dv,6.043010752688171
AATS7pe,6.276941935483871
AATS7se,7.6471644516129045
AATS8dv,6.56
AATS8pe,6.548063999999999
AATS8se,7.973209119999998
AATSC0Z,10.674556213017752
AATSC0c,0.013778625677998481
AATSC0d,0.6405325443786982
AATSC0i,2.622686829921
AATSC0m,48.240747600788545
AATSC0p,0.31323500705165236
AATSC0s,3.2971079780196586
AATSC0v,43.59917134833119
AATSC1Z,0.6880811496196116
AATSC1c,-0.006683537745152751
AATSC1d,0.13007185122569737
AATSC1i,-0.2436123366721365
AATSC1m,3.0027711914650195
AATSC1p,-0.015542423034065897
AATSC1s,-0.004335250061745665
AATSC1v,-0.09616482485496418
AATSC2Z,0.3044647660032282
AATSC2c,0.0008934284623562783
AATSC2d,-0.08109198493813877
AATSC2i,-0.2020447038466736
AATSC2m,1.3252236661198038
AATSC2p,0.0001603935272724036
AATSC2s,0.08076380725953389
AATSC2v,-3.7360289662285386
AATSC3Z,-0.0843464228079611
AATSC3c,0.00046018182118922837
AATSC3d,-0.09018289402904785
AATSC3i,-0.16668623421962855
AATSC3m,-0.6953744153128215
AATSC3p,-0.014928842663762166
AATSC3s,-0.30027977193219346
AATSC3v,-2.1834161239780316
AATSC4Z,-2.1602274045712964
AATSC4c,-0.00041347753258189014
AATSC4d,-0.022885485555168818
AATSC4i,-0.23721956603469316
AATSC4m,-9.469174851706066
