DLiP-ID,T003AO
FCSP3,0.0
GGI10,0.03877971635547395
JGI10,0.0032316430296228287
JGT10,0.4128627023615822
Kier1,18.367346938775512
Kier2,7.935
Kier3,3.84
MAXdO,12.728416162761402
MID_C,40.00494182161776
MID_N,6.3153315572675375
MID_O,5.356690782876272
MID_X,0.0
MID_h,11.672022340143808
MINdO,12.092542613527911
MPC10,136
MWC01,28.0
MWC02,4.919980925828125
MWC03,5.7899601708972535
MWC04,6.68586094706836
MWC05,7.57095858316901
MWC06,8.471986598578159
MWC07,9.363318936573263
MWC08,10.266149538318983
MWC09,11.160711982466704
MWC10,12.06437658395175
NaaCH,10
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,4
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.8343000000000007
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.37989735354046
SRW05,2.3978952727983707
SRW06,6.918695219020472
SRW07,4.727387818712341
SRW08,8.551981016901902
SRW09,6.823286122355687
SRW10,10.234480519625036
SaaCH,17.94302563357758
SaaNH,3.1377365992693376
SaaSe,0
SaaaC,1.8639045682552182
SaasC,1.0158402620307385
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.4583796296296294
SdssC,-2.2181024292433005
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.2074198475686573
SssPH,0
SssSe,0
SsssB,0
SsssN,0.9542535903250189
SsssP,0
VE1_A,4.481088342152082
VE1_D,4.928947501270002
VE2_A,0.17924353368608328
VE2_D,0.19715790005080008
VE3_A,2.4161566823135705
VE3_D,2.511416208550615
VR1_A,181.52136182534448
VR1_D,149.5879665271147
VR2_A,7.260854473013779
VR2_D,5.983518661084588
VR3_A,6.117664074660836
VR3_D,5.924175356526274
WPath,1481
Xc-3d,1.6151726303519038
Xc-4d,0.0
Xc-5d,0.4563988039274621
Xc-6d,0.0
Xp-0d,17.388540578131753
Xp-1d,12.131030293135234
Xp-2d,11.066430307362157
Xp-3d,9.552328097314794
Xp-4d,8.535100633862651
Xp-5d,6.529313061842202
Xp-6d,4.312817644279778
Xp-7d,3.12399971890007
ZMIC0,76.89541352956971
ZMIC1,62.74860192774225
ZMIC2,37.90063804524767
ZMIC3,26.18486487887354
ZMIC4,23.924720719452203
ZMIC5,23.753777166113064
nAcid,0
nAtom,38
nBase,0
nRing,4
piPC1,3.713572066704308
piPC2,4.327438444389479
piPC3,4.938960257389365
piPC4,5.544933274047389
piPC5,6.026922179129087
piPC6,6.311593011441292
piPC7,6.7777088781418655
piPC8,7.218918292747043
piPC9,7.317673996698667
AATS0Z,27.263157894736842
AATS0d,3.9210526315789473
AATS0i,157.976218101651
AATS0m,108.17682318421059
AATS0p,1.6928599937641315
AATS0s,6.387426900584796
AATS0v,258.68485951046006
AATS1Z,28.4390243902439
AATS1d,4.609756097560975
AATS1i,145.55041375925606
AATS1m,110.05679912195124
AATS1p,1.970564683170732
AATS1s,3.699186991869919
AATS1v,297.91708623211554
AATS2Z,26.681818181818183
AATS2d,4.378787878787879
AATS2i,148.02943748917266
AATS2m,102.18496860606058
AATS2p,1.8301232130303025
AATS2s,3.9124579124579126
AATS2v,271.29943223580784
AATS3Z,22.1046511627907
AATS3d,3.5813953488372094
AATS3i,154.38387622938188
AATS3m,82.80070475581395
AATS3p,1.5385963884411975
AATS3s,3.791989664082686
AATS3v,226.47398583257478
AATS4Z,21.894117647058824
AATS4d,3.2941176470588234
AATS4i,158.76370848047694
AATS4m,82.01235522352941
AATS4p,1.4059522871216352
AATS4s,5.3431372549019605
AATS4v,207.7523852896593
AATS5Z,21.733333333333334
AATS5d,3.36
AATS5i,158.03705246532726
AATS5m,81.11221720000002
AATS5p,1.4444935441172264
AATS5s,4.3966666666666665
AATS5v,213.80010114692294
AATS6Z,20.930555555555557
AATS6d,3.2222222222222223
AATS6i,159.67492086798674
AATS6m,77.10016154166665
AATS6p,1.3960944068485273
AATS6s,4.372685185185184
AATS6v,208.8579970889684
AATS7Z,21.063492063492063
AATS7d,3.3174603174603177
AATS7i,155.79072770029666
AATS7m,78.59497688888888
AATS7p,1.448438131790349
AATS7s,4.234567901234569
AATS7v,212.56761225010706
AATS8Z,20.603448275862068
AATS8d,2.9655172413793105
AATS8i,159.91807649093184
AATS8m,75.24277027586207
AATS8p,1.3796267184921893
AATS8s,4.551724137931035
AATS8v,205.61266425111708
AMID_C,1.6001976728647105
AMID_N,0.2526132622907015
AMID_O,0.21426763131505086
AMID_X,0.0
AMID_h,0.46688089360575236
ATS0dv,392.0
ATS0pe,249.69310000000002
ATS0se,301.2698919999999
ATS1dv,403.0
ATS1pe,272.711
ATS1se,322.0776559999999
ATS2dv,602.0
ATS2pe,439.0545000000001
ATS2se,520.690032
ATS3dv,630.0
ATS3pe,559.2365000000002
ATS3se,675.570548
ATS4dv,644.0
ATS4pe,562.4649999999999
ATS4se,681.3413919999998
ATS5dv,513.0
ATS5pe,495.57939999999996
ATS5se,599.8703919999999
ATS6dv,482.0
ATS6pe,481.3075
ATS6se,583.5460039999999
ATS7dv,403.0
ATS7pe,408.5086
ATS7se,496.59876799999995
ATS8dv,342.0
ATS8pe,390.0055
ATS8se,472.404776
ATSC0Z,257.4736842105263
ATSC0c,0.8613850672239928
ATSC0d,23.710526315789473
ATSC0i,61.047692049992726
ATSC0m,1221.765818868421
ATSC0p,8.391645332313814
ATSC0s,89.38596491228067
ATSC0v,1741.1561959045987
ATSC1Z,5.357340720221622
ATSC1c,-0.6420362400657598
ATSC1d,6.417590027700827
ATSC1i,-4.489741418546593
ATSC1m,28.005293641967096
ATSC1p,0.20744713505709822
ATSC1s,-6.30386272699292
ATSC1v,78.09327652948639
ATSC2Z,-0.9279778393351652
ATSC2c,0.6334648152141553
ATSC2d,-1.8130193905817213
ATSC2i,-6.488121049132788
ATSC2m,-19.969964771467648
ATSC2p,-1.8647540701903056
ATSC2s,6.279932286857492
ATSC2v,-455.6817228870518
ATSC3Z,-12.440443213296401
ATSC3c,-0.7629344833704516
ATSC3d,-7.660664819944602
ATSC3i,-23.292603658207533
ATSC3m,-60.94486533379484
ATSC3p,-2.591509765313054
ATSC3s,-14.199522930132344
ATSC3v,-286.69729177229254
ATSC4Z,71.91412742382272
ATSC4c,0.13672145334214403
ATSC4d,-4.457756232686982
ATSC4i,-2.988821471906637
ATSC4m,324.4381311890582
ATSC4p,-0.2559849816261419
ATSC4s,76.67613111726685
ATSC4v,24.758142314304763
ATSC5Z,2.6703601108033297
ATSC5c,0.5290946500499494
ATSC5d,-0.06024930747922447
ATSC5i,11.315463315500043
ATSC5m,12.000350075484906
ATSC5p,-0.06575321138100541
ATSC5s,-9.415281625115412
ATSC5v,-9.577480135116197
ATSC6Z,-91.26592797783931
ATSC6c,-0.5552180769492802
ATSC6d,-0.8988919667590031
ATSC6i,0.8941304560992016
ATSC6m,-416.1115355138502
ATSC6p,0.5819588646553213
ATSC6s,-48.15527854724529
ATSC6v,-24.80906043714751
ATSC7Z,24.13573407202216
ATSC7c,0.38185552630332303
ATSC7d,-2.7306094182825484
ATSC7i,-14.193931370054159
ATSC7m,114.32055198130195
ATSC7p,-0.7992998483930102
ATSC7s,-3.965912588488765
ATSC7v,-7.523730960253538
ATSC8Z,-119.77562326869807
ATSC8c,-0.06738261995127375
ATSC8d,-3.558171745152354
ATSC8i,-4.307590724642517
ATSC8m,-555.4981488254846
ATSC8p,-0.5084145789378516
ATSC8s,-40.311326562019076
ATSC8v,-301.4188203729419
AXp-0d,0.6955416231252701
AXp-1d,0.43325108189768696
AXp-2d,0.27666075768405396
AXp-3d,0.1736786926784508
AXp-4d,0.11380134178483535
AXp-5d,0.07175069298727695
AXp-6d,0.04539808046610293
AXp-7d,0.0289259233231488
GATS1Z,0.641410565781864
GATS1c,1.7039323172956973
GATS1d,0.7041227903954955
GATS1i,1.1352111928595299
GATS1m,0.6445604892538128
GATS1p,0.859276972014515
GATS1s,0.5291976830465068
GATS1v,0.7656181411856946
GATS2Z,0.7294066998686787
GATS2c,0.5542498438196302
GATS2d,1.1112568526552988
GATS2i,1.1127896437372855
GATS2m,0.7404146031785234
GATS2p,1.0230656415232149
GATS2s,0.5337952637265692
GATS2v,0.9858583729084128
GATS3Z,0.9307340888779022
GATS3c,1.4291250030357618
GATS3d,1.1794388663758615
GATS3i,1.169982174908307
GATS3m,0.932143690127857
GATS3p,1.0802036576797789
GATS3s,0.9324907189751317
GATS3v,1.0027275441398675
GATS4Z,0.8892742051849358
GATS4c,1.0483929093819888
GATS4d,1.1474179016778743
GATS4i,1.0148703465919935
GATS4m,0.8914711104230265
GATS4p,0.9698367483522864
GATS4s,0.8188071735072835
GATS4v,0.9393180496347867
GATS5Z,0.9838934314527119
GATS5c,0.949165953169405
GATS5d,1.02992230854606
GATS5i,0.9039973436228437
GATS5m,0.9804428316135483
GATS5p,0.9553405393258811
GATS5s,1.2397360157016688
GATS5v,0.9348076374628941
GATS6Z,1.20851077723267
GATS6c,1.5152628796943057
GATS6d,1.051162288814897
GATS6i,0.9893396309848004
GATS6m,1.1938363014967759
GATS6p,0.9080205192120134
GATS6s,1.7210570911932546
GATS6v,0.917216082522065
GATS7Z,0.9317950265415516
GATS7c,0.8770331165087052
GATS7d,1.127019361203601
GATS7i,1.0832911338040954
GATS7m,0.9302841704788295
GATS7p,1.039799340163947
GATS7s,1.168983753134882
GATS7v,0.9744502313760293
GATS8Z,1.3218290946513662
GATS8c,1.1714922750765115
GATS8d,0.9954839450419076
GATS8i,1.05235331210281
GATS8m,1.3066621437359032
GATS8p,0.9732370847402058
GATS8s,1.7699299516090832
GATS8v,1.0052722870301107
MATS1Z,0.019284845342321017
MATS1c,-0.6908152941578632
MATS1d,0.2508594786280825
MATS1i,-0.06816349011797551
MATS1m,0.021244763451105722
MATS1p,0.02291184491008153
MATS1s,-0.06536377925113894
MATS1v,0.041569581473877036
MATS2Z,-0.002075125746425795
MATS2c,0.423413616294536
MATS2d,-0.044025157232704504
MATS2i,-0.06119125426414607
MATS2m,-0.009410852986076764
MATS2p,-0.12794228548989545
MATS2s,0.040450629950139275
MATS2v,-0.15068275017691735
MATS3Z,-0.021349521763106356
MATS3c,-0.3913587528998274
MATS3d,-0.14276127300415567
MATS3i,-0.16859082367530634
MATS3m,-0.022041152344383707
MATS3p,-0.13645544644805344
MATS3s,-0.07019231500711293
MATS3v,-0.07275636671083806
MATS4Z,0.12486652878649417
MATS4c,0.07095843010066495
MATS4d,-0.08405040151465695
MATS4i,-0.021887461525585798
MATS4m,0.11871581852878943
MATS4p,-0.013637414380026788
MATS4s,0.3834913121283844
MATS4v,0.006356894345171828
MATS5Z,0.005254837830471529
MATS5c,0.3112134548093632
MATS5d,-0.0012874583795782484
MATS5i,0.09391293736638547
MATS5m,0.00497654892425324
MATS5p,-0.0039700153085303076
MATS5s,-0.05336866208701338
MATS5v,-0.0027869928881391537
MATS6Z,-0.18707981284637046
MATS6c,-0.3401867225057698
MATS6d,-0.020008632383771128
MATS6i,0.007730057751847864
MATS6m,-0.17975164972662427
MATS6p,0.03660127950869624
MATS6s,-0.284331952168066
MATS6v,-0.007520101193144033
MATS7Z,0.056541940842840276
MATS7c,0.2673897706287295
MATS7d,-0.06946426369289854
MATS7i,-0.14024148389768631
MATS7m,0.05643901025148059
MATS7p,-0.057452066880791415
MATS7s,-0.026761894377203506
MATS7v,-0.0026063850256614523
MATS8Z,-0.3047833197056419
MATS8c,-0.05125145006687166
MATS8d,-0.09831987446898081
MATS8i,-0.046229669262282246
MATS8m,-0.2978861066523165
MATS8p,-0.039694147416794084
MATS8s,-0.2954699784553259
MATS8v,-0.11341963263888048
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.79748850877807
SpAD_D,244.75707424692763
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,898
TMWC10,129.2933042668516
TSRW10,74.07667459078881
VE1_Dt,4.933567761771733
VE2_Dt,0.19734271047086932
VE3_Dt,2.5123531421251637
VR1_Dt,148.54403258336944
VR2_Dt,5.941761303334777
VR3_Dt,5.917172161877739
Xc-3dv,0.5837596618770713
Xc-4dv,0.0
Xc-5dv,0.09341948245020257
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.43488047234388205
Xch-7d,0.65096993601178
Xp-0dv,13.022811427977434
Xp-1dv,7.675927239037569
Xp-2dv,5.6053311487111355
Xp-3dv,3.966711402763951
Xp-4dv,2.7980950101579105
Xp-5dv,1.825261475615028
Xp-6dv,0.9448174897301133
Xp-7dv,0.5806914836478646
Xpc-4d,4.045359117195034
Xpc-5d,7.280062254540573
Xpc-6d,11.08449424258756
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,41
nFRing,1
nHBAcc,3
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,7.727156459501061
AATS0dv,10.31578947368421
AATS0pe,6.5708710526315794
AATS0se,7.928155052631577
AATS1dv,9.829268292682928
AATS1pe,6.651487804878049
AATS1se,7.85555258536585
AATS2dv,9.121212121212121
AATS2pe,6.65234090909091
AATS2se,7.889242909090909
AATS3dv,7.325581395348837
AATS3pe,6.5027500000000025
AATS3se,7.8554714883720935
AATS4dv,7.576470588235294
AATS4pe,6.617235294117646
AATS4se,8.01578108235294
AATS5dv,6.84
AATS5pe,6.607725333333333
AATS5se,7.9982718933333325
AATS6dv,6.694444444444445
AATS6pe,6.684826388888889
AATS6se,8.10480561111111
AATS7dv,6.396825396825397
AATS7pe,6.4842634920634925
AATS7se,7.882520126984126
AATS8dv,5.896551724137931
AATS8pe,6.72423275862069
AATS8se,8.144909931034483
AATSC0Z,6.775623268698061
AATSC0c,0.022668028084841915
AATSC0d,0.6239612188365651
AATSC0i,1.606518211841914
AATSC0m,32.151732075484766
AATSC0p,0.2208327719029951
AATSC0s,2.352262234533702
AATSC0v,45.81989989222628
AATSC1Z,0.1306668468346737
AATSC1c,-0.015659420489408774
AATSC1d,0.1565265860414836
AATSC1i,-0.10950588825723398
AATSC1m,0.6830559424870023
AATSC1p,0.005059686220904834
AATSC1s,-0.1537527494388517
AATSC1v,1.90471406169479
AATSC2Z,-0.014060270292957049
AATSC2c,0.00959795174566902
AATSC2d,-0.02746999076638972
AATSC2i,-0.09830486438079981
AATSC2m,-0.30257522381011587
AATSC2p,-0.028253849548337963
AATSC2s,0.09515048919481049
AATSC2v,-6.904268528591694
AATSC3Z,-0.14465631643367907
AATSC3c,-0.008871331201981995
AATSC3d,-0.08907749790633258
AATSC3i,-0.2708442285838085
AATSC3m,-0.7086612248115679
AATSC3p,-0.03013383448038435
AATSC3s,-0.16511073174572494
AATSC3v,-3.333689439212704
AATSC4Z,0.8460485579273261
AATSC4c,0.001608487686378165
AATSC4d,-0.052444190972788025
AATSC4i,-0.035162605551842786
AATSC4m,3.816919190459508
AATSC4p,-0.003011588019131081
AATSC4s,0.9020721307913747
AATSC4v,0.2912722625212325
AATSC5Z,0.035604801477377726
AATSC5c,0.007054595333999325
AATSC5d,-0.0008033240997229929
AATSC5i,0.15087284420666724
AATSC5m,0.1600046676731321
AATSC5p,-0.0008767094850800722
AATSC5s,-0.12553708833487215
