DLiP-ID,C001XC
Sse,31.16788055353241
StN,0
fMF,0.5483870967741935
nBr,0
nCl,0
AMID,2.0655825482852
BIC0,0.3211143012363995
BIC1,0.6932062268915478
BIC2,0.8152709749669478
BIC3,0.8640968741971078
BIC4,0.8885098238121879
BIC5,0.8885098238121879
CIC0,3.2569780701236084
CIC1,1.290322580645161
CIC2,0.6451612903225801
CIC3,0.38709677419354804
CIC4,0.25806451612903114
CIC5,0.25806451612903114
GGI1,3.0
GGI2,1.5555555555555562
GGI3,1.2291666666666665
GGI4,0.5733333333333334
GGI5,0.3927777777777778
GGI6,0.21963718820861672
GGI7,0.16843820861678002
GGI8,0.028242315444696395
GGI9,0.0206327160493827
JGI1,0.15000000000000002
JGI2,0.057613168724279865
JGI3,0.051215277777777776
JGI4,0.03017543859649123
JGI5,0.02454861111111111
JGI6,0.01464247921390778
JGI7,0.012031300615484287
JGI8,0.002824231544469639
JGI9,0.00343878600823045
MIC0,19.093597281898088
MIC1,37.17598535347967
MIC2,40.08469503089902
MIC3,41.05469503089901
MIC4,41.18475954702805
MIC5,41.18475954702805
MPC2,27
MPC3,35
MPC4,45
MPC5,52
MPC6,49
MPC7,55
MPC8,57
MPC9,50
Mare,0.9838709677419353
NaaN,2
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.21783691436712713
RPCG,0.18911083842208967
SIC0,0.3425819515276192
SIC1,0.7395495657005163
SIC2,0.8697747828502582
SIC3,0.9218648697101549
SIC4,0.9479099131401035
SIC5,0.9479099131401035
SaaN,8.417064909297054
SaaO,0
SaaS,1.5948608749055175
Sare,30.499999999999993
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,52.61376544816126
TIC1,113.58008562199313
TIC2,133.58008562199313
TIC3,141.58008562199313
TIC4,145.58008562199316
TIC5,145.58008562199316
Vabc,219.00566954717493
WPol,24
apol,37.38030899999999
bpol,19.219690999999997
nRot,2
ABCGG,11.561375074526604
ATS0Z,948.0
ATS0d,107.0
ATS0i,4978.757386917838
ATS0m,3761.0421529999994
ATS0p,54.718871763037015
ATS0s,125.55898491083676
ATS0v,7452.918933739428
ATS1Z,967.0
ATS1d,135.0
ATS1i,4798.456546952098
ATS1m,3718.0472139999974
ATS1p,66.82124402000001
ATS1s,98.63271604938272
ATS1v,9356.758781595665
ATS2Z,1481.0
ATS2d,206.0
ATS2i,8627.070962137199
ATS2m,5608.756871000002
ATS2p,100.48649965939597
ATS2s,161.11728395061732
ATS2v,13552.8424598706
ATS3Z,1388.0
ATS3d,211.0
ATS3i,11392.496771523523
ATS3m,5042.791568999997
ATS3p,104.626609013886
ATS3s,190.66358024691368
ATS3v,13373.946020574418
ATS4Z,1251.0
ATS4d,179.0
ATS4i,10254.60610602036
ATS4m,4484.340275999999
ATS4p,86.133109025339
ATS4s,194.23765432098776
ATS4v,10893.700340235073
ATS5Z,931.0
ATS5d,133.0
ATS5i,7182.987736455153
ATS5m,3399.282082000001
ATS5p,63.18819921994302
ATS5s,136.7777777777778
ATS5v,8372.403499998614
ATS6Z,861.0
ATS6d,119.0
ATS6i,6089.965334917553
ATS6m,3162.8066409999997
ATS6p,59.52667249024501
ATS6s,111.03703703703701
ATS6v,7901.716123496836
ATS7Z,744.0
ATS7d,116.0
ATS7i,5923.112927887273
ATS7m,2701.6438050000006
ATS7p,56.84926449824502
ATS7s,120.27777777777776
ATS7v,7657.577190756335
ATS8Z,535.0
ATS8d,94.0
ATS8i,5177.135602667531
ATS8m,1819.46021
ATS8p,50.83524152400001
ATS8s,97.31481481481481
ATS8v,6646.634414101561
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,4
C2SP3,4
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.3076923076923077
GGI10,0.004691358024691353
JGI10,0.0023456790123456764
JGT10,0.34883497260409785
Kier1,13.005
Kier2,5.969821673525377
Kier3,3.1346938775510202
MAXdO,11.942475907029479
MID_C,27.214855191182387
MID_N,6.112199719371934
MID_O,1.7827764193392919
MID_X,0.0
MID_h,9.965630677951207
MINdO,11.942475907029479
MPC10,50
MWC01,20.0
MWC02,4.553876891600541
MWC03,5.389071729816501
MWC04,6.248042874508429
MWC05,7.099201743553092
MWC06,7.963807953231451
MWC07,8.821584877430965
MWC08,9.688498165477787
MWC09,10.550093288660157
MWC10,11.418318038177151
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.669200000000001
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.003946305945459
SRW05,2.3978952727983707
SRW06,6.490723534502507
SRW07,4.727387818712341
SRW08,8.059908334578276
SRW09,6.823286122355687
SRW10,9.669093450449063
SaaCH,6.707703107094791
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.7471281074158065
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.14426209372637944
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.843888888888889
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.6793115695870875
VE1_D,4.188941615206277
VE2_A,0.20440619831039375
VE2_D,0.23271897862257093
VE3_A,1.8905123261007626
VE3_D,2.020234769125169
VR1_A,138.03978875719145
VR1_D,89.71771306459053
VR2_A,7.668877153177302
VR2_D,4.9843173924772515
VR3_A,5.515328632829327
VR3_D,5.084454884534548
WPath,644
Xc-3d,0.9398264056274472
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,12.372032720186704
Xp-1d,8.826499840494922
Xp-2d,7.7531225266668535
Xp-3d,6.498348233505862
Xp-4d,5.471475223778151
Xp-5d,4.1916160246669305
Xp-6d,2.51371846457116
Xp-7d,1.8580685174167524
ZMIC0,58.527628712418924
ZMIC1,30.140834285105363
ZMIC2,24.839682516365038
ZMIC3,23.001220618671127
ZMIC4,22.496911893409997
ZMIC5,22.496911893409997
nAcid,0
nAtom,31
nBase,0
nRing,3
piPC1,3.3141860046725258
piPC2,3.865979066926739
piPC3,4.402135587596595
piPC4,4.928611458617665
piPC5,5.251291270495097
piPC6,5.285738584341177
piPC7,5.5916863627517435
piPC8,5.693311174788906
piPC9,5.857218613545591
AATS0Z,30.580645161290324
AATS0d,3.4516129032258065
AATS0i,160.6050769973496
AATS0m,121.32394041935483
AATS0p,1.7651248955818393
AATS0s,4.050289835833444
AATS0v,240.41673979804608
AATS1Z,29.303030303030305
AATS1d,4.090909090909091
AATS1i,145.40777415006357
AATS1m,112.66809739393932
AATS1p,2.024886182424243
AATS1s,2.988870183314628
AATS1v,283.53814489683833
AATS2Z,25.982456140350877
AATS2d,3.6140350877192984
AATS2i,151.35212214275788
AATS2m,98.39924335087723
AATS2p,1.7629210466560696
AATS2s,2.8266190166774967
AATS2v,237.76916596264212
AATS3Z,19.27777777777778
AATS3d,2.9305555555555554
AATS3i,158.2291218267156
AATS3m,70.03877179166663
AATS3p,1.4531473474150833
AATS3s,2.6481052812071346
AATS3v,185.7492502857558
AATS4Z,19.857142857142858
AATS4d,2.8412698412698414
AATS4i,162.77152549238664
AATS4m,71.18000438095237
AATS4p,1.3671922067514126
AATS4s,3.0831373701744087
AATS4v,172.91587841642973
AATS5Z,21.15909090909091
AATS5d,3.022727272727273
AATS5i,163.24972128307166
AATS5m,77.25641095454547
AATS5p,1.4360954368168868
AATS5s,3.108585858585859
AATS5v,190.28189772724124
AATS6Z,22.657894736842106
AATS6d,3.1315789473684212
AATS6i,160.26224565572508
AATS6m,83.2317537105263
AATS6p,1.5664913813222372
AATS6s,2.922027290448342
AATS6v,207.93989798675884
AATS7Z,19.57894736842105
AATS7d,3.0526315789473686
AATS7i,155.87139283913876
AATS7m,71.09588960526317
AATS7p,1.4960332762696058
AATS7s,3.1652046783625725
AATS7v,201.51518923042985
AATS8Z,15.735294117647058
AATS8d,2.764705882352941
AATS8i,152.26869419610387
AATS8m,53.51353558823529
AATS8p,1.4951541624705886
AATS8s,2.8622004357298474
AATS8v,195.48924747357532
AMID_C,1.5119363995101327
AMID_N,0.33956665107621853
AMID_O,0.09904313440773843
AMID_X,0.0
AMID_h,0.553646148775067
ATS0dv,234.44444444444446
ATS0pe,193.6673
ATS0se,238.06721300000007
ATS1dv,233.33333333333334
ATS1pe,213.97750000000008
ATS1se,255.53418000000008
ATS2dv,310.0
ATS2pe,360.9890999999999
ATS2se,438.25163599999985
ATS3dv,281.33333333333337
ATS3pe,439.3115000000001
ATS3se,545.959698
ATS4dv,248.0
ATS4pe,395.3355
ATS4se,491.06741800000003
ATS5dv,208.0
ATS5pe,280.9025
ATS5se,345.905028
ATS6dv,161.33333333333331
ATS6pe,242.29829999999995
ATS6se,297.75491999999997
ATS7dv,145.0
ATS7pe,239.165
ATS7se,294.77359
ATS8dv,80.0
ATS8pe,211.14000000000007
ATS8se,259.8110160000001
ATSC0Z,351.3548387096774
ATSC0c,0.47203883226079396
ATSC0d,16.387096774193544
ATSC0i,53.5674390380834
ATSC0m,1591.671413354838
ATSC0p,9.645081410279545
ATSC0s,40.06405150670384
ATSC0v,1600.3020877179233
ATSC1Z,22.783558792924076
ATSC1c,-0.33662065828812665
ATSC1d,4.071800208116545
ATSC1i,-5.125032050586688
ATSC1m,106.8164653964622
ATSC1p,0.5153680234037106
ATSC1s,0.6627444976868804
ATSC1v,58.34980820609093
ATSC2Z,77.41207075962544
ATSC2c,0.23958205911273028
ATSC2d,-0.09885535900104031
ATSC2i,-8.44991670767781
ATSC2m,334.8074809282003
ATSC2p,-0.6615128398324877
ATSC2s,4.569691921852094
ATSC2v,-140.89133260903418
ATSC3Z,-12.049947970863675
ATSC3c,-0.2669316189354198
ATSC3d,-2.544224765868887
ATSC3i,-21.038088621620332
ATSC3m,-37.3752480822061
ATSC3p,-1.437466032686821
ATSC3s,5.24334326811492
ATSC3v,-74.42486923024964
ATSC4Z,-76.59209157127991
ATSC4c,0.22306943042688637
ATSC4d,-2.722164412070759
ATSC4i,0.370672019930397
ATSC4m,-345.9062839469302
ATSC4p,-2.565758713090534
ATSC4s,6.169633897588961
ATSC4v,-293.41641546227
ATSC5Z,-42.793964620187296
ATSC5c,-0.1123690401403916
ATSC5d,-1.6784599375650362
ATSC5i,0.8601843888531404
ATSC5m,-180.08274834235172
ATSC5p,0.17243506036341466
ATSC5s,-2.4803538266751732
ATSC5v,80.63599318932074
ATSC6Z,-44.01560874089489
ATSC6c,0.025230117337191566
ATSC6d,-0.7325702393340272
ATSC6i,17.574447599343706
ATSC6m,-191.57380188657643
ATSC6p,0.3751309140432964
ATSC6s,-5.74221668386697
ATSC6v,141.29574670610316
ATSC7Z,-46.95109261186265
ATSC7c,0.02618808590076503
ATSC7d,-5.442247658688866
ATSC7i,-1.7452821768746145
ATSC7m,-208.45929456399585
ATSC7p,0.20245322904210256
ATSC7s,-14.000259075123218
ATSC7v,-28.038937928427533
ATSC8Z,-166.22788761706556
ATSC8c,-0.0385122634606495
ATSC8d,-4.940686784599375
ATSC8i,-11.062463917220905
ATSC8m,-775.832864421436
ATSC8p,-2.863711161649503
ATSC8s,-16.47241385216874
ATSC8v,-739.6652727462678
AXp-0d,0.6873351511214836
AXp-1d,0.44132499202474607
AXp-2d,0.28715268617284645
AXp-3d,0.18566709238588178
AXp-4d,0.12158833830618114
AXp-5d,0.08060800047436405
AXp-6d,0.05130037682798286
AXp-7d,0.033783063953031864
GATS1Z,0.7063566253797617
GATS1c,1.6378100232694819
GATS1d,0.7489262705798141
GATS1i,1.170699594509368
GATS1m,0.7040909467052727
GATS1p,0.8479773716043304
GATS1s,0.5217943050755899
GATS1v,0.8563560296807256
GATS2Z,0.7819355586910721
GATS2c,0.655279601002144
GATS2d,1.059883961873187
GATS2i,1.1270145504287439
GATS2m,0.7835310211836484
GATS2p,0.9959275148528528
GATS2s,0.5659886788400164
GATS2v,0.9782480124223266
GATS3Z,1.0904218692618437
GATS3c,1.152542771545983
GATS3d,1.0933398950131235
GATS3i,1.1382563579454807
GATS3m,1.0772845111306937
GATS3p,1.115004803075276
GATS3s,0.8211623633557266
GATS3v,1.0123229436907208
GATS4Z,1.3722391270132734
GATS4c,1.0077875486433168
GATS4d,1.1332958380202476
GATS4i,1.0244272915262298
GATS4m,1.3487089232635887
GATS4p,1.269102712493256
GATS4s,1.267935458685204
GATS4v,1.0531831818222992
GATS5Z,1.217688962708243
GATS5c,1.713129777521245
GATS5d,1.123389405869721
GATS5i,1.0516860172785933
GATS5m,1.197535511345791
GATS5p,1.0177267847138534
GATS5s,1.3261184127789771
GATS5v,0.8800650516908517
GATS6Z,1.281879989176025
GATS6c,1.5016952743194292
GATS6d,1.0357956900124328
GATS6i,0.8172780496786929
GATS6m,1.2569198045878975
GATS6p,1.06172584863742
GATS6s,1.2684806288880974
GATS6v,0.8596625681106553
GATS7Z,1.0032592728608154
GATS7c,1.0133168592767234
GATS7d,1.4934728553667636
GATS7i,0.932293298280695
GATS7m,1.0048280022045089
GATS7p,0.9137178030425849
GATS7s,2.1879019435418505
GATS7v,0.9557048205937692
GATS8Z,1.141380073880452
GATS8c,0.6401211442451397
GATS8d,1.076887447892543
GATS8i,1.08058730718754
GATS8m,1.1694912769420274
GATS8p,1.0984008773441765
GATS8s,1.8280949949250995
GATS8v,1.3485410779296534
MATS1Z,0.06091487775292414
MATS1c,-0.6699012552762994
MATS1d,0.23341684562157008
MATS1i,-0.08987594206432094
MATS1m,0.06304237129535555
MATS1p,0.05019486898543949
MATS1s,0.015539570789278794
MATS1v,0.03425194318890512
MATS2Z,0.11982559225828074
MATS2c,0.27603452449263954
MATS2d,-0.0032808398950131155
MATS2i,-0.08579033865119837
MATS2m,0.11440067188082884
MATS2p,-0.03730089209802752
MATS2s,0.06203244434232893
MATS2v,-0.04788165391102104
MATS3Z,-0.014766189252050426
MATS3c,-0.24347338318680342
MATS3d,-0.0668471128608924
MATS3i,-0.16909649027404475
MATS3m,-0.01011020275104575
MATS3p,-0.06416835275605794
MATS3s,0.05634853413150066
MATS3v,-0.020023744994468778
MATS4Z,-0.10726527114701921
MATS4c,0.2325324007407612
MATS4d,-0.0817397825271841
MATS4i,0.0034049447166497474
MATS4m,-0.10693655271905494
MATS4p,-0.13089741169111271
MATS4s,0.07577495251305111
MATS4v,-0.09022015726231183
MATS5Z,-0.0858115213835008
MATS5c,-0.16771733817612905
MATS5d,-0.07216356478167503
MATS5i,0.011313570559282862
MATS5m,-0.07971273512994342
MATS5p,0.012595885178722795
MATS5s,-0.04361820506236141
MATS5v,0.035500623857405135
MATS6Z,-0.10219717030365115
MATS6c,0.043603328236620366
MATS6d,-0.0364691255698301
MATS6i,0.26764485319461534
MATS6m,-0.09818853923079938
MATS6p,0.031728902837864996
MATS6s,-0.11692376956755585
MATS6v,0.07202863991983183
MATS7Z,-0.10901289212749099
MATS7c,0.04525891378779351
MATS7d,-0.2709283050145048
MATS7i,-0.026579258857059536
MATS7m,-0.10684296819687372
MATS7p,0.01712367227817302
MATS7s,-0.2850751122967747
MATS7v,-0.014293470333413699
MATS8Z,-0.43136084768097477
MATS8c,-0.07438820742540687
MATS8d,-0.27489578508568785
MATS8i,-0.18829282005899572
MATS8m,-0.44442402967588857
MATS8p,-0.27071111730073977
MATS8s,-0.37487385839102993
MATS8v,-0.42142086486846114
MAXaaN,4.482422052154195
MAXaaS,1.5948608749055175
MINaaN,3.9346428571428573
MINaaS,1.5948608749055175
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.032944975286988
SpAD_D,147.32869914156657
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.557806965761511
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,458
TMWC10,109.73249556245605
TSRW10,64.88581290604601
VE1_Dt,4.192053649228685
VE2_Dt,0.2328918694015936
VE3_Dt,2.020977409841992
VR1_Dt,89.1946093417296
VR2_Dt,4.955256074540533
VR3_Dt,5.07860726927323
Xc-3dv,0.5668583014679269
Xc-4dv,0.0
Xc-5dv,0.08547566512414007
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3895195511812306
Xch-7d,0.45662301752490037
Xp-0dv,10.665248554360064
Xp-1dv,6.843604108660641
Xp-2dv,5.3754414303652105
Xp-3dv,4.06270260639791
Xp-4dv,3.1167015302577257
Xp-5dv,2.209822823716959
Xp-6dv,1.2269234752170917
Xp-7dv,0.7895437565606538
Xpc-4d,2.242746415590924
Xpc-5d,3.5169420835841088
Xpc-6d,4.715556951855931
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,33
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.114580559354317
AATS0dv,7.562724014336918
AATS0pe,6.2473322580645165
AATS0se,7.679587516129034
AATS1dv,7.070707070707071
AATS1pe,6.484166666666669
AATS1se,7.7434600000000025
AATS2dv,5.43859649122807
AATS2pe,6.333142105263156
AATS2se,7.688625192982453
AATS3dv,3.907407407407408
AATS3pe,6.101548611111112
AATS3se,7.582773583333333
AATS4dv,3.9365079365079363
AATS4pe,6.275166666666667
AATS4se,7.794720920634921
AATS5dv,4.7272727272727275
AATS5pe,6.384147727272727
AATS5se,7.861477909090909
AATS6dv,4.245614035087719
AATS6pe,6.376271052631577
AATS6se,7.835655789473684
AATS7dv,3.8157894736842106
AATS7pe,6.293815789473684
AATS7se,7.7571997368421055
AATS8dv,2.3529411764705883
AATS8pe,6.210000000000002
AATS8se,7.641500470588238
AATSC0Z,11.334027055150884
AATSC0c,0.015227059105186902
AATSC0d,0.5286160249739853
AATSC0i,1.7279819044543032
AATSC0m,51.34423914047865
AATSC0p,0.31113165839611434
AATSC0s,1.2923887582807692
AATSC0v,51.62264799090075
AATSC1Z,0.6904108725128508
AATSC1c,-0.01020062600873111
AATSC1d,0.12338788509444076
AATSC1i,-0.15530400153292992
AATSC1m,3.236862587771582
AATSC1p,0.015617212830415473
AATSC1s,0.02008316659657213
AATSC1v,1.7681760062451797
AATSC2Z,1.3581065045548322
AATSC2c,0.0042031940195215835
AATSC2d,-0.0017343045438779003
AATSC2i,-0.14824415276627737
AATSC2m,5.873815454880707
AATSC2p,-0.011605488418113818
AATSC2s,0.0801700337167034
AATSC2v,-2.471777765070775
AATSC3Z,-0.16736038848421772
AATSC3c,-0.0037073835963252746
AATSC3d,-0.035336455081512314
AATSC3i,-0.2921956753002824
AATSC3m,-0.519100667808418
AATSC3p,-0.01996480600953918
AATSC3s,0.07282421205715167
AATSC3v,-1.0336787393090228
AATSC4Z,-1.2157474852584111
AATSC4c,0.0035407846099505774
AATSC4d,-0.04320895892175808
AATSC4i,0.005883682856038048
AATSC4m,-5.490575935665559
AATSC4p,-0.040726328779214824
AATSC4s,0.09793069678712636
AATSC4v,-4.657403420036031
AATSC5Z,-0.9725901050042567
