DLiP-ID,J100A0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.656320000000004
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.3230099791384085
SRW05,3.044522437723423
SRW06,6.846943139585379
SRW07,5.351858133476067
SRW08,8.446985296372741
SRW09,7.4127640174265625
SRW10,10.088846159487579
SaaCH,11.47941775559831
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.831058429672248
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.26165532879818576
SdssS,0
SsCH3,7.998717718568909
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.8562762188208617
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.273989978972215
VE1_D,4.829226955542905
VE2_A,0.17808291579050894
VE2_D,0.2012177898142877
VE3_A,2.328016549599585
VE3_D,2.4501551415966802
VR1_A,166.2394729115483
VR1_D,137.22703986426816
VR2_A,6.926644704647845
VR2_D,5.71779332767784
VR3_A,5.988898094052223
VR3_D,5.797105516786077
WPath,1385
Xc-3d,2.59975217837054
Xc-4d,0.28867513459481287
Xc-5d,0.7035498450625252
Xc-6d,0.14433756729740643
Xp-0d,17.319626477379405
Xp-1d,11.359191910946029
Xp-2d,11.148942036249085
Xp-3d,8.490280766367249
Xp-4d,7.115864846970465
Xp-5d,5.0552557325521414
Xp-6d,3.3663068427004683
Xp-7d,2.248400264390096
ZMIC0,77.631790108322
ZMIC1,39.54010663944686
ZMIC2,32.53348660633367
ZMIC3,29.232516307950668
ZMIC4,28.807099423724573
ZMIC5,28.807099423724573
nAcid,0
nAtom,43
nBase,0
nRing,3
piPC1,3.58351893845611
piPC2,4.204692619390966
piPC3,4.770684624465665
piPC4,5.351858133476067
piPC5,5.663177470480727
piPC6,5.8966386250319545
piPC7,6.18826412308259
piPC8,6.504896147365732
piPC9,6.797713685265217
AATS0Z,27.86046511627907
AATS0d,3.4186046511627906
AATS0i,160.6438689608333
AATS0m,110.33551495348841
AATS0p,1.6738198416774648
AATS0s,3.8587683829393566
AATS0v,231.93945781479115
AATS1Z,27.666666666666668
AATS1d,3.911111111111111
AATS1i,145.30610480821105
AATS1m,105.77853893333341
AATS1p,1.951812219555556
AATS1s,3.1608367626886142
AATS1v,274.97644538779775
AATS2Z,24.67105263157895
AATS2d,3.763157894736842
AATS2i,151.66472118799896
AATS2m,94.03738409210523
AATS2p,1.6966700303708946
AATS2s,2.8854369720597797
AATS2v,236.75146944662433
AATS3Z,20.307692307692307
AATS3d,3.10989010989011
AATS3i,152.744225535386
AATS3m,73.97795495604396
AATS3p,1.5437006792680885
AATS3s,3.0462115045448366
AATS3v,209.59545325892563
AATS4Z,18.741071428571427
AATS4d,2.5982142857142856
AATS4i,165.52930202728683
AATS4m,69.09219994642861
AATS4p,1.283173412145706
AATS4s,3.056974757495591
AATS4v,168.15217747497988
AATS5Z,20.023255813953487
AATS5d,3.058139534883721
AATS5i,158.2195007295728
AATS5m,71.20448590697673
AATS5p,1.4537301512114877
AATS5s,3.078093597473443
AATS5v,190.08711654229967
AATS6Z,23.714285714285715
AATS6d,3.0428571428571427
AATS6i,159.97611311421997
AATS6m,87.61722057142855
AATS6p,1.5193040152078134
AATS6s,3.413977072310406
AATS6v,210.19966005444428
AATS7Z,17.897435897435898
AATS7d,2.717948717948718
AATS7i,159.37512553428166
AATS7m,64.50468044871796
AATS7p,1.3697901498773455
AATS7s,2.9890788224121567
AATS7v,179.4283847375187
AATS8Z,16.676470588235293
AATS8d,2.7205882352941178
AATS8i,158.67047816171035
AATS8m,57.93620342647059
AATS8p,1.4082021047763529
AATS8s,2.979370915032681
AATS8v,180.90759627523258
AMID_C,1.5183962773483755
AMID_N,0.25434984068501
AMID_O,0.15839496871195188
AMID_X,0.0
AMID_h,0.497131495174237
ATS0dv,324.44444444444446
ATS0pe,267.05339999999995
ATS0se,329.43229299999996
ATS1dv,342.6666666666667
ATS1pe,291.62760000000003
ATS1se,348.8765879999998
ATS2dv,464.66666666666663
ATS2pe,477.1280999999999
ATS2se,581.30041
ATS3dv,434.33333333333337
ATS3pe,575.2159999999998
ATS3se,701.5804160000005
ATS4dv,460.66666666666663
ATS4pe,691.0467
ATS4se,860.8198619999996
ATS5dv,384.33333333333337
ATS5pe,546.0899999999999
ATS5se,675.7078359999999
ATS6dv,330.6666666666667
ATS6pe,462.7426
ATS6se,562.5928599999996
ATS7dv,265.0
ATS7pe,478.2820000000002
ATS7se,595.739024
ATS8dv,176.0
ATS8pe,424.43049999999994
ATS8se,527.810816
ATSC0Z,444.5116279069767
ATSC0c,0.6055409694275092
ATSC0d,29.767441860465112
ATSC0i,69.5550467258884
ATSC0m,2033.409421116279
ATSC0p,12.588419228724277
ATSC0s,46.821860943630966
ATSC0v,2230.6776923889747
ATSC1Z,32.60411032990804
ATSC1c,-0.3237418493318703
ATSC1d,13.03407247160627
ATSC1i,-0.6300873387472842
ATSC1m,149.49152273877786
ATSC1p,0.6072164289026403
ATSC1s,-2.39464576373541
ATSC1v,49.38985765504123
ATSC2Z,180.2352623039481
ATSC2c,0.24456902469287467
ATSC2d,-2.147106544077882
ATSC2i,-2.9324336027830715
ATSC2m,841.0597132595998
ATSC2p,1.2329486445219744
ATSC2s,11.218328030722867
ATSC2v,692.1629500325819
ATSC3Z,-132.29204975662526
ATSC3c,-0.5050560585902247
ATSC3d,-0.5776095186587358
ATSC3i,-53.28367315939133
ATSC3m,-630.5330444321253
ATSC3p,-6.073255017391168
ATSC3s,-8.072062179460067
ATSC3v,-1230.7769635586715
ATSC4Z,294.13250405624666
ATSC4c,0.3850724752095863
ATSC4d,1.931314223904812
ATSC4i,44.1453837239893
ATSC4m,1347.5889238134123
ATSC4p,6.4974240195144555
ATSC4s,21.022929153488974
ATSC4v,1153.7912355720864
ATSC5Z,-299.8604651162791
ATSC5c,-0.11636061988778312
ATSC5d,-7.790697674418603
ATSC5i,-26.547187850105
ATSC5m,-1317.605180302325
ATSC5p,-6.191006640926652
ATSC5s,1.479579385587138
ATSC5v,-515.9319751300727
ATSC6Z,-31.065440778799385
ATSC6c,0.0057508981653219444
ATSC6d,-2.3423472147106557
ATSC6i,16.174547683555193
ATSC6m,-175.8811960265007
ATSC6p,0.15597886172317374
ATSC6s,-17.75355102413271
ATSC6v,-286.12076851282285
ATSC7Z,-16.742022714981054
ATSC7c,0.08155718205184208
ATSC7d,0.305570578691182
ATSC7i,-4.132350403711939
ATSC7m,-52.48632918766893
ATSC7p,-0.414421059088994
ATSC7s,4.153785626160585
ATSC7v,173.29408839328522
ATSC8Z,-194.43699296917254
ATSC8c,-0.12309029019693761
ATSC8d,-7.725256895619257
ATSC8i,10.523284123565604
ATSC8m,-891.2787631141157
ATSC8p,1.109962174749907
ATSC8s,-38.03862540905586
ATSC8v,-327.9839478588494
AXp-0d,0.7216511032241418
AXp-1d,0.4368919965748473
AXp-2d,0.2933932114802391
AXp-3d,0.1768808492993177
AXp-4d,0.11477201366081395
AXp-5d,0.07434199606694325
AXp-6d,0.04741277243240096
AXp-7d,0.03080000362178214
GATS1Z,0.734888912141188
GATS1c,1.5452726520025846
GATS1d,0.8308854166666667
GATS1i,1.1167444016513568
GATS1m,0.7361850347112481
GATS1p,0.9100682084731826
GATS1s,0.6398542733244426
GATS1v,0.9155047383384968
GATS2Z,0.7055347967596086
GATS2c,0.7373354387441347
GATS2d,1.5223273026315791
GATS2i,1.0733961559614364
GATS2m,0.6979407295213462
GATS2p,0.9480779795209012
GATS2s,0.5418055306650961
GATS2v,0.7979592924456169
GATS3Z,0.9604317415345981
GATS3c,1.4811986567644881
GATS3d,1.0853365384615385
GATS3i,1.3811312093947647
GATS3m,0.9737702743022758
GATS3p,1.125878883322705
GATS3s,1.0016609989137624
GATS3v,1.191827030315717
GATS4Z,0.7609474730563985
GATS4c,0.8299511851753218
GATS4d,0.80625
GATS4i,0.7696862371487402
GATS4m,0.7609958916748877
GATS4p,0.74021738502404
GATS4s,0.958689339789414
GATS4v,0.7505023106080402
GATS5Z,1.8386261379093858
GATS5c,1.6069329684778078
GATS5d,1.1484375
GATS5i,1.272185083334454
GATS5m,1.7743927293707895
GATS5p,1.561362261870189
GATS5s,1.454654052585979
GATS5v,1.0918971941686362
GATS6Z,1.0751124829967564
GATS6c,1.815240019113685
GATS6d,0.94734375
GATS6i,0.9764259100585889
GATS6m,1.074958526601124
GATS6p,0.9426345406146633
GATS6s,1.7478568744022955
GATS6v,0.943505354284182
GATS7Z,1.124137764506081
GATS7c,1.2470307373707075
GATS7d,0.9315805288461539
GATS7i,1.0105673861063216
GATS7m,1.1065844863890513
GATS7p,1.0754815606380899
GATS7s,1.3064646259454398
GATS7v,0.9423384676148405
GATS8Z,1.3478109670152463
GATS8c,1.1164216866031782
GATS8d,1.2345703125
GATS8i,0.8658871130113562
GATS8m,1.3385853180357208
GATS8p,0.9772289966346676
GATS8s,2.716974347497397
GATS8v,1.0483359283497307
MATS1Z,0.07008824247497468
MATS1c,-0.5108710034720974
MATS1d,0.4184027777777777
MATS1i,-0.00865621526210674
MATS1m,0.07025021797286647
MATS1p,0.04609228700761373
MATS1s,-0.0488706987934491
MATS1v,0.021157136699488335
MATS2Z,0.22940955375778574
MATS2c,0.22851398459672245
MATS2d,-0.04081003289473688
MATS2i,-0.023853625909721298
MATS2m,0.2340220948916958
MATS2p,0.05541516786094857
MATS2s,0.1355608637546669
MATS2v,0.17556032973245717
MATS3Z,-0.14062990478183537
MATS3c,-0.39411513819775607
MATS3d,-0.009168956043956067
MATS3i,-0.361986665097241
MATS3m,-0.14652444448054272
MATS3p,-0.2279698341182006
MATS3s,-0.08146346733926026
MATS3v,-0.260717148792827
MATS4Z,0.25404481008684743
MATS4c,0.24414586752643958
MATS4d,0.024909319196428557
MATS4i,0.24367281608063415
MATS4m,0.2544386216665726
MATS4p,0.1981620310265653
MATS4s,0.17238322002750303
MATS4v,0.19858244080326504
MATS5Z,-0.3372920372501832
MATS5c,-0.09607989034812361
MATS5d,-0.130859375
MATS5i,-0.1908358135012519
MATS5m,-0.32398915009919654
MATS5p,-0.2459008763705614
MATS5s,0.01580009162139465
MATS5v,-0.11564467087522813
MATS6Z,-0.04293038759921678
MATS6c,0.005833948098687816
MATS6d,-0.048337053571428604
MATS6i,0.1428479175090963
MATS6m,-0.05313308033718728
MATS6p,0.007611407337663197
MATS6s,-0.23292010509998137
MATS6v,-0.07879215417698664
MATS7Z,-0.020763408751271036
MATS7c,0.074249328927868
MATS7d,0.005659054487179442
MATS7i,-0.03275234097897061
MATS7m,-0.014229682875649722
MATS7p,-0.01814865610987548
MATS7s,0.04890680153299622
MATS7v,0.04282730797482
MATS8Z,-0.27660199791960316
MATS8c,-0.12854044724651248
MATS8d,-0.16410845588235304
MATS8i,0.09567141393200426
MATS8m,-0.27717130717036675
MATS8p,0.05575663099908259
MATS8s,-0.5137308977249967
MATS8v,-0.09297695260721149
MAXaaN,4.499004472159234
MAXaaO,5.240524376417233
MAXaaS,1.415469051818258
MINaaN,4.040298721340388
MINaaO,5.240524376417233
MINaaS,1.415469051818258
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.140175964011213
SpAD_D,238.46077924682052
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-0.05378072776656828
SssssN,0
TMPC10,652
TMWC10,125.36703657333378
TSRW10,74.48522107676227
VE1_Dt,4.830663399928115
VE2_Dt,0.20127764166367146
VE3_Dt,2.4504525454683472
VR1_Dt,136.3371849442172
VR2_Dt,5.680716039342383
VR3_Dt,5.790599855754104
Xc-3dv,1.8063085035078585
Xc-4dv,0.25
Xc-5dv,0.26453176921322996
Xc-6dv,0.06454972243679029
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.4516571270242268
Xch-7d,0.642074261314055
Xp-0dv,14.899770258456988
Xp-1dv,8.53048082354897
Xp-2dv,7.428518237032286
Xp-3dv,4.387805259160563
Xp-4dv,3.200062951308149
Xp-5dv,1.9168083764410053
Xp-6dv,1.1041496427363784
Xp-7dv,0.5167461436163342
Xpc-4d,4.487936213876866
Xpc-5d,6.820113741486466
Xpc-6d,9.439711459414536
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,45
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.95008863082632
AATS0dv,7.545219638242894
AATS0pe,6.21054418604651
AATS0se,7.661216116279069
AATS1dv,7.614814814814816
AATS1pe,6.480613333333334
AATS1se,7.752813066666662
AATS2dv,6.114035087719298
AATS2pe,6.2780013157894725
AATS2se,7.648689605263159
AATS3dv,4.772893772893774
AATS3pe,6.321054945054943
AATS3se,7.709674901098906
AATS4dv,4.113095238095238
AATS4pe,6.170059821428572
AATS4se,7.6858916249999965
AATS5dv,4.468992248062016
AATS5pe,6.349883720930231
AATS5se,7.857067860465116
AATS6dv,4.723809523809524
AATS6pe,6.610608571428571
AATS6se,8.037040857142852
AATS7dv,3.3974358974358974
AATS7pe,6.131820512820515
AATS7se,7.6376797948717945
AATS8dv,2.588235294117647
AATS8pe,6.241624999999999
AATS8se,7.761923764705883
AATSC0Z,10.3374797187669
AATSC0c,0.014082348126221144
AATSC0d,0.6922660897782584
AATSC0i,1.6175592261834513
AATSC0m,47.28859118875067
AATSC0p,0.29275393555172735
AATSC0s,1.0888804870611852
AATSC0v,51.87622540439476
AATSC1Z,0.7245357851090676
AATSC1c,-0.007194263318486006
AATSC1d,0.2896460549245838
AATSC1i,-0.01400194086105076
AATSC1m,3.322033838639508
AATSC1p,0.013493698420058672
AATSC1s,-0.053214350305231334
AATSC1v,1.0975523923342496
AATSC2Z,2.371516609262475
AATSC2c,0.0032180134828009824
AATSC2d,-0.028251401895761603
AATSC2i,-0.038584652668198306
AATSC2m,11.066575174468419
AATSC2p,0.016223008480552293
AATSC2s,0.14760957935161667
AATSC2v,9.107407237270815
AATSC3Z,-1.4537587885343435
AATSC3c,-0.0055500665779145576
AATSC3d,-0.006347357347898195
AATSC3i,-0.5855348698834212
AATSC3m,-6.928934554199179
AATSC3p,-0.06673906612517767
AATSC3s,-0.08870397999406666
AATSC3v,-13.525021577567818
AATSC4Z,2.626183071930774
AATSC4c,0.003438147100085592
AATSC4d,0.017243876999150108
AATSC4i,0.394155211821333
AATSC4m,12.032043962619753
