DLiP-ID,I001FA
ATS3p,193.03224177388597
ATS3s,366.3539094650206
ATS3v,26511.197546321255
ATS4Z,2890.0
ATS4d,403.0
ATS4i,22287.255986349424
ATS4m,10828.93683
ATS4p,188.875617086376
ATS4s,450.18739521414415
ATS4v,25647.072087248933
ATS5Z,2436.0
ATS5d,394.0
ATS5i,22976.0786605997
ATS5m,8830.771959000002
ATS5p,185.14953032031903
ATS5s,397.30144032921817
ATS5v,24709.956625587307
ATS6Z,2783.0
ATS6d,361.0
ATS6i,20791.912861650675
ATS6m,10459.151651000002
ATS6p,182.280453836376
ATS6s,354.261316872428
ATS6v,24344.17459635305
ATS7Z,2003.0
ATS7d,334.0
ATS7i,21458.644054412398
ATS7m,7090.270068
ATS7p,160.53879066031902
ATS7s,356.95987654320993
ATS7v,20637.43658474013
ATS8Z,1662.0
ATS8d,268.0
ATS8i,15965.357758867453
ATS8m,5825.846209999999
ATS8p,129.156818428131
ATS8s,282.68724279835385
ATS8v,16869.55957400054
C1SP1,1
C1SP2,1
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.3181818181818182
GGI10,0.1850851953882257
JGI10,0.008047182408183725
JGT10,0.48820308400101925
Kier1,23.168044077134986
Kier2,9.868055555555555
Kier3,4.859504132231405
MAXdO,13.03389089968781
MAXtN,8.956433451524296
MID_C,45.64235707168907
MID_N,8.44610384771983
MID_O,3.6025747505061303
MID_X,3.528119148413575
MID_h,15.576797746639533
MINdO,13.001483492280403
MINtN,8.956433451524296
MPC10,200
MWC01,33.0
MWC02,5.093750200806762
MWC03,5.968707559985366
MWC04,6.876264611890766
MWC05,7.771910256435763
MWC06,8.688285266258644
MWC07,9.594718027753862
MWC08,10.51713146323313
MWC09,11.43107529148072
MWC10,12.358059557527902
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,3
NsssP,0
SLogP,4.296680000000004
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.556828061699537
SRW05,3.044522437723423
SRW06,7.095893221097532
SRW07,5.53338948872752
SRW08,8.722417141427496
SRW09,7.734996194022781
SRW10,10.399311207383771
SaaCH,12.208282873489846
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.8750661812480214
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.5735935386296129
SdssS,0
SsCH3,2.0664633350789554
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,5.0829861600717825
SsssP,0
VE1_A,4.119260091389671
VE1_D,5.381051805758531
VE2_A,0.13730866971298902
VE2_D,0.1793683935252844
VE3_A,2.5142858464328985
VE3_D,2.7814961466626906
VR1_A,739.1923497546352
VR1_D,196.20773777753794
VR2_A,24.63974499182117
VR2_D,6.540257925917931
VR3_A,7.704170459584122
VR3_D,6.377786273235458
WPath,2628
Xc-3d,2.253775377200259
Xc-4d,0.0
Xc-5d,0.4798793445280385
Xc-6d,0.0
Xp-0d,21.413484604514082
Xp-1d,14.405417200814469
Xp-2d,13.231336889476093
Xp-3d,11.394819683860756
Xp-4d,9.966815823709997
Xp-5d,7.546397740922827
Xp-6d,5.769508972568075
Xp-7d,3.8358305024240056
ZMIC0,96.81675409540551
ZMIC1,50.383410329170786
ZMIC2,32.70172101672187
ZMIC3,29.41454716501766
ZMIC4,26.936724955970845
ZMIC5,26.936724955970845
nAcid,0
nAtom,50
nBase,1
nRing,4
piPC1,3.784189633918261
piPC2,4.31748811353631
piPC3,4.836281906951478
piPC4,5.3482972988530575
piPC5,5.7745515455444085
piPC6,5.967107815603242
piPC7,6.101159405914612
piPC8,6.367972755128485
piPC9,6.443435466204699
AATS0Z,34.28
AATS0d,3.64
AATS0i,160.80021105887562
AATS0m,140.08514280000003
AATS0p,1.7175853219395998
AATS0s,4.797434080170706
AATS0v,247.06053781490976
AATS1Z,28.754716981132077
AATS1d,4.415094339622642
AATS1i,145.41231032596227
AATS1m,111.34808881132075
AATS1p,1.9545257773584905
AATS1s,3.1014053886171284
AATS1v,284.5492092799709
AATS2Z,25.4468085106383
AATS2d,4.053191489361702
AATS2i,154.4178133475111
AATS2m,97.33204974468084
AATS2p,1.7186647057866273
AATS2s,2.853887575518782
AATS2v,244.0653113266095
AATS3Z,21.078125
AATS3d,3.3125
AATS3i,157.9612465626351
AATS3m,77.811514578125
AATS3p,1.5080643888584842
AATS3s,2.8621399176954734
AATS3v,207.1187308306348
AATS4Z,20.79136690647482
AATS4d,2.8992805755395685
AATS4i,160.339971124816
AATS4m,77.90602035971223
AATS4p,1.3588173891106188
AATS4s,3.2387582389506773
AATS4v,184.51130998020815
AATS5Z,17.27659574468085
AATS5d,2.7943262411347516
AATS5i,162.95091248652267
AATS5m,62.62958836170214
AATS5p,1.3131172363143193
AATS5s,2.817740711554739
AATS5v,175.24791933040643
AATS6Z,21.083333333333332
AATS6d,2.734848484848485
AATS6i,157.51449137614148
AATS6m,79.23599735606062
AATS6p,1.3809125290634547
AATS6s,2.6837978550941513
AATS6v,184.42556512388674
AATS7Z,15.290076335877863
AATS7d,2.549618320610687
AATS7i,163.80644316345342
AATS7m,54.12419899236641
AATS7p,1.2254869516054887
AATS7s,2.7248845537649613
AATS7v,157.5376838529781
AATS8Z,16.959183673469386
AATS8d,2.7346938775510203
AATS8i,162.91181386599442
AATS8m,59.447410306122435
AATS8p,1.317926718654398
AATS8s,2.884563702024019
AATS8v,172.1383630000055
AMID_C,1.5214119023896358
AMID_N,0.2815367949239943
AMID_O,0.12008582501687101
AMID_X,0.11760397161378583
AMID_h,0.5192265915546511
ATS0dv,399.2098765432099
ATS0pe,320.4598
ATS0se,391.92185799999993
ATS1dv,408.22222222222223
ATS1pe,346.9275
ATS1se,412.4821519999999
ATS2dv,585.3333333333333
ATS2pe,610.2543999999999
ATS2se,734.9365839999999
ATS3dv,607.4444444444446
ATS3pe,814.5627
ATS3se,996.1748319999999
ATS4dv,549.0493827160494
ATS4pe,874.0325
ATS4se,1078.041673
ATS5dv,497.44444444444446
ATS5pe,874.1638
ATS5se,1086.9289
ATS6dv,397.1111111111111
ATS6pe,814.0549000000001
ATS6se,1008.166396
ATS7dv,334.22222222222223
ATS7pe,797.1021
ATS7se,999.3564880000001
ATS8dv,324.6666666666667
ATS8pe,611.1055000000001
ATS8se,761.739364
ATSC0Z,656.0000000000002
ATSC0c,0.7025508327948684
ATSC0d,34.08
ATSC0i,76.70927993641195
ATSC0m,3073.462828320001
ATSC0p,12.819732560588001
ATSC0s,86.66027206218565
ATSC0v,2525.8944283448095
ATSC1Z,14.28000000000003
ATSC1c,-0.46609074288417607
ATSC1d,10.6752
ATSC1i,-21.1627024857979
ATSC1m,67.32032218079995
ATSC1p,-0.9391895078164806
ATSC1s,2.3105254229538192
ATSC1v,-66.94965951125045
ATSC2Z,61.640000000000036
ATSC2c,0.24035458325847114
ATSC2d,-1.3903999999999985
ATSC2i,9.728952136159245
ATSC2m,290.94858419839994
ATSC2p,1.9314918356411588
ATSC2s,7.144916232281667
ATSC2v,225.6703777888761
ATSC3Z,-150.32
ATSC3c,-0.17019754310142435
ATSC3d,-12.604800000000001
ATSC3i,-3.034906262444313
ATSC3m,-705.8913264992
ATSC3p,-2.728734901473681
ATSC3s,1.897204663923185
ATSC3v,-491.7529933774942
ATSC4Z,279.04
ATSC4c,0.08741318505391506
ATSC4d,-1.0624000000000011
ATSC4i,-28.88802256789014
ATSC4m,1283.0195841504
ATSC4p,-0.6579540864878379
ATSC4s,16.20129170858101
ATSC4v,-156.1328895057839
ATSC5Z,51.359999999999964
ATSC5c,-0.18337027890560792
ATSC5d,-0.7056000000000007
ATSC5i,38.006769869697926
ATSC5m,266.70316529760004
ATSC5p,6.588556322576039
ATSC5s,-26.763469272976685
ATSC5v,892.7931755118248
ATSC6Z,332.12
ATSC6c,0.20191064624153612
ATSC6d,-7.011200000000001
ATSC6i,-42.25360007336805
ATSC6m,1499.3235970352002
ATSC6p,-6.227091965443918
ATSC6s,-2.022958969669257
ATSC6v,-588.8613242561419
ATSC7Z,23.159999999999933
ATSC7c,-0.04687803018054476
ATSC7d,-0.8496000000000018
ATSC7i,6.606364952715149
ATSC7m,126.73416620159998
ATSC7p,3.408866288718041
ATSC7s,-26.85231944825484
ATSC7v,321.7155682946385
ATSC8Z,-289.32
ATSC8c,-0.012730852065643918
ATSC8d,-2.7968000000000006
ATSC8i,3.1063603411534633
ATSC8m,-1339.9313147872003
ATSC8p,-1.4083303893250805
ATSC8s,-10.360119372046944
ATSC8v,-158.11168497812162
AXp-0d,0.7137828201504693
AXp-1d,0.4365277939640748
AXp-2d,0.2756528518640853
AXp-3d,0.17264878308879933
AXp-4d,0.10952544861219776
AXp-5d,0.06678228089312237
AXp-6d,0.04337976671103816
AXp-7d,0.025235726989631616
GATS1Z,0.5355499309710077
GATS1c,1.6919100305577517
GATS1d,0.8002812472318186
GATS1i,1.4068957986348378
GATS1m,0.5402159359460317
GATS1p,0.9160569570422237
GATS1s,0.4583595957001622
GATS1v,0.8833056423590704
GATS2Z,0.6217971587960559
GATS2c,1.0627860820737025
GATS2d,1.2236539806213165
GATS2i,1.0672634949700146
GATS2m,0.6253374531385584
GATS2p,0.7793824121429099
GATS2s,0.4604658613846392
GATS2v,0.8364700921775015
GATS3Z,0.937773913871951
GATS3c,1.3166741466210496
GATS3d,1.1906726819248825
GATS3i,1.0555777769753723
GATS3m,0.9396437382093216
GATS3p,1.0087833375142157
GATS3s,0.7602237992208042
GATS3v,1.0145339948829586
GATS4Z,0.6461934111247585
GATS4c,1.0948183179340891
GATS4d,0.9826645725672982
GATS4i,1.118815043278973
GATS4m,0.6523640242918493
GATS4p,0.9473984146911034
GATS4s,1.0759739746138712
GATS4v,0.9875715649784984
GATS5Z,0.7991318543504582
GATS5c,1.1640069829364934
GATS5d,1.0401058835281192
GATS5i,0.7843417091038882
GATS5m,0.7997659365710982
GATS5p,0.7654192702238588
GATS5s,1.2640464579137718
GATS5v,0.8662318552271562
GATS6Z,0.6948909830007388
GATS6c,0.8441735199773993
GATS6d,0.9639751387110541
GATS6i,1.1447164246115278
GATS6m,0.7048740416734595
GATS6p,1.1659198035714304
GATS6s,0.7974338105291696
GATS6v,1.1025800154548202
GATS7Z,0.8572833271271642
GATS7c,0.9816905661921004
GATS7d,0.9768214887288106
GATS7i,0.8870349997400256
GATS7m,0.8589550939893954
GATS7p,0.8717732453960875
GATS7s,1.2410983909090705
GATS7v,0.9765992425980325
GATS8Z,1.375381097560975
GATS8c,1.023337503698601
GATS8d,1.0563380281690142
GATS8i,0.900841210986434
GATS8m,1.3700725163973173
GATS8p,1.087047865699436
GATS8s,1.1300052704286179
GATS8v,1.0445887597771455
MATS1Z,0.020536125172572514
MATS1c,-0.6258739260968554
MATS1d,0.29550890247143236
MATS1i,-0.26026595064374064
MATS1m,0.020663903048123208
MATS1p,-0.06911437764986247
MATS1s,0.0251527131542656
MATS1v,-0.025005026114285064
MATS2Z,0.04998053969901402
MATS2c,0.18197712765593205
MATS2d,-0.021701128758365777
MATS2i,0.0674621707412718
MATS2m,0.05035358937349141
MATS2p,0.08014124081150793
MATS2s,0.04385501299683756
MATS2v,0.04752274427904029
MATS3Z,-0.08951028963414631
MATS3c,-0.09463146603856605
MATS3d,-0.14447623239436622
MATS3i,-0.015454587238337224
MATS3m,-0.08971600270320262
MATS3p,-0.08314620182991295
MATS3s,0.008551733732305836
MATS3v,-0.07604871006582756
MATS4Z,0.1530092998771714
MATS4c,0.044756322643479875
MATS4d,-0.011213564359779795
MATS4i,-0.13546437970783756
MATS4m,0.15016216619662068
MATS4p,-0.01846170586723238
MATS4s,0.06724884003005384
MATS4v,-0.02223486035834435
MATS5Z,0.027763362740010355
MATS5c,-0.09255546867555896
MATS5d,-0.007341923883727905
MATS5i,0.17569683849398934
MATS5m,0.03077167215416112
MATS5p,0.18224775588984904
MATS5s,-0.10951491052280123
MATS5v,0.12533909616208438
MATS6Z,0.19177291204730224
MATS6c,0.10886230835463596
MATS6d,-0.07792715891307442
MATS6i,-0.2086468750092543
MATS6m,0.18478362572161386
MATS6p,-0.18399346050783422
MATS6s,-0.008842256304550593
MATS6v,-0.08830675162515392
MATS7Z,0.013475144293427622
MATS7c,-0.025467734285256866
MATS7d,-0.00951510590259114
MATS7i,0.03287103389343738
MATS7m,0.015738540487687223
MATS7p,0.10149150906060864
MATS7s,-0.11826615177589596
MATS7v,0.04861335464429499
MATS8Z,-0.22501866600298648
MATS8c,-0.009245356183998054
MATS8d,-0.04187026923445436
MATS8i,0.02066083433962722
MATS8m,-0.22243263188757145
MATS8p,-0.05604921237826528
MATS8s,-0.060994214119555315
MATS8v,-0.031936895748455936
MAXsCl,6.052408064812368
MAXtsC,2.1211977290954303
MINsCl,6.052408064812368
MINtsC,2.1211977290954303
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.42326829588426
SpAD_D,365.0840438553158
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.5637930349672775
SssNH2,0
SsssAs,0
SsssCH,-0.38526419288339153
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1229
TMWC10,141.29990223537288
TSRW10,82.29205037147304
VE1_Dt,5.419547512415204
VE2_Dt,0.18065158374717347
VE3_Dt,2.7886246158403725
VR1_Dt,191.60420829536034
VR2_Dt,6.386806943178678
VR3_Dt,6.354044117926924
Xc-3dv,1.243888767525882
Xc-4dv,0.0
Xc-5dv,0.17217418097998183
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.16037507477489604
Xch-6d,0.5741003209262339
Xch-7d,1.1521488536227722
Xp-0dv,17.897717348435748
Xp-1dv,10.502754966167295
Xp-2dv,8.386249868036355
Xp-3dv,6.154669542700205
Xp-4dv,4.73447037956874
Xp-5dv,3.075246018167742
Xp-6dv,2.0584738924063717
Xp-7dv,1.2382384164327
Xpc-4d,5.260148166243451
Xpc-5d,9.168958058941627
Xpc-6d,13.673736920422742
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,53
nFRing,1
nHBAcc,4
nHBDon,0
nHRing,2
nSpiro,0
naRing,2
piPC10,6.615395616979245
AATS0dv,7.984197530864197
AATS0pe,6.409196
AATS0se,7.838437159999999
AATS1dv,7.70230607966457
AATS1pe,6.545801886792453
AATS1se,7.782682113207546
AATS2dv,6.2269503546099285
AATS2pe,6.492068085106382
AATS2se,7.818474297872339
AATS3dv,4.745659722222223
AATS3pe,6.36377109375
AATS3se,7.782615874999999
AATS4dv,3.9499955591082694
AATS4pe,6.2880035971223025
AATS4se,7.755695489208633
AATS5dv,3.5279747832939323
AATS5pe,6.1997432624113475
AATS5se,7.708715602836881
AATS6dv,3.008417508417508
AATS6pe,6.1670825757575765
AATS6se,7.637624212121212
AATS7dv,2.551314673452078
AATS7pe,6.084748854961831
AATS7se,7.628675480916032
AATS8dv,3.3129251700680276
AATS8pe,6.235770408163266
AATS8se,7.772850653061225
AATSC0Z,13.120000000000005
AATSC0c,0.014051016655897369
AATSC0d,0.6816
AATSC0i,1.534185598728239
AATSC0m,61.46925656640002
AATSC0p,0.25639465121176
AATSC0s,1.733205441243713
AATSC0v,50.51788856689619
AATSC1Z,0.2694339622641515
AATSC1c,-0.008794164960078794
AATSC1d,0.20141886792452832
AATSC1i,-0.3992962733169415
AATSC1m,1.2701947581283008
AATSC1p,-0.017720556751254352
AATSC1s,0.043594819301015456
AATSC1v,-1.263201122853782
AATSC2Z,0.6557446808510642
AATSC2c,0.002556963651685863
AATSC2d,-0.014791489361702112
AATSC2i,0.10349949081020474
AATSC2m,3.095197704238297
AATSC2p,0.020547785485544243
AATSC2s,0.07600974715193262
AATSC2v,2.4007486998816607
AATSC3Z,-1.174375
AATSC3c,-0.0013296683054798777
AATSC3d,-0.09847500000000001
AATSC3i,-0.023710205175346194
AATSC3m,-5.514775988275
AATSC3p,-0.02131824141776313
AATSC3s,0.014821911436899883
AATSC3v,-3.8418202607616734
AATSC4Z,2.0074820143884895
AATSC4c,0.0006288718349202522
AATSC4d,-0.007643165467625907
AATSC4i,-0.20782750048841828
