DLiP-ID,I000OJ
ATS6v,21331.249719225587
ATS7Z,1775.0
ATS7d,314.0
ATS7i,18666.476695908066
ATS7m,6342.596319999999
ATS7p,158.90430121607397
ATS7s,281.3662551440329
ATS7v,20784.372437048038
ATS8Z,1667.0
ATS8d,283.0
ATS8i,17536.43708682158
ATS8m,5935.2349079999985
ATS8p,146.15056917867798
ATS8s,279.8271604938272
ATS8v,18797.15522970474
C1SP1,0
C1SP2,4
C1SP3,2
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.13043478260869565
GGI10,0.12376288133863891
JGI10,0.006188144066931945
JGT10,0.42558445826743824
Kier1,24.134948096885815
Kier2,11.421457673155274
Kier3,6.320881483472185
MAXdO,12.311131787526957
MID_C,47.94458907143124
MID_N,12.140233241598082
MID_O,1.7824044870168287
MID_X,1.7586859015237493
MID_h,15.68132363013866
MINdO,12.311131787526957
MPC10,130
MWC01,34.0
MWC02,5.093750200806762
MWC03,5.937536205082426
MWC04,6.807934943699926
MWC05,7.667158255319148
MWC06,8.54188580400661
MWC07,9.4066470133368
MWC08,10.283805778222337
MWC09,11.151453318547691
MWC10,12.030450596831681
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.892720000000003
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.54907608489522
SRW05,0.0
SRW06,7.062191632286556
SRW07,0.0
SRW08,8.665785595466064
SRW09,0.0
SRW10,10.317879365460813
SaaCH,18.314005012816217
SaaNH,0
SaaSe,0
SaaaC,1.8875528505513455
SaasC,4.998355231418466
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.23836362868070737
SdssS,0
SsCH3,3.8447051344311927
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,9.270870115826245
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9567857132264015
VE1_D,5.489387420399492
VE2_A,0.12763824881375488
VE2_D,0.17707701356127392
VE3_A,2.5068341185807577
VE3_D,2.8342187798032197
VR1_A,1351.9456989376404
VR1_D,200.8468107240202
VR2_A,43.61115157863356
VR2_D,6.4789293781942
VR3_A,8.340702203779772
VR3_D,6.433944593275724
WPath,3166
Xc-3d,1.9835632021927505
Xc-4d,0.0
Xc-5d,0.30752966144070765
Xc-6d,0.0
Xp-0d,21.794317972067567
Xp-1d,15.02920844090216
Xp-2d,13.448415007989885
Xp-3d,11.312026506471867
Xp-4d,9.208103996151888
Xp-5d,7.6333414716066805
Xp-6d,5.295983020925401
Xp-7d,3.5678767011657713
ZMIC0,100.76736924717319
ZMIC1,54.201878632768235
ZMIC2,29.63557880738823
ZMIC3,25.826482438022378
ZMIC4,25.68415783347849
ZMIC5,25.68415783347849
nAcid,0
nAtom,52
nBase,0
nRing,4
piPC1,3.8607297110405954
piPC2,4.4942386252808095
piPC3,5.09528276815654
piPC4,5.681877639268151
piPC5,6.255270080141082
piPC6,6.474131793829152
piPC7,6.768241743251493
piPC8,7.101412087958425
piPC9,7.471934300227864
AATS0Z,28.76923076923077
AATS0d,3.519230769230769
AATS0i,161.93446102035827
AATS0m,115.9472869615385
AATS0p,1.6564841346505577
AATS0s,3.7613198035008732
AATS0v,241.80565669214747
AATS1Z,27.327272727272728
AATS1d,4.090909090909091
AATS1i,148.15052762027454
AATS1m,105.1341460909091
AATS1p,1.9099300814545457
AATS1s,3.268555929667041
AATS1v,280.24264796141085
AATS2Z,24.6
AATS2d,3.811111111111111
AATS2i,154.64764758151713
AATS2m,93.82737756666667
AATS2p,1.702974371488256
AATS2s,3.200685871056241
AATS2v,244.34657572413016
AATS3Z,21.482142857142858
AATS3d,3.4017857142857144
AATS3i,155.6852162577985
AATS3m,80.1135068125
AATS3p,1.5588007278079463
AATS3s,3.0516424162257496
AATS3v,218.65601428171894
AATS4Z,18.65
AATS4d,3.0
AATS4i,162.12570886579266
AATS4m,67.49473679999998
AATS4p,1.3832670637919748
AATS4s,3.179312414266118
AATS4v,190.6115558695021
AATS5Z,17.094017094017094
AATS5d,2.965811965811966
AATS5i,162.82869966748999
AATS5m,61.42228263247863
AATS5p,1.3585560726972992
AATS5s,2.9118567760543073
AATS5v,186.00498003062344
AATS6Z,17.882882882882882
AATS6d,2.891891891891892
AATS6i,158.92400063689854
AATS6m,64.79755800900901
AATS6p,1.4265027917570903
AATS6s,2.7390446001557107
AATS6v,192.1734208939242
AATS7Z,15.17094017094017
AATS7d,2.6837606837606836
AATS7i,159.5425358624621
AATS7m,54.21022495726495
AATS7p,1.3581564206502048
AATS7s,2.4048397875558365
AATS7v,177.64420886365843
AATS8Z,15.154545454545454
AATS8d,2.5727272727272728
AATS8i,159.42215533474163
AATS8m,53.95668098181817
AATS8p,1.3286415379879817
AATS8s,2.5438832772166107
AATS8v,170.88322936095216
AMID_C,1.546599647465524
AMID_N,0.39162042714832523
AMID_O,0.057496918936026736
AMID_X,0.056731803274959657
AMID_h,0.5058491493593116
ATS0dv,415.60493827160496
ATS0pe,328.46629999999993
ATS0se,401.1567689999999
ATS1dv,447.1111111111111
ATS1pe,360.948
ATS1se,428.5891619999999
ATS2dv,620.2222222222222
ATS2pe,582.2609000000001
ATS2se,699.7663039999999
ATS3dv,612.6666666666667
ATS3pe,711.3575000000001
ATS3se,863.594176
ATS4dv,537.1111111111111
ATS4pe,764.6944
ATS4se,934.22511
ATS5dv,451.1111111111111
ATS5pe,733.055
ATS5se,900.950734
ATS6dv,408.77777777777777
ATS6pe,687.2069
ATS6se,845.1906919999999
ATS7dv,375.1111111111111
ATS7pe,694.7800000000002
ATS7se,866.254318
ATS8dv,332.6666666666667
ATS8pe,655.8707
ATS8se,817.9253159999998
ATSC0Z,513.7692307692307
ATSC0c,0.9160962580534958
ATSC0d,30.673076923076927
ATSC0i,85.6408519713734
ATSC0m,2425.166619230769
ATSC0p,12.226848067398054
ATSC0s,46.623764552776905
ATSC0v,2572.495270812686
ATSC1Z,8.090236686390556
ATSC1c,-0.6601924405628157
ATSC1d,11.288091715976334
ATSC1i,-12.40964058472763
ATSC1m,41.07987892899443
ATSC1p,-0.050740498590522015
ATSC1s,-4.303348626769806
ATSC1v,58.473439449564125
ATSC2Z,80.707100591716
ATSC2c,0.3898712401633545
ATSC2d,-0.9534023668639016
ATSC2i,22.563985492886598
ATSC2m,374.740948100592
ATSC2p,1.1361387015455926
ATSC2s,7.614397632955719
ATSC2v,239.39411616226386
ATSC3Z,-33.19526627218933
ATSC3c,-0.30085663395154294
ATSC3d,-8.045857988165677
ATSC3i,-50.38293553292356
ATSC3m,-159.86686611242578
ATSC3p,-3.5499261849186805
ATSC3s,-1.7552895719641546
ATSC3v,-527.8537413027997
ATSC4Z,-158.73668639053253
ATSC4c,0.38608430549048256
ATSC4d,-10.745562130177515
ATSC4i,-8.125909682333214
ATSC4m,-753.9759286863904
ATSC4p,-3.430738611480248
ATSC4s,1.6568422740075106
ATSC4v,-780.7233849548826
ATSC5Z,-101.36538461538464
ATSC5c,-0.3861570498043866
ATSC5d,-11.995192307692308
ATSC5i,11.415307285890254
ATSC5m,-468.36789169230775
ATSC5p,1.171601375516581
ATSC5s,-16.695746573575793
ATSC5v,-79.12196283460388
ATSC6Z,-55.85355029585803
ATSC6c,0.15246842712930103
ATSC6d,-5.936760355029586
ATSC6i,9.802064501848212
ATSC6m,-281.9496999349112
ATSC6p,-1.9194361140647012
ATSC6s,-13.011654340377829
ATSC6v,-575.7002646654877
ATSC7Z,43.05769230769227
ATSC7c,-0.17756066572546755
ATSC7d,-2.20673076923077
ATSC7i,3.3073788230297203
ATSC7m,207.00114584615352
ATSC7p,1.214135846014159
ATSC7s,3.7940811379597434
ATSC7v,317.68910178302235
ATSC8Z,33.18047337278104
ATSC8c,0.23856323222841244
ATSC8d,2.7684911242603527
ATSC8i,-10.640040606188467
ATSC8m,148.22867339644947
ATSC8p,-0.7604857978441988
ATSC8s,-0.872525047145178
ATSC8v,-313.13332239351905
AXp-0d,0.703042515227986
AXp-1d,0.4420355423794753
AXp-2d,0.2861364895316997
AXp-3d,0.18544305748314535
AXp-4d,0.11805261533528061
AXp-5d,0.0763334147160668
AXp-6d,0.05141731088277088
AXp-7d,0.03303589538116455
GATS1Z,0.6271828934652711
GATS1c,1.770024477234305
GATS1d,0.7104246223995438
GATS1i,1.2891060426299157
GATS1m,0.6307333089752061
GATS1p,0.8945584054051411
GATS1s,0.6648003963195596
GATS1v,0.8451549752556534
GATS2Z,0.6628786744522633
GATS2c,0.8517006644919413
GATS2d,1.1546499477533958
GATS2i,0.9534935501899845
GATS2m,0.6676540261029902
GATS2p,0.8536131919358609
GATS2s,0.6029643168279641
GATS2v,0.8470152117443863
GATS3Z,0.8561723311873035
GATS3c,1.200071563124137
GATS3d,1.1950626959247648
GATS3i,1.3150424155738332
GATS3m,0.8590970050287224
GATS3p,1.0708640972002157
GATS3s,0.9324593491627945
GATS3v,1.027400852030833
GATS4Z,1.0071399161551131
GATS4c,1.0420876142196267
GATS4d,1.1223197492163008
GATS4i,1.0831973458348105
GATS4m,1.008826245952338
GATS4p,1.032084502259774
GATS4s,1.1803732256794817
GATS4v,1.051490805836875
GATS5Z,0.8526725557718221
GATS5c,1.4287181754544005
GATS5d,1.193730407523511
GATS5i,0.9682379964197936
GATS5m,0.8555541330416112
GATS5p,0.8585670504497904
GATS5s,1.3630056192801827
GATS5v,0.9505610156896358
GATS6Z,0.8585198463922824
GATS6c,0.9133536940070512
GATS6d,1.0110988731678385
GATS6i,0.9454292602128613
GATS6m,0.8666597090561128
GATS6p,1.0215728900121683
GATS6s,1.0501926891354492
GATS6v,1.0755482115411474
GATS7Z,0.7954035035184908
GATS7c,0.8250329716547617
GATS7d,0.9592476489028211
GATS7i,0.9164173845535009
GATS7m,0.8020958240446311
GATS7p,0.9517562005212646
GATS7s,0.46954175707131296
GATS7v,0.9896761756338264
GATS8Z,0.818496236507915
GATS8c,0.5719575037971042
GATS8d,0.8615787973781703
GATS8i,0.9752632251518921
GATS8m,0.8265766576406545
GATS8p,1.030787319064075
GATS8s,0.7973079770335872
GATS8v,1.100069360494424
MATS1Z,0.014887911908424006
MATS1c,-0.6813497362505269
MATS1d,0.34793958392704477
MATS1i,-0.13699946728939327
MATS1m,0.016015047358873623
MATS1p,-0.003923565154862344
MATS1s,-0.08726495080099152
MATS1v,0.021490410397717298
MATS2Z,0.09076209013325352
MATS2c,0.2458900326038611
MATS2d,-0.01795889933820961
MATS2i,0.15222839446118328
MATS2m,0.08927922334036328
MATS2p,0.053688055221416994
MATS2s,0.09436024280076066
MATS2v,0.053767484830248846
MATS3Z,-0.029998074989840206
MATS3c,-0.15247681230418358
MATS3d,-0.1217868338557993
MATS3i,-0.27314157523250265
MATS3m,-0.03060569180486622
MATS3p,-0.13480007319476514
MATS3s,-0.01747940949245173
MATS3v,-0.09526740596951011
MATS4Z,-0.13388481309577283
MATS4c,0.18262622249037289
MATS4d,-0.15180773249738766
MATS4i,-0.04111621320848229
MATS4m,-0.13472183718840786
MATS4p,-0.12158925915438124
MATS4s,0.015399120862291947
MATS4v,-0.13151179349181258
MATS5Z,-0.08768777761141891
MATS5c,-0.18734423807524617
MATS5d,-0.17380703587600135
MATS5i,0.05924123578938693
MATS5m,-0.0858347240012854
MATS5p,0.042587567914600284
MATS5s,-0.1591534249036992
MATS5v,-0.013669730403146788
MATS6Z,-0.05092875477663624
MATS6c,0.07796849940073541
MATS6d,-0.09067186308565618
MATS6i,0.053618781683125914
MATS6m,-0.05446411107025199
MATS6p,-0.0735426899657479
MATS6s,-0.13073911640442282
MATS6v,-0.10483884046151498
MATS7Z,0.037247758313786135
MATS7c,-0.0861436238165846
MATS7d,-0.03197492163009405
MATS7i,0.017164076602835688
MATS7m,0.03793574781024261
MATS7p,0.044133690758838544
MATS7s,0.0361673558476571
MATS7v,0.05488645905397698
MATS8Z,0.030529883352162113
MATS8c,0.12310425367740653
MATS8d,0.04266742661726984
MATS8i,-0.05873175314921204
MATS8m,0.02889357620175023
MATS8p,-0.029402702575596525
MATS8s,-0.008846698456884013
MATS8v,-0.05754205388620772
MAXaaN,4.586297022605297
MAXsCl,5.765434132477337
MINaaN,3.930590660556077
MINsCl,5.765434132477337
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,40.37217413475387
SpAD_D,421.9830878342165
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.5822744854752431
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,934
TMWC10,141.92062211585338
TSRW10,66.82903918270591
VE1_Dt,5.501793046709883
VE2_Dt,0.17747719505515752
VE3_Dt,2.83647615909301
VR1_Dt,199.71641477281634
VR2_Dt,6.4424649926714945
VR3_Dt,6.4283005456946904
Xc-3dv,0.8592228332863788
Xc-4dv,0.0
Xc-5dv,0.08320759272891716
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2902636039661994
Xch-7d,0.5546607453586625
Xp-0dv,17.864391969074227
Xp-1dv,10.119153392449359
Xp-2dv,7.376304471123322
Xp-3dv,5.0401820299562266
Xp-4dv,3.3110317125245414
Xp-5dv,2.2998818803232854
Xp-6dv,1.2752619867959332
Xp-7dv,0.7080331328229411
Xpc-4d,4.433082751855351
Xpc-5d,6.840449049492877
Xpc-6d,10.309233537148735
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,55
nFRing,1
nHBAcc,6
nHBDon,3
nHRing,2
nSpiro,0
naRing,4
piPC10,7.61989095343825
AATS0dv,7.9924026590693265
AATS0pe,6.316659615384614
AATS0se,7.714553249999998
AATS1dv,8.129292929292928
AATS1pe,6.562690909090909
AATS1se,7.792530218181816
AATS2dv,6.891358024691358
AATS2pe,6.4695655555555565
AATS2se,7.775181155555554
AATS3dv,5.470238095238096
AATS3pe,6.351406250000001
AATS3se,7.710662285714285
AATS4dv,4.475925925925925
AATS4pe,6.3724533333333335
AATS4se,7.785209249999999
AATS5dv,3.855650522317189
AATS5pe,6.26542735042735
AATS5se,7.700433623931624
AATS6dv,3.6826826826826826
AATS6pe,6.191053153153153
AATS6se,7.6143305585585574
AATS7dv,3.2060778727445394
AATS7pe,5.9382905982906
AATS7se,7.40388305982906
AATS8dv,3.0242424242424244
AATS8pe,5.962460909090909
AATS8se,7.435684690909089
AATSC0Z,9.880177514792898
AATSC0c,0.017617235731797996
AATSC0d,0.5898668639053255
AATSC0i,1.64693946098795
AATSC0m,46.63781960059171
AATSC0p,0.23513169360380873
AATSC0s,0.8966108567841713
AATSC0v,49.471062900243965
AATSC1Z,0.1470952124798283
AATSC1c,-0.012003498919323922
AATSC1d,0.2052380311995697
AATSC1i,-0.22562982881322963
AATSC1m,0.7469068896180806
AATSC1p,-0.000922554519827673
AATSC1s,-0.07824270230490556
AATSC1v,1.0631534445375295
AATSC2Z,0.8967455621301778
AATSC2c,0.0043319026684817165
AATSC2d,-0.010593359631821129
AATSC2i,0.2507109499209622
AATSC2m,4.1637883122287995
AATSC2p,0.012623763350506585
AATSC2s,0.08460441814395243
AATSC2v,2.659934624025154
AATSC3Z,-0.2963863060016904
AATSC3c,-0.0026862199459959193
AATSC3d,-0.07183801775147926
AATSC3i,-0.4498476386868175
AATSC3m,-1.4273827331466589
AATSC3p,-0.031695769508202506
AATSC3s,-0.01567222832110852
AATSC3v,-4.712979833060712
AATSC4Z,-1.3228057199211043
AATSC4c,0.003217369212420688
AATSC4d,-0.08954635108481263
AATSC4i,-0.06771591401944345
