DLiP-ID,P000HX
SsF,0
SsI,0
Sse,37.42825928623454
StN,0
fMF,0.42105263157894735
nBr,0
nCl,0
AMID,2.0587402952319125
BIC0,0.23451569288543248
BIC1,0.5409414230560052
BIC2,0.7379483028206028
BIC3,0.857148416079413
BIC4,0.8798020261001667
BIC5,0.8798020261001667
CIC0,3.95256555412326
CIC1,2.260004048596093
CIC2,1.1718243424468637
CIC3,0.5134151316928124
CIC4,0.3882865132148252
CIC5,0.3882865132148252
GGI1,3.0
GGI2,2.000000000000001
GGI3,1.5138888888888888
GGI4,1.2094444444444448
GGI5,0.5038888888888889
GGI6,0.2507482993197278
GGI7,0.1579861111111111
GGI8,0.07357016880826404
GGI9,0.015625
JGI1,0.14285714285714285
JGI2,0.06896551724137935
JGI3,0.052203065134099606
JGI4,0.04837777777777778
JGI5,0.021908212560386473
JGI6,0.011940395205701325
JGI7,0.011284722222222219
JGI8,0.010510024115466293
JGI9,0.0078125
MIC0,10.883502973408174
MIC1,26.262918927816482
MIC2,32.429805502473044
MIC3,34.47027217602641
MIC4,34.59640182345222
MIC5,34.59640182345222
MPC2,29
MPC3,40
MPC4,54
MPC5,68
MPC6,70
MPC7,73
MPC8,78
MPC9,71
Mare,0.9565263157894739
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.3057911242744125
RPCG,0.14617290865803087
SIC0,0.24683305095240055
SIC1,0.5693530364497883
SIC2,0.7767072164306751
SIC3,0.9021680214946567
SIC4,0.9260114564806481
SIC5,0.9260114564806481
SaaN,0
SaaO,0
SaaS,0
Sare,36.348000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,49.22375445417236
TIC1,113.54109166420471
TIC2,154.89192049787542
TIC3,179.91147050652935
TIC4,184.66635800869287
TIC5,184.66635800869287
Vabc,247.68706477285022
WPol,29
apol,42.96106699999998
bpol,21.638932999999994
nRot,3
ABCGG,12.47292973887232
ATS0Z,744.0
ATS0d,119.0
ATS0i,6065.630790603231
ATS0m,2923.9593229999996
ATS0p,57.712149192131015
ATS0s,125.13888888888889
ATS0v,8250.08342411232
ATS1Z,900.0
ATS1d,154.0
ATS1i,5709.150767180098
ATS1m,3379.4029489999984
ATS1p,75.41898189000003
ATS1s,106.72222222222223
ATS1v,10645.543686250447
ATS2Z,1318.0
ATS2d,253.0
ATS2i,10842.121673492293
ATS2m,4835.229553000001
ATS2p,114.99029006879198
ATS2s,174.58333333333337
ATS2v,15736.793393772976
ATS3Z,1419.0
ATS3d,284.0
ATS3i,14752.996944661281
ATS3m,5052.650828999998
ATS3p,129.051622159282
ATS3s,227.33333333333337
ATS3v,17154.925538955205
ATS4Z,1325.0
ATS4d,269.0
ATS4i,14976.205567800436
ATS4m,4572.523812999999
ATS4p,126.247208985886
ATS4s,231.27777777777783
ATS4v,16412.630104984426
ATS5Z,1177.0
ATS5d,247.0
ATS5i,14851.418180377026
ATS5m,4058.4458509999995
ATS5p,121.292063003527
ATS5s,201.52777777777783
ATS5v,15442.5633905969
ATS6Z,1119.0
ATS6d,217.0
ATS6i,14179.435138673682
ATS6m,3791.295589
ATS6p,118.87993910128196
ATS6s,216.00000000000006
ATS6v,15019.42920396252
ATS7Z,868.0
ATS7d,183.0
ATS7i,14911.348306896622
ATS7m,2773.468422
ATS7p,103.649072173772
ATS7s,204.33333333333337
ATS7v,12311.40514687094
ATS8Z,510.0
ATS8d,121.0
ATS8i,11975.190834548172
ATS8m,1545.736343
ATS8p,66.44020253716799
ATS8s,148.33333333333334
ATS8v,7438.585703425071
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,9
C2SP3,4
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.35294117647058826
GGI10,0.0
JGI10,0.0
JGT10,0.3758593571141759
Kier1,13.959183673469388
Kier2,6.185493460166469
Kier3,2.88
MAXdO,12.006100403124211
MID_C,35.06075545554996
MID_N,2.2730125033742548
MID_O,1.7822976504821133
MID_X,0.0
MID_h,4.055310153856368
MINdO,12.006100403124211
MPC10,60
MWC01,21.0
MWC02,4.61512051684126
MWC03,5.476463551931511
MWC04,6.361302477572996
MWC05,7.247792581767846
MWC06,8.144098463338524
MWC07,9.040144994980068
MWC08,9.941601884644786
MWC09,10.842420014891108
MWC10,11.74672404927177
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.6178000000000026
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.0689042022202315
SRW05,2.3978952727983707
SRW06,6.588926477533519
SRW07,4.844187086458591
SRW08,8.203851372183879
SRW09,7.050122520269059
SRW10,9.868015803227875
SaaCH,12.592977030318298
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.79973119803477
SaasN,2.348935185185185
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.32200155370790307
SdssS,0
SsCH3,2.1594784580498865
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.6874740535545016
VE1_D,4.2938745129800795
VE2_A,0.1940775817660264
VE2_D,0.22599339542000418
VE3_A,1.946795571489375
VE3_D,2.099043361396669
VR1_A,159.92725320508333
VR1_D,98.97714374377126
VR2_A,8.417223852899122
VR2_D,5.2093233549353295
VR3_A,5.716572930545398
VR3_D,5.236742838377071
WPath,679
Xc-3d,1.014741362757977
Xc-4d,0.0
Xc-5d,0.27537753772002593
Xc-6d,0.0
Xp-0d,13.242276208189782
Xp-1d,9.292024997884276
Xp-2d,8.043519686932958
Xp-3d,7.062746758976993
Xp-4d,5.982716801960703
Xp-5d,4.933833864477717
Xp-6d,3.336056087865639
Xp-7d,2.2528229103674366
ZMIC0,64.52538563907217
ZMIC1,39.473349863354045
ZMIC2,25.684961069894516
ZMIC3,20.54324268713436
ZMIC4,20.0900084088667
ZMIC5,20.0900084088667
nAcid,0
nAtom,38
nBase,0
nRing,3
piPC1,3.349904087274605
piPC2,3.926911617921897
piPC3,4.512232190328822
piPC4,5.073218780398023
piPC5,5.493318611915966
piPC6,5.655991810819852
piPC7,5.885235598916202
piPC8,6.22232822143733
piPC9,6.452196814167897
AATS0Z,19.57894736842105
AATS0d,3.1315789473684212
AATS0i,159.62186291061133
AATS0m,76.9462979736842
AATS0p,1.5187407682139742
AATS0s,3.29312865497076
AATS0v,217.10745852927155
AATS1Z,22.5
AATS1d,3.85
AATS1i,142.72876917950245
AATS1m,84.48507372499996
AATS1p,1.8854745472500007
AATS1s,2.6680555555555556
AATS1v,266.13859215626115
AATS2Z,18.305555555555557
AATS2d,3.513888888888889
AATS2i,150.58502324294852
AATS2m,67.1559660138889
AATS2p,1.5970873620665553
AATS2s,2.424768518518519
AATS2v,218.56657491351356
AATS3Z,15.095744680851064
AATS3d,3.021276595744681
AATS3i,156.9467760070349
AATS3m,53.75160456382977
AATS3p,1.3728895974391702
AATS3s,2.418439716312057
AATS3v,182.49920786122559
AATS4Z,13.947368421052632
AATS4d,2.831578947368421
AATS4i,157.64426913474142
AATS4m,48.1318296105263
AATS4p,1.3289179893251157
AATS4s,2.4345029239766087
AATS4v,172.7645274208887
AATS5Z,12.52127659574468
AATS5d,2.627659574468085
AATS5i,157.99381042954283
AATS5m,43.174955861702124
AATS5p,1.2903410957822021
AATS5s,2.143912529550828
AATS5v,164.28258926166916
AATS6Z,12.296703296703297
AATS6d,2.3846153846153846
AATS6i,155.81796855685366
AATS6m,41.66258889010989
AATS6p,1.3063729571569447
AATS6s,2.373626373626374
AATS6v,165.0486725710167
AATS7Z,9.333333333333334
AATS7d,1.967741935483871
AATS7i,160.33707856878087
AATS7m,29.822241096774192
AATS7p,1.1145061524061506
AATS7s,2.1971326164874556
AATS7v,132.3807005039886
AATS8Z,7.083333333333333
AATS8d,1.6805555555555556
AATS8i,166.32209492428015
AATS8m,21.468560319444446
AATS8p,0.9227805907939999
AATS8s,2.060185185185185
AATS8v,103.3136903253482
AMID_C,1.8453029187131558
AMID_N,0.11963223701969762
AMID_O,0.0938051394990586
AMID_X,0.0
AMID_h,0.21343737651875622
ATS0dv,216.0
ATS0pe,223.5777
ATS0se,279.39293999999995
ATS1dv,232.0
ATS1pe,249.1605
ATS1se,299.7698359999998
ATS2dv,317.0
ATS2pe,436.5849999999999
ATS2se,535.0000039999999
ATS3dv,294.0
ATS3pe,561.7244999999999
ATS3se,698.280316
ATS4dv,260.0
ATS4pe,570.1451000000002
ATS4se,709.1556279999998
ATS5dv,199.0
ATS5pe,544.1739999999999
ATS5se,685.1717560000002
ATS6dv,174.0
ATS6pe,528.8415
ATS6se,664.9621479999998
ATS7dv,123.0
ATS7pe,523.078
ATS7se,668.7307920000002
ATS8dv,69.0
ATS8pe,393.98249999999996
ATS8se,512.3501240000002
ATSC0Z,257.2631578947368
ATSC0c,0.30161059043154026
ATSC0d,21.078947368421048
ATSC0i,54.210464531049645
ATSC0m,1234.914874973684
ATSC0p,9.142326092697076
ATSC0s,37.120614035087726
ATSC0v,2032.070793175325
ATSC1Z,16.56509695290859
ATSC1c,-0.0792452301000408
ATSC1d,9.864265927977836
ATSC1i,-5.154556781716903
ATSC1m,78.45058758033198
ATSC1p,-0.03296486792452771
ATSC1s,0.0002308402585423277
ATSC1v,43.714646392029806
ATSC2Z,21.290858725761765
ATSC2c,-0.050702488655915284
ATSC2d,3.508310249307474
ATSC2i,-9.498230767957535
ATSC2m,99.2988293919663
ATSC2p,-0.541658855509015
ATSC2s,0.696175746383503
ATSC2v,-5.07347016989835
ATSC3Z,-0.3351800554016595
ATSC3c,-0.03765357204135129
ATSC3d,-5.116343490304711
ATSC3i,-3.479069314076753
ATSC3m,-1.071722066482252
ATSC3p,-0.26311811750969416
ATSC3s,-2.1309633733456446
ATSC3v,-11.843818843035468
ATSC4Z,-117.3157894736842
ATSC4c,0.03762100588580067
ATSC4d,-12.723684210526319
ATSC4i,-5.568974580824038
ATSC4m,-563.4427008815792
ATSC4p,-2.805512427555617
ATSC4s,-7.7920321637426895
ATSC4v,-786.2806477792972
ATSC5Z,-20.440443213296405
ATSC5c,-0.010525146520911327
ATSC5d,-11.61634349030471
ATSC5i,6.989444333406652
ATSC5m,-95.22858572437676
ATSC5p,0.24990239659212052
ATSC5s,-2.5710218528778097
ATSC5v,-6.610554530998268
ATSC6Z,-95.39335180055403
ATSC6c,-0.040063492846899584
ATSC6d,-7.6101108033240985
ATSC6i,-7.970920342616207
ATSC6m,-455.3492694106647
ATSC6p,-2.0886282755875047
ATSC6s,-6.462084487534627
ATSC6v,-597.4373199228853
ATSC7Z,-55.933518005540165
ATSC7c,0.008628892212022881
ATSC7d,0.4646814404432166
ATSC7i,-14.099843433555758
ATSC7m,-270.91475585664784
ATSC7p,-2.391607729719115
ATSC7s,-2.335391658971991
ATSC7v,-523.2807644603483
ATSC8Z,47.18559556786703
ATSC8c,0.01569138480868581
ATSC8d,4.745152354570642
ATSC8i,-0.27871046039251457
ATSC8m,224.1895201814409
ATSC8p,0.5322678104452426
ATSC8s,2.855532471529701
ATSC8v,229.7521315965235
AXp-0d,0.696961905694199
AXp-1d,0.4424773808516322
AXp-2d,0.2773627478252744
AXp-3d,0.17656866897442483
AXp-4d,0.11079105188816117
AXp-5d,0.07255638035996642
AXp-6d,0.04765794411236627
AXp-7d,0.030860587813252557
GATS1Z,0.8665251636661213
GATS1c,1.255732487188155
GATS1d,0.6582397003745319
GATS1i,1.2079296376282846
GATS1m,0.871923291806203
GATS1p,1.05478744198521
GATS1s,0.5136035131249876
GATS1v,0.9983234704598758
GATS2Z,0.9088726359338063
GATS2c,1.2451071118816395
GATS2d,1.1823935358579556
GATS2i,1.17008411301798
GATS2m,0.912341465160466
GATS2p,1.0319761384395005
GATS2s,0.5604800242435383
GATS2v,0.9891870680596253
GATS3Z,0.9906860483337396
GATS3c,1.4055574877279438
GATS3d,1.2978059340717722
GATS3i,1.0648855078936865
GATS3m,0.9888282244826543
GATS3p,0.9712342316937207
GATS3s,0.9904179691935372
GATS3v,0.9589932007238576
GATS4Z,1.1816080196399348
GATS4c,1.40987009339486
GATS4d,1.3857677902621726
GATS4i,1.0838416323936446
GATS4m,1.1785581294627712
GATS4p,1.0700216095354795
GATS4s,1.1990153797680234
GATS4v,1.0976162056061103
GATS5Z,0.9952760995229308
GATS5c,0.951612067983284
GATS5d,1.3444896007650013
GATS5i,0.9255789523795864
GATS5m,0.9954130479526128
GATS5p,0.966329398315577
GATS5s,0.8384311522109751
GATS5v,0.9799226821897328
GATS6Z,1.1181734591104477
GATS6c,0.7907920220790454
GATS6d,1.02232099984909
GATS6i,1.0085614841812303
GATS6m,1.1177652871624604
GATS6p,1.0911538304947417
GATS6s,1.2383319797510144
GATS6v,1.1089029021869488
GATS7Z,1.0477326522710875
GATS7c,0.5900570603228283
GATS7d,0.6889103674170728
GATS7i,1.0037188886545076
GATS7m,1.0498097581145411
GATS7p,1.085105418143905
GATS7s,1.0417057603248017
GATS7v,1.0890901316411292
GATS8Z,0.8799085629205311
GATS8c,0.6019008268218298
GATS8d,0.5119642114024138
GATS8i,0.8559671415006334
GATS8m,0.8810191436628523
GATS8p,0.9202274668736472
GATS8s,1.0223232551982477
GATS8v,0.9122653603175306
MATS1Z,0.06117021276595746
MATS1c,-0.24960320023022045
MATS1d,0.4445692883895131
MATS1i,-0.09032995723226732
MATS1m,0.06035076563710805
MATS1p,-0.003425454770566231
MATS1s,5.9077213918908444e-06
MATS1v,0.020436745713733235
MATS2Z,0.043678396072013084
MATS2c,-0.0887225039158427
MATS2d,0.08784158690525722
MATS2i,-0.09247209318160184
MATS2m,0.04243832232852768
MATS2p,-0.03126944982880898
MATS2s,0.00989816838756403
MATS2v,-0.0013177025233981452
MATS3Z,-0.0005266915067729876
MATS3c,-0.050467912154195216
MATS3d,-0.0981220283156693
MATS3i,-0.025943925920387904
MATS3m,-0.00035083336900770004
MATS3p,-0.011634555307835167
MATS3s,-0.023206870386687593
MATS3v,-0.002356181085035845
MATS4Z,-0.18240589198036006
MATS4c,0.04989348130246097
MATS4d,-0.24144818976279664
MATS4i,-0.041091509759222565
MATS4m,-0.1825041425283945
MATS4p,-0.12274829837000327
MATS4s,-0.08396447490203028
MATS4v,-0.15477426286918888
MATS5Z,-0.03211947626841245
MATS5c,-0.014107085761851228
MATS5d,-0.22278003559380566
MATS5i,0.0521213030383955
MATS5m,-0.031173535191994606
MATS5p,0.011050182641278827
MATS5s,-0.027999247498750376
MATS5v,-0.0013150879588719048
MATS6Z,-0.1548398410100538
MATS6c,-0.055468245249171926
MATS6d,-0.15075935300654403
MATS6i,-0.06139988313732496
MATS6m,-0.15397486306005098
MATS6p,-0.09539962104912472
MATS6s,-0.07269418712675049
MATS6v,-0.12277097886807425
MATS7Z,-0.08883726659979234
MATS7c,0.011689854489344528
MATS7d,0.00900755775710476
MATS7i,-0.1062751702836824
MATS7m,-0.08963885211744933
MATS7p,-0.10688921524974522
MATS7s,-0.025706634413472308
MATS7v,-0.10521958507132977
MATS8Z,0.09680169121658483
MATS8c,0.02745780309880707
MATS8d,0.11880982105701221
MATS8i,-0.0027134463558254724
MATS8m,0.09581409144897424
MATS8p,0.03072731374172191
MATS8s,0.04059972124307209
MATS8v,0.05967216785013785
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.128540060233064
SpAD_D,147.84977059339906
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.604109504913076
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,583
TMWC10,113.41566853523986
TSRW10,66.78310285038508
VE1_Dt,4.327371181694547
VE2_Dt,0.2277563779839235
VE3_Dt,2.1068141264248434
VR1_Dt,95.28698707831776
VR2_Dt,5.015104583069356
VR3_Dt,5.198747140587008
Xc-3dv,0.511589673421111
Xc-4dv,0.0
Xc-5dv,0.10388081749985777
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.3821310421892611
Xch-7d,0.6460327896478488
Xp-0dv,11.355097407034316
Xp-1dv,7.076919722020956
Xp-2dv,5.198070876136487
Xp-3dv,3.9579439844598405
Xp-4dv,2.9645896787020156
Xp-5dv,2.1748262314439906
Xp-6dv,1.2932232955761886
Xp-7dv,0.7854852948258945
Xpc-4d,2.7301978914066454
Xpc-5d,4.607037522825322
Xpc-6d,7.242320764725555
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,40
nFRing,1
nHBAcc,2
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,6.589571042796581
AATS0dv,5.684210526315789
AATS0pe,5.8836236842105265
AATS0se,7.352445789473683
AATS1dv,5.8
AATS1pe,6.2290125000000005
AATS1se,7.494245899999996
AATS2dv,4.402777777777778
AATS2pe,6.063680555555554
AATS2se,7.430555611111109
AATS3dv,3.127659574468085
AATS3pe,5.975792553191488
AATS3se,7.428514
AATS4dv,2.736842105263158
AATS4pe,6.001527368421055
AATS4se,7.464796084210524
AATS5dv,2.117021276595745
AATS5pe,5.789085106382977
AATS5se,7.289061234042555
AATS6dv,1.9120879120879122
AATS6pe,5.811445054945055
AATS6se,7.30727635164835
AATS7dv,1.3225806451612903
AATS7pe,5.624494623655914
AATS7se,7.190653677419356
AATS8dv,0.9583333333333334
AATS8pe,5.471979166666666
AATS8se,7.1159739444444465
AATSC0Z,6.770083102493074
AATSC0c,0.007937120800830007
AATSC0d,0.5547091412742381
AATSC0i,1.4265911718697275
AATSC0m,32.497759867728526
AATSC0p,0.2405875287551862
AATSC0s,0.976858264081256
AATSC0v,53.47554718882434
AATSC1Z,0.4141274238227147
AATSC1c,-0.00198113075250102
AATSC1d,0.24660664819944592
AATSC1i,-0.1288639195429226
AATSC1m,1.9612646895082997
AATSC1p,-0.0008241216981131928
AATSC1s,5.771006463558192e-06
AATSC1v,1.0928661598007452
AATSC2Z,0.29570637119113563
AATSC2c,-0.0007042012313321568
AATSC2d,0.048726531240381586
AATSC2i,-0.131919871777188
AATSC2m,1.379150408221754
AATSC2p,-0.0075230396598474315
AATSC2s,0.009669107588659763
AATSC2v,-0.07046486347081042
AATSC3Z,-0.0035657452702304204
AATSC3c,-0.00040056991533352434
AATSC3d,-0.054429186067071395
AATSC3i,-0.03701137568166758
AATSC3m,-0.011401298579598425
AATSC3p,-0.0027991289096775973
AATSC3s,-0.022669823120698346
AATSC3v,-0.12599807279824965
AATSC4Z,-1.2349030470914126
AATSC4c,0.000396010588271586
AATSC4d,-0.1339335180055402
AATSC4i,-0.05862078506130566
AATSC4m,-5.930975798753465
AATSC4p,-0.029531709763743336
AATSC4s,-0.08202139119729147
AATSC4v,-8.276638397676813
AATSC5Z,-0.21745152354570643
AATSC5c,-0.0001119696438394822
AATSC5d,-0.12357812223728414
AATSC5i,0.07435579078092183
AATSC5m,-1.013070060897625
AATSC5p,0.002658536133958729
AATSC5s,-0.02735129630721074
AATSC5v,-0.07032504820210923
AATSC6Z,-1.0482785912148795
