DLiP-ID,T002AS
RPCG,0.11370889825778835
SIC0,0.2775726669491278
SIC1,0.6395834996581427
SIC2,0.8380067302291999
SIC3,0.9260640271830572
SIC4,0.9386436410336082
SIC5,0.9386436410336082
SaaN,0
SaaO,0
SaaS,0
Sare,54.60400000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.560519510885673
SsSH,0
SssO,5.370441756397814
SssS,0
StCH,0
StsC,0
TIC0,88.26110888514069
TIC1,203.37142530972844
TIC2,266.4650092395293
TIC3,294.4650092395293
TIC4,298.4650092395293
TIC5,298.4650092395293
Vabc,391.3542322284201
WPol,51
apol,62.221824999999974
bpol,35.778175000000005
nRot,7
ABCGG,19.260053410109073
ATS0Z,1506.0
ATS0d,183.0
ATS0i,8843.694719411325
ATS0m,5959.059917000003
ATS0p,85.95034662122497
ATS0s,344.6119684499314
ATS0v,12232.901521032982
ATS1Z,1681.0
ATS1d,232.0
ATS1i,8176.838686491149
ATS1m,6431.552912000001
ATS1p,110.15495941600001
ATS1s,172.16435185185185
ATS1v,15581.633682006555
ATS2Z,2435.0
ATS2d,369.0
ATS2i,15159.550164223301
ATS2m,9147.273131000004
ATS2p,170.16085648649005
ATS2s,371.4058641975308
ATS2v,23495.493626914296
ATS3Z,2792.0
ATS3d,421.0
ATS3i,21457.619758595036
ATS3m,10098.557964999998
ATS3p,199.370793591584
ATS3s,476.18055555555554
ATS3v,27423.068425012738
ATS4Z,2499.0
ATS4d,388.0
ATS4i,25111.111600599063
ATS4m,8717.956482
ATS4p,187.12263746982893
ATS4s,653.6867283950619
ATS4v,25781.776460964367
ATS5Z,2270.0
ATS5d,368.0
ATS5i,22815.33286231245
ATS5m,8116.921474999997
ATS5p,178.21023930086602
ATS5s,494.10030864197535
ATS5v,23813.795128010708
ATS6Z,2319.0
ATS6d,345.0
ATS6i,21093.14574546734
ATS6m,8300.428488
ATS6p,171.93430416522503
ATS6s,431.15123456790127
ATS6v,23055.274747631596
ATS7Z,2079.0
ATS7d,311.0
ATS7i,21844.74867163205
ATS7m,7329.597696000002
ATS7p,151.97527954001706
ATS7s,597.9814814814816
ATS7v,20378.463119495707
ATS8Z,1627.0
ATS8d,268.0
ATS8i,16978.902069084485
ATS8m,5715.934026000001
ATS8p,132.367733295225
ATS8s,330.58333333333326
ATS8v,17288.539245778953
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,9
C2SP3,4
C3SP2,3
C3SP3,1
C4SP3,0
FCSP3,0.36363636363636365
GGI10,0.2525232119171513
JGI10,0.01052180049654797
JGT10,0.5606976008412337
Kier1,24.638671875
Kier2,10.29244001810774
Kier3,5.506763787721124
MAXdO,12.629936115536001
MID_C,45.34181757822369
MID_N,2.012933097372395
MID_O,10.535422203992635
MID_X,0.0
MID_h,14.743960447515821
MINdO,11.711157727987633
MPC10,96
MWC01,32.0
MWC02,5.0689042022202315
MWC03,5.932245187448011
MWC04,6.827629234502852
MWC05,7.711996507047669
MWC06,8.609042845046117
MWC07,9.500244972781061
MWC08,10.3988847681449
MWC09,11.293836183984059
MWC10,12.194096213519574
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.4414
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.53338948872752
SRW05,2.3978952727983707
SRW06,7.094234845924755
SRW07,4.844187086458591
SRW08,8.743372131273969
SRW09,7.018401799069201
SRW10,10.437785532487261
SaaCH,14.859274713107197
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.2624032535574825
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.9637110063390715
SdssS,0
SsCH3,2.962303508773081
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.4299150412511703
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.6056877918502543
VE1_D,5.4052532761090415
VE2_A,0.12018959306167515
VE2_D,0.18017510920363472
VE3_A,2.381124829515224
VE3_D,2.785983598256047
VR1_A,1395.1739868091913
VR1_D,187.2419577683764
VR2_A,46.50579956030638
VR2_D,6.2413985922792135
VR3_A,8.339386696873486
VR3_D,6.331013960975548
WPath,2675
Xc-3d,2.962071648913639
Xc-4d,0.27883876791260265
Xc-5d,1.6429559014560435
Xc-6d,0.6177992798267444
Xp-0d,21.94094682093905
Xp-1d,14.17567069963928
Xp-2d,13.428897686710616
Xp-3d,11.355972598441594
Xp-4d,8.433782238422673
Xp-5d,6.213783951479884
Xp-6d,3.914146186269111
Xp-7d,2.6727454529365238
ZMIC0,101.87913746536518
ZMIC1,50.67698767583511
ZMIC2,30.809259893594533
ZMIC3,26.63409233112051
ZMIC4,26.359084351955076
ZMIC5,26.359084351955076
nAcid,1
nAtom,55
nBase,0
nRing,3
piPC1,3.7612001156935624
piPC2,4.356708826689592
piPC3,4.812184355372417
piPC4,5.2351112906442445
piPC5,5.662526358140849
piPC6,5.792632438187038
piPC7,6.1698068429676525
piPC8,6.469298765234531
piPC9,6.751028366849663
AATS0Z,27.381818181818183
AATS0d,3.327272727272727
AATS0i,160.79444944384227
AATS0m,108.3465439454546
AATS0p,1.5627335749313631
AATS0s,6.2656721536351165
AATS0v,222.41639129150875
AATS1Z,29.49122807017544
AATS1d,4.0701754385964914
AATS1i,143.4533102893184
AATS1m,112.8342616140351
AATS1p,1.932543147649123
AATS1s,3.020427225471085
AATS1v,273.36199442116765
AATS2Z,24.10891089108911
AATS2d,3.6534653465346536
AATS2i,150.09455608141883
AATS2m,90.56706070297034
AATS2p,1.6847609553117826
AATS2s,3.677285784133968
AATS2v,232.62864977142868
AATS3Z,20.086330935251798
AATS3d,3.028776978417266
AATS3i,154.37136516974846
AATS3m,72.65149615107913
AATS3p,1.4343222560545612
AATS3s,3.425759392486011
AATS3v,197.28826205045135
AATS4Z,16.12258064516129
AATS4d,2.503225806451613
AATS4i,162.00717161676815
AATS4m,56.24488052903226
AATS4p,1.207242822385993
AATS4s,4.217333731581045
AATS4v,166.3340416836411
AATS5Z,15.985915492957746
AATS5d,2.591549295774648
AATS5i,160.67135818529894
AATS5m,57.16141883802815
AATS5p,1.2550016852173664
AATS5s,3.47957963832377
AATS5v,167.7027825916247
AATS6Z,17.30597014925373
AATS6d,2.574626865671642
AATS6i,157.41153541393538
AATS6m,61.94349617910447
AATS6p,1.283091822128545
AATS6s,3.217546526626129
AATS6v,172.05428916142984
AATS7Z,15.514925373134329
AATS7d,2.3208955223880596
AATS7i,163.02051247486602
AATS7m,54.69849026865673
AATS7p,1.1341438771643064
AATS7s,4.4625483692647885
AATS7v,152.07808298131124
AATS8Z,15.349056603773585
AATS8d,2.5283018867924527
AATS8i,160.1783214064574
AATS8m,53.923905905660384
AATS8p,1.2487522008983492
AATS8s,3.1187106918238987
AATS8v,163.09942684697126
AMID_C,1.511393919274123
AMID_N,0.06709776991241316
AMID_O,0.3511807401330878
AMID_X,0.0
AMID_h,0.4914653482505274
ATS0dv,432.44444444444446
ATS0pe,350.95459999999986
ATS0se,432.9087329999998
ATS1dv,349.0
ATS1pe,370.1109
ATS1se,445.36685599999987
ATS2dv,573.0
ATS2pe,647.0387999999999
ATS2se,788.2816679999999
ATS3dv,570.6666666666667
ATS3pe,884.9116000000001
ATS3se,1088.87762
ATS4dv,579.0
ATS4pe,1001.7268999999999
ATS4se,1239.2580659999996
ATS5dv,505.0
ATS5pe,873.3832000000001
ATS5se,1090.5420560000002
ATS6dv,431.0
ATS6pe,827.3214
ATS6se,1030.612902
ATS7dv,475.0
ATS7pe,843.5923999999998
ATS7se,1055.6466999999998
ATS8dv,318.0
ATS8pe,648.7519999999998
ATS8se,813.9400440000003
ATSC0Z,560.8363636363638
ATSC0c,1.2928107257668289
ATSC0d,38.98181818181819
ATSC0i,79.35431706028446
ATSC0m,2573.699207745455
ATSC0p,15.55842832430454
ATSC0s,148.30743546576886
ATSC0v,2796.4345826058557
ATSC1Z,98.64231404958682
ATSC1c,-0.6868798832146554
ATSC1d,13.927933884297518
ATSC1i,0.9667847967504185
ATSC1m,429.1658779365295
ATSC1p,0.3262113031607531
ATSC1s,-19.485816271582262
ATSC1v,153.59512768204115
ATSC2Z,62.51867768595042
ATSC2c,0.0004966477772334775
ATSC2d,-10.56661157024793
ATSC2i,7.5943985953055915
ATSC2m,299.8644279947115
ATSC2p,1.9957908515184808
ATSC2s,46.99561564012744
ATSC2v,281.54837136511765
ATSC3Z,-216.6955371900827
ATSC3c,0.23746710541995103
ATSC3d,-22.499504132231408
ATSC3i,-39.806153553422384
ATSC3m,-981.6014599203298
ATSC3p,-9.786118341678844
ATSC3s,-25.687769501978263
ATSC3v,-1006.3581814138093
ATSC4Z,-296.9206611570247
ATSC4c,-0.23380070089679653
ATSC4d,2.5785123966942143
ATSC4i,7.9288917512264385
ATSC4m,-1382.8782839735536
ATSC4p,-0.08705573450290405
ATSC4s,-48.6042597694113
ATSC4v,-908.1132143052558
ATSC5Z,71.47702479338841
ATSC5c,0.10960687516742182
ATSC5d,-1.2985123966942143
ATSC5i,19.456934632941817
ATSC5m,338.4153140571898
ATSC5p,3.1252461106356257
ATSC5s,28.81139844006848
ATSC5v,523.0432281599591
ATSC6Z,7.871404958677685
ATSC6c,-0.2559745125553998
ATSC6d,-6.410247933884295
ATSC6i,-31.14631197587281
ATSC6m,6.071688238347238
ATSC6p,-6.192264098041527
ATSC6s,-25.816177600925077
ATSC6v,-670.13544430153
ATSC7Z,20.744132231404965
ATSC7c,0.30059823564000143
ATSC7d,4.898842975206609
ATSC7i,9.761224511110814
ATSC7m,96.62059360198313
ATSC7p,2.861833047770011
ATSC7s,31.87630587581767
ATSC7v,177.78355012199336
ATSC8Z,-46.03008264462808
ATSC8c,-0.2197875505831028
ATSC8d,1.8532231404958686
ATSC8i,3.5988224428927014
ATSC8m,-194.26870418214907
ATSC8p,1.7298976339412389
ATSC8s,-29.544092609597673
ATSC8v,191.1686838581897
AXp-0d,0.7313648940313017
AXp-1d,0.4429897093637275
AXp-2d,0.28572122737682165
AXp-3d,0.1831608483619612
AXp-4d,0.11713586442253712
AXp-5d,0.07767229939349854
AXp-6d,0.04954615425657102
AXp-7d,0.0314440641521944
GATS1Z,0.8530492736412122
GATS1c,1.473240950961418
GATS1d,0.9842645326001569
GATS1i,1.186062117651528
GATS1m,0.843960840097186
GATS1p,1.2056309175295283
GATS1s,0.7017153695683036
GATS1v,0.9828359420077917
GATS2Z,0.9642776668252312
GATS2c,0.9540177485570077
GATS2d,1.6047085118959654
GATS2i,1.0640594548238698
GATS2m,0.9492592708326926
GATS2p,1.0714249296834246
GATS2s,0.5287991697016087
GATS2v,0.9617973663421766
GATS3Z,1.2648632309868888
GATS3c,0.8866913673518225
GATS3d,1.4500395951895197
GATS3i,1.275783492997735
GATS3m,1.2457478662021113
GATS3p,1.3813980188629973
GATS3s,1.0201269787452185
GATS3v,1.1389399697744325
GATS4Z,1.0445344510607322
GATS4c,1.1575579904866753
GATS4d,0.8266881319210398
GATS4i,0.940411277749801
GATS4m,1.0592929493338856
GATS4p,0.8314509194287704
GATS4s,1.4469681263462157
GATS4v,1.021358632668287
GATS5Z,0.8309646832561208
GATS5c,0.9763114503516689
GATS5d,0.9462699705696865
GATS5i,0.8813537965545442
GATS5m,0.8399367078607215
GATS5p,0.8260519391112898
GATS5s,0.7608874476609411
GATS5v,0.9087818711297543
GATS6Z,0.961769880417016
GATS6c,1.10806226472789
GATS6d,1.0027637001559364
GATS6i,1.1438516622057147
GATS6m,0.9668822189415887
GATS6p,1.1632687068177199
GATS6s,0.9675129120202869
GATS6v,1.0981233088933915
GATS7Z,0.9341059727621372
GATS7c,0.9700858260105103
GATS7d,0.8683726887948316
GATS7i,0.8517853042611285
GATS7m,0.9403081242728357
GATS7p,0.8196072359088344
GATS7s,1.2784811508874077
GATS7v,0.9232668822067087
GATS8Z,1.0423280471826564
GATS8c,1.0663695797917916
GATS8d,0.9147951281329201
GATS8i,0.9333802393398424
GATS8m,1.0385079716370529
GATS8p,0.9359838356245896
GATS8s,1.0564906938734153
GATS8v,0.9622133420806193
MATS1Z,0.1697129258990048
MATS1c,-0.512665018529825
MATS1d,0.34475648075412396
MATS1i,0.01175566191908053
MATS1m,0.16089969831473158
MATS1p,0.020231175409396864
MATS1s,-0.1267778878442514
MATS1v,0.052998137656504726
MATS2Z,0.06070366811044068
MATS2c,0.0002091967172682593
MATS2d,-0.147609723658933
MATS2i,0.052115168332446365
MATS2m,0.06344661792750562
MATS2p,0.06985389383027071
MATS2s,0.1725582524090276
MATS2v,0.05482639250850701
MATS3Z,-0.15288387846423893
MATS3c,0.0726802481060211
MATS3d,-0.22838035541715881
MATS3i,-0.198484932913621
MATS3m,-0.15091252862621748
MATS3p,-0.24888150772764697
MATS3s,-0.06853483313623483
MATS3v,-0.14239534974012313
MATS4Z,-0.18786040120222616
MATS4c,-0.06417145013914316
MATS4d,0.02347135291285507
MATS4i,0.035454627075169214
MATS4m,-0.19065893343299772
MATS4p,-0.0019854669030273837
MATS4s,-0.1162900077615107
MATS4v,-0.11523020177529684
MATS5Z,0.0493633525199697
MATS5c,0.032838037538039544
MATS5d,-0.012902039100273271
MATS5i,0.09496820000201271
MATS5m,0.050929165942067325
MATS5p,0.07780237330236492
MATS5s,0.07524467287278672
MATS5v,0.07244480779086317
MATS6Z,0.005760683065899831
MATS6c,-0.08126801820798499
MATS6d,-0.06749484851860099
MATS6i,-0.16109941454396243
MATS6m,0.0009682991845347851
MATS6p,-0.16335846287204733
MATS6s,-0.07144747844643895
MATS6v,-0.09835938752910828
MATS7Z,0.015181580910851304
MATS7c,0.09543537223063446
MATS7d,0.05158094787257737
MATS7i,0.050488403095373585
MATS7m,0.015408834960131991
MATS7p,0.0754981764792617
MATS7s,0.08821916676514378
MATS7v,0.026094248933476186
MATS8Z,-0.042585565052928764
MATS8c,-0.08821145117013987
MATS8d,0.024667347226133486
MATS8i,0.023531341467799855
MATS8m,-0.03916533798372434
MATS8p,0.057691456762849654
MATS8s,-0.1033628689368856
MATS8v,0.035470630654222075
MAXsOH,9.560519510885673
MAXssO,5.370441756397814
MINsOH,9.560519510885673
MINssO,5.370441756397814
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-3.589761546375384
SdssSe,0
SdsssP,0
SpAD_A,37.46615227052022
SpAD_D,367.3991751432868
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.581336751772358
SssNH2,0
SsssAs,0
SsssCH,-1.2201514865205347
SsssNH,0
SssssB,0
SssssC,-1.5749799092614958
SssssN,0
TMPC10,766
TMWC10,139.5368801146945
TSRW10,80.24365342663529
VE1_Dt,5.391021510249206
VE2_Dt,0.17970071700830687
VE3_Dt,2.783347175159213
VR1_Dt,188.72857152072316
VR2_Dt,6.290952384024106
VR3_Dt,6.338922141985382
Xc-3dv,2.2705115453616047
Xc-4dv,0.28867513459481287
Xc-5dv,0.9135399791909125
Xc-6dv,0.31790951193483674
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.08838834764831845
Xch-6d,0.4828627459196048
Xch-7d,0.7194497550639342
Xp-0dv,17.737779466663685
Xp-1dv,11.31404817846545
Xp-2dv,10.157687267226626
Xp-3dv,8.237294642367575
Xp-4dv,5.456891869020474
Xp-5dv,3.1807842314803745
Xp-6dv,1.68776663565668
Xp-7dv,0.9166353520927322
Xpc-4d,7.536560640457314
Xpc-5d,10.361886465699937
Xpc-6d,14.366653062899042
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,57
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.9722767101299254
AATS0dv,7.862626262626263
AATS0pe,6.380992727272725
AATS0se,7.871067872727269
AATS1dv,6.12280701754386
AATS1pe,6.493173684210527
AATS1se,7.813453614035086
AATS2dv,5.673267326732673
AATS2pe,6.406324752475247
AATS2se,7.804768990099008
AATS3dv,4.105515587529976
AATS3pe,6.366270503597123
AATS3se,7.833651942446043
AATS4dv,3.735483870967742
AATS4pe,6.4627541935483865
AATS4se,7.995213329032255
AATS5dv,3.556338028169014
AATS5pe,6.150585915492958
AATS5se,7.679873633802819
AATS6dv,3.216417910447761
AATS6pe,6.174040298507463
AATS6se,7.6911410597014935
AATS7dv,3.544776119402985
AATS7pe,6.295465671641789
AATS7se,7.877960447761192
AATS8dv,3.0
AATS8pe,6.1203018867924515
AATS8se,7.6786796603773615
AATSC0Z,10.197024793388433
AATSC0c,0.02350564955939689
AATSC0d,0.7087603305785126
AATSC0i,1.4428057647324446
AATSC0m,46.79453104991737
AATSC0p,0.2828805149873553
AATSC0s,2.696498826650343
AATSC0v,50.844265138288286
AATSC1Z,1.7305669131506458
AATSC1c,-0.01205052426692378
AATSC1d,0.2443497172683775
AATSC1i,0.01696113678509506
AATSC1m,7.529225928711044
AATSC1p,0.0057230053186097035
AATSC1s,-0.3418564258172327
AATSC1v,2.6946513628428272
AATSC2Z,0.6189968087717863
AATSC2c,4.9173047250839355e-06
AATSC2d,-0.10461991653710823
AATSC2i,0.07519206530005536
AATSC2m,2.968954732620906
AATSC2p,0.019760305460579018
AATSC2s,0.4653031251497766
AATSC2v,2.7876076372783927
AATSC3Z,-1.558960699209228
AATSC3c,0.0017083964418701512
AATSC3d,-0.16186693620310366
AATSC3i,-0.2863752054203049
AATSC3m,-7.0618810066210775
AATSC3p,-0.07040372907682621
AATSC3s,-0.18480409713653426
AATSC3v,-7.23998691664611
AATSC4Z,-1.915617168754998
AATSC4c,-0.00150839161868901
AATSC4d,0.016635563849640093
AATSC4i,0.051154140330493154
AATSC4m,-8.92179538047454
