DLiP-ID,I0010Z
ATS0v,12258.446614453433
ATS1Z,1416.0
ATS1d,232.0
ATS1i,8117.454996601698
ATS1m,5398.644225000001
ATS1p,104.72943913000002
ATS1s,178.05555555555554
ATS1v,15330.079049673812
ATS2Z,2079.0
ATS2d,364.0
ATS2i,14773.51840242844
ATS2m,7774.993253999997
ATS2p,156.35273556394304
ATS2s,293.5
ATS2v,22459.001038237006
ATS3Z,2382.0
ATS3d,415.0
ATS3i,19737.547162282528
ATS3m,8785.121146
ATS3p,182.22331476213094
ATS3s,421.05555555555554
ATS3v,25642.69888657203
ATS4Z,2359.0
ATS4d,401.0
ATS4i,21049.125988248237
ATS4m,8526.711478999998
ATS4p,178.858681733282
ATS4s,465.1111111111111
ATS4v,25248.98583185775
ATS5Z,2212.0
ATS5d,360.0
ATS5i,20176.992448194433
ATS5m,7920.855839
ATS5p,168.990761738735
ATS5s,472.11111111111103
ATS5v,23718.44849802555
ATS6Z,1976.0
ATS6d,342.0
ATS6i,19424.925341757033
ATS6m,6992.91745
ATS6p,165.40215724158395
ATS6s,393.8888888888888
ATS6v,22412.874637200082
ATS7Z,1783.0
ATS7d,328.0
ATS7i,20325.121814304122
ATS7m,6227.410520999999
ATS7p,153.428318586074
ATS7s,385.55555555555554
ATS7v,20306.136820038282
ATS8Z,1521.0
ATS8d,286.0
ATS8i,18255.283062584374
ATS8m,5294.171335999998
ATS8p,132.47124839092302
ATS8s,343.8888888888889
ATS8v,17422.880645632336
C1SP1,0
C1SP2,4
C1SP3,5
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.20833333333333334
GGI10,0.1845770839710234
JGI10,0.008025090607435798
JGT10,0.3988467202655052
Kier1,23.168044077134986
Kier2,10.744801512287335
Kier3,5.16796875
MAXdO,13.003198661440905
MID_C,49.477444020996415
MID_N,6.672545899761965
MID_O,5.355775528694878
MID_X,0.0
MID_h,12.028321428456843
MINdO,12.588683316206904
MPC10,135
MWC01,33.0
MWC02,5.0689042022202315
MWC03,5.937536205082426
MWC04,6.821107472256465
MWC05,7.708410667257367
MWC06,8.600982717145921
MWC07,9.4949928598676
MWC08,10.39173008710186
MWC09,11.289194241010271
MWC10,12.188422799337028
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,1
NdCH2,0
NddsN,0
NdsCH,2
NdssC,3
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.2992000000000026
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5254529391317835
SRW05,2.3978952727983707
SRW06,7.055312843339752
SRW07,4.844187086458591
SRW08,8.672999642554437
SRW09,7.050122520269059
SRW10,10.335821764746314
SaaCH,18.334996946878327
SaaNH,0
SaaSe,0
SaaaC,1.6359893026481998
SaasC,1.0292897433634478
SaasN,1.8534841886708768
SdCH2,0
SddsN,0
SdsCH,3.739127929241982
SdssC,-1.0917324845612513
SdssS,0
SsCH3,1.9004368368000568
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.2642706496178717
SsssP,0
VE1_A,4.156607037947033
VE1_D,5.391400438632958
VE2_A,0.13855356793156778
VE2_D,0.17971334795443195
VE3_A,2.5233114142675666
VE3_D,2.7834174614799867
VR1_A,646.1822544620203
VR1_D,193.5629216738593
VR2_A,21.539408482067344
VR2_D,6.452097389128643
VR3_A,7.569693880310376
VR3_D,6.364214924888583
WPath,2672
Xc-3d,1.6522652263201554
Xc-4d,0.0
Xc-5d,0.657506158692851
Xc-6d,0.0
Xp-0d,21.087211190881018
Xp-1d,14.596555450524589
Xp-2d,12.710778147010926
Xp-3d,11.46640881768934
Xp-4d,9.372163538962997
Xp-5d,7.477103723833205
Xp-6d,5.036215900177921
Xp-7d,3.7763959436069845
ZMIC0,97.10316335767072
ZMIC1,61.18942338070692
ZMIC2,42.308149107535094
ZMIC3,31.930130336893228
ZMIC4,27.549273091744702
ZMIC5,26.36532412089284
nAcid,0
nAtom,53
nBase,0
nRing,4
piPC1,3.828641396489095
piPC2,4.403665809777363
piPC3,5.034514567886199
piPC4,5.59819045072092
piPC5,6.101019379309329
piPC6,6.390004691238667
piPC7,6.74537420762855
piPC8,6.97786055235396
piPC9,6.946938431333867
AATS0Z,23.132075471698112
AATS0d,3.4150943396226414
AATS0i,160.11782242557032
AATS0m,91.36227407547173
AATS0p,1.560741675689188
AATS0s,4.951781970649895
AATS0v,231.29144555572515
AATS1Z,25.285714285714285
AATS1d,4.142857142857143
AATS1i,144.9545535107446
AATS1m,96.4043611607143
AATS1p,1.8701685558928574
AATS1s,3.1795634920634916
AATS1v,273.75141160131807
AATS2Z,21.65625
AATS2d,3.7916666666666665
AATS2i,153.89081669196293
AATS2m,80.98951306249997
AATS2p,1.6286743287910734
AATS2s,3.0572916666666665
AATS2v,233.94792748163547
AATS3Z,18.904761904761905
AATS3d,3.2936507936507935
AATS3i,156.647199700655
AATS3m,69.7231836984127
AATS3p,1.446216783826436
AATS3s,3.341710758377425
AATS3v,203.51348322676213
AATS4Z,17.736842105263158
AATS4d,3.0150375939849625
AATS4i,158.26410517479877
AATS4m,64.11061262406014
AATS4p,1.3448021182953533
AATS4s,3.497076023391813
AATS4v,189.84199873577256
AATS5Z,17.41732283464567
AATS5d,2.8346456692913384
AATS5i,158.87395628499553
AATS5m,62.368943614173226
AATS5p,1.3306359192026378
AATS5s,3.7174103237095357
AATS5v,186.75943699232718
AATS6Z,15.935483870967742
AATS6d,2.7580645161290325
AATS6i,156.65262372384703
AATS6m,56.39449556451613
AATS6p,1.3338883648514834
AATS6s,3.176523297491039
AATS6v,180.74898900967807
AATS7Z,14.15079365079365
AATS7d,2.6031746031746033
AATS7i,161.31049058971524
AATS7m,49.42389302380951
AATS7p,1.2176850681434443
AATS7s,3.059964726631393
AATS7v,161.15981603204986
AATS8Z,13.580357142857142
AATS8d,2.5535714285714284
AATS8i,162.99359877307478
AATS8m,47.26938692857141
AATS8p,1.1827790034903842
AATS8s,3.0704365079365084
AATS8v,155.561434336003
AMID_C,1.649248134033214
AMID_N,0.22241819665873216
AMID_O,0.17852585095649592
AMID_X,0.0
AMID_h,0.4009440476152281
ATS0dv,420.0
ATS0pe,330.6055999999999
ATS0se,406.15711199999987
ATS1dv,425.0
ATS1pe,361.66650000000004
ATS1se,431.0945399999999
ATS2dv,616.0
ATS2pe,614.4882
ATS2se,742.0995919999998
ATS3dv,657.0
ATS3pe,788.8323000000001
ATS3se,965.6482480000001
ATS4dv,598.0
ATS4pe,844.4866
ATS4se,1037.245428
ATS5dv,549.0
ATS5pe,813.9454
ATS5se,999.5873800000002
ATS6dv,450.0
ATS6pe,766.8506
ATS6se,947.199128
ATS7dv,404.0
ATS7pe,764.7285999999999
ATS7se,953.230132
ATS8dv,358.0
ATS8pe,676.4277
ATS8se,846.316616
ATSC0Z,378.0
ATSC0c,0.888879175604616
ATSC0d,31.547169811320753
ATSC0i,80.33296403956803
ATSC0m,1801.1637494716983
ATSC0p,12.230099370524712
ATSC0s,96.90775681341715
ATSC0v,2664.793701740444
ATSC1Z,24.0
ATSC1c,-0.376005623687618
ATSC1d,13.761480954076179
ATSC1i,-20.85822483929106
ATSC1m,112.16637744499843
ATSC1p,-0.9661933788111866
ATSC1s,-2.2641707210948923
ATSC1v,-60.63495038215357
ATSC2Z,11.0
ATSC2c,-0.29281496348055996
ATSC2d,1.6315414738341016
ATSC2i,8.330087695485673
ATSC2m,51.71683137201873
ATSC2p,0.6672185510218749
ATSC2s,1.2960128159487376
ATSC2v,130.10297774731646
ATSC3Z,74.0
ATSC3c,0.3091623138451128
ATSC3d,-8.866856532573872
ATSC3i,7.224908225753704
ATSC3m,340.43990608615184
ATSC3p,-0.4628247326761175
ATSC3s,35.8073454372849
ATSC3v,142.21700034168106
ATSC4Z,-73.0
ATSC4c,-0.17543680430127076
ATSC4d,-11.524029903880388
ATSC4i,-12.721023472227923
ATSC4m,-341.9723099384121
ATSC4p,-1.6851676302935534
ATSC4s,-36.71191804121671
ATSC4v,-364.36187404520405
ATSC5Z,-144.0
ATSC5c,0.18235702726946348
ATSC5d,-7.311142755428978
ATSC5i,5.85316007116342
ATSC5m,-677.4366686019935
ATSC5p,-0.5182559133760013
ATSC5s,-51.39741307701437
ATSC5v,-564.9026823935353
ATSC6Z,-132.0
ATSC6c,-0.01132088893260978
ATSC6d,-8.582057671769311
ATSC6i,-38.88602914111697
ATSC6m,-634.1416215941613
ATSC6p,-5.052673291500356
ATSC6s,-22.937225584430994
ATSC6v,-1137.3411149255196
ATSC7Z,-41.0
ATSC7c,-0.16339518947817325
ATSC7d,-5.187611249555001
ATSC7i,-17.90798305527771
ATSC7m,-201.82050095158428
ATSC7p,-2.4620988850849703
ATSC7s,20.336695542106717
ATSC7v,-471.58251662838006
ATSC8Z,1.0
ATSC8c,0.06265440639534586
ATSC8d,0.6550373798504823
ATSC8i,10.20083183725131
ATSC8m,2.803864097543496
ATSC8p,0.31568834222033143
ATSC8s,22.129939480242083
ATSC8v,35.64816730430731
AXp-0d,0.702907039696034
AXp-1d,0.4423198621371087
AXp-2d,0.27632126406545493
AXp-3d,0.17916263777639593
AXp-4d,0.11291763299955418
AXp-5d,0.07259324003721558
AXp-6d,0.04578378091070837
AXp-7d,0.030211167548855875
GATS1Z,0.7320483749055178
GATS1c,1.477831822290784
GATS1d,0.6475563909774436
GATS1i,1.38058695628813
GATS1m,0.7393063074188276
GATS1p,1.0755598194119544
GATS1s,0.49932936722552745
GATS1v,0.9590584477544271
GATS2Z,0.8691027336860669
GATS2c,1.4283467540961545
GATS2d,1.1589787679425836
GATS2i,1.0797013493695202
GATS2m,0.8715666612431082
GATS2p,0.919651920292459
GATS2s,0.5617455381287184
GATS2v,0.8965466697618838
GATS3Z,0.8619719492735366
GATS3c,1.0907325505012013
GATS3d,1.2820308346624136
GATS3i,1.0058769007860102
GATS3m,0.8655150835411223
GATS3p,0.9840321318828075
GATS3s,0.6792582863323805
GATS3v,0.9346556623589696
GATS4Z,1.0850141226081076
GATS4c,1.3928289775375362
GATS4d,1.2827193582041228
GATS4i,1.053130508610161
GATS4m,1.078274549109841
GATS4p,1.0160387757998617
GATS4s,1.6086575551913864
GATS4v,0.9896386979588805
GATS5Z,1.187726534183227
GATS5c,1.1359636010328882
GATS5d,1.1421467053460421
GATS5i,0.9479331926964598
GATS5m,1.1778675151674962
GATS5p,0.9755091093199856
GATS5s,1.913753593131849
GATS5v,1.0118140578228103
GATS6Z,1.1232718894009217
GATS6c,0.9656690804357665
GATS6d,1.056789242167001
GATS6i,1.174015519720998
GATS6m,1.1234454538054877
GATS6p,1.1637751398753986
GATS6s,1.2492850538215956
GATS6v,1.1546831040163292
GATS7Z,1.051398337112623
GATS7c,1.0696117130205196
GATS7d,1.0203918888129415
GATS7i,1.070426674524401
GATS7m,1.0526417880559218
GATS7p,1.050139368883142
GATS7s,0.8328070943538767
GATS7v,1.0576392761006232
GATS8Z,1.02437641723356
GATS8c,0.9876847036850961
GATS8d,0.9271830143540669
GATS8i,0.90629829465359
GATS8m,1.024082452201264
GATS8p,0.9514056377747523
GATS8s,0.8493390249555748
GATS8v,0.9820786198738385
MATS1Z,0.0600907029478458
MATS1c,-0.40034964823393854
MATS1d,0.4128503075871495
MATS1i,-0.24573747742536722
MATS1m,0.05893826388562671
MATS1p,-0.07476905882186496
MATS1s,-0.022112531870509152
MATS1v,-0.021535118996770086
MATS2Z,0.016065917107583774
MATS2c,-0.181867531071662
MATS2d,0.028552382376395482
MATS2i,0.057248013152079454
MATS2m,0.015851973848394756
MATS2p,0.03011915361847052
MATS2s,0.00738338290968092
MATS2v,0.026954313793378638
MATS3Z,0.08234651885445536
MATS3c,0.1463016222188928
MATS3d,-0.11822643730538471
MATS3i,0.037830655627714795
MATS3m,0.07950466076141649
MATS3p,-0.01591812452205322
MATS3s,0.15542429627340387
MATS3v,0.022448805929175156
MATS4Z,-0.076958268687592
MATS4c,-0.07865062979976406
MATS4d,-0.1455687664136418
MATS4i,-0.06310336100370253
MATS4m,-0.07565923972222979
MATS4p,-0.054908218249948265
MATS4s,-0.1509637804625138
MATS4v,-0.05448708353322088
MATS5Z,-0.15898012748406448
MATS5c,0.08561540603748048
MATS5d,-0.09671570658930792
MATS5i,0.030406662840544937
MATS5m,-0.15695951626653865
MATS5p,-0.01768424117331388
MATS5s,-0.22133743287497407
MATS5v,-0.08846718174147598
MATS6Z,-0.14925755248335892
MATS6c,-0.005443672409678661
MATS6d,-0.11627469516900754
MATS6i,-0.2068969032382395
MATS6m,-0.15048293241391847
MATS6p,-0.17658158720023606
MATS6s,-0.10116645440429879
MATS6v,-0.18242372955756617
MATS7Z,-0.0456244226085496
MATS7c,-0.07732178280757813
MATS7d,-0.06916913495860863
MATS7i,-0.09376876754451634
MATS7m,-0.047132166869985906
MATS7p,-0.08467999627370243
MATS7s,0.088272854481616
MATS7v,-0.074438810901286
MATS8Z,0.0012518896447467876
MATS8c,0.03335544468016019
MATS8d,0.009825700615174324
MATS8i,0.06008964575462191
MATS8m,0.0007366507051611213
MATS8p,0.012214801273990945
MATS8s,0.10806362512555057
MATS8v,0.006330404495069703
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.99938087013946
SpAD_D,369.3484810668216
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.5074017944337226
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,984
TMWC10,140.50128125127915
TSRW10,80.08648468868927
VE1_Dt,5.399899958433423
VE2_Dt,0.1799966652811141
VE3_Dt,2.7849927158506933
VR1_Dt,192.46948741568443
VR2_Dt,6.415649580522814
VR3_Dt,6.358549922900888
Xc-3dv,0.7326811492930124
Xc-4dv,0.0
Xc-5dv,0.14589021041741565
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.48075632711195054
Xch-7d,0.6548530212958052
Xp-0dv,16.82301601291317
Xp-1dv,10.001894281337762
Xp-2dv,7.229149254349622
Xp-3dv,5.36395350448842
Xp-4dv,3.804340606419925
Xp-5dv,2.5980688730648636
Xp-6dv,1.4187468952539868
Xp-7dv,0.8895516625801559
Xpc-4d,4.972034766314003
Xpc-5d,7.969849488921603
Xpc-6d,12.169523346340773
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,56
nFRing,1
nHBAcc,4
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,7.145414836435158
AATS0dv,7.9245283018867925
AATS0pe,6.237841509433961
AATS0se,7.6633417358490545
AATS1dv,7.589285714285714
AATS1pe,6.458330357142858
AATS1se,7.698116785714284
AATS2dv,6.416666666666667
AATS2pe,6.40091875
AATS2se,7.730204083333331
AATS3dv,5.214285714285714
AATS3pe,6.260573809523811
AATS3se,7.663874984126985
AATS4dv,4.496240601503759
AATS4pe,6.349523308270676
AATS4se,7.798837804511278
AATS5dv,4.322834645669292
AATS5pe,6.409018897637795
AATS5se,7.870766771653544
AATS6dv,3.629032258064516
AATS6pe,6.184279032258065
AATS6se,7.63870264516129
AATS7dv,3.2063492063492065
AATS7pe,6.069274603174603
AATS7se,7.565318507936508
AATS8dv,3.1964285714285716
AATS8pe,6.039533035714285
AATS8se,7.556398357142856
AATSC0Z,7.132075471698113
AATSC0c,0.016771305200087096
AATSC0d,0.5952296190815236
AATSC0i,1.5157163026333589
AATSC0m,33.984221688145254
AATSC0p,0.23075659189669268
AATSC0s,1.8284482417625878
AATSC0v,50.2791264479329
AATSC1Z,0.42857142857142855
AATSC1c,-0.006714386137278892
AATSC1d,0.2457407313227889
AATSC1i,-0.3724683007016261
AATSC1m,2.0029710258035434
AATSC1p,-0.017253453193056902
AATSC1s,-0.040431620019551646
AATSC1v,-1.082766971109885
AATSC2Z,0.11458333333333333
AATSC2c,-0.0030501558695891664
AATSC2d,0.01699522368577189
AATSC2i,0.08677174682797577
AATSC2m,0.5387169934585284
AATSC2p,0.006950193239811196
AATSC2s,0.013500133499466016
AATSC2v,1.3552393515345464
AATSC3Z,0.5873015873015873
AATSC3c,0.002453669157500895
AATSC3d,-0.07037187724264977
AATSC3i,0.05734054147423574
AATSC3m,2.7019040165567607
AATSC3p,-0.0036732121640961706
AATSC3s,0.28418528124829284
AATSC3v,1.1287063519181035
AATSC4Z,-0.5488721804511278
AATSC4c,-0.001319073716550908
AATSC4d,-0.0866468413825593
AATSC4i,-0.0956467930242701
AATSC4m,-2.5712203754767824
AATSC4p,-0.012670433310477845
AATSC4s,-0.27602945895651665
AATSC4v,-2.7395629627458953
AATSC5Z,-1.1338582677165354
AATSC5c,0.0014358821044839645
AATSC5d,-0.05756805319235416
AATSC5i,0.04608787457608992
AATSC5m,-5.334146996866091
AATSC5p,-0.004080755223433081
AATSC5s,-0.4047040399764911
AATSC5v,-4.448052617271932
