DLiP-ID,C100OT
MIC0,17.809125444392564
MIC1,36.36525937594374
MIC2,45.238882394522065
MIC3,47.30567027330993
MIC4,47.42785209149176
MIC5,47.42785209149176
MPC2,35
MPC3,45
MPC4,55
MPC5,67
MPC6,75
MPC7,83
MPC8,83
MPC9,95
Mare,1.0397575757575759
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.25000345004994956
RPCG,0.1754495952536033
SIC0,0.3522804431183388
SIC1,0.6604131619485618
SIC2,0.83179647973407
SIC3,0.9759709256762963
SIC4,1.0000000000000002
SIC5,1.0000000000000002
SaaN,7.968198853615521
SaaO,0
SaaS,0
Sare,34.312000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.013921456255025
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,58.64236605582756
TIC1,109.93568092584815
TIC2,138.465005938829
TIC3,162.46500593882905
TIC4,166.465005938829
TIC5,166.465005938829
Vabc,251.01022118179955
WPol,34
apol,39.32593
bpol,13.776069999999999
nRot,4
ABCGG,14.262275247352006
ATS0Z,1002.0
ATS0d,130.0
ATS0i,5337.85725604249
ATS0m,3982.7786549999996
ATS0p,53.69244504849
ATS0s,285.4444444444444
ATS0v,8502.410771293411
ATS1Z,1076.0
ATS1d,159.0
ATS1i,5244.85483584225
ATS1m,4186.920969
ATS1p,66.601246776
ATS1s,152.33333333333334
ATS1v,10302.44144520672
ATS2Z,1552.0
ATS2d,229.0
ATS2i,8068.2446092335
ATS2m,5987.969595
ATS2p,97.20123788
ATS2s,293.11111111111114
ATS2v,14872.647047832126
ATS3Z,1578.0
ATS3d,245.0
ATS3i,10561.423821827646
ATS3m,5935.261182
ATS3p,105.080792535396
ATS3s,282.44444444444446
ATS3v,15672.79156957398
ATS4Z,1493.0
ATS4d,219.0
ATS4i,11508.232574178846
ATS4m,5488.000510000001
ATS4p,95.28759301224501
ATS4s,322.0
ATS4v,14311.119101458276
ATS5Z,1237.0
ATS5d,193.0
ATS5i,10290.101996499541
ATS5m,4552.069940999999
ATS5p,79.16659078964099
ATS5s,254.0
ATS5v,11806.543802162603
ATS6Z,1072.0
ATS6d,159.0
ATS6i,7368.445669925596
ATS6m,4036.9201259999995
ATS6p,63.41746081139599
ATS6s,210.22222222222223
ATS6v,9604.351821600443
ATS7Z,1037.0
ATS7d,134.0
ATS7i,6632.118517510799
ATS7m,3916.302785
ATS7p,59.951962701698
ATS7s,234.99999999999997
ATS7v,9156.115921559754
ATS8Z,831.0
ATS8d,122.0
ATS8i,6427.904691819646
ATS8m,3074.909965
ATS8p,58.310469746245
ATS8s,184.44444444444446
ATS8v,8440.440851576659
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.08672584430160188
JGI10,0.007227153691800156
JGT10,0.4543034517627361
Kier1,17.8112
Kier2,7.92
Kier3,4.345679012345679
MAXdO,11.001816962147117
MID_C,31.509209087435785
MID_N,8.380094967156904
MID_O,6.839167891369446
MID_X,0.0
MID_h,15.21926285852635
MINdO,10.647616140244832
MPC10,99
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.638354669333745
MWC04,6.505784060128229
MWC05,7.367077059881012
MWC06,8.237214703349489
MWC07,9.104868739033948
MWC08,9.976970329295932
MWC09,10.847918605354593
MWC10,11.721539979135724
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,1
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.5407
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,2.3978952727983707
SRW06,6.7580945044277305
SRW07,4.59511985013459
SRW08,8.340694647925071
SRW09,6.6052979209482015
SRW10,9.96274653641105
SaaCH,13.86066726590432
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.892488594458293
SaasN,1.4647812736205594
SdCH2,0
SddsN,-0.47822773904622595
SdsCH,0
SdssC,-1.0188789474442712
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.269312558714365
VE1_D,4.719127528440811
VE2_A,0.18562228516149412
VE2_D,0.20517945775829616
VE3_A,2.2843619439395044
VE3_D,2.384533059777182
VR1_A,156.75600896159102
VR1_D,129.3259151455507
VR2_A,6.815478650503957
VR2_D,5.622865875893509
VR3_A,5.887599636396575
VR3_D,5.695244815123255
WPath,1315
Xc-3d,1.6666666666666665
Xc-4d,0.0
Xc-5d,0.5
Xc-6d,0.0
Xp-0d,16.396976746569035
Xp-1d,11.041713895658193
Xp-2d,10.182870792170462
Xp-3d,8.304523922768594
Xp-4d,6.492529609212166
Xp-5d,4.983651044390356
Xp-6d,3.6119184775592657
Xp-7d,2.6795250052656194
ZMIC0,73.89487721683486
ZMIC1,46.34901192555689
ZMIC2,29.413775413516028
ZMIC3,24.826685926508674
ZMIC4,24.457668457495533
ZMIC5,24.457668457495533
nAcid,1
nAtom,33
nBase,0
nRing,3
piPC1,3.597312260588446
piPC2,4.208417018481948
piPC3,4.798884926611489
piPC4,5.3615855498981215
piPC5,5.863631175598097
piPC6,6.218973555931831
piPC7,6.660094880879842
piPC8,6.962746415416585
piPC9,7.403213425617006
AATS0Z,30.363636363636363
AATS0d,3.9393939393939394
AATS0i,161.75325018310576
AATS0m,120.69026227272727
AATS0p,1.627043789348182
AATS0s,8.649831649831649
AATS0v,257.64881125131546
AATS1Z,30.742857142857144
AATS1d,4.542857142857143
AATS1i,149.85299530977858
AATS1m,119.6263134
AATS1p,1.9028927650285714
AATS1s,4.352380952380953
AATS1v,294.3554698630491
AATS2Z,28.74074074074074
AATS2d,4.2407407407407405
AATS2i,149.41193720802778
AATS2m,110.88832583333333
AATS2p,1.8000229237037035
AATS2s,5.427983539094651
AATS2v,275.419389774669
AATS3Z,23.205882352941178
AATS3d,3.6029411764705883
AATS3i,155.31505620334772
AATS3m,87.2832526764706
AATS3p,1.5453057725793529
AATS3s,4.15359477124183
AATS3v,230.4822289643232
AATS4Z,21.028169014084508
AATS4d,3.084507042253521
AATS4i,162.08778273491333
AATS4m,77.29578183098593
AATS4p,1.3420787748203522
AATS4s,4.535211267605634
AATS4v,201.56505776701798
AATS5Z,19.951612903225808
AATS5d,3.1129032258064515
AATS5i,165.96938704031518
AATS5m,73.42048291935482
AATS5p,1.2768804966071128
AATS5s,4.096774193548387
AATS5v,190.4281258413323
AATS6Z,23.822222222222223
AATS6d,3.533333333333333
AATS6i,163.74323710945768
AATS6m,89.70933613333332
AATS6p,1.409276906919911
AATS6s,4.671604938271605
AATS6v,213.43004048000984
AATS7Z,25.29268292682927
AATS7d,3.268292682926829
AATS7i,161.7589882319707
AATS7m,95.51958012195122
AATS7p,1.4622429927243414
AATS7s,5.73170731707317
AATS7v,223.31990052584766
AATS8Z,20.26829268292683
AATS8d,2.975609756097561
AATS8i,156.77816321511332
AATS8m,74.99780402439023
AATS8p,1.4222065791767073
AATS8s,4.4986449864498645
AATS8v,205.86441101406484
AMID_C,1.369965612497208
AMID_N,0.36435195509377843
AMID_O,0.297355125711715
AMID_X,0.0
AMID_h,0.6617070808054935
ATS0dv,414.0
ATS0pe,230.2383
ATS0se,274.505788
ATS1dv,393.0
ATS1pe,243.54590000000002
ATS1se,285.5332839999999
ATS2dv,562.0
ATS2pe,370.22979999999995
ATS2se,436.873356
ATS3dv,493.0
ATS3pe,449.0715
ATS3se,539.5804240000001
ATS4dv,465.0
ATS4pe,478.67299999999994
ATS4se,578.870008
ATS5dv,409.0
ATS5pe,412.25409999999994
ATS5se,501.538132
ATS6dv,379.0
ATS6pe,308.9065
ATS6se,370.06391199999996
ATS7dv,372.0
ATS7pe,287.69870000000003
ATS7se,342.9173
ATS8dv,285.0
ATS8pe,265.6422
ATS8se,323.510004
ATSC0Z,226.24242424242425
ATSC0c,0.8465240844843454
ATSC0d,20.90909090909091
ATSC0i,55.91217858488694
ATSC0m,1065.6013107272727
ATSC0p,6.827936855614242
ATSC0s,111.94612794612794
ATSC0v,1354.3572642633671
ATSC1Z,7.864095500459129
ATSC1c,-0.3967641105151635
ATSC1d,3.7933884297520675
ATSC1i,15.650584329847117
ATSC1m,35.26960201652892
ATSC1p,0.9166828222348948
ATSC1s,-9.885623915926944
ATSC1v,55.28451520372163
ATSC2Z,-0.39669421487604417
ATSC2c,0.08226174694811554
ATSC2d,-7.0330578512396675
ATSC2i,-13.251797652937807
ATSC2m,-13.10382428099172
ATSC2p,-1.2250644312733048
ATSC2s,45.8221610039792
ATSC2v,-301.9401064437639
ATSC3Z,-28.317722681359047
ATSC3c,0.05062183331543243
ATSC3d,-6.570247933884296
ATSC3i,-25.63850105600595
ATSC3m,-137.20915143801653
ATSC3p,-2.720977277909105
ATSC3s,6.343332313029293
ATSC3v,-374.6433834813678
ATSC4Z,-105.82460973370064
ATSC4c,-0.13141303024605966
ATSC4d,2.801652892561983
ATSC4i,-23.111405035716334
ATSC4m,-488.00180650413233
ATSC4p,-1.3518803459477637
ATSC4s,-45.33190490766248
ATSC4v,-312.5694731848692
ATSC5Z,-10.97061524334251
ATSC5c,-0.1870520970415839
ATSC5d,1.5950413223140494
ATSC5i,1.8055135084212623
ATSC5m,-36.83079212396696
ATSC5p,1.4306705558154533
ATSC5s,-35.30282624222018
ATSC5v,339.71953853968466
ATSC6Z,6.214876033057848
ATSC6c,0.12582618575259605
ATSC6d,-3.148760330578512
ATSC6i,8.360872032893173
ATSC6m,25.509492280991743
ATSC6p,0.31347330388627526
ATSC6s,1.982552800734621
ATSC6v,-7.998233836214247
ATSC7Z,-11.301193755739211
ATSC7c,0.13516395854742072
ATSC7d,-1.3719008264462806
ATSC7i,25.38971583677813
ATSC7m,-62.45780593388429
ATSC7p,0.4626068554290922
ATSC7s,7.258851137639013
ATSC7v,-124.21683196648772
ATSC8Z,10.577594123048673
ATSC8c,-0.1745785711439446
ATSC8d,-2.4628099173553726
ATSC8i,5.113902915912085
ATSC8m,45.43148270247934
ATSC8p,-0.31318056903693753
ATSC8s,-1.2596673808794985
ATSC8v,-53.33688900935749
AXp-0d,0.7129120324595233
AXp-1d,0.4416685558263277
AXp-2d,0.29093916549058463
AXp-3d,0.1845449760615243
AXp-4d,0.11804599289476667
AXp-5d,0.07438285140881129
AXp-6d,0.04815891303412354
AXp-7d,0.03228343379838096
GATS1Z,0.5819295090122841
GATS1c,1.3159882800141702
GATS1d,0.808944099378882
GATS1i,0.8574257078538114
GATS1m,0.5877318562187352
GATS1p,0.8074494620903464
GATS1s,0.6275127182730647
GATS1v,0.7693469484804875
GATS2Z,0.6705360597672411
GATS2c,0.7390101021159028
GATS2d,1.2470209339774556
GATS2i,1.211919029432779
GATS2m,0.6816860981598568
GATS2p,1.0660343516746131
GATS2s,0.3737835525612233
GATS2v,0.9929338778449254
GATS3Z,0.9183277918721734
GATS3c,0.6478655408517401
GATS3d,1.1028132992327364
GATS3i,1.23453862263146
GATS3m,0.9261050307029975
GATS3p,1.1679814865168527
GATS3s,0.5780091150993603
GATS3v,1.1140815746131463
GATS4Z,1.2191833023320742
GATS4c,0.8735235464206484
GATS4d,0.7975505205143906
GATS4i,1.1665378179837165
GATS4m,1.2151560952975686
GATS4p,1.0463151655382208
GATS4s,1.103817321639171
GATS4v,1.0893855615290005
GATS5Z,1.1132791234240385
GATS5c,0.98798753458108
GATS5d,0.9380084151472651
GATS5i,0.9635620919766376
GATS5m,1.1077884320127438
GATS5p,0.8438523166978402
GATS5s,1.0094461175447857
GATS5v,0.9072776239993666
GATS6Z,0.9366550584873649
GATS6c,0.9104252155333644
GATS6d,1.1393236714975845
GATS6i,0.946005152627323
GATS6m,0.9405083242879131
GATS6p,0.8781417567128118
GATS6s,0.6952197625922362
GATS6v,0.9429100783016774
GATS7Z,0.9607652251180964
GATS7c,0.7803676249117808
GATS7d,0.9145281018027571
GATS7i,0.6698739332305841
GATS7m,0.965994915943585
GATS7p,0.8703924637032915
GATS7s,0.8745979952581046
GATS7v,0.9706637714309435
GATS8Z,0.9728394739077313
GATS8c,0.9101942134542158
GATS8d,0.9891834570519618
GATS8i,0.8262949164138339
GATS8m,0.9810780501777074
GATS8p,1.087324370832105
GATS8s,0.9090706354609263
GATS8v,1.126314488699801
MATS1Z,0.032773334353832576
MATS1c,-0.44191521834427
MATS1d,0.17105590062111806
MATS1i,0.26391862379107944
MATS1m,0.031206977555533415
MATS1p,0.12658303158851672
MATS1s,-0.0832608620926715
MATS1v,0.0384871860805311
MATS2Z,-0.0010715242432360332
MATS2c,0.05938527739588914
MATS2d,-0.20555555555555552
MATS2i,-0.1448400150534541
MATS2m,-0.0075149049982832904
MATS2p,-0.10964519760644183
MATS2s,0.25014203026414294
MATS2v,-0.1362409748200489
MATS3Z,-0.060742030538440926
MATS3c,0.029020412275043275
MATS3d,-0.15249360613810736
MATS3i,-0.22253137085112124
MATS3m,-0.06248753019529268
MATS3p,-0.1933928645129225
MATS3s,0.0274987792277643
MATS3v,-0.13424244474945574
MATS4Z,-0.21740434570994138
MATS4c,-0.07215305136341706
MATS4d,0.062278015921616636
MATS4i,-0.19212130384250323
MATS4m,-0.2128542249036963
MATS4p,-0.09202468705100422
MATS4s,-0.18821337553714973
MATS4v,-0.107267685610109
MATS5Z,-0.025809476076492987
MATS5c,-0.11761034205622503
MATS5d,0.040603085553997185
MATS5i,0.01718765302609376
MATS5m,-0.018396642283706625
MATS5p,0.11152504147316757
MATS5s,-0.16785050374119034
MATS5v,0.13350868993920298
MATS6Z,0.020144655772836847
MATS6c,0.10900166682768117
MATS6d,-0.11043478260869563
MATS6i,0.10965958244940015
MATS6m,0.017555309680778373
MATS6p,0.03366762577203933
MATS6s,0.012987247353224268
MATS6v,-0.004330741699148795
MATS7Z,-0.04020502701678503
MATS7c,0.12851436269218938
MATS7d,-0.05281018027571579
MATS7i,0.3654950577676253
MATS7m,-0.0471761027929529
MATS7p,0.054532153859051614
MATS7s,0.0521901922580342
MATS7v,-0.07382055235865627
MATS8Z,0.03763075535925465
MATS8c,-0.1659899136677454
MATS8d,-0.09480381760339344
MATS8i,0.07361666643633055
MATS8m,0.034315651437984075
MATS8p,-0.03691776456824551
MATS8s,-0.009056844057372214
MATS8v,-0.03169746438892732
MAXaaN,4.0069540501385745
MAXsOH,9.013921456255025
MINaaN,3.961244803476946
MINsOH,9.013921456255025
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.656679088548792
SpAD_D,237.38430193458197
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,685
TMWC10,122.19551869110943
TSRW10,70.84394779341596
VE1_Dt,4.7515196753258575
VE2_Dt,0.20658781197068946
VE3_Dt,2.3913736214619865
VR1_Dt,127.3879880837668
VR2_Dt,5.538608177555078
VR3_Dt,5.680146576571277
Xc-3dv,0.5310397325550327
Xc-4dv,0.0
Xc-5dv,0.0688347111016799
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.30274943015462097
Xch-7d,0.4241838895256699
Xp-0dv,11.67946785864342
Xp-1dv,6.607659354652225
Xp-2dv,4.754888121214405
Xp-3dv,3.257480828328705
Xp-4dv,2.0790272082524854
Xp-5dv,1.336243280715201
Xp-6dv,0.7218711463638292
Xp-7dv,0.4080700689302824
Xpc-4d,3.8799939708726052
Xpc-5d,4.906146970071412
Xpc-6d,6.714871574737029
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,35
nFRing,0
nHBAcc,6
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,7.75134090038566
AATS0dv,12.545454545454545
AATS0pe,6.976918181818182
AATS0se,8.318357212121212
AATS1dv,11.228571428571428
AATS1pe,6.958454285714287
AATS1se,8.158093828571426
AATS2dv,10.407407407407407
AATS2pe,6.856107407407406
AATS2se,8.090247333333334
AATS3dv,7.25
AATS3pe,6.603992647058824
AATS3se,7.935006235294119
AATS4dv,6.549295774647887
AATS4pe,6.741873239436619
AATS4se,8.153098704225352
AATS5dv,6.596774193548387
AATS5pe,6.649259677419354
AATS5se,8.08932470967742
AATS6dv,8.422222222222222
AATS6pe,6.864588888888889
AATS6se,8.223642488888888
AATS7dv,9.073170731707316
AATS7pe,7.0170414634146345
AATS7se,8.363836585365855
AATS8dv,6.951219512195122
AATS8pe,6.4790780487804875
AATS8se,7.890487902439024
AATSC0Z,6.85583103764922
AATSC0c,0.0256522449843741
AATSC0d,0.6336088154269973
AATSC0i,1.6943084419662708
AATSC0m,32.29094880991735
AATSC0p,0.2069071774428558
AATSC0s,3.3923069074584227
AATSC0v,41.041129220102036
AATSC1Z,0.22468844287026082
AATSC1c,-0.011336117443290387
AATSC1d,0.10838252656434479
AATSC1i,0.4471595522813462
AATSC1m,1.0077029147579692
AATSC1p,0.026190937778139852
AATSC1s,-0.2824463975979127
AATSC1v,1.5795575772491894
AATSC2Z,-0.007346189164371188
AATSC2c,0.001523365684224362
AATSC2d,-0.13024181205999386
AATSC2i,-0.245403660239589
AATSC2m,-0.24266341261095778
AATSC2p,-0.02268637835691305
AATSC2s,0.8485585371107258
AATSC2v,-5.5914834526622945
AATSC3Z,-0.4164370982552801
AATSC3c,0.0007444387252269474
AATSC3d,-0.09662129314535729
AATSC3i,-0.3770367802353816
AATSC3m,-2.017781638794361
AATSC3p,-0.04001437173395743
AATSC3s,0.09328429872101902
AATSC3v,-5.509461521784821
AATSC4Z,-1.4904874610380372
AATSC4c,-0.0018508877499445022
AATSC4d,0.039459899895239195
AATSC4i,-0.3255127469819202
AATSC4m,-6.873264880339892
AATSC4p,-0.019040568252785404
AATSC4s,-0.6384775339107391
AATSC4v,-4.402386946265763
AATSC5Z,-0.17694540715068563
AATSC5c,-0.003016969307122321
AATSC5d,0.025726472940549184
AATSC5i,0.02912118561969778
AATSC5m,-0.5940450342575316
AATSC5p,0.023075331545410537
