DLiP-ID,C000BH
VE2_A,0.1743089057230874
VE2_D,0.19322047098027012
VE3_A,2.4666817495105975
VE3_D,2.569684577686919
VR1_A,214.20639229395522
VR1_D,164.65447397468355
VR2_A,8.238707395921354
VR2_D,6.332864383641676
VR3_A,6.322451445237983
VR3_D,6.059360626117649
WPath,1517
Xc-3d,1.7573171985400453
Xc-4d,0.0
Xc-5d,0.6063106309956074
Xc-6d,0.0
Xp-0d,17.83613433532446
Xp-1d,12.669035095596023
Xp-2d,11.676222013209303
Xp-3d,10.949134372875065
Xp-4d,9.537848574654436
Xp-5d,8.429711192838655
Xp-6d,6.6242358772801815
Xp-7d,5.315801319277514
ZMIC0,86.87525322583454
ZMIC1,37.03900143918968
ZMIC2,24.59992321065906
ZMIC3,22.733609496794227
ZMIC4,22.587855249203237
ZMIC5,22.587855249203237
nAcid,0
nAtom,50
nBase,1
nRing,5
piPC1,3.6375861597263857
piPC2,4.237723145067448
piPC3,4.860780927439802
piPC4,5.444849815490406
piPC5,5.954054693358663
piPC6,6.314877551585867
piPC7,6.737550639939574
piPC8,7.152626686482835
piPC9,7.338093369591904
AATS0Z,21.4
AATS0d,3.48
AATS0i,161.59078218998954
AATS0m,84.28456356000002
AATS0p,1.47174443432752
AATS0s,3.3705555555555553
AATS0v,215.51330960829378
AATS1Z,24.35185185185185
AATS1d,4.314814814814815
AATS1i,145.19176153385183
AATS1m,92.21990425925925
AATS1p,1.8149016931481483
AATS1s,2.7690329218107
AATS1v,265.091588934232
AATS2Z,20.366336633663366
AATS2d,3.99009900990099
AATS2i,153.14628564283802
AATS2m,75.56560753465347
AATS2p,1.5778884122622772
AATS2s,2.625137513751375
AATS2v,224.88514803868864
AATS3Z,17.257142857142856
AATS3d,3.5
AATS3i,154.91300890965778
AATS3m,62.40226781428572
AATS3p,1.4486352374377287
AATS3s,2.3579365079365076
AATS3v,198.62183044567473
AATS4Z,14.55952380952381
AATS4d,2.994047619047619
AATS4i,158.76240334034836
AATS4m,50.57512524404761
AATS4p,1.2825813194715774
AATS4s,2.4619708994708995
AATS4v,169.46475227048236
AATS5Z,12.650887573964496
AATS5d,2.710059171597633
AATS5i,161.74784747601547
AATS5m,43.482352775147916
AATS5p,1.171334385778148
AATS5s,2.163379355687048
AATS5v,151.60948060967036
AATS6Z,12.736842105263158
AATS6d,2.598684210526316
AATS6i,162.74842386863395
AATS6m,43.772340993421054
AATS6p,1.146352049262895
AATS6s,2.3799342105263164
AATS6v,149.38540982855727
AATS7Z,12.515384615384615
AATS7d,2.5076923076923077
AATS7i,162.38214226384395
AATS7m,42.964965607692314
AATS7p,1.1454713653670383
AATS7s,2.4134615384615383
AATS7v,147.52727144924918
AATS8Z,11.944444444444445
AATS8d,2.3333333333333335
AATS8i,164.38444111143997
AATS8m,40.90246743518519
AATS8p,1.0849264096932036
AATS8s,2.426697530864198
AATS8v,140.60013165502397
AMID_C,1.7190262629808173
AMID_N,0.16948497539923996
AMID_O,0.21686182179497016
AMID_X,0.0
AMID_h,0.3863467971942101
ATS0dv,344.0
ATS0pe,306.69649999999996
ATS0se,380.05239199999994
ATS1dv,359.0
ATS1pe,348.38800000000003
ATS1se,416.81774399999995
ATS2dv,534.0
ATS2pe,640.9270999999999
ATS2se,779.612396
ATS3dv,523.0
ATS3pe,861.1846
ATS3se,1059.1898319999998
ATS4dv,513.0
ATS4pe,1028.6353
ATS4se,1276.860324
ATS5dv,415.0
ATS5pe,1003.0759999999999
ATS5se,1261.3088519999997
ATS6dv,406.0
ATS6pe,912.6561999999999
ATS6se,1147.68062
ATS7dv,352.0
ATS7pe,773.9203000000001
ATS7se,974.3764040000001
ATS8dv,288.0
ATS8pe,639.8070000000001
ATS8se,809.4780760000001
ATSC0Z,363.11999999999995
ATSC0c,0.9951761452945715
ATSC0d,32.88
ATSC0i,72.05541204660545
ATSC0m,1730.0336908799995
ATSC0p,11.584129627235521
ATSC0s,47.367222222222225
ATSC0v,2550.236009950835
ATSC1Z,32.99040000000004
ATSC1c,-0.4209971763195092
ATSC1d,15.809600000000001
ATSC1i,-9.405388959454271
ATSC1m,155.73511832960014
ATSC1p,-0.4243421430287594
ATSC1s,0.440622222222221
ATSC1v,69.7053792931662
ATSC2Z,29.457600000000028
ATSC2c,-0.11245142545721887
ATSC2d,2.622400000000007
ATSC2i,8.486032290208119
ATSC2m,147.05327794240017
ATSC2p,2.5403959950174517
ATSC2s,8.895988888888889
ATSC2v,445.1987778192092
ATSC3Z,-41.535999999999966
ATSC3c,-0.06746338312961626
ATSC3d,-15.343999999999996
ATSC3i,-7.6213056204167255
ATSC3m,-199.5253387039998
ATSC3p,-1.8854003339368137
ATSC3s,3.3667777777777785
ATSC3v,-359.4045278033591
ATSC4Z,-194.7232
ATSC4c,0.3294525404524831
ATSC4d,-14.0368
ATSC4i,-24.263017311123093
ATSC4m,-939.8822014767998
ATSC4p,-4.9527401686159465
ATSC4s,-6.917200000000002
ATSC4v,-1443.7666204391664
ATSC5Z,-29.86560000000003
ATSC5c,-0.28667797803003103
ATSC5d,-5.8144
ATSC5i,-11.73891296800476
ATSC5m,-142.17157033440014
ATSC5p,-1.825377692299138
ATSC5s,-12.020655555555551
ATSC5v,-261.5990026540968
ATSC6Z,-28.524800000000003
ATSC6c,-0.1720260122137646
ATSC6d,-0.8752000000000015
ATSC6i,3.0312438500625727
ATSC6m,-128.6018723552
ATSC6p,1.0322258566464182
ATSC6s,-7.522466666666666
ATSC6v,42.52122435100296
ATSC7Z,1.927999999999996
ATSC7c,0.48347459729711206
ATSC7d,0.7519999999999974
ATSC7i,4.888250669643498
ATSC7m,3.626851191999992
ATSC7p,-0.28666288370247267
ATSC7s,0.39300000000000096
ATSC7v,-111.50746808720359
ATSC8Z,41.98079999999998
ATSC8c,-0.34282009476069086
ATSC8d,-2.620800000000002
ATSC8i,11.124364984174296
ATSC8m,205.5026556991999
ATSC8p,1.2910046653945557
ATSC8s,-7.292644444444444
ATSC8v,414.95386333262877
AXp-0d,0.6860051667432484
AXp-1d,0.42230116985320076
AXp-2d,0.25947160029354005
AXp-3d,0.16341991601306066
AXp-4d,0.09935258931931705
AXp-5d,0.06244230513213818
AXp-6d,0.039666083097486114
AXp-7d,0.024956813705528234
GATS1Z,0.794656189566963
GATS1c,1.4031696575298307
GATS1d,0.7175362710642516
GATS1i,1.3096803217356585
GATS1m,0.8006358605561779
GATS1p,1.1251227303745226
GATS1s,0.5760362407891759
GATS1v,0.9917740749750914
GATS2Z,0.9038416234220912
GATS2c,1.1595873821414604
GATS2d,1.2246753872467537
GATS2i,1.059520814437378
GATS2m,0.9027357806258314
GATS2p,0.9135662369102326
GATS2s,0.5714340625134633
GATS2v,0.893625248137196
GATS3Z,0.9696519057061028
GATS3c,1.0053412283691823
GATS3d,1.3518856447688563
GATS3i,1.115028474951485
GATS3m,0.9732932278003803
GATS3p,1.073802354382485
GATS3s,0.6127801691277371
GATS3v,1.0443501339653802
GATS4Z,1.1317424910038925
GATS4c,0.9022445707725498
GATS4d,1.1443126520681266
GATS4i,1.1215375059265908
GATS4m,1.1335701339978679
GATS4p,1.1057536003482888
GATS4s,1.1117822529253312
GATS4v,1.137694566834525
GATS5Z,1.0012827682765149
GATS5c,1.0006234603030313
GATS5d,1.0317237507018528
GATS5i,1.0158303101257744
GATS5m,1.0022262072076253
GATS5p,1.01387020953004
GATS5s,0.9628874346082053
GATS5v,1.0112647603487532
GATS6Z,1.0369197945292843
GATS6c,1.1254471601073885
GATS6d,0.9559282558586246
GATS6i,0.9276088418161302
GATS6m,1.033076824436671
GATS6p,0.9281943124044175
GATS6s,1.1619834977304981
GATS6v,0.9597450107810155
GATS7Z,0.9918208856576339
GATS7c,0.7777102549849353
GATS7d,0.8941605839416057
GATS7i,0.9166469847739624
GATS7m,0.9924751362921586
GATS7p,0.9749515845015714
GATS7s,1.0800050162713044
GATS7v,0.9939910266667188
GATS8Z,0.963333210937309
GATS8c,1.1467786980756305
GATS8d,0.9590148238262592
GATS8i,0.8443347238476117
GATS8m,0.9596669352117115
GATS8p,0.897887582646586
GATS8s,1.3161031247407198
GATS8v,0.8932835490384988
MATS1Z,0.08412278769185587
MATS1c,-0.3917017124445418
MATS1d,0.44521041722988197
MATS1i,-0.12086106003173491
MATS1m,0.08335050606163064
MATS1p,-0.03391790357469101
MATS1s,0.008613203813823064
MATS1v,0.025308252888048215
MATS2Z,0.04016019579486042
MATS2c,-0.055938863453259026
MATS2d,0.039483510394835206
MATS2i,0.058302436485190505
MATS2m,0.042079326449245606
MATS2p,0.10856420121152713
MATS2s,0.09297473419126198
MATS2v,0.08642158361186889
MATS3Z,-0.040852295974569575
MATS3c,-0.024210855050492145
MATS3d,-0.1666666666666666
MATS3i,-0.037775023237311064
MATS3m,-0.041189399901741884
MATS3p,-0.058127566229676506
MATS3s,0.02538507808795514
MATS3v,-0.05033211021604455
MATS4Z,-0.1595982962473379
MATS4c,0.09852662947032421
MATS4d,-0.12705654037770825
MATS4i,-0.10021642926460941
MATS4m,-0.16168866950523547
MATS4p,-0.12724562479191173
MATS4s,-0.04346234335913088
MATS4v,-0.16849124743068764
MATS5Z,-0.024333488464862735
MATS5c,-0.08522709294470142
MATS5d,-0.0523186340143106
MATS5i,-0.04819972678415239
MATS5m,-0.02431316511073007
MATS5p,-0.04662003871369105
MATS5s,-0.07508160289439128
MATS5v,-0.030348624334922508
MATS6Z,-0.025840377546642555
MATS6c,-0.05686179706501692
MATS6d,-0.008755922653348715
MATS6i,0.013838234480924846
MATS6m,-0.02445226801551198
MATS6p,0.02931147959201808
MATS6s,-0.05224067399236646
MATS6v,0.00548468643597157
MATS7Z,0.0020421305946752037
MATS7c,0.18685312049572422
MATS7d,0.008796556241811686
MATS7i,0.02609236916423847
MATS7m,0.0008063095958809282
MATS7p,-0.009517759108199261
MATS7s,0.0031911064035951226
MATS7v,-0.01681706616897561
MATS8Z,0.053523781547575325
MATS8c,-0.1594823264043113
MATS8d,-0.036901865369018676
MATS8i,0.07147511655090719
MATS8m,0.0549932171152489
MATS8p,0.05159536057718533
MATS8s,-0.07127764984815688
MATS8v,0.07532960451966396
MAXssO,5.7827481891772115
MINssO,5.018819932689431
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.13819675660731
SpAD_D,241.26192647202998
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.021485182035777
SssNH2,0
SsssAs,0
SsssCH,0.9632535483329128
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1739
TMWC10,134.5315610791296
TSRW10,76.25616815460839
VE1_Dt,5.095430299982989
VE2_Dt,0.1959780884608842
VE3_Dt,2.5838555634810145
VR1_Dt,154.08259522667225
VR2_Dt,5.926253662564317
VR3_Dt,5.993000236306849
Xc-3dv,1.040297893559203
Xc-4dv,0.0
Xc-5dv,0.2919073470783638
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.46202758782931813
Xch-7d,0.9488624385166943
Xp-0dv,15.196538014344373
Xp-1dv,9.444246394314815
Xp-2dv,7.735571855288218
Xp-3dv,6.5421744723889095
Xp-4dv,5.186741620418735
Xp-5dv,4.166796492224433
Xp-6dv,2.919601616399452
Xp-7dv,2.0949203006295565
Xpc-4d,5.0645577488776725
Xpc-5d,8.720435358968338
Xpc-6d,14.597328458465418
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,54
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,4
nSpiro,0
naRing,2
piPC10,7.670038549939383
AATS0dv,6.88
AATS0pe,6.133929999999999
AATS0se,7.601047839999999
AATS1dv,6.648148148148148
AATS1pe,6.45162962962963
AATS1se,7.71884711111111
AATS2dv,5.287128712871287
AATS2pe,6.345812871287127
AATS2se,7.718934613861386
AATS3dv,3.7357142857142858
AATS3pe,6.151318571428572
AATS3se,7.565641657142856
AATS4dv,3.0535714285714284
AATS4pe,6.1228291666666665
AATS4se,7.600359071428572
AATS5dv,2.455621301775148
AATS5pe,5.935360946745561
AATS5se,7.463365988165679
AATS6dv,2.6710526315789473
AATS6pe,6.004317105263158
AATS6se,7.5505303947368425
AATS7dv,2.707692307692308
AATS7pe,5.953233076923078
AATS7se,7.4952031076923085
AATS8dv,2.6666666666666665
AATS8pe,5.92413888888889
AATS8se,7.495167370370371
AATSC0Z,7.262399999999999
AATSC0c,0.01990352290589143
AATSC0d,0.6576000000000001
AATSC0i,1.441108240932109
AATSC0m,34.60067381759999
AATSC0p,0.23168259254471044
AATSC0s,0.9473444444444445
AATSC0v,51.0047201990167
AATSC1Z,0.610933333333334
AATSC1c,-0.007796244005916837
AATSC1d,0.2927703703703704
AATSC1i,-0.17417386961952352
AATSC1m,2.883983672770373
AATSC1p,-0.007858187833865915
AATSC1s,0.008159670781892982
AATSC1v,1.2908403572808556
AATSC2Z,0.2916594059405943
AATSC2c,-0.001113380450071474
AATSC2d,0.025964356435643633
AATSC2i,0.0840201216852289
AATSC2m,1.4559730489346552
AATSC2p,0.025152435594232195
AATSC2s,0.08807909790979097
AATSC2v,4.4079086912792995
AATSC3Z,-0.29668571428571405
AATSC3c,-0.0004818813080686876
AATSC3d,-0.10959999999999998
AATSC3i,-0.0544378972886909
AATSC3m,-1.4251809907428559
AATSC3p,-0.013467145242405812
AATSC3s,0.024048412698412704
AATSC3v,-2.567175198595422
AATSC4Z,-1.1590666666666667
AATSC4c,0.0019610270265028756
AATSC4d,-0.08355238095238095
AATSC4i,-0.1444227220900184
AATSC4m,-5.594536913552379
AATSC4p,-0.029480596241761588
AATSC4s,-0.041173809523809536
AATSC4v,-8.593848931185514
AATSC5Z,-0.1767195266272191
AATSC5c,-0.0016963193966274025
