DLiP-ID,T001CR
GGI3,3.270833333333333
GGI4,1.7083333333333335
GGI5,1.2263888888888888
GGI6,0.5885714285714286
GGI7,0.3334041950113379
GGI8,0.14791194255479967
GGI9,0.08468364197530864
JGI1,0.17857142857142858
JGI2,0.09214092140921414
JGI3,0.07268518518518519
JGI4,0.04067460317460318
JGI5,0.029199735449735448
JGI6,0.015091575091575089
JGI7,0.0107549740326238
JGI8,0.007784839081831562
JGI9,0.009409293552812071
MIC0,17.741530814187957
MIC1,34.13678854132079
MIC2,43.75812490855028
MIC3,46.45335146811951
MIC4,46.623574633174016
MIC5,46.623574633174016
MPC2,41
MPC3,59
MPC4,82
MPC5,109
MPC6,118
MPC7,136
MPC8,152
MPC9,155
Mare,0.9896999999999998
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.20136838018836273
RPCG,0.14253798351397026
SIC0,0.29986877793850825
SIC1,0.610133221550753
SIC2,0.802824428935067
SIC3,0.9588735165805133
SIC4,0.9906049087645452
SIC5,0.9906049087645452
SaaN,4.095966230538742
SaaO,0
SaaS,0
Sare,39.587999999999994
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,5.988358374524349
SsLi,0
SsOH,11.63876700680272
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,63.83520296361947
TIC1,129.88340533580353
TIC2,170.90295534445744
TIC3,204.1222362933311
TIC4,210.8771237954946
TIC5,210.8771237954946
Vabc,300.77078128482987
WPol,45
apol,49.385895
bpol,19.276104999999998
nRot,3
ABCGG,16.113476342645853
ATS0Z,1250.0
ATS0d,153.0
ATS0i,6271.194027205635
ATS0m,5061.55398
ATS0p,70.906001572735
ATS0s,183.29001867093433
ATS0v,10359.97506023572
ATS1Z,1220.0
ATS1d,198.0
ATS1i,6135.7847585457475
ATS1m,4722.216957000002
ATS1p,87.40666832600004
ATS1s,142.13168724279836
ATS1v,12831.171112470554
ATS2Z,1899.0
ATS2d,314.0
ATS2i,10483.658788804947
ATS2m,7285.261190999998
ATS2p,133.391929854849
ATS2s,233.22993827160502
ATS2v,19322.99557689946
ATS3Z,2209.0
ATS3d,355.0
ATS3i,14318.761945003625
ATS3m,8304.721623
ATS3p,156.00778050394297
ATS3s,309.4351851851851
ATS3v,22223.861256647982
ATS4Z,2139.0
ATS4d,357.0
ATS4i,16917.25812608082
ATS4m,7817.702735
ATS4p,154.10676887133906
ATS4s,403.51748971193416
ATS4v,21886.070435052476
ATS5Z,2040.0
ATS5d,332.0
ATS5i,15868.23120952549
ATS5m,7522.343819
ATS5p,155.74802313533903
ATS5s,361.6265432098765
ATS5v,22039.915099752485
ATS6Z,2116.0
ATS6d,315.0
ATS6i,16963.04660022748
ATS6m,7810.411065999999
ATS6p,157.95493661558402
ATS6s,370.1471193415637
ATS6v,21613.790467149967
ATS7Z,1759.0
ATS7d,247.0
ATS7i,14770.970383553124
ATS7m,6465.910815
ATS7p,139.24630907643296
ATS7s,272.23559670781896
ATS7v,18283.358435155846
ATS8Z,1320.0
ATS8d,175.0
ATS8i,12333.906477718605
ATS8m,4727.2049990000005
ATS8p,103.59001150473496
ATS8s,193.41563786008228
ATS8v,12913.625854616108
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,11
C2SP3,1
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.1
GGI10,0.024793388429752067
JGI10,0.008264462809917356
JGT10,0.4645770183589264
Kier1,18.367346938775512
Kier2,7.552647233789411
Kier3,3.3369721344441254
MAXdO,12.97642965622463
MID_C,41.98006187051838
MID_N,4.265421075983288
MID_O,3.6195320052018225
MID_X,1.7617328114251198
MID_h,9.646685892610229
MINdO,12.97642965622463
MPC10,143
MWC01,28.0
MWC02,4.9344739331306915
MWC03,5.82600010738045
MWC04,6.7464121285733745
MWC05,7.669028288589683
MWC06,8.605753368395717
MWC07,9.543163100092235
MWC08,10.489133037859581
MWC09,11.434693616700654
MWC10,12.385953726784768
NaaCH,12
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.5844000000000023
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3981627015177525
SRW05,2.3978952727983707
SRW06,6.976348070447749
SRW07,5.043425116919247
SRW08,8.655388690167637
SRW09,7.390798521735676
SRW10,10.391668714817564
SaaCH,21.108044894563957
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.0916259354811557
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.21120086923658343
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.4701568405139835
SsssP,0
VE1_A,3.9931627952735065
VE1_D,4.913177841460937
VE2_A,0.15972651181094025
VE2_D,0.19652711365843747
VE3_A,2.300874329290326
VE3_D,2.5082116825453498
VR1_A,299.14343985188776
VR1_D,152.75534201737355
VR2_A,11.965737594075511
VR2_D,6.110213680694942
VR3_A,6.617213922176373
VR3_D,5.945128301604841
WPath,1348
Xc-3d,1.797597005602434
Xc-4d,0.09622504486493763
Xc-5d,0.7602334605151674
Xc-6d,0.12667994256430742
Xp-0d,17.440946820939047
Xp-1d,12.103208846802323
Xp-2d,11.08297374977616
Xp-3d,9.934840974877126
Xp-4d,8.439091726740584
Xp-5d,7.1947912085923615
Xp-6d,4.801773563568018
Xp-7d,3.4478588037454814
ZMIC0,76.70429751610166
ZMIC1,53.70451071410802
ZMIC2,31.6970015506513
ZMIC3,24.988638292797077
ZMIC4,24.380869236481868
ZMIC5,24.380869236481868
nAcid,0
nAtom,40
nBase,0
nRing,4
piPC1,3.6635616461296463
piPC2,4.269697449699962
piPC3,4.865609522045998
piPC4,5.428797232998827
piPC5,5.981572027083736
piPC6,6.125093591214443
piPC7,6.516331749859258
piPC8,6.889591308354466
piPC9,7.218543340148393
AATS0Z,31.25
AATS0d,3.825
AATS0i,156.7798506801409
AATS0m,126.5388495
AATS0p,1.7726500393183748
AATS0s,4.582250466773358
AATS0v,258.999376505893
AATS1Z,28.372093023255815
AATS1d,4.604651162790698
AATS1i,142.69266880338947
AATS1m,109.81899900000006
AATS1p,2.032713216883722
AATS1s,3.3053880754139153
AATS1v,298.39932819698964
AATS2Z,26.746478873239436
AATS2d,4.422535211267606
AATS2i,147.6571660395063
AATS2m,102.60931254929574
AATS2p,1.8787595754204085
AATS2s,3.2849287080507747
AATS2v,272.15486728027406
AATS3Z,23.25263157894737
AATS3d,3.736842105263158
AATS3i,150.72380994740658
AATS3m,87.41812234736841
AATS3p,1.6421871631993996
AATS3s,3.2572124756335272
AATS3v,233.93538164892612
AATS4Z,19.990654205607477
AATS4d,3.336448598130841
AATS4i,158.10521613159642
AATS4m,73.06264238317758
AATS4p,1.4402501763676547
AATS4s,3.7711914926348986
AATS4v,204.5427143462848
AATS5Z,19.805825242718445
AATS5d,3.2233009708737863
AATS5i,154.0604971798591
AATS5m,73.03246426213592
AATS5p,1.512116729469311
AATS5s,3.5109373127172474
AATS5v,213.97975825002413
AATS6Z,19.412844036697248
AATS6d,2.889908256880734
AATS6i,155.62428073603192
AATS6m,71.6551473944954
AATS6p,1.449127858858569
AATS6s,3.3958451315739793
AATS6v,198.2916556619263
AATS7Z,18.51578947368421
AATS7d,2.6
AATS7i,155.4838987742434
AATS7m,68.06221910526315
AATS7p,1.4657506218571892
AATS7s,2.865637860082305
AATS7v,192.45640458058784
AATS8Z,17.142857142857142
AATS8d,2.272727272727273
AATS8i,160.18060360673513
AATS8m,61.392272714285724
AATS8p,1.3453248247368177
AATS8s,2.5118914007802893
AATS8v,167.7094266833261
AMID_C,1.679202474820735
AMID_N,0.17061684303933153
AMID_O,0.1447812802080729
AMID_X,0.07046931245700479
AMID_h,0.3858674357044092
ATS0dv,335.60493827160496
ATS0pe,254.786
ATS0se,310.76960899999995
ATS1dv,358.1111111111111
ATS1pe,280.52000000000004
ATS1se,333.3920739999998
ATS2dv,549.6666666666666
ATS2pe,463.7712
ATS2se,554.061552
ATS3dv,582.6666666666667
ATS3pe,608.3645
ATS3se,737.2912239999999
ATS4dv,577.1111111111111
ATS4pe,693.6336999999999
ATS4se,847.0807779999998
ATS5dv,531.1111111111111
ATS5pe,652.9199999999998
ATS5se,798.130186
ATS6dv,480.8888888888889
ATS6pe,680.4834999999999
ATS6se,838.5595979999999
ATS7dv,329.1111111111111
ATS7pe,575.8079999999999
ATS7se,715.3717880000002
ATS8dv,180.44444444444446
ATS8pe,463.6638999999999
ATS8se,581.209048
ATSC0Z,421.8999999999999
ATSC0c,0.6150787655734977
ATSC0d,26.975000000000005
ATSC0i,59.76994374486932
ATSC0m,1985.0028999
ATSC0p,9.931835948959375
ATSC0s,56.92512931527206
ATSC0v,1999.5921283863022
ATSC1Z,3.5575000000000085
ATSC1c,-0.38074659142717376
ATSC1d,10.426874999999997
ATSC1i,-4.787519625848744
ATSC1m,19.96302390749972
ATSC1p,0.31704033303317125
ATSC1s,-7.023179851823276
ATSC1v,73.09403592914737
ATSC2Z,-2.672499999999994
ATSC2c,0.1383218840050847
ATSC2d,-0.13062499999999622
ATSC2i,1.4435399078899478
ATSC2m,-16.379433772500327
ATSC2p,-0.22237377736889125
ATSC2s,-2.416442954818244
ATSC2v,-126.56741391352088
ATSC3Z,-51.21249999999997
ATSC3c,-0.08218470092213279
ATSC3d,-11.315624999999997
ATSC3i,-37.30746621499169
ATSC3m,-249.23653751250026
ATSC3p,-5.096046939087265
ATSC3s,1.151621412275187
ATSC3v,-624.4357937372247
ATSC4Z,-154.88249999999996
ATSC4c,0.1255196254365906
ATSC4d,-8.783125
ATSC4i,15.447059980389493
ATSC4m,-722.1830032825002
ATSC4p,-0.1587153038077036
ATSC4s,2.378909673401537
ATSC4v,-250.39275751976368
ATSC5Z,-50.04249999999999
ATSC5c,-0.24153566435437607
ATSC5d,-9.110625
ATSC5i,0.6389236672367534
ATSC5m,-229.90548279249995
ATSC5p,0.0436593030382343
ATSC5s,-12.113320098165293
ATSC5v,-124.66367565322781
ATSC6Z,59.172499999999985
ATSC6c,0.2208692100261315
ATSC6d,-3.6568750000000003
ATSC6i,3.8546740127865746
ATSC6m,265.41821682250026
ATSC6p,0.2563484281923282
ATSC6s,-7.7879924637536195
ATSC6v,-113.06466451260596
ATSC7Z,44.78749999999998
ATSC7c,-0.07279977407526576
ATSC7d,-3.9406250000000025
ATSC7i,-13.52711509655176
ATSC7m,214.7660733375002
ATSC7p,0.5056100280617347
ATSC7s,-6.150478591535205
ATSC7v,-0.5335236532225878
ATSC8Z,-43.407500000000006
ATSC8c,-0.027568497460464036
ATSC8d,2.2481249999999964
ATSC8i,-8.58323676105685
ATSC8m,-211.96569580749986
ATSC8p,-1.7057059996382968
ATSC8s,-6.6486177495332255
ATSC8v,-334.4561826404238
AXp-0d,0.6976378728375618
AXp-1d,0.43225745881436867
AXp-2d,0.27031643292136975
AXp-3d,0.1683871351674089
AXp-4d,0.10291575276512907
AXp-5d,0.06600725879442533
AXp-6d,0.04069299630142388
AXp-7d,0.025351902968716776
GATS1Z,0.5729066184536181
GATS1c,1.5301063315200043
GATS1d,0.7397029980386662
GATS1i,1.0937671843851287
GATS1m,0.5758881080338498
GATS1p,0.7990361914770133
GATS1s,0.739261860631223
GATS1v,0.7782713000043442
GATS2Z,0.6711589756600758
GATS2c,0.9446360222258183
GATS2d,1.2726964194807397
GATS2i,1.0507413761318596
GATS2m,0.675324591705122
GATS2p,0.8522399545253626
GATS2s,0.6914865421152087
GATS2v,0.8640572151188872
GATS3Z,0.8995771010840685
GATS3c,1.19559776337321
GATS3d,1.438173747622067
GATS3i,1.2463413698134675
GATS3m,0.9018859197321863
GATS3p,1.1337838395146624
GATS3s,0.9396409139144082
GATS3v,1.0368239067642326
GATS4Z,0.9783843892670676
GATS4c,1.391196699069893
GATS4d,1.3106632136020717
GATS4i,0.9347077970859736
GATS4m,0.9769370319847086
GATS4p,0.9230675359117788
GATS4s,1.4989292086295951
GATS4v,0.9531683415492381
GATS5Z,0.7332294727734223
GATS5c,1.4287364698422707
GATS5d,1.1580301789683003
GATS5i,0.9753938453001259
GATS5m,0.7369606284020982
GATS5p,0.9083210611423223
GATS5s,1.4561903600308392
GATS5v,0.9519148910707192
GATS6Z,0.7954839509340664
GATS6c,0.8258366193958729
GATS6d,0.9218525478059023
GATS6i,0.9241251835741802
GATS6m,0.8008376600441144
GATS6p,0.9567331628548741
GATS6s,1.359961618918675
GATS6v,1.0040883230751492
GATS7Z,0.979366524868702
GATS7c,0.6994911037833124
GATS7d,0.7913760304375396
GATS7i,1.0186799453027782
GATS7m,0.9801996818523111
GATS7p,1.0005866939615753
GATS7s,0.8860601740250048
GATS7v,1.0435431236294208
GATS8Z,1.3853839926368965
GATS8c,0.6134730669824376
GATS8d,0.5820685338757627
GATS8i,1.0279464895889412
GATS8m,1.3833238827467602
GATS8p,1.1692031458859609
GATS8s,0.648829334899895
GATS8v,1.1711136564554343
MATS1Z,0.007843807360941937
MATS1c,-0.5758333656925533
MATS1d,0.35957066189624315
MATS1i,-0.07451080509137666
MATS1m,0.00935527842231852
MATS1p,0.029694533976042752
MATS1s,-0.11476812856502129
MATS1v,0.034004160679501315
MATS2Z,-0.0035686982764088606
MATS2c,0.12669567921441072
MATS2d,-0.0027281389915022247
MATS2i,0.013606536479429254
MATS2m,-0.004648784146935563
MATS2p,-0.01261408283205817
MATS2s,-0.023915208080316545
MATS2v,-0.0356600650158273
MATS3Z,-0.05110964184578534
MATS3c,-0.056259598828010265
MATS3d,-0.1766255304619286
MATS3i,-0.2628144823829341
MATS3m,-0.05286727793221359
MATS3p,-0.21604303427679475
MATS3s,0.00851808739046716
MATS3v,-0.1314869820063392
MATS4Z,-0.13723631192225644
MATS4c,0.0762881554178281
MATS4d,-0.1217205269676838
MATS4i,0.0966138078777018
MATS4m,-0.13600733505816623
MATS4p,-0.00597400361406129
MATS4s,0.015622485853558514
MATS4v,-0.04681193121209529
MATS5Z,-0.046063002091785425
MATS5c,-0.15250121326207766
MATS5d,-0.13116243915167763
MATS5i,0.004151345650807516
MATS5m,-0.0449791194976904
MATS5p,0.0017071434957439426
MATS5s,-0.0826384065605971
MATS5v,-0.02421147654879679
MATS6Z,0.05146878146262756
MATS6c,0.13177649050351048
MATS6d,-0.049748747991259314
MATS6i,0.0236667325099966
MATS6m,0.04906853309394563
MATS6p,0.009471845705940675
MATS6s,-0.050205926980905376
MATS6v,-0.020750041678804933
MATS7Z,0.04469754618829604
MATS7c,-0.049835140096509654
MATS7d,-0.06150919467343059
MATS7i,-0.09529250074897955
MATS7m,0.04555551045148962
MATS7p,0.021434952607166713
MATS7s,-0.04549265372931019
MATS7v,-0.00011234367999851703
MATS8Z,-0.05344714541206603
MATS8c,-0.023283680373368282
MATS8d,0.04329405534224803
MATS8i,-0.07459977393471869
MATS8m,-0.055471984335981064
MATS8p,-0.08921623789667829
MATS8s,-0.06067315865417487
MATS8v,-0.08688945562199836
MAXaaN,4.095966230538742
MAXsCl,5.988358374524349
MAXsOH,11.63876700680272
MINaaN,4.095966230538742
MINsCl,5.988358374524349
MINsOH,11.63876700680272
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.29006624404367
SpAD_D,224.34157881431008
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.250475954270597
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-1.5475129125724365
SssssN,0
TMPC10,1048
TMWC10,130.63461130750716
TSRW10,75.29673835623855
VE1_Dt,4.955023467556745
VE2_Dt,0.1982009387022698
VE3_Dt,2.516692635781469
VR1_Dt,146.7096590056565
VR2_Dt,5.8683863602262605
VR3_Dt,5.904746256748291
Xc-3dv,0.8710081541710741
Xc-4dv,0.025
Xc-5dv,0.20590957953507785
Xc-6dv,0.024389046463035496
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.05555555555555555
Xch-6d,0.5297659955464806
Xch-7d,0.9173274709857118
Xp-0dv,14.01909250745348
Xp-1dv,8.270804594191981
Xp-2dv,6.413697350494812
Xp-3dv,4.731039571523074
Xp-4dv,3.391417325074919
Xp-5dv,2.457831438032302
Xp-6dv,1.4473161823802514
Xp-7dv,0.8980625015154993
Xpc-4d,4.992041861094655
Xpc-5d,8.887809919613323
Xpc-6d,15.458691988627812
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,43
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.445490568054986
AATS0dv,8.390123456790125
AATS0pe,6.36965
AATS0se,7.769240224999999
AATS1dv,8.328165374677003
AATS1pe,6.523720930232559
AATS1se,7.753304046511624
AATS2dv,7.741784037558685
AATS2pe,6.531988732394367
AATS2se,7.803683830985916
AATS3dv,6.133333333333334
AATS3pe,6.403836842105263
AATS3se,7.760960252631579
AATS4dv,5.39356178608515
AATS4pe,6.482557943925232
AATS4se,7.916642785046727
AATS5dv,5.156418554476807
AATS5pe,6.339029126213591
AATS5se,7.748836757281553
AATS6dv,4.411824668705403
AATS6pe,6.242967889908257
AATS6se,7.693207321100917
AATS7dv,3.4643274853801165
AATS7pe,6.061136842105262
AATS7se,7.530229347368422
AATS8dv,2.3434343434343434
AATS8pe,6.02160909090909
AATS8se,7.548169454545455
AATSC0Z,10.547499999999998
AATSC0c,0.015376969139337443
AATSC0d,0.6743750000000002
AATSC0i,1.4942485936217331
AATSC0m,49.6250724975
AATSC0p,0.24829589872398436
AATSC0s,1.4231282328818016
AATSC0v,49.98980320965755
AATSC1Z,0.08273255813953508
AATSC1c,-0.008854571893655204
AATSC1d,0.242485465116279
AATSC1i,-0.11133766571741265
AATSC1m,0.464256369941854
AATSC1p,0.007373031000771424
AATSC1s,-0.16332976399589014
AATSC1v,1.6998613006778458
AATSC2Z,-0.03764084507042245
AATSC2c,0.00194819554936739
AATSC2d,-0.001839788732394313
AATSC2i,0.02033154799844997
AATSC2m,-0.23069625031690602
AATSC2p,-0.0031320250333646653
AATSC2s,-0.034034407814341465
AATSC2v,-1.782639632584801
AATSC3Z,-0.5390789473684208
AATSC3c,-0.0008651021149698188
AATSC3d,-0.11911184210526313
AATSC3i,-0.39271017068412306
AATSC3m,-2.6235425001315815
AATSC3p,-0.05364259935881332
AATSC3s,0.012122330655528285
AATSC3v,-6.573008355128681
AATSC4Z,-1.4474999999999996
AATSC4c,0.0011730806115569214
AATSC4d,-0.08208528037383178
AATSC4i,0.1443650465456962
AATSC4m,-6.749373862453273
AATSC4p,-0.0014833205963336786
