DLiP-ID,I001FC
ATS4p,190.643536433282
ATS4s,502.8055555555555
ATS4v,26873.07544186016
ATS5Z,2352.0
ATS5d,398.0
ATS5i,24105.446016560985
ATS5m,8238.673459
ATS5p,188.82728378582902
ATS5s,499.5833333333333
ATS5v,25770.381626640603
ATS6Z,2035.0
ATS6d,388.0
ATS6i,25727.76297033052
ATS6m,6981.664577
ATS6p,186.06286444311098
ATS6s,410.66666666666663
ATS6v,24199.997978804626
ATS7Z,1953.0
ATS7d,367.0
ATS7i,23983.94543568916
ATS7m,6885.306005
ATS7p,169.442979816205
ATS7s,413.2777777777777
ATS7v,22212.963952095226
ATS8Z,1828.0
ATS8d,322.0
ATS8i,19983.521420764373
ATS8m,6442.983382
ATS8p,153.178577352074
ATS8s,410.99999999999983
ATS8v,20386.92238137632
C1SP1,0
C1SP2,4
C1SP3,5
C2SP1,0
C2SP2,10
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.2916666666666667
GGI10,0.16090194878073666
JGI10,0.006704247865864026
JGT10,0.4309759149892029
Kier1,24.134948096885815
Kier2,10.950520833333334
Kier3,5.566863905325444
MAXdO,13.091964478322701
MID_C,49.55722232876018
MID_N,6.4338016594028975
MID_O,7.382607922972291
MID_X,0.0
MID_h,13.816409582375188
MINdO,12.010734036714542
MPC10,125
MWC01,34.0
MWC02,5.10594547390058
MWC03,5.968707559985366
MWC04,6.849066282633458
MWC05,7.724446645633537
MWC06,8.607582191143917
MWC07,9.487138427825885
MWC08,10.371269966709153
MWC09,11.252897469300263
MWC10,12.137585003536163
NaaCH,10
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,2.6685000000000008
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.564520407322694
SRW05,0.0
SRW06,7.102499355774649
SRW07,0.0
SRW08,8.73052880173936
SRW09,0.0
SRW10,10.403019643757322
SaaCH,17.70995124509919
SaaNH,2.6416237279933195
SaaSe,0
SaaaC,1.1789641524159438
SaasC,1.1454771915697104
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.16113107937734616
SdssS,0
SsCH3,3.647882121002161
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.5452981777855515
SsssP,0
VE1_A,4.890402211279766
VE1_D,5.488749279027034
VE2_A,0.15775491004128278
VE2_D,0.17705642835571075
VE3_A,2.718676663390841
VE3_D,2.834102523030208
VR1_A,292.19502704694514
VR1_D,201.23550283428955
VR2_A,9.425646033772423
VR2_D,6.491467833364179
VR3_A,6.80882359165858
VR3_D,6.43587798958907
WPath,2940
Xc-3d,2.0002552511101612
Xc-4d,0.0
Xc-5d,0.7231473003790763
Xc-6d,0.0
Xp-0d,21.957454678884094
Xp-1d,14.952397498181154
Xp-2d,13.470460513607383
Xp-3d,11.856285987818278
Xp-4d,9.610913732621936
Xp-5d,7.6213583435234336
Xp-6d,4.772570573413562
Xp-7d,3.579347403333703
ZMIC0,101.87726907827025
ZMIC1,59.19395643692222
ZMIC2,35.5597530091088
ZMIC3,25.374958295823422
ZMIC4,24.164926005015076
ZMIC5,24.164926005015076
nAcid,0
nAtom,56
nBase,0
nRing,4
piPC1,3.8394523125933104
piPC2,4.430816798843313
piPC3,5.022234429939608
piPC4,5.550048374714159
piPC5,6.06349446875243
piPC6,6.244652219770568
piPC7,6.613677799441496
piPC8,6.844366097101087
piPC9,7.154825906035703
AATS0Z,23.071428571428573
AATS0d,3.375
AATS0i,161.4559139001112
AATS0m,91.07501169642858
AATS0p,1.504495332521875
AATS0s,4.933035714285714
AATS0v,223.87508714785082
AATS1Z,25.135593220338983
AATS1d,4.084745762711864
AATS1i,145.95333907323564
AATS1m,95.60949610169494
AATS1p,1.8206463684745766
AATS1s,3.1652542372881354
AATS1v,268.07170277906005
AATS2Z,21.563106796116504
AATS2d,3.6990291262135924
AATS2i,154.49756618099119
AATS2m,80.59641141747574
AATS2p,1.5634784660159322
AATS2s,3.0962783171521044
AATS2v,226.0321886377956
AATS3Z,18.712230215827336
AATS3d,3.2158273381294964
AATS3i,158.50136885208045
AATS3m,68.51555569064749
AATS3p,1.3811322625394242
AATS3s,3.237609912070343
AATS3v,196.72259718056657
AATS4Z,16.97972972972973
AATS4d,2.891891891891892
AATS4i,159.23771619842486
AATS4m,60.489121162162164
AATS4p,1.2881320029275811
AATS4s,3.3973348348348344
AATS4v,181.5748340666227
AATS5Z,15.57615894039735
AATS5d,2.6357615894039736
AATS5i,159.63871534146347
AATS5m,54.560751384105956
AATS5p,1.2505118131511856
AATS5s,3.3084988962472406
AATS5v,170.66477898437486
AATS6Z,12.79874213836478
AATS6d,2.440251572327044
AATS6i,161.80983000207874
AATS6m,43.90984010691824
AATS6p,1.170206694610761
AATS6s,2.582809224318658
AATS6v,152.20124514971462
AATS7Z,13.285714285714286
AATS7d,2.496598639455782
AATS7i,163.15609139924598
AATS7m,46.83881636054422
AATS7p,1.1526733320830271
AATS7s,2.8114134542705966
AATS7v,151.10859831357297
AATS8Z,14.741935483870968
AATS8d,2.596774193548387
AATS8i,161.1574308126159
AATS8m,51.95954340322581
AATS8p,1.235311107678016
AATS8s,3.3145161290322567
AATS8v,164.41066436593806
AMID_C,1.5986200751212962
AMID_N,0.2075419890129967
AMID_O,0.2381486426765255
AMID_X,0.0
AMID_h,0.4456906316895222
ATS0dv,444.0
ATS0pe,352.11920000000003
ATS0se,432.9457559999999
ATS1dv,442.0
ATS1pe,383.7565000000001
ATS1se,457.78806399999985
ATS2dv,632.0
ATS2pe,663.3192999999998
ATS2se,802.381808
ATS3dv,671.0
ATS3pe,885.4022999999999
ATS3se,1084.23386
ATS4dv,574.0
ATS4pe,945.3484999999998
ATS4se,1163.1358079999998
ATS5dv,519.0
ATS5pe,952.6028999999999
ATS5se,1178.29522
ATS6dv,434.0
ATS6pe,953.0250999999998
ATS6se,1197.079036
ATS7dv,458.0
ATS7pe,871.0235999999999
ATS7se,1095.9261960000001
ATS8dv,427.0
ATS8pe,759.3969999999998
ATS8se,945.0441199999998
ATSC0Z,411.92857142857144
ATSC0c,1.1642899823031474
ATSC0d,34.55357142857143
ATSC0i,83.23672551871377
ATSC0m,1957.9808449821426
ATSC0p,12.795445340320981
ATSC0s,101.82093253968253
ATSC0v,2786.7674277018973
ATSC1Z,23.718112244897927
ATSC1c,-0.6448275533086926
ATSC1d,13.452487244897958
ATSC1i,-17.09714091979119
ATSC1m,111.49803257238526
ATSC1p,-0.8693065288801445
ATSC1s,-3.925426941609977
ATSC1v,-25.70705662750362
ATSC2Z,41.917091836734684
ATSC2c,-0.11968753444775553
ATSC2d,-2.536033163265312
ATSC2i,2.9439413553607476
ATSC2m,194.08671188998724
ATSC2p,0.04989827818945841
ATSC2s,6.737590348639457
ATSC2v,112.91074874575445
ATSC3Z,16.427295918367328
ATSC3c,0.479660761388592
ATSC3d,-13.284757653061229
ATSC3i,14.621211914056843
ATSC3m,76.49893815146689
ATSC3p,0.12645528836943581
ATSC3s,7.8988360969387745
ATSC3v,125.40052337663703
ATSC4Z,-179.88265306122452
ATSC4c,-0.4726233992729668
ATSC4d,-19.088010204081627
ATSC4i,-19.75100437657686
ATSC4m,-844.1816482028061
ATSC4p,-3.4949310942672027
ATSC4s,-48.06841695011339
ATSC4v,-845.2205233259868
ATSC5Z,-202.5573979591836
ATSC5c,0.3309230744745337
ATSC5d,-2.61766581632653
ATSC5i,-15.765588225471683
ATSC5m,-962.9602308268493
ATSC5p,-2.9118042125195402
ATSC5s,-32.5335264314059
ATSC5v,-1139.9640941601335
ATSC6Z,-52.90433673469388
ATSC6c,-0.12408497089770051
ATSC6d,6.124681122448983
ATSC6i,-10.696906496646205
ATSC6m,-244.55924661001282
ATSC6p,-0.17340712345125145
ATSC6s,-16.22967155612244
ATSC6v,-178.70168572719157
ATSC7Z,176.0089285714286
ATSC7c,-0.3808811013502299
ATSC7d,0.18973214285714493
ATSC7i,-5.713960807273396
ATSC7m,829.7129336361608
ATSC7p,1.1013413525088525
ATSC7s,37.83612351190476
ATSC7v,717.5475162808436
ATSC8Z,-5.19897959183674
ATSC8c,0.48845133756339654
ATSC8d,-3.6186224489795906
ATSC8i,12.530404040975474
ATSC8m,-38.60642246045916
ATSC8p,-0.2771002921046032
ATSC8s,32.15989937641723
ATSC8v,-242.2263549022124
AXp-0d,0.7083049896414224
AXp-1d,0.43977639700532806
AXp-2d,0.2806345940334872
AXp-3d,0.1824043998125889
AXp-4d,0.11720626503197483
AXp-5d,0.07545899350023201
AXp-6d,0.04725317399419368
AXp-7d,0.030856443132187095
GATS1Z,0.7513232800298602
GATS1c,1.582296853185337
GATS1d,0.7688871370384969
GATS1i,1.3753924003635247
GATS1m,0.7584227369329054
GATS1p,1.1186113680286813
GATS1s,0.53698504721621
GATS1v,0.9824994931755493
GATS2Z,0.8438874682029155
GATS2c,1.2793033095993689
GATS2d,1.2672035322746544
GATS2i,1.1135832745677001
GATS2m,0.8474848053017131
GATS2p,0.9853321536521122
GATS2s,0.5586647402843686
GATS2v,0.9277596534947362
GATS3Z,0.9533590398359307
GATS3c,1.1764446558628388
GATS3d,1.3283512724703959
GATS3i,0.9753004314396426
GATS3m,0.9520203638069334
GATS3p,0.9664110123120634
GATS3s,0.8522911053291231
GATS3v,0.9307125097255353
GATS4Z,1.1746001246608146
GATS4c,1.380990964674177
GATS4d,1.3389901529436412
GATS4i,1.0792527759869022
GATS4m,1.1672187747883882
GATS4p,1.0699074144321647
GATS4s,1.608427461811525
GATS4v,1.0532464884202184
GATS5Z,1.1959171674416094
GATS5c,1.0088095960819734
GATS5d,0.9908790663449526
GATS5i,1.026766756729328
GATS5m,1.1914252250234754
GATS5p,1.0613803341728418
GATS5s,1.4029755721728678
GATS5v,1.1075101708144817
GATS6Z,1.044213825572303
GATS6c,0.9378669884882778
GATS6d,0.850925519639868
GATS6i,0.9726017586612519
GATS6m,1.0439902114499835
GATS6p,0.9909016331478122
GATS6s,0.8349232701706281
GATS6v,1.0292924193382431
GATS7Z,0.8288125376732971
GATS7c,0.8689420499174518
GATS7d,0.9907715023994094
GATS7i,0.9718926089296029
GATS7m,0.8334037826866161
GATS7p,0.9434514353522051
GATS7s,0.6529022841117584
GATS7v,0.9186710350739132
GATS8Z,0.9916963591513449
GATS8c,0.6541180661813258
GATS8d,1.014086855047095
GATS8i,0.9085814337083541
GATS8m,0.9955096601892132
GATS8p,0.98650127654051
GATS8s,0.8756488864995307
GATS8v,1.0265368762269338
MATS1Z,0.05465051006163053
MATS1c,-0.5256763528999194
MATS1d,0.36952656243156834
MATS1i,-0.19495955265177756
MATS1m,0.05404988580806008
MATS1p,-0.0644842348228292
MATS1s,-0.036591974445687306
MATS1v,-0.008755634902421705
MATS2Z,0.055324822685483686
MATS2c,-0.0558905730118309
MATS2d,-0.03990366523669762
MATS2i,0.01922936618163082
MATS2m,0.05389372054088658
MATS2p,0.002120220143638619
MATS2s,0.0359764522513998
MATS2v,0.02202852223687096
MATS3Z,0.016066356209292993
MATS3c,0.16597636862852472
MATS3d,-0.15489375941107586
MATS3i,0.07076876413485171
MATS3m,0.015740560572277046
MATS3p,0.003981574232328514
MATS3s,0.03125354308774969
MATS3v,0.01812891655899296
MATS4Z,-0.16523181756405272
MATS4c,-0.1535961642878928
MATS4d,-0.20902297646483686
MATS4i,-0.0897843224944403
MATS4m,-0.16313749132039015
MATS4p,-0.10334977211194295
MATS4s,-0.17862780474644796
MATS4v,-0.11476134241024359
MATS5Z,-0.18236322901367327
MATS5c,0.1054088243316747
MATS5d,-0.02809521364888683
MATS5i,-0.07024352087331419
MATS5m,-0.182394186812646
MATS5p,-0.0843952188626154
MATS5s,-0.11849639828414846
MATS5v,-0.15170556992953455
MATS6Z,-0.04523350706088534
MATS6c,-0.037536080784138844
MATS6d,0.062428290510782865
MATS6i,-0.0452620390803344
MATS6m,-0.0439912752458648
MATS6p,-0.004773120854906215
MATS6s,-0.05613885665916283
MATS6v,-0.022584934024083236
MATS7Z,0.16277341524437072
MATS7c,-0.12462321640190493
MATS7d,0.0020917927894672306
MATS7i,-0.026151280707336334
MATS7m,0.16143218070070703
MATS7p,0.032789684088403756
MATS7s,0.14155990304106697
MATS7v,0.09808907340325615
MATS8Z,-0.00569983834609598
MATS8c,0.18946390503607238
MATS8d,-0.04729515712261397
MATS8i,0.06798552096171834
MATS8m,-0.00890466246143943
MATS8p,-0.009780204133085656
MATS8s,0.1426408613884305
MATS8v,-0.03925427945216191
MAXssO,5.965049409047875
MINssO,5.965049409047875
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,40.55733013825654
SpAD_D,391.96772017081406
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.3863915060208358
SssNH2,0
SsssAs,0
SsssCH,-0.8481140447455395
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,951
TMWC10,142.50463902066832
TSRW10,67.03467471319128
VE1_Dt,5.477323638515054
VE2_Dt,0.17668785930693723
VE3_Dt,2.8320187060188955
VR1_Dt,202.31120399964163
VR2_Dt,6.526167870956182
VR3_Dt,6.441209237223856
Xc-3dv,0.9394914839911689
Xc-4dv,0.0
Xc-5dv,0.19819422948766768
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.30618621784789724
Xch-7d,0.49648073614791693
Xp-0dv,17.576943926690525
Xp-1dv,10.373302728961013
Xp-2dv,7.782106024659234
Xp-3dv,5.645206214369165
Xp-4dv,4.002310227195114
Xp-5dv,2.7034741757389535
Xp-6dv,1.3744992260473443
Xp-7dv,0.8395568666491083
Xpc-4d,5.449864022894631
Xpc-5d,8.443912765816409
Xpc-6d,13.012169378952155
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,59
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.056998288550528
AATS0dv,7.928571428571429
AATS0pe,6.2878428571428575
AATS0se,7.731174214285713
AATS1dv,7.491525423728813
AATS1pe,6.50434745762712
AATS1se,7.759119728813557
AATS2dv,6.135922330097087
AATS2pe,6.439993203883493
AATS2se,7.790114640776699
AATS3dv,4.827338129496403
AATS3pe,6.369800719424459
AATS3se,7.800243597122303
AATS4dv,3.8783783783783785
AATS4pe,6.387489864864864
AATS4se,7.859025729729728
AATS5dv,3.437086092715232
AATS5pe,6.308628476821191
AATS5se,7.803279602649006
AATS6dv,2.729559748427673
AATS6pe,5.9938685534591185
AATS6se,7.52879896855346
AATS7dv,3.1156462585034013
AATS7pe,5.925330612244897
AATS7se,7.45528024489796
AATS8dv,3.443548387096774
AATS8pe,6.124169354838708
AATS8se,7.621323548387095
AATSC0Z,7.355867346938775
AATSC0c,0.02079089254112763
AATSC0d,0.6170280612244898
AATSC0i,1.4863700985484603
AATSC0m,34.9639436603954
AATSC0p,0.22849009536287465
AATSC0s,1.8182309382086166
AATSC0v,49.76370406610531
AATSC1Z,0.40200190245589706
AATSC1c,-0.010929280564554111
AATSC1d,0.228008258388101
AATSC1i,-0.2897820494879863
AATSC1m,1.8897971622438179
AATSC1p,-0.014734008964070245
AATSC1s,-0.06653266002728775
AATSC1v,-0.4357128241949766
AATSC2Z,0.40696205666732704
AATSC2c,-0.0011620148975510244
AATSC2d,-0.024621681196750605
AATSC2i,0.028581954906415026
AATSC2m,1.8843370086406528
AATSC2p,0.00048444930281027585
AATSC2s,0.06541349853048016
AATSC2v,1.0962208616092666
AATSC3Z,0.11818198502422537
AATSC3c,0.0034507968445222446
AATSC3d,-0.0955737960651887
AATSC3i,0.10518857492127226
AATSC3m,0.5503520730321358
AATSC3p,0.0009097502760391066
AATSC3s,0.05682615897078255
AATSC3v,0.9021620386808419
AATSC4Z,-1.2154233314947602
AATSC4c,-0.003193401346438965
AATSC4d,-0.12897304191947045
AATSC4i,-0.13345273227416796
AATSC4m,-5.703930055424365
AATSC4p,-0.023614399285589206
AATSC4s,-0.32478660101427964
AATSC4v,-5.710949481932343
AATSC5Z,-1.3414397215839973
